Name	Brain - Nucleus accumbens (basal ganglia)
AC002401.1	0.227298
RP11-893F2.13	1.78642
RP11-893F2.14	2.31675
SGCA	0.844511
HILS1	2.92793
RP11-893F2.5	0
RP11-893F2.15	0
LINC01969	0
SUMO2P7	0
TMEM92	0.0240255
TMEM92-AS1	0.0871677
RP11-893F2.18	1.75426
EME1	0.277242
Y_RNA	0
RP1-117B12.4	0
MRPS21P9	0
RP11-94C24.13	0.0723832
RP11-94C24.6	0.346701
MYCBPAP	0.703954
EPN3	0.19225
RP11-94C24.8	0.675361
CACNA1G-AS1	0.236112
CACNA1G	1.05765
RP11-94C24.11	0
CTB-22K21.2	0
ABCC3	0.0726554
Y_RNA	0
RP11-294J22.7	0.0180665
LINC00483	0
MIR8059	0
RP11-294J22.5	0
WFIKKN2	0.307199
RPL5P33	0
TOB1-AS1	3.00359
RP11-700H6.4	1.79811
RP11-700H6.1	0.0547988
RP11-700H6.2	0.0870153
RP11-481C4.1	0
MBTD1	4.02238
RP11-481C4.2	0.534264
RP11-421E14.2	0.0209031
LINC02071	0
RP11-1018N14.3	0
RP11-1018N14.4	0
LINC02072	0.0451309
LINC02073	0.0568647
RPL7P48	0
CA10	4.10129
CTB-43I4.1	0
LINC01982	0
LINC02089	0
C17orf112	0
RP11-146P2.1	0
CTD-2535P7.1	0
CTD-2535P7.2	0
RP11-312B18.1	0
RPS2P48	0.0294498
KIF2B	0
RP11-618P13.1	0
ISCA1P3	0
RP11-372K20.1	0
ARL2BPP8	0
RN7SKP14	0
TOM1L1	2.03494
RP11-257O5.4	0.128803
STXBP4	0.615834
RP11-515O17.2	0.0410878
RP11-515O17.3	0
RP11-515E23.1	0.0134618
CTD-2033D24.2	0
GARSP1	0
RNU6-1249P	0
RP11-763E3.1	0.0409984
ANKFN1	0.651166
RP11-502F1.2	0
RP11-502F1.1	0.0116108
RPL39P33	0
C17orf67	1.19844
RP11-347L15.1	0.350311
RNU6-1158P	0
RP11-670E13.3	0
RP11-670E13.6	0.379503
RP5-1107A17.3	0
RP5-1107A17.2	0
RP5-1107A17.4	0.139652
RNF126P1	0.0191652
RP11-166P13.3	2.41446
RP11-166P13.4	0.0634979
RP11-426D19.1	0.670254
RP11-226M10.3	0.0593309
RP11-118E18.2	0
RP11-118E18.1	0
RP11-118E18.4	0
RN7SL449P	0.0928571
RNU7-134P	0
CCDC182	0
RP11-60A24.3	0.32609
RN7SKP94	0
RP11-343K8.3	0
RP11-159D12.11	0.599483
RP11-159D12.3	0.0491132
RP11-159D12.6	1.29349
RP11-159D12.10	0
RP11-159D12.8	4.30635
OR4D1	0
MSX2P1	0.0558377
OR4D2	0
EPX	0.565692
RP11-506H21.5	4.61613
MKS1	4.9077
LPO	0.0728742
MPO	0.817043
TSPOAP1-AS1	1.05108
RP5-1171I10.5	0.313601
MIR4736	0
RNF43	0.496328
HSF5	0.0333117
SETP3	0
SEPT4-AS1	0.281535
C17orf47	0
TEX14	0.27093
U3	0
CTD-2200P10.1	0
RNU1-108P	0
CTD-2200P10.3	0
RNU1-52P	0
RNU1-85P	0
RAD51C	3.501
RP11-579A4.1	0.140706
PPM1E	1.3639
Metazoa_SRP	0
RNU6-518P	0
RP11-579O24.1	0
Metazoa_SRP	0
RP11-579O24.3	0.0683338
RN7SL716P	0
AC099850.1	0.817668
RNU2-58P	0
MIR454	0
MIR301A	0
PRR11	0.488112
SPDYE22P	0
CTD-2510F5.4	0.39198
GDPD1	4.97099
Y_RNA	0
SNRPGP17	0
RP11-567L7.3	0
MIR4729	0
RP11-567L7.5	0
LINC01476	0.202383
RNU4-13P	0
RP11-758H9.2	4.27204
RP11-619I22.1	0
MIR21	0
RNU6-450P	0
TUBD1	3.40543
NDUFB8P2	0.168778
RPS29P21	0
RNFT1	3.76378
RP11-178C3.2	0.204133
DHX40P1	0.0487599
TBC1D3P1	0.0163111
RP11-178C3.7	0
RP11-178C3.8	0
MIR4737	0
HEATR6	4.84236
RP11-178C3.6	0
CTD-2319I12.2	0.128871
WFDC21P	0.0415087
CTD-2319I12.10	0.0838296
CTD-2319I12.3	0.0573484
CTD-2319I12.9	0.0713272
CTD-2319I12.4	1.65934
CTD-2319I12.5	0
CA4	2.46782
FAM106DP	0
SCARNA20	0
RP11-3K24.1	0.0559153
RP11-3K24.3	0
RP11-3K24.2	0
C17orf64	0.0467171
RPL12P38	0.0284781
RP11-15E18.5	0
RP11-15E18.1	0.289567
RP11-15E18.3	0
LINC01999	0
RPSAP66	0
PPM1D	2.78362
RNU6-623P	0
RN7SL606P	0
AC111155.1	0
Y_RNA	0
KRT18P61	0
HMGN1P28	0
RN7SL448P	0
RP11-264B14.1	0.976941
RP11-264B14.2	0
RPL23AP74	0.178885
RP11-136H19.1	0.309752
RP11-332H18.7	0
RP11-332H18.5	0
RP11-332H18.3	0.0681773
TBX2-AS1	1.12607
TBX2	4.84029
C17orf82	0.112531
TBX4	0.0121821
RP11-15K2.2	0
NACA2	0.296785
BRIP1	0.30841
INTS2	3.68761
Y_RNA	0
RP11-342K2.1	0.330305
Y_RNA	0
Y_RNA	0
POLRMTP1	0.515711
RP11-51L5.3	0
RP11-51L5.4	0
TBC1D3P2	0
RP11-51L5.5	0
RP11-51L5.1	0
EFCAB3	0
RP11-51L5.2	0
RNU7-52P	0
RPS23P7	0
METTL2A	4.69198
RP11-464D20.2	0.351732
RP11-464D20.6	0.0259125
CTD-3035K23.6	0.147925
CTD-3035K23.7	2.7464
Y_RNA	0
CTD-3035K23.3	0.248658
RNU6-446P	0
RP11-156L14.1	0.153064
MARCH10	0.953776
RP11-453A12.1	0
PRELID3BP3	0
RP11-180P8.1	1.82866
MIR633	0
TRMT112P3	0
RP11-180P8.3	0.184876
RP11-180P8.4	0
RP11-180P8.5	0
RP11-556O9.4	0
RP11-556O9.2	0.0614259
RP11-556O9.3	0
AC037445.1	0
RP11-269G24.2	0
RP11-269G24.8	0
AC015923.1	0
RP11-269G24.3	0
RP11-269G24.7	0
RP11-269G24.4	0.107578
RP11-269G24.6	1.20697
CTD-2501B8.5	0.365057
ACE3P	0
KCNH6	0.794932
RNU6-288P	0
RP11-51F16.9	0.966524
EEF1DP7	0
RP11-51F16.1	4.48332
TCAM1P	0.0664992
CSH2	0
GH2	0
RP11-630H24.3	0
CSH1	0
RP11-630H24.4	0
CSHL1	0
GH1	0.0493856
CD79B	0.286537
SCN4A	0.102965
CTC-264K15.6	0
PRR29-AS1	0.304103
PRR29	4.01595
ERN1	1.08962
SNHG25	2.2264
SNORD104	0
RPL31P57	0
Y_RNA	0
MIR1273E	0
MILR1	1.02185
POLG2	2.46146
ATP5J2P4	0.0674829
MIR3064	0
MIR5047	0
RP11-87N3.6	0
MINOS1P2	0.0838291
RP11-927P21.4	0.693102
PLEKHM1P1	2.36935
RNU7-115P	0
RP11-927P21.7	0
LRRC37A3	4.21864
RN7SL404P	0
RP11-927P21.8	0
RP11-927P21.1	0.376661
RP11-927P21.2	0.109106
RP11-927P21.12	0
RP11-583F2.1	0.240871
RP11-927P21.6	0
RP11-927P21.11	0
RP11-583F2.2	0.0539919
RP11-583F2.6	0
SLC16A6P1	0.174024
RP11-583F2.5	0
RP11-169I9.2	0
CRAT40	0
AXIN2	4.42235
CEP112	1.70556
GS1-531I17.3	0
GS1-531I17.2	0
PSMD7P1	0
APOH	0
RNA5SP444	0
RP11-4F22.3	0
RN7SL735P	0
PRKCA-AS1	0
RNU6-928P	0
RNA5SP445	0
AC006947.1	0
MIR634	0
CACNG5	0.323282
RNA5SP446	0
RP11-349A8.3	0.350098
CACNG1	2.35819
HELZ	4.42027
RP11-401F2.4	0
RPL36AP48	0
RP11-401F2.3	0.701768
RNA5SP447	0
SNORA8	0
RP11-401F2.2	0
Y_RNA	0
RN7SL756P	0
CTD-2653B5.1	0
RP11-360N9.2	0.205081
RP11-360N9.3	0.0384194
SNORA38B	0
RPSAP67	0
RPL17P41	0
RP11-855A2.3	0.038694
RP11-855A2.1	0.0458862
RP11-855A2.2	0.135331
RN7SL622P	0
FBXO36P1	0
AC145343.2	0.551808
LINC00674	3.80508
LRRC37A16P	1.42428
RP11-147L13.13	4.53252
RP11-147L13.7	0.137806
RP11-147L13.14	1.37899
RP11-147L13.8	1.06396
LOC440461	0.0978846
RP11-147L13.2	0.976399
ARSG	2.02444
SLC16A6	2.68163
RP11-120M18.2	0.843482
MIR635	0.409429
FAM20A	0.197005
RP11-120M18.5	0
LINC01482	0
RP11-118B18.3	0
RP11-118B18.2	0
ABCA8	3.74221
ABCA9-AS1	0
ABCA9	1.82155
ABCA6	0.37436
LOC100421166	0
MIR4524B	0
ABCA10	0.487248
PRO1804	0
ABCA5	4.62047
SNRPGP4	0
SNORA40	0
MAP2K6	0.795756
CTD-3022L24.1	0
RP1-193H18.3	0.277999
RP1-193H18.2	3.51508
LINC01483	0
RP1-200G19.1	0
LINC01497	0.071468
Y_RNA	0
AC002539.1	0
LINC01028	0
KCNJ16	2.2778
KCNJ2-AS1	1.63505
KCNJ2	4.1022
CALM2P1	0
CTD-2378E21.1	0
RP11-1058G23.1	0
RP11-238F2.1	0.810137
RP11-1003J3.1	0
CASC17	0.0154342
RNU7-155P	0
AC118653.2	0
MYL6P5	0
RP11-465C12.1	0.0366599
LINC02095	0.443058
LINC01152	1.68889
SOX9-AS1	1.07546
LINC02097	0.0880316
LINC00511	2.36099
LINC02003	0.0909397
RP11-57A1.1	0.0376531
RPL32P33	0
CTD-3010D24.3	0
SLC39A11	2.88109
RN7SKP180	0
SCARNA24	0
RP11-171G2.1	0
RP11-766H1.1	0
POLR3KP2	0
RP11-143K11.7	0.923005
RP11-661C3.2	0.114755
CPSF4L	0.0708135
SDK2	0.752621
RP11-449L23.2	0.0134568
RP11-277J6.2	0
RP11-277J6.3	0
CTD-2532D12.4	0
LINC00469	0
LINC02092	0
CTD-2532D12.5	0
CTD-2582D11.1	0
LINC02074	0
MGC16275	3.7696
CTD-2514K5.4	0
DNAI2	0.126168
RP11-647F2.2	0
KIF19	3.83083
BTBD17	3.12498
GPR142	0
RNA5SP448	0
CD300A	1.54295
CD300LB	0.0288927
CD300C	0.252099
AC079325.5	0
CD300LD	0
C17orf77	0
CTD-2006K23.1	0
CD300E	0.0841203
RAB37	1.14693
CTD-2006K23.2	0
CD300LF	0.282305
RP11-452I5.2	0
FDXR	4.22588
FADS6	2.72563
USH1G	0.125104
OTOP2	0.034601
OTOP3	0
HID1-AS1	0.165371
RNU6-362P	0
RN7SL573P	1.5096
RP11-1112G13.3	0
TRIM80P	0.0543705
SLC16A5	0.296323
Y_RNA	0
ARMC7	4.91531
RP11-649A18.3	0.152462
RP11-649A18.5	0.148185
RP11-649A18.4	0.0760558
RP11-649A18.12	1.14274
SLC25A19	3.02288
AC011933.2	0.0535816
RP11-16C1.3	0
RP11-16C1.2	0.00737415
RP11-16C1.1	0.21575
MIR3678	0
RNU6-938P	0
Y_RNA	0
MIR6785	0.560245
LLGL2	1.28625
SMIM5	0.591091
SMIM6	0.631884
RP11-474I11.8	0
RP11-474I11.7	0
GALK1	4.43037
MIR4738	0
RP11-552F3.4	0.147589
UNC13D	3.69706
RP11-552F3.9	0.437245
RP11-552F3.10	1.43748
EVPL	0.169559
GALR2	0.145962
ZACN	0.125848
RP11-449J21.3	3.88729
MIR6868	0
FOXJ1	2.26718
RNF157-AS1	1.72242
ATP5LP6	0
ATF4P3	0.137042
QRICH2	3.15623
Y_RNA	0
RNU6-24P	0
RP11-794C22.2	0
SPHK1	0.812956
RPL7P49	0
AANAT	0.323082
RHBDF2	2.59446
CYGB	4.8454
PRCD	0.754442
RP11-666A8.7	0.877338
RP11-666A8.8	0.315871
RP11-666A8.12	0.400558
SNHG16	4.7422
SNORD1B	0
RP11-666A8.13	0.215802
RP11-666A8.9	0
ST6GALNAC2	0.457575
RP11-666A8.11	0
ST6GALNAC1	1.24517
RNU6-227P	0
RP11-318A15.2	0.395002
RNY4P36	0
RP11-318A15.8	1.61584
uc_338	0
MFSD11	3.89792
RNU6-97P	0
LINC02080	0.222336
LINC00868	0
RP11-87G24.3	0.336078
RP11-87G24.6	0.217443
RP11-87G24.2	0.123001
Metazoa_SRP	0
RNU4-47P	0.218585
CYCSP40	0
RP11-285E9.6	0
RP11-285E9.5	0
RP11-936I5.1	0
MIR4316	0
Y_RNA	0
RP11-75C10.6	0.0590463
RP11-75C10.7	0
RP11-75C10.9	0
RP11-13K12.2	0.529364
RP11-13K12.1	0.324171
RP11-13K12.5	1.93868
RP11-13K12.6	0.0632653
LINC01987	0
LINC01973	0.0177597
RNU1-80P	0
RP11-637C24.5	0
UBE2V2P2	0
RNU6-625P	0
TMC8	1.44158
C17orf99	0.00790794
EIF5AP2	0
RP11-219G17.6	0
BIRC5	0.110415
RP11-219G17.9	0.088469
THA1P	0.23862
RP11-219G17.8	0
LINC01993	0.0383223
AC061992.2	0.210234
SOCS3	4.40535
RP11-806H10.4	0.0645418
RN7SL236P	0
SNORA30	0
DNAH17	0.574044
DNAH17-AS1	0.133307
RP11-559N14.6	0
RN7SL454P	0
LINC02081	0
CTD-2357A8.2	0
RNU6-638P	0
RPL9P29	2.26551
CEP295NL	0.047642
CTD-2373H9.3	0.0388341
CTD-2373H9.5	0
C1QTNF1-AS1	0.0393906
C1QTNF1	2.47576
RP11-398J5.1	0
CH17-351M24.1	0.0131106
MIR4739	0
LINC02078	0.0142731
ENPP7	0
CBX2	0.416736
CBX8	1.43574
RP11-353N14.1	0
LINC01977	0.393491
RP11-353N14.3	0
LINC01979	0.0786219
LINC01978	0.62483
RP11-353N14.7	0.216623
CTD-2529O21.1	0
CTD-2529O21.2	0.047526
CCDC40	2.62246
MIR1268B	0
RP11-334C17.3	1.20374
RP11-334C17.6	1.8258
CARD14	0.574869
RP11-334C17.5	3.67118
RNF213	4.99924
CTD-2047H16.2	0.0603086
CTD-2047H16.5	4.44665
CTD-2047H16.3	0.814592
CTD-2047H16.4	1.74914
MIR4730	0
CTD-2526A2.2	0.185678
CTD-2526A2.4	0
CTD-2526A2.5	0
CTD-2526A2.6	0
RPL32P31	0
RPL31P7	0
RP11-28G8.1	0.0168538
CTD-2561B21.4	0
CTD-2561B21.3	0
CTD-2561B21.5	0.141934
RPL12P37	0
CTD-2561B21.8	0.673602
CTD-2561B21.10	3.0226
MIR657	0
MIR3065	0
MIR1250	0.247473
RP11-149I9.2	0.19479
AATK-AS1	0.242623
RP11-455O6.2	0.139102
AC027601.1	0.47142
RP11-455O6.8	1.02418
RP11-455O6.5	0.442943
LINC00482	0.185499
TMEM105	0.0148876
RP11-455O6.9	1.2762
RP11-1055B8.9	0.805559
RP11-1055B8.2	0.130549
RP11-1055B8.10	0.192852
RP11-1055B8.1	0.943244
MIR4740	0
MIR3186	0
LINC01971	1.41731
RP13-766D20.1	0
RP13-766D20.2	0.275556
FSCN2	0.532055
Y_RNA	0
TSPAN10	0.361966
PDE6G	0.0954917
MIR6786	0
RP13-1032I1.11	2.05791
RP13-1032I1.7	4.15895
GCGR	0.0120582
PPP1R27	0.104296
RP11-498C9.4	1.1294
RP11-498C9.15	1.28808
RP11-498C9.12	0.0807106
MAFG-AS1	2.78634
MYADML2	3.87999
AC137723.5	1.91819
NOTUM	0.839121
RP11-498C9.17	0
RP11-1182P23.5	0.996291
RP13-650J16.1	1.49001
RP11-1376P16.2	1.49427
RP11-1376P16.1	0
RP13-516M14.2	0.276643
SLC16A3	1.56037
MIR6787	0
RP13-516M14.10	3.7544
RP13-516M14.8	0.377421
LINC01970	0.102657
CD7	0.240401
SECTM1	0.308551
TEX19	0
UTS2R	0.0735083
RP13-20L14.1	2.10805
OGFOD3	4.12167
RP13-20L14.4	0.0676431
Y_RNA	0
HEXDC-IT1	0.277078
RP13-20L14.6	0.375165
RP13-20L14.10	1.18507
RP13-991F5.2	0.0439973
NARF-IT1	0.479782
RP13-638C3.6	0.0956291
RP13-638C3.2	0.142048
RP13-638C3.3	0.381533
RP13-638C3.5	0.0981975
MIR4525	0
RP11-388C12.1	0.593061
RP11-388C12.5	0.122254
RP11-388C12.8	2.49861
RP11-567O16.1	0
ZNF750	0.0754509
RP11-497H17.1	0.489726
B3GNTL1	2.51255
RP11-1197K16.2	0
AC144831.3	1.03148
AC144831.1	0.782528
AC139099.7	0
AC139099.4	0
AC139099.6	0
AC139099.5	0.0137593
RPL23AP87	0.061653
AP005530.1	0
AP005530.2	0
FAM166AP6	0
TUBB8P12	0.0455219
RP11-683L23.7	0
IL9RP4	0
RP11-683L23.6	0
ROCK1P1	1.69044
MIR8078	0
RP11-705O1.8	0.230761
RP11-720L2.4	0
RP11-720L2.2	0
LINC01925	0
CETN1	0
RN7SKP146	0
CLUL1	0.487088
TYMSOS	2.11071
RP11-806L2.2	0.533281
RP11-806L2.5	0
TYMS	1.99977
RP11-806L2.6	0.0922247
RP11-769O8.1	0.0203074
RP11-769O8.3	0.015728
RNU1-109P	0
RP11-672L10.6	0.811068
BOLA2P1	0
RP11-672L10.5	0
RP11-672L10.3	0
RP11-672L10.2	0.0278517
ADCYAP1	0.333345
LINC01904	0
RP11-689C9.1	0
RP11-78F17.1	0
RP11-78F17.3	0
COX6CP3	0
LINC00470	0
RN7SKP72	0
RP11-288C17.3	0
RP11-288C17.1	0
RP11-476K15.1	0
CTD-2015H3.2	0
CTD-2015H3.1	0
RP11-161I6.2	0
CTD-2533G20.1	0
METTL4	3.791
snoU109	0
RP11-715F3.2	0.207292
RP11-715F3.1	0
NDC80	0.0375638
KATNBL1P3	0
Y_RNA	0
RNU6-340P	0
CBX3P2	0.755944
SMCHD1	4.99062
RP11-703M24.5	0
Y_RNA	0
EMILIN2	0.806418
RP11-737O24.5	0.0963517
RP11-737O24.3	0.0531967
RP11-737O24.2	0.0521989
RP11-737O24.1	0
SNRPCP4	0
RP11-193E15.4	0
SNORA70	0
MYOM1	4.66194
RNU7-25P	0
RP13-270P17.2	0.405224
RP13-270P17.1	0.26858
RP11-838N2.5	0.784804
LINC01895	0
RPL31P59	0
IGLJCOR18	0
RPL21P127	0
TGIF1	1.81931
BOD1P1	0
GAPLINC	0.0358633
RN7SL39P	0
RP11-710M11.1	0
DLGAP1-AS1	2.62296
DLGAP1-AS2	1.32433
RP11-874J12.4	0.0765036
RP11-874J12.3	0.302138
DLGAP1-AS3	0.0477868
MIR6718	0
RNU6-831P	0
DLGAP1-AS4	0.372705
GAPDHP66	0.0466279
DLGAP1-AS5	0.347657
RP11-138C24.2	0
RP11-183C12.1	0.110992
RP11-172F10.1	0
PPIAP14	0
LINC01892	0
BOD1P2	0
AKAIN1	0.127655
RP11-190I17.2	0
RP11-835E18.5	0.0672746
CTD-3096M3.1	0
CTD-3096M3.2	0.170159
RP11-286N3.1	0
RP11-286N3.2	0
MIR3976HG	0
MIR3976	0
TMEM200C	0.601773
RP11-945C19.4	0
L3MBTL4	1.36571
RP11-793A3.1	0.169713
RNU5F-3P	0
RP11-793A3.2	0.0281675
L3MBTL4-AS1	0.123095
MIR4317	0
RP11-637N19.1	0
RNU6-349P	0
RPL6P27	3.66879
CTD-2124B20.2	0
LINC01387	0
CTD-2124B20.3	0
RN7SL282P	0
RP11-91I8.1	0
RP11-91I8.2	0.0606969
RP11-91I8.3	1.55398
ARHGAP28	0.205412
RP11-146G7.2	0
LINC00668	0
SCML2P1	0
RNU6-916P	0
LAMA1	1.9257
RP11-781P6.1	0.189448
RP11-76K13.3	0
SLC25A51P2	0
LRRC30	0
SNORA48	0
RP11-678G15.2	0
RP11-678G15.1	0
U3	0
RP11-376P6.3	0
RP11-789C17.3	0
RP11-789C17.1	0.488337
RP11-789C17.5	0.642195
RFWD2P1	0
RN7SL50P	0
THEMIS3P	0
AKR1B1P6	0
RP11-661O13.1	0.225316
TOMM20P3	0
GACAT2	0.413281
MTCL1	1.85735
Y_RNA	0
RP11-674N23.4	0
RPS4XP19	0
RP11-143J12.3	0.105292
NDUFV2-AS1	2.29036
Y_RNA	0
Y_RNA	0
RP11-888D10.4	0.430244
RP11-888D10.3	0.36695
RP11-61L19.2	0.218292
RP11-61L19.1	0.0160017
RP11-881L2.1	0
PPP4R1-AS1	0.453141
RNU6-903P	0
KRT18P8	0
RP11-692N5.2	0
ZNF415P1	0
RN7SL862P	0
RNA5SP449	0
PIGPP4	0
TXNDC2	0.0272298
RP11-474N24.6	0.19249
RNA5SP450	0
RP11-419J16.1	0
RP11-138E9.2	0
RP11-243E13.2	0
LINC01254	0.00660462
RP11-883A18.3	0.208744
LINC01887	0
RP11-856M7.7	0
CCDC58P1	0
RP11-856M7.4	0
RP11-856M7.8	0
PMM2P1	0
RP11-856M7.1	0
PIEZO2	0.530211
RP11-856M7.2	0
RP11-21G15.1	0.542051
MIR6788	0
RP11-513M1.1	0
RP11-93H10.1	0
RP11-128P17.2	0
RP11-128P17.4	0
RP11-128P17.3	0
LINC01928	0
LINC01255	0
RP11-712C7.2	0
SLC35G4	0
RP11-677O4.5	0
NPIPB1P	0.0368098
RP11-677O4.6	0
RP11-677O4.4	0
MIR7153	0
RP11-677O4.2	0
ASNSP6	0
RP11-78A19.2	0
RP11-78A19.4	0.16935
MPPE1	4.00931
RP11-820I16.1	0.389785
RP11-820I16.2	0
IMPA2	3.09743
RP11-820I16.3	0
RP11-703I16.1	0.248547
RP11-703I16.2	0
AP002414.1	0
RP11-815J4.7	0.360504
RP11-815J4.6	0.283404
RP11-815J4.1	0
RP11-815J4.5	0
ANKRD62	0
RNU6-324P	0
SDHDP1	0
RP11-64C12.7	0
RP11-64C12.5	0
RP11-64C12.4	0
RP11-64C12.3	0
CCDC58P3	0
RP11-64C12.6	0.202751
RP11-64C12.9	0
CIDEA	1.00211
RP11-64C12.1	0.0365887
RP11-64C12.8	0
RNU6-170P	0
TUBB6	4.82702
RNU7-129P	0
RP11-861E21.1	1.07387
RP11-861E21.2	0.780758
RP11-861E21.3	0.178657
CEP76	1.25884
RP11-973H7.3	1.9277
RP11-973H7.5	0
LINC01882	0
Y_RNA	0
RP11-973H7.1	0.0422157
PTPN2	4.65128
STK25P1	0
EIF4A2P1	0.10193
RP11-773H22.4	0.170532
CEP192	3.74451
RP11-807E13.3	0.0331856
RP11-807E13.2	0.0647806
RP11-794M8.2	0
RP11-794M8.1	0.0161091
RP11-756J15.3	0
C18orf15	0.0119042
RP11-756J15.2	0.70727
RP11-691H4.3	0
LDLRAD4-AS1	0.276234
MIR5190	0
RP11-691H4.4	0
RP11-53B2.1	0.0321018
RP11-53B2.2	0.0716923
RP11-53B2.5	0.0416035
RP11-53B2.3	0.0279962
RP11-53B2.6	0.319365
RP11-53B2.4	0
MIR4526	0
RP11-701H16.4	0.642746
FAM210A	3.18783
RP11-720L3.1	0
RN7SL362P	0
MC5R	0
MC2R	0
RP11-681N23.1	0
RP11-411B10.7	0.114099
RP11-411B10.8	0.168167
ZNF519	2.00296
RP11-411B10.2	0.254634
FRG2LP	0
RP11-411B10.5	0
NF1P5	0
ANKRD20A5P	0.621719
RNU6-316P	0
RHOT1P1	0.558611
RP11-757O6.6	0.170813
CYP4F35P	2.58452
RP11-757O6.7	0
RP11-757O6.4	0
TERF1P2	0.0773737
FEM1AP2	0.0917601
LONRF2P1	0
CXADRP3	0
GRAMD4P7	0
POTEC	0
RNU6-1021P	0
OR4K7P	0
OR4K8P	0
SNX19P3	0
VN1R74P	0
GTF2IP8	0
ANKRD30B	1.29035
RNU6-1210P	0
RP11-1157N2__B.2	0
MIR3156-2	0
LINC01906	0
FGF7P1	0
RP11-527H14.4	0.125489
LINC01443	0.0432943
LINC01444	0
RP11-527H14.1	0
RP11-805F19.3	0.330616
RP11-805F19.4	0.0612318
RP11-805F19.5	0
RP11-805F19.2	0
RP11-805F19.1	0.1764
RP11-454P7.3	1.73915
BNIP3P3	0
RP11-454P7.1	0
AP005901.1	0.032282
RNU6-721P	0
ROCK1	4.59464
RP11-254G11.1	0
RNU6-120P	0
EXOGP1	0
RP11-699A5.2	0.51466
GREB1L	1.15187
RP11-296E23.2	0
RP11-296E23.1	0
SNORD23	0
ESCO1	3.32491
RP11-13N13.5	0.0678947
RP11-13N13.6	0
MIR320C1	0
SNORA81	0
Y_RNA	0
RN7SL233P	0.27581
SNORA73	0
MIR133A1HG	0.012494
RP11-268I9.1	0
RP11-268I9.3	0
RNU6-1038P	0
RP11-268I9.4	0
RNA5SP451	0
LINC01900	0
RP11-595B24.2	0
RNU6ATAC20P	0
GATA6-AS1	0
GATA6	0.0327854
RP11-627G18.2	0
RNU6-702P	0
RP11-627G18.1	0
RP11-627G18.4	0
RP11-535A5.1	0
CTAGE1	0
RP11-863N1.4	0
RPS4XP18	0
RNU6-1032P	0
RP11-739L10.1	0.0124061
RP11-370A5.1	0
RBBP8	2.73332
RP11-370A5.2	0
UBE2CP2	0.102267
RN7SL745P	0
Y_RNA	0
TMEM241	2.77995
RP11-17J14.2	0
Y_RNA	0
RP11-639E23.1	0
Y_RNA	0
ANKRD29	4.86692
RPS10P27	0
LAMA3	1.11836
RPL23AP77	0
RP11-403A21.1	0.543681
TTC39C	1.97802
TTC39C-AS1	0.399816
RP11-403A21.3	0
RP11-799B12.2	0.257851
RNU5A-6P	0
RP11-799B12.1	4.12729
CABYR	1.20229
RP11-799B12.4	1.16372
RNA5SP452	0
Metazoa_SRP	0
RNU6-435P	0
MIR320C2	0
RP11-621L6.2	0
RP11-621L6.3	1.6968
Y_RNA	0
RP11-178F10.1	0
HRH4	0.0360001
RP11-178F10.2	0
RP11-178F10.3	0.092579
EIF4A3P1	0
LINC01915	0
RP11-449D8.2	0
RAC1P1	0
RP11-449D8.3	0
RP11-449D8.5	0
LINC01894	0.0656225
WBP2P1	0
RP11-958F21.3	0
CTD-2576N18.1	0
CTD-2006O16.2	0
RN7SL97P	0
RP11-737G21.1	0
RPS24P18	0
PSMA8	0.0283387
DHFRP1	0.0851859
NPM1P2	0
TAF4B	2.11019
FAM60BP	0
RP11-25D3.1	0
RP11-107K17.2	0
RNU6-1289P	0
LINC01543	0
RP11-9E17.1	0.779704
RP11-349H17.2	0.0575168
MIR8057	0
CIAPIN1P	0.0861338
AQP4-AS1	1.07557
PCAT18	0.62684
RP11-552O4.1	0
RP11-552O4.2	0
CHST9	0.207392
RP11-526I8.2	0
LINC01908	0.0517919
RP11-739N10.1	0.0134938
RP11-26N15.2	0.0469158
UBA52P9	0
RP11-612A1.1	0.0992185
RBM22P1	0
PA2G4P3	0
AC015933.2	0.285173
RP11-430E17.1	0.442294
ARIH2P1	0
RP11-510D21.1	0
RP11-510D21.2	0
RNU6-408P	0
CTD-2515C13.1	0
CTD-2515C13.2	0
RP11-784B15.1	0
MIR302F	0
RP11-675P14.1	0
RP11-675P14.2	0
RP11-25I11.1	0
RNU6-857P	0
DSC3	0.0241563
DSC2	0.578766
DSCAS	1.7255
DSC1	0.105801
RP11-408H20.3	0.632253
DSG1	0.19178
DSG1-AS1	0
RNU6-167P	0
DSG4	0
Y_RNA	0
DSG3	0.0139576
RP11-650P15.1	0
DSG2	0.136467
DSG2-AS1	0
TTR	0.763725
RP11-549B18.1	2.90073
RN7SKP44	0
LRRC37A7P	0.0586663
SLC25A52	0.0367674
RP11-210K20.2	0
RP11-210K20.6	0
RP11-210K20.5	0.716466
RNU6-1050P	0
RP11-326K13.4	2.85462
PGDP1	0
RP11-326K13.2	0
RP11-326K13.3	0
RNF125	0.778387
RP11-326K13.5	0
RP11-53I6.1	0
RP11-53I6.3	0.242222
RP11-53I6.4	0.175226
GAREM1	2.76754
RNA5SP453	0
MEP1B	0.0332952
CLUHP6	0
RP11-344B2.3	0
Y_RNA	0
RP11-344B2.2	0
AC021224.1	0
HNRNPA1P7	0.195162
WBP11P1	0
RP11-386P4.1	0
KLHL14	0.0681771
AC012123.1	0
