Name	Cells - EBV-transformed lymphocytes
MIR6724-4	0
pRNA	0
CH507-513H4.3	0.480294
RNA5-8S5	0
RPSAP68	0
bP-2168N6.1	0
bP-2168N6.3	0
LINC01666	0
SNX18P10	0
MTCO1P1	0
bP-2189O9.2	0.247179
MIR3648-2	0
MIR3687-2	0
bP-2171C21.3	0
bP-2171C21.4	0
bP-2171C21.2	0
TEKT4P2	1.8083
bP-2171C21.6	0.223308
bP-2171C21.5	0.128734
bP-21264C1.2	0.190879
SNX18P12	0
bP-21264C1.1	0.295965
RP11-570J4.1	0
RP11-570J4.2	0
U1	0
LINC01667	0
RP11-555K2.1	0
RP11-555K2.2	0
RN7SL52P	0
SNORA70	0
RP11-555K2.4	0
bP-21201H5.1	0.0262361
bP-21201H5.2	0
CH507-216K13.2	0
CH507-216K13.1	0
AP003900.6	0
EIF3FP1	0.029761
VN1R7P	0
RP11-589M2.1	0
BAGE2	0
TPTE	0
CYCSP41	0
SLC25A15P4	0
AF254982.2	0
IGHV1OR21-1	0
AP001464.4	0
ANKRD30BP2	0
RNU6-614P	0
ZNF355P	0
AJ239321.3	0
RP1-127M18.1	0
FGF7P2	0
ANKRD30BP1	0
MIR3156-3	0
GTF2IP2	0
VN1R8P	0
SNX19P1	0
OR4K11P	0
LINC01674	0
OR4K12P	0
POTED	0
RNU6-286P	0
MIR3118-1	0
AL050303.11	0
GRAMD4P1	0
CXADRP1	0
AL050303.10	0
AL050303.12	0
MIR8069-2	0
FEM1AP1	0
AL050303.7	0
TERF1P1	0
FAM207CP	0
GXYLT1P2	0
CNN2P7	0
ZNF114P1	0
CYP4F29P	0.0769965
SNX18P13	0
ANKRD20A11P	0.0308675
RHOT1P2	0
RNU6-954P	0
NF1P3	0
PPP6R2P1	0
FRG2MP	0
AP001347.6	2.60278
ANKRD20A18P	0.604769
RNA5SP488	0
pRNA	0
LIPI	0.375404
RBM11	0.285229
ABCC13	0
SAMSN1-AS1	0
AF165138.7	0.148817
AF127936.3	0.268932
POLR2CP1	0.220959
AF127936.5	3.0775
GAPDHP16	0
AF127936.7	0.169933
RBMX2P1	0
AF127577.8	0
AF127577.11	0
AF127577.13	0.0617165
AF127577.12	0
AF246928.1	0
AJ006998.2	0
CYCSP42	0
AJ009632.3	0
RNU6-1326P	0
RAD23BLP	0
RBPMSLP	0
MIR99AHG	0.00949907
RNU6-426P	0
VDAC2P1	0
RPS26P5	0
SNORD74	0
AP001172.2	0
AP001172.3	0
AP000962.1	0
MIR99A	0
MIRLET7C	0
AP000962.2	0
MIR125B2	0
AP000473.5	0
AP000473.8	0
RNU1-98P	0
AP000473.6	0
AF212831.2	0
NEK4P1	0
AP000457.2	0
RNU6-113P	0
LINC01549	0
RPL39P40	0
RN7SL163P	0
CXADR	0.0428933
BTF3L4P1	0
Y_RNA	0
Y_RNA	0
AP000432.1	0.848229
AP000432.2	0
AP000432.3	0
C21orf91-OT1	0.126878
AL109761.5	1.5654
CHODL-AS1	0
RPL37P3	0
CHODL	0.256248
AP000998.2	0
TMPRSS15	0
AL109763.1	0
MIR548XHG	0
AF240627.2	0
MIR548X	0
RP4-646P19.1	0
AL157359.4	0
AL157359.3	0
AP000431.1	0
AP000431.2	0
SLC6A6P1	0
AP000855.4	0
RNU1-139P	0
RPL37P4	0
AP000403.3	0
AP000568.2	0.0714532
C1QBPP1	0
LINC01683	0
AP001171.1	0
RNU6-772P	0
RN7SKP147	0
FDPSP6	0
KRT18P2	0
RPS3AP1	0
AP001506.1	0
LINC00320	0
PPIAP1	0
NCAM2	0.0244243
AP001136.2	0
AF241725.4	0
AF241725.6	0
LINC00317	0
LINC01425	0
AP000472.3	0
LINC01687	0
LINC00308	0
AP000705.8	0
AP000705.6	0
RNU4-45P	0
AP000705.7	0
MAPK6PS2	0
AP000959.2	0
AP000949.1	0
AP001255.2	0
MIR6130	0
ZNF299P	0
MSANTD2P1	0
RNU2-55P	0
D21S2088E	0
EEF1A1P1	0.0835964
TUBAP	0
Y_RNA	0
AP000459.7	0
AP000474.1	0
AP000477.2	0
AP000477.3	0
AP000470.2	0
LINC01689	0
LINC01684	0.744993
LINC01692	0
AP000402.3	0.0764203
AP000146.2	0.0998579
AP001342.1	0.0526668
AP000235.3	0
AP000233.2	0
RN7SKP236	0
AP000233.3	0
AP000233.4	1.04289
RNA5SP489	0
AP001340.3	0.348832
AP000221.1	0.308322
AP000223.42	3.29174
JAM2	2.07473
RNGTTP1	0.0867692
FDX1P2	0
LLPHP2	0
AP001442.2	0
RNU6-123P	0
AP001439.2	0
AP000230.1	0
RNU6-926P	0
AP001595.1	0
AP001596.6	0
CYYR1-AS1	0
KB-1466C5.1	0
CYYR1	0.0368956
ADAMTS1	0.273976
AP001601.2	0
ADAMTS5	0.0163544
MIR4759	0
GPX1P2	0.0521161
AP001604.3	0
AP001605.4	0
EIF4A1P1	0
RPL10P1	0.285758
NCSTNP1	0
LINC01673	0
LINC00113	0
AJ006995.3	0
LINC00314	0
LINC01697	0
LINC01695	0
AF131217.1	0.0400447
LINC00161	0
U6	0
HSPD1P7	0.0235689
THUMPD1P1	0
RPL23P2	3.25586
RP1-100J12.1	0.249733
AF129075.5	1.46844
RPL12P9	0.420666
Y_RNA	0
U3	0
AF124730.4	0.0882502
LINC00189	0.126106
GAPDHP14	0.0993021
BACH1-IT1	1.10465
AP000240.9	0.924032
BACH1-AS1	0.18695
BACH1-IT2	0.278443
BACH1-IT3	0
GRIK1	0.117723
RP11-313P22.1	0.335839
GRIK1-AS1	0.0588161
AF096876.1	0
CLDN17	0
LINC00307	0
CLDN8	0
RPL8P2	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP23-1	0
KRTAP13-6P	0
KRTAP13-2	0
MIR4327	0
KRTAP13-1	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP13-5P	0
KRTAP15-1	0
KRTAP19-1	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-9P	0
KRTAP19-10P	0
AP000567.27	0
KRTAP19-11P	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP22-2	0
KRTAP6-3	0
KRTAP6-2	0
KRTAP22-1	0
KRTAP6-1	0
KRTAP20-1	0
KRTAP20-4	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP21-3	0
KRTAP21-4P	0
KRTAP21-2	0
KRTAP21-1	0
AP000244.11	0
KRTAP8-2P	0
KRTAP8-3P	0
KRTAP8-1	0
KRTAP7-1	0
KRTAP11-1	0
KRTAP19-8	0
UBE3AP2	0
TIAM1	0.906845
AP000563.2	0
AP000251.3	0.247677
FBXW11P1	0.138255
AP000253.1	0.136127
SNORA81	1.04205
AP000254.8	4.86528
HMGN1P2	0
AP000255.6	0.378665
TPT1P1	0.10412
HUNK	0.0379217
HUNK-AS1	0
LINC00159	0
AP000265.1	0.0482291
MIS18A-AS1	0.704197
MRAP	0.0672024
AP000266.7	0.107872
SNORA80A	0
EVA1C	0.0682192
EXOSC3P1	0.528403
SNORA33	0
RNA5SP490	0
LINC00846	0
TCP10L	0.427459
OR7E23P	0
AP000275.64	0
PAXBP1-AS1	1.20004
C21orf62-AS1	0.714344
AP000280.66	0.157489
C21orf62	0.142999
AP000281.1	0
SNORA70	0
AP000281.2	0
AP000282.2	0
AP000282.3	0
OLIG2	0.0151337
LINC00945	0
OLIG1	0.156662
AP000289.6	0
AP000290.7	0
LINC01548	0
IL10RB-AS1	3.75404
USF1P1	0
RPS5P3	0.0500952
AP000302.58	0
DNAJC28	0.598484
BTF3P6	0.14291
ITSN1	0.321305
LINC00649	0.571251
RN7SL740P	0
AP000569.9	0.751468
RPS5P2	0.23207
LINC00310	0.188831
AP000318.2	0.155877
KCNE2	0.166348
AP000320.6	0
SMIM11A	0.0101262
C21orf140	0
CMP21-97G8.1	0
AP000322.53	0
CMP21-97G8.2	0
KCNE1	0.0158669
SNORA11	0
RCAN1	4.37684
LINC00160	0
LINC01426	0.0375442
RUNX1	3.6812
AF015262.2	0
RPL34P3	0
EZH2P1	0
AF015720.3	0
MIR802	0
RPS20P1	0
PPP1R2P2	0
LINC01436	0
RPL23AP3	0.35987
RIMKLBP1	0.235714
AP000688.11	0
RNU6-992P	0
AP000688.14	0
AP000688.15	0
AP000688.29	0.0195378
MEMO1P1	0.95409
CBR3-AS1	0.04447
CBR3	0.480498
DOPEY2	2.36558
RPL3P1	0.157703
SRSF9P1	0.0515975
AP000692.10	0.268332
AP000692.9	0.807898
ATP5J2LP	0
AP000695.6	0.576251
AP000695.4	0.928207
CLDN14	3.05596
KB-176G8.1	0.12973
AP000696.2	0
AP000697.6	0
SIM2	0.055983
HLCS-IT1	0.0825475
RNA5SP491	0
DPRXP5	0
AP000704.5	0.133172
Y_RNA	0
MRPL20P1	0
RIPPLY3	0.223659
RNU6-696P	0
PIGP	4.70793
AP001429.1	0.801171
TTC3-AS1	0.0557871
DSCR9	0.52109
RN7SL678P	0
AP001432.14	2.69101
AP001412.1	1.66786
AP001437.1	2.05058
KCNJ6	0.0033868
KCNJ6-AS1	0
DSCR4	0
DSCR4-IT1	0
DSCR8	0
AP001425.14	0
DSCR10	0
AP001434.2	0
SPATA20P1	0
KCNJ15	0.147312
LINC01423	0
ERG	0.0193627
SNRPGP13	0
LINC00114	0
AP001042.1	0
AF064858.6	0
AP001043.1	0
SNORA62	0
RPSAP64	0
LINC01700	0
AF064858.8	0
AF064858.11	0
AF064858.10	0
RPL23AP12	0.0651473
PCBP2P1	0.134916
TIMM9P2	0
BRWD1-IT1	0
METTL21AP1	0
BRWD1-AS2	0.553027
BRWD1-AS1	0
Y_RNA	0
RNF6P1	0
LCA5L	0.206948
SH3BGR	2.2233
MIR6508	0
MYL6P2	0
RPS26P4	0
AF121897.4	0
B3GALT5	0.00490968
B3GALT5-AS1	0
AF064860.5	0
AF064860.7	0
IGSF5	0
PCP4	0.134505
DSCAM	0.00329495
MIR4760	0
DSCAM-AS1	0
SNORA51	0
DSCAM-IT1	0
YRDCP3	0
LINC00323	0
MIR3197	0
BACE2	0.635544
PLAC4	0.00346978
AL773572.7	0
FAM3B	0.0426545
AP001610.5	0.637856
TMPRSS2	0.0554379
SNORA32	0
AP001610.9	0
AP006748.1	0
LINC00111	0
LINC00479	0
LINC00112	0
RIPK4	0.446433
MIR6814	0
AP001619.3	0.261451
AP001619.2	0.630217
SNORA3	0
ZNF295-AS1	0.606437
UMODL1	0.0926586
UMODL1-AS1	0.0485866
ABCG1	2.50853
RNA5SP492	0
TFF3	0.201826
TFF2	0.0702563
TFF1	0.0698578
UBASH3A	0.929291
RNU6-1149P	0
RSPH1	2.18059
AP001625.4	0
AP001625.5	0
AP001625.6	1.71351
LINC01671	0.144588
AP001626.2	0
PDE9A	0.843216
AP001627.1	0
LINC01668	0
AP001628.7	0
AP001628.6	0
ERVH48-1	0.0823408
MIR5692B	0
AP001630.5	0
CBS	0.208003
U2AF1	0.864193
MRPL51P2	0
FRGCA	0
AP001631.10	0
CRYAA	0
LINC00322	0
LINC01679	2.17583
AP001046.6	0.00976445
SIK1	0.506855
LINC00319	0
LINC00313	0
AP001048.4	0
HSF2BP	0.376998
RPL31P1	0
H2BFS	0.0913817
MIR6070	0
AP001052.1	0
TMEM97P1	0
AATBC	0.560152
MYL6P1	0
RNU6-859P	0
RNU6-1150P	0
H2AFZP1	0.137642
PWP2	1.00565
C21orf33	0.394094
LINC01678	1.0341
AP001056.1	0.656553
AP001057.1	0
AP001058.3	2.30081
ICOSLG	1.50844
AP001059.6	0
AP001059.7	0
DNMT3L	0
AP001059.5	0
AIRE	0.0364515
AP001062.9	0
AP001063.1	0.192272
TRPM2-AS	0.135906
snoZ6	0
snoZ6	0
LRRC3-AS1	0.127705
LRRC3	2.29926
MTCYBP21	0.135266
MTND6P21	0.0501563
MTND5P1	0.249273
KB-68A7.1	0.404209
AP001065.15	0.0661303
KB-68A7.2	0
TSPEAR	0.0239545
TSPEAR-AS1	0.0506037
TSPEAR-AS2	0.111018
KRTAP10-1	0
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-4	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP10-7	0
KRTAP10-8	0
KRTAP10-9	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP12-4	0
KRTAP12-3	0
KRTAP12-2	0
IMMTP1	0.0151676
KRTAP12-1	0
RP1-225L15.1	0
KRTAP10-12	0
KRTAP10-13P	0
LINC01424	1.00675
LL21NC02-1C16.1	0.559698
LINC00163	0.0128918
LINC00165	0
PICSAR	0
SSR4P1	0.149707
ADARB1	0.438077
RP5-1023B21.1	0
LINC00334	0.067249
BX322557.10	2.781
LINC00205	2.64772
LINC00315	0
BX322557.13	0
LINC00316	0
MTCO1P3	0
BX322559.3	0
LL21NC02-21A1.1	0
COL18A1	0.931387
COL18A1-AS2	0
COL18A1-AS1	0
MIR6815	0
PCBP3	0.72362
RP1-101D8.1	0.0134975
AL592528.1	0.00856471
AJ011931.1	0.0435317
PCBP3-OT1	0.293705
AJ011932.1	0
COL6A1	2.03629
AP001476.2	0
AP001476.4	0
AP001476.3	0
PSMA6P3	0
AP001471.1	0
COL6A2	1.98033
FTCD	0.267641
FTCD-AS1	0
AP001468.58	0
AP001469.5	1.04434
MCM3AP-AS1	3.5585
AP001469.7	2.09911
AP001469.9	2.8886
RPL18AP2	0.10048
DIP2A-IT1	0.372694
RNU6-396P	0
S100B	0.423813
DSTNP1	3.56426
RPL23AP4	0
U2	0
FRG1FP	0.149655
SC22CB-56B3.1	0
ACTR3BP6	0
5_8S_rRNA	0
FRG1GP	0.154256
U6	0
LA16c-60D12.1	0
LA16c-13E4.3	0
LA16c-60D12.2	0
ZNF72P	0
BNIP3P2	0
YME1L1P1	0
OR11H1	0
LA16c-60G3.6	0
ARHGAP42P3	0
LA16c-23H5.4	0
LA16c-60G3.8	0
LA16c-60G3.7	0
LA16c-60G3.5	0
LA16c-2F2.8	0
NEK2P2	0
LA16c-2F2.5	0
NF1P6	0
MED15P7	0
POTEH	0
POTEH-AS1	0
RNU6-816P	0
LA16c-3G11.7	0.0726845
LINC01297	0
GRAMD4P2	0
DUXAP8	0
LL22NC03-N64E9.1	0
BMS1P22	0
LL22NC03-N14H11.1	0
NBEAP3	0
LA16c-60H5.7	0.0358813
LA16c-4G1.4	0
LA16c-4G1.3	0
U6	0
ABCD1P4	0
LA16c-17H1.3	0
PABPC1P9	0
SLC9B1P4	0
ACTR3BP2	0
CHEK2P4	0
KB-67B5.17	0
KB-67B5.12	0
KCNMB3P1	0
CCT8L2	0
FABP5P11	0
TPTEP1	0.0156292
AC005301.9	0.0152884
KB-7G2.9	0
SLC25A15P5	0
PARP4P3	0
ANKRD62P1-PARP4P3	0
ANKRD62P1	0
VWFP1	0
LINC01665	0
XKR3	0.050491
HSFY1P1	0
GPM6BP3	0
AC007064.29	0
AC007064.22	0
ZNF402P	0
AC007064.24	0
MTND1P17	0
AC007064.25	0
AC006548.19	0
IGKV1OR22-5	0
IGKV2OR22-4	0
IGKV2OR22-3	0
IGKV3OR22-2	0
IGKV1OR22-1	0
AC006548.28	0.00170587
AC006946.16	2.52732
AC006946.17	0.766146
AC006946.12	0.515126
CECR6	0.0994537
LINC01664	0.0282661
CECR5-AS1	0.641525
AC005300.5	0.0928258
FAM32BP	0.541147
CECR3	0.0579179
CECR9	0
RN7SL843P	0
CECR2	0.0610865
AC004019.10	0
CLCP1	0
DNAJA1P6	0
SLC25A18	0.195747
AC004019.13	0.0305884
MIR3198-1	0
MICAL3	2.84783
MIR648	0
XXbac-B476C20.14	0
XXbac-B476C20.13	0
RHEBP3	0
LINC01634	0.0188873
XXbac-B476C20.9	2.28984
XXbac-B476C20.11	0.44721
TUBA8	0.407093
AC008079.10	0.271503
AC008079.9	0
GGTLC5P	0
LINC01660	0
AC011718.3	0
PPP1R26P3	0
FAM230A	0
XXbac-B33L19.6	0
XXbac-B33L19.12	0
GGTLC3	0.0340025
Metazoa_SRP	0
XXbac-B33L19.15	0
TMEM191B	0.77935
PI4KAP1	3.42373
SCARNA17	0
RN7SKP131	0
RIMBP3	0.11298
Metazoa_SRP	0
SUSD2P2	0
CA15P2	0
PPP1R26P2	0
PPP1R26P4	0
LINC01662	0
GGT3P	0.0286329
AC008132.14	0
E2F6P1	0
AC008132.13	0
BCRP7	0
LINC01663	0
AC008103.4	0
DGCR6	0.163095
PRODH	0.406228
AC007326.11	0
AC007326.10	0
DGCR5	0.00930723
AC007326.12	0
AC007326.9	0
AC000095.12	0
DGCR9	0.0896025
DGCR10	0
CA15P1	0.0681021
Y_RNA	0
DGCR11	1.17387
AC004461.4	0.0859308
DGCR12	0.695774
AC004471.9	0.956346
AC004471.10	0.0548626
TSSK1A	0.0707145
GSC2	0
LINC01311	3.63866
CLTCL1	0.129285
AC000081.2	0
SNORA15	0
KRT18P62	0
RN7SL168P	0
AC000068.5	0.946624
AC000068.10	0.255408
CLDN5	0.15629
LINC00895	0
AC000077.2	0
AC000067.1	0
SEPT5	0.493115
TBX1	0.0268089
GNB1L	3.35113
AC000089.3	1.58499
AC000078.5	1.03562
MIR4761	0
ARVCF	0.796268
MIR185	0
AC006547.13	2.23171
Metazoa_SRP	0
MIR6816	0
CCDC188	0.281571
XXbac-B444P24.8	0
LINC00896	0.22106
RTN4R	0.536442
MIR1286	0
XXbac-B444P24.10	0.0232047
XXbac-B444P24.13	1.23715
XXbac-B444P24.14	0.315193
AC007731.1	0
XXbac-B33L19.4	0
USP41	0.231267
RNU6-225P	0
SCARF2	0.509582
XXbac-B562F10.11	1.30777
RNY1P9	0
Y_RNA	0
RN7SL812P	0.272032
KRT18P5	0.60892
AC007050.17	0
CCDC74BP1	0
SMPD4P1	0.0196262
IGLL4P	0
SLC9A3P2	0
ABHD17AP4	0.225326
POM121L4P	0
BCRP5	0
TMEM191A	1.87743
SERPIND1	0.92242
LINC01637	1.52402
AIFM3	0.629742
XXbac-B135H6.18	1.06638
THAP7-AS1	1.76895
AC002472.8	0
AC002472.16	0.101186
P2RX6	0.0602683
SLC7A4	0.0140679
MIR649	0
P2RX6P	0
AC002472.11	0
LRRC74B	0
TUBA3GP	0
BCRP2	0
KB-1592A4.15	0
POM121L7P	0
E2F6P2	0
FAM230B	0
KB-1592A4.14	0
KB-1592A4.17	0
GGT2	0.0180119
KB-1592A4.16	0
E2F6P3	0
POM121L8P	0
BCRP6	0
KB-1183D5.13	0
KB-1183D5.14	0
PPP1R26P5	0
LINC01651	0
KB-1183D5.16	0
Metazoa_SRP	0
RIMBP3B	0.0159746
RN7SKP63	0
SCARNA17	0
Metazoa_SRP	0
HIC2	4.18906
Metazoa_SRP	0
TMEM191C	0.581593
SCARNA17	0
RN7SKP221	0
RIMBP3C	0.0055729
Metazoa_SRP	0
CCDC116	0.187044
KB-1440D3.14	0
MIR301B	0
MIR130B	0.406568
KB-1440D3.13	1.03809
YPEL1	1.33092
RN7SL280P	0
RNA5SP493	0
KB-1027C11.4	0
LL22NC03-86G7.1	0.3243
TOP3B	4.12524
PRAMENP	1.33355
IGLVI-70	0.527801
IGLV4-69	1.37655
IGLVI-68	0
LL22NC03-23C6.13	0.0336519
LL22NC03-23C6.12	0
IGLV10-67	0
LL22NC03-23C6.15	0
IGLVIV-66-1	0
IGLVV-66	0
IGLVIV-65	0
IGLVIV-64	0
IGLVI-63	0
IGLV1-62	0
LL22NC03-88E1.18	0
IGLV8-61	0.517822
LL22NC03-88E1.17	0.0270825
ABHD17AP5	1.24001
LL22NC03-30E12.10	0
LL22NC03-30E12.11	0
IGLV4-60	0.506977
LL22NC03-30E12.13	0
SOCS2P2	0
IGLVIV-59	0
IGLVV-58	0
BMP6P1	0
IGLVI-56	0
IGLV11-55	0
IGLV10-54	0.0681032
IGLVIV-53	0
TOP3BP1	0.0618332
LL22NC03-123E1.5	0
VPREB1	0
CH17-264L24.1	1.74838
LL22NC03-2H8.5	3.44346
LL22NC03-2H8.4	2.82017
IGLV1-50	0.155341
ASH2LP3	0
IGLV9-49	0.185609
LL22NC03-75A1.9	0
IGLV5-48	0
IGLV1-47	2.03907
ASH2LP2	0
IGLV7-46	0.242706
LL22NC03-22A12.12	0
IGLV5-45	0.167531
IGLV1-44	3.87523
IGLV7-43	0.120355
IGLVI-42	0
IGLVVII-41-1	0
IGLV1-41	0.189847
ASH2LP1	0
IGLVI-38	0
IGLV5-37	0
IGLV1-36	0.995201
KB-288A10.17	0
IGLV7-35	0
KB-288A10.19	0
ZNF280B	2.39272
ZNF280A	0
PRAME	0.254501
LL22NC03-63E9.3	0
IGLV2-34	0.10677
IGLV2-33	0
IGLV3-32	0
IGLV3-31	0
IGLV3-30	0
BCRP4	0
POM121L1P	0
GGTLC2	0
IGLV3-29	0
IGLV2-28	0
IGLV3-27	0
IGLV3-26	0
IGLVVI-25-1	0
IGLV3-25	1.04341
LL22NC03-102D1.16	0
LL22NC03-102D1.18	0
IGLV3-24	0
IGLV2-23	3.51826
IGLVVI-22-1	0
IGLV3-22	0
IGLVI-20	0
IGLV3-19	1.74336
LL22NC03-48A11.14	0
IGLV2-18	0.329414
IGLV3-17	0
IGLV3-16	0
IGLV3-15	0
IGLV3-13	0
IGLV3-12	0
LL22NC03-24A12.8	0
LL22NC03-24A12.9	0
IGLV2-11	1.93093
LL22NC03-84E4.13	0
IGLV3-10	0.316178
LL22NC03-84E4.11	0
IGLV3-9	0.214036
IGLV2-8	2.70954
MIR650	0
LL22NC03-84E4.8	0
IGLV3-7	0
IGLV3-6	0
IGLV2-5	0.218805
IGLV3-4	0
IGLV4-3	0
IGLV3-2	0
IGLV3-1	4.99756
MIR5571	0
IGLJ2	1.91009
IGLJ3	3.26514
IGLJ4	0
IGLC4	0.227722
IGLJ5	0
IGLC5	1.22862
IGLJ6	0
IGLJ7	0
IGLC7	0.919615
AP000361.2	0
AP000362.1	0
RSPH14	0.268198
GNAZ	0.119351
Metazoa_SRP	0
U7	0
RAB36	0.449917
BCR	4.62689
BCRP8	0
RN7SL263P	0.109141
FBXW4P1	0.358175
AP000343.1	0
AP000343.2	0
CES5AP1	0
ZDHHC8P1	0.0197813
KB-1269D1.8	0
LINC01659	0.0534332
AP000344.4	0.227442
LINC01658	0.186996
AP000345.4	0
PCAT14	0
AP000345.2	0
IGLL1	0.0841868
KB-208E9.1	0.0530558
KB-1572G7.5	0
DRICH1	0.162138
KB-1572G7.4	0
ASLP1	1.47493
RGL4	1.62376
ZNF70	2.06093
C22orf15	0.579275
MMP11	0.231595
KB-1125A3.11	0.58524
KB-1125A3.12	0.0743576
RN7SL268P	1.89179
MIF	4.63466
MIF-AS1	2.50747
AP000350.5	1.12491
AP000350.6	0.174344
AP000350.7	0
AP000350.8	0
GSTT2B	0.198605
KB-1125A3.10	0
KB-226F1.2	3.29217
AP000351.3	0.54964
GSTT2	0
AP000351.4	1.04594
GSTTP1	0
AP000351.13	0
KB-318B8.7	1.57614
SUSD2	0.226629
GGT5	0.231102
GGTLC4P	0
POM121L9P	0.021441
BCRP1	0
AP000354.2	0.185604
ADORA2A-AS1	0.73325
UPB1	2.75015
AP000355.2	1.01765
LRRC75B	2.49512
AP000356.2	0
KB-1995A5.4	0.189299
BCRP3	0.255911
KB-1995A5.5	0.0263957
POM121L10P	0
ARL5AP4	0
AP000357.4	0.0744232
LL22NC03-N95F10.1	0
AP000358.5	0
CRIP1P4	0
PIWIL3	0
SGSM1	0.0194392
SNORD56	0
TMEM211	0
KIAA1671	0.389389
CTA-243E7.4	0
CTA-243E7.3	0
CTA-243E7.2	0
CTA-243E7.1	0.0023842
CTA-221G9.12	0
CTA-221G9.10	0
CRYBB3	0
CTA-221G9.7	0
CRYBB2	0.0351267
CTA-221G9.11	0
RP3-462D8.2	0.0935505
IGLL3P	0.418757
CTA-246H3.8	0.0433994
CTA-246H3.11	1.05002
CTA-246H3.12	0.390177
CTA-390C10.9	0.379179
IGLVIVOR22-1	0.320663
MIR6817	0
CTA-390C10.10	1.21136
CTA-407F11.8	0.232807
CTA-407F11.7	0
YES1P1	0.437228
RNA5SP494	0.981221
MYO18B	0.23427
CTA-407F11.9	0
CTA-125H2.2	0
CTA-125H2.1	0
RN7SKP169	0
CTA-125H2.3	0
CTA-796E4.3	0
CTA-796E4.4	0
SEZ6L	0.0159461
RP11-259P1.1	0
RNA5SP495	0
CTB-1048E9.7	0
CTA-445C9.14	4.44731
MIR548J	0
HMGB1P10	4.84119
CRYBB1	0.165709
CRYBA4	0.236647
ISCA2P1	0
CTA-373H7.7	0.547457
MIATNB	3.18857
LINC01422	0.287135
RP1-40G4P.1	0.712127
LINC01422	0.0377712
CTA-992D9.11	0
RNU6-1066P	0
CTA-992D9.10	0
CTA-992D9.9	0
CTA-992D9.6	0
CTA-992D9.8	0
CTA-992D9.7	0
CTA-503F6.2	0
LINC01638	0
CTA-929C8.5	0
CTA-929C8.7	0
CTA-929C8.6	0
CTA-929C8.8	0
RP1-205F14P.1	0
RP11-46E17.6	0
RP1-231P7P.1	0
RP1-213J1P__B.1	0
RP1-213J1P__B.2	0
RP11-375H17.1	0
MN1	0.149187
TTC28-AS1	1.28422
TTC28	0.291165
RN7SL757P	0
SNORD42	0
Y_RNA	0
MIR5739	0
RN7SL162P	0
CTA-292E10.6	1.19804
CTA-292E10.8	0.61416
CTA-292E10.7	0
ZNRF3	0.194037
ZNRF3-IT1	0
ZNRF3-AS1	0
C22orf31	0
KREMEN1	0.450444
CTA-747E2.10	0
RNU6-810P	0
RNU6-1219P	0
GAS2L1	0.244436
RASL10A	0.214967
AC002059.10	0.464913
MIR3653	0
AC000041.8	0
RFPL4AP6	0
RFPL1S	0.0647068
RFPL1	0
AC000035.3	0
NEFH	2.88729
CTA-256D12.11	0
RPEP4	0
RP1-76B20.11	0
CABP7	0.148421
Y_RNA	0
MTMR3	3.71211
RNU6-331P	0
RP3-394A18.1	0.250283
HORMAD2-AS1	0.35739
CNN2P1	0.0605971
HORMAD2	0.012972
CTA-85E5.7	0
CTA-85E5.6	0.161502
RP3-438O4.4	0
RP1-102K2.6	0
LIF	2.61402
RP1-102K2.8	0.519614
OSM	1.06262
RP1-102K2.9	0.112573
CCDC157	1.03954
RNF215	2.5292
SEC14L2	1.10996
RP4-539M6.20	0.910396
RNU6-564P	0
RP4-539M6.21	0.823331
RP4-539M6.22	1.32708
RP4-539M6.18	0
SEC14L3	0.0187758
RP4-539M6.14	0
SDC4P	0
SEC14L4	0
SEC14L6	0
SIRPAP1	0.0310628
GAL3ST1	0.150082
RP1-56J10.8	0
SLC35E4	1.05369
DUSP18	2.39793
CTA-963H5.5	1.11061
OSBP2	0.540591
MIR3200	0
EIF4HP2	1.56258
MORC2-AS1	0.832306
RP3-412A9.17	0.00563312
RP3-412A9.16	0.738048
RP3-412A9.12	0
INPP5J	0.218302
PLA2G3	0
RP3-412A9.15	0
MIR3928	0
RNU6-1128P	0
Y_RNA	0
PIK3IP1-AS1	0.72198
RNA5SP496	0
LINC01521	1.66302
RNU6-338P	0
RP11-247I13.11	0.390581
RNU6-28P	0
H2AFZP6	0.0396477
RP11-247I13.6	0
RP11-247I13.3	0.673551
MIR7109	0
RN7SL20P	0
CTA-440B3.1	0.0642734
RNU6-201P	0
RP1-180M12.1	0
C22orf24	0.292415
CTA-342B11.1	0
CTA-342B11.2	0
RN7SL305P	0
SLC5A1	0.0276677
AP1B1P1	0
RP1-127L4.10	0
AP1B1P2	0
RP1-127L4.7	0
C22orf42	0
RP1-90G24.8	0
RFPL3-AS1_1	0
RFPL2	0
IGLCOR22-1	0
RP1-90G24.10	0
SLC5A4	0
CPSF1P1	0
RP1-90G24.6	0
RP1-90G24.11	0
RP1-149A16.12	0
RFPL3	0
IGLCOR22-2	0
