Name	Brain - Hypothalamus
RP4-730D4.1	0
RP1-232N11.2	0
RP4-753D4.2	0
RN7SKP100	0
RP1-269M15.3	2.42635
RN7SL666P	0
PPIAP21	0.587486
SCARNA15	0
RP5-862K6.4	0
RNU6-743P	0
EIF4EBP2P1	0
Y_RNA	0
RNU6-1251P	0
RP1-138B7.4	0
SGK2	1.98369
RP1-138B7.7	0.819063
RPL27AP	0
MYBL2	0.0915803
GTSF1L	0
RNU6-639P	0
LINC01728	0
RN7SL443P	0
JPH2	0.543389
R3HDML	0.0237655
Y_RNA	0
RP5-881L22.5	0.0424044
HNF4A	0.00814011
HNF4A-AS1	0
RP5-881L22.6	0
MIR3646	0
LINC01620	0
RPL37AP1	0.584735
ADA	1.77542
RP11-445H22.3	3.88076
KCNK15-AS1	2.40385
WISP2	0.322182
KCNK15	0.318562
RP4-781B1.5	0.443142
PGBD4P2	0
STK4-AS1	0.130288
Y_RNA	0
KCNS1	0.523701
WFDC5	0.0406038
WFDC12	0
RP1-172H20.4	0
PI3	0.245082
SEMG1	0
SEMG2	0
RP1-300I2.3	0
RP1-300I2.2	0
SLPI	1.72087
MATN4	0.0640998
RBPJL	0.0255299
RP3-453C12.14	0.354555
TP53TG5	1.69811
NDUFB4P10	0.201256
MIR6812	0
RP3-453C12.15	0.209098
WFDC2	3.63632
RP3-461P17.9	0
RPL5P2	0
SPINT3	0
WFDC6	0
RP3-461P17.6	0
HSPD1P21	0
EPPIN	0.0202064
WFDC8	0
RNA5SP485	0
CCNB1IP1P2	0
WFDC9	0
WFDC10A	0
RPS2P7	0.945282
WFDC11	0
WFDC10B	0.127529
WFDC13	0
MIR3617	0
SPINT4	0
HNRNPA1P3	0
WFDC3	0.636524
SPINT5P	0
RNU6ATAC38P	0
UBE2C	0.142842
TNNC2	3.00332
Metazoa_SRP	0.129514
ZSWIM3	2.23612
SPATA25	1.29824
NEURL2	2.00708
RP3-337O18.9	0.401541
FTLP1	0
MMP9	0.329752
RP11-465L10.10	0.551166
RPL13P2	0.0390122
CD40	4.12966
RP5-998H6.2	0.0230808
CDH22	4.40514
RP11-394O2.3	0.0221792
ZNF663P	1.78686
MKRN7P	0.773118
ZNF840P	0.0897609
ZNF334	4.84865
OCSTAMP	0.0277481
RP1-101A2.1	3.17564
RP1-28H20.3	0.583896
SLC2A10	1.21244
RN7SKP33	0
RP11-323C15.1	0
EYA2	3.59294
RP11-323C15.2	0
GAPDHP54	0
RP5-1050K3.3	0
RP5-890O15.3	0
MIR3616	0
RP4-569M23.5	0.052138
RP4-569M23.4	0.123638
RP4-569M23.2	0.517166
LINC01754	0
RPL35AP	0
RNU6-497P	0
RNU6-563P	0
NCOA3	3.8218
RP5-1049G16.4	0
CTD-2653D5.1	0.0540169
RNU7-173P	0
SRMP1	0
RNA5SP486	0
RNU7-92P	0
RP11-347D21.1	0
RP11-347D21.2	0
LINC01522	0.0922945
LINC01523	0
RP11-321P16.1	0.221994
LINC00494	0.0374998
RP1-66N13.1	0
RP1-66N13.4	0
RP5-991B18.1	0
RP5-991B18.2	0.0456984
RNU7-144P	0
RP5-906C1.1	0.81031
SNAP23P1	0
CSE1L-AS1	0
ARPC3P1	0.142004
SNORD12C	0
SNORD12B	0
KCNB1	4.32746
RP4-791K14.2	0.172495
PTGIS	0.876076
RN7SL197P	0
SNRPFP1	0
RNU6-919P	0
RP5-1041C10.3	0.0268065
Y_RNA	0
Metazoa_SRP	0
KRT18P4	0.24559
RNU6-147P	0
SNAI1	1.61633
TRERNA1	0
RP11-112L6.3	0.307158
RP11-112L6.2	0.101103
LINC01273	1.01251
CEBPB-AS1	1.50436
SMIM25	0.145595
LINC01270	0.265543
LINC01271	0.0298906
RN7SL636P	0
COX6CP2	0
RN7SL672P	0
Y_RNA	0
RP4-530I15.9	0.107407
MIR645	0
FAM65C	2.40254
MIR1302-5	0
RPL36P2	0
RP4-530I15.6	0
PARD6B	0.869852
BCAS4	4.05796
PSMD10P1	0.161862
ADNP-AS1	3.53511
MOCS3	1.89566
RP5-955M13.4	0
KCNG1	1.59385
RP4-811M8.1	0
RPSAP1	0
NFATC2	1.13817
MIR3194	0
RP5-827A12.2	0
SALL4	0.177424
LINC01429	0
RNU6-347P	0
RNU7-6P	0
ZFP64	2.0307
ERP29P1	0.14522
LINC01524	0
RP4-583K8.1	0
uc_338	0
RP5-1022J11.2	0
MRPS33P4	0
RP4-715N11.2	0
RP11-80K6.2	0
RPL36P1	0
TSHZ2	1.64544
RN7SKP184	0
RP11-15M15.1	0
RP11-15M15.2	0
RP4-678D15.1	0
RP4-669H2.1	0
PPIAP10	0
RP5-823G15.5	0
Y_RNA	0
RP4-724E16.2	0.0794658
ZNF217	1.93244
AC005808.3	0
RNU7-14P	0
AC006076.1	0
SUMO1P1	0
AC005220.3	0.852433
MIR4756	0
CYP24A1	0.321184
RNU4ATAC7P	0
RPL12P4	1.24178
LINC01440	0
LINC01441	0
RP5-837G17.1	0
RNA5SP487	0
MC3R	0.36983
RP11-380D15.2	0
RP11-380D15.3	0
AURKA	0.790251
CASS4	0.585342
GCNT7	0.060483
RP5-1153D9.5	0.0407452
FAM209A	0.110983
FAM209B	0.414016
LINC01716	0
RPS4XP3	0.123706
TFAP2C	0.147265
RNU6-1146P	0
RN7SL170P	0
PTMAP6	0
RP5-897D18.1	0
RNU6-929P	0
RP11-560A15.4	0
RP11-560A15.3	0
RP11-560A15.6	0.0174346
BMP7-AS1	0
RP4-813D12.3	1.5722
Y_RNA	0
MIR4325	0
RPL39P39	0
SPO11	0
MTND1P9	0
MTRNR2L3	0.0889848
RP4-800J21.3	0.112703
HMGB1P1	0.741101
CTCFL	0.0201925
PCK1	0.74747
RP4-718J7.4	0
ZBP1	0.199795
NKILA	0.672745
MIR4532	0
RP13-379L11.2	0
LINC01742	0
RP13-379L11.1	0
RP13-379L11.3	0
C20orf85	0.636015
ANKRD60	0
PPP4R1L	1.52978
APCDD1L	0.0279712
APCDD1L-AS1	0.0550762
RP5-907D15.3	0
LINC01711	1.05413
RP11-261P9.4	0.322293
PIEZO1P2	0
RP4-806M20.5	0
RP4-806M20.4	0.88078
MIR298	0
GNAS-AS1	0.150702
RP4-806M20.3	0
RP1-309F20.3	0.239357
RP1-309F20.4	0.269236
TUBB1	0.155679
MRPS16P2	0
ZNF831	0.219795
EDN3	3.2719
RP4-614C15.2	0
RP4-614C15.3	0
PIEZO1P1	0
RP11-164D18.2	0
RP4-719C8.1	0.994804
RNU7-141P	0
SYCP2	1.15566
PPP1R3D	3.85655
CDH26	0.555201
C20orf197	0.33002
RP5-1017F8.2	0.938372
MIR646HG	0.098131
MIR646	0
MTCO2P1	0
MIR4533	0
MIR548AG2	0
RP5-1016A21.1	0
RP11-151E14.1	0
RP5-827L5.2	0
LINC01718	0
WI2-8325B5.1	0
RP5-827E24.1	0.327437
RP11-429E11.3	0.0426454
RP11-429E11.2	0
TAF4	3.91862
RP11-11M20.2	0
RP11-11M20.4	3.4417
RP11-157P1.4	2.85655
MIR4758	0
LAMA5-AS1	0.340327
RP5-908M14.9	4.84673
RP5-908M14.10	0.424883
RBBP8NL	0.0164212
RP5-908M14.5	0.378953
GATA5	0
RP13-379O24.3	0
RP13-379O24.2	0
C20orf166-AS1	0.160088
MIR1-1HG	0.0270949
MIR1-1	0
MIR133A2	0
RPL7P3	0
WI2-87327B8.1	0
WI2-87327B8.2	0.0639013
RP13-30A9.1	0
RP13-30A9.2	0
RP11-93B14.6	0.0466928
RP11-93B14.9	0.239223
RP11-93B14.10	0.10021
SLCO4A1-AS1	0.531116
LINC00686	0
NTSR1	1.38355
RP11-93B14.4	0
LINC00659	0
OGFR-AS1	1.34611
ARF4P2	0.131088
RP4-563E14.1	2.22764
SLC17A9	1.14653
BHLHE23	0
LINC01749	0.00641284
LINC00029	0
LINC01056	0
HAR1B	2.2618
RP5-963E22.5	0.0155834
RP5-963E22.4	0.110957
MIR124-3	0
RP5-963E22.6	0.427589
BIRC7	0.456589
MIR3196	0
MIR4326	0
COL20A1	1.76197
RNU6-994P	0
RP11-261N11.8	0.954335
RP11-358D14.3	0.232602
RP11-358D14.2	0.111751
RP4-697K14.3	0
PTK6	0.665708
SRMS	0.0714771
RP4-697K14.15	0
FNDC11	0.45664
HELZ2	1.50909
RP4-583P15.16	0.19
ZBTB46	4.00357
ZBTB46-AS1	0
C20orf181	0
RP4-591C20.9	4.8644
RNU1-134P	0
MIR941-1	0
MIR941-2	0
MIR941-3	0
MIR941-4	0
MIR941-5	0
MIR647	0.928579
UCKL1-AS1	0.557123
LINC00176	1.0021
RP13-152O15.5	0
MIR6813	0
LKAAEAR1	4.80755
NPBWR2	0.0254557
RP11-476I15.5	0
CICP4	0.0163525
LINC00266-1	0.216202
RP11-476I15.6	0.308774
CH507-9B2.2	0
CH507-9B2.1	0.483138
CH507-9B2.8	0
CH507-9B2.5	1.08843
CH507-9B2.9	2.08311
RP11-717F1.1	0
LINC01670	0
RP11-717F1.2	0.00504895
Y_RNA	0
CH507-39O4.3	0
CH507-39O4.1	0
CH507-39O4.2	0
CH507-42P11.1	0
CH507-42P11.2	0
CH507-42P11.3	0
LINC01669	0
CH507-42P11.7	0.0591025
CH507-42P11.6	0.0084251
CH507-42P11.8	2.24211
Y_RNA	0
CH507-24F1.2	0.00516728
CH507-145C22.2	0
CH507-254M2.4	0
CH507-145C22.1	0
Y_RNA	0
CBSL	0.210605
U2AF1L5	0.0946124
CH507-152C13.4	0
CH507-152C13.5	0
CH507-152C13.6	0
CH507-152C13.3	0
CH507-154B10.1	0
CH507-145C22.3	0
CH507-154B10.3	0
CH507-236L23.5	0
CH507-254M2.3	0
CH507-210P18.1	0
CH507-210P18.4	0
MIR8069-1	0
CH507-210P18.3	0
CH507-210P18.5	0
CH507-154B10.2	0.0661871
CH507-236L23.4	0
CH507-236L23.1	0
CH507-254M2.1	0.0240876
Y_RNA	0
CH507-236L23.2	0
CH507-236L23.3	0
CH507-254M2.5	0
CH507-254M2.6	0
CH507-254M2.2	0.00405029
Y_RNA	0
CH507-338C24.2	0
Y_RNA	0
CH507-338C24.1	0
SMIM11B	0
CH507-396I9.7	0
CH507-396I9.3	0
KCNE1B	0.0134101
SNORA11	0
CH507-338C24.3	0
CH507-513H4.1	0
MIR6724-1	0
pRNA	0
MIR3648-1	0
MIR3687-1	0
CH507-513H4.6	0.107095
RNA5-8S5	0
MIR6724-2	0
pRNA	0
CH507-513H4.5	1.22311
RNA5-8S5	0
CH507-528H12.1	0
MIR6724-3	0
pRNA	0
CH507-513H4.4	0
RNA5-8S5	0
MIR6724-4	0
pRNA	0
CH507-513H4.3	0.660553
RNA5-8S5	0
RPSAP68	0
bP-2168N6.1	0
bP-2168N6.3	0
LINC01666	0
SNX18P10	0
MTCO1P1	0
bP-2189O9.2	0.130819
MIR3648-2	0
MIR3687-2	0
bP-2171C21.3	0
bP-2171C21.4	0.307375
bP-2171C21.2	0
TEKT4P2	2.71031
bP-2171C21.6	0.0384067
bP-2171C21.5	0
bP-21264C1.2	0.0770999
SNX18P12	0
bP-21264C1.1	0.232573
RP11-570J4.1	0
RP11-570J4.2	0
U1	0
LINC01667	0
RP11-555K2.1	0
RP11-555K2.2	0
RN7SL52P	0
SNORA70	0
RP11-555K2.4	0
bP-21201H5.1	0.0495658
bP-21201H5.2	0
CH507-216K13.2	0
CH507-216K13.1	0
AP003900.6	0
EIF3FP1	0
VN1R7P	0
RP11-589M2.1	0
BAGE2	0
TPTE	0
CYCSP41	0
SLC25A15P4	0
AF254982.2	0
IGHV1OR21-1	0
AP001464.4	0
ANKRD30BP2	0
RNU6-614P	0
ZNF355P	0
AJ239321.3	0
RP1-127M18.1	0
FGF7P2	0
ANKRD30BP1	0.087768
MIR3156-3	0
GTF2IP2	0
VN1R8P	0
SNX19P1	0
OR4K11P	0
LINC01674	0
OR4K12P	0
POTED	0
RNU6-286P	0
MIR3118-1	0
AL050303.11	0
GRAMD4P1	0
CXADRP1	0
AL050303.10	0
AL050303.12	0
MIR8069-2	0
FEM1AP1	0
AL050303.7	0
TERF1P1	0
FAM207CP	0
GXYLT1P2	0
CNN2P7	0
ZNF114P1	0
CYP4F29P	2.45717
SNX18P13	0.0445372
ANKRD20A11P	0.0729754
RHOT1P2	0
RNU6-954P	0
NF1P3	0
PPP6R2P1	0
FRG2MP	0
AP001347.6	0.357697
ANKRD20A18P	0
RNA5SP488	0
pRNA	0
LIPI	0.0294828
ABCC13	0.00658186
SAMSN1	1.52496
SAMSN1-AS1	0
AF165138.7	0.0279897
AF127936.3	0.2898
POLR2CP1	0
AF127936.5	0.365906
GAPDHP16	0
AF127936.7	0.221669
RBMX2P1	0
AF127577.8	0
NRIP1	2.20393
AF127577.11	0
AF127577.13	0.00316338
AF127577.12	0.0737475
AF246928.1	0
AJ006998.2	0.00674116
CYCSP42	0
AJ009632.3	0
RNU6-1326P	0
RAD23BLP	0
RBPMSLP	0
MIR99AHG	2.40118
RNU6-426P	0
VDAC2P1	0
RPS26P5	0
SNORD74	0
AP001172.2	0.2758
AP001172.3	0
AP000962.1	0.0606033
MIR99A	0
MIRLET7C	0
AP000962.2	0
MIR125B2	0
AP000473.5	2.76701
AP000473.8	1.64673
RNU1-98P	0
AP000473.6	0
AF212831.2	0
NEK4P1	0
AP000457.2	0
RNU6-113P	0
LINC01549	1.67111
RPL39P40	1.23037
RN7SL163P	0
CXADR	4.87408
BTF3L4P1	0
Y_RNA	0
Y_RNA	0
AP000432.1	0.283965
AP000432.2	0
AP000432.3	0
C21orf91-OT1	0
C21orf91	4.58671
AL109761.5	0.103983
CHODL-AS1	0
RPL37P3	0
CHODL	4.70751
AP000998.2	0
TMPRSS15	0.0241339
AL109763.1	0
MIR548XHG	0
AF240627.2	0
MIR548X	0
RP4-646P19.1	0
AL157359.4	0
AL157359.3	0
AP000431.1	0
AP000431.2	0
SLC6A6P1	0
AP000855.4	0
RNU1-139P	0
RPL37P4	0
AP000403.3	0
AP000568.2	0
C1QBPP1	0
LINC01683	0
AP001171.1	0
RNU6-772P	0
RN7SKP147	0
FDPSP6	0
KRT18P2	0
RPS3AP1	0
AP001506.1	0
PPIAP1	0
AP001136.2	0
AF241725.4	0
AF241725.6	0
LINC00317	0
LINC01425	0
AP000472.3	0
LINC01687	0
LINC00308	0
AP000705.8	0
AP000705.6	0
RNU4-45P	0
AP000705.7	0
MAPK6PS2	0
AP000959.2	0
AP000949.1	0
AP001255.2	0
MIR6130	0
ZNF299P	0
MSANTD2P1	0
RNU2-55P	0
D21S2088E	0.290678
EEF1A1P1	0
TUBAP	0
Y_RNA	0
AP000459.7	0
AP000474.1	0
AP000477.2	0
AP000477.3	0
AP000470.2	0
LINC01689	0
LINC01684	0.0205197
LINC01692	0
AP000402.3	0
AP000146.2	0
AP001342.1	0
AP000235.3	0
AP000233.2	0
RN7SKP236	0
AP000233.3	0
AP000233.4	0
RNA5SP489	0
RPL13AP7	0.605187
AP001340.3	0
LINC00158	0.487198
AP000221.1	0.0243708
MIR155HG	0.438982
AP000223.42	3.56177
RNGTTP1	0.0792452
FDX1P2	0
LLPHP2	0
AP001442.2	0.0149057
RNU6-123P	0
AP001439.2	0.252488
AP000230.1	3.73671
RNU6-926P	0
AP001595.1	0
AP001596.6	0.243308
CYYR1-AS1	0.0857178
KB-1466C5.1	0
CYYR1	4.55218
AP001601.2	0
ADAMTS5	0.213146
MIR4759	0
GPX1P2	0
AP001604.3	0
AP001605.4	0
EIF4A1P1	0
RPL10P1	0.0515266
NCSTNP1	0
LINC01673	0
LINC00113	0
AJ006995.3	0
LINC00314	0
LINC01697	0
LINC01695	0.0111711
AF131217.1	0.103833
LINC00161	0.0462799
U6	0
HSPD1P7	0
THUMPD1P1	0
LTN1	4.08275
RPL23P2	3.55758
RP1-100J12.1	0.217423
AF129075.5	0.541031
MAP3K7CL	1.10253
RPL12P9	0
Y_RNA	0
U3	0
AF124730.4	0
LINC00189	0.0552227
BACH1	3.24536
GAPDHP14	0
BACH1-IT1	0.135463
AP000240.9	0.804738
BACH1-AS1	0.0496862
BACH1-IT2	0.146422
BACH1-IT3	0
RP11-313P22.1	0.299839
GRIK1-AS1	0.681287
AF096876.1	0
CLDN17	0
LINC00307	0
CLDN8	0
RPL8P2	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP23-1	0
KRTAP13-6P	0
KRTAP13-2	0
MIR4327	0
KRTAP13-1	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP13-5P	0
KRTAP15-1	0
KRTAP19-1	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-9P	0
KRTAP19-10P	0
AP000567.27	0
KRTAP19-11P	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP22-2	0
KRTAP6-3	0
KRTAP6-2	0
KRTAP22-1	0
KRTAP6-1	0
KRTAP20-1	0
KRTAP20-4	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP21-3	0
KRTAP21-4P	0
KRTAP21-2	0
KRTAP21-1	0
AP000244.11	0
KRTAP8-2P	0
KRTAP8-3P	0
KRTAP8-1	0
KRTAP7-1	0
KRTAP11-1	0
KRTAP19-8	0
UBE3AP2	0
AP000563.2	0
AP000251.3	0.206816
FBXW11P1	0.320604
AP000253.1	0.109077
SNORA81	0.539169
HMGN1P2	0
AP000255.6	1.35372
TPT1P1	0
HUNK	1.249
HUNK-AS1	0
LINC00159	0.134019
AP000265.1	0.0286997
MIS18A	3.76121
MIS18A-AS1	1.12268
MRAP	0
AP000266.7	0.0811224
URB1	4.30512
SNORA80A	0
EXOSC3P1	0.168445
SNORA33	0
RNA5SP490	0.162514
LINC00846	0.500033
TCP10L	1.56158
OR7E23P	0
AP000275.64	0
PAXBP1-AS1	3.58337
C21orf62-AS1	0.402353
AP000280.66	3.82904
C21orf62	1.12014
AP000281.1	0
SNORA70	0
AP000281.2	0
AP000282.2	0.255978
AP000282.3	0.0735236
LINC00945	0.0581253
AP000289.6	0.0218634
AP000290.7	0
LINC01548	0
IL10RB-AS1	1.56415
IL10RB	4.79677
USF1P1	0
RPS5P3	0
AP000302.58	0.364556
DNAJC28	1.9192
BTF3P6	0
LINC00649	0.108457
RN7SL740P	0
AP000569.9	0.121653
RPS5P2	0
LINC00310	0.365469
AP000318.2	0.449349
KCNE2	1.27721
AP000320.6	0.365956
SMIM11A	0.014415
C21orf140	0
CMP21-97G8.1	0
AP000322.53	0
CMP21-97G8.2	0
KCNE1	0.0392327
SNORA11	0
CLIC6	1.03485
LINC00160	0
LINC01426	0.0272789
RUNX1	0.584319
AF015262.2	0
RPL34P3	0
EZH2P1	0
AF015720.3	0
MIR802	0
RPS20P1	0
PPP1R2P2	0
LINC01436	0
RPL23AP3	0.0686775
RIMKLBP1	0.0703978
AP000688.11	0
RNU6-992P	0
AP000688.14	0.0728633
AP000688.15	0
AP000688.29	1.62648
MEMO1P1	0.401174
CBR3-AS1	0.662441
DOPEY2	3.25315
RPL3P1	0.0283876
SRSF9P1	0.115884
AP000692.10	0.255704
AP000692.9	0.999576
CHAF1B	1.39832
ATP5J2LP	0
AP000695.6	0.115355
AP000695.4	0.120505
CLDN14	0.0109024
KB-176G8.1	0
AP000696.2	0.087879
AP000697.6	0
SIM2	1.43142
HLCS	4.05286
HLCS-IT1	0
RNA5SP491	0
DPRXP5	0
AP000704.5	0.666652
Y_RNA	0
MRPL20P1	0
RIPPLY3	0.0160268
RNU6-696P	0
PIGP	3.71592
AP001429.1	0.284472
TTC3-AS1	0.0448622
DSCR9	0.334569
RN7SL678P	0
AP001432.14	0.676123
AP001412.1	0.976114
AP001437.1	1.74412
KCNJ6	1.77178
KCNJ6-AS1	0
DSCR4	0
DSCR4-IT1	0
DSCR8	0
AP001425.14	0
DSCR10	0
AP001434.2	0
SPATA20P1	0
KCNJ15	0.0337776
LINC01423	0
ERG	2.00178
SNRPGP13	0
LINC00114	0
AP001042.1	0
AF064858.6	0.0483655
AP001043.1	0
SNORA62	0
RPSAP64	0
LINC01700	0.898401
AF064858.8	0.748797
AF064858.11	0.537832
AF064858.10	0.100904
RPL23AP12	0
PCBP2P1	0.0372279
TIMM9P2	0
BRWD1-IT1	0
METTL21AP1	0
BRWD1-AS2	1.06726
BRWD1-AS1	0.043144
Y_RNA	0
RNF6P1	0
LCA5L	0.603487
MIR6508	0
MYL6P2	0
RPS26P4	0
AF121897.4	0.0129038
B3GALT5	0.886798
B3GALT5-AS1	1.4047
AF064860.5	0.147369
AF064860.7	0.252539
IGSF5	1.29382
MIR4760	0
DSCAM-AS1	0.0118581
SNORA51	0
DSCAM-IT1	0
YRDCP3	0
LINC00323	1.10188
MIR3197	0
BACE2	1.09546
PLAC4	0.0120733
AL773572.7	0
FAM3B	0.0625379
MX2	1.7746
AP001610.5	0.0266152
TMPRSS2	0.0579778
SNORA32	0
AP001610.9	0
AP006748.1	0
LINC00111	0
LINC00479	0
LINC00112	0
RIPK4	0.0620228
MIR6814	0
PRDM15	1.65773
AP001619.3	0.0705905
AP001619.2	0.115874
SNORA3	0
ZBTB21	3.28201
ZNF295-AS1	0.240842
UMODL1	0.0744229
UMODL1-AS1	0.33802
RNA5SP492	0
TFF3	0.218487
TFF2	0
TFF1	0
TMPRSS3	0.695048
UBASH3A	0.0479414
RNU6-1149P	0
SLC37A1	4.31841
AP001625.4	0.202051
AP001625.5	0
AP001625.6	0.531905
LINC01671	0
AP001626.2	0.213451
AP001627.1	0.375323
LINC01668	0.341793
AP001628.7	0
AP001628.6	0
WDR4	2.85467
ERVH48-1	0.120885
MIR5692B	0
AP001630.5	0.160353
CBS	1.27402
U2AF1	0.140169
MRPL51P2	0
FRGCA	0
AP001631.10	0
CRYAA	0
LINC00322	0
LINC01679	0.301846
AP001046.6	0
SIK1	0.309509
LINC00319	0
LINC00313	0.0190083
AP001048.4	0
HSF2BP	0.606844
RPL31P1	0
H2BFS	0
MIR6070	0
AP001052.1	0
TMEM97P1	0
AATBC	0.209621
MYL6P1	0
RNU6-859P	0
RNU6-1150P	0
TRAPPC10	3.11619
H2AFZP1	0
PWP2	0.360061
C21orf33	0.350687
LINC01678	0.284758
AP001056.1	0.0792575
AP001057.1	0
AP001058.3	0
ICOSLG	0.234876
AP001059.6	0
AP001059.7	0
DNMT3L	0
AP001059.5	0
AIRE	4.01706
AP001062.9	0
AP001063.1	0
TRPM2-AS	0.117516
snoZ6	0
snoZ6	0
LRRC3-AS1	0.845261
LRRC3	0.962573
MTCYBP21	0.115745
MTND6P21	0.0710859
MTND5P1	0.34215
KB-68A7.1	1.864
AP001065.15	0.127643
KB-68A7.2	0
TSPEAR	0.175205
TSPEAR-AS1	0.477484
TSPEAR-AS2	0.289261
KRTAP10-1	0
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-4	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP10-7	0
KRTAP10-8	0
KRTAP10-9	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP12-4	0
KRTAP12-3	0
KRTAP12-2	0
IMMTP1	0
KRTAP12-1	0
RP1-225L15.1	0
KRTAP10-12	0
KRTAP10-13P	0
LINC01424	0.365319
ITGB2-AS1	1.42605
LL21NC02-1C16.1	1.85335
LINC01547	1.74261
LL21NC02-1C16.2	0.230447
LINC00163	0.0211081
LINC00165	0.101578
PICSAR	0.242584
SSR4P1	0.915957
RP5-1023B21.1	0
LINC00334	1.59903
BX322557.10	4.75958
LINC00315	0.0683407
BX322557.13	0
LINC00316	0.069996
MTCO1P3	0
BX322559.3	0
LL21NC02-21A1.1	1.98457
COL18A1-AS2	0
COL18A1-AS1	0.126777
MIR6815	0
SLC19A1	4.59487
LINC01694	0.10286
PCBP3	4.25213
RP1-101D8.1	0.0211302
AL592528.1	0.186
AJ011931.1	0.0210346
PCBP3-OT1	0.145498
AJ011932.1	0.21272
AP001476.2	0.019479
AP001476.4	0
AP001476.3	0
PSMA6P3	0
AP001471.1	0
FTCD	3.19777
FTCD-AS1	0.253298
AP001468.58	0
AP001469.5	0.186681
MCM3AP-AS1	1.18776
AP001469.7	0.43137
AP001469.9	2.43538
C21orf58	1.81876
RPL18AP2	0.065171
DIP2A-IT1	0
RNU6-396P	0
DSTNP1	2.02508
RPL23AP4	0
U2	0
FRG1FP	0.0349085
SC22CB-56B3.1	0
ACTR3BP6	0
5_8S_rRNA	0
FRG1GP	0.0417494
U6	0
LA16c-60D12.1	0
LA16c-13E4.3	0
LA16c-60D12.2	0
ZNF72P	0
BNIP3P2	0
YME1L1P1	0
OR11H1	0
LA16c-60G3.6	0
ARHGAP42P3	0
LA16c-23H5.4	0
LA16c-60G3.8	0
LA16c-60G3.7	0
LA16c-60G3.5	0
LA16c-2F2.8	0
NEK2P2	0
LA16c-2F2.5	0
NF1P6	0
MED15P7	0
POTEH	0
POTEH-AS1	0
RNU6-816P	0
LA16c-3G11.7	0
LINC01297	0
GRAMD4P2	0
DUXAP8	0.181601
LL22NC03-N64E9.1	0
BMS1P22	0
LL22NC03-N14H11.1	0.287967
NBEAP3	0
LA16c-60H5.7	0.0701781
LA16c-4G1.4	0
LA16c-4G1.3	0
U6	0
ABCD1P4	0
LA16c-17H1.3	0
PABPC1P9	0
SLC9B1P4	0
ACTR3BP2	0
CHEK2P4	0
KB-67B5.17	0
KB-67B5.12	0
KCNMB3P1	0
CCT8L2	0
FABP5P11	0
TPTEP1	2.16496
AC005301.9	1.39223
KB-7G2.9	0
SLC25A15P5	0
PARP4P3	0.209842
ANKRD62P1-PARP4P3	0
ANKRD62P1	0.0422208
VWFP1	0.079162
LINC01665	0
XKR3	0
HSFY1P1	0
GPM6BP3	0
AC007064.29	0
AC007064.22	0
ZNF402P	0
AC007064.24	0
MTND1P17	0
AC007064.25	0
AC006548.19	0
IGKV1OR22-5	0
IGKV2OR22-4	0
IGKV2OR22-3	0
IGKV3OR22-2	0
IGKV1OR22-1	0
AC006548.28	0.00444111
CECR7	2.72718
AC006946.16	1.79129
AC006946.17	1.03908
IL17RA	3.934
AC006946.12	0
CECR6	3.07232
LINC01664	1.59513
CECR5-AS1	0.938921
AC005300.5	0.163123
FAM32BP	0.0752721
CECR3	0
CECR9	0
RN7SL843P	0
CECR2	2.61096
AC004019.10	0.0869964
CLCP1	0
DNAJA1P6	0
AC004019.13	0.871278
MIR3198-1	0
LINC00528	0.192713
MIR648	0
XXbac-B476C20.14	0
XXbac-B476C20.13	0.0611713
RHEBP3	0
LINC01634	0
XXbac-B476C20.9	0.902428
XXbac-B476C20.11	0
TUBA8	0.596853
AC008079.10	0.177752
USP18	1.8436
AC008079.9	0
GGTLC5P	0
LINC01660	0
AC011718.3	0
PPP1R26P3	0
FAM230A	0
XXbac-B33L19.6	0
XXbac-B33L19.12	0
GGTLC3	0
Metazoa_SRP	0
XXbac-B33L19.15	0
TMEM191B	1.9883
PI4KAP1	4.28247
SCARNA17	0
RN7SKP131	0
RIMBP3	0.0943465
Metazoa_SRP	0
SUSD2P2	0
CA15P2	0
PPP1R26P2	0
PPP1R26P4	0
LINC01662	0
GGT3P	0.0419581
AC008132.14	0
E2F6P1	0
AC008132.13	0.00704399
BCRP7	0
LINC01663	0
AC008103.4	0
AC007326.11	0
AC007326.10	0.0116247
AC007326.12	0
AC007326.9	0.364359
AC000095.12	1.23289
DGCR9	4.89168
DGCR10	2.05548
CA15P1	0.0725105
Y_RNA	0
DGCR11	0.626076
AC004461.4	0
DGCR12	0.157717
AC004471.9	0.403717
AC004471.10	0.350074
TSSK1A	0.72588
GSC2	0
LINC01311	1.36787
CLTCL1	4.18184
AC000081.2	0
SNORA15	0
KRT18P62	0
RN7SL168P	0
AC000068.5	0.607819
AC000068.9	2.77737
AC000068.10	0.270942
CDC45	0.154221
