Name	Cells - Cultured fibroblasts
CTD-2525I3.8	0
Y_RNA	0
MIR643	0
CTD-2525I3.5	0.37857
CTD-2525I3.6	0.049822
ZNF610	1.65652
ZNF528-AS1	4.52955
CTD-3018O17.5	1.29647
DPPA5P1	0
ZNF534	0.0464476
ZNF578	0.523555
CTD-3018O17.6	0.0191259
CTD-3099C6.5	0.773708
ZNF808	3.24336
ZNF701	4.04942
CTD-3099C6.7	0
ZNF137P	3.88218
CTD-3099C6.11	2.76495
CTD-3099C6.9	3.27073
ZNF611	3.88407
ZNF600	4.59453
CTD-2102P23.1	0.0583165
CTD-2331H12.5	1.51659
CTD-2331H12.9	0
ZNF888	4.15904
CTD-2331H12.7	0.974192
ZNF321P	2.73497
ZNF816	4.8325
ZNF702P	2.83319
CTD-2620I22.2	0.0703225
CTD-2620I22.3	0.0190484
ERVV-1	0
ERVV-2	0
ZNF415	4.09583
ZNF347	3.87063
ZNF665	1.35794
CTD-2245F17.3	4.43207
NDUFV2P1	1.82194
ZNF677	3.02814
CTD-2245F17.6	3.42854
VN1R2	0
VN1R4	0
CTD-2245F17.9	0
FAM90A27P	0
BIRC8	0
FAM90A28P	0
VN1R6P	0
ZNF525	2.46461
ZNF765	2.44362
RPL39P36	0.802316
ZNF813	2.9319
TPM3P6	0.914293
CTD-2224J9.8	0.124935
CTB-167G5.7	0
CTB-167G5.6	0
CTB-167G5.3	0
RN7SL317P	0
DPRX	0
RNU6-698P	0
CTC-339O9.2	0
MIR512-1	0
MIR512-2	0
MIR1323	0
MIR498	0
MIR520E	0
MIR515-1	0
MIR519E	0
MIR520F	0
MIR515-2	0
MIR519C	0
MIR1283-1	0
MIR520A	0
MIR526B	0
MIR519B	0
MIR525	0
MIR523	0
MIR518F	0
MIR520B	0
MIR518B	0
MIR526A1	0
MIR520C	0
MIR518C	0
MIR524	0
MIR517A	0
MIR519D	0
MIR521-2	0
RNU6-803P	0
MIR520D	0
MIR517B	0
MIR520G	0
MIR516B2	0
MIR526A2	0
MIR518E	0
MIR518A1	0
RNU6-980P	0
MIR518D	0
MIR516B1	0
MIR518A2	0
MIR517C	0
MIR520H	0
RNU6-982P	0
MIR521-1	0
RNU6-751P	0
MIR522	0
MIR519A1	0
MIR527	0
MIR516A1	0
MIR1283-2	0
RNU6-1041P	0
MIR516A2	0
CTC-339O9.1	0
RNU6-165P	0
HMGN1P32	0
SEPT7P8	0
AC008753.3	0.702236
CTD-3022G6.1	0
MIR373	0
AC008753.4	0
NLRP12	0
AC008753.6	0.39386
AC008440.10	0.626208
PRKCG	0.0940945
CACNG8	3.94887
CACNG6	0.173818
CTD-3093M3.1	0
VSTM1	0
TARM1	0
OSCAR	4.01699
AC012314.8	0.518984
TMC4	0.583125
AC012314.20	0
AC012314.19	0
LILRB3	0.252361
CTB-83J4.1	0
AC010492.2	0.0977161
LILRA6	0.0981461
AC010492.4	0
LILRB5	0.027293
RNU6-1307P	0
AC010492.5	0
LILRB2	0.0138579
MIR4752	0
AC010518.3	0
AC010518.2	0
AC008984.5	0
AC008984.7	0
LILRA5	0
VN1R104P	0
AC008984.6	0
LILRA4	0
LAIR1	0.0196106
AC008746.10	0
TTYH1	0.0986092
AC008746.3	0
CTD-2587H19.2	0
CTD-2587H19.3	0.0921127
AC008746.12	1.46402
AC008746.5	2.7064
LAIR2	0
AC008746.9	0
KIR3DX1	0
AC009892.2	0
LILRA2	0
LILRA1	0
AC009892.5	0
LILRB1	0.0138198
AC009892.10	0
LILRB4	0
MIR8061	0
VN1R105P	0
AC009892.9	0
AC011515.2	0
LILRP1	0
AC098784.1	0
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
KIR2DL1	0
KIR3DP1	0
KIR2DL4	0
KIR3DL1	0
KIR2DS4	0
KIR3DL2	0
RNU6-222P	0
FCAR	0
CTB-61M7.2	0
NCR1	0
NLRP7	0
CTC-550B14.10	0
NLRP2	0.01366
CTC-550B14.1	0
CTC-550B14.7	0.637883
GP6	0.0333111
RDH13	3.02489
EPS8L1	1.04083
CTD-2587H24.1	0.11524
MIR7975	0
TNNT1	2.7727
TNNI3	0.333405
DNAAF3	0.204384
CTD-2587H24.5	2.93041
snoU13	0
SYT5	0.149108
PTPRH	0.631814
CTD-2587H24.10	0.0857738
TMEM86B	4.64381
MIR6804	0
MIR6802	0
MIR6803	0
BRSK1	4.6249
TMEM150B	0
CTD-2105E13.16	0
COX6B2	0.0723893
FAM71E2	0.021034
IL11	4.73045
TMEM190	0.0781749
CTD-2105E13.15	0
TMEM238	0.317323
SHISA7	0.0390572
CTD-2537I9.19	0.0252854
CTD-2537I9.15	0
CTD-2537I9.16	0
ZNF628	4.73815
SBK2	0
SBK3	0.128377
FIZ1	4.82855
CTD-2537I9.18	2.59357
CTD-2537I9.13	0.827915
AC010525.4	0.240457
NLRP9	0
RN7SKP109	0
RFPL4A	0
RFPL4AL1	0
RFPL4AP1	0
NLRP11	0
NLRP4	0
NLRP13	0
NLRP8	0
NLRP5	0
LINC01864	0
Y_RNA	0
CTD-2621I17.8	0
CTD-2621I17.3	2.1524
GALP	0
ZSCAN5B	0.02856
ZSCAN5C	0.0192653
CTD-2086L14.1	0.12927
ZSCAN5A	1.38555
ZSCAN5DP	0.0420084
AC006116.20	0.094348
AC006116.19	0
AC006116.17	0.0839131
VN2R17P	0
AC006116.22	0.0714767
AC006116.14	0
AC006116.13	0.073519
AC006116.15	0.012335
AC006116.21	0
ZNF582	1.94544
AC006116.24	1.20221
SLC25A36P1	0.305908
AC006116.12	0.182383
ZNF582-AS1	2.80424
ZNF583	1.83726
ZNF667	2.35865
AC098795.1	0.13728
LLNLR-285B5.1	0.183018
AC005498.4	0.0769312
AC005498.3	0.339856
ZFP28	4.52068
AC007228.11	0.912565
ZNF470	3.68938
SIGLEC31P	0
ZNF71	4.32312
AC007228.8	0
SMIM17	0.489258
ZNF835	0.0347
AC007228.5	0
AC007228.9	1.27562
ZIM2-AS1	0
OR5AH1P	0
ZIM2	0
AC006115.6	0
PEG3	0.2365
MIMT1	0
CTC-258N23.3	0
RPL7AP69	0
CTC-360J11.7	0
USP29	0
ZIM3	0
CTC-360J11.5	0
CTC-360J11.6	0
DUXA	0
CTC-360J11.4	0.0648997
ZNF264	4.71943
AURKC	1.10514
ZNF805	3.2297
CTC-444N24.8	2.58296
CTC-444N24.6	1.2211
ZNF460	1.24864
CTC-444N24.7	0.611457
CTC-444N24.9	0
ZNF543	2.61509
CTC-444N24.13	0.536904
ZNF547	2.47175
ZNF17	4.75315
ZNF749	4.45363
AC004076.5	0.39224
VN1R1	1.00676
VN1R107P	0.234692
ZNF772	4.6757
AC003005.2	0.124477
ZNF773	3.24209
ZNF549	2.46497
ZNF416	4.96074
ZIK1	4.1894
ZNF530	2.8073
AC003682.16	0.251092
TPRG1LP1	0
ZSCAN4	0
ZNF551	4.70927
ZNF154	3.3476
ZNF552	3.65405
FKBP1AP1	0.116597
ZNF814	2.84034
ZNF418	3.04203
ZNF256	4.90435
CTD-2583A14.1	0.0538126
C19orf18	1.26126
ZNF606	3.37602
CTD-2368P22.1	2.89507
VN2R19P	0.0508208
ZSCAN1	0.0420443
LETM1P2	0.0250991
HNRNPDLP4	0
ZNF135	2.19255
RN7SL526P	0.226224
CTD-2623H2.7	0
CTD-2619J13.1	0
RPS15AP36	0.18232
AC020915.2	0
CTD-3138B18.5	4.22772
CTD-3138B18.6	1.31097
ZNF8	4.11061
AC010642.2	0.3243
ZSCAN22	3.63526
MIR6806	0
CTD-2619J13.5	3.01062
ZNF497	1.74507
CTD-2619J13.9	2.42299
CTD-2619J13.3	0.41658
RNA5SP473	0
ZNF837	2.07434
MIR4754	0
RNF225	0.0322008
CTD-2619J13.13	0.168821
CTD-2619J13.16	1.49922
CTD-2619J13.17	2.89682
CTD-2619J13.19	0.203563
ZNF324B	2.5529
ZNF324	4.92272
SLC27A5	3.60867
RNU6-1337P	0
RN7SL693P	0
CTD-2619J13.27	0.550871
RN7SL525P	0
MIR6807	0.493908
MZF1-AS1	1.422
AC016629.3	0.089543
DEFB125	0
DEFB126	0
DEFB127	0
DEFB128	0
DEFB129	0
DEFB132	0
RP5-1103G7.10	0
Y_RNA	0
TCF15	0
SCRT2	0
SLC52A3	0.0103792
RPS10P5	0.564981
ANGPT4	0.0316264
RSPO4	1.54827
RP4-545L17.11	1.10477
ACTG1P3	1.26318
TMEM74B	0.172065
C20orf202	0.0413265
RAD21L1	0.0715879
SDCBP2	4.89956
RP11-314N13.9	0.093009
SDCBP2-AS1	2.09155
RP11-314N13.3	1.11034
SIRPB2	0.0127517
RNU6-917P	0
SIRPD	0
SIRPB1	0.531726
RP4-576H24.5	0
SIRPG	0
SIRPG-AS1	0
SIRPB3P	0
RN7SL561P	0
RP4-673D20.5	0
RP4-673D20.4	0
RP4-673D20.6	0
RP4-673D20.3	0.201461
RP5-968J1.1	0.141232
RP5-858L17.1	0.57124
RP4-684O24.5	0
PDYN	0
RPL7P2	0
RP11-128M1.1	0.304514
TGM3	0.181723
TGM6	0
Y_RNA	0
TMC2	0.0743916
SNORA51	0
SNORD56	0
RP4-686C3.7	0.040879
EBF4	0.334226
RPL19P1	0
CPXM1	0.666521
C20orf141	0.155428
TMEM239	0.0266722
GNRH2	0.145242
OXT	0.318397
AVP	0
RN7SL555P	0
UBOX5-AS1	0.135437
LZTS3	3.49637
SLC4A11	2.60668
RP4-794I6.4	0.662143
RNU6-1019P	0
UBE2V1P1	0.154751
U3	0
RP11-137F15.1	0
SF3A3P1	0.0506058
GFRA4	0
SIGLEC1	0.0343372
HSPA12B	0.675352
SPEF1	0.268569
LINC01730	0.890692
RP11-119B16.2	1.43813
MIR103A2	0
RPL21P2	0
RP11-352D3.2	0
LINC01433	0.220297
ADRA1D	0.158206
RP11-307O10.1	0
RP5-1164C1.2	0
RPL7AL2	0
RPS4XP2	0.243482
PRND	0.0114257
PRNT	0
RP5-1068H6.1	0
RP5-1068H6.6	0
RASSF2	0.174875
SNORA31	0
RP5-1116H23.1	0
RP5-1116H23.6	0
RP5-1116H23.5	0.167229
RP5-1116H23.4	0.324253
RP5-1116H23.3	0.361091
RNA5SP474	0
Y_RNA	0
SNORA26	0
UBE2D3P1	0.774696
PROKR2	0
RNA5-8SP7	0
RP5-828H9.4	0
LINC00658	0
RP5-828H9.1	0.019894
LINC00654	2.53286
RP5-1022P6.7	0
LINC01729	0
RPS18P1	0
RP5-1022P6.5	0
EIF4EP1	0.681059
C20orf196	2.5646
RNU1-55P	0
CHGB	0.597175
KANK1P1	0
Y_RNA	0
RP5-967N21.7	0
MCM8-AS1	0.0441685
RP5-967N21.11	1.22647
RN7SL498P	0
LRRN4	0.0354813
RP5-1056H1.2	0.059694
FERMT1	3.6627
TARDBPP1	0
RP4-775C13.1	0.263887
RP4-775C13.2	0
RP4-775C13.3	0
CASC20	0
LINC01713	0
BMP2	0.573665
RP4-764O22.1	0
LINC01428	0
RP11-19D2.1	0
LINC01751	0
LINC01706	0
MIR8062	0
RN7SL547P	0
RP5-836E8.1	0
RP1-209B9.2	0
HAO1	0
RP5-971N18.3	0.0174365
PLCB1	0.427588
PHKBP1	0
PLCB1-IT1	0
RNU105B	0
RP5-859I17.2	0
RP5-859I17.3	0
Metazoa_SRP	0
LAMP5-AS1	0
LAMP5	0.0409405
PAK5	0
RP5-986I17.2	0
RP5-839B4.8	0
SNAP25-AS1	0.0217377
ANKEF1	1.40199
RP11-416N4.4	0
RP11-416N4.1	0
SNAP25	1.23919
HIGD1AP15	0
RPL23AP6	0
SDAD1P2	0
SLX4IP	4.29649
RP5-1099D15.1	0.290056
MIR6870	0
RP11-103J8.1	0
LINC01752	0
RP1-278O22.2	0
RP4-697P8.3	0
FAT1P1	0
RP11-103J8.2	0
C20orf187	0
RP4-734C18.1	0
RPS11P1	0
RP5-1128N12.3	0
RP5-1128N12.2	0
PGAM3P	0
RP11-268G13.1	0
LINC00687	0
RN7SKP111	0
RP5-1012F16.2	0
RP4-742J24.2	0.351785
RP4-796I8.1	0
RP11-102J14.1	0
PA2G4P2	0.0925636
LINC01722	0
RP5-1069C8.3	0
LINC01723	0
SPTLC3	3.26863
RP4-718P11.1	0
ISM1	0.537898
ISM1-AS1	0
RP5-1077I2.3	0
RP4-585I14.3	0
GAPDHP2	0.22513
NDUFAF5	4.06249
SEL1L2	0
RNU6-278P	0
MACROD2	0.103675
RPS3P1	0
AIMP1P1	0
RN7SL864P	0
FLRT3	1.21724
RNU6-228P	0
RNF11P2	0
MACROD2-IT1	0
RPS10P2	0.29342
MACROD2-AS1	0
RP5-974N19.1	0
RNU6-1159P	0
RNU6-115P	0
RNA5SP475	0
RP11-388K2.1	0
ENSAP1	0
PPIAP17	0
RP4-777L9.2	0.157523
RP4-777L9.3	0
RPLP0P1	0
Y_RNA	0
RPL7AL3	0
RP4-705D16.3	0.0579249
OTOR	0
RP5-1195D24.1	0
U3	0
RNU6-27P	0
RP1-298M8.1	0
RNU1-131P	0
PCSK2	0.0274731
DYNLT3P1	0
BFSP1	0.984943
RPS27AP2	0.29212
RP11-462D18.4	0.207107
RN7SKP69	0
RP11-462D18.2	0.198932
BANF2	0
RP5-905G11.3	0.0523752
RNU6-192P	0
SNORD17	4.24697
OVOL2	0
PTMAP3	0
RP4-726N1.2	0
RPL15P1	0
RNU7-137P	0
Y_RNA	0
RP4-717M23.2	0
RN7SL14P	0
RNU2-56P	0
RN7SKP74	1.23893
RP4-568F9.3	0
RP4-568F9.6	0.0480999
LINC00851	0
DZANK1	1.54821
GCNT1P1	0.0455903
RNA5SP476	0
MIR3192	0
RPL21P3	0.212069
RPS19P1	0.665867
RN7SL638P	0
RNU6ATAC34P	0
DUXAP7	0
RP11-379J5.5	0
EEF1A1P34	0
LINC00652	0.092127
RP5-1068E13.7	2.49446
C20orf78	0
SCP2D1	0
RP11-97N19.3	0
SLC24A3	0.526762
RP11-97N19.2	0
RP5-1027G4.3	0
RP4-718D20.3	0
RP1-122P22.4	0.132985
RP1-122P22.2	2.15265
RPL12P12	0.877439
RP5-999L4.2	0.586787
CFAP61	0.0191281
RP5-1002M8.4	0
RP5-1178H5.2	0
RPL17P1	0
RP5-1096J16.1	0
RN7SL690P	0
RP11-470C13.4	0
INSM1	0
RALGAPA2	3.18563
EIF4E2P1	0
LLPHP1	0
RN7SL607P	0
MRPS11P1	0
RP5-1177M21.1	0
LINC00237	0
RP5-872K7.8	0
RNA5SP477	0.265653
RP5-872K7.7	0.0357429
KIZ-AS1	0.0586389
RPS15AP1	3.08427
ZNF877P	0
RP1-198K11.5	3.75883
NKX2-4	0
RP11-227D2.3	0
RN7SKP140	0
RP5-984P4.1	0
RP5-984P4.6	0.385859
NKX2-2	0
RP5-984P4.4	0
LINC01727	0
LINC01726	0
AL121590.1	0
PAX1	0
SLC25A6P1	0
RPL41P1	0.454473
RP5-1185K9.1	0
LINC01432	0
RP5-1097P24.1	0
LINC01427	0
RP5-828K20.1	0
RP5-1004I9.2	0
RP5-1004I9.1	0
LINC00261	0
FOXA2	0
LINC01384	0
LINC01747	0.0164582
RP11-359G22.4	0
KRT18P3	0
CYB5AP4	0
RP11-189G24.2	0
RP4-753D10.5	0
RP4-753D10.3	0
SSTR4	0
RP4-737E23.6	0
CD93	0.111662
LINC00656	0
RP4-737E23.5	0.110517
RNA5SP478	0
RP4-737E23.7	0
RP4-737E23.2	0.0521033
RP5-851M4.1	0
RP3-322G13.7	0.13808
LINC01431	0.608121
RNA5SP479	0
CSTL1	0
CST11	0
Y_RNA	0
RP3-333B15.5	0
CST12P	0
RP3-333B15.4	0
RP3-333B15.6	0
CST8	0
CST13P	0
CST9LP1	0
CST9L	0
CST9LP2	0
CST9	0
RP11-218C14.8	1.53546
RP11-218C14.5	0
CST4	0
CST2P1	0
CST1	0
CSTP2	0
XXyac-YX60D10.1	0
CST2	0
CST5	0
CSTP1	0
RP5-831C21.1	0
GGTLC1	0
POM121L3P	0
RP5-1100I6.1	0
LINC01721	0
RNU1-23P	0
RP4-564O4.1	0
GAPDHP53	0
SYNDIG1	0.162076
RP11-526K17.2	0
RP5-860P4.2	0
RP4-568C11.4	0
CST7	0.0792171
RNU6-1257P	0
RP5-1025A1.3	0
VSX1	0.00951134
RP5-1025A1.2	0
RP4-738P15.1	0.0128644
RP4-738P15.4	0
Y_RNA	0
RP4-738P15.6	0
RP5-965G21.3	0.539884
RP5-965G21.4	0.705561
RP5-965G21.5	0
RP5-965G21.6	2.00147
PPIAP2	0
RNU6ATAC17P	0
ZNF337-AS1	2.61659
RN7SL594P	0
MED28P7	0.118744
RP4-694B14.8	1.91843
VN1R108P	0.710685
RP13-401N8.1	1.5983
FAM182B	0.110042
BSNDP1	0
RP13-401N8.3	0
BSNDP2	0
CFTRP1	0
LINC01733	0
RP4-760C5.3	0.182211
CTD-2514C3.1	2.07593
FAM182A	0.00212953
BSNDP3	0
NCOR1P1	0
RP13-329D4.3	0
MIR663AHG	0
RP3-410C9.2	0
MIR663A	0
FRG1DP	0.519666
5_8S_rRNA	0
DUX4L32	0
PCMTD1P7	0
DUX4L33	0
DUX4L34	0.0376463
FRG2EP	0
RARRES2P11	0
AGGF1P10	0
DUX4L35	0
FRG1EP	0.579218
Y_RNA	0
CFTRP2	0
5_8S_rRNA	0
CDC27P3	0
5S_rRNA	0
DUX4L37	0.451968
CFTRP3	0
LINC01597	0.0357887
Y_RNA	0
LINC01598	0
MLLT10P1	0.726697
5_8S_rRNA	0
RP11-462H3.2	0
ANKRD20A21P	0
U6	0
5S_rRNA	0
DEFB115	0
DKKL1P1	0
RP5-854E16.2	0.0630933
DEFB116	0
RPL31P3	0
HAUS6P2	0
RNA5SP480	0
DEFB117	0
DEFB118	0
SNORA40	0
DEFB119	0
DEFB121	0
DEFB122	0
DEFB123	0
DEFB124	0
REM1	0.130167
LINC00028	0.0694635
RP3-324O17.7	0
HM13-IT1	2.30448
HM13-AS1	0
RP3-324O17.8	0
MIR3193	0
COX4I2	0.0556573
RP11-243J16.7	0
ABALON	3.0893
RP11-243J16.8	0
MYLK2	0.188022
FOXS1	0.0600732
DUSP15	0.0341422
TTLL9	0.0316029
RNU1-94P	0
XKR7	0.00405803
RP1-310O13.13	0
RNA5SP481	0
CCM2L	0
RP1-310O13.7	0
RNA5SP482	0
HCK	0.06429
RP5-836N17.4	0.855973
RSL24D1P6	0.483474
TSPY26P	2.83105
RP11-358N2.2	0.331156
NOL4L	3.02168
RP5-1184F4.5	0.190152
RP5-1184F4.7	0
RP11-410N8.3	0
RP11-410N8.4	0
RP11-410N8.1	0
C20orf203	0.010643
BAK1P1	0.17127
DNMT3B	2.91021
RP5-1085F17.4	0
RP5-1085F17.3	1.23255
EFCAB8	0.0224719
SUN5	0
BPIFB2	0
BPIFB6	0
PUDPP3	0
BPIFB3	0
BPIFB4	0.0220579
BPIFA2	0
SOCS2P1	0
BPIFA4P	0
RP11-49G10.3	0
BPIFA3	0
BPIFA1	0
RPL12P3	0
BPIFB1	0
BPIFB5P	0
BPIFB9P	0.0214177
RP1-63M2.7	0.384427
C20orf144	0
ACTL10	2.14375
RP1-63M2.5	0.0732362
RP4-553F4.2	0
ZNF341	4.68963
RPL31P2	0
ZNF341-AS1	0.647226
TPM3P2	0
PIGPP3	0
RALY-AS1	2.34208
RP5-1125A11.7	0.616873
RP5-1125A11.6	0.746255
RP5-1125A11.4	0
MIR4755	0
RPS2P1	0.0507957
ASIP	0.387289
XPOTP1	0.237881
RP4-785G19.5	0.196452
RP4-785G19.2	0.792068
CTD-3216D2.5	0.604916
CTD-3216D2.4	0
Y_RNA	0
CDC42P1	0
ITCH-AS1	0
ITCH-IT1	0
MIR644A	0
FDX1P1	0.155878
RP3-468O1.6	0
Y_RNA	0
RP11-346K17.3	0
HMGB3P1	0
MYH7B	0.306615
MIR499A	0
RNU6-407P	0
SNORD56	0
RP11-42O4.2	0
RNA5SP483	0
MT1P3	0.550903
MMP24	0.708413
RP4-614O4.13	3.73506
FAM83C-AS1	0.0841982
FAM83C	0.0464281
GDF5OS	0.152477
MIR1289-1	0
RP3-477O4.14	0.0527309
RP3-477O4.5	0
C20orf173	0
RPL36P4	2.07142
FER1L4	4.84788
RPL37P1	0
RN7SKP271	0.125858
RNU6-759P	0
RPF2P1	0
U6	0
COX7BP2	0
Y_RNA	0
HIGD1AP16	0
RNU4-40P	0
RNU6-937P	0
CNBD2	0.047853
RP4-550H1.7	0
RP4-550H1.4	0
HMGB3P2	0
RP4-550H1.5	0
RP11-234K24.3	0.0224008
RP11-234K24.6	0.176459
DLGAP4-AS1	0.122973
Metazoa_SRP	0
SLA2	0.0326437
HNRNPA3P2	0
Y_RNA	0
RN7SL156P	0
TLDC2	0.750721
RPS3AP3	0
RPS27AP3	0
RP4-621N11.2	0
MROH8	0.622132
RP3-343K2.4	0
GHRH	0
RPL7AP14	0.0495499
NNAT	2.54234
RP11-425M5.7	1.58728
PPIAP3	0.117849
LINC01746	0
GLRXP1	0
LINC00489	0
RP4-640H8.2	0
VSTM2L	3.19553
RN7SKP185	0
RN7SL237P	0
RP5-1057B20.3	0
KIAA1755	0.294876
RP5-1054A22.4	0.0547836
BPI	0.00830379
CTD-2308N23.2	0
LBP	0.179524
RP4-564F22.6	0
RP4-564F22.5	0.844443
RP4-564F22.7	0.621381
SNORA71	4.19289
SNORA71B	2.79342
SNORA71A	1.20274
SNORA71C	1.29017
SNORA71D	0
SNORA71	0
SNORA71E	0.517036
SNORA60	1.50934
MIR548O2	0
RPS3P2	0.187955
ADIG	0
ARHGAP40	0.114476
RP5-1100H13.3	0
Metazoa_SRP	0
SLC32A1	0
RN7SKP173	1.13658
PPP1R16B	0.0316993
RN7SL116P	0
RP4-616B8.5	0.546484
RP4-616B8.4	0.213473
RP4-616B8.6	0
NPM1P19	0.132316
LINC01734	0
ATG3P1	0
RN7SL680P	0
RP5-1031J8.1	0
HSPE1P1	0
LINC01370	0
RP11-101E14.3	0
RP1-191L6.2	0
MAFB	4.28684
RP4-644L1.2	0.625504
RNA5SP484	0
RNU2-52P	0
PLCG1-AS1	0.414057
MIR6871	0
RP3-511B24.5	0
RPL23AP81	1.40902
RN7SL615P	0
ADI1P1	0
EMILIN3	0.279797
RP4-620E11.5	0
RP4-620E11.4	0
RP4-620E11.8	0.174744
RPL12P11	0
RNU6-1018P	0
SNORA26	0
RP5-1121H13.4	0
RP5-1121H13.1	0
RP5-1121H13.3	0
PTPRT	0
RP4-730D4.1	0
RP1-232N11.2	0
RP4-753D4.2	0
RN7SKP100	0
RP1-269M15.3	0
RN7SL666P	0
PPIAP21	0
SCARNA15	0
RP5-862K6.4	0
RNU6-743P	0
EIF4EBP2P1	0
Y_RNA	0
RNU6-1251P	0
L3MBTL1	1.54963
RP1-138B7.4	0
SGK2	0.288951
RP1-138B7.7	0.136359
RPL27AP	0
GTSF1L	0
RNU6-639P	0
LINC01728	0
RN7SL443P	0
JPH2	2.15263
GDAP1L1	0.0437047
R3HDML	0
Y_RNA	0
RP5-881L22.5	0
HNF4A	0.0102752
HNF4A-AS1	0
RP5-881L22.6	0
MIR3646	0
LINC01620	0
RPL37AP1	1.46937
RP11-445H22.3	1.21617
KCNK15-AS1	1.73666
KCNK15	1.45485
RP4-781B1.5	0.74096
RIMS4	0.0598144
PGBD4P2	0
STK4-AS1	0.405201
Y_RNA	0
KCNS1	0.92479
WFDC5	0
WFDC12	0
RP1-172H20.4	0
PI3	0.538326
SEMG1	0
SEMG2	0
RP1-300I2.3	0
RP1-300I2.2	0
SLPI	2.07721
MATN4	0.104822
RBPJL	0.0382694
RP3-453C12.14	1.07864
TP53TG5	0.30691
NDUFB4P10	0
MIR6812	0
RP3-453C12.15	0
WFDC2	0.14293
RP3-461P17.9	0
RPL5P2	0
SPINT3	0
WFDC6	0
RP3-461P17.6	0
HSPD1P21	0
EPPIN	0
WFDC8	0
RNA5SP485	0
CCNB1IP1P2	0
WFDC9	0
WFDC10A	0
WFDC11	0
WFDC10B	0.404818
WFDC13	0.0689136
MIR3617	0
SPINT4	0
HNRNPA1P3	0
WFDC3	0.873177
SPINT5P	0
RNU6ATAC38P	0
TNNC2	1.52692
Metazoa_SRP	0.235821
ZSWIM3	4.22049
SPATA25	1.61733
NEURL2	2.72366
RP3-337O18.9	2.23048
FTLP1	0
MMP9	0.734994
RP11-465L10.10	0
SLC12A5	0.136761
RPL13P2	0.230954
RP5-998H6.2	0
CDH22	0.00802898
RP11-394O2.3	0.188079
ZNF663P	0.0383117
MKRN7P	0.0495295
ZNF840P	0.0170264
ZNF334	1.89027
OCSTAMP	0
SLC13A3	1.96701
RP1-101A2.1	1.28381
RP1-28H20.3	0.443338
RN7SKP33	0
RP11-323C15.1	0
EYA2	0.748134
RP11-323C15.2	0
GAPDHP54	0
RP5-1050K3.3	0
RP5-890O15.3	0
MIR3616	0
RP4-569M23.5	0.323898
RP4-569M23.4	0.613095
RP4-569M23.2	0.59077
LINC01754	0
RPL35AP	0
RNU6-497P	0
RNU6-563P	0
RP5-1049G16.4	0
CTD-2653D5.1	0
RNU7-173P	0
SRMP1	0
RNA5SP486	0
RNU7-92P	0
RP11-347D21.1	0
RP11-347D21.2	0
LINC01522	0
LINC01523	0
RP11-321P16.1	0.242243
LINC00494	0
RP1-66N13.1	0
RP1-66N13.4	0
RP5-991B18.1	0
RP5-991B18.2	0
RNU7-144P	0
RP5-906C1.1	0.246153
SNAP23P1	0
CSE1L-AS1	0
ARPC3P1	0.512895
SNORD12C	0
SNORD12B	1.17187
KCNB1	0.0534366
RP4-791K14.2	0
RN7SL197P	0
SNRPFP1	0.142191
RNU6-919P	0
RP5-1041C10.3	0.0775948
Y_RNA	0
Metazoa_SRP	0
KRT18P4	0.204547
RNU6-147P	0
TRERNA1	0
RP11-112L6.3	0.298234
RP11-112L6.2	0.201316
LINC01273	1.04326
CEBPB-AS1	0.572665
SMIM25	0.576072
LINC01270	1.38021
LINC01271	0.426433
RN7SL636P	0
COX6CP2	0
RN7SL672P	0
Y_RNA	0
RP4-530I15.9	0.316125
MIR645	0
MIR1302-5	0
RPL36P2	0
RP4-530I15.6	0
PARD6B	0.114851
BCAS4	4.29288
PSMD10P1	0.254582
ADNP-AS1	4.01392
RP5-955M13.4	0
RP4-811M8.1	0
RPSAP1	0
NFATC2	0.133703
MIR3194	0
RP5-827A12.2	0
SALL4	0.156242
LINC01429	0
RNU6-347P	0
RNU7-6P	0
ERP29P1	0.227234
LINC01524	0
RP4-583K8.1	0
uc_338	0
RP5-1022J11.2	0
MRPS33P4	0
RP4-715N11.2	0
RP11-80K6.2	0
RPL36P1	0
TSHZ2	1.18586
RN7SKP184	0
RP11-15M15.1	0
RP11-15M15.2	0
RP4-678D15.1	0
RP4-669H2.1	0.0219362
PPIAP10	0
RP5-823G15.5	0
Y_RNA	0
RP4-724E16.2	0.794647
AC005808.3	0
RNU7-14P	0
AC006076.1	0
SUMO1P1	0
BCAS1	0.0986723
AC005220.3	0
MIR4756	0
CYP24A1	0.0347431
DOK5	1.90712
RNU4ATAC7P	0
LINC01440	0
LINC01441	0
RP5-837G17.1	0
CBLN4	0
RNA5SP487	0
MC3R	0
RP11-380D15.2	0
RP11-380D15.3	0
CASS4	0.625252
GCNT7	0.258654
RP5-1153D9.5	0.153936
FAM209A	0.155989
FAM209B	0.250601
LINC01716	0
RPS4XP3	0.479915
RNU6-1146P	0
RN7SL170P	0
PTMAP6	0
RP5-897D18.1	0
RNU6-929P	0
RP11-560A15.4	0
RP11-560A15.3	0
RP11-560A15.6	0
BMP7	0.0184019
BMP7-AS1	0
RP4-813D12.3	0
Y_RNA	0
MIR4325	0
RPL39P39	0
SPO11	0
MTND1P9	0
MTRNR2L3	0.0446431
RP4-800J21.3	0.0504228
