Name	Esophagus - Mucosa
ASXL3	0.124262
NOL4	0.0159623
Y_RNA	0
RP11-379L18.2	0
RP11-379L18.1	0
RP11-379L18.3	0
DTNA	2.36028
RP11-115P21.1	0
RP11-138H11.1	0
RP11-96A15.1	0
RP11-294N21.2	0
RP11-294N21.3	0
ZSCAN30	4.50151
RP11-158H5.2	1.85117
RP11-158H5.8	0.306304
RP11-158H5.7	0.973433
RP11-54G14.1	0.421093
ZNF396	0.683156
RP11-322E11.1	0
RP11-322E11.2	0.0704408
RP11-322E11.5	0.850974
RP11-322E11.3	0.356232
MIR3975	0
RP11-712P20.2	0
RP11-873E20.1	0.142895
NRBF2P1	0
MIR187	0
MIR3929	0
RP11-905K4.1	0
RP11-723J4.3	0.76803
RP11-49I11.1	2.61677
RP11-49I11.4	1.40886
RP11-49I11.2	0
RP11-49I11.3	0
FHOD3	3.12634
KIAA1328	1.35443
RP11-58G13.1	0
RP11-95O2.1	0.0710541
CELF4	0.0913914
RP11-95O2.5	0.790027
RP11-797E24.3	0
RP11-797E24.1	0
RP11-1147P1.1	0
MIR4318	0
RPL12P40	0
RP11-687D19.1	0
RN7SKP182	0
RNU6-706P	0
RP11-244M2.1	0.469652
RP11-1I2.1	0
RPL7AP66	1.33401
MIR924	0
MIR5583-2	0
MIR5583-1	0
RNU6-1242P	0
LINC01901	0
LINC01902	0.015976
RP11-5A1.1	0
LINC01477	0
RPL17P45	0
KC6	0.300116
RP11-188I24.1	0
AC011225.1	0
RP11-687E1.2	0.527843
RP11-115N12.1	0
LINC00907	0.0144358
RNA5SP454	0
RIT2	0
SYT4	0.0177638
RP11-789C7.1	0
AC083760.1	0
RNA5SP455	0
KRT8P5	0
LINC01478	0
MLECP1	0
RP11-456K23.1	1.06746
SETBP1	3.5147
RP11-9H20.2	0
MIR4319	0
RP11-693M3.1	0.0597691
RP11-846C15.2	0
SLC14A2	0.02912
SLC14A2-AS1	0.0240594
RP11-749H17.1	0
RP11-749H17.2	0
RP11-116O18.1	0.05084
RP11-116O18.3	0
SLC14A1	0.311429
RP11-618K16.4	0
SIGLEC15	0.0285842
RN7SKP26	0.251472
RP11-8H2.1	0.0627674
RNY4P37	0
RNU6-1278P	0
RNF165	1.66231
RP11-63I8.1	0
LOXHD1	0.0499071
ST8SIA5	0.020963
RP11-742D12.1	0
RP11-742D12.2	0
RP11-687F6.5	0.127797
PIAS2	2.5806
RP11-687F6.4	0
RP11-776B3.1	0
KATNAL2	1.35752
ELOA3D	0
ELOA3C	0
ELOA3B	0
ELOA3	0
ELOA2	0.0150987
RP11-49K24.3	0.644704
RP11-49K24.4	0
RP11-49K24.8	0.400115
RP11-49K24.5	0.435315
SKOR2	0
RNU6-1131P	0
CTD-2130O13.1	0
MIR4527	0
RP11-157P23.1	0
RP11-157P23.2	0
TPMTP1	0
RP11-767C4.1	0
SMAD2	4.2345
MTCO2P2	4.30669
RP11-380M21.1	0.14734
RP11-380M21.4	0
RP11-380M21.3	0
RP11-246E12.2	0.0207015
RNU6-708P	0
C18orf12	0
RNA5SP456	0
RP11-23B5.2	0
POLR3GP2	0
RP11-426J5.3	0.171748
RP11-426J5.1	0
MIR4743	0
RP11-426J5.2	0
RP11-46D1.2	0
RP11-484L8.1	0.0333449
RP11-1058N17.1	0
RP11-15F12.6	0.134122
RP11-15F12.1	0.294164
MIR4744	0
RP11-15F12.3	0
RP11-30L3.2	0
RP11-110H1.9	0
PRR13P4	0
RP11-110H1.4	0.501863
MIR1539	0.0723906
SNORD58C	0
SNORD58A	0
SRP72P1	0
RP11-110H1.8	0
LIPG	0.348681
SMUG1P1	0
RP11-813F20.2	0
SNHG22	0.843727
Y_RNA	0
RNA5SP457	0
RP11-813F20.4	0.0698001
ADAD1P2	0
RP11-689E3.2	0
MIR4320	0
RN7SL310P	0
CFAP53	0.705362
RP11-699C17.1	0.283483
RP11-1030E3.1	0
RP11-1030E3.2	0
RNA5SP458	0
SKA1	3.03845
RPLP0P11	0
MAPK4	0.488236
RP11-10I6.2	0
MRO	0.157165
HNRNPA3P16	0
RPL17P46	0
ME2	3.69672
Y_RNA	0
ELAC1	2.63676
SRSF10P1	0
RNU1-46P	0
LINC01630	0
SS18L2P2	0
RP11-267C16.2	0
RSL24D1P9	0
RP11-440L16.1	0
RPS8P3	0
RP11-25O3.1	0
DCC	0.0284684
RP11-7K9.2	0
VN1R76P	0
MIR4528	0
RP11-671P2.1	0
LINC01919	0
LINC01917	0
RPL29P32	0
RP11-116K4.1	0.231031
SNORA37	0
RP11-850A17.1	0.359514
STARD6	0
C18orf54	0.944448
RP11-61D1.3	0
RP11-61D1.2	0.600483
RP11-289E15.1	0.228301
RPSAP57	0
RP11-99A1.2	0.226638
RP11-839G9.1	0.0940836
CCDC68	1.60678
MAP1LC3P	0
LINC01929	0
RNA5SP459	0
TCF4	4.56682
TCF4-AS1	0
MIR4529	0
TCF4-AS2	0
RPL21P126	0
RP11-397A16.1	0
LINC01415	0.0812972
RP11-397A16.3	0
LINC01416	0
CTD-2008L17.1	0.272357
CTD-2008L17.2	0.3451
LINC01905	0.0814581
RP11-456O19.5	0
SNORA73	0
LINC01539	0.0234915
RP11-456O19.3	0
WDR7	2.27627
Y_RNA	0
RP11-383D22.1	0
U3	0
WDR7-OT1	0
LINC-ROR	0
CTD-2526M8.3	0
BOD1L2	0.0292104
CTD-2526M8.2	0
RNU6-737P	0
ST8SIA3	0.00522122
RP11-714M23.2	0
ONECUT2	0.0153567
RP11-706P11.2	0.261506
RP11-35G9.3	1.25097
RP11-35G9.5	0.63917
RNU6-742P	0
RSL24D1P11	0.0812032
LINC01897	0
HMGN1P30	0
NEDD4L	3.6228
RP11-718I15.1	0
RP11-845C23.2	0.0898588
RP11-1151B14.2	0
RP11-1151B14.3	0
RP11-1151B14.1	0
ALPK2	0.0781118
RP11-1151B14.5	0
RP11-1151B14.4	0
RP11-126O1.2	0
SNORA108	0
RPL9P31	0
RP11-126O1.6	0.182589
RP11-126O1.5	0.281108
RP11-126O1.4	0
MRPL37P1	0.0630765
RP11-108P20.2	0.0615693
RNU6-219P	0
LINC01926	0
U8	0
RNU2-69P	0
OACYLP	0
RP11-685A21.1	0
GRP	0
RAX	0.0216873
CPLX4	0
RP11-27G24.1	0
CCBE1	1.35263
RP11-27G24.3	0
RP11-760L24.1	0
RP11-2N1.1	0
RP11-2N1.2	0.132152
RP11-2N1.3	0
RPS26P54	0
GLUD1P4	0
RP11-824M15.3	0
RP11-866E20.1	0
NFE2L3P1	0
RN7SL342P	0
SDCCAG3P1	0
RP11-866E20.3	0
FAM60CP	0.0579716
RNU6-567P	0
RP11-795H16.3	0
RPS3AP49	0.11727
RNU4-17P	0
RP11-795H16.2	0
RP11-396N11.1	0
MC4R	0
RP11-325K19.3	0
MRPS5P4	0
RP11-325K19.6	0
RP11-325K19.2	0
RP11-325K19.1	0
CTBP2P3	0
HMGN1P31	0
CDH20	0.317048
RNU6-116P	0
RPL30P14	0
RP11-879F14.3	0
RP11-879F14.2	0.719092
RP11-879F14.1	0
RP11-1096D5.2	0
LINC01544	0.00811927
RPIAP1	0
RP11-173A16.2	0.36486
RP11-173A16.1	1.49983
TNFRSF11A	2.54823
Y_RNA	0
RP11-640A1.3	0
RPL17P44	0
RP11-640A1.4	0
ACTBP9	0.0531133
ZCCHC2	4.6303
RP11-120K19.4	0.188521
RP11-120K19.3	0.162279
RN7SL705P	0
RNU6-142P	0
BCL2	2.09939
RP11-299P2.1	0
RP11-299P2.2	0
RP11-635N19.1	1.54308
RP11-635N19.2	0.675034
RP11-635N19.3	1.85192
ATP5G1P6	1.98736
SERPINB12	2.27478
SERPINB7	1.22233
SERPINB10	0.338363
HMSD	0.399493
RP11-793J2.1	0.352294
RPL12P39	0
LINC00305	0
LINC01924	0
AC100848.1	0
LINC01538	0
RP11-762J3.1	0
AC007948.1	0
AC007631.1	0
LINC01916	0
RP11-775G23.1	0
CDH7	0
RP11-389J22.1	0
RP11-389J22.3	0
PRPF19P1	0
CDH19	1.79723
RNU6-1037P	0
MIR5011	0
RPL31P9	0
RP11-563H6.1	0.274935
CTD-2541J13.1	0.13402
DSEL	0.861349
RP11-29O13.1	0
RP11-28O3.2	0
RP11-28O3.1	0
RP11-638L3.4	0
LINC01903	0
RP11-638L3.2	0
RP11-638L3.1	0
RP11-659F24.1	0
RP11-526H11.1	0
LINC01912	0
RP11-421N8.1	0.364624
RP11-128D14.1	0
AKR1B10P2	0
RP11-585K6.2	0
CCDC102B	0.743406
RP11-734B5.2	0
RP11-106E15.1	0
RNU6-39P	0
SDHCP1	0
RP11-861L17.3	0
RP11-861L17.4	0.0972941
RP11-861L17.2	0
RP11-674P19.2	0.113884
RP11-17E3.1	0
DOK6	0.181816
RP11-465I4.3	0
RP11-465I4.2	0
RP11-543H23.1	0
RP11-543H23.2	0
CD226	0.198855
RTTN	2.03334
LINC01909	0.463147
RP11-484N16.1	0.160736
LINC01910	0
LARP7P3	0
RPS2P6	0
RP11-644A7.2	0
RN7SL795P	0
GTSCR1	0
RP11-384E22.1	0
RP11-529J17.1	0
RP11-47G4.2	0
RP11-47G4.1	0
LINC01541	0
RP11-752P2.1	0
RP11-752P2.2	0
LINC01899	0
RP11-723G8.1	0
RP11-736G13.1	0
RP11-736G13.2	0
CBLN2	0
HNRNPA1P11	0
NETO1	0.0252159
RP11-713C5.1	0.0350084
RNA5SP460	0
MIR548AV	0
RP11-676J15.1	0
RP11-169F17.1	0
CTD-2354A18.1	0
RP11-126K15.1	0
RN7SL401P	0
RP11-25L3.3	0
RP11-25L3.1	0
FBXO15	0.0768339
RP11-669I1.1	0
RN7SL551P	0
C18orf63	0
FAUP1	1.44531
LINC01922	0
FAM69C	0.0456266
RP11-231E4.5	0.581717
CNDP1	0.0356918
RP11-231E4.3	0
LINC00909	3.55001
ZNF407	3.01915
RP11-405M12.3	0.163997
RP11-405M12.4	0.25789
Clostridiales-1	0
RP11-405M12.2	0
RP11-321M21.4	0
RP11-321M21.3	0
SMIM21	0
RP11-321M21.1	0
LINC01898	0
RP11-173L6.1	0
RP11-1O2.2	0
RP11-357H3.1	0
RP11-1O2.1	0
RP11-94B19.6	0
LINC01893	0
RP11-94B19.5	0
RP11-94B19.2	0
RP11-94B19.7	0
RP11-94B19.3	0
RP11-94B19.4	0
RP11-504I13.3	0.400514
RP11-504I13.2	0.0277794
RP11-17M16.2	3.10615
C18orf65	0.252637
LINC00908	0.214573
LINC00683	0.0818282
LINC01927	0
LINC01879	0
ARL2BPP1	0
CCND3P2	0
AC139085.2	0
RP11-162A12.2	1.05657
RNU6-346P	0
RP11-162A12.4	1.054
ZNF236	4.30901
RPL26P35	0
Metazoa_SRP	0
RP11-162A12.3	0.0218207
RP11-862L9.3	0
RP11-862L9.2	0.0271563
RP11-4B16.3	0.207546
RP11-4B16.1	0.144426
RP11-4B16.4	0.447752
RP11-751H17.1	0
GALR1	0.0163125
RP11-176N18.2	0
SNORA25	0
BDP1P	0
RP11-63N3.1	0
RP11-63N3.2	0
RNA5SP461	0
LINC01029	0
RP11-671C19.2	0
RNU6-655P	0
RP11-100K18.1	0
RP11-451L19.1	0
RP11-123I22.1	0
Y_RNA	0
RP11-715C4.1	0
CTD-2382H12.2	0
CTD-2382H12.1	0
LINC01896	0
SALL3	0
RP11-849I19.2	0
CTD-2286N8.2	0.68316
CTD-2286N8.1	0.0138305
RP11-800A18.4	0
RP11-800A18.3	0.122596
NFATC1	1.75355
RP11-196B3.1	0
RP11-196B3.3	0
RP11-196B3.2	0
RP11-196B3.4	0
RP11-567M16.1	0.0418124
RP11-567M16.2	0
RP11-567M16.3	0
RP11-567M16.6	4.21376
RP11-567M16.5	0
RP11-154H12.2	0
RP11-154H12.3	0
KCNG2	0.137412
RP11-248M19.1	0.401641
RBFADN	0.507322
SLC25A6P4	0.0402688
RP11-795F19.5	0.162224
PARD6G-AS1	0.724435
AC139100.4	2.23013
AC139100.3	0.557075
WASH5P	0.929835
AC008993.2	0
LLNLR-222A1.1	0
AC008993.3	0
FAM138F	0
OR4G3P	0
OR4G1P	0
OR4F17	0
WBP1LP11	0
OR4F8P	0
AC092192.1	0
SEPT14P19	0
CICP19	0
LLNLF-173C4.2	0.101893
LLNLF-173C4.1	0.415438
LINC01002	1.97916
RNU6-1076P	0
CTD-3113P16.11	0.110023
THEG	0.0844638
AC010641.1	0
C2CD4C	0.910435
RNA5SP462	0
ODF3L2	0.103225
MADCAM1	0.951758
AC005775.2	0.596732
GZMM	0.908998
AC009005.2	0.621478
HCN2	1.58633
AC005559.3	0
AC004449.6	0.254924
FGF22	0.643593
AC004156.3	0.0703516
PRSS57	0
RPS2P52	0
MISP	0.221759
AC006273.4	0.148212
LINC01836	0.748011
MIR4745	0
PLPPR3	0.0374635
AZU1	0.0891896
PRTN3	0.0548063
ELANE	1.25682
RNU6-9	0.223499
KISS1R	0.125863
ARID3A	3.56048
AC005391.2	0
LLNLR-260G6.1	0
LLNLR-284B4.2	0
GRIN3B	0.590477
LLNLR-284B4.1	0
RNU6-2	0.461541
HMGB2P1	0.0985605
CBARP	1.84222
AC004221.2	0.252887
CIRBP-AS1	3.54969
EFNA2	0.555011
RPS15P9	0
AC005330.2	0.0351748
AC004623.3	4.32698
LLNLR-307A6.1	1.17655
AC005329.7	1.43771
CTB-25B13.5	0.769549
APC2	0.175765
PCSK4	2.43566
CTB-25B13.9	2.067
PLK5	0.432929
RN7SL477P	0
RNU6-1223P	0.20446
Metazoa_SRP	0
AC005256.1	0.115987
ONECUT3	0.0162236
ATP8B3	0.818748
MIR1909	0
CTB-31O20.4	3.52777
CTB-31O20.6	0
CTB-31O20.8	0.171294
CSNK1G2-AS1	0.12904
LLNLR-304A6.1	0.142012
LLNLR-304A6.2	0.41799
AC007136.1	0
AC004490.1	0.17016
MIR1227	0
AMH	0.767412
MIR4321	0
JSRP1	0.223485
C19orf35	0.290757
LINGO3	0.437371
TMPRSS9	0.301481
MIR7108	0
LINC01775	0.128618
RNU6-993P	0
ELOCP28	0
RN7SL121P	0
CTC-265F19.2	0.0273612
MIR7850	0
CTC-265F19.3	0
CTC-265F19.1	0
AC006538.8	0
DIRAS1	3.33496
AC006538.1	0.317647
ZNF554	4.44335
ZNF555	1.31413
AC006130.3	0
ZNF556	0.759355
AC006130.4	0
AC119403.1	0
AC006277.2	0.987304
ZNF77	3.84009
AC006277.3	0.839065
TLE6	0.660047
AC005262.4	0.453007
AC005264.2	0.215739
S1PR4	2.70714
CELF5	0.0621669
AC010649.1	0
AC007792.1	0.204193
AC005514.2	0
SMIM24	0.0903841
SNORD38	0
AC005786.5	0
AC005786.6	0
AC005786.3	0
GIPC3	2.33514
TBXA2R	1.99071
CACTIN-AS1	0.974604
AC004637.1	0.220178
AC005954.3	0.655015
AC005954.4	0.736858
RAX2	0
AC005777.3	0
MATK	1.18887
ZFR2	0.035317
FTLP5	0
ATCAY	0.0253988
RN7SL202P	0
NMRK2	0.262421
MIR637	2.03931
SNORD37	0
CTD-2622I13.3	0.921193
Metazoa_SRP	0
CREB3L3	0.0439618
ANKRD24	0.572558
EBI3	1.01672
AC005578.3	0
SHD	0.0286686
TMIGD2	0.483223
FSD1	0.441967
AC007292.7	0.142199
AC007292.4	0.420808
EIF1P6	0.451555
AC007292.3	1.14692
AC007292.6	2.89996
CTB-50L17.5	0.270079
MIR4746	0
CTB-50L17.7	2.86795
CTB-50L17.8	4.15001
CTB-50L17.9	2.89779
CTB-50L17.16	0.0749049
PLIN5	2.53228
SEMA6B	4.36687
CTB-50L17.2	0
TNFAIP8L1	4.49111
DPP9-AS1	1.77206
MIR7-3HG	0.0657954
MIR7-3	0
AC005523.3	0.201759
FEM1A	1.20485
CTC-518P12.6	0
ARRDC5	0.218573
UHRF1	4.28358
MIR4747	0
CTC-482H14.5	0
RPL32P34	0.136533
LLNLR-304G9.1	0.274053
ZNRF4	0
SNRPEP4	2.20909
HSD11B1L	3.36732
CATSPERD	0
FUT5	0.210726
AC104532.3	0
AC104532.4	1.91734
CTC-232P5.1	0.201644
RFX2	3.64776
CTC-232P5.3	0
CTC-232P5.4	0.119234
CTB-66B24.1	0
ACSBG2	0.0809404
CTC-503J8.9	0
CTC-503J8.4	0
CTC-503J8.8	0
CTB-180A7.3	0.0830112
PSPN	1.59177
CTB-180A7.6	0.100224
MIR6885	0
MIR6790	0
CTB-180A7.8	0
MIR3940	0
SLC25A41	0.751947
TUBB4A	0.327296
CTD-2396E7.7	0
CLIC4P2	0
Y_RNA	0
CD70	0.446016
RPL7P50	0.0508839
TNFSF14	0.93087
CTD-3128G10.7	0.629143
MIR6791	0
VAV1	3.29819
ADGRE1	0.0729668
CTC-312O10.3	0
CTC-312O10.2	0
Metazoa_SRP	0
ADGRE4P	0.850132
RP11-1137G4.3	0
RP11-1137G4.4	0
RP11-1137G4.5	0
CTB-25J19.1	0
MBD3L5	0
MBD3L4	0
MBD3L2	0
MBD3L3	0
ZNF557	1.91777
CTB-133G6.1	0.199917
CTB-133G6.2	0.305652
PEX11G	4.93142
C19orf45	0.1018
MIR6792	0
PCP2	2.40527
CTD-3214H19.6	1.85605
RPS27AP19	0
RETN	0.182677
MCEMP1	0.228369
FCER2	0.220599
CLEC4G	0.236617
CD209	0.766003
RPL21P129	0
CLEC4M	0.0398858
CLEC4GP1	0.338216
EXOSC3P2	0
PRR36	0.431107
LYPLA2P2	0.0739231
RNA5SP463	0
LRRC8E	1.21284
CTD-3193O13.12	0.0757725
TGFBR3L	0.148719
CTD-3193O13.1	0
CTXN1	3.10586
CTD-3193O13.8	0
CTD-2325M2.1	0.363378
CCL25	0
FBN3	0.0206983
CTD-3020H12.3	0
CTD-3020H12.4	0.214378
CTD-2550O8.7	0.0862537
MIR4999	0
RP11-886P16.6	0
RP11-886P16.10	0.11234
PRAM1	1.15652
MYO1F	3.96755
AC092316.1	0.0998166
AC130469.1	0.298845
AC130469.2	0.227364
LINC01862	0
AC092566.1	0
AC093230.2	0
ACTL9	0
RPL23AP78	0
OR2Z1	0
CTD-2557P19.4	0
CTD-2529P6.3	2.09526
MBD3L1	0
CTD-2529P6.4	0
MUC16	0.014938
BOLA3P2	0
OR1M4P	0
OR1M1	0
OR7G2	0
OR7G1	0
OR7G15P	0
OR7G3	0
ELOCP29	0
OR7D2	0.0520239
OR7E16P	0
OR7E25P	0
OR7D4	0
OR7D1P	0
OR7E24	0
OR7E18P	0
OR7E19P	0
OR7H1P	0
CTC-325H20.4	2.72563
ZNF699	1.14302
ZNF559	2.43561
CTC-325H20.7	0.220186
ZNF177	0.460143
ZNF559-ZNF177	0.213757
CTC-325H20.8	0.261533
ZNF560	0.0160456
CTC-543D15.3	0
CTC-543D15.1	0
CTC-543D15.8	1.12473
ZNF561-AS1	3.02981
RPS4XP22	1.20873
CTD-3116E22.8	0.303514
CTD-3116E22.6	0
CTD-3116E22.7	0.479876
CTD-2623N2.3	3.68139
UBE2L4	0.393228
CTD-2623N2.5	0
SNORA70	0
RPL10P15	0.697867
CTD-2623N2.11	0.0389913
CTD-2553C6.1	0.157509
RDH8	0
C3P1	0.00861183
MIR5589	0
CTD-2240E14.4	0.284269
ANGPTL6	0.427488
SNORD105	0
SNORD105B	0
S1PR2	4.48771
MIR4322	0
CTD-2369P2.5	0.0829213
CTD-2369P2.4	0
CTD-2369P2.8	0
ICAM5	1.15641
ZGLP1	2.05358
AC114271.2	1.3188
ICAM3	1.41328
PDE4A	3.44031
CTC-429L19.3	1.25234
RNU7-140P	0
MIR1238	0
CTC-539A10.7	0
MIR638	0
MIR4748	0
MIR199A1	0
MIR6793	0
C19orf38	0.422329
AC007229.3	0.128034
CTC-215O4.4	0.617741
RN7SL192P	0.596577
uc_338	0
MIR6886	0
SPC24	4.33787
CTC-510F12.2	4.31714
CTC-510F12.3	1.04697
CTC-510F12.7	1.37098
ANGPTL8	0.306131
TSPAN16	0.0429572
CTC-510F12.4	0.0637809
CTD-2342J14.6	1.05612
SWSAP1	3.88014
EPOR	2.49022
RGL3	2.35625
Y_RNA	0
CCDC151	0.248824
ELAVL3	0.0400662
ZNF653	4.1344
MIR7974	0
RN7SL833P	0
CTC-398G3.1	0.211411
CTC-398G3.2	0.278209
ZNF627	4.48271
GAPDHP76	0
ZNF887P	0.743228
HNRNPA1P10	0.967741
ZNF833P	0.83867
CTC-499B15.6	0.186173
CTC-499B15.1	0
ZNF441	2.72806
CTC-499B15.7	0
ZNF491	0.772204
CTC-499B15.8	0.11173
ZNF439	3.74924
AC020951.1	0.376445
ZNF69	0.675456
CTD-2006C1.12	0.634196
ZNF763	1.96744
CTD-2006C1.2	1.63164
RNA5SP464	0
RNA5SP465	0
ZNF878	0.533143
ZNF844	4.02056
RNA5SP466	0
Y_RNA	0
ZNF788	0.711029
ZNF20	2.60554
RSL24D1P8	0.0593206
RNA5SP467	0
CTC-359D24.3	0.795181
ZNF625	0.914857
ZNF136	2.86227
CTD-2666L21.1	0.232399
CTD-2666L21.3	0.267843
CTD-2666L21.2	0.588434
ZNF563	2.53812
ZNF442	0.62278
RPS29P23	0
CTD-3105H18.4	0.539459
ZNF799	2.24462
ZNF443	3.3799
CTD-3105H18.7	0
ZNF709	0.868131
MTND2P40	0
MTCO1P27	0
MTCO2P27	0
MTATP6P27	0
PPIAP20	0
CTD-2192J16.21	0.319731
CTD-2192J16.11	0.108395
PGK1P2	0.162804
ZNF490	1.49822
CTD-2192J16.26	0.840981
CTD-2659N19.11	0
SNORD41	0
CTD-2659N19.4	0
BEST2	0.081156
CTD-2659N19.9	0.0862543
MIR5684	0
RTBDN	0.018947
CTD-2265O21.3	0
MAST1	0.294661
MIR6794	0
CTD-2265O21.7	0
KLF1	0.0597309
RPS6P25	1.2817
SYCE2	1.29704
MIR5695	0
FARSA-AS1	0
MIR6515	0
DAND5	0.133621
CTC-239J10.1	0.0806044
AC007787.2	0.0553183
AC007787.3	0.989834
LYL1	3.41849
AC005546.2	0.287133
CTC-250I14.3	0
RPL12P42	0.345193
CACNA1A	0.188441
CTB-5E10.3	0
CTD-3252C9.2	0.353895
RN7SL619P	0.155347
MIR24-2	0
MIR27A	0
MIR23A	0
NANOS3	0.120022
MIR181C	0
MIR181D	0
C19orf57	3.28568
PODNL1	3.58051
CTB-55O6.13	0.129776
RLN3	0
CTB-55O6.4	0
IL27RA	3.61883
PALM3	0.320554
EEF1DP1	0.658338
C19orf67	0.0821175
CTB-55O6.10	0
CTB-55O6.12	1.94509
RN7SL231P	0
CTD-2189E23.1	0
CTD-2189E23.2	0
LINC01841	0.0284956
LINC01842	0
CTC-548K16.6	0.111194
PTGER1	0.970654
CLEC17A	0.0831198
RN7SL337P	0
RN7SL842P	0
ADGRE3	0.067084
ITGB1P1	0.445453
CTD-3093B17.2	0
ZNF333	2.95616
ADGRE2	0.767638
AC005255.3	0.121682
OR7A5	0
OR7C1	0
OR7A10	0
OR7A8P	0
OR7A2P	0
OR7A17	0
OR7A18P	0
OR7A1P	0
OR7A3P	0
OR7A11P	0
OR7A15P	0
OR7C2	0
SLC1A6	0.0270161
CCDC105	0
CASP14	0.288288
OR1I1	0
AC003956.1	0
OR10B1P	0
RNU6-782P	0
MIR6795	0
AC004257.1	0
AC005776.1	0.113083
LLNLR-246C6.1	0.40653
AC005785.2	1.95454
AC005785.5	1.61599
RASAL3	3.86913
PGLYRP2	0.0207933
CTB-187L3.1	0
CYP4F23P	0.0771759
AD000091.3	0
RPL23AP2	1.19723
AD000091.2	0
CYP4F8	0.0386717
CYP4F10P	0
OR10H2	0
OR10H3	0
CYP4F24P	0.422245
LLNLR-249E10.1	0
OR10H5	0
OR10H1	0
ZNF861P	0
LINC01764	0
UCA1	1.57669
LINC01835	0.595802
CYP4F36P	0
CYP4F2	0.117662
AC005336.5	0.0666294
LLNLF-158E9.1	0.067386
AC005336.4	4.07216
OR10H4	0
CYP4F9P	0
LINC00661	0.00903125
AC114273.3	0
LINC00905	0
SNX33P1	0
LLNLF-136C3.1	0
OR1AB1P	0
LINC01855	0
CTD-2231E14.2	1.60779
CTD-2231E14.5	0
CTD-2231E14.8	0.21355
HSH2D	1.47076
CIB3	0
CTD-2562J15.4	0.122598
Metazoa_SRP	0
CTD-2562J15.6	0
CTD-2013N17.7	0
CTD-2013N17.6	3.90715
CTD-2013N17.1	0.133336
CTD-2013N17.4	0.191551
CALR3	0.017853
C19orf44	3.18886
RN7SL146P	0
CTD-3222D19.12	1.20635
CTD-3222D19.10	0.144961
CTD-3222D19.8	1.39329
CTD-3222D19.9	0.245962
CTD-3222D19.4	0
CTC-429P9.1	0.890737
CTC-429P9.5	3.32947
TMEM38A	2.75671
CTD-2538G9.3	0
NWD1	0.190409
CTD-2538G9.6	0
CTD-2538G9.5	0.528182
F2RL3	1.02379
CPAMD8	0.769834
RN7SL835P	0
RN7SL823P	0
CTD-2528A14.1	0
HAUS8	2.76649
CTD-2528A14.3	0
CTD-2528A14.5	0
CTD-3032J10.2	0
CTD-3032J10.4	0
CTD-3032J10.3	0.104585
USHBP1	1.99345
ANKLE1	0.565626
CTD-2278I10.4	0.771972
CTD-2278I10.1	0.0413486
CTD-2521M24.13	0.077038
BISPR	2.01207
CTD-2521M24.6	3.48694
CTD-2521M24.4	0.284341
TMEM221	0.766563
CTD-2521M24.11	0.0338006
NXNL1	0.0585257
CTD-3131K8.2	1.30839
CTD-3131K8.3	0.416122
FAM129C	0.208659
CTD-3131K8.1	0
UNC13A	0.0829258
CTD-3149D2.3	0
CTD-3149D2.2	0
FCHO1	0.870542
INSL3	0.498257
JAK3	3.9499
SNORA68	2.47468
AC005796.2	0
SLC5A5	0.0436593
KCNN1	0.166024
RNA5SP468	0
CTB-52I2.7	0.293652
CTB-52I2.4	0.301718
CTB-52I2.3	0
RPS18P13	0
IL12RB1	0.498934
MAST3	4.68169
RAB3A	3.06344
AC068499.10	0.0614067
PDE4C	1.60614
KIAA1683	1.2566
MIR3188	0
RPL39P38	0.270803
RN7SL513P	0
PGPEP1	3.74039
GDF15	1.56375
MIR3189	0
LRRC25	1.15674
CTD-3137H5.1	0
CTD-3137H5.4	0
AC005387.3	1.74739
AC005387.2	1.16871
AC005253.2	4.81611
TMEM59L	3.20592
RN7SL155P	0
KLHL26	4.58278
CRTC1	4.43528
CERS1	0.301007
AC005197.2	0
AC005932.1	0.105467
RN7SL70P	0
NCAN	0.0162542
RNU6-1028P	0
LLNLR-259H9.1	0
HAPLN4	0.0785633
TM6SF2	0.25531
CTB-184G21.3	0
MIR640	0
TSSK6	1.53671
CILP2	0.0875751
PBX4	1.53897
PHF5CP	0
AC002306.1	0
CTC-412M14.6	0
CTC-412M14.5	0.0378711
ZNF14	3.48066
CTC-559E9.12	0
CTC-559E9.9	0
LINC00663	0.705585
CTC-559E9.2	0
CTC-559E9.6	0.382305
ZNF506	4.97703
CTC-559E9.5	2.87985
BNIP3P9	0
ZNF253	2.38997
BNIP3P10	0.219302
CTC-559E9.8	0.888905
ZNF93	1.03995
CTC-559E9.13	0
AC007204.2	0
AC007204.3	0
ZNF682	2.50422
AC006539.3	0.179613
AC006539.6	0
BNIP3P13	0
ZNF90	0.966521
AC006539.2	0
CTC-260E6.12	0
CTC-260E6.9	0
BNIP3P15	0
CTC-260E6.6	0.128071
ZNF486	1.63063
BNIP3P16	0.0753773
CTC-260E6.7	0
CTC-260E6.3	0.0411852
CTC-260E6.4	0.708644
BNIP3P17	0.314498
AC078899.4	0
AC078899.1	0.0866872
BNIP3P18	0
AC078899.3	0
BNIP3P19	0
CTC-575C13.3	0
ZNF826P	0.495489
BNIP3P20	0
CTC-575C13.4	0
MIR1270	0
BNIP3P22	0
CTC-513N18.6	0
BNIP3P23	0
ZNF737	1.7103
VN1R78P	0
CTD-2332E11.2	0
ZNF626	1.79791
