Name	Colon - Sigmoid
CTD-2132N18.2	1.49
HSPB9	0.640596
RP11-358B23.1	0
KCNH4	0.189954
HCRT	0.0425804
RP11-358B23.6	0.14612
RP11-358B23.5	0.290586
AC003104.1	0.43215
RP11-358B23.7	0.292408
RNU7-97P	0
MIR548AT	0
RP11-194N12.2	0.136301
RP11-400F19.18	2.40636
MIR5010	0.660128
PTP4A2P1	1.03794
HSD17B1P1	2.97437
HSD17B1	2.75863
RP11-400F19.12	0
ATP5LP7	0
HMGB3P27	0
CCR10	3.21083
CTD-3193K9.4	0.471049
CTD-3193K9.3	2.08296
MIR6780A	0
CTD-3193K9.1	0.0956464
CTD-3193K9.11	1.36567
HMGN2P15	3.75416
RAMP2-AS1	1.86176
WNK4	0.269698
CNTD1	1.82831
MIR6781	0
AOC2	2.57416
AOC4P	4.9188
LINC00671	0.769659
RNU6-287P	0
G6PC	0.0114868
SNORA40	0
BRCA1	2.1118
RPL21P4	0.0861371
CTD-3199J23.6	3.29309
RP11-242D8.2	0
RP11-242D8.3	3.28646
TMEM106A	3.46167
LINC00854	0.716108
RNU2-1	0
U2	0
U2	0
U2	0
U2	0
U2	0
U2	0
U2	0
U2	0
U2	0
U2	0
U2	0
U2	0
CTD-3014M21.1	1.81746
LINC00910	1.056
RNU6-1137P	0
RNU6-470P	0
MIR2117HG	0
RNU6-406P	0
RNU6-971P	0
AC087650.1	0
ETV4	0.809624
RP11-392O1.4	0.201774
Metazoa_SRP	0
CTC-501O10.1	0.0636768
RP11-209M4.1	0
SOST	0
C17orf105	0.0252473
RP5-905N1.2	0
CD300LG	1.82287
RP11-527L4.5	0
FAM215A	0
RP11-527L4.9	0
RP11-527L4.6	0
LINC01976	0
PPY	0
PYY	0.194552
NAGS	0.61967
U3	0.21131
RP11-546M21.6	0
RNU6-131P	0
C17orf53	0.931722
ASB16	3.65587
CTB-175E5.7	0
MIR6782	0
RP5-882C2.2	4.5362
SHC1P2	0
SLC4A1	0.028599
RN7SL507P	0
RUNDC3A-AS1	0.0982519
RNU6-453P	0
RP5-1067M6.3	0
FAM171A2	1.15764
RPL7L1P5	0
ITGA2B	0.901754
RN7SL258P	0
RP11-764D10.2	0.100014
FZD2	2.90557
RP11-1072C15.7	0
SMCO4P1	0
LINC01180	0
MEIOC	0.201536
RP11-1072C15.4	0.267886
RP11-1072C15.6	0.164892
RN7SL819P	0
RP11-1072C15.1	0.0879187
HIGD1B	4.24652
RN7SL405P	0.115564
CCDC103	0
GFAP	0.659743
KIF18B	0.113231
MIR6783	0
CTD-2534I21.8	0
CTD-2534I21.9	0
Y_RNA	0
MIR6784	0
AC142472.6	3.31508
AC002117.1	1.61703
HEXIM2	3.83256
RP13-890H12.2	0.559272
CTD-2020K17.1	2.53435
CTD-2020K17.3	0.739074
CTD-2020K17.4	0.231702
MAP3K14-AS1	2.24918
SPATA32	0.0471287
RNA5SP443	0
CTB-39G8.2	0
CTB-39G8.3	1.8297
AC091132.1	0.176209
LRRC37A4P	1.51147
Metazoa_SRP	0
RP11-798G7.8	0.13063
RP11-798G7.5	0.0915883
RP11-798G7.6	0.168793
RP11-798G7.4	0
DND1P1	0.815352
RP11-707O23.1	0.602736
MAPK8IP1P2	0.0397017
RPS26P8	0.149444
LINC02210	3.75694
RP11-293E1.2	0
RP11-293E1.1	0
CRHR1	0.0615479
MAPT-AS1	0.0505119
SPPL2C	0
MAPT-IT1	0.0652395
RP11-669E14.4	0
Metazoa_SRP	0
STH	0
RP11-669E14.6	3.61192
Y_RNA	0
MAPK8IP1P1	0
RP11-259G18.3	0.0684678
RP11-259G18.1	0.331343
ARL17B	0.811951
LRRC37A	0.666551
RN7SL656P	0
NSFP1	0.148153
RP11-995C19.2	0.195264
LRRC37A2	3.87514
ARL17A	0.959028
RN7SL199P	0
FAM215B	0.0513921
RPS7P11	1.46027
WNT3	1.05915
WNT9B	0.056283
LINC01974	0
RP11-63A1.1	0
RNU6ATAC3P	0
MIR5089	0
RPRML	0.326084
RP11-156P1.3	3.18145
RN7SL270P	0
RP5-867C24.1	0.202194
RP5-867C24.4	0
RP5-867C24.5	0
MYL4	0.489964
RNU7-186P	0
RP11-290H9.5	0.168938
THCAT158	2.52161
EFCAB13	2.84717
CTD-2026D20.2	0.424358
MRPL45P2	2.85189
Y_RNA	0
RP11-580I16.2	0.907854
TBX21	0.257924
LRRC46	0.551609
SP6	0.148036
RP11-6N17.1	0
RP11-6N17.2	0.0569465
SP2-AS1	1.23977
RP11-6N17.3	4.46002
PRR15L	0.525366
RP11-6N17.10	0.7104
MIR152	0
RP5-890E16.2	0.934105
RP5-890E16.5	1.54912
RNU6-1201P	0
SKAP1	0.549015
MIR1203	0
RP11-456D7.1	0
RNU6-1152P	0
THRA1/BTR	0
RP11-433M22.1	0
U3	0
RP11-433M22.2	0
Y_RNA	0
HOXB1	0.07296
HOXB-AS1	3.73813
HOXB-AS2	4.1394
RP11-357H14.16	0.537535
HOXB8	1.02046
HOXB9	0.52342
HOXB-AS4	0
MIR196A1	0
RP11-357H14.17	0.200899
LINC02086	0.110369
CTD-2377D24.2	0
RPL9P28	0.108396
COX6B1P2	0
PRAC1	2.1953
PRAC2	0.737498
HOXB13	1.1699
CTD-2377D24.4	0
TTLL6	0.254277
RN7SL125P	0
SUMO2P17	0.175528
SNORA68	0
RP11-463M16.5	0
RP11-501C14.9	0.116435
AC091133.1	3.21431
RNU1-42P	0
snoU13	0
GIP	0
RP11-501C14.5	0
IGF2BP1	0.0112304
RP11-501C14.6	0
Metazoa_SRP	0
RNU6-826P	0
RP11-501C14.7	0
B4GALNT2P1	0
B4GALNT2	0.0107442
RP11-708H21.1	0
GNGT2	0.821692
PHOSPHO1	0.429035
FLJ40194	0.0271859
MIR6129	0
RP11-1079K10.3	0.73136
RP11-81K2.1	0.760043
RP11-1079K10.2	0.767919
RP11-1079K10.1	0
Y_RNA	0
EIF4EP2	0.280193
LINC02075	0
RP11-81K2.2	0.101428
RP5-1029K10.2	0.2457
MIR6165	0
RP5-1029K10.4	0.0719709
RP11-613C6.2	0.103203
RP11-613C6.4	0
RP11-304F15.7	0
TAC4	0.301503
RP11-304F15.3	0.950744
RP11-304F15.4	0
RP11-304F15.6	0
RP11-304F15.5	0
RNU6-1313P	0
DLX4	0.121361
DLX3	0.177823
RP11-1094H24.3	0
RP11-1094H24.4	0.541017
RP5-875H18.9	0.0936972
RP5-875H18.10	0.592259
RP5-875H18.4	0.371177
SAMD14	1.81273
AC002401.1	0.107868
RP11-893F2.13	1.54733
RP11-893F2.14	1.10661
HILS1	2.87375
RP11-893F2.5	0.297814
RP11-893F2.15	0.106629
LINC01969	0
SUMO2P7	0
TMEM92	0.216353
TMEM92-AS1	1.31593
RP11-893F2.18	0.963713
EME1	0.521104
Y_RNA	0
RP1-117B12.4	0
MRPS21P9	0
CHAD	0.800114
RP11-94C24.13	0.045362
RP11-94C24.6	0.538001
MYCBPAP	0.753234
EPN3	0.309015
RP11-94C24.8	0.884382
CACNA1G-AS1	0.154839
CACNA1G	0.582396
RP11-94C24.11	0
CTB-22K21.2	0
ABCC3	1.59516
Y_RNA	0
RP11-294J22.7	0.139569
LINC00483	0.056028
MIR8059	0
RP11-294J22.5	0
WFIKKN2	1.52772
RPL5P33	0
TOB1-AS1	3.41763
RP11-700H6.4	2.12314
RP11-700H6.1	0.0888493
RP11-700H6.2	0
RP11-481C4.1	0
RP11-481C4.2	1.99125
RP11-421E14.2	0.0362346
LINC02071	0
RP11-1018N14.3	0
RP11-1018N14.4	0
LINC02072	0
LINC02073	0
RPL7P48	0
CA10	0.381782
CTB-43I4.1	0
LINC01982	0
LINC02089	0
C17orf112	0
MTCO1P40	2.50171
RP11-146P2.1	0
CTD-2535P7.1	0
CTD-2535P7.2	0
RP11-312B18.1	0
RPS2P48	0.0797285
KIF2B	0
RP11-618P13.1	0
ISCA1P3	0
RP11-372K20.1	0
ARL2BPP8	0
RN7SKP14	0
RP11-257O5.4	0.261729
STXBP4	2.38953
RP11-515O17.2	0.105487
RP11-515O17.3	0
RP11-515E23.1	0
CTD-2033D24.2	0
GARSP1	0
RNU6-1249P	0
RP11-763E3.1	0
ANKFN1	0.0441444
RP11-502F1.2	0
RP11-502F1.1	0
RPL39P33	0
NOG	0.438399
C17orf67	2.84447
RP11-347L15.1	0.430486
RNU6-1158P	0
RP11-670E13.3	0
RP11-670E13.6	1.64033
RP5-1107A17.3	0.219904
RP5-1107A17.2	0
RP5-1107A17.4	0.388655
RNF126P1	0.318408
RP11-166P13.3	4.35306
RP11-166P13.4	0.712106
RP11-426D19.1	0.094827
RP11-226M10.3	0.0403202
RP11-118E18.2	0
RP11-118E18.1	0
RP11-118E18.4	0
RN7SL449P	0
RNU7-134P	0
CCDC182	0
RP11-60A24.3	0.57068
RN7SKP94	0
RP11-343K8.3	0
RP11-159D12.11	1.2474
RP11-159D12.3	0.11751
RP11-159D12.6	2.24747
RP11-159D12.10	0
OR4D1	0
MSX2P1	0
OR4D2	0
EPX	0.198272
RP11-506H21.5	1.12119
LPO	0
MPO	0.301187
TSPOAP1-AS1	1.40216
RP5-1171I10.5	0.497205
MIR4736	0
RNF43	0.390021
HSF5	0.0283017
SETP3	0.0478576
SEPT4-AS1	0.214089
C17orf47	0
TEX14	0.396646
U3	0
CTD-2200P10.1	0
RNU1-108P	0
CTD-2200P10.3	0
RNU1-52P	0
RNU1-85P	0
RP11-579A4.1	0
PPM1E	0.286837
Metazoa_SRP	0
RNU6-518P	0
RP11-579O24.1	0
Metazoa_SRP	0
RP11-579O24.3	0
RN7SL716P	0
AC099850.1	2.09957
RNU2-58P	0
MIR454	0
MIR301A	0
PRR11	0.489862
SPDYE22P	0
CTD-2510F5.4	0.436245
GDPD1	1.14116
Y_RNA	0
SNRPGP17	0
RP11-567L7.3	0
MIR4729	0
RP11-567L7.5	0
LINC01476	0
RNU4-13P	0
RP11-758H9.2	3.15665
RP11-619I22.1	0
MIR21	0
RNU6-450P	0
NDUFB8P2	0.393869
RPS29P21	0
RP11-178C3.2	0.313535
DHX40P1	0.0528579
TBC1D3P1	0
RP11-178C3.7	0
RP11-178C3.8	0
MIR4737	0
RP11-178C3.6	0
CTD-2319I12.2	0.34567
WFDC21P	0.908333
CTD-2319I12.10	0.203504
CTD-2319I12.3	0.0479082
CTD-2319I12.9	0
CTD-2319I12.4	2.33944
CTD-2319I12.5	0
CA4	2.62487
FAM106DP	0
SCARNA20	0
RP11-3K24.1	0.138268
RP11-3K24.3	0
RP11-3K24.2	0
C17orf64	0.0452665
RPL12P38	0.0768454
RP11-15E18.5	0
RP11-15E18.1	0.130598
RP11-15E18.3	0
LINC01999	0
RPSAP66	0
RNU6-623P	0
RN7SL606P	0
AC111155.1	0
Y_RNA	0
KRT18P61	0
HMGN1P28	0
RN7SL448P	0
RP11-264B14.1	0.233054
RP11-264B14.2	0
RPL23AP74	0.479014
RP11-136H19.1	0.164605
RP11-332H18.7	0
RP11-332H18.5	0.189195
RP11-332H18.3	0.601783
TBX2-AS1	2.76012
C17orf82	0.277669
TBX4	0.0282698
RP11-15K2.2	0
NACA2	0.699569
BRIP1	0.110045
Y_RNA	0
RP11-342K2.1	0.491887
Y_RNA	0
Y_RNA	0
POLRMTP1	0.522478
RP11-51L5.3	0
RP11-51L5.4	0
TBC1D3P2	0
RP11-51L5.5	0
RP11-51L5.1	0
EFCAB3	0
RP11-51L5.2	0
RNU7-52P	0
RPS23P7	0
RP11-464D20.2	0.994743
RP11-464D20.6	0.0525661
CTD-3035K23.6	0.237877
Y_RNA	0
CTD-3035K23.3	1.0906
RNU6-446P	0
RP11-156L14.1	0.338223
MARCH10	0.376861
RP11-453A12.1	0
PRELID3BP3	0
RP11-180P8.1	0.0413336
MIR633	0
TRMT112P3	0
RP11-180P8.3	0
RP11-180P8.4	0
RP11-180P8.5	0
RP11-556O9.4	0
RP11-556O9.2	0
RP11-556O9.3	0
AC037445.1	0
RP11-269G24.2	0
RP11-269G24.8	0
AC015923.1	0
RP11-269G24.3	0.0684445
RP11-269G24.7	0
RP11-269G24.4	0
RP11-269G24.6	0
CTD-2501B8.5	0
ACE	3.99575
ACE3P	0
KCNH6	0.0473937
RNU6-288P	0
RP11-51F16.9	1.51338
EEF1DP7	0.127841
RP11-51F16.1	1.00455
TCAM1P	0.131808
CSH2	0
GH2	0
RP11-630H24.3	0
CSH1	0
RP11-630H24.4	0
CSHL1	0
GH1	0.356521
CD79B	3.0185
SCN4A	1.63018
CTC-264K15.6	0.55338
PRR29-AS1	0.0610209
PRR29	1.04214
ERN1	4.87412
SNHG25	3.61519
SNORD104	0
RPL31P57	0
Y_RNA	0
MIR1273E	0
MILR1	1.9299
ATP5J2P4	0.169994
MIR3064	0.835666
MIR5047	0.688488
RP11-87N3.6	0.235572
MINOS1P2	0.157142
RP11-927P21.4	3.32385
RNU7-115P	0
RP11-927P21.7	0
LRRC37A3	2.0258
RN7SL404P	0
RP11-927P21.8	0
RP11-927P21.1	0.969368
RP11-927P21.2	0.199656
RP11-927P21.12	0
RP11-583F2.1	0.413262
RP11-927P21.6	0
RP11-927P21.11	0
RP11-583F2.2	0.297084
RP11-583F2.6	0.373467
SLC16A6P1	1.04728
RP11-583F2.5	0
RP11-169I9.2	0
CRAT40	0
GS1-531I17.3	0
GS1-531I17.2	0
PSMD7P1	0
APOH	0.513121
RNA5SP444	0
RP11-4F22.3	0
RN7SL735P	0
PRKCA-AS1	0
RNU6-928P	0
RNA5SP445	0
AC006947.1	0
MIR634	0
CACNG5	0
RNA5SP446	0
CACNG4	0.831719
RP11-349A8.3	0
CACNG1	0.0578624
RP11-401F2.4	0
RPL36AP48	0
RP11-401F2.3	0.204432
RNA5SP447	0
SNORA8	0
RP11-401F2.2	0
Y_RNA	0
RN7SL756P	0
CTD-2653B5.1	0
RP11-360N9.2	0.0498746
RP11-360N9.3	0
SNORA38B	0
RPSAP67	0
RPL17P41	0
RP11-855A2.3	0.151191
RP11-855A2.1	0.0896753
RP11-855A2.2	0.400948
RN7SL622P	0
FBXO36P1	0
AC145343.2	0.47615
LRRC37A16P	2.16366
RP11-147L13.7	0.275724
RP11-147L13.14	1.34234
RP11-147L13.8	0.978608
LOC440461	0.194339
RP11-147L13.2	0.542457
ARSG	2.08776
SLC16A6	0.288378
RP11-120M18.2	0.504008
MIR635	0.882061
FAM20A	3.1725
RP11-120M18.5	0
LINC01482	0
RP11-118B18.3	0
RP11-118B18.2	0
ABCA9-AS1	0.102717
LOC100421166	1.52108
MIR4524B	0
ABCA10	4.01529
PRO1804	0.0292105
SNRPGP4	0.91929
SNORA40	0
MAP2K6	1.28822
CTD-3022L24.1	0.0383907
RP1-193H18.3	1.75679
RP1-193H18.2	3.15201
LINC01483	0
RP1-200G19.1	0
LINC01497	0.0575079
Y_RNA	0
AC002539.1	0
LINC01028	0
KCNJ16	0.0515678
KCNJ2-AS1	0.578135
KCNJ2	0.747721
CALM2P1	0
CTD-2378E21.1	0
RP11-1058G23.1	0
RP11-238F2.1	0
RP11-1003J3.1	0
CASC17	0
RNU7-155P	0
AC118653.2	0
MYL6P5	0.311905
RP11-465C12.1	0
LINC02095	0
LINC01152	0.0297687
SOX9-AS1	0.0783316
LINC02097	0.0208369
SOX9	1.03744
LINC00511	0.633477
LINC02003	0
RP11-57A1.1	0
RPL32P33	0
CTD-3010D24.3	0
SLC39A11	2.91575
RN7SKP180	0
SCARNA24	0.29268
RP11-171G2.1	0
RP11-766H1.1	0
POLR3KP2	0
SSTR2	0.736113
RP11-143K11.7	1.65852
RP11-661C3.2	0.315683
CPSF4L	0.0879343
SDK2	1.06244
RP11-449L23.2	0.0341323
RP11-277J6.2	0
RP11-277J6.3	0
CTD-2532D12.4	0
LINC00469	0
LINC02092	0
CTD-2532D12.5	0
CTD-2582D11.1	0
LINC02074	0
MGC16275	0.739201
CTD-2514K5.4	0
DNAI2	0.0333129
RP11-647F2.2	0
KIF19	0.819233
BTBD17	0.0255294
GPR142	0.0950017
RNA5SP448	0
CD300A	2.73545
CD300LB	0.365712
CD300C	1.08415
AC079325.5	0
CD300LD	0
C17orf77	0
CTD-2006K23.1	0.0515355
CD300E	0.798409
RAB37	1.43161
CTD-2006K23.2	0
CD300LF	0.481094
RP11-452I5.2	0
GRIN2C	1.09062
FADS6	0.0501109
USH1G	0.0245006
OTOP2	0.0450553
OTOP3	0
HID1-AS1	0.839975
RNU6-362P	0
RN7SL573P	2.73335
RP11-1112G13.3	0
TRIM80P	0.0572324
Y_RNA	0
RP11-649A18.3	0.140757
RP11-649A18.5	0.124734
RP11-649A18.4	0.0935228
RP11-649A18.12	0.712454
AC011933.2	0.110004
RP11-16C1.3	0
RP11-16C1.2	0.0237361
RP11-16C1.1	0.132386
MIR3678	0
RNU6-938P	0
Y_RNA	0
MIR6785	0
LLGL2	2.80043
SMIM5	4.3332
SMIM6	0.18231
RP11-474I11.8	0
RP11-474I11.7	0
MIR4738	0
RP11-552F3.4	0.830436
RP11-552F3.9	2.64018
RP11-552F3.10	2.81204
ZACN	3.82566
MIR6868	0
FOXJ1	0.0534307
RNF157-AS1	0.182922
RNF157	4.33337
ATP5LP6	0
ATF4P3	0.912021
QRICH2	3.02831
Y_RNA	0
RNU6-24P	0
RP11-794C22.2	0
RPL7P49	0
AANAT	0.144
PRCD	2.11551
RP11-666A8.7	2.08934
RP11-666A8.8	1.2943
RP11-666A8.12	1.75478
SNORD1B	0
RP11-666A8.13	1.91287
RP11-666A8.9	2.27961
RP11-666A8.11	0
ST6GALNAC1	2.47229
RNU6-227P	0
RP11-318A15.2	0.227397
RNY4P36	0
RP11-318A15.8	1.12796
uc_338	0
RNU6-97P	0
LINC02080	0.150308
LINC00868	0
MGAT5B	0.453048
RP11-87G24.3	0
RP11-87G24.6	0
RP11-87G24.2	0
Metazoa_SRP	0
RNU4-47P	0
CYCSP40	0.223764
RP11-285E9.6	0
RP11-285E9.5	0
RP11-936I5.1	0.322962
MIR4316	0
Y_RNA	0
RP11-75C10.6	0.426764
RP11-75C10.7	0
RP11-75C10.9	0.0869759
RP11-13K12.2	0
RP11-13K12.1	1.29059
RP11-13K12.5	2.23589
RP11-13K12.6	0
LINC01987	0.178592
LINC01973	0
RNU1-80P	0
RP11-637C24.5	0
UBE2V2P2	0
RNU6-625P	0
TMC8	3.33523
C17orf99	0.016794
EIF5AP2	0.0313294
TK1	4.2501
RP11-219G17.6	0
BIRC5	0.220233
TMEM235	0.0129493
RP11-219G17.9	0
THA1P	0.0849014
RP11-219G17.8	0
LINC01993	0.0205849
AC061992.2	0.238077
RP11-806H10.4	0.210732
RN7SL236P	0
SNORA30	0
DNAH17	0.601839
DNAH17-AS1	0
RP11-559N14.6	0
RN7SL454P	0
LINC02081	0
CTD-2357A8.2	0.10012
RNU6-638P	0
RPL9P29	1.67982
CEP295NL	0.221972
CTD-2373H9.3	0.116582
CTD-2373H9.5	0.109909
C1QTNF1-AS1	0.11641
RP11-398J5.1	0
CH17-351M24.1	0.0549146
MIR4739	0
LINC02078	0.241121
ENPP7	0
CBX2	0.723501
CBX8	1.5876
RP11-353N14.1	0
LINC01977	0.0566746
RP11-353N14.3	0
LINC01979	0.0648453
LINC01978	0.140062
RP11-353N14.7	0
CTD-2529O21.1	0
CTD-2529O21.2	0
CCDC40	3.59288
MIR1268B	0
RP11-334C17.3	0.701191
RP11-334C17.6	0.623842
CARD14	0.458425
RP11-334C17.5	3.66077
CTD-2047H16.2	0.112827
CTD-2047H16.5	0.579441
CTD-2047H16.3	0.245495
CTD-2047H16.4	2.19741
MIR4730	0
CTD-2526A2.2	0.391037
CTD-2526A2.4	0.044636
CTD-2526A2.5	0
CTD-2526A2.6	0
RPL32P31	0
RPL31P7	0
RP11-28G8.1	0.0259952
CTD-2561B21.4	0.415004
CTD-2561B21.3	0.309879
CTD-2561B21.5	0.129757
RPL12P37	0
CTD-2561B21.8	1.37842
CTD-2561B21.11	0.926595
CTD-2561B21.10	0.553023
MIR657	0
MIR3065	0
MIR1250	0
RP11-149I9.2	0.0754495
AATK-AS1	0
RP11-455O6.2	0.566691
AC027601.1	1.15825
RP11-455O6.8	1.8718
RP11-455O6.5	0.268468
LINC00482	0.978524
TMEM105	0.0346792
RP11-455O6.9	1.61072
RP11-1055B8.9	3.27571
RP11-1055B8.2	0
RP11-1055B8.3	0.920817
RP11-1055B8.10	0.182906
RP11-1055B8.1	0.442344
MIR4740	0
MIR3186	0
LINC01971	0
RP13-766D20.1	0
RP13-766D20.2	0.483751
FSCN2	0.67
Y_RNA	0
TSPAN10	0.410071
PDE6G	0.229044
MIR6786	0
RP13-1032I1.11	2.84867
SLC25A10	4.02483
GCGR	1.32154
PPP1R27	0.139762
RP11-498C9.4	1.55326
RP11-498C9.15	1.31322
RP11-498C9.12	0.354842
MAFG-AS1	1.33245
PYCR1	3.12432
MYADML2	0.0775825
AC137723.5	0
NOTUM	0.0503084
RP11-498C9.17	0
RAC3	3.61465
RP11-1182P23.5	0.368003
RP13-650J16.1	0.399611
RP11-1376P16.1	0.118899
RP13-516M14.2	0.65565
MIR6787	0
RP13-516M14.8	2.63829
LINC01970	0.175279
CD7	2.1218
TEX19	0
UTS2R	0.0188944
RP13-20L14.1	0.868646
RP13-20L14.4	0.226264
Y_RNA	0
HEXDC-IT1	0.787744
RP13-20L14.6	0.738499
RP13-20L14.10	2.18785
RP13-991F5.2	0.119507
NARF-IT1	1.97589
RP13-638C3.6	0.717337
RP13-638C3.2	1.00002
RP13-638C3.3	0.987013
RP13-638C3.5	0.176933
MIR4525	0
RP11-388C12.1	0.228397
RP11-388C12.5	0.731297
RP11-388C12.8	2.80509
RP11-567O16.1	0
ZNF750	0.23335
RP11-497H17.1	1.45842
B3GNTL1	2.01067
RP11-1197K16.2	0
AC144831.3	2.73517
AC144831.1	2.30285
AC139099.7	0
AC139099.4	0.0569241
AC139099.6	0
AC139099.5	0.0390744
RPL23AP87	0.062622
AP005530.1	0
AP005530.2	0
FAM166AP6	0
TUBB8P12	0
RP11-683L23.7	0
IL9RP4	0
RP11-683L23.6	0
ROCK1P1	1.02472
MIR8078	0
RP11-705O1.8	0.160627
RP11-720L2.4	0
RP11-720L2.2	0
LINC01925	0
CETN1	0
RN7SKP146	0
CLUL1	0.0423471
TYMSOS	0.387307
RP11-806L2.2	0.0422085
RP11-806L2.5	0
TYMS	2.31006
RP11-806L2.6	0.898942
RP11-769O8.1	0.241435
RP11-769O8.3	0.269436
RNU1-109P	0
RP11-672L10.6	1.68081
BOLA2P1	0
RP11-672L10.5	0
RP11-672L10.3	0
RP11-672L10.2	0.356165
ADCYAP1	2.89617
LINC01904	0
RP11-689C9.1	0
RP11-78F17.1	0
RP11-78F17.3	0
COX6CP3	0
LINC00470	0.0294541
RN7SKP72	0
RP11-288C17.3	0
RP11-288C17.1	0
RP11-476K15.1	0
CTD-2015H3.2	0
CTD-2015H3.1	0
RP11-161I6.2	0
CTD-2533G20.1	0
snoU109	0
RP11-715F3.2	0.402089
RP11-715F3.1	0
NDC80	0.446427
KATNBL1P3	0
Y_RNA	0
RNU6-340P	0
CBX3P2	1.27378
RP11-703M24.5	0
Y_RNA	0.321631
EMILIN2	4.10583
RP11-737O24.5	0.608891
RP11-737O24.3	0.0801881
RP11-737O24.2	0
RP11-737O24.1	0
SNRPCP4	0
RP11-193E15.4	0.120956
SNORA70	0
RNU7-25P	0
RP13-270P17.2	1.40324
RP13-270P17.1	0.324194
RP11-838N2.5	0.252237
LINC01895	0
RPL31P59	0
IGLJCOR18	0
RPL21P127	0
BOD1P1	0
GAPLINC	0.0813222
DLGAP1	0.175207
RN7SL39P	0
RP11-710M11.1	0
DLGAP1-AS2	2.49239
RP11-874J12.4	0
RP11-874J12.3	0
DLGAP1-AS3	0
MIR6718	0
RNU6-831P	0
DLGAP1-AS4	0
GAPDHP66	0
DLGAP1-AS5	0
RP11-138C24.2	0
RP11-183C12.1	0
RP11-172F10.1	0
PPIAP14	0
LINC01892	0
BOD1P2	0
AKAIN1	0
RP11-190I17.2	0
RP11-835E18.5	0
LINC00526	4.88603
CTD-3096M3.1	0
CTD-3096M3.2	0.141434
RP11-286N3.1	0
RP11-286N3.2	0
MIR3976HG	0
MIR3976	0
TMEM200C	0.448861
RP11-945C19.4	0
L3MBTL4	1.17534
RP11-793A3.1	0
RNU5F-3P	0
RP11-793A3.2	0.0442456
L3MBTL4-AS1	0.0459938
MIR4317	0
RP11-637N19.1	0
RNU6-349P	0
CTD-2124B20.2	0
LINC01387	0
CTD-2124B20.3	0
RN7SL282P	0
RP11-91I8.1	0
RP11-91I8.2	0.0531997
RP11-91I8.3	0
ARHGAP28	1.11185
RP11-146G7.2	0
LINC00668	0.0229281
SCML2P1	0
RNU6-916P	0
LAMA1	0.324649
RP11-781P6.1	0.0436722
RP11-76K13.3	0
SLC25A51P2	0
LRRC30	0
SNORA48	0
RP11-678G15.2	0
RP11-678G15.1	0
U3	0
RP11-376P6.3	0.171732
RP11-789C17.3	0
RP11-789C17.1	2.1485
RP11-789C17.5	0.360377
RFWD2P1	0
RN7SL50P	0
THEMIS3P	0
AKR1B1P6	0
RP11-661O13.1	1.22314
TOMM20P3	0
GACAT2	2.41359
Y_RNA	0
RP11-674N23.4	0.697575
RPS4XP19	0
RP11-143J12.3	0.769736
NDUFV2-AS1	2.60094
Y_RNA	0
Y_RNA	0
RP11-888D10.4	2.65314
RP11-888D10.3	1.39589
RP11-61L19.2	0.160179
RP11-61L19.1	0.0308783
RP11-881L2.1	0.0800292
PPP4R1-AS1	0.437717
RNU6-903P	0
KRT18P8	0
RP11-692N5.2	0.117642
ZNF415P1	0
RN7SL862P	0.115229
RNA5SP449	0.34808
PIGPP4	0
TXNDC2	0.0810331
RP11-474N24.6	0.302278
RNA5SP450	0
RP11-419J16.1	0
RP11-138E9.2	0
RP11-243E13.2	0
LINC01254	0
RP11-883A18.3	0
LINC01887	0
RP11-856M7.7	0
CCDC58P1	0
RP11-856M7.4	0
RP11-856M7.8	0
PMM2P1	0
RP11-856M7.1	0
PIEZO2	4.97428
RP11-856M7.2	0.211711
RP11-21G15.1	0.0680193
MIR6788	0
RP11-513M1.1	0
RP11-93H10.1	0
RP11-128P17.2	0
RP11-128P17.4	0
RP11-128P17.3	0
LINC01928	0
LINC01255	0
RP11-712C7.2	0
SLC35G4	0
RP11-677O4.5	0
NPIPB1P	0.114442
RP11-677O4.6	0
RP11-677O4.4	0
MIR7153	0
RP11-677O4.2	0
ASNSP6	0
RP11-78A19.2	0
RP11-78A19.4	0
RP11-820I16.1	0.324853
RP11-820I16.2	0
RP11-820I16.3	0
RP11-703I16.1	2.37197
RP11-703I16.3	0
RP11-703I16.2	0
AP002414.1	0
RP11-815J4.7	0.166246
RP11-815J4.6	0.0606858
RP11-815J4.1	0
RP11-815J4.5	0
ANKRD62	0
RNU6-324P	0
SDHDP1	0
RP11-64C12.7	0
RP11-64C12.5	0
RP11-64C12.4	0
RP11-64C12.3	0
CCDC58P3	0
RP11-64C12.6	0
RP11-64C12.9	0
CIDEA	0.170031
RP11-64C12.1	1.02927
RP11-64C12.8	0.857645
RNU6-170P	0
RNU7-129P	0
RP11-861E21.1	2.62304
RP11-861E21.2	2.31185
RP11-861E21.3	0.633244
CEP76	1.94193
RP11-973H7.3	2.25617
RP11-973H7.5	0
LINC01882	0
Y_RNA	0
RP11-973H7.1	0.578588
STK25P1	0
EIF4A2P1	0.0883021
RP11-773H22.4	0.511092
RP11-807E13.3	0
RP11-807E13.2	0
RP11-794M8.2	0
RP11-794M8.1	0
LDLRAD4	4.3138
RP11-756J15.3	0
C18orf15	0
RP11-756J15.2	0.101491
RP11-691H4.3	0
LDLRAD4-AS1	0.154186
MIR5190	0
RP11-691H4.4	0
