Name	Brain - Substantia nigra
RP11-356C4.3	0
RP11-356C4.5	0.160718
RNU6-355P	0
LINC02193	0.206361
RP11-356C4.6	0
RP11-1228E12.1	0.0327673
RP11-1228E12.2	0
U6	0
SCGB1C2	0
LINC02091	0.162315
RPH3AL	1.11599
RP11-1260E13.1	0
RP11-1260E13.4	0.648892
RP11-1260E13.3	0
RP11-1260E13.2	0
AC108004.3	0
C17orf97	2.54804
RP5-1029F21.3	0.152396
VPS53	4.68365
RP5-1029F21.4	0
RP5-1029F21.2	0.188654
RP11-411G7.2	0
RPS4XP17	0.0943831
FAM57A	3.82609
GEMIN4	1.73171
DBIL5P	0.473728
RP11-676J12.4	0.205484
RP11-676J12.8	0.0987053
RP11-676J12.9	0.230394
NXN	4.94225
RP11-676J12.6	0
RP11-676J12.7	0.0802183
RP11-356I18.1	0
MIR3183	0
Metazoa_SRP	0
RP11-216P6.2	0
AC016292.1	0
AC144836.1	0
BHLHA9	0.0919106
TUSC5	0.0302522
RP11-818O24.2	0
RP11-818O24.3	0.141537
RN7SL105P	0
SCARF1	4.40156
RP11-961A15.3	0.370667
TLCD2	0.541441
MIR22HG	4.15246
WDR81	4.21529
SERPINF2	1.04796
SERPINF1	4.95208
SMYD4	2.71236
AC016292.3	0.189362
RTN4RL1	0.861054
CTD-2545H1.2	0
AC099684.1	0
CTD-2545H1.1	0
RP11-667K14.3	2.10379
MIR132	0
MIR212	0
HIC1	1.88243
SMG6	4.52701
RP11-667K14.14	0
RP11-667K14.5	0
RP11-667K14.13	0
RP11-667K14.10	0
RP11-667K14.9	0
RP11-667K14.8	0
RN7SL624P	0
AC090617.1	0
AC130689.5	0
AL450226.2	0
SMG6-IT1	0
RP5-1037N22.2	0
SRR	3.85519
HNRNPA1P16	1.28231
SNORD91B	0
SNORD91A	0
RP1-59D14.10	0
RP1-59D14.5	2.02013
MNT	4.81503
METTL16	4.47354
RP1-59D14.9	0
RP1-59D14.8	0
RN7SL33P	0
EIF4A1P9	0
SAMD11P1	0
RP11-135N5.3	0.0549969
RN7SL608P	0.847175
RP11-74E22.6	0.403473
MIR6776	0
RP11-74E22.3	1.04469
CCDC92B	2.07186
CTD-3060P21.1	0
OR1D5	0
OR1D2	0
OR1E3	0
OR1G1	0
CTD-2309O5.3	0
OR1P1	0
OR1A2	0
OR1A1	0
OR1D4	0
OR1D3P	0
OR3A2	0.136178
RP11-64J4.2	0.108172
OR3A1	0.0257939
OR3A4P	0
OR3A5P	0
OR1AC1P	0
OR1R1P	0
OR1E1	0.0456658
OR3A3	0.0582005
OR1E2	0
RP11-147K16.3	0.108876
SPATA22	0.412467
TRPV3	2.74527
RP11-235E17.3	0.0473206
RP11-235E17.4	0.164804
SHPK	4.03058
RP11-235E17.5	0
RP11-235E17.6	2.05947
RP11-48B14.1	0.716808
P2RX5	2.10598
CTD-3195I5.3	0.578841
GSG2	0.0525396
CTD-3195I5.4	0
P2RX1	0.768265
LINC01975	0
RNA5SP434	0
Y_RNA	0
RYKP1	0.0436936
RP11-104O19.4	1.84963
MFSD1P1	0.356796
RN7SL774P	0
SPNS3	0.783681
RP13-580F15.2	0.0779743
AC118754.4	0.297174
GGT6	0.0146389
RP11-141J13.3	0
TXNP4	0
SMTNL2	0.328577
LINC01996	0
RNU6-955P	0
ALOX15	0.0553071
AC091153.4	0.0765353
RP11-314A20.2	0.640332
RP11-314A20.1	1.07713
RP11-314A20.5	0
ZMYND15	2.20013
TM4SF5	0
VMO1	2.61454
RP11-81A22.4	4.36335
GLTPD2	1.19616
RP11-81A22.5	3.87089
ATP6V0CP1	0
RN7SL784P	0
CHRNE	0.60709
C17orf107	0.496435
GP1BA	0.240173
ENO3	2.1651
RP5-1050D4.3	0
MIR6864	0
MIR6865	0
RP5-1050D4.2	0
RP5-1050D4.4	0
RP5-1050D4.5	0.873748
INCA1	2.59009
AC109333.10	0.472572
SLC52A1	0.0441826
RP11-46I8.1	0
RP11-46I8.3	0.132973
ZFP3	3.07905
ZNF232	3.37211
AC012146.7	4.22079
USP6	0.348534
RP11-46I8.4	0
ZNF594	2.3902
RP11-333E1.1	0.890275
SCIMP	0.381924
RP11-333E1.2	0.685684
RP11-420A6.2	0.118861
DHX33	4.27937
CTC-524C5.5	0
RP11-807C20.2	0
CTB-162E12.1	0
RP11-960B9.2	0
RNU6-1264P	0
BTF3P14	0
AIPL1	0.0307159
RP11-636N17.1	0
FAM64A	0.0774917
PITPNM3	3.32097
Metazoa_SRP	0
KIAA0753	3.20961
RNA5SP435	0
CTC-281F24.5	0.200495
C17orf100	3.32448
CTC-281F24.1	0.253314
MIR4520-1	0
CTC-281F24.3	0.306797
SLC13A5	2.29165
CTC-281F24.2	0
RPL23AP73	0
XAF1	4.28981
PRAL	0.342919
FBXO39	0.0428178
TEKT1	0.354042
ALOX12P2	0.253941
ALOX12-AS1	2.89716
RP11-530N7.2	0.115144
RP11-530N7.3	0.070991
RP11-589P10.5	2.96095
ALOX12	0.354013
MIR497HG	3.46994
BCL6B	2.46672
SLC16A13	0.480015
SLC16A11	1.74189
CTD-2545G14.2	0
CLEC10A	0.0710957
ASGR2	0.226128
RPL7AP64	0
ASGR1	1.27231
CTD-2545G14.4	0.807531
MIR324	0.296665
CTD-2545G14.6	0.326959
CLDN7	0.372942
Y_RNA	0
SLC2A4	1.93054
RP1-4G17.2	0
YBX2	0.563869
AC026954.6	0.0432256
ACAP1	2.41688
KCTD11	4.41182
TMEM95	0.022521
TNK1	0.301332
SPEM1	0
C17orf74	0.0378384
RP11-104H15.12	0.00829785
TMEM102	1.30598
SLC35G6	0.039228
Y_RNA	0
RP11-186B7.7	0.895775
SNORA48	1.09342
SNORD10	3.11522
SHBG	0.647346
TP53	3.89352
RP11-199F11.2	1.90266
WRAP53	2.12478
EFNB3	3.38224
DNAH2	0.101876
RPL29P2	0
KDM6B	3.93115
CYB5D1	2.05965
RP11-1099M24.6	0.270405
SCARNA21	0
AC025335.1	2.68333
KCNAB3	1.91844
RP11-1099M24.8	0
GUCY2D	0.1077
RP11-1099M24.9	0.0380571
ALOX15B	0.239198
RP11-599B13.3	0
RP11-599B13.9	0.0171927
ALOX12B	0.264213
AC129492.6	0.0921953
MIR4314	0
ALOXE3	0.180469
HES7	0.205442
MIR6883	0
TMEM107	3.83352
RP11-599B13.7	0.0678693
MIR4521	0
RP11-599B13.8	0
AURKB	0.0592746
LINC00324	0.555645
CTC1	4.23827
PFAS	2.80775
RP11-849F2.9	0.799053
SLC25A35	2.88794
RP11-849F2.10	0
ARHGEF15	2.59222
AC135178.7	0.104537
SNORA69	0
RP11-849F2.4	0.100605
ODF4	0
RP11-849F2.5	0.112877
KRBA2	1.23768
RNF222	0.0195779
RNU7-43P	0
RP11-713H12.2	0
RP11-713H12.1	0
CCDC42	0
SPDYE4	0
MFSD6L	0.034767
PIK3R6	1.0534
PIK3R5	1.34075
CTB-41I6.1	0
CTB-41I6.2	0.100993
RP11-85B7.2	0.0444616
RP11-85B7.5	0
RP11-85B7.4	0
AC087501.1	0
RP11-565F19.4	0
RP11-565F19.3	0
RP11-565F19.2	0.655257
CFAP52	0.435602
RPL19P18	0
RP11-55L4.2	0
USP43	1.30311
RP11-55L4.1	0
RP11-477N12.6	0
DHRS7C	0.0618091
GSG1L2	0
RP11-477N12.5	0
GLP2R	0.148546
NPM1P45	0
RCVRN	0.104766
RPS27AP1	0.056624
RP11-401O9.4	0
MYH13	0
RP11-401O9.3	0
RP11-799N11.1	0
MYH8	0
MYH4	0
MYH1	0.0962793
MYH2	0.0697099
CTC-297N7.7	0
MYH3	1.9536
CTC-297N7.1	0
SCO1	3.49748
CTC-297N7.10	0
ADPRM	4.68355
TMEM220	2.91505
MAGOH2P	0.893573
TMEM220-AS1	1.01016
CTC-297N7.9	0.909273
RP11-963H4.2	0
RP11-963H4.5	0
LINC00675	0.631842
RP11-963H4.6	0.388162
RP11-963H4.3	0.59444
RNU6-1065P	0
RPL15P21	0
RN7SL601P	0
RP11-680C21.1	0.097438
DNAH9	0.626516
RP11-628O18.1	0
RP11-1096G20.5	0.255523
RPL21P122	0
RNU11-2P	0
MIR744	0
RP11-471L13.3	0.137596
RP11-471L13.2	0
LINC00670	0.00802049
MYOCD	0.230556
AC005358.3	0
RP11-1090M7.1	0.0757396
MIR1269B	0
RP11-1090M7.3	0.0906786
RP11-597M12.2	0.0951049
RP11-488L1.1	0
LINC02093	0
HS3ST3A1	0.0182537
MIR548H3	0
COX10-AS1	1.0282
RP11-131K5.2	0
AC005304.1	0
RP11-131K5.1	0
CDRT15P1	0.145478
COX10	3.10169
SNORA74	0
AC005224.2	0.431712
CDRT15	0.0261893
RP11-214O1.1	0
HS3ST3B1	0.156108
RP11-214O1.2	0.0301658
RP11-214O1.3	0.028474
AC022816.2	0
RPS18P12	0.46983
AC013248.2	0
AC005863.1	0
LINC02096	0
RPL23AP76	0
AC005772.2	0
CDRT7	0
CDRT8	0
MIR4731	0
RP11-849N15.3	0.241988
RP11-849N15.1	0
AC005703.3	0
AC005703.2	0
TEKT3	0.586148
RNU6-799P	0
RP11-849N15.5	0
RP11-849N15.4	0
RN7SL792P	0
RPL9P2	0.0783961
TVP23C	1.26214
AC005517.3	0.918693
RP11-385D13.3	0
CDRT1	0.118121
SNORA74	0
RP11-640I15.1	0.141966
ZNF29P	0
ZNF286A	1.96024
UBE2SP1	0.300301
TBC1D26	0.324895
AC005324.6	0.0281597
RP11-640I15.2	0
AC005324.7	0
CDRT15P2	0
ZSWIM5P1	0
RNA5SP436	0
IL6STP1	0
MEIS3P1	2.56737
CTD-3157E16.1	2.83203
AC015922.7	0.0825429
LINC02087	0
AC015922.5	0
ADORA2B	1.79627
CTC-529I10.1	2.82686
CTC-529I10.2	1.94184
AC002553.4	0
RNU6-314P	0
RNU6-862P	0
RN7SL442P	0
PIGL	2.44734
MIR1288	0
FTLP12	0
RP11-138I1.2	0
TRPV2	4.13136
SNORD49A	0
RP11-138I1.3	0.209211
LRRC75A	2.31453
ZNF287	2.10948
RP1-77H15.1	0
AC005822.1	0.122086
ZNF624	1.07853
RP11-92B11.4	0
NEK4P2	0.0227321
RNASEH1P2	0
CCDC144A	0.0985623
RNU6-405P	0
RN7SL620P	0
UPF3AP1	0.122405
USP32P1	3.25418
SRP68P1	0
RP11-92B11.3	0
FAM106CP	0
RP11-219A15.2	0
NOS2P4	0
KRT16P6	0.129188
KRT16P2	0.0416485
KRT17P1	0.0665829
KRT17P4	0
COTL1P1	0
RP11-219A15.5	0
RP1-48J14.1	0
TBC1D27	0.00737037
TNFRSF13B	0.0530103
AC104024.1	0
LINC02090	0
RP11-416I2.1	0.113369
MPRIP-AS1	0.0364253
RP11-45M22.3	0.106975
RNU6-767P	0
RN7SL775P	0
RP11-45M22.2	3.94352
RP11-45M22.5	0.0651226
ACTG1P24	0.0273494
AC073621.2	0.0477713
TSEN15P1	0
Y_RNA	0
RP11-524F11.1	1.00452
RNU6-468P	0
RP11-524F11.2	0
RP11-524F11.3	0.0267567
SMCR2	0.148009
RAI1	4.4002
RAI1-AS1	0.0377761
SMCR5	0.283051
MIR6777	0
MIR33B	0
RP1-253P7.4	2.3439
DRC3	0.903254
ATPAF2	4.80446
AC087163.3	0
AC087163.2	0.174927
RP11-384M20.1	0.408561
GID4	4.30741
RP11-258F1.2	0
MYO15A	0.240746
RP11-258F1.1	0.151083
MIEF2	4.26332
RP1-178F10.1	0.384121
TOP3A	4.20513
RPL7AP65	0
RPL21P121	0
SMCR8	2.8976
SHMT1	4.4611
MIR6778	0
EVPLL	0
RP1-37N7.1	0
RP1-37N7.7	0
TBC1D3P4	0
LINC02076	0.128477
KRT17P5	0
YWHAEP2	0
AL353997.3	0
KRT17P2	0.0215891
KRT16P1	0.0122661
KRT16P4	0
AL353997.11	0
RP1-37N7.6	0
TNPO1P2	0
LGALS9C	0.0250608
NOS2P2	0.034102
USP32P2	2.98399
CTD-2303H24.2	0.419361
FAM106A	0.0746997
SRP68P2	0
CCDC144B	0.0999996
AC107983.4	0.237304
Metazoa_SRP	0
TBC1D28	0.0112505
RP11-815I9.3	0
AC026271.5	1.01687
ZNF286B	0.541342
RP11-815I9.4	0.588991
FOXO3B	0.372757
UBE2SP2	0.0660783
RP11-815I9.5	0
FBXW10	0.131467
TVP23B	4.85988
CTD-2145A24.5	0.694103
AC107982.4	0
RN7SL627P	0
CTD-2145A24.4	0
AC090286.2	0.0598573
snoMBII-202	0
SLC5A10	0.0968986
AC090286.4	0
FAM83G	0.533074
RP11-28B23.1	0
GRAP	0.557874
CTC-457L16.1	0.0262163
SNORD3B-1	0
SNORD3B-2	0
RP11-160E2.17	0
KYNUP2	0
RP11-160E2.19	0
AC007952.5	0
RP11-160E2.6	0
GRAPL	0
CTC-457L16.2	0.0297943
RP11-160E2.21	0
AC007952.6	0
RP11-160E2.11	0
AC007952.4	0
KYNUP1	0
SNORD3A	2.10203
SNORD3C	0
RP11-160E2.16	0
KYNUP3	0
RP11-744A16.4	0
EPN2-AS1	0.278642
B9D1	4.54986
MIR1180	0
MAPK7	4.67895
CTB-187M2.2	0
AC004448.5	0.0506482
LINC02094	0.115256
snoMe28S-Am2634	0
RPS2P46	2.41966
CTB-187M2.1	0
SLC47A1	1.20871
RPL17P43	0
SNORA59B	0
RP11-1113L8.1	0
SLC47A1P1	0.0411307
RP11-1113L8.2	0
RP11-1113L8.6	0
RP11-1113L8.7	0
MTND1P14	0
NMTRQ-TTG12-1	0
MTND2P12	0
MTCO1P39	0
CTD-2104P17.1	0.150466
CTD-2104P17.2	0
SNORA31	0
SLC47A2	0.587867
RP11-311F12.1	0.0685247
RP11-311F12.2	0
ALDH3A1	0.206502
AC005722.4	0
NDUFB4P3	0
RP11-78O7.1	0
RP11-78O7.3	0
RP11-78O7.2	3.1009
RP11-209D14.4	0
RP11-209D14.2	1.9042
AC005730.2	0
KCTD9P1	0.0202952
RNU6-258P	0
AC004702.2	0
RNU6-1057P	0
CCDC144CP	0.239202
RNU6-467P	0
RP11-121A13.3	0
Metazoa_SRP	0
UPF3AP2	0.160199
USP32P3	3.32102
SRP68P3	0
LINC01984	0
NOS2P3	0.0706924
LGALS9B	0
TNPO1P3	0
YWHAEP3	0
KRT16P5	0
KRT16P3	0
RP11-434D2.7	0
KRT17P6	0
KRT17P7	0
AC015818.6	0
AC008088.4	0.0451925
RP11-434D2.9	0
RP11-434D2.10	0
TBC1D3P3	0
RP11-434D2.3	0
RP11-434D2.8	0
RP11-434D2.11	0
COTL1P2	0
RP11-434D2.12	0
CDRT15L2	0
ZSWIM5P2	0
MEIS3P2	0.734791
AC087499.4	0
AC087499.9	0
AC087499.5	0
LINC02088	0
RP11-218E15.1	0
AC087499.7	0
AC087499.8	0
AC126365.1	0
RNFT1P3	0
HNRNPA1P19	0
OLA1P2	0
SCDP1	0.12121
RP11-283C24.1	0.111187
RP11-283C24.2	0
ABHD17AP6	0.257709
CCDC144NL	0.354231
RP11-344E13.4	0.115955
CCDC144NL-AS1	0.047095
RNU6-1178P	0
RNASEH1P1	0
RP11-344E13.1	0
AC090774.2	0
RP11-381P6.1	0
RP11-746M1.8	0
LINC01563	3.46284
AC087294.2	0.159648
RN7SL426P	0
NATD1	3.22597
EIF1P5	0
KCNJ12	1.31022
PDLIM1P2	0
RP11-728E14.3	0.0476535
RPL21P120	0.147064
RP11-822E23.7	0
C17orf51	4.5811
RP11-822E23.2	0
RP11-822E23.3	0
RP11-822E23.6	1.88735
RP11-822E23.4	0
RP11-822E23.5	0
CH17-53B9.2	0
AC144838.3	0
CH17-53B9.4	0
KCNJ18	0
ABC13-47656900H15.1	0
AC144838.2	0
NCOR1P2	0
UBBP4	3.17149
FTLP13	0
LINC02002	0
RP11-1109M24.5	0
RP11-1109M24.15	0
FAM27E5	0
RP11-1109M24.14	0
RP11-1109M24.13	0
RP11-1109M24.12	0
RP11-744K17.3	0
FLJ36000	0
RP11-744K17.1	0
RP11-744K17.8	0
RP13-929K23.2	0
MTCYBP13	0
MTRNR2L1	0.681069
RP11-846F4.12	0
MTND1P15	0
MTND2P13	0
RP11-846F4.6	0.0087148
MTATP6P3	0
MTCO3P13	0
RP13-929K23.3	0
RP13-929K23.4	0
RP13-929K23.5	0
RP11-846F4.14	0
RP11-846F4.10	0
RP11-285M22.3	0
RP11-285M22.1	0
RP11-285M22.2	0
RP11-846F4.11	0
RP11-260A9.1	0
RP11-260A9.6	0
PDLIM1P3	0
GTF2IP6	0
VN1R71P	0
TUFMP1	0
RP11-663N22.1	0
RPL34P31	0.08852
RPS16P8	0
RP11-173M1.3	0
MIR4522	0
RP11-173M1.4	0.308228
RP11-173M1.5	0.709821
RP11-578C11.2	0
TBC1D3P5	0
RP11-720N19.2	0
RP11-720N19.1	0
ITM2BP1	0
NOS2P1	0
RP11-19P22.5	0
RP11-19P22.7	0
RP11-19P22.10	0
RP11-19P22.6	0
RP11-19P22.2	0
RP11-19P22.3	0
RP1-66C13.1	0
RP1-66C13.2	0
LGALS9DP	0
NOS2	0.51331
RP11-138P22.1	0
LINC01992	0.56872
SCARNA20	0
RP11-218F4.2	0
SNORA70	0
Vault	0
RPS29P22	0
CTD-2008P7.10	0
PYY2	0.911409
CTD-2008P7.9	0
CTD-2008P7.8	0
PPY2P	0
CTD-2008P7.7	0
CTD-2008P7.1	0.12841
CTD-2008P7.6	0.014584
CTD-2008P7.5	0
KRT18P55	0.0142846
TMEM97	4.09936
MIR4723	0
SEBOX	0
SARM1	2.33044
VTN	1.83761
CTB-96E2.10	0.36868
CTB-96E2.6	0.253028
SLC46A1	4.50901
CTD-2350C19.2	0.47429
H3F3BP2	0
CTD-2350C19.5	0
RP11-192H23.4	2.66575
RPS7P1	3.4324
SLC13A2	0
FOXN1	0.00808721
RP11-192H23.5	0
SPAG5	2.38095
SPAG5-AS1	0.630648
RP11-192H23.8	3.8233
SGK494	3.04046
RP11-192H23.7	0.0912665
RPS12P28	0.669278
AC010761.13	0.0545649
PROCA1	2.49412
SNORD42B	0
AC010761.8	0.733056
SNORD42A	0
NEK8	1.21003
AC010761.14	0
AC010761.6	0
AC010761.9	1.5915
RPL31P58	0
Y_RNA	0
RP11-20B24.3	0
RP11-20B24.2	0
RP11-20B24.7	0.135124
RP11-20B24.4	0
DHRS13	2.87582
PHF12	4.8056
RP11-20B24.5	0.0738262
RP11-20B24.6	0
SEZ6	3.96412
RP11-321A17.5	0
AC024619.2	0
RP11-321A17.3	0.0948312
RP11-321A17.4	0
RP11-22N12.2	0.328736
TWF1P1	0.189119
CRYBA1	0.0801008
RPL35AP35	0
RP11-296K13.4	0
RP11-802D6.1	0.284493
RNU4-34P	0
RNU6-711P	0
RNU6-1034P	0
ABHD15	2.89784
RP11-68I3.4	0.316271
RP11-68I3.7	0
RP11-68I3.10	0.0807312
RP11-68I3.5	0.0972851
RNU6-920P	0
RP11-68I3.11	0.198696
ABHD15-AS1	0
RPL21P123	0.0415469
RP11-82O19.1	0
RP11-82O19.2	0
SNORA70	0
RPL9P30	0
RP11-338L22.2	0
snoU13	0
EFCAB5	0.23709
RP11-338L22.3	0
RNY4P13	0
AC104984.4	0
RP11-1148O4.1	0.0665698
RP11-1148O4.2	0
RP11-354P11.3	0
RP11-354P11.8	0
SLC6A4	0.0889619
RP11-354P11.4	0
RP11-354P11.2	0
SNORD63	0
RNU6-1267P	0
TMIGD1	0
Y_RNA	0
RNU6-990P	0
ALOX12P1	0
RP11-218M11.3	0
RP11-218M11.7	0.0481777
RP11-271K11.1	0.119432
TBC1D29	0.108813
RP11-218M11.1	0.020933
KRT17P3	0
AC006050.2	0
AC005562.1	0
SMURF2P1	2.24677
RP11-271K11.6	0
SH3GL1P2	0.138365
LRRC37BP1	4.68119
RN7SL316P	0
CTD-2349P21.7	0
CTD-2349P21.6	0
CTD-2349P21.5	0.107805
CTD-2349P21.3	0.0445512
CRLF3	3.25118
CTD-2349P21.10	0.483083
CTD-2349P21.9	2.41877
CTD-2349P21.12	3.50379
CTD-2349P21.1	0.120567
ATAD5	0.453573
RNU6-298P	0
CTD-2349P21.11	0
RP13-753N3.1	0.102294
TEFM	1.81048
ADAP2	4.34954
AC091177.1	0.394796
RN7SL138P	0.60773
RP11-848P1.3	1.00596
RNF135	4.11862
RP11-848P1.2	0.790364
DPRXP4	0.135697
RP11-848P1.4	0.0320706
RP11-848P1.7	2.30278
RP11-848P1.9	1.69528
RP11-271K11.5	0.176218
RP11-848P1.5	2.59093
MIR4733	0
RP11-142O6.1	0
AK4P1	0.133632
RN7SL79P	0
RN7SL45P	0
MIR193A	0
RP1-41C23.4	0.0741111
RNU6ATAC7P	0
AC003101.1	0
MIR4725	0
MIR365B	0
RP1-41C23.1	0
RP11-805L22.1	0
RNU6-1134P	0
RP11-805L22.2	0
RP11-805L22.3	0
CTC-542B22.1	0
CTC-542B22.2	2.7074
RNA5SP437	0
RP11-640N20.1	0
LRRC37B	3.85926
RP11-640N20.5	0
SH3GL1P1	0.430681
RP11-640N20.4	1.80449
RP11-640N20.6	0.139781
RP11-640N20.8	0
RP11-640N20.9	0
WDR45BP1	0.105352
CTD-2095E4.5	2.00871
AC090616.2	0.392423
ARGFXP2	0.0227241
CTD-2095E4.3	0.264189
CTD-2095E4.4	0.261211
UBL5P2	0.142632
RP11-443G13.2	0
RP11-227G15.2	0
OOSP1P2	0
MIR632	0
RP11-227G15.10	1.88465
RP11-227G15.11	1.07259
RP11-227G15.8	0.0912992
RP11-227G15.12	0.0772285
RP11-227G15.9	0.167837
RP11-227G15.6	0
Y_RNA	0
RP11-466A19.1	0.167692
RP11-466A19.4	0.0228415
RP11-466A19.8	0.0481873
RP11-466A19.6	0
RP11-466A19.7	0.0383833
RP11-466A19.3	0
RP11-466A19.5	0
RP11-220C2.1	0
Y_RNA	0
AC084809.2	0.121401
AC084809.3	0.12456
SPACA3	0
ASIC2	3.05125
RP1-29G21.1	0
RP11-40A13.2	0
RP11-40A13.1	0
AA06	0
RP11-31I22.4	0
RP11-31I22.3	0
RP11-31I22.2	0
RP11-118G23.2	0
RP11-118G23.1	0
RP11-118G23.4	0
RP11-118G23.3	0
CTC-304I17.6	0.0335956
RP11-17M24.2	0
RP11-1086I4.2	0
TLK2P1	0.0697766
CTC-304I17.4	0
CTC-304I17.3	0
RNA5SP438	0
CTC-304I17.2	0
CTC-304I17.5	0.0358016
LINC01989	0
RP11-215E13.2	0
CCL2	3.53797
CCL7	0
CCL11	0
CCL8	0.104635
RP11-521P1.1	0
CCL13	0
CCL1	0
AC011193.1	0
C17orf102	0.176993
TMEM132E	2.22351
RP11-28A22.2	0
RP11-212E8.1	0
RP11-642M2.1	0
CCT6B	2.47062
LIG3	3.41315
RP5-837J1.6	0.414748
RP5-837J1.4	0.531454
RP5-837J1.1	0.0811471
RAD51D	1.92783
FNDC8	0.0351759
NLE1	3.3885
UNC45B	0.0270954
RP11-799D4.3	0.112294
RP11-799D4.1	0
SLC35G3	0
RP11-799D4.4	0.541465
SLFN5	1.82571
RP11-47L3.1	0.60628
RP11-686D22.2	0
SLFN11	3.30452
RP11-686D22.6	0
RP11-686D22.5	0.0687863
RP11-686D22.4	0.683052
RP11-686D22.3	0.919627
RP11-686D22.7	0.976101
SLFN12	0.698802
SLFN13	0.494319
RP11-1094M14.7	0
RP11-686D22.10	0.135606
SLFN12L	0.109451
RP11-686D22.9	0
E2F3P1	0
RP11-1094M14.8	0.884317
RP11-1094M14.5	0.308452
TOMM20P2	0.158123
RP11-1094M14.10	0
SLFN14	0
RP11-1094M14.12	0
RP11-1094M14.14	0
RP11-1094M14.1	0
SNORD7	0
PEX12	4.81847
CTC-507E2.2	0
GAS2L2	0.28108
RP1-161P9.5	0.284681
C17orf50	0.415644
AC015849.12	0
AC015849.19	0.554413
AC015849.13	0
HEATR9	0.0164885
AC015849.14	0
AC015849.2	0.57893
CCL5	2.25769
7SK	0
AC015849.16	0
LRRC37A9P	0
RDM1	0.0709632
LYZL6	0
CTB-186H2.2	0
CCL16	0
CCL14	0.0746695
CTB-186H2.3	0
CCL15	0
RP11-104J23.1	0
RP11-104J23.2	0
CCL23	0
CCL18	0.0435538
AC069363.1	0.255433
CCL3	1.50597
CCL4	1.23117
RN7SL301P	0
CTB-91J4.1	0
RP11-428O23.1	0
TBC1D3B	0.0387008
AC131056.3	0.507152
CCL3L3	0.570663
CCL4L2	0.46864
AC131056.5	0
RP11-893G17.4	0
AC131056.6	0
TBC1D3I	0
CH17-260O16.1	0.106974
Y_RNA	0
TBC1D3G	0
TBC1D3H	0
RNU6-1192P	0
TBC1D3F	0
TBC1D3J	0
RNA5SP439	0
MYO19	2.97083
PIGW	2.72693
CTB-75G16.1	0.145825
MRM1	3.6458
CTB-75G16.3	1.68207
CTD-3194G12.1	0
CTD-3194G12.2	0.227765
RP11-445F12.1	0.584919
LHX1	0.513301
RP11-445F12.2	0
RP11-333J10.2	0
RP11-333J10.3	0
MIR2909	0
CTC-268N12.3	0
CTC-268N12.2	0.056506
RP11-19G24.1	0.0901434
HMGB1P24	0.108279
RP11-19G24.2	0
C17orf78	0
RP11-378E13.3	0
RP11-378E13.4	0
CTC-421K24.1	0
DDX52	3.28302
MIR378J	0.202335
RP11-697E22.2	0
RP11-697E22.3	0
HNF1B	0.0654761
AC091199.1	0
YWHAEP7	0.041134
RNU6-489P	0
TBC1D3K	0
5S_rRNA	0
TBC1D3L	2.48968
TBC1D3D	0
TBC1D3C	0
CH17-258A22.4	0.0264155
Y_RNA	0
TBC1D3E	0
5S_rRNA	0
TBC1D3	0
CH17-431G21.1	0.535267
Y_RNA	0
GPR179	0.278794
AC124789.1	0.200153
CTB-58E17.2	0
EPOP	0.962923
MIR4734	0
CTB-58E17.1	1.09564
CTB-58E17.3	0.540594
CTB-58E17.9	0.363057
MIR4726	0
RNA5SP440	0
CTB-58E17.5	0.29979
RNU6-866P	0
MIR4727	0
C17orf98	0
SNORA21	0.192121
SNORA21	0.702992
RPS20P35	0.0425431
RP1-56K13.2	0
MIR6779	0
FBXO47	0.0113504
RP1-56K13.6	0
RP1-56K13.5	0.147596
CTD-2206N4.5	0
LINC02079	0
LRRC37A11P	0.0234373
CTD-2206N4.1	0
CTD-2206N4.4	0.0961877
PLXDC1	4.76687
ARL5C	0.0456516
RP5-906A24.1	0.0532152
RP5-906A24.2	0
STAC2	2.74785
RP11-690G19.4	0
FBXL20	3.21228
MED1	3.64049
CDK12	2.84487
RNU6-233P	0
NEUROD2	0.218253
AC087491.2	0.206192
MIR4728	0
GRB7	0.0357
IKZF3	0.0978005
KRT8P34	0
AC079199.2	0
ZPBP2	0
GSDMB	4.54379
RP11-387H17.4	0.271374
LRRC3C	0
GSDMA	0.0485097
RP11-387H17.6	0
CSF3	0.463194
MIR6884	0
SNORD124	0.408686
RP11-749I16.3	0.132564
MIR6866	0
MIR6867	0
CDC6	0.264509
RARA	3.41042
RARA-AS1	1.10809
CTD-2267D19.1	0.107085
CTD-2267D19.3	0.553344
GJD3	0
CTD-2267D19.4	0.0866014
RNA5SP441	0
CTD-2267D19.7	0
TOP2A	0.064898
Y_RNA	0
RPL23AP75	0
RP11-58O9.2	0
TNS4	0.0345901
RP5-1028K7.2	0.0692041
CCR7	0.25147
RP5-1028K7.1	0
RP11-458J1.1	4.08627
KRT222	3.63494
AC090283.3	0
KRT24	0.060662
KRT223P	0
KRT25	0
KRT26	0
KRT27	0
KRT28	0
RP11-605F20.1	0
TMEM99	3.1935
RP5-1110E20.1	0
KRT12	0
KRT20	0
AC004231.2	0.238014
KRT23	0.0544433
KRT39	0
KRT40	0.0100663
KRTAP3-3	0
KRTAP3-2	0
KRTAP3-4P	0
KRTAP3-1	0
KRTAP1-5	0
KRTAP1-4	0
KRTAP1-3	0
KRTAP1-1	0
