Name	Esophagus - Muscularis
LMF1-AS1	0.165039
RP11-161M6.6	0.422093
RP11-161M6.2	4.80398
SOX8	4.7532
RP11-161M6.3	0
SSTR5-AS1	0
SSTR5	0
C1QTNF8	0
LA16c-349E11.1	0
LA16c-381G6.1	0
RP11-616M22.11	0.741544
RP11-616M22.1	0.625638
RP11-616M22.2	0.271356
RP11-616M22.3	1.15009
PRSS29P	0
RP11-616M22.10	0
RP11-616M22.9	0
TPSP2	0
RP11-616M22.7	0
LA16c-358B7.4	0.215943
RPS20P2	0
BAIAP3	2.05866
LA16c-312E8.2	0
LA16c-312E8.5	0.0971724
CCDC154	1.84293
LA16c-312E8.4	0.804197
LA16c-390E6.3	0
RPS3AP2	0
PTX4	0.186134
LA16c-385E7.1	1.34878
LA16c-380F5.1	0.469233
LA16c-380F5.3	1.84957
LA16c-313F4.1	0.265685
LA16c-425C2.1	0.550279
LA16c-395F10.2	0.173916
LA16c-395F10.1	0
LA16c-431H6.7	0.183012
LA16c-329F2.2	0.259392
LA16c-329F2.1	0
MIR3177	0
LA16c-361A3.3	1.72187
IGFALS	0.582073
MEIOB	0.0615348
LA16c-429E7.1	0
LINC00254	0
LINC02124	0
HS3ST6	0.0602233
RPL3L	0.250996
SNORA64	4.52849
RNF151	0.0672695
AC005363.11	0.164784
NOXO1	0
SYNGR3	1.84504
AC005606.14	0
NPW	0.0640306
RN7SL219P	0
MIR1225	0
RP11-304L19.1	2.35606
RP11-304L19.3	4.68341
MIR6511B1	0
RP11-304L19.4	0
RP11-304L19.2	0.253734
Y_RNA	0
MIR4516	0
MIR3180-5	0
RAB26	0.247247
SNORD60	0
CASKIN1	0.337273
RP11-304L19.12	0
DNASE1L2	1.3987
RP11-304L19.11	3.50285
RP11-304L19.13	2.73022
MIR3677	0
MIR4717	0
RP11-715J22.1	0.391775
ABCA17P	0.239858
CCNF	1.14229
MIR6767	0
RP11-715J22.3	0.745525
RP11-715J22.4	0.263005
C16orf59	0.326481
MIR6768	0
RP11-715J22.2	0.0342799
NTN3	0.0512342
TBC1D24	3.4626
RP11-715J22.6	0.122061
RP11-20I23.2	2.30846
MIR3178	0
RP11-20I23.13	0.178162
RP11-20I23.11	0
RP11-20I23.8	0.0957881
RP11-20I23.6	0.0777493
RP11-20I23.7	0
RP11-20I23.5	0.415442
RP11-20I23.10	0.192804
CTD-3126B10.2	0.391664
AC141586.5	0.934712
PDPK2P	0.283468
CTD-3126B10.5	0.103779
CTD-3126B10.4	0.124145
CTD-2270P14.2	0.0601492
PRSS27	2.22812
SRRM2-AS1	0.164132
CTD-2270P14.5	0.846491
PRSS33	0
SNORA3	0
PRSS41	0
PRSS21	0.0845825
EIF1P4	0
ZG16B	0.109273
PRSS30P	0.480216
PRSS22	0.145227
LA16c-325D7.1	0
LA16c-325D7.2	0.271411
RPL23AP86	0.066383
LA16c-321D4.2	1.08712
KREMEN2	0.0614793
PKMYT1	0.239029
PAQR4	3.68113
LA16c-380H5.6	0
LA16c-380H5.3	0
LINC00514	0
LA16c-380H5.2	0
LA16c-380H5.5	0.598161
CLDN9	0.436543
CLDN6	0
BICDL2	0.114322
RP11-473M20.5	0.0489784
MMP25	0.787063
MMP25-AS1	2.6467
RNU1-22P	0.298835
ZSCAN10	0.015706
RP11-473M20.11	0.137395
ZNF213-AS1	4.28076
CASP16P	0.114423
RP11-473M20.16	0.382071
AJ003147.8	0
AJ003147.9	0.0693026
OR1F1	0
OR1F2P	0
ZNF200	4.07914
MEFV	0.61766
LINC00921	3.97539
AJ003147.11	0.840644
LA16c-360H6.1	1.03524
TIGD7	3.28339
LA16c-360H6.3	0.230091
RP11-433P17.1	0
OR2C1	0.0595851
LA16c-306E5.2	0
MTCO1P28	0.169153
MTND1P8	0.193779
MTRNR2L4	0.179622
ZSCAN32	2.8161
ZNF597	1.86824
C16orf90	0
LA16c-306E5.1	0
NLRC3	1.70072
LA16c-390H2.4	0.223717
SLX4	3.52764
DNASE1	3.89612
RP11-461A8.4	1.28528
RP11-461A8.5	0.399541
RP11-95J11.1	0
RP11-462G12.2	0.187278
RP11-462G12.1	0.619514
RP11-462G12.4	0
RP11-95P2.4	0
RP11-95P2.3	0.147912
SRL	1.4373
LINC01569	1.40204
GLIS2-AS1	0.400798
RP11-295D4.1	1.35917
RP11-295D4.3	3.26334
RP11-295D4.4	0.364616
RP11-295D4.5	0.287204
RP11-295D4.7	0
RP11-709D24.8	0.444053
C16orf96	0.0800613
RP11-709D24.5	0
SUB1P3	0
RN7SL850P	0
RP11-709D24.6	0.0861055
Metazoa_SRP	0
MIR6769A	0
C16orf71	0.758695
Metazoa_SRP	0.351774
SEPT12	0.146407
SMIM22	0.238809
RP11-127I20.5	0.400737
RP11-127I20.8	0.331398
SEC14L5	0.455224
NAGPA-AS1	0.0867727
C16orf89	2.11905
RP11-10K17.3	0
RP11-10K17.6	0
ENPP7P14	0
RP11-382N13.6	0
LINC02164	0
RP11-420N3.2	0
RP11-382N13.4	0
RP11-382N13.1	0
SNRPCP20	0
RP11-382N13.3	0
LINC01570	0
MIR8065	0
RP11-19H6.1	0
RBFOX1	0.0205247
RP11-509E10.3	0
RP11-509E10.1	0
RP11-468I15.1	0
RP11-185J20.1	0
RP11-185J20.2	0
RNU7-99P	0
RNU6-457P	0
RNU6-328P	0
RP11-545E8.1	0
snoMe28S-Am2634	0
RP11-26O3.1	0
SNORA40	0
CTD-2535I10.1	0
RP11-279O17.2	0
LINC02152	0
RP11-279O17.3	0
RP11-568A19.1	0
RP11-483K5.2	0
RP11-483K5.3	0
TMEM114	0.101149
RP11-475D10.4	1.30149
RN7SL743P	0
RNU7-63P	0
RP11-475D10.5	0
RP11-152P23.2	0
RP11-77H9.2	2.24068
RP11-77H9.6	0.0792306
RP11-77H9.1	0
RP11-77H9.8	0.0289244
RP11-473I1.6	0
RPL21P119	0.416557
LINC02177	0
LINC01177	0
LINC01195	0
RP11-418I22.2	0
RP11-418I22.3	0
RNA5SP403	0
RNA5SP404	0
RP11-297M9.1	0
GRIN2A	0.550762
RP11-297M9.2	0
RP11-895K13.2	0
IMPDH1P11	0
RN7SL493P	0
ATF7IP2	2.13633
RP11-609N14.1	0
RP11-609N14.4	0.67022
RNU6-633P	0
LINC01290	0.212441
RP11-27M24.2	0
TEKT5	0.0521632
RP11-109M19.1	0
MTCYBP33	0
MTND6P33	0
MTND5P33	0
MTND4P34	0
MTND4LP24	0
MTND3P13	0
MTCO3P24	0
MTATP6P24	0
TVP23A	0.76621
RP11-876N24.1	0
RP11-876N24.2	0
CIITA	3.15381
DEXI	4.63485
RP11-876N24.5	1.5699
RP11-876N24.4	2.01694
RPL7P46	0
RP11-66H6.4	0.099994
RP11-66H6.3	0
RP11-396B14.2	2.06633
HNRNPCP4	0.266529
RMI2	0.543679
TNP2	0
PRM3	0
SNORA48	0
PRM2	0.85448
PRM1	0.704595
MIR548H2	0
Y_RNA	0
RP11-485G7.5	0
RP11-485G7.6	0
CTD-3088G3.8	0.221928
CTD-3088G3.4	0
CTD-3088G3.6	0
RP11-490O6.2	0.0710535
Metazoa_SRP	0.236211
RP11-486I11.2	1.18377
BCAR4	0
RP11-166B2.8	0.61394
RP11-166B2.3	0.516217
COX6CP1	0.289225
RP11-166B2.5	0.173702
RP11-166B2.9	0
NPIPB2	0.859662
TNFRSF17	0.0401476
UBL5P4	0
RP11-166B2.7	0.0608389
RPS23P6	0
RP11-276H1.3	0
RP11-276H1.2	0
ACA64	0
RP11-165M1.3	0
RP11-165M1.2	0
RP11-165M1.1	0
RP11-552C15.1	0
CTD-3037G24.4	0.0652555
CTD-3037G24.3	0.0660395
CTD-3037G24.5	0
MIR4718	0
CTD-2583P5.1	0
CTD-2583P5.3	0.159118
SNORA27	0
RP11-14K2.1	0
SHISA9	1.36519
AC009134.1	0
U91319.1	0.297306
AC003009.1	0
TMF1P1	0
U95743.1	0
ERCC4	3.86915
RPS26P52	0
CTD-2135D7.2	0.0651894
CTD-2135D7.3	0
LINC02185	2.17929
LINC02186	0
CTA-276F8.1	1.28088
CTA-276F8.2	0
TVP23CP2	0.18099
Y_RNA	0
MIR193BHG	1.9523
MIR193B	0
MIR365A	0
LINC02130	0
RP11-65J21.4	0
RN7SL274P	0
RNU7-125P	0
PLA2G10	0.0879574
RP11-82O18.2	0
NPIPA3	0.267318
RP11-719K4.3	0
RP11-719K4.6	0
NPIPA2	1.87464
RP11-680G24.1	0
ABCC6P2	0.211515
RP11-719K4.7	0
MIR3179-1	0.060217
MIR3670-1	0
MIR3180-1	0.0658494
Y_RNA	1.0705
MIR6511A1	0
MIR6770-1	0
RP11-680G24.7	0
RP11-680G24.4	1.36581
MIR1972-1	0
RP11-680G24.6	1.40352
RP11-72I8.1	0.776245
MIR6511B2	0
Y_RNA	0
MIR3180-4	0
MIR3180-4	0.0274648
RP11-72I8.2	0
MPV17L	2.55243
CTB-193M12.1	0.087622
CTB-193M12.3	0.101222
RNU6-213P	0
CTA-972D3.2	0.177365
RPL15P20	0.0959933
RPL17P40	0
ABCC6	0.711651
RP11-517A5.7	0.0522774
NOMO3	1.59805
RP11-517A5.6	0
RP11-517A5.5	0
MIR3179-2	0
MIR3670-2	0
MIR3180-2	0
PKD1P1	0.0996469
Y_RNA	0
AC138969.4	4.19173
MIR6511A2	0
MIR6770-2	0
RP11-958N24.4	0
RP11-958N24.2	0.875412
MIR6511A3	0
NPIPA7	0.632949
RP11-467M13.2	0
RP11-467M13.3	0
RP11-14N9.2	0
RP11-14N9.1	0
RP11-419L9.1	0
CTD-2576D5.1	0
CTD-2576D5.3	0
CTD-2576D5.2	0
CTD-2576D5.4	0
RP11-1102P22.3	0.0248716
RP11-1102P22.1	1.32472
RP11-1102P22.2	0.0360822
RP11-567P19.1	0.129831
RP11-916L7.1	0
CTD-3229J4.1	0
RPL7P47	0.167656
CTA-481E9.2	0
CTA-481E9.4	0
CTA-481E9.3	0
RP11-164A6.1	0
CTD-2036A2.1	0
RP11-1212A22.7	0
NPIPA8	0.0973725
MIR6511A4	0
RP11-1212A22.8	0
RP11-1212A22.4	0.358376
PKD1P5	1.68185
MIR6770-3	0
Y_RNA	0
MIR3180-3	0
MIR3670-3	0
MIR3179-3	0
MIR3179-3	0
NOMO2	3.41085
MIR3670-4	0
MIR3179-4	0
RP11-457I16.4	0
RP11-457I16.2	0
ABCC6P1	0.0354288
RP11-1035H13.2	0
CTD-2288F12.1	0.188992
TMC7	0.679453
RNU6-1340P	0
RP11-626G11.5	0
RP11-626G11.1	0
RP11-626G11.4	0.127692
RP11-626G11.6	0.547742
SYT17	2.35155
CLEC19A	0
CTA-363E6.1	0
CTA-363E6.2	0
CTA-363E6.3	0
TMC5	0.087288
CTA-363E6.5	0
CTA-363E6.6	0
AC002550.6	1.45665
KNOP1	3.44819
AC002550.5	0
IQCK	4.50251
CTD-2380F24.1	0.0461568
LARP7P2	0
GPR139	0
RP11-204E4.4	0
RP11-204E4.3	0
SNRPEP3	0
GP2	0.575925
UMOD	0
PDILT	0
RP11-429K17.1	0
ACSM5	2.26461
CTD-2194A8.2	0.152855
ACSM2A	0.0703338
CTD-3076M17.1	0
ACSM2B	0.0613165
RP11-143N13.2	0
ACSM5P1	0.0163461
ACSM3	1.095
RP11-143N13.4	0
RP11-143N13.3	0
ACSM1	0.728379
AC004381.8	0.106338
AC004381.7	0.300661
RNU6-944P	0
AC004381.6	2.02376
U4atac	0
DNAH3	0.0234723
CTC-508F8.1	0
AF001550.7	0
ZP2	0
ANKS4B	0.00941015
CRYM	0.26754
AF001550.9	0
CRYM-AS1	0.156614
CTD-2547E10.6	0
CTD-2547E10.3	0.207849
SNX29P1	0.21339
CTD-2547E10.5	0
NPIPB3	2.92437
SMG1P3	0.897192
MIR3680-1	0
CTB-31N19.5	0
CTB-31N19.2	0
CTB-31N19.4	0
SCARNA6	0
CTB-31N19.3	0.566384
IGSF6	0.890578
RNU6-1005P	0
RNU6-196P	0
OTOA	0.0448702
RP11-645C24.5	1.59787
RP11-645C24.6	0
NPIPB4	2.9533
SMG1P4	0.0170649
RP11-645C24.4	0
CTD-2649C14.2	3.64281
PDZD9	0.436528
CTD-2649C14.1	0
CTD-2649C14.3	0.289315
RP11-101E7.2	0.577774
VWA3A	0.408045
SDR42E2	0.0948818
RP11-141O15.1	0
RP11-21M24.3	0.223826
RP11-21M24.2	0.0742973
MFSD13B	0.266172
RRN3P3	4.26621
SMG1P1	0.361866
RP11-368J21.4	0
RP11-368J21.3	0.0765871
RP11-105C19.2	0
RP11-105C19.1	0
CTC-591M7.1	0.130084
HS3ST2	0.886474
RP11-20G6.2	0
SCNN1G	0.0982035
CTC-391G2.1	0
SCNN1B	2.84116
RN7SKP23	0.671138
SNORA75	0
CTD-2270L9.2	0.170363
CTD-2270L9.4	0.99733
AC002400.1	0.187853
SUB1P4	0
CTD-2196E14.6	3.57736
CTD-2196E14.3	0.0748109
PLK1	1.85222
CTD-2196E14.5	0.151533
ERN2	0.013994
CTD-2196E14.8	0
CTD-2385L22.1	0
CTD-2385L22.2	0
CHP2	0.143968
PRKCB	2.99729
CTA-345G4.1	0
CTA-113A6.1	0
MIR1273H	0
CTA-113A6.2	0
LINC2194	0
CACNG3	0
SNORA1	0
RNU7-24P	0
CTD-2313J23.1	0
LINC01567	0
CTD-2515A14.1	0.920373
SLC5A11	0.0876886
RP11-266L9.1	0
RP11-266L9.4	2.54873
LINC02175	0.705475
SCML2P2	0.702839
RP11-266L9.6	0.953065
LCMT1-AS1	0.551082
RP11-266L9.3	0.257209
LCMT1-AS2	0.0752819
RN7SL557P	0
AQP8	0.191832
ZKSCAN2	2.45307
CTD-2547G23.4	3.52644
LINC02191	0
CYCSP39	0
HS3ST4	0.0231314
RP11-185O21.1	0
MIR548W	0
RNA5SP405	0
HMGN2P3	1.21434
HSPE1P16	0
AC009158.1	0
AC130464.1	0
LINC02195	0
RP11-142A12.1	0
C16orf82	0.0342603
EEF1A1P38	0.204692
LINC02129	0
KDM8	3.10024
CTD-3203P2.1	0.867126
FLJ21408	0.360067
CTD-3203P2.3	0.889227
IL21R	0.110341
IL21R-AS1	0.225168
AC002551.1	0
CTD-2049O4.1	0.167944
CTD-2049O4.2	0
Y_RNA	0
GSG1L	0.160218
RNU6-159P	0
RNU6-1241P	0
TPRKBP2	0
SNORA25	0
RNY1P10	0
GAPDHP35	0.122662
RP11-57A19.7	0
RP11-57A19.2	0
SBK1	0.321994
RP11-57A19.6	0
NPIPB6	1.04661
RP11-435I10.5	0
EIF3CL	0.281162
MIR6862-1	0
CDC37P2	0
RP11-435I10.6	0
RP11-57A19.5	0
NPIPB7	0.281664
APOBR	1.69806
IL27	0.0867397
RP11-666O2.1	0
RP11-666O2.2	1.66719
SULT1A2	0.655075
RP11-666O2.4	0
RP11-666O2.5	0
NPIPB8	0.0226719
RP11-57A19.4	0
EIF3C	4.42153
CDC37P1	0.0338164
MIR6862-2	0
RP11-1348G14.6	0.120241
NPIPB9	0.193873
RP11-1348G14.7	0
RP11-1348G14.4	0.924613
RP11-1348G14.1	0.306109
RP11-1348G14.5	0.22473
RP11-1348G14.8	1.69289
RP11-24N18.1	0
MIR4721	0
RP11-22P6.2	1.47784
ATP2A1	0.757643
ATP2A1-AS1	0.669898
SNORA43	0
CD19	0.243773
RP11-264B17.4	1.70826
RP11-264B17.5	0
NPIPB10P	0.138804
CTB-134H23.3	0.112776
RRN3P2	3.44301
RP11-426C22.5	0.464322
RP11-426C22.1	0.43152
RP11-426C22.4	0.281386
RP11-426C22.7	0
RP11-426C22.6	0.242896
RP11-426C22.8	0.547739
RP11-231C14.6	1.71065
SNX29P2	1.18833
RP11-231C14.8	0
NPIPB11	1.34052
SMG1P6	0.566275
RP11-345J4.6	0
BOLA2	2.68364
SLX1B	0.101207
SULT1A4	0.305386
RP11-345J4.3	0
RP11-345J4.4	0
RP11-345J4.1	0
RP11-231C14.5	0
NPIPB12	1.2974
SMG1P2	0.916406
RP11-368N21.5	0.675525
MIR3680-2	0
SLC7A5P1	0.852913
CA5AP1	0
RP11-368N21.1	0
SPN	0.655115
QPRT	3.60301
RN7SKP127	0
C16orf54	0.777706
AC009133.17	0.0382719
ZG16	0.0255712
AC009133.21	3.37003
AC009133.15	0
AC009133.12	2.90032
CTD-2574D22.7	0
CDIPT-AS1	0.216924
SEZ6L2	0.980984
ASPHD1	0.469954
CTD-2574D22.3	1.9078
CTD-2574D22.4	3.48251
CTD-2574D22.2	0.415775
DOC2A	0.93258
C16orf92	0
FAM57B	0.126566
CTD-2515O10.5	0
TBX6	1.61532
RP11-455F5.3	2.20839
RP11-455F5.4	0.23634
RP11-455F5.6	1.40397
RP11-455F5.5	0.437189
BOLA2B	0.490594
SLX1A	1.27259
SULT1A3	0.574917
RP11-347C12.3	0.143312
RP11-347C12.4	0
RP11-347C12.9	0
RP11-347C12.8	0
NPIPB13	1.14112
SMG1P5	0.870799
RP11-347C12.12	0.604896
RP11-347C12.10	1.15244
RP11-347C12.11	3.05799
MYLPF	0.520367
SEPT1	3.18155
RP11-297C4.6	0.308909
SNORA42	0
Y_RNA	0
Y_RNA	0
ITGAL	1.19493
RP11-297C4.2	0
RP11-297C4.3	0.0382367
RNU7-61P	0
RP11-297C4.1	0
MIR4518	0
AC002310.14	4.7568
AC002310.12	1.46159
AC002310.10	0.0391254
AC002310.7	0
RP11-146F11.5	0.187968
AC002310.17	0.229781
RP11-146F11.4	0
RP11-146F11.3	0
RP11-146F11.2	0
RNU6-416P	0
RP11-146F11.1	2.23458
RNU6-1043P	0
SNORA30	0
CCDC189	2.17007
Metazoa_SRP	0
RP11-2C24.5	0.874524
RP11-2C24.7	1.36774
MIR762HG	1.38257
CTF2P	0
FBXL19-AS1	1.11196
RP11-1072A3.4	0.687064
RP11-1072A3.3	1.04204
STX1B	2.67959
RP11-196G11.2	1.64261
RP11-196G11.6	0.27202
ZNF668	4.51708
AC135050.5	0
RP11-196G11.3	0.299272
RP11-196G11.4	2.69822
PRSS8	0.261098
PRSS36	2.52658
RP11-388M20.7	0
NDUFA3P6	0
RP11-388M20.6	4.35359
RP11-388M20.1	0.959158
PYCARD-AS1	0
TRIM72	0.0755649
PYDC1	0
ITGAX	3.0883
RP11-120K18.3	0
ITGAD	0.138241
RP11-120K18.2	0
COX6A2	2.35858
RP11-452L6.8	0
ZNF843	0.583549
RP11-452L6.1	4.11695
RP11-452L6.5	3.52361
RP11-452L6.6	1.82464
SLC5A2	0.207037
AC026471.6	0
RP11-452L6.7	2.72399
AHSP	0
CTD-2014E2.2	0
VN1R64P	0
LINC02190	0
VN1R65P	0
FRG2KP	0
CTD-2014E2.7	0
CSDAP1	0.253913
ZNF720P1	0
VN1R66P	0
RBM22P12	0
CTD-2358C21.2	0
CTD-2358C21.3	0
CTD-2358C21.5	0.222879
ZNF720	3.29104
AC002519.8	0.175407
VN1R67P	0
AC002519.6	0.0348333
VN1R3	0
RBM22P13	0
RP11-170L3.2	0
ZNF267	3.80628
RP11-170L3.4	0
RP11-170L3.5	0
RP11-170L3.7	0
RP11-170L3.6	0
RP11-1166P10.1	0.681216
RP11-1166P10.6	0
IGHV1OR16-1	0
RP11-1166P10.8	0
IGHV1OR16-3	0
IGHV3OR16-9	0
HERC2P4	0.162293
RP11-1166P10.7	0
RP11-56L13.3	0
RP11-17M15.1	0
RP11-56L13.4	0
ABHD17AP8	0
RP11-56L13.6	0
RP11-56L13.7	0
TP53TG3D	0.125291
RP11-56L13.1	0
RP11-1292F20.1	0
RP11-17M15.2	0
RP11-17M15.4	0
ACTR3BP3	0
RP11-626K17.5	0
PABPC1P13	0
RP11-626K17.3	0
RP11-626K17.2	0
ABCD1P3	0
RP11-652G5.1	0
RP11-652G5.2	0
RP11-96K14.1	0
RP11-586K12.11	0
RP11-586K12.13	0
RP11-586K12.10	0
TP53TG3	0
RP11-586K12.8	0
RP11-586K12.7	0
ABHD17AP7	0
RP11-586K12.4	0
RP11-586K12.5	0
HERC2P5	0.0187657
RP11-67H24.3	0
RP11-586K12.2	0
RP11-586K12.1	0
RP11-67H24.2	0
RP11-67H24.1	0
RP11-989E6.1	0
IGHV2OR16-5	0
BCAP31P2	0
SLC6A10P	0
RP11-989E6.3	0
IGHV3OR16-15	0
IGHV3OR16-6	0
RP11-989E6.13	0.105892
RP11-989E6.11	0
RP11-19N8.2	0
IGHV1OR16-2	0
IGHV3OR16-10	0
RP11-989E6.8	0
IGHV1OR16-4	0
IGHV3OR16-8	0
RP11-19N8.4	0
RP11-19N8.3	0
HERC2P8	0.00795883
RP11-19N8.7	0
RP11-19N8.6	0
ABHD17AP9	0
RP11-1437A8.2	0
RP11-1437A8.3	0
TP53TG3C	0
RP11-1437A8.4	0
RP11-1437A8.6	0
TP53TG3E	0
RP11-1277H1.3	0
TP53TG3B	0
RP11-1437A8.5	0
RP11-1437A8.7	0
TP53TG3F	0
RP11-23E10.7	0
RP11-23E10.5	0
RP11-23E10.3	0
RP11-989E6.10	0
RP11-23E10.2	0
RP11-23E10.4	0
RP11-293B20.2	0
BMS1P8	0
RP11-104C4.6	0
ENPP7P13	0
RP11-104C4.4	0
IGHV3OR16-12	0
RP11-104C4.2	0
IGHV3OR16-13	0
RP11-812E19.9	0
RP11-812E19.13	0
RP11-812E19.12	0
RP11-812E19.7	0
IGHV3OR16-11	0
RP11-812E19.10	0
ARHGAP23P1	0.0659522
IGHV3OR16-7	0
RP11-812E19.5	0
IGHV3OR16-16	0
RP11-812E19.14	0
RP11-812E19.3	0
RP11-598D12.4	0
BCAP31P1	0
RP11-598D12.1	0
RP11-598D12.5	0
RP11-598D12.2	0
CTD-2522B17.8	0
DUX4L45	0
PCMTD1P2	0
DUX4L46	0
DUX4L47	0
LINC00273	0
RNA5-8SP2	0
BCLAF1P2	0.0591454
CH17-342O10.1	0
CTD-2144E22.9	0
LINC02184	0
CTD-2144E22.5	0
CTD-2144E22.6	0
CCNYL3	0
CLUHP11	0
NAMPTP3	0
VPS35P1	0
VN1R68P	0
VN1R69P	0
RP11-244B22.11	0
RP11-244B22.10	0
UBE2MP1	0.526829
SLC25A1P4	0
RP11-488I20.9	0
RP11-244B22.6	0
TP53TG3GP	0
RARRES2P5	0
FGFR3P5	0
FRG2JP	0
RP11-488I20.8	0
RARRES2P6	0
AGGF1P8	0
FRG2HP	0
RARRES2P9	0
AGGF1P9	0
C2orf69P4	0
LINC01566	0
FRG2GP	0
AGGF1P4	0
FRG2IP	0
RARRES2P7	0
AGGF1P5	0
C2orf69P3	0
RP11-80F22.16	0
ZNF971P	0
FRG2DP	0
RARRES2P10	0
AGGF1P6	0
RP11-80F22.14	0
C2orf69P2	0
RP11-80F22.4	0
RP11-80F22.15	0
TP53TG3HP	0
RP11-80F22.8	0
RARRES2P8	0
AGGF1P7	0
C2orf69P1	0
C1QL1P1	0
KIF18BP1	0
RP11-14K3.7	0
RP11-352B15.5	0
RNA5SP406	0
RNA5SP407	0
RNA5SP408	0
RNA5SP409	0
LINC02167	0
RNA5SP410	0
RNA5SP411	0
RNA5SP412	0
RNA5SP413	0
RNA5SP414	0
RNA5SP415	0
RNA5SP416	0
RNA5SP417	0
RNA5SP418	0
RNA5SP419	0
RNA5SP420	0
RNA5SP421	0
RNA5SP422	0
RNA5SP423	0
RP11-352B15.2	0
HMGN2P41	0
VN1R70P	0
RP11-43P5.1	0
RP11-43P5.3	0
PPP1R1AP2	0
ANKRD26P1	0.0434546
RNU6-845P	0
RP11-46D6.5	0
RP11-46D6.4	0
SHCBP1	0.512098
RP11-46D6.1	2.08829
RAB43P1	0.681559
RP11-93O14.1	0
RP11-93O14.2	0.654878
RP11-93O14.3	0
ORC6	0.545363
MYLK3	0.18451
RP11-480G7.2	0
C16orf87	2.15979
CKBP1	0
RP11-480G7.3	0
GPT2	4.50214
RP11-169E6.1	0.208072
RP11-169E6.4	0
RP11-169E6.3	0
NETO2	0.353583
ITFG1-AS1	0
RPL23AP72	0
RP11-329J18.3	0
RP11-329J18.5	0
RP11-329J18.4	0.0899417
RP11-474B12.1	0
Y_RNA	0
RNA5SP424	0
RNA5SP425	0
RP11-177N22.3	0
RP11-177N22.2	0
EIF4BP5	0
NDUFA5P11	0.212483
LINC02133	0
CTB-55P19.1	0
LINC02192	0
LINC02134	0
RP11-3M1.3	0
ABCC12	0
RP11-3M1.1	0
ABCC11	0.0163953
UBA52P8	0.359767
CTD-2600H12.2	1.11155
Metazoa_SRP	0
RP11-44I10.5	0
MOCS1P1	0
RP11-44I10.3	0
RPS2P44	0
CTC-527H23.1	0
CTC-527H23.2	0
RP11-42I10.1	0.121215
CTC-527H23.3	0
CTC-527H23.4	0
KLF8P1	0
RNU6-257P	0
RP11-42I10.3	0
MTND4LP25	0
RP11-22D3.1	0
RP11-22D3.2	0
CBLN1	0.696032
RP11-491F9.1	0.0715844
RP11-491F9.8	0
RP11-491F9.2	0
RP11-491F9.6	0
RP11-491F9.5	0
RP11-491F9.3	0
C16orf78	0
RP11-189E14.5	0
RP11-189E14.3	0
LINC02179	0
ZNF423	4.40892
ADAM3B	0
MRPS21P7	0
CTD-2595P9.2	0
MRPS21P8	0
CTD-2595P9.4	3.5471
RP11-305A4.2	0
RP11-305A4.3	0
RPL34P29	0
RP11-305A4.5	0
RP11-429P3.3	0
RP11-429P3.2	0
Metazoa_SRP	0
ACTG1P16	0
RP11-429P3.8	0.301931
RNY4P3	0
RP11-429P3.5	0.127018
RPL10P14	0
SNORA70	0
ADCY7	3.53158
MIR6771	0
RP11-21B23.1	0
LINC02178	0
RP11-21B23.3	0
RP11-401P9.1	0
RP11-401P9.7	0.118375
RP11-401P9.6	0.258299
RP11-401P9.5	1.83662
SNX20	1.10702
NOD2	1.16261
RP11-327F22.6	0.121278
RP11-327F22.1	0.319271
MIR3181	0
RP11-327F22.4	0.0451324
LINC02168	0
CTD-2034I21.1	0
RNA5SP426	0
LINC02187	0
LINC02128	0
LINC02127	0
RP11-883G14.3	0
RP11-883G14.4	0
SOD1P2	0
SALL1	0.0280175
AC009166.5	0
AC009166.7	0
AC137527.2	0
UNGP1	0
RP11-437L7.1	0
RN7SKP142	0
LINC01571	0
C16orf97	0
RP11-152O14.4	0
RP11-152O14.3	0
LINC00919	0
LINC02180	0
RP11-142G1.3	0
RP11-142G1.1	0
CASC22	0
RP11-132F7.2	0
TOX3	0.016256
CASC16	0
RP11-297L17.2	0
RP11-297L17.3	0
RP11-297L17.4	0
RP11-297L17.6	0.0556965
PHBP21	0
RP11-467J12.2	0
RP11-467J12.3	0
RP11-467J12.4	0.438872
RP11-295M3.2	0.0794227
RP11-454F8.3	0
RP11-454F8.2	0.170421
RP11-454F8.4	0.128194
snoU13	0
RNA5SP427	0
RP11-44F14.4	0
RP11-44F14.1	0
RP11-44F14.2	0
RP11-44F14.8	0
RP11-44F14.9	0
RP11-44F14.10	0
RNU6-1153P	0
RP11-44F14.5	0
RP11-44F14.7	0.440125
RP11-44F14.6	3.56728
RPGRIP1L	1.25683
RP11-36I17.2	0.129028
RP11-357N13.3	0
RP11-357N13.6	0.048609
RP11-357N13.2	0
RP11-357N13.1	0
RP11-324D17.2	0
LINC02169	0
IRX3	0.50253
RP11-434E6.5	0
RP11-434E6.4	0.0523825
LINC02140	0
LINC02183	0
AC007491.1	0
CRNDE	0.223984
IRX5	0.0829119
CTD-3032H12.2	0
CTD-3032H12.1	0
MTND5P34	0
RP11-26L20.3	0
RN7SL841P	0
RP11-26L20.5	0
IRX6	0.204779
RP11-26L20.4	0
RPL31P56	0
RP11-212I21.5	0
RP11-212I21.2	0.0461923
RP11-212I21.3	0.18958
RP11-212I21.4	0.485729
CAPNS2	0.190458
SLC6A2	0.453225
RP11-481F24.3	0.518966
CES1P2	0
CES1P1	0.233745
CES5A	0
