Name	Adipose - Subcutaneous
RP11-327F22.1	0.452737
MIR3181	0
RP11-327F22.4	0.158944
LINC02168	0
CTD-2034I21.1	0
RNA5SP426	0
LINC02187	0
LINC02128	0
LINC02127	0
RP11-883G14.3	0
RP11-883G14.4	0
SOD1P2	0
SALL1	0.412316
AC009166.5	0
AC009166.7	0
AC137527.2	0
UNGP1	0
RP11-437L7.1	0
RN7SKP142	0
LINC01571	0
C16orf97	0
RP11-152O14.4	0
RP11-152O14.3	0
LINC00919	0
LINC02180	0
RP11-142G1.3	0
RP11-142G1.1	0
CASC22	0
RP11-132F7.2	0
TOX3	0.403011
CASC16	0
RP11-297L17.2	0
RP11-297L17.3	0
RP11-297L17.4	0
RP11-297L17.6	0.202571
PHBP21	0
RP11-467J12.2	0
RP11-467J12.3	0
RP11-467J12.4	0.662091
RP11-295M3.2	0.176092
RP11-454F8.3	0
RP11-454F8.2	0.288888
RP11-454F8.4	0.241255
snoU13	0
RNA5SP427	0
RP11-44F14.4	0
RP11-44F14.1	0
RP11-44F14.2	0
RP11-44F14.8	0
RP11-44F14.9	0
RP11-44F14.10	0
RNU6-1153P	0
RP11-44F14.5	0.0982204
RP11-44F14.7	0.820316
RP11-44F14.6	2.5957
RPGRIP1L	1.05675
RP11-36I17.2	0.249382
RP11-357N13.3	0
RP11-357N13.6	0.0597956
RP11-357N13.2	0
RP11-357N13.1	0
RP11-324D17.2	0
LINC02169	0
RP11-434E6.5	0.417242
RP11-434E6.4	1.41666
LINC02140	0
LINC02183	0
AC007491.1	0
IRX5	3.04751
CTD-3032H12.2	0.224182
CTD-3032H12.1	0.0402662
MTND5P34	0
RP11-26L20.3	0
RN7SL841P	0
RP11-26L20.5	0.254029
RP11-26L20.4	0.212751
RPL31P56	0
RP11-212I21.5	0.210538
RP11-212I21.2	0.470817
RP11-212I21.3	0.848884
RP11-212I21.4	1.4719
CAPNS2	0.289817
SLC6A2	0.724661
RP11-481F24.3	0.790853
CES1P2	0.0309843
CES1P1	0.450861
CES5A	0
RP11-461O7.1	0.252735
RP11-461O7.2	0
RP11-355E10.1	0
CTD-2050B12.1	0
GNAO1	1.50163
DKFZP434H168	0
MIR3935	0
RP11-441F2.2	0
RP11-441F2.4	0
RP11-441F2.5	0.0770202
RP11-413H22.2	0
RP11-413H22.3	0.678795
MT4	0
MT3	0.852765
RP11-249C24.10	0
MT1JP	2.20838
MT1DP	0.996085
MT1CP	0
MT1B	0
MT1H	0.347603
RP11-249C24.12	0
DPPA2P4	0
RP11-343H19.1	0.0867774
MIR138-2	0
SLC12A3	0.013219
MIR6863	0
RPS24P17	0.113402
RP11-325K4.3	3.6273
CETP	2.95324
RP11-322D14.1	0
RP11-322D14.2	0.0625587
RP11-407G23.1	0
RP11-407G23.2	2.28161
RP11-407G23.5	2.02163
RP11-407G23.7	0.876695
RP11-407G23.4	0.614351
PLLP	3.1227
RPL23AP91	0
CTC-661I16.2	0
CCL22	0.48398
CCL17	0.213578
ADGRG5	0.179337
HMGB3P32	0.0536843
RP11-405F3.5	0
ADGRG3	2.78914
RP11-405F3.4	0
DRC7	0.0129159
RP11-405F3.2	0
CTD-2600O9.2	1.21849
MIR6772	0
CTD-2600O9.1	0
RNU6-20P	0
CNGB1	0
TEPP	0.107776
Y_RNA	0
RP11-332G1.1	0
CTB-134F13.1	0.355097
RP11-459F6.3	0.887469
RP11-459F6.1	0
RN7SL645P	0
CCDC113	2.20624
PRSS54	0
GINS3	4.71303
RNU6-269P	0
RP11-481J2.1	0
RNU6-1110P	0
RP11-481J2.3	0
LINC02137	0.132062
RNU6-103P	0
RP11-481J2.4	3.23817
SNORA46	0
SNORA50A	0
CTA-331F8.1	0
RP11-451N19.3	0
RP11-410D17.2	0
RNU6-1155P	0
RN7SL143P	0
GEMIN8P2	0
RPL12P36	0
RP11-700H13.1	0
Metazoa_SRP	0
RPS27P27	0
RP11-102D18.1	0
RNU4-58P	0
DUXAP11	0
APOOP5	0
LINC02141	0
RP11-430C1.2	0
RP11-457D20.1	0
RP11-457D20.2	0
RP11-354I13.2	0
RP11-354I13.1	0
GNPATP	0
RP11-90K18.1	0
CDH8	0.0483438
RP11-109D24.1	0
RN7SKP76	0
CTC-420A11.2	0
RNU6-21P	0
RP11-75D3.1	0
AC009161.1	0
AC009110.1	0
RP11-50O21.1	0
RP11-96H17.1	0
RP11-96H17.3	0
UBE2FP2	0
RP11-368L12.1	0
RPS15AP34	0
RP11-2K6.2	0
RP11-2K6.1	0.896762
RP11-370P15.1	0
LINC02165	0
RP11-21L1.1	0
RP11-744D14.2	0
AC012322.1	0
RP11-744D14.1	0
RP11-467L24.1	0
RP11-439I14.2	0
RP11-439I14.1	0
RP11-439I14.3	0
RP11-229O3.1	0.193896
LINC02126	0.142532
RP11-256I9.2	0
RP11-256I9.3	0
LINC00922	0.115211
RP11-351A20.1	0
RP11-351A20.2	0
RP11-513N24.1	0.10717
RP11-356O24.1	0
RNA5SP428	0
LINC00920	0.681222
BEAN1	0.609168
CTD-2258A20.3	0
BEAN1-AS1	1.39048
RP11-403P17.4	0
RP11-403P17.6	3.44058
CMTM1	1.07461
CMTM2	0.544904
RP11-403P17.2	0
RP11-63M22.1	0.240718
RP11-61A14.4	0.138261
TERB1	0.0679362
RP11-61A14.1	0
CA7	0.0191614
CDH16	0.0261184
CES3	1.22628
CES4A	3.50226
RP11-361L15.5	1.05306
RN7SL543P	0
EXOC3L1	4.77472
ELMO3	3.2623
MIR328	0
CTC-277H1.6	0.177955
LRRC29	2.99987
SLC9A5	3.30853
KCTD19	0.0936718
RN7SKP118	0
LRRC36	0.153972
RNU1-123P	0.247669
HSD11B2	1.38607
RP11-297D21.2	0
RP11-297D21.4	0.83563
AGRP	0.0511945
CTD-2012K14.8	1.49467
CTD-2012K14.2	0.242521
CTD-2012K14.6	0.294299
CTD-2012K14.5	0.231414
CTD-2012K14.7	0.201206
AC009095.4	0.515101
CARMIL2	0.918102
RP11-167P11.2	0.422961
TSNAXIP1	1.39279
CTC-479C5.11	0
NRN1L	2.87101
CTRL	3.74451
DPEP3	0.184956
DPEP2	3.55403
KARSP3	0
CTC-479C5.6	0
RNU6-359P	0
Y_RNA	0
SNORA48	0
RP11-96D1.9	0
RPS12P27	0.123753
RP11-96D1.5	0.448082
RP11-96D1.10	1.31422
ESRP2	0.402165
MIR6773	0
RP11-96D1.6	0
RP11-96D1.7	0.355604
RNU6-1262P	0.37879
RP11-96D1.3	0.206393
RNU4-30P	0
SMPD3	2.52849
RP11-71L14.3	0.0287351
RP11-71L14.4	0
Y_RNA	0
RPL35AP33	0
RNU4-36P	0
RP11-615I2.1	0.0501897
RP11-615I2.6	0.113816
snoU109	0
snoU109	0
CDH3	0.16139
RP11-615I2.2	0
RP11-615I2.3	0
HSPE1P5	0
CDH1	0.145581
RNA5SP429	0
RP11-354M1.2	0
FTLP14	0
Y_RNA	0
U7	0
RP11-521L9.1	0
RP11-521L9.2	0.0625636
RNU6-898P	0
RP11-123C5.5	0
RPS2P45	0.0404955
HAS3	1.30742
RNU6-22P	0
Y_RNA	0
RP11-70O5.2	0
TMED6	0.807267
RP11-343C2.10	0.0727186
RP11-140H17.2	0.194105
CTD-2033A16.3	0.69039
CTD-2033A16.2	0.362824
SNORA62	0
MIR140	0
CLEC18A	0.148437
RP11-419C5.3	0
MIR1972-2	0
RP11-106J23.1	0
RP11-296I10.3	0
CLEC18C	0.0211911
RP11-296I10.5	0
SMG1P7	3.69984
RN7SL279P	0
RP11-529K1.2	0.879059
RPS27P26	0
RNU6-23P	0
SNORD111B	0
SNORD111	0
RP11-394B2.1	1.66849
RP11-394B2.5	0.251069
RP11-394B2.6	0
VAC14-AS1	0.117822
RP11-394B2.7	0
RP11-424M24.3	0
RP11-424M24.5	0
HYDIN	0.0168792
RNU6ATAC25P	0
RP11-23E19.1	0
RP11-23E19.2	0
CTD-2520I13.1	0
LINC02136	0
RP11-510M2.7	0
RP11-510M2.4	0
RP11-510M2.8	0
RP11-510M2.2	0.775072
ZNF19	1.71748
RP11-510M2.6	0
CHST4	0.140161
RP11-510M2.5	0
RNU6-1061P	0
TAT	0.0988254
TAT-AS1	0.441249
RP11-432I5.2	0
MARVELD3	0.0749326
RP11-432I5.6	0
RNU6-208P	0
SNORA70D	0
RP11-432I5.8	0.288051
RP11-432I5.4	0
SNORD71	0
RP11-417N10.5	0.127786
RP11-417N10.3	0.128703
RP11-417N10.4	0
ZNF821	2.94413
RP11-498D10.3	0
PKD1L3	0.217285
RPL39P31	0
RP11-498D10.8	0.0680768
ATP5A1P3	0.191298
DHODH	4.61094
HPR	0.759257
RP11-384M15.3	0.431475
PMFBP1	0.550731
RP11-328J14.1	0
RP11-328J14.2	0
LINC01572	0.25221
U6	0
AC004158.3	0
RP5-991G20.1	1.4722
RNU7-90P	0
KRT18P18	0
RP5-991G20.6	0
RP5-991G20.2	0.188657
RNU7-71P	0
CTD-2326C4.1	0
AC002044.3	0
AC002044.4	0
AC002044.1	0.0866793
RP11-346C20.4	3.98616
RP11-346C20.3	3.40259
HCCAT5	0.0448275
C16orf47	0.339712
AC140912.1	0
RP11-140I24.2	0
LINC01568	0
RP11-44L9.1	0
RP11-44L9.2	0
RP11-44L9.3	0
CTD-2009A10.1	0
RP11-53L24.2	0
RP11-53L24.1	0
RP11-42H13.1	0
AC009120.4	0.0229897
AC009120.9	0
AC009120.8	0
AC009120.10	0
AC009120.11	0.0696821
AC009120.3	2.58348
AC009120.5	2.18885
RP11-252A24.3	0.728291
RP11-252A24.8	0
CLEC18B	0.085986
RP11-252A24.5	0
RNU6-237P	0
Y_RNA	0.792824
RP11-572F4.1	0
HSPE1P7	0
TMPOP2	0
FA2H	0.116841
RP11-787D11.1	0
RP11-252E2.2	0
RP11-331F4.1	0
CTRB2	0.30188
CTRB1	0.341521
RP11-331F4.4	0.190443
RP11-331F4.5	0.725546
RNU6-758P	0
RP11-252K23.1	0
RP11-252K23.2	0.77328
SNORA76	0
RP11-77K12.9	1.1495
RP11-77K12.3	0.0650899
CHST6	0.0511914
RP11-77K12.4	0
RP11-77K12.10	0
RP11-77K12.5	0.0913058
CHST5	0.213895
RP11-490B18.5	0.186335
RP11-490B18.6	3.81887
RP11-490B18.9	0.0369059
DUXB	0.0713583
RN7SL520P	0
ATP5F1P7	0
CPHXL	0
RP11-2C15.1	0
RNA5SP430	0
RP11-293N14.1	0
RP11-150D5.2	0
RPL18P13	0.0792415
CNTNAP4	0.493721
RN7SKP233	0
SNORD33	0
RP11-58C22.2	0
LINC02125	0
CTD-2336H13.2	0
MIR4719	0
CTD-2336H13.1	0
CTD-2300H10.2	0
VN2R10P	0
RP11-538I12.3	0.223905
ADAMTS18	2.23098
RP11-538I12.2	0
RP11-449J10.1	0
LINC02131	0
RP11-571O6.2	0
RP11-264M12.2	1.88352
VAT1L	1.025
RP11-264M12.4	0
RP11-281J9.1	0
RP11-281J9.2	0
CLEC3A	0
KRT8P22	0
RP11-358L22.2	0
RP11-358L22.3	2.26828
RP11-190D6.1	0
RP11-190D6.2	0
LSM3P5	0
RP11-264L1.4	0
RP11-264L1.1	0
RP11-264L1.3	0
RP11-264L1.2	0.0310147
RPS3P7	0
RP11-133M8.3	0
RP11-319G9.1	0
RP11-319G9.3	0.124048
RP11-319G9.4	0
RP11-319G9.5	0.0857956
RP11-556H2.1	0
RP11-556H2.4	0
RP11-556H2.3	0.132104
RP11-556H2.2	0
RP11-679B19.1	1.30545
RP11-679B19.2	0.2131
RNA5SP431	0
RP11-467I17.1	1.71836
RP11-70D24.3	0.58302
RP11-70D24.2	3.56719
RP11-70D24.4	0.11098
RP11-70D24.1	0
LINC01229	0.0999441
MAFTRR	0.277894
LINC01228	0
RP11-148M9.1	0
RP11-525K10.1	0
RP11-525K10.3	0.268495
RP11-525K10.2	0
DYNLRB2	0.612012
RP11-109P11.1	0
LINC01227	0
RP11-18F14.4	0
CTD-2055G21.1	0
LINC02170	0.0675444
CMC2	2.70484
RP11-303E16.9	0.602537
CENPN	1.89304
RP11-303E16.3	0.0891269
RP11-303E16.2	2.4391
C16orf46	1.70132
RP11-303E16.5	0.180905
RP11-303E16.6	0
RP11-303E16.7	0.082059
RNU6-1191P	0.423613
BCO1	0.0410047
RP11-626G3.1	0
RP11-55K13.1	0.175602
GAN	2.40337
RP11-391L3.4	0.0669852
RP11-391L3.5	0.160457
RP11-391L3.3	0.0644476
MIR7854	0
MIR6504	0
RP11-274A11.5	0
RP11-274A11.3	0.0413271
RP11-274A11.4	0.135013
RP11-960L18.1	0.0492676
RP11-510J16.6	0
SDR42E1	0.413996
HSD17B2	0.0174093
RP11-510J16.5	0
MTCYBP28	0
CTD-2588J6.2	0
RN7SKP190	0
RP11-481E4.1	0
RP11-481E4.2	0
RP11-2L4.1	0
MIR8058	0
RP11-22H5.1	0
RP11-22H5.2	0.0104911
RN7SL134P	0
CTD-3253I12.1	0
RP11-543N12.1	0
MIR3182	0
RP11-298D21.3	0.0611788
RP11-298D21.1	0.0215942
RP11-298D21.2	0
RP11-483P21.2	0.185859
RP11-483P21.6	0.200234
RP11-505K9.4	0.777129
NECAB2	0.475611
SLC38A8	0
RNA5SP432	0
RP11-505K9.5	0.544217
RP11-505K9.1	2.80774
RP11-505K9.3	0
DNAAF1	0.264128
ADAD2	0.696035
RP11-486L19.2	0.227797
KCNG4	0
RP11-558A11.1	0
RNA5SP433	0
WFDC1	3.17818
RP11-558A11.2	0
RP11-558A11.3	0
ATP2C2	0.143006
RP11-517C16.2	0.355929
RP11-517C16.4	0.468596
RP11-61F12.1	0.106375
RP11-254F19.2	0.501601
RP11-254F19.4	0.175577
LINC02176	0
KIAA0513	3.72932
FAM92B	0.0744007
LINC02139	0.225215
RP11-442O1.3	0.15318
COX6CP16	0
LINC00311	0.0686496
MIR5093	0
LA16c-352F7.1	0.208605
RP11-118F19.1	0.0687002
CTD-2542L18.1	0.0552757
RN7SL381P	2.31488
GINS2	0.556902
C16orf74	1.82636
RP11-568J23.8	0.185408
MIR1910	0
RP11-568J23.4	0
RNU1-103P	1.82397
RP11-568J23.5	2.50048
RP11-568J23.6	0.110275
RP11-568J23.7	0
RP11-568J23.1	0
RP11-568J23.2	0
MIR6774	0
LINC02132	0
RP11-542M13.2	0
RP11-542M13.1	0
RP11-805I24.1	0
RP11-805I24.4	0
RP11-805I24.3	0
LINC01082	0.199257
RP11-514D23.3	0
LINC01081	0
Y_RNA	0
LINC02135	0
LINC00917	0
RP11-158I3.3	0
RP11-158I3.1	0
FENDRR	0.0468267
FOXF1	1.99149
RP11-463O9.9	0.112011
RP11-463O9.1	0.220865
FLJ30679	0.039504
FOXC2-AS1	0
FOXC2	3.09133
FOXL1	1.98278
RP11-463O9.2	0
RP11-463O9.6	0
RP11-58A18.1	0
RP11-58A18.2	0.164065
LINC02189	0
LINC02188	0.089127
RP11-107C10.1	0
LINC02181	0
RP11-134D3.2	0
C16orf95	1.7363
RP11-899L11.1	0
RP11-899L11.3	0
RP11-178L8.5	0
RP11-178L8.1	0
RP11-178L8.6	0
RP11-178L8.7	2.4668
RP11-178L8.9	0.955886
RP11-178L8.3	0.873274
RP11-106D4.3	0
RP11-106D4.2	0.919459
RP11-482M8.1	0.102494
RP11-482M8.3	0
JPH3	0.16426
RP11-278A23.4	0
RP11-278A23.1	0.297612
RP11-278A23.2	0
RP4-536B24.4	0
RP4-536B24.3	0
SLC7A5	3.62514
MIR6775	0
RP4-536B24.2	0
CA5A	0.00577522
GS1-21A4.1	0
GS1-21A4.2	0
CTD-3057O21.1	0
BANP	4.59385
RP11-863P13.5	0.269382
RP11-863P13.6	0.224152
RP11-863P13.4	0.254968
RP11-863P13.1	0
RP11-863P13.3	0.254598
RP11-863P13.2	0
LINC02182	0.0518509
LA16c-444G7.1	0
ZNF469	0.780621
ZFPM1	2.46643
MIR5189	0
RP11-21B21.4	0.480156
IL17C	0.057255
SNAI3-AS1	0.983397
SNAI3	1.17339
RP5-1142A6.10	1.47685
MIR4722	0
RP5-1142A6.2	0.513446
RP5-1142A6.7	0
RP5-1142A6.8	0.193564
CDT1	0.751713
PABPN1L	0.119347
RP11-830F9.5	0.699612
RP11-830F9.7	0.127644
RP11-830F9.6	0.84009
CTD-2555A7.1	0
CTD-2555A7.2	0
CTD-2555A7.3	0.111876
LINC00304	0.406935
LINC02138	0
CDH15	0.0816304
SLC22A31	0.0777024
ZNF778	2.43099
AC137932.4	2.82274
AC137932.5	1.52329
AC137932.6	0.176446
RP1-168P16.2	0.100344
RP1-168P16.1	0
RNU6-430P	0
RP1-168P16.3	0
RP11-104N10.1	0.597147
RP11-104N10.2	3.66469
SNORD68	3.35196
CPNE7	0.260657
DPEP1	0.466378
SPATA33	2.2
LINC02166	0.465232
RP11-368I7.6	0.516609
VPS9D1-AS1	1.30923
FANCA	1.03621
SPIRE2	1.41354
MC1R	4.61224
TUBB3	1.2733
RP11-566K11.4	0
RP11-566K11.5	0
DBNDD1	1.07394
GAS8-AS1	0.363457
URAHP	3.6289
PRDM7	0
TUBB8P7	0.0483668
FAM157C	0.33045
RP11-356C4.3	0
RP11-356C4.5	0.380584
RNU6-355P	0
LINC02193	0.342582
RP11-356C4.6	0
RP11-1228E12.1	0.139377
RP11-1228E12.2	0.0393032
U6	0
SCGB1C2	0
LINC02091	0.452022
RP11-1260E13.1	0.354676
RP11-1260E13.4	2.2615
RP11-1260E13.3	0.0920908
RP11-1260E13.2	0.18879
AC108004.3	0
C17orf97	1.49088
RP5-1029F21.3	0
RP5-1029F21.4	0.163638
RP5-1029F21.2	0.95848
RP11-411G7.2	0
RPS4XP17	0.32451
DBIL5P	0.249562
RP11-676J12.4	0.422353
RP11-676J12.8	0.334729
RP11-676J12.9	0.580857
RP11-676J12.6	0.879445
RP11-676J12.7	2.45084
RP11-356I18.1	0.09202
MIR3183	0
Metazoa_SRP	0
RP11-216P6.2	0
AC016292.1	0
AC144836.1	0
BHLHA9	0.0285305
RP11-818O24.2	0.645768
RP11-818O24.3	0.602083
RN7SL105P	0
RP11-961A15.3	0.527495
AC016292.3	0.584793
CTD-2545H1.2	0.0502719
AC099684.1	0
CTD-2545H1.1	0
RP11-667K14.3	2.15692
MIR132	0
MIR212	0
RP11-667K14.14	0.388879
RP11-667K14.5	0.14808
RP11-667K14.13	0
RP11-667K14.10	0
RP11-667K14.9	0
RP11-667K14.8	0
RN7SL624P	0
AC090617.1	0
AC130689.5	0
AL450226.2	0
SMG6-IT1	0
RP5-1037N22.2	0
SRR	4.66461
HNRNPA1P16	1.95379
SNORD91B	0
SNORD91A	0.357466
RP1-59D14.10	0.821227
RP1-59D14.9	0
RP1-59D14.8	0
RN7SL33P	0
EIF4A1P9	0
SAMD11P1	0
RP11-135N5.3	0.252225
RN7SL608P	4.40142
RP11-74E22.6	0.565036
MIR6776	0
RP11-74E22.3	0.774939
RP11-74E22.8	0.376805
CCDC92B	0
RAP1GAP2	4.23811
CTD-3060P21.1	0
OR1D5	0
OR1D2	0
OR1E3	0
OR1G1	0
CTD-2309O5.3	0
OR1P1	0
OR1A2	0
OR1A1	0
OR1D4	0
OR1D3P	0
OR3A2	0
RP11-64J4.2	0
OR3A1	0
OR3A4P	0
OR3A5P	0
OR1AC1P	0
OR1R1P	0
OR1E1	0.102537
OR3A3	0
OR1E2	0
RP11-147K16.3	0.16868
SPATA22	0.464645
TRPV3	1.34386
RP11-235E17.3	0.658021
RP11-235E17.4	0.247364
RP11-235E17.5	0.364644
RP11-48B14.1	1.48653
P2RX5	0.408858
CTD-3195I5.3	1.68971
GSG2	0.311744
CTD-3195I5.4	0
LINC01975	0
RNA5SP434	0
Y_RNA	0
RYKP1	0.0742375
RP11-104O19.4	0.401543
MFSD1P1	0.0894848
RN7SL774P	0
SPNS3	0.544991
RP13-580F15.2	0.294229
AC118754.4	0.766761
GGT6	0.0408871
RP11-141J13.3	0
TXNP4	0
SMTNL2	2.66779
LINC01996	0
RNU6-955P	0
ALOX15	0.0302886
AC091153.4	0.383691
RP11-314A20.2	0.261886
RP11-314A20.1	1.83226
RP11-314A20.5	0
ZMYND15	3.64912
TM4SF5	0
VMO1	3.77534
RP11-81A22.4	3.02009
GLTPD2	0.848176
RP11-81A22.5	1.06801
ATP6V0CP1	0
RN7SL784P	0
CHRNE	2.73884
C17orf107	0.881653
GP1BA	0.81333
RP5-1050D4.3	0
MIR6864	0
MIR6865	0
RP5-1050D4.2	0.660543
RP5-1050D4.4	0.296393
RP5-1050D4.5	2.29612
INCA1	3.94927
AC109333.10	1.07885
SLC52A1	0.0605317
RP11-46I8.1	0
RP11-46I8.3	0.0767186
ZFP3	3.88907
AC012146.7	2.55725
USP6	0.556525
RP11-46I8.4	0.172117
ZNF594	2.64375
RP11-333E1.1	1.47546
SCIMP	1.16873
RP11-333E1.2	1.07422
RP11-420A6.2	0.535327
CTC-524C5.5	0
RP11-807C20.2	0.68444
CTB-162E12.1	0
WSCD1	2.40993
RP11-960B9.2	0
RNU6-1264P	0
BTF3P14	0
AIPL1	0
RP11-636N17.1	0
FAM64A	0.297903
PITPNM3	2.09404
Metazoa_SRP	0
RNA5SP435	0
CTC-281F24.5	0.354386
C17orf100	1.65356
CTC-281F24.1	0.141507
MIR4520-1	0
CTC-281F24.3	0.0436403
SLC13A5	0.146981
CTC-281F24.2	0
RPL23AP73	0
PRAL	0.498193
FBXO39	0.664419
TEKT1	0.0416933
ALOX12P2	0.086646
ALOX12-AS1	3.79743
RP11-530N7.2	0
RP11-530N7.3	0
ALOX12	2.18653
MIR497HG	3.55856
SLC16A13	1.52253
SLC16A11	1.71132
CTD-2545G14.2	0
ASGR2	0.970617
RPL7AP64	0.26313
ASGR1	1.37466
CTD-2545G14.4	2.75289
MIR324	2.73043
CTD-2545G14.6	0.350788
Y_RNA	0
RP1-4G17.2	0.117514
AC026954.6	0.118959
TMEM95	0.0293132
TNK1	4.04823
SPEM1	0
C17orf74	0.0228319
RP11-104H15.12	0.00959565
TMEM102	4.23654
FGF11	3.91863
SLC35G6	0.0628802
Y_RNA	0
RP11-186B7.7	0.762801
SOX15	2.62073
SHBG	0.632212
RP11-199F11.2	1.40462
WRAP53	4.97609
EFNB3	1.03553
DNAH2	0.199248
RPL29P2	0.0573613
RP11-1099M24.6	0.962897
SCARNA21	0.205097
AC025335.1	4.45106
KCNAB3	1.70761
RP11-1099M24.8	0
GUCY2D	0.0703538
RP11-1099M24.9	0.0626739
ALOX15B	2.58295
RP11-599B13.3	0
RP11-599B13.9	0.015962
ALOX12B	0.070339
AC129492.6	0.0742637
MIR4314	0
ALOXE3	0.0567927
HES7	0.453007
MIR6883	2.72424
RP11-599B13.7	0.0473856
MIR4521	0
RP11-599B13.8	0.131173
AURKB	0.89251
LINC00324	2.97925
RP11-849F2.9	1.50633
RP11-849F2.10	0.137825
AC135178.7	4.64421
SNORA69	0.764778
RP11-849F2.4	0
ODF4	0
RP11-849F2.5	0.799167
KRBA2	3.09123
RNF222	0.0557854
RNU7-43P	0
RP11-713H12.2	0.0373353
RP11-713H12.1	0
CCDC42	0.0618192
SPDYE4	0.0499927
MFSD6L	0.103115
PIK3R6	2.23018
CTB-41I6.1	0.54372
CTB-41I6.2	0.607867
RP11-85B7.2	0.0367051
RP11-85B7.5	0.24837
RP11-85B7.4	0
AC087501.1	0.0524816
RP11-565F19.4	0
RP11-565F19.3	0
RP11-565F19.2	0.640025
CFAP52	0.0812439
RPL19P18	0
RP11-55L4.2	0
USP43	0.151173
RP11-55L4.1	0
RP11-477N12.6	0
DHRS7C	0.0863234
GSG1L2	0
RP11-477N12.5	0
GLP2R	1.18637
NPM1P45	0
RCVRN	0.349021
RPS27AP1	0.126423
RP11-401O9.4	0.139443
MYH13	0.00661237
RP11-401O9.3	0.117124
RP11-799N11.1	0
MYH8	0
MYH4	0
MYH1	0.669646
MYH2	0.283469
CTC-297N7.7	0.0386818
MYH3	2.58977
CTC-297N7.1	0.144594
CTC-297N7.10	0
MAGOH2P	4.3979
TMEM220-AS1	1.70828
CTC-297N7.9	1.32246
RP11-963H4.2	0
RP11-963H4.5	0
LINC00675	0.0889204
RP11-963H4.6	0
PIRT	0.00979855
RP11-963H4.3	0.67208
RNU6-1065P	0
RPL15P21	0.0829004
RN7SL601P	0
SHISA6	1.19196
RP11-680C21.1	1.21326
DNAH9	0.252353
RP11-628O18.1	0
RP11-1096G20.5	0.494914
RPL21P122	0
RNU11-2P	0
MIR744	0
RP11-471L13.3	0.340966
RP11-471L13.2	0
LINC00670	0.320879
MYOCD	4.48466
AC005358.3	0
RP11-1090M7.1	0.198796
MIR1269B	0
RP11-1090M7.3	0.552437
RP11-597M12.2	0.140359
RP11-488L1.1	0
LINC02093	0
HS3ST3A1	0.329831
MIR548H3	0
COX10-AS1	1.56183
RP11-131K5.2	0
AC005304.1	0
RP11-131K5.1	0
CDRT15P1	0.399916
SNORA74	0
AC005224.2	0.559439
CDRT15	0.0610728
RP11-214O1.1	0
HS3ST3B1	0.789511
RP11-214O1.2	0.364784
RP11-214O1.3	0
AC022816.2	0
RPS18P12	1.74596
AC013248.2	0
AC005863.1	0
LINC02096	0
RPL23AP76	0
AC005772.2	0
CDRT7	0
CDRT8	0
MIR4731	0
RP11-849N15.3	0.862551
RP11-849N15.1	0.171241
AC005703.3	0
AC005703.2	0
TEKT3	0.780963
RNU6-799P	0
RP11-849N15.5	0
RP11-849N15.4	0
RN7SL792P	0
RPL9P2	0.245684
TVP23C	2.25219
AC005517.3	2.66928
RP11-385D13.3	0.396399
CDRT1	0.546826
SNORA74	0
RP11-640I15.1	0
ZNF29P	0
ZNF286A	2.28549
UBE2SP1	0.349291
TBC1D26	0.129293
AC005324.6	0
RP11-640I15.2	0
AC005324.7	0
CDRT15P2	0
ZSWIM5P1	0
RNA5SP436	0
IL6STP1	0
AC015922.7	0.648886
LINC02087	0
AC015922.5	0
ADORA2B	1.11226
AC002553.4	0
RNU6-314P	0
RNU6-862P	0
RN7SL442P	0
MIR1288	0
FTLP12	0
RP11-138I1.2	0.0258105
SNORD49A	0
RP11-138I1.3	1.02316
LRRC75A	2.92783
ZNF287	3.9758
RP1-77H15.1	0.129405
AC005822.1	0.27847
ZNF624	2.51116
RP11-92B11.4	0
NEK4P2	0
RNASEH1P2	0
CCDC144A	0.871545
RNU6-405P	0
RN7SL620P	0
UPF3AP1	0.158918
SRP68P1	0
RP11-92B11.3	0
FAM106CP	0
RP11-219A15.2	0
NOS2P4	0
KRT16P6	0.873202
KRT16P2	0
KRT17P1	0
KRT17P4	0
COTL1P1	0
RP11-219A15.5	0
RP1-48J14.1	0
TBC1D27	0.0296294
TNFRSF13B	0.0408485
AC104024.1	0
LINC02090	0
RP11-416I2.1	0
MPRIP-AS1	0.275722
RP11-45M22.3	0.515393
RNU6-767P	0
RN7SL775P	0
RP11-45M22.5	0.152414
ACTG1P24	0.0918435
NT5M	2.89583
AC073621.2	0.64953
TSEN15P1	0
Y_RNA	0
RNU6-468P	0
RP11-524F11.2	0.182061
RP11-524F11.3	0.162783
SMCR2	0
RAI1-AS1	0
SMCR5	0.0274044
MIR6777	0
MIR33B	0
RP1-253P7.4	2.2635
DRC3	1.67845
AC087163.3	0
AC087163.2	0.491394
RP11-384M20.1	1.25783
RP11-258F1.2	0.0274621
MYO15A	0.491042
RP11-258F1.1	0.18546
RP1-178F10.1	0.351831
RPL7AP65	0
RPL21P121	0
MIR6778	0
EVPLL	0.146076
RP1-37N7.1	0.0103741
RP1-37N7.7	0
TBC1D3P4	0
LINC02076	0.1695
KRT17P5	0
YWHAEP2	0
AL353997.3	0
KRT17P2	0
KRT16P1	0
KRT16P4	0
AL353997.11	0
RP1-37N7.6	0
TNPO1P2	0
LGALS9C	0.0695386
NOS2P2	0
