Name	Brain - Spinal cord (cervical c-1)
RP13-516M14.2	0.221831
MIR6787	0
RP13-516M14.10	4.31984
RP13-516M14.8	0.571539
LINC01970	0.196543
CD7	1.45254
SECTM1	0.976284
TEX19	0
UTS2R	0.0155357
RP13-20L14.1	0.961342
RP13-20L14.4	0.0792314
Y_RNA	0
HEXDC-IT1	0.216889
RP13-20L14.6	0.714085
RP13-20L14.10	1.04119
RP13-991F5.2	0.0438782
NARF-IT1	0.740581
RP13-638C3.6	0.199682
RP13-638C3.2	0.353009
RP13-638C3.3	0.45536
RP13-638C3.5	0.130762
MIR4525	0
RP11-388C12.1	0.603836
RP11-388C12.5	0.253791
RP11-388C12.8	4.21441
RP11-567O16.1	0
ZNF750	0.101429
RP11-497H17.1	0.469702
B3GNTL1	1.94609
RP11-1197K16.2	0
AC144831.3	0.539
AC144831.1	0.37672
AC139099.7	0
AC139099.4	0
AC139099.6	0
AC139099.5	0.0354098
RPL23AP87	0.144851
AP005530.1	0
AP005530.2	0
FAM166AP6	0
TUBB8P12	0.0357855
RP11-683L23.7	0
IL9RP4	0
RP11-683L23.6	0
ROCK1P1	1.77715
MIR8078	0
RP11-705O1.8	0.289705
RP11-720L2.4	0
RP11-720L2.2	0
LINC01925	0
CETN1	0
RN7SKP146	0
CLUL1	1.30146
RP11-806L2.2	1.08873
RP11-806L2.5	0.190253
RP11-806L2.6	0.223548
RP11-769O8.1	0.0844861
RP11-769O8.3	0.0574376
RNU1-109P	0
RP11-672L10.6	1.2652
BOLA2P1	0
RP11-672L10.5	0
RP11-672L10.3	0
RP11-672L10.2	0.151584
ADCYAP1	1.53257
LINC01904	0
RP11-689C9.1	0
RP11-78F17.1	0
RP11-78F17.3	0
COX6CP3	0
LINC00470	0.0109446
RN7SKP72	0
RP11-288C17.3	0
RP11-288C17.1	0
RP11-476K15.1	0
CTD-2015H3.2	0
CTD-2015H3.1	0
RP11-161I6.2	0
CTD-2533G20.1	0
snoU109	0
RP11-715F3.2	0.327704
RP11-715F3.1	0
NDC80	0.0938482
KATNBL1P3	0
Y_RNA	0
RNU6-340P	0
CBX3P2	0.883581
RP11-703M24.5	0.202462
Y_RNA	0
RP11-737O24.5	0.986162
RP11-737O24.3	0.128946
RP11-737O24.2	0.0588822
RP11-737O24.1	0
SNRPCP4	0
RP11-193E15.4	0
SNORA70	0
RNU7-25P	0
RP13-270P17.2	1.45171
RP13-270P17.1	0.746627
RP11-838N2.5	0.67192
LINC01895	0.0836454
RPL31P59	0
IGLJCOR18	0
RPL21P127	0
TGIF1	3.78704
BOD1P1	0
GAPLINC	0.176017
DLGAP1	1.14045
RN7SL39P	0
RP11-710M11.1	0
DLGAP1-AS1	3.39531
DLGAP1-AS2	1.39558
RP11-874J12.4	0
RP11-874J12.3	0
DLGAP1-AS3	0
MIR6718	0
RNU6-831P	0
DLGAP1-AS4	0.0324832
GAPDHP66	0
DLGAP1-AS5	0.474576
RP11-138C24.2	0
RP11-183C12.1	0
RP11-172F10.1	0
PPIAP14	0
LINC01892	0
BOD1P2	0
AKAIN1	0.538555
RP11-190I17.2	0
RP11-835E18.5	0.0496439
CTD-3096M3.1	0
CTD-3096M3.2	0.148108
RP11-286N3.1	0
RP11-286N3.2	0
MIR3976HG	0
MIR3976	0
TMEM200C	0.578229
RP11-945C19.4	0
L3MBTL4	1.26392
RP11-793A3.1	0
RNU5F-3P	0
RP11-793A3.2	0.0768267
L3MBTL4-AS1	0.697928
MIR4317	0
RP11-637N19.1	0
RNU6-349P	0
CTD-2124B20.2	0
LINC01387	0
CTD-2124B20.3	0
RN7SL282P	0
RP11-91I8.1	0
RP11-91I8.2	0
RP11-91I8.3	0.542847
ARHGAP28	0.501784
RP11-146G7.2	0.107052
LINC00668	0
SCML2P1	0
RNU6-916P	0
LAMA1	0.372511
RP11-781P6.1	0.0167286
RP11-76K13.3	0
SLC25A51P2	0
LRRC30	0
SNORA48	0
RP11-678G15.2	0
RP11-678G15.1	0
U3	0
RP11-376P6.3	0.076104
RP11-789C17.3	0
RP11-789C17.1	0.356322
RP11-789C17.5	0.291831
RFWD2P1	0
RN7SL50P	0
THEMIS3P	0
AKR1B1P6	0
RP11-661O13.1	0.585305
TOMM20P3	0
GACAT2	1.35055
MTCL1	4.79271
Y_RNA	0
RP11-674N23.4	0.159701
RPS4XP19	0
RP11-143J12.3	0.328627
NDUFV2-AS1	2.27154
Y_RNA	0
Y_RNA	0
RP11-888D10.4	1.43508
RP11-888D10.3	0.478651
RP11-61L19.2	0.182073
RP11-61L19.1	0.0190914
RP11-881L2.1	0.0886844
PPP4R1-AS1	0.487679
RNU6-903P	0
KRT18P8	0
RP11-692N5.2	0.0842323
ZNF415P1	0
RN7SL862P	0
RNA5SP449	0
PIGPP4	0
TXNDC2	0.0462769
RP11-474N24.6	0.198816
RNA5SP450	0
RP11-419J16.1	0
RP11-138E9.2	0
RP11-243E13.2	0
LINC01254	0.0777407
RP11-883A18.3	0.104726
LINC01887	0
RP11-856M7.7	0
CCDC58P1	0
RP11-856M7.4	0
RP11-856M7.8	0
PMM2P1	0
RP11-856M7.1	0.0166545
RP11-856M7.2	0
RP11-21G15.1	0.0346974
MIR6788	0
RP11-513M1.1	0
RP11-93H10.1	0
RP11-128P17.2	0
RP11-128P17.4	0
RP11-128P17.3	0
LINC01928	0
LINC01255	0
RP11-712C7.2	0
SLC35G4	0
RP11-677O4.5	0
NPIPB1P	0.0360322
RP11-677O4.6	0
RP11-677O4.4	0
MIR7153	0
RP11-677O4.2	0
GNAL	2.99929
ASNSP6	0
RP11-78A19.2	0
RP11-78A19.4	0
RP11-820I16.1	0.242789
RP11-820I16.2	0
IMPA2	1.15711
RP11-820I16.3	0
RP11-703I16.1	0.148165
RP11-703I16.3	0
RP11-703I16.2	0
AP002414.1	0
RP11-815J4.7	0.0765379
RP11-815J4.6	0.290483
RP11-815J4.1	0
RP11-815J4.5	0
ANKRD62	0
RNU6-324P	0
SDHDP1	0
RP11-64C12.7	0
RP11-64C12.5	0
RP11-64C12.4	0
RP11-64C12.3	0
CCDC58P3	0
RP11-64C12.6	0
RP11-64C12.9	0
CIDEA	0.149056
RP11-64C12.1	0
RP11-64C12.8	0
RNU6-170P	0
RNU7-129P	0
RP11-861E21.1	1.76471
RP11-861E21.2	1.41117
RP11-861E21.3	0.296829
CEP76	1.16942
RP11-973H7.3	1.41704
RP11-973H7.5	0
LINC01882	0
Y_RNA	0
RP11-973H7.1	0.0211663
STK25P1	0
EIF4A2P1	0.0952315
RP11-773H22.4	0.347101
RP11-807E13.3	0
RP11-807E13.2	0
RP11-794M8.2	0
RP11-794M8.1	0
RP11-756J15.3	0
C18orf15	0.0256138
RP11-756J15.2	0
RP11-691H4.3	0
LDLRAD4-AS1	0.436152
MIR5190	0
RP11-691H4.4	0
RP11-53B2.1	0.0336151
RP11-53B2.2	0.103928
RP11-53B2.5	0.0581946
RP11-53B2.3	0.019598
RP11-53B2.6	0.325412
RP11-53B2.4	0
MIR4526	0
RP11-701H16.4	3.56832
FAM210A	4.91481
RP11-720L3.1	0
RN7SL362P	0
MC5R	0
MC2R	0
RP11-681N23.1	0
RP11-411B10.7	0.150244
RP11-411B10.8	0.0533893
ZNF519	0.959683
RP11-411B10.2	0.22007
FRG2LP	0
RP11-411B10.5	0
NF1P5	0
ANKRD20A5P	0.113011
RNU6-316P	0
RHOT1P1	0.0630008
RP11-757O6.6	0
CYP4F35P	0.40032
RP11-757O6.7	0
RP11-757O6.4	0
TERF1P2	0
FEM1AP2	0.0308513
LONRF2P1	0
CXADRP3	0
GRAMD4P7	0
POTEC	0
RNU6-1021P	0
OR4K7P	0
OR4K8P	0
SNX19P3	0
VN1R74P	0
GTF2IP8	0
ANKRD30B	0.0610029
RNU6-1210P	0
RP11-1157N2__B.2	0
MIR3156-2	0
LINC01906	0
FGF7P1	0
RP11-527H14.4	0
LINC01443	0
LINC01444	0
RP11-527H14.1	0
RP11-805F19.3	0.0568576
RP11-805F19.4	0.0276193
RP11-805F19.5	0
RP11-805F19.2	0
RP11-805F19.1	0.0373695
RP11-454P7.3	0.454644
BNIP3P3	0
RP11-454P7.1	0
AP005901.1	0
RNU6-721P	0
RP11-254G11.1	0
RNU6-120P	0
EXOGP1	0
RP11-699A5.2	0.0676123
GREB1L	0.476426
RP11-296E23.2	0
RP11-296E23.1	0
SNORD23	0
RP11-13N13.5	0.0731839
RP11-13N13.6	0
MIR320C1	0
SNORA81	0
Y_RNA	0
RN7SL233P	0.211133
SNORA73	0
MIR133A1HG	0.0209999
RP11-268I9.1	0
RP11-268I9.3	0
RNU6-1038P	0
RP11-268I9.4	0
RNA5SP451	0
LINC01900	0
RP11-595B24.2	0
RNU6ATAC20P	0
GATA6-AS1	0.0279659
GATA6	0.0954288
RP11-627G18.2	0
RNU6-702P	0
RP11-627G18.1	0
RP11-627G18.4	0
RP11-535A5.1	0
CTAGE1	0
RP11-863N1.4	0
RPS4XP18	0
RNU6-1032P	0
RP11-739L10.1	0
RP11-370A5.1	0
RBBP8	2.85353
RP11-370A5.2	0
UBE2CP2	0
RN7SL745P	0
Y_RNA	0
CABLES1	2.56101
TMEM241	1.43478
RP11-17J14.2	0
Y_RNA	0
RP11-639E23.1	0
Y_RNA	0
ANKRD29	3.01177
RPS10P27	0
LAMA3	1.13763
RPL23AP77	0
RP11-403A21.1	0.537583
TTC39C	0.959806
TTC39C-AS1	0.483775
RP11-403A21.3	0
RP11-799B12.2	0.0886048
RNU5A-6P	0
RP11-799B12.1	1.68253
CABYR	3.36525
RP11-799B12.4	3.55146
RNA5SP452	0
Metazoa_SRP	0.36797
RNU6-435P	0
MIR320C2	0
RP11-621L6.2	0.0596447
RP11-621L6.3	3.13853
Y_RNA	0
RP11-178F10.1	0
HRH4	0.0470264
RP11-178F10.2	0
RP11-178F10.3	0
EIF4A3P1	0
LINC01915	0
RP11-449D8.2	0
RAC1P1	0
RP11-449D8.3	0
RP11-449D8.5	0.0544499
LINC01894	0.368104
WBP2P1	0
RP11-958F21.3	0
CTD-2576N18.1	0
CTD-2006O16.2	0
RN7SL97P	0
RP11-737G21.1	0
RPS24P18	0
PSMA8	0.0819727
DHFRP1	0.328641
NPM1P2	0
TAF4B	1.46756
FAM60BP	0
RP11-25D3.1	0
RP11-107K17.2	0
RNU6-1289P	0
LINC01543	0
KCTD1	4.68633
RP11-9E17.1	0.505181
RP11-349H17.2	0.0234338
MIR8057	0
CIAPIN1P	0
AQP4-AS1	0.924976
PCAT18	0.0638266
RP11-552O4.1	0
RP11-552O4.2	0
CHST9	0.519215
RP11-526I8.2	0
LINC01908	0
RP11-739N10.1	0
RP11-26N15.2	0
UBA52P9	0
RP11-612A1.1	0
RBM22P1	0
PA2G4P3	0
AC015933.2	0
RP11-430E17.1	0.222398
ARIH2P1	0
RP11-510D21.1	0
RP11-510D21.2	0
RNU6-408P	0
CTD-2515C13.1	0
CTD-2515C13.2	0
RP11-784B15.1	0
MIR302F	0
RP11-675P14.1	0
RP11-675P14.2	0
RP11-25I11.1	0
RNU6-857P	0
DSC3	0.0479081
DSC2	0.880281
DSCAS	0.85593
DSC1	0.0677029
RP11-408H20.3	0.262799
DSG1	0.112165
DSG1-AS1	0
RNU6-167P	0
DSG4	0
Y_RNA	0
DSG3	0.0153715
RP11-650P15.1	0
DSG2	0.07153
DSG2-AS1	0
B4GALT6	1.9001
RP11-549B18.1	0.863179
RN7SKP44	0
LRRC37A7P	0.105211
SLC25A52	0
RP11-210K20.2	0
RP11-210K20.6	0
RP11-210K20.5	1.42563
RNU6-1050P	0
RP11-326K13.4	0.915916
PGDP1	0
RP11-326K13.2	0
RP11-326K13.3	0
RP11-326K13.5	0
RP11-53I6.1	0.0762987
RP11-53I6.3	0.523594
RP11-53I6.4	0.374733
RNA5SP453	0
MEP1B	0.0300761
CLUHP6	0
RP11-344B2.3	0
Y_RNA	0
RP11-344B2.2	0
AC021224.1	0
HNRNPA1P7	0.345828
WBP11P1	0
RP11-386P4.1	0
KLHL14	0.0903019
AC012123.1	0
RP11-57G22.1	0
RP11-746B8.1	0
CCDC178	0.0649029
RP11-680N20.1	0
RP11-258B16.1	0
ASXL3	0.885999
NOL4	1.04881
Y_RNA	0
RP11-379L18.2	0
RP11-379L18.1	0.148048
RP11-379L18.3	0.0919607
RP11-115P21.1	0
RP11-138H11.1	0
RP11-96A15.1	0.741674
RP11-294N21.2	0
RP11-294N21.3	2.32232
RP11-158H5.2	2.68148
RP11-158H5.8	1.16143
RP11-158H5.7	0.344334
RP11-54G14.1	0.964075
ZNF396	1.09547
RP11-322E11.1	0
RP11-322E11.2	0
RP11-322E11.5	0.0554128
INO80C	4.21866
RP11-322E11.3	0
MIR3975	0
RP11-712P20.2	0
RP11-873E20.1	0.160317
NRBF2P1	0
MIR187	0
MIR3929	0
RP11-905K4.1	0
RP11-723J4.3	0.272891
RP11-49I11.1	0.458977
MOCOS	0.156571
RP11-49I11.4	0.0995396
RP11-49I11.2	0
RP11-49I11.3	0
FHOD3	1.9857
KIAA1328	2.81186
RP11-58G13.1	0
RP11-95O2.1	0.214348
CELF4	3.93147
RP11-95O2.5	2.09
RP11-797E24.3	0
RP11-797E24.1	0
RP11-1147P1.1	0
MIR4318	0
RPL12P40	0
RP11-687D19.1	0
RN7SKP182	0
RNU6-706P	0
RP11-244M2.1	0.0237094
RP11-1I2.1	0
RPL7AP66	0.42885
MIR924	0
MIR5583-2	0
MIR5583-1	0
RNU6-1242P	0
LINC01901	0
LINC01902	0.235678
RP11-5A1.1	0
LINC01477	0
RPL17P45	0
KC6	0.0828918
RP11-188I24.1	0
AC011225.1	0
RP11-687E1.2	0.690574
RP11-115N12.1	0.0735888
LINC00907	0.0705224
RNA5SP454	0
RIT2	2.98982
SYT4	4.1659
RP11-789C7.1	0
AC083760.1	0
RNA5SP455	0
KRT8P5	0
LINC01478	0
MLECP1	0
RP11-456K23.1	0.436198
SETBP1	2.13965
RP11-9H20.2	0
MIR4319	0
RP11-693M3.1	0.0501636
RP11-846C15.2	0
SLC14A2	0.00802375
SLC14A2-AS1	0
RP11-749H17.1	0
RP11-749H17.2	0
RP11-116O18.1	0
RP11-116O18.3	0
RP11-618K16.4	0
SIGLEC15	0.0165056
EPG5	4.54111
PSTPIP2	2.22451
RN7SKP26	0
RP11-8H2.1	0.146808
RNY4P37	0
RNU6-1278P	0
RNF165	0.586276
RP11-63I8.1	0
LOXHD1	0.00717343
ST8SIA5	1.87564
RP11-742D12.1	0
RP11-742D12.2	0.248543
RP11-687F6.5	1.23611
PIAS2	3.77405
RP11-687F6.4	0
RP11-776B3.1	0
KATNAL2	4.5026
ELOA3D	0
ELOA3C	0
ELOA3B	0
ELOA3	0
ELOA2	0.0194589
RP11-49K24.3	0.663358
RP11-49K24.4	0
RP11-49K24.8	0.492192
RP11-49K24.5	0.215822
SKOR2	0.031649
RNU6-1131P	0
CTD-2130O13.1	0.286479
MIR4527	0
RP11-157P23.1	0
RP11-157P23.2	0
TPMTP1	0.12071
RP11-767C4.1	0
SMAD2	4.3984
RP11-380M21.1	0.0528231
RP11-380M21.4	0
RP11-380M21.3	0
ZBTB7C	1.01375
RP11-246E12.2	0
RNU6-708P	0
C18orf12	0
RNA5SP456	0
RP11-23B5.2	0
POLR3GP2	0
RP11-426J5.3	0.153896
RP11-426J5.1	0
MIR4743	0
RP11-426J5.2	0
RP11-46D1.2	0
RP11-484L8.1	0.0333168
RP11-1058N17.1	0
RP11-15F12.6	0
RP11-15F12.1	0.0478534
MIR4744	0
RP11-15F12.3	0
RP11-30L3.2	0
RP11-110H1.9	0
PRR13P4	0
RP11-110H1.4	0.409445
MIR1539	0.140216
SNORD58C	0
SNORD58A	0
SRP72P1	0
RP11-110H1.8	0
LIPG	0.658001
SMUG1P1	0
RP11-813F20.2	0
SNHG22	0.538097
MYO5B	0.458358
Y_RNA	0
RNA5SP457	0
RP11-813F20.4	0
ADAD1P2	0
RP11-689E3.2	0
MIR4320	0
RN7SL310P	0
CFAP53	2.60343
RP11-699C17.1	0.578498
RP11-1030E3.1	0
RP11-1030E3.2	0
RNA5SP458	0
SKA1	0.0802922
RPLP0P11	0
RP11-10I6.2	0
HNRNPA3P16	0
RPL17P46	0
Y_RNA	0
ELAC1	2.48651
SRSF10P1	0
RNU1-46P	0
LINC01630	1.77078
SS18L2P2	0
RP11-267C16.2	0
RSL24D1P9	0
RP11-440L16.1	0
RPS8P3	0
RP11-25O3.1	0
DCC	0.662651
RP11-7K9.2	0
VN1R76P	0
MIR4528	0
RP11-671P2.1	0
LINC01919	0
LINC01917	0
RPL29P32	0
RP11-116K4.1	0
SNORA37	0
RP11-850A17.1	0.0934602
STARD6	0.56216
C18orf54	2.95042
SNRPGP2	4.47658
RP11-61D1.3	0
RP11-61D1.2	0
RP11-289E15.1	0
DYNAP	0
RAB27B	0.402471
RPSAP57	0
RP11-99A1.2	0
RP11-839G9.1	0
CCDC68	1.21855
MAP1LC3P	0
LINC01929	0
RNA5SP459	0
TCF4-AS1	0
MIR4529	0
TCF4-AS2	0
RPL21P126	0
RP11-397A16.1	0
LINC01415	0.543764
RP11-397A16.3	0
LINC01416	0.0749761
CTD-2008L17.1	0.0892584
CTD-2008L17.2	0.116017
LINC01905	0
RP11-456O19.5	0
SNORA73	0
LINC01539	0
RP11-456O19.3	0
Y_RNA	0
RP11-383D22.1	0.363713
U3	0
WDR7-OT1	0
LINC-ROR	0
CTD-2526M8.3	0
BOD1L2	0
CTD-2526M8.2	0
RNU6-737P	0
ST8SIA3	1.08653
RP11-714M23.2	0
ONECUT2	0.0550315
RP11-706P11.2	1.68552
RP11-35G9.3	0.601944
RP11-35G9.5	0.842143
ATP8B1	0.793318
RNU6-742P	0
RSL24D1P11	0.181312
LINC01897	0
HMGN1P30	0
NEDD4L	2.16517
RP11-718I15.1	0
RP11-845C23.2	0
RP11-1151B14.2	0
RP11-1151B14.3	0
RP11-1151B14.1	0
ALPK2	0.01707
RP11-1151B14.5	0
RP11-1151B14.4	0
RP11-126O1.2	0
SNORA108	0
RPL9P31	0
RP11-126O1.6	0
RP11-126O1.5	0.256142
MALT1	3.2504
RP11-126O1.4	0
MRPL37P1	0
RP11-108P20.2	0
RNU6-219P	0
LINC01926	0
U8	0
RNU2-69P	0
OACYLP	0.105394
RP11-685A21.1	0
GRP	0.687983
RAX	0.0310396
CPLX4	0
RP11-27G24.1	0
CCBE1	0.0555692
RP11-27G24.3	0
RP11-760L24.1	0
RP11-2N1.1	0
RP11-2N1.2	0
RP11-2N1.3	0
RPS26P54	0
GLUD1P4	0
RP11-824M15.3	0
PMAIP1	2.12197
RP11-866E20.1	0
NFE2L3P1	0
RN7SL342P	0
SDCCAG3P1	0
RP11-866E20.3	0
FAM60CP	0
RNU6-567P	0
RP11-795H16.3	0
RPS3AP49	0.0543807
RNU4-17P	0
RP11-795H16.2	0
RP11-396N11.1	0
MC4R	0.121868
RP11-325K19.3	0
MRPS5P4	0
RP11-325K19.6	0
RP11-325K19.2	0
RP11-325K19.1	0
CTBP2P3	0
HMGN1P31	0
RNU6-116P	0
RPL30P14	0
RP11-879F14.3	0.131323
RP11-879F14.2	0.315183
RP11-879F14.1	0.0367399
RP11-1096D5.2	0
LINC01544	0.0219702
RNF152	4.90241
PIGN	2.72056
RPIAP1	0
RP11-173A16.2	0.0552478
RP11-173A16.1	0.436771
TNFRSF11A	1.36017
Y_RNA	0
RP11-640A1.3	0
RPL17P44	0
RP11-640A1.4	0
ACTBP9	0
ZCCHC2	3.88991
RP11-120K19.4	0.485901
RP11-120K19.3	0.0957154
RN7SL705P	0
RNU6-142P	0
BCL2	3.98752
RP11-299P2.1	0
RP11-299P2.2	0
RP11-635N19.2	0.0460399
SERPINB5	0.0487963
RP11-635N19.3	0
ATP5G1P6	0
SERPINB12	0
SERPINB13	0
SERPINB4	0
SERPINB11	0
SERPINB3	0
SERPINB7	0
SERPINB2	0.0148742
SERPINB10	0
RP11-793J2.1	1.36945
SERPINB8	4.08604
RPL12P39	0
LINC00305	0
LINC01924	0
AC100848.1	0
LINC01538	0
RP11-762J3.1	0
AC007948.1	0
AC007631.1	0
LINC01916	0
RP11-775G23.1	0
CDH7	0.102318
RP11-389J22.1	0
RP11-389J22.3	0
PRPF19P1	0
CDH19	4.51356
RNU6-1037P	0
MIR5011	0
RPL31P9	0
RP11-563H6.1	0
CTD-2541J13.1	1.83494
RP11-29O13.1	0
RP11-28O3.2	0
RP11-28O3.1	0
RP11-638L3.4	0
LINC01903	0
RP11-638L3.2	0
RP11-638L3.1	0.0319208
RP11-659F24.1	0
RP11-526H11.1	0
LINC01912	0
RP11-421N8.1	0.205408
RP11-128D14.1	0
AKR1B10P2	0
RP11-585K6.2	0
CCDC102B	3.05229
RP11-734B5.2	0
RP11-106E15.1	0
RNU6-39P	0
SDHCP1	0
RP11-861L17.3	0
RP11-861L17.4	0.135349
RP11-861L17.2	0
RP11-674P19.2	0.0498002
RP11-17E3.1	0.339554
DOK6	1.19551
RP11-465I4.3	0
RP11-465I4.2	0
RP11-543H23.1	0
RP11-543H23.2	0
CD226	0.764577
RTTN	3.74928
LINC01909	0.929379
RP11-484N16.1	0
LINC01910	0.0201399
LARP7P3	0
RPS2P6	0
RP11-644A7.2	1.03323
RN7SL795P	0
GTSCR1	0
RP11-384E22.1	0
RP11-529J17.1	0
RP11-47G4.2	0
RP11-47G4.1	0
LINC01541	0
RP11-752P2.1	0
RP11-752P2.2	0
LINC01899	0
RP11-723G8.1	0
RP11-736G13.1	0
RP11-736G13.2	0
CBLN2	0.472926
HNRNPA1P11	0
NETO1	0.477727
RP11-713C5.1	1.18807
RNA5SP460	0
MIR548AV	0
RP11-676J15.1	0.75377
RP11-169F17.1	0
CTD-2354A18.1	0
RP11-126K15.1	0
RN7SL401P	0
RP11-25L3.3	0
RP11-25L3.1	0
FBXO15	0.908069
RP11-669I1.1	0
RN7SL551P	0
C18orf63	0
FAUP1	1.26156
LINC01922	0
RP11-231E4.5	0.390415
RP11-231E4.3	0.372872
ZNF407	1.9088
RP11-405M12.3	0.220722
RP11-405M12.4	0.255524
Clostridiales-1	0
RP11-405M12.2	0
RP11-321M21.4	0
RP11-321M21.3	0
SMIM21	0
RP11-321M21.1	0
LINC01898	0
RP11-173L6.1	0
RP11-1O2.2	0
RP11-357H3.1	0
RP11-1O2.1	0.0489065
RP11-94B19.6	0.102282
LINC01893	0
RP11-94B19.5	0
RP11-94B19.2	0
RP11-94B19.7	0.0734382
RP11-94B19.3	0.0359412
RP11-94B19.4	0.0866958
ZNF516	2.08658
RP11-504I13.3	0.0903222
RP11-504I13.2	0.0867953
RP11-17M16.2	0.436252
C18orf65	0.253882
LINC00908	0.10683
LINC00683	0.115641
LINC01927	0.0489269
LINC01879	0.0554695
ARL2BPP1	0
CCND3P2	0
AC139085.2	0.148015
RP11-162A12.2	0.979023
RNU6-346P	0
RP11-162A12.4	1.9982
ZNF236	3.93777
RPL26P35	0.0720387
Metazoa_SRP	0
RP11-162A12.3	0.0809867
RP11-862L9.3	1.17151
RP11-862L9.2	4.97375
RP11-4B16.3	0.729134
RP11-4B16.1	0.133078
RP11-4B16.4	0.516453
RP11-751H17.1	0.058465
GALR1	0.44172
RP11-176N18.2	0.0767317
SNORA25	0
BDP1P	0.0456232
RP11-63N3.1	0.106519
RP11-63N3.2	0
RNA5SP461	0
LINC01029	0.0380436
RP11-671C19.2	0
RNU6-655P	0
RP11-100K18.1	0.0985903
RP11-451L19.1	0
RP11-123I22.1	0
Y_RNA	0
RP11-715C4.1	0
CTD-2382H12.2	0
CTD-2382H12.1	0
SALL3	4.5312
RP11-849I19.2	0.0343266
CTD-2286N8.2	0.989314
CTD-2286N8.1	0.0475646
RP11-800A18.4	0.0918983
RP11-800A18.3	0.0655919
NFATC1	2.86303
RP11-196B3.1	0.0407564
RP11-196B3.3	1.19028
RP11-196B3.2	0
RP11-196B3.4	0.177435
RP11-567M16.1	0.23881
RP11-567M16.2	0.0699856
RP11-567M16.3	0.0593735
RP11-567M16.5	0
RP11-154H12.2	0
RP11-154H12.3	0
KCNG2	0.153229
RP11-248M19.1	0.42514
RBFADN	0.949817
SLC25A6P4	0.126394
RP11-795F19.5	0.608937
PARD6G-AS1	0.575691
PARD6G	2.11141
AC139100.4	2.47974
AC139100.3	0.412367
WASH5P	0.445981
AC008993.2	0
LLNLR-222A1.1	0
AC008993.3	0
FAM138F	0
OR4G3P	0
OR4G1P	0
OR4F17	0
WBP1LP11	0
OR4F8P	0
AC092192.1	0
SEPT14P19	0
CICP19	0
LLNLF-173C4.2	0
LLNLF-173C4.1	0
LINC01002	0.321014
RNU6-1076P	0
CTD-3113P16.11	0.159899
THEG	0
AC010641.1	0
C2CD4C	3.76577
RNA5SP462	0
ODF3L2	0.882537
MADCAM1	2.07563
AC005775.2	1.6576
GZMM	1.41168
AC009005.2	0.850987
AC005559.3	0.0539991
AC004449.6	0.308092
FGF22	2.32262
AC004156.3	0.264903
PRSS57	0.0179991
RPS2P52	0
MISP	0.109081
AC006273.4	0.0785564
LINC01836	0.121053
MIR4745	0
PLPPR3	0.894139
AZU1	0.342733
PRTN3	0.110252
ELANE	0.15488
RNU6-9	0.510602
KISS1R	0.185911
ARID3A	1.32079
AC005391.2	0
LLNLR-260G6.1	0
LLNLR-284B4.2	0
GRIN3B	0.323172
LLNLR-284B4.1	0
RNU6-2	0.862299
HMGB2P1	0
CBARP	1.47164
AC004221.2	0.419547
CIRBP-AS1	0.888095
EFNA2	0.702865
RPS15P9	0
AC005330.2	4.15044
LLNLR-307A6.1	3.97519
AC005329.7	3.96239
CTB-25B13.5	0.638637
CTB-25B13.12	4.88019
PCSK4	2.97666
ADAMTSL5	0.341396
CTB-25B13.9	0.457939
PLK5	1.14886
RN7SL477P	0.461954
RNU6-1223P	0
Metazoa_SRP	0
AC005256.1	0
ONECUT3	0.0202531
ATP8B3	0.306812
MIR1909	0
CTB-31O20.4	1.30986
CTB-31O20.6	0
CTB-31O20.8	0
CSNK1G2-AS1	0.0486452
LLNLR-304A6.1	0.048195
LLNLR-304A6.2	0.0985967
AC007136.1	0
AC004490.1	0.0340496
MIR1227	0
AMH	1.87159
MIR4321	0
JSRP1	0.145009
C19orf35	0.415936
LINGO3	3.00475
TMPRSS9	0.149991
MIR7108	0
LINC01775	0
RNU6-993P	0
ELOCP28	0.32169
RN7SL121P	0
CTC-265F19.2	0.124771
MIR7850	0
CTC-265F19.3	0
CTC-265F19.1	0.093537
AC006538.8	0.567186
AC006538.1	3.40266
ZNF554	3.43984
ZNF555	1.46037
AC006130.3	0
ZNF556	0.125476
AC006130.4	0
AC119403.1	0
ZNF57	2.1551
AC006277.2	0.936035
ZNF77	2.48326
AC006277.3	0.830401
TLE6	1.15199
AC005262.3	0
AC005262.4	0
GNA15	3.23097
AC005264.2	0.0442767
S1PR4	0.713813
CELF5	1.90697
AC010649.1	0
AC007792.1	0.176707
AC005514.2	0
SMIM24	0.791846
SNORD38	0
AC005786.5	0
AC005786.6	0.0643248
AC005786.3	0.132547
GIPC3	1.01753
TBXA2R	0.619465
CACTIN-AS1	0.427048
AC004637.1	0
TJP3	0.29496
AC005954.3	0.510697
AC005954.4	0.669553
RAX2	0
AC005777.3	0
MATK	2.05187
ZFR2	3.89254
FTLP5	0
RN7SL202P	0
NMRK2	0.40261
MIR637	1.19898
SNORD37	0
CTD-2622I13.3	0.513638
Metazoa_SRP	0
CREB3L3	0.11671
AC005578.3	0.0845646
SHD	2.92408
TMIGD2	1.13649
STAP2	0.978533
AC007292.7	0.421914
AC007292.4	0
EIF1P6	0
AC007292.3	0.351616
AC007292.6	2.85308
CHAF1A	4.49907
CTB-50L17.5	0
MIR4746	0
CTB-50L17.7	0.961161
