Name	Adipose - Visceral (Omentum)
TIPIN	3.37017
SCARNA14	0
Y_RNA	0
ATP5J2P6	0
RPL35AP32	0.265088
CTD-3185P2.1	3.75027
MIR4512	0
SNORD18B	0
SNORD16	1.71473
SNORD18A	0
ZWILCH	3.47576
LCTL	0.0921875
LINC01169	0.0802236
RP11-321F6.2	0
RP11-622C24.1	0.031836
RP11-622C24.2	0.288644
RP11-798K3.4	0
LINC02206	0.0731726
RP11-798K3.2	0.940288
HMGN2P47	0
RP11-342M21.2	0
RPS24P16	0
IQCH	0.227604
IQCH-AS1	2.29648
C15orf61	3.2543
RP11-502I4.3	0.898435
HNRNPA1P5	0
SKOR1	0.639394
RP11-34F13.3	0
RP11-34F13.2	0.0382488
RNU6-1	0
RP11-282M16.1	0
RP11-883G10.1	0
HMGN2P40	0
RP11-315D16.4	0.0601734
ITGA11	2.73185
CARSP1	0
MIR4312	0
SPESP1	2.99762
RP11-696L21.2	0.0817373
NOX5	0.335288
RP11-809H16.3	0
RP11-809H16.4	0
EWSAT1	0.143901
RP11-809H16.5	0
RP11-352D13.6	0.0086358
RP11-352D13.5	0.0539843
PAQR5	0.473756
RP11-253M7.6	0
RP11-253M7.1	0.309501
KIF23	1.00616
RP11-253M7.3	0
U3	0
RP11-253M7.4	0
DRAIC	0.0511469
RP11-279F6.2	0
PCAT29	0
RP11-19J5.1	0
RP11-19J5.2	0
LINC00593	0
MIR629	0
RNU6-745P	0
AC011648.1	0
RP11-543G18.1	0
LINC02205	0
LINC02204	0.177271
RP11-64K10.1	0
SALRNA3	0
SALRNA2	0.043827
RP11-138H8.2	0
RP11-138H8.8	0.722753
RP11-138H8.3	0
RP11-138H8.4	0
RPL29P30	0
RP11-138H8.6	1.10295
LRRC49	1.38583
KRT8P9	0
THAP10	1.6853
RPL5P3	0.163921
THSD4	3.46302
CT62	0
THSD4-AS1	0
RP11-592N21.1	1.34755
RP11-592N21.2	0
RP11-1123I8.1	0
NR2E3	0.209019
CTD-2524L6.3	0.308782
RNA5SP399	0
RP11-390D11.1	0
EIF5A2P1	0.11563
RNU2-65P	0
SENP8	0.621133
RP11-2I17.1	0
RP11-2I17.4	0
GRAMD2	0.14993
RP11-106M3.3	2.66461
HEXA-AS1	0.0890826
RPL12P35	0.175271
TMEM202	0
RP11-1007O24.3	1.18677
PHBP20	0.0559963
RP11-1007O24.2	1.04555
RP11-1006G14.5	0
RP11-361M10.3	0.178539
RP11-1006G14.2	0.187797
RP11-1006G14.1	0.148821
RP11-1006G14.3	0
GOLGA6B	0
RN7SL853P	0
HIGD2B	0
RP11-361M10.4	0
ADPGK-AS1	0.188746
NPM1P42	0
FKBP1AP2	0
NPM1P43	0
RP11-272D12.2	0
HCN4	0.0176417
RP11-272D12.1	0
REC114	0
MRPS15P1	0
NPTN-IT1	3.46185
RP11-8P11.4	0
C15orf59	1.40882
C15orf59-AS1	0.0317628
RP11-24D15.1	0
TBC1D21	0
LOXL1-AS1	1.53122
STOML1	4.75353
DNM1P33	0.184742
GOLGA6A	0.0147635
RN7SL429P	0
RP11-247C2.1	0
ISLR2	0.912575
RP11-247C2.2	0.202755
RP11-665J16.1	0
Metazoa_SRP	0
STRA6	0.10948
CCDC33	0.00652675
RP11-60L3.2	0
RP11-60L3.6	0
CYP11A1	2.49919
CTD-2311M21.2	0.171778
CTD-2311M21.3	0.161614
CTD-2311M21.4	0
CTD-2311M21.5	0
SEMA7A	2.31785
MIR6881	0
UBL7-AS1	2.59408
RP11-10O17.1	0.336213
RP11-10O17.3	0.175907
SNORD77	0
ARID3B	3.78313
CTD-3154N5.1	0
CYP1A1	1.23593
CYP1A2	0.0537581
MIR4513	0
LMAN1L	0.0314229
CPLX3	0.105955
MIR6882	0
SCAMP5	2.55437
RP11-151H2.3	0
Y_RNA	0
RP11-151H2.1	0
RP11-69H7.4	0
Metazoa_SRP	0
SCARNA20	0
RPL36AP45	0.140076
RP11-69H7.2	0.0766804
RP11-817O13.1	0
NIFKP4	0
GOLGA6C	0
RN7SL489P	0
GOLGA6D	0
RN7SL327P	0
DNM1P34	0
ANP32BP1	0.206653
RP11-817O13.9	2.00521
MIR631	0
RPL13P4	0.0585579
CTD-2562G15.2	0
CTD-2562G15.3	0.267854
CTD-2323K18.3	0
CTD-2323K18.2	0
CTD-2026K11.3	0
CTD-2026K11.2	0
CTD-2026K11.4	1.86204
CTD-2026K11.5	0.796457
CTD-2026K11.6	4.18195
ODF3L1	1.40675
DNM1P35	0.391544
RP11-24M17.4	0.0510431
RP11-24M17.3	0
RP11-24M17.6	0
RP11-24M17.5	0
RN7SL319P	0
DNM1P49	0
RN7SL510P	0
FBXO22	4.05998
NRG4	0.420952
RP11-326L17.1	0.183992
TMEM266	0.469357
RP11-593F23.1	0.0950665
Metazoa_SRP	0.555374
TYRO3P	0.0809588
ISL2	1.05056
RP11-685G9.2	0.149316
RP11-685G9.4	0.0630895
RP11-331H13.1	0
MIR3713	0
RN7SKP217	0
RN7SL278P	0
KRT8P23	0
RP11-797A18.5	0.849467
RP11-797A18.6	2.3665
RP11-94P14.1	0
RP11-741G21.1	0
RP11-307C19.1	0.0237839
RP11-307C19.2	0.0473589
LINGO1	2.31728
LINGO1-AS1	0.0229321
LINGO1-AS2	0
CTD-2071N1.2	0
CTD-2071N1.1	0
CSPG4P13	0.4028
RP11-114H24.2	0.1542
RP11-114H24.7	0.120246
RN7SL214P	0
RP11-114H24.4	0.0424146
RP11-114H24.3	0
ADAMTS7P3	0.193786
RP11-114H24.6	0.607842
SH2D7	0.0532598
SNORA63	0
CIB2	4.91613
RP11-285A1.1	0.0682621
ACSBG1	0.228314
RP11-762H8.3	0
RP11-762H8.2	3.89072
RP11-762H8.1	0.458926
RP11-762H8.5	0
RP11-5O23.2	0
CRABP1	0.137478
RP11-5O23.1	0
RP11-650L12.1	0
HYKK	1.39487
RP11-650L12.4	0.0819186
CHRNA5	0.262642
RP11-650L12.2	0.0963861
CHRNA3	0.0503003
RP11-335K5.3	0
CHRNB4	0.0343574
RP11-335K5.2	0
RP11-160C18.2	0
RPL18P11	0
RP11-160C18.5	0
RP11-160C18.4	0
RPL21P116	0.230777
RNU6-415P	0.46807
RP11-16K12.2	0.0697469
RASGRF1	0.082013
RP11-16K12.1	0.0186908
ANKRD34C-AS1	0
MIR184	0
HNRNPCP3	0.0626002
ANKRD34C	0.0229383
TMED3	3.25215
KIAA1024	0.286386
RP11-621H8.2	0
RP11-621H8.1	0
RP11-591L14.2	0
RP11-591L14.1	0
RP11-38G5.3	0
RNU6-667P	0
RP11-38G5.2	0.138878
RP11-38G5.4	0.427571
RP11-81A1.4	0
ST20	4.29972
RP11-81A1.6	4.59819
ST20-AS1	1.53791
RP11-81A1.3	0
RP11-81A1.8	0
RP11-81A1.7	0
RP11-758M2.1	0
Metazoa_SRP	0
RP11-2E17.2	0
LINC01314	0.363138
LINC00927	0
RP11-210M15.2	0.294904
ARNT2	2.68653
RP11-210M15.1	0
RP11-379K22.2	0
RP11-379K22.3	0
MIR5572	0
RNU6-380P	0
ABHD17C	2.48975
RP11-28H5.2	0.147953
CEMIP	1.18904
MIR549A	0
RP11-351M8.1	0.844953
RP11-775C24.3	0.110935
MIR4514	0
CFAP161	0.254875
RP11-775C24.4	0.0913081
ANP32BP3	0
RP11-761I4.4	0.996915
STARD5	4.92706
TMC3-AS1	0.233776
TMC3	0.0183986
RP11-761I4.5	0
CTD-2240J17.2	0.252141
CTD-2240J17.3	0
CTD-2240J17.4	0.0796775
CTD-2240J17.1	0
CTD-2034I4.1	0
CTD-2034I4.2	0
RP11-499F3.1	0
RP11-499F3.2	0
RP11-276M12.1	0
RP11-597K23.1	0
MEX3B	2.08482
LINC01583	0
RNU1-77P	0
SAXO2	0.260346
ADAMTS7P1	0.0640468
GOLGA6L10	0.515966
UBE2Q2P2	1.12523
GOLGA6L9	1.40349
UBE2Q2P6	0.234334
CSPG4P10	0.618541
RP13-608F4.5	0
GOLGA2P10	3.86256
GOLGA6L17P	0.309313
DNM1P38	0
RP11-379H8.1	0
CPEB1	1.98502
CPEB1-AS1	0.0933238
AP3B2	0.877569
RP11-752G15.4	0
AC105339.1	0.02353
ACTG1P17	0.375007
RP11-752G15.10	0.30087
RP11-752G15.8	0.249865
FSD2	0.430958
HOMER2	0.575058
RP11-382A20.5	0
C15orf40	3.22951
RP11-382A20.7	0.154771
RP11-90B9.3	0.761052
RP11-90B9.2	0.603658
RP11-382A20.6	0.0761174
RP11-382A20.1	0.53388
MIR4515	0
RP11-382A20.4	0.0499214
SH3GL3	0.232259
RNU6-401P	0
TUBAP4	0
RNU6-1339P	0
RP11-342A23.2	0.915363
RP11-342A23.1	0
EFTUD1P1	0.0217768
DNM1P41	0
RP13-262C2.3	0
UBE2Q2L	0.473918
CSPG4P11	0.0623361
GOLGA2P7	0.235872
RN7SL331P	0
GOLGA6L4	0.456406
UBE2Q2P8	0
RP11-182J1.14	2.01636
RN7SL417P	2.68577
RP11-671M22.4	0.622907
DNM1P51	0.319613
CSPG4P5	0
UBE2Q2P11	0
RP11-182J1.13	0.11469
Metazoa_SRP	0
UBE2Q2P12	0
RP11-182J1.10	0
RP11-182J1.11	0
GOLGA6L5P	2.08574
LINC00933	0.838861
RP11-182J1.18	0.875722
ZSCAN2	3.47989
RP11-182J1.5	0.26948
SCAND2P	4.39703
RP11-245C17.2	0.152365
RP11-7M10.2	0
ALPK3	4.19614
SNORA25	0
SLC28A1	0.128828
RNU6-339P	0
RNU6-796P	0
RP11-255M6.1	0
RP11-561C5.1	0
NIFKP8	0
CSPG4P12	0.117286
RP11-561C5.4	0.195086
GOLGA6L3	0.277643
ADAMTS7P4	0.0553257
RP11-561C5.7	0
RNU7-79P	0
CTD-2262B20.1	0.828553
RP11-815J21.4	0.139638
RP11-815J21.3	0.0804169
RNU6-1280P	0
RP11-815J21.1	0.180097
RP11-158M2.2	0.636662
RP11-158M2.3	4.7784
RP11-158M2.4	1.36191
RP11-158M2.5	1.37229
KLHL25	4.97271
MIR1276	0
RP11-158M2.6	0
RNU6-231P	0
MIR548AP	0
RP11-23A22.1	0
LINC01584	0
AGBL1	0
RNA5SP400	0
RP11-553E24.1	0
SNORD74	0
AGBL1-AS1	0
RP11-182L7.1	0
RP11-133L19.2	0
RP11-133L19.1	0
RP11-138H10.2	0
RP11-648K4.2	0
RNU6-185P	0
LINC00052	0
NTRK3	1.7053
MED28P6	0
NTRK3-AS1	0.0341789
RP11-97O12.3	0
LINC01586	0.24952
MIR1179	0
MIR7-2	0
RP11-343B18.2	0
ACAN	0.275087
RP11-63A23.2	0
KRT18P47	0
RP11-320A16.1	0.0953889
RP11-326A19.2	0
RP11-326A19.4	0.606374
RP11-326A19.3	0
RNU7-195P	0
HMGB1P8	0.157683
RLBP1	0.0159373
FANCI	3.07661
MIR6766	0
RP11-217B1.2	0.236484
CTD-2335A18.2	0
MIR9-3HG	0.116421
MIR9-3	0
RHCG	0.72349
LINC00928	0
RP11-429B14.4	0
RP11-429B14.1	0
TICRR	0.765711
RP11-429B14.3	0
RPL36AP43	1.81135
WDR93	0.389162
RP11-300G22.2	0
RNU6-132P	0
MRPL15P1	0.0836929
MESP2	0.356852
MIR5094	0
RP11-493E3.1	0.286271
MIR5009	0
RNU6-1111P	0
RP11-493E3.2	0
RP11-493E3.3	0
ZNF710	4.7157
MIR3174	0
RP11-617F23.2	0.0261404
RP11-617F23.1	3.5042
CTD-2315E11.1	0
RN7SL346P	0
RPS12P26	0.392744
GDPGP1	0.894597
TTLL13P	0.246018
RP11-697E2.10	0
RP11-697E2.11	0.167275
RP11-697E2.9	0.162836
GOLGA2P8	0.0664363
RN7SL736P	0
GABARAPL3	0.0224791
ZNF774	0.375624
NDUFA3P4	0
RP11-154B12.3	0
CTD-3065B20.2	0.44375
CTD-3065B20.3	0.446871
CRTC3-AS1	0.197838
HSPE1P3	0.838845
RP11-387D10.4	0.0801381
LINC01585	0.0850526
BLM	0.722886
SNORD18	0
CTD-3094K11.1	0.305926
RN7SL363P	0
AC068831.3	0.174628
AC068831.6	0.393872
PRC1	2.59193
PRC1-AS1	0.264389
Y_RNA	0
AC068831.10	0.0856341
AC068831.16	0
AC068831.17	0
AC068831.12	0
SV2B	2.25655
CRAT37	0
RP11-692C24.1	0
RP11-692C24.2	0
RP11-692C24.3	0
CTD-2343P13.1	0
RP11-152L20.3	0.146114
DUXAP6	0
NPM1P5	0
ST8SIA2	0.0131791
snoU109	0
ENO1P2	0
RP11-763K15.1	0
C15orf32	0
LINC00930	0.313566
RP11-386M24.3	0.160243
RP11-386M24.6	0.323789
RP11-386M24.9	0.0512001
FAM174B	4.99622
RP11-386M24.5	0
RP11-386M24.10	0
HMGN1P38	0.657605
RP11-386M24.4	0.650277
RP11-386M24.1	0
CTD-2313J17.3	0
CTD-2313J17.5	0.666993
ASB9P1	0.111674
CTD-2313J17.1	0.116408
CTD-2313J17.6	0.165515
CTD-2313J17.7	0
MIR3175	0
RP11-368J22.2	0.086699
RP11-326A13.2	0
RP11-326A13.1	0
RP11-326A13.3	0
RP11-266O8.1	0.0173644
RP11-164C12.2	0
RP11-164C12.1	0
RP11-739G5.1	0
LINC01579	0.0143892
RP11-76E17.1	0
RP11-76E17.2	0
LINC02207	0.786881
RP11-76E17.4	0.304675
LINC01580	0
LINC01581	0
CTD-2643K12.1	0.0678541
RP11-452K20.1	0
MCTP2	4.8318
RP11-354B3.1	0
RP11-57P19.1	0
RP11-255M2.3	0.0305916
CTD-2576F9.1	0.796914
CTD-2576F9.2	0
RP11-255M2.1	0
RP11-255M2.2	0
LINC01197	2.10895
CTD-2536I1.3	0.967885
CTD-2536I1.2	1.12715
LINC00924	4.47811
RP11-398J10.2	0.0398779
RP11-61O11.1	0
RNU2-3P	0
RP11-759A24.3	0.0738837
RP11-4G2.1	0
RP11-236L14.1	0
RP11-236L14.2	1.96879
NR2F2-AS1	1.535
RP11-327J17.7	0.102918
RP11-327J17.9	1.803
RP11-327J17.2	0.241234
RP11-327J17.8	0.183095
LINC02157	0.190275
RP11-759A24.1	0.044904
RP11-759A24.2	0.0272292
RP11-262A16.1	0.942495
RP11-522B15.3	1.50133
RP11-522B15.6	0.236026
RP11-522B15.4	0
RP11-522B15.5	0
PGAM1P12	0
RP11-522B15.1	0
RP11-522B15.7	0
RN7SKP254	0
Metazoa_SRP	0
CTD-2027G2.1	0
FAM149B1P1	0
SPATA8-AS1	0
SPATA8	0.10148
RN7SKP181	0
RP11-315L6.1	0
CTD-2147F2.1	0
RN7SL677P	0
CTD-2147F2.2	0.0434963
RNA5SP401	0
RP11-461F11.2	0.00790223
RP11-461F11.3	0.0271331
LINC00923	0.10978
RP11-753A21.2	0
RP11-753A21.1	0
AC144835.1	0
U6	0
CTD-2544M6.1	0
RNU6-1186P	0
LINC01582	0
RP11-183E24.1	0
RP11-183E24.2	0
RP11-167B3.1	0
RP11-167B3.2	0.733093
RP11-167B3.3	0.415004
FAM169B	0.0489871
RP11-719C20.1	0
RP11-35O15.1	0
RP11-35O15.2	0.255121
MIR4714	0
RP11-654A16.1	0
RP11-654A16.3	0.244398
PGPEP1L	0.0733012
RP11-6O2.2	0.0414352
RP11-6O2.4	1.0045
RP11-6O2.3	1.42866
AC022819.3	0.360417
LRRC28	3.51511
HSP90B2P	0.302295
HNRNPA1P62	0
RP11-616M17.1	0
RP11-20G13.3	0.353487
RP11-20G13.2	0.425722
RP11-20G13.5	0.275372
RP11-20G13.1	0
RP11-20G13.4	0
RPL7P5	0
Y_RNA	0
LYSMD4	4.92334
DNM1P46	0.363116
CTD-2054N24.2	1.53494
CTD-3076O17.1	0.239651
ADAMTS17	0.898228
CTD-3076O17.2	0.0824547
RNA5SP402	0
RP11-90E5.1	0
SPATA41	1.37228
CERS3-AS1	0.742276
CERS3	0.104959
RP11-526I2.5	2.65071
RNU6-322P	0.4999
PRKXP1	1.38833
RP11-526I2.1	0.131236
RNU6-181P	0
LINS1	4.29059
Y_RNA	0
RP11-192M23.1	0.33711
RP11-66B24.5	0
RP11-76I7.1	0.0185565
RP11-66B24.3	0
RP11-66B24.2	1.18895
RP11-66B24.1	0.998697
RP11-66B24.9	1.55751
LRRK1	4.84403
RP11-505E24.3	0.129624
RP11-505E24.2	0
RP11-424I19.1	0
RP11-424I19.2	0.440575
RP11-299G20.2	0.42941
PCSK6	1.59562
RP11-299G20.5	0.87042
PCSK6-AS1	0
RP11-14C10.3	0
RP11-14C10.6	0
RP11-14C10.4	0
SNRPCP18	0
RP11-14C10.2	0
RP11-14C10.5	0
RNU6-807P	0.32181
RP11-89K11.1	1.85643
DNM1P47	0.0537688
GOLGA8VP	0.19232
RN7SL209P	0
OR4F6	0
OR4F15	0
OR4F14P	0
OR4F13P	0
OR4F28P	0
WBP1LP5	0
AC140725.7	0
OR4F4	0
OR4G2P	0
AC140725.8	0
FAM138E	0
AC140725.4	0
MIR1302-10	0
MIR6859-3	0
DDX11L9	0
DDX11L10	0.021324
WASH4P	1.59794
MIR6859-4	0
WASIR2	0.0383161
IL9RP3	0.12156
Z69720.3	0
Z69720.2	1.3914
Z69666.2	0.123336
HBZ	0.145878
HBZP1	0
HBM	0.495854
Z84721.4	0
Y_RNA	0
HBQ1	0.210522
LA16c-OS12.2	2.03977
Z69890.1	0.130616
ARHGDIG	3.65119
PDIA2	2.56092
Z97634.3	0.497957
LA16c-359F1.1	0.220344
Y_RNA	0
RP1-196A12.1	0
LINC00235	0.704409
MIR5587	0
MIR3176	0.295816
PRR35	0.0228345
NHLRC4	1.20624
WFIKKN1	0.709604
AL022341.3	0.855599
LA16c-349E10.1	2.82547
RHBDL1	1.28537
LA16c-313D11.9	0.149755
LA16c-313D11.12	0.231784
FBXL16	0.688466
LA16c-380A1.2	0.276203
LA16c-380A1.1	0.259873
CCDC78	1.48293
HAGHL	2.71327
LA16c-335H7.2	0
MSLNL	0.166611
GNG13	0
PRR25	0.0412856
LA16c-360A4.1	0.0854146
LA16c-306A4.1	0.623423
LA16c-306A4.2	0.0638954
LMF1-AS1	0.2417
RP11-161M6.6	0.478187
RP11-161M6.2	3.3909
SOX8	2.03343
RP11-161M6.3	0
SSTR5-AS1	0.00893976
SSTR5	0.0535393
C1QTNF8	0
LA16c-349E11.1	0
LA16c-381G6.1	0
RP11-616M22.11	0
RP11-616M22.1	0.199528
RP11-616M22.2	0.0884737
RP11-616M22.3	0.350783
TPSG1	1.07214
RP11-616M22.12	0.833478
TPSD1	3.44395
RP11-616M22.5	1.15968
PRSS29P	0
RP11-616M22.10	0
RP11-616M22.9	0
TPSP2	0
RP11-616M22.7	0
LA16c-358B7.4	0.124433
RPS20P2	0
LA16c-312E8.2	0
LA16c-312E8.5	0.0725207
CCDC154	1.39298
LA16c-312E8.4	0.590118
LA16c-390E6.3	0
RPS3AP2	0
PTX4	0.152989
LA16c-385E7.1	0.385326
LA16c-380F5.1	0.212192
LA16c-380F5.3	1.70725
LA16c-313F4.1	0.368458
LA16c-425C2.1	0.293398
LA16c-395F10.2	0.119043
LA16c-395F10.1	0
LA16c-431H6.7	0.225733
LA16c-329F2.2	0.600911
LA16c-329F2.1	0.388644
MIR3177	0
LA16c-361A3.3	1.45081
IGFALS	0.261962
MEIOB	0.207836
LA16c-429E7.1	0
LINC00254	0
LINC02124	0
HS3ST6	0.213996
RPL3L	0.182408
RNF151	0.0804964
AC005363.11	0
NOXO1	0
SYNGR3	0.23924
AC005606.14	0
NPW	0.636358
RN7SL219P	0
MIR1225	0
RP11-304L19.1	1.13619
RP11-304L19.3	2.04464
MIR6511B1	0
RP11-304L19.4	0
RP11-304L19.2	0.108404
Y_RNA	0
MIR4516	0
MIR3180-5	0
RAB26	0.217163
SNORD60	0
CASKIN1	0.163549
RP11-304L19.12	0
DNASE1L2	1.32623
RP11-304L19.11	2.47127
RP11-304L19.13	1.67878
MIR3677	0
MIR4717	0
RP11-715J22.1	0.410365
ABCA17P	0.196644
CCNF	1.66668
MIR6767	0
RP11-715J22.3	0.618745
RP11-715J22.4	0.158055
C16orf59	0.453972
MIR6768	0
RP11-715J22.2	0.0845022
NTN3	0.13461
TBC1D24	3.80844
RP11-715J22.6	0.219183
RP11-20I23.2	3.32893
MIR3178	0
RP11-20I23.13	0.169425
RP11-20I23.11	0
RP11-20I23.8	0.0982103
RP11-20I23.6	0.0832018
RP11-20I23.7	0
RP11-20I23.5	0.279556
RP11-20I23.10	0.141251
CTD-3126B10.2	0.353419
AC141586.5	1.14825
PDPK2P	0.22267
CTD-3126B10.5	0.0882399
CTD-3126B10.4	0.118177
CTD-2270P14.2	0.0511625
PRSS27	1.26341
SRRM2-AS1	0.262999
CTD-2270P14.5	0.388755
PRSS33	0
SNORA3	0
PRSS41	0
PRSS21	0.194504
EIF1P4	0
ZG16B	0.23739
PRSS30P	0.64353
PRSS22	0.0913243
LA16c-325D7.1	0
LA16c-325D7.2	0.27841
RPL23AP86	0
LA16c-321D4.2	1.05927
KREMEN2	0.157706
PKMYT1	0.390499
PAQR4	3.06418
LA16c-380H5.6	0
LA16c-380H5.3	0
LINC00514	0
LA16c-380H5.2	0.0612052
LA16c-380H5.5	0.717245
CLDN9	0.50209
CLDN6	0.0143044
BICDL2	0.0973921
RP11-473M20.5	0.100221
MMP25	2.9827
RNU1-22P	0.416577
ZSCAN10	0.0239215
RP11-473M20.11	0.182809
ZNF213-AS1	2.45666
CASP16P	0.0361732
RP11-473M20.16	0.573125
AJ003147.8	0
AJ003147.9	0.077699
OR1F1	0
OR1F2P	0
ZNF200	4.80002
MEFV	1.87354
LINC00921	2.88582
AJ003147.11	0.585521
LA16c-360H6.1	0.762886
TIGD7	2.29274
LA16c-360H6.3	0.123683
RP11-433P17.1	0
OR2C1	0.0633629
LA16c-306E5.2	0
MTCO1P28	0.085257
MTND1P8	0.0817971
MTRNR2L4	0.088288
ZSCAN32	1.96451
ZNF597	2.53529
C16orf90	0
LA16c-306E5.1	0
NLRC3	1.87847
LA16c-390H2.4	0.289495
SLX4	2.69044
DNASE1	3.26622
RP11-461A8.4	1.05167
RP11-461A8.5	0.233271
RP11-95J11.1	0
RP11-462G12.2	0.173015
RP11-462G12.1	0.704592
RP11-462G12.4	0
RP11-95P2.4	0
RP11-95P2.3	0.295412
SRL	3.40864
LINC01569	1.51969
GLIS2-AS1	0.699525
RP11-295D4.1	1.03577
RP11-295D4.3	2.91942
RP11-295D4.4	0.36976
RP11-295D4.5	0.185446
RP11-295D4.7	0
RP11-709D24.8	0.362113
C16orf96	0.127761
RP11-709D24.5	0
SUB1P3	0.0874289
RN7SL850P	0
RP11-709D24.6	0.088379
Metazoa_SRP	0.154792
MIR6769A	0
C16orf71	0.515824
Metazoa_SRP	0.258597
SEPT12	0.0178694
SMIM22	0.0378239
RP11-127I20.5	0
RP11-127I20.8	0.686561
SEC14L5	0.408194
NAGPA-AS1	0.176172
RP11-10K17.3	0
RP11-10K17.6	0
ENPP7P14	0
RP11-382N13.6	0
LINC02164	0
RP11-420N3.2	0.0286679
RP11-382N13.4	0
RP11-382N13.1	0
SNRPCP20	0
RP11-382N13.3	0
LINC01570	0
MIR8065	0
RP11-19H6.1	0
RBFOX1	0.134338
RP11-509E10.3	0
RP11-509E10.1	0
RP11-468I15.1	0
RP11-185J20.1	0
RP11-185J20.2	0
RNU7-99P	0
RNU6-457P	0
RNU6-328P	0
RP11-545E8.1	0
snoMe28S-Am2634	0
RP11-26O3.1	0
SNORA40	0
CTD-2535I10.1	0
RP11-279O17.2	0
LINC02152	0
RP11-279O17.3	0
RP11-568A19.1	0
RP11-483K5.2	0
RP11-483K5.3	0
TMEM114	0
METTL22	4.88648
RP11-475D10.4	0.704633
ABAT	3.55417
RN7SL743P	0
RNU7-63P	0
RP11-475D10.5	0
RP11-152P23.2	0
RP11-77H9.2	3.56124
RP11-77H9.6	0.0728917
RP11-77H9.1	0
RP11-77H9.8	0.184088
RP11-473I1.6	0
RPL21P119	0.432014
LINC02177	0.00978312
LINC01177	0
LINC01195	0
RP11-418I22.2	0
RP11-418I22.3	0
RNA5SP403	0
RNA5SP404	0
RP11-297M9.1	0
GRIN2A	0.232033
RP11-297M9.2	0
RP11-895K13.2	0
IMPDH1P11	0
RN7SL493P	0
ATF7IP2	3.91351
RP11-609N14.1	0
RP11-609N14.4	1.21761
RNU6-633P	0
LINC01290	0.376112
RP11-27M24.2	0.0834485
TEKT5	0.0950385
RP11-109M19.1	0
MTCYBP33	0
MTND6P33	0
MTND5P33	0
MTND4P34	0
MTND4LP24	0
MTND3P13	0
MTCO3P24	0
MTATP6P24	0
TVP23A	1.45491
RP11-876N24.1	0.0938974
RP11-876N24.2	0
CIITA	4.37762
DEXI	2.54779
RP11-876N24.5	2.36951
RP11-876N24.4	2.89991
RPL7P46	0.0451529
RP11-66H6.4	0.33313
RP11-66H6.3	0
RP11-396B14.2	1.02918
HNRNPCP4	0.117142
RMI2	0.744424
TNP2	0
PRM3	0
SNORA48	0
PRM2	0.271076
PRM1	0.27781
MIR548H2	0
Y_RNA	0
RP11-485G7.5	0
RP11-485G7.6	0.0378869
CTD-3088G3.8	0.804567
CTD-3088G3.4	0.174213
CTD-3088G3.6	0.0224903
RP11-490O6.2	0.0703732
Metazoa_SRP	0.358042
RP11-486I11.2	1.38481
BCAR4	0
RP11-166B2.8	0.706469
RP11-166B2.3	0.856935
COX6CP1	0.551116
RP11-166B2.5	0.519588
RP11-166B2.9	0
NPIPB2	0.748271
TNFRSF17	0.144491
UBL5P4	0
RP11-166B2.7	0.0959137
RPS23P6	0.163179
RP11-276H1.3	0
RP11-276H1.2	0
ACA64	0
RP11-165M1.3	0
RP11-165M1.2	0
RP11-165M1.1	0
RP11-552C15.1	0
CTD-3037G24.4	0.0537127
CTD-3037G24.3	0.0736569
CTD-3037G24.5	0
MIR4718	0
CTD-2583P5.1	0
CTD-2583P5.3	0.11524
SNORA27	0
RP11-14K2.1	0
SHISA9	0.0418723
AC009134.1	0
U91319.1	0
AC003009.1	0
TMF1P1	0
U95743.1	0
ERCC4	2.66225
RPS26P52	0
CTD-2135D7.2	0.074471
CTD-2135D7.3	0
LINC02185	1.30283
LINC02186	0
CTA-276F8.1	1.71618
CTA-276F8.2	0.0641529
TVP23CP2	0.250473
Y_RNA	0
MIR193BHG	3.15539
MIR193B	0
MIR365A	0
LINC02130	0
RP11-65J21.4	0.124629
RN7SL274P	0
RNU7-125P	0
PLA2G10	0.0746609
RP11-82O18.2	0
NPIPA3	0.157129
RP11-719K4.3	0
RP11-719K4.6	0
NPIPA2	1.11562
RP11-680G24.1	0
ABCC6P2	0.139572
RP11-719K4.7	0
MIR3179-1	0
MIR3670-1	0
MIR3180-1	0.0334375
Y_RNA	0.826888
MIR6511A1	0
MIR6770-1	0
RP11-680G24.7	0
RP11-680G24.4	0.719908
MIR1972-1	0
RP11-680G24.6	0.854638
RP11-72I8.1	0.581696
MIR6511B2	0
Y_RNA	0
MIR3180-4	0
MIR3180-4	0
RP11-72I8.2	0
MPV17L	1.74854
CTB-193M12.1	0.0795109
CTB-193M12.3	0.0763645
AF001548.5	1.90686
AF001548.6	0.46665
AF001548.3	0.103553
RNU6-213P	0
CTA-972D3.2	0.0504314
RPL15P20	0.0819694
RPL17P40	0
ABCC6	1.5432
RP11-517A5.7	0
NOMO3	1.32943
RP11-517A5.6	0
RP11-517A5.5	0
MIR3179-2	0
MIR3670-2	0
MIR3180-2	0
PKD1P1	0.0417113
Y_RNA	0
AC138969.4	2.37028
MIR6511A2	0
MIR6770-2	0
RP11-958N24.4	0
RP11-958N24.2	0.4464
MIR6511A3	0
NPIPA7	0.361132
RP11-467M13.2	0
RP11-467M13.3	0
RP11-14N9.2	0
RP11-14N9.1	0
RP11-419L9.1	0
CTD-2576D5.1	0.0336584
