Name	Brain - Hippocampus
AC009133.17	0
ZG16	0.00881218
AC009133.21	2.41491
AC009133.15	0
AC009133.12	0.977533
CTD-2574D22.7	0
CDIPT-AS1	1.63095
CTD-2574D22.3	1.83619
CTD-2574D22.4	2.86425
CTD-2574D22.2	0.380618
C16orf92	0.0578878
CTD-2515O10.5	0
TBX6	1.08752
RP11-455F5.3	2.46063
GDPD3	2.52686
RP11-455F5.4	0.097935
RP11-455F5.6	0.6341
RP11-455F5.5	1.65844
BOLA2B	0.694913
SLX1A	0.527701
SULT1A3	0.374233
RP11-347C12.3	0.0552818
RP11-347C12.4	0
RP11-347C12.9	0
RP11-347C12.8	0
NPIPB13	0.628671
SMG1P5	0.198879
RP11-347C12.12	0.0743655
RP11-347C12.10	0.770981
RP11-347C12.11	2.14429
MYLPF	0.380268
ZNF48	4.43638
SEPT1	1.91837
RP11-297C4.6	0
SNORA42	0
Y_RNA	0
Y_RNA	0
ITGAL	0.964705
RP11-297C4.2	0
RP11-297C4.3	0
RNU7-61P	0
RP11-297C4.1	0
MIR4518	0
AC002310.14	1.33519
AC002310.12	0.80408
AC002310.10	0.0502368
ZNF764	2.94907
AC002310.7	0
RP11-146F11.5	0.139961
AC002310.17	0.290521
ZNF689	2.47903
RP11-146F11.4	0.0817812
RP11-146F11.3	0
RP11-146F11.2	0
RNU6-416P	0
RP11-146F11.1	1.99613
RNU6-1043P	0
SNORA30	0
CCDC189	4.67764
RP11-2C24.3	4.33476
Metazoa_SRP	0
RP11-2C24.5	0.297025
RP11-2C24.7	0.587887
MIR762HG	0.709559
CTF1	3.57937
CTF2P	0
FBXL19-AS1	1.30743
RP11-1072A3.4	0.466626
RP11-1072A3.3	0.650189
HSD3B7	4.06204
RP11-196G11.6	0.212663
ZNF668	1.85857
AC135050.5	0.0769024
ZNF646	3.01829
PRSS53	2.28731
RP11-196G11.3	0.300414
RP11-196G11.4	0.652758
PRSS8	0.0922912
PRSS36	0.464135
RP11-388M20.7	0
NDUFA3P6	0
RP11-388M20.6	0.52152
RP11-388M20.1	0.851767
PYCARD	4.63205
PYCARD-AS1	0
TRIM72	0.138454
PYDC1	1.00318
ITGAM	2.23773
RP11-120K18.3	0.0729247
ITGAD	0.0219168
RP11-120K18.2	0
COX6A2	1.24803
RP11-452L6.8	0.0984442
ZNF843	1.06792
RP11-452L6.1	3.32883
RP11-452L6.5	1.34618
RP11-452L6.6	0.18276
TGFB1I1	3.14442
SLC5A2	0.0968164
AC026471.6	0.136574
RP11-452L6.7	2.55197
AHSP	0.14732
CTD-2014E2.2	0
VN1R64P	0
LINC02190	0
VN1R65P	0
FRG2KP	0
CTD-2014E2.7	0
CSDAP1	0.0253209
ZNF720P1	0
VN1R66P	0
RBM22P12	0
CTD-2358C21.2	0
CTD-2358C21.3	0
CLUHP3	1.93725
CTD-2358C21.5	0.091782
ZNF720	1.53291
AC002519.8	0.0197706
VN1R67P	0
AC002519.6	0.0355768
VN1R3	0
RBM22P13	0
RP11-170L3.2	0
ZNF267	1.95472
RP11-170L3.4	0
RP11-170L3.5	0
RP11-170L3.7	0
RP11-170L3.6	0
RP11-1166P10.1	0.53339
RP11-1166P10.6	0
IGHV1OR16-1	0
RP11-1166P10.8	0
IGHV1OR16-3	0
IGHV3OR16-9	0
HERC2P4	0.0569379
RP11-1166P10.7	0
RP11-56L13.3	0
RP11-17M15.1	0
RP11-56L13.4	0
ABHD17AP8	0
RP11-56L13.6	0
RP11-56L13.7	0
TP53TG3D	0.0746069
RP11-56L13.1	0
RP11-1292F20.1	0
RP11-17M15.2	0
RP11-17M15.4	0
ACTR3BP3	0
RP11-626K17.5	0
PABPC1P13	0
RP11-626K17.3	0
RP11-626K17.2	0
ABCD1P3	0
RP11-652G5.1	0
RP11-652G5.2	0
RP11-96K14.1	0
RP11-586K12.11	0
RP11-586K12.13	0
RP11-586K12.10	0
TP53TG3	0
RP11-586K12.8	0
RP11-586K12.7	0
ABHD17AP7	0
RP11-586K12.4	0
RP11-586K12.5	0
HERC2P5	0.0108269
RP11-67H24.3	0
RP11-586K12.2	0
RP11-586K12.1	0
RP11-67H24.2	0
RP11-67H24.1	0
RP11-989E6.1	0
IGHV2OR16-5	0
BCAP31P2	0
SLC6A10P	0
RP11-989E6.3	0
IGHV3OR16-15	0
IGHV3OR16-6	0
RP11-989E6.13	0.077857
RP11-989E6.11	0
RP11-19N8.2	0
IGHV1OR16-2	0
IGHV3OR16-10	0
RP11-989E6.8	0
IGHV1OR16-4	0
IGHV3OR16-8	0
RP11-19N8.4	0
RP11-19N8.3	0
HERC2P8	0.00367185
RP11-19N8.7	0
RP11-19N8.6	0
ABHD17AP9	0
RP11-1437A8.2	0
RP11-1437A8.3	0
TP53TG3C	0
RP11-1437A8.4	0
RP11-1437A8.6	0
TP53TG3E	0
RP11-1277H1.3	0
TP53TG3B	0
RP11-1437A8.5	0
RP11-1437A8.7	0
TP53TG3F	0
RP11-23E10.7	0
RP11-23E10.5	0
RP11-23E10.3	0
RP11-989E6.10	0
RP11-23E10.2	0
RP11-23E10.4	0
RP11-293B20.2	0
BMS1P8	0
RP11-104C4.6	0
ENPP7P13	0
RP11-104C4.4	0
IGHV3OR16-12	0
RP11-104C4.2	0
IGHV3OR16-13	0
RP11-812E19.9	0
RP11-812E19.13	0
RP11-812E19.12	0
RP11-812E19.7	0
IGHV3OR16-11	0
RP11-812E19.10	0
ARHGAP23P1	0.0507682
IGHV3OR16-7	0
RP11-812E19.5	0
IGHV3OR16-16	0
RP11-812E19.14	0
RP11-812E19.3	0
RP11-598D12.4	0
BCAP31P1	0
RP11-598D12.1	0
RP11-598D12.5	0
RP11-598D12.2	0
CTD-2522B17.8	0
DUX4L45	0
PCMTD1P2	0
DUX4L46	0
DUX4L47	0
LINC00273	0
RNA5-8SP2	0
BCLAF1P2	0.0201576
CH17-342O10.1	0
CTD-2144E22.9	0
LINC02184	0
CTD-2144E22.5	0
CTD-2144E22.6	0
CCNYL3	0
CLUHP11	0
NAMPTP3	0
VPS35P1	0
VN1R68P	0
VN1R69P	0
RP11-244B22.11	0
RP11-244B22.10	0
UBE2MP1	0.498986
SLC25A1P4	0
RP11-488I20.9	0
RP11-244B22.6	0
TP53TG3GP	0
RARRES2P5	0
FGFR3P5	0
FRG2JP	0
RP11-488I20.8	0
RARRES2P6	0
AGGF1P8	0
FRG2HP	0
RARRES2P9	0
AGGF1P9	0
C2orf69P4	0
LINC01566	0
FRG2GP	0
AGGF1P4	0
FRG2IP	0
RARRES2P7	0
AGGF1P5	0
C2orf69P3	0
RP11-80F22.16	0
ZNF971P	0
FRG2DP	0.0975364
RARRES2P10	0
AGGF1P6	0
RP11-80F22.14	0
C2orf69P2	0
RP11-80F22.4	0
RP11-80F22.15	0
TP53TG3HP	0
RP11-80F22.8	0
RARRES2P8	0
AGGF1P7	0
C2orf69P1	0
C1QL1P1	0
KIF18BP1	0
RP11-14K3.7	0
RP11-352B15.5	0
RNA5SP406	0
RNA5SP407	0
RNA5SP408	0
RNA5SP409	0
LINC02167	0
RNA5SP410	0
RNA5SP411	0
RNA5SP412	0
RNA5SP413	0
RNA5SP414	0
RNA5SP415	0
RNA5SP416	0
RNA5SP417	0
RNA5SP418	0
RNA5SP419	0
RNA5SP420	0
RNA5SP421	0
RNA5SP422	0
RNA5SP423	0
RP11-352B15.2	0
HMGN2P41	0
VN1R70P	0
RP11-43P5.1	0
RP11-43P5.3	0
PPP1R1AP2	0
ANKRD26P1	0.0103281
RNU6-845P	0
RP11-46D6.5	0
RP11-46D6.4	0
SHCBP1	0.549166
RP11-46D6.1	0.795215
RAB43P1	0.162964
RP11-93O14.1	0
RP11-93O14.2	0.237703
RP11-93O14.3	0
ORC6	2.28969
MYLK3	0.77147
RP11-480G7.2	0.0300936
C16orf87	1.48486
CKBP1	0
RP11-480G7.3	0
RP11-169E6.1	0.229483
RP11-169E6.4	0
RP11-169E6.3	0
NETO2	2.79938
ITFG1-AS1	0.303236
RPL23AP72	0
RP11-329J18.3	0
RP11-329J18.5	0
RP11-329J18.4	0
RP11-474B12.1	0
Y_RNA	0
RNA5SP424	0
RNA5SP425	0
RP11-177N22.3	0
RP11-177N22.2	0
EIF4BP5	0
NDUFA5P11	0.138091
LINC02133	0.0219646
CTB-55P19.1	0
LINC02192	1.15725
LINC02134	0.278932
RP11-3M1.3	0
ABCC12	0.461484
RP11-3M1.1	0
ABCC11	0.248674
UBA52P8	0.167517
CTD-2600H12.2	0.373636
SIAH1	2.85195
Metazoa_SRP	0
RP11-44I10.5	0
MOCS1P1	0
RP11-44I10.3	0
RPS2P44	0
CTC-527H23.1	0
CTC-527H23.2	0
RP11-42I10.1	0.158228
CTC-527H23.3	0.0711545
CTC-527H23.4	0
KLF8P1	0
RNU6-257P	0
RP11-42I10.3	0
MTND4LP25	0
RP11-22D3.1	0
RP11-22D3.2	0
CBLN1	0.908153
RP11-491F9.1	0.238768
RP11-491F9.8	0
RP11-491F9.2	0
RP11-491F9.6	0
RP11-491F9.5	0.0585199
RP11-491F9.3	0.0111879
C16orf78	0
RP11-189E14.5	0
RP11-189E14.3	0
LINC02179	0
ZNF423	2.93295
ADAM3B	0
MRPS21P7	0
CTD-2595P9.2	0
MRPS21P8	0
CTD-2595P9.4	0.643845
RP11-305A4.2	0
RP11-305A4.3	0
RPL34P29	0
RP11-305A4.5	0
CNEP1R1	4.90178
RP11-429P3.3	0
RP11-429P3.2	0
Metazoa_SRP	0
ACTG1P16	0
RP11-429P3.8	0.0960253
RNY4P3	0
RP11-429P3.5	0.0907862
RPL10P14	0
SNORA70	0
PAPD5	2.71746
ADCY7	0.78106
MIR6771	0
RP11-21B23.1	0
LINC02178	0
RP11-21B23.3	0
NKD1	3.24349
RP11-401P9.1	0
RP11-401P9.7	0.0596048
RP11-401P9.6	0.0214423
RP11-401P9.5	0.477853
SNX20	0.372428
NOD2	0.185474
RP11-327F22.6	0
RP11-327F22.1	0.114217
MIR3181	0
RP11-327F22.4	0.0267706
LINC02168	0
CTD-2034I21.1	0.156018
RNA5SP426	0
LINC02187	0.0641483
LINC02128	0.143717
LINC02127	0
RP11-883G14.3	0
RP11-883G14.4	0
SOD1P2	0
AC009166.5	0
AC009166.7	0.187439
AC137527.2	0
UNGP1	0.0408441
RP11-437L7.1	0
HNRNPA1P48	2.76144
RN7SKP142	0
LINC01571	0.0609204
C16orf97	0
RP11-152O14.4	0
RP11-152O14.3	0
LINC00919	0
LINC02180	0
RP11-142G1.3	0
RP11-142G1.1	0
CASC22	0
RP11-132F7.2	0.415431
TOX3	1.57161
CASC16	0
RP11-297L17.2	0
RP11-297L17.3	0
RP11-297L17.4	0
RP11-297L17.6	0.0345832
PHBP21	0
RP11-467J12.2	0
RP11-467J12.3	0
RP11-467J12.4	0.86294
CHD9	3.10057
RP11-295M3.2	0
RP11-454F8.3	0
RP11-454F8.2	0.0296412
RP11-454F8.4	0
snoU13	0
RNA5SP427	0
RP11-44F14.4	0
RP11-44F14.1	0
RP11-44F14.2	0
RP11-44F14.8	0
RP11-44F14.9	0
RP11-44F14.10	0
RNU6-1153P	0
RP11-44F14.5	0
RP11-44F14.7	0.202486
RP11-44F14.6	2.9344
RPGRIP1L	1.42427
RP11-36I17.2	0.272415
FTO	4.8225
RP11-357N13.3	0
RP11-357N13.6	0.0164551
RP11-357N13.2	0
RP11-357N13.1	0
RP11-324D17.2	0
LINC02169	0
IRX3	0.766779
RP11-434E6.5	0.0174837
RP11-434E6.4	0.0650857
LINC02140	0
LINC02183	0
AC007491.1	0
CRNDE	0.250926
IRX5	0.129841
CTD-3032H12.2	0
CTD-3032H12.1	0
MTND5P34	0
RP11-26L20.3	0
RN7SL841P	0
RP11-26L20.5	0
IRX6	0.0399394
RP11-26L20.4	0
RPL31P56	0
MMP2	1.92022
RP11-212I21.5	0
RP11-212I21.2	0
RP11-212I21.3	0
LPCAT2	3.84495
RP11-212I21.4	0.175912
CAPNS2	0.0669309
SLC6A2	0.00916366
RP11-481F24.3	0
CES1P2	0
CES1P1	0
CES1	0.323345
CES5A	0.313742
RP11-461O7.1	0.742912
RP11-461O7.2	0
RP11-355E10.1	0
CTD-2050B12.1	0
DKFZP434H168	0.212556
MIR3935	0
RP11-441F2.2	0.0764119
RP11-441F2.4	0.0477118
RP11-441F2.5	1.15341
RP11-413H22.2	0
RP11-413H22.3	3.16129
MT4	0
RP11-249C24.10	0
MT1JP	0.418844
MT1A	3.62668
MT1DP	0.538826
MT1CP	0
MT1B	0
MT1H	1.64596
RP11-249C24.12	0.15765
DPPA2P4	0
RP11-343H19.1	0.257786
NUP93	4.94156
MIR138-2	0
SLC12A3	0.0404229
MIR6863	0
RPS24P17	0.0456017
RP11-325K4.3	0.605644
RP11-325K4.2	1.18996
CETP	0.446145
NLRC5	1.30802
RP11-322D14.1	0
RP11-322D14.2	0
RP11-407G23.1	0
RP11-407G23.2	1.18653
RP11-407G23.5	1.29439
ARL2BP	4.93757
RP11-407G23.7	3.51306
RP11-407G23.4	0.920251
RPL23AP91	0
CTC-661I16.2	0
CCL22	0.0263463
CCL17	0.070759
CCDC102A	1.72164
ADGRG5	0.158921
HMGB3P32	0
RP11-405F3.5	0
ADGRG3	0.236676
RP11-405F3.4	0
DRC7	0.501758
RP11-405F3.2	0
CTD-2600O9.2	1.52646
MIR6772	0
CTD-2600O9.1	0.0127676
RNU6-20P	0
CNGB1	1.25493
TEPP	0.115339
ZNF319	3.80811
MMP15	3.73568
Y_RNA	0
RP11-332G1.1	0
CTB-134F13.1	0.151137
RP11-459F6.3	0.52017
RP11-459F6.1	0
RN7SL645P	0
PRSS54	0.0755196
GINS3	1.55788
RNU6-269P	0
RP11-481J2.1	0
RNU6-1110P	0
RP11-481J2.3	0
LINC02137	0.0752722
RNU6-103P	0
SETD6	4.6584
RP11-481J2.4	3.88314
SNORA46	0
SNORA50A	0
CTA-331F8.1	0
RP11-451N19.3	0
RP11-410D17.2	0.0147274
RNU6-1155P	0
RN7SL143P	0
GEMIN8P2	0
RPL12P36	0
RP11-700H13.1	0
Metazoa_SRP	0
RPS27P27	0
RP11-102D18.1	0
RNU4-58P	0
DUXAP11	0
APOOP5	0
LINC02141	0
RP11-430C1.2	0
RP11-457D20.1	0
RP11-457D20.2	0
RP11-354I13.2	0
RP11-354I13.1	0
GNPATP	0
RP11-90K18.1	0
RPS27AP16	4.53485
CDH8	3.05325
RP11-109D24.1	0
RN7SKP76	0
CTC-420A11.2	0
RNU6-21P	0
RP11-75D3.1	0
AC009161.1	0
AC009110.1	0.0583571
RP11-50O21.1	0
RP11-96H17.1	0.0558602
RP11-96H17.3	0.497794
UBE2FP2	0
RP11-368L12.1	0.0560754
RPS15AP34	0
RP11-2K6.2	0
RP11-2K6.1	0.849028
RP11-370P15.1	0
LINC02165	0
RP11-21L1.1	0
RP11-744D14.2	0
AC012322.1	0
RP11-744D14.1	0
RP11-467L24.1	0
RP11-439I14.2	0
RP11-439I14.1	0
RP11-439I14.3	0
CDH11	3.45583
RP11-229O3.1	0.0598133
LINC02126	0
RP11-256I9.2	0
RP11-256I9.3	0
LINC00922	0
RP11-351A20.1	0
RP11-351A20.2	0
RP11-513N24.1	0
RP11-356O24.1	0
RNA5SP428	0
LINC00920	0.467735
BEAN1	1.25894
CTD-2258A20.3	0
BEAN1-AS1	0.480995
RP11-403P17.4	0
RP11-403P17.6	3.21047
CMTM1	1.13103
CMTM2	0.751337
RP11-403P17.2	0
RP11-63M22.2	4.42541
RP11-63M22.1	0
RP11-61A14.4	0.169984
TERB1	0.017424
RP11-61A14.1	0.887406
PDP2	2.45302
CDH16	0.00696686
RRAD	2.85991
CES3	1.87764
RN7SL543P	0
B3GNT9	4.87846
FBXL8	3.02304
EXOC3L1	1.0488
ELMO3	0.882349
MIR328	0
CTC-277H1.6	0.319244
LRRC29	3.24872
SLC9A5	3.1177
PLEKHG4	0.893414
KCTD19	0.046512
RN7SKP118	0
LRRC36	0.213042
RNU1-123P	0.77619
ZDHHC1	3.96928
HSD11B2	0.548509
RP11-297D21.2	0
RP11-297D21.4	1.0392
AGRP	0.282087
CTD-2012K14.2	0.087929
CTD-2012K14.6	1.62906
CTD-2012K14.5	0.677854
CTD-2012K14.7	0.448601
AC009095.4	0.140974
C16orf86	4.04279
RP11-167P11.2	0.0927925
TSNAXIP1	4.61899
CTC-479C5.11	0
NRN1L	2.00743
CTRL	2.34058
DPEP3	0.0619267
DPEP2	0.734887
DUS2	3.05701
KARSP3	0
CTC-479C5.6	0
RNU6-359P	0
DDX28	4.74346
NFATC3	1.47545
Y_RNA	0
SNORA48	0
RP11-96D1.9	0
RPS12P27	0
RP11-96D1.5	0.170714
RP11-96D1.10	0.343176
ESRP2	0.0731989
MIR6773	0
RP11-96D1.6	0
RP11-96D1.7	0
SLC7A6	2.18443
RNU6-1262P	0
SLC7A6OS	3.06222
RP11-96D1.8	0.414411
RP11-96D1.3	0.0801525
RNU4-30P	0
RP11-71L14.3	0.219907
RP11-71L14.4	0.380169
Y_RNA	0
RPL35AP33	0
RNU4-36P	0
RP11-615I2.1	0.338184
RP11-615I2.6	0.32132
snoU109	0
snoU109	0
CDH3	0.898285
RP11-615I2.2	0.73025
RP11-615I2.3	0
HSPE1P5	0
CDH1	0.974248
RNA5SP429	0
RP11-354M1.2	0
FTLP14	0.159417
TANGO6	2.4561
Y_RNA	0
U7	0
RP11-521L9.1	0
RP11-521L9.2	0
RNU6-898P	0
RP11-123C5.5	0
RPS2P45	0
HAS3	0.496335
RNU6-22P	0
SNTB2	1.73504
Y_RNA	0
RP11-70O5.2	0
NIP7	4.08107
TMED6	0.371886
RP11-343C2.10	0
NFAT5	2.29217
RP11-140H17.2	0.0782924
CTD-2033A16.3	0.18121
CTD-2033A16.2	0.0888882
SNORA62	0
MIR140	0
CLEC18A	0.16952
RP11-419C5.3	0
PDXDC2P	1.88413
MIR1972-2	0
RP11-106J23.1	0
RP11-296I10.3	0
CLEC18C	0.0502846
RP11-296I10.5	0
SMG1P7	3.34255
RN7SL279P	0
DDX19B	2.88308
RP11-529K1.2	0.706855
RPS27P26	0
RNU6-23P	0
SNORD111B	0
SNORD111	0
RP11-394B2.1	1.93783
RP11-394B2.5	0.0741821
RP11-394B2.6	0
VAC14-AS1	1.72384
RP11-394B2.7	0.0777404
RP11-424M24.3	0.584752
RP11-424M24.5	2.3442
HYDIN	0.401771
RNU6ATAC25P	0
RP11-23E19.1	0
RP11-23E19.2	0
CMTR2	2.15867
CTD-2520I13.1	0
LINC02136	0
RP11-510M2.7	0
RP11-510M2.4	0
RP11-510M2.8	0
RP11-510M2.2	0.400351
ZNF19	0.616284
RP11-510M2.6	0
CHST4	0
RP11-510M2.5	0
RNU6-1061P	0
TAT	0.0567649
TAT-AS1	0.0609576
RP11-432I5.2	0.129662
MARVELD3	0.0902639
PHLPP2	3.64786
RP11-432I5.6	0
RNU6-208P	0
SNORA70D	0
RP11-432I5.8	0.0427262
RP11-432I5.4	0
SNORD71	0
RP11-417N10.5	0
RP11-417N10.3	0.081692
RP11-417N10.4	0
ZNF821	3.02125
RP11-498D10.3	0
PKD1L3	0.0305252
RPL39P31	0
RP11-498D10.8	0
ATP5A1P3	0.079046
DHODH	1.81004
HP	0.249887
HPR	3.87072
RP11-384M15.3	0.187753
PMFBP1	0.188341
RP11-328J14.1	0
RP11-328J14.2	0
LINC01572	0.150329
U6	0
RP5-991G20.1	0.894442
RNU7-90P	0
KRT18P18	0
RP5-991G20.6	0
ZFHX3	0.971716
RP5-991G20.2	0.111645
RNU7-71P	0
CTD-2326C4.1	0
AC002044.3	0
AC002044.4	0
AC002044.1	0.0366692
RP11-346C20.4	0.793161
RP11-346C20.3	0.779298
HCCAT5	0.0415789
C16orf47	0.103072
AC140912.1	0.643871
RP11-140I24.2	0
LINC01568	0
RP11-44L9.1	0
RP11-44L9.2	0
RP11-44L9.3	0
CTD-2009A10.1	0
RP11-53L24.2	0
RP11-53L24.1	0
RP11-42H13.1	0
AC009120.4	0.0566202
AC009120.9	0
AC009120.8	0
AC009120.10	0
AC009120.11	0.13644
AC009120.6	3.95991
AC009120.3	1.52178
AC009120.5	1.01704
RP11-252A24.2	1.39587
RP11-252A24.3	0.173474
NPIPB15	3.9664
RP11-252A24.8	0
CLEC18B	0.538351
RP11-252A24.5	0
RNU6-237P	0
Y_RNA	0
RP11-572F4.1	0
HSPE1P7	0
RFWD3	2.0891
TMPOP2	0.0111108
MLKL	3.01653
RP11-787D11.1	0
RP11-252E2.2	0
RP11-331F4.1	0
CTRB2	0.246331
CTRB1	0.203891
RP11-331F4.4	0.0770999
RP11-331F4.5	0.486712
RNU6-758P	0
RP11-252K23.1	0
RP11-252K23.2	0.243446
SNORA76	0
RP11-77K12.9	1.65209
RP11-77K12.3	0.0349397
CHST6	4.81592
RP11-77K12.4	0
RP11-77K12.10	0.448565
RP11-77K12.5	0.239325
CHST5	1.89627
RP11-490B18.5	1.04843
RP11-490B18.6	1.33077
ADAT1	2.50986
RP11-490B18.9	0.0391676
DUXB	0
RN7SL520P	0
ATP5F1P7	0
CPHXL	0
RP11-2C15.1	0
RNA5SP430	0
RP11-293N14.1	0
RP11-150D5.2	0
RPL18P13	0.0570098
RN7SKP233	0
SNORD33	0
RP11-58C22.2	0.0589232
LINC02125	0.0286782
CTD-2336H13.2	0
MIR4719	0
CTD-2336H13.1	0
CTD-2300H10.2	0
SYCE1L	2.44668
VN2R10P	0
RP11-538I12.3	0
ADAMTS18	0.648333
RP11-538I12.2	0
RP11-449J10.1	0
LINC02131	0
RP11-571O6.2	0
NUDT7	1.4934
RP11-264M12.2	0.285597
RP11-264M12.4	0
RP11-281J9.1	0
RP11-281J9.2	0
CLEC3A	0
KRT8P22	0
RP11-358L22.2	0
RP11-358L22.3	2.39995
RP11-190D6.1	0
RP11-190D6.2	0
LSM3P5	0
RP11-264L1.4	0
RP11-264L1.1	0
RP11-264L1.3	0
RP11-264L1.2	0.0192313
RPS3P7	0
RP11-133M8.3	0
RP11-319G9.1	0
RP11-319G9.3	0.37392
RP11-319G9.4	0
RP11-319G9.5	0
RP11-556H2.1	0.0670174
RP11-556H2.4	0
RP11-556H2.3	0
RP11-556H2.2	0
RP11-679B19.1	1.64095
RP11-679B19.2	0
RNA5SP431	0
RP11-467I17.1	0
RP11-70D24.3	0.116225
RP11-70D24.2	1.47158
RP11-70D24.4	0.0815455
RP11-70D24.1	0.0207776
LINC01229	0.074975
MAFTRR	0.0722402
LINC01228	0
RP11-148M9.1	0
RP11-525K10.1	0
RP11-525K10.3	0.102562
RP11-525K10.2	0
DYNLRB2	2.46694
RP11-109P11.1	0.177511
LINC01227	0
CDYL2	2.97462
RP11-18F14.4	0
CTD-2055G21.1	0
LINC02170	0.256911
CMC2	4.92503
RP11-303E16.9	0.37007
CENPN	1.28629
RP11-303E16.3	0.950167
RP11-303E16.2	3.9246
C16orf46	4.95042
RP11-303E16.5	0.526889
RP11-303E16.6	0
RP11-303E16.7	0.113982
PKD1L2	0.5817
RNU6-1191P	0
BCO1	0.444723
RP11-626G3.1	0.0905158
RP11-55K13.1	0.643715
GAN	2.92441
RP11-391L3.4	0
RP11-391L3.5	0
RP11-391L3.3	0.0205032
MIR7854	0
MIR6504	0
RP11-274A11.5	0
RP11-274A11.3	0.0322054
RP11-274A11.4	0.067757
RP11-960L18.1	0.131891
PLCG2	1.20573
RP11-510J16.6	0
SDR42E1	0.00790953
HSD17B2	0
RP11-510J16.5	0
MTCYBP28	0
CTD-2588J6.2	0
RN7SKP190	0
RP11-481E4.1	0
RP11-481E4.2	0
RP11-2L4.1	0
CDH13	2.3464
MIR8058	0
RP11-22H5.1	0
RP11-22H5.2	0
RN7SL134P	0
CTD-3253I12.1	0
RP11-543N12.1	0
MIR3182	0
RP11-298D21.3	0.178784
RP11-298D21.1	4.90695
RP11-298D21.2	0.548104
RP11-483P21.2	0.106674
MLYCD	1.46299
RP11-483P21.6	0
RP11-505K9.4	0.20469
OSGIN1	1.63518
SLC38A8	0.228278
RNA5SP432	0
RP11-505K9.5	0.154504
RP11-505K9.1	3.36053
RP11-505K9.3	0.0257893
DNAAF1	3.47565
ADAD2	0.731881
RP11-486L19.2	0.0603499
KCNG4	0.237524
RP11-558A11.1	0
RNA5SP433	0
RP11-558A11.2	0
RP11-558A11.3	0
ATP2C2	2.38495
RP11-517C16.2	0.594341
TLDC1	2.02647
RP11-517C16.4	0.0503338
RP11-61F12.1	0.0216069
KLHL36	3.37216
CRISPLD2	2.52127
RP11-254F19.2	0
RP11-254F19.4	0.0169906
LINC02176	0
FAM92B	0.594835
LINC02139	0.187716
RP11-442O1.3	0.0902681
GSE1	3.32228
COX6CP16	0
LINC00311	0
MIR5093	0
LA16c-352F7.1	0.0250805
RP11-118F19.1	0.0773828
CTD-2542L18.1	0
RN7SL381P	0.156064
GINS2	1.36657
C16orf74	3.2009
RP11-568J23.8	0.698233
MIR1910	0
RP11-568J23.4	0
RNU1-103P	0.401307
RP11-568J23.5	0.389792
RP11-568J23.6	0
RP11-568J23.7	0
RP11-568J23.1	0
RP11-568J23.2	0.0169089
IRF8	1.24701
MIR6774	0
LINC02132	0
RP11-542M13.2	0
RP11-542M13.1	0
RP11-805I24.1	0
RP11-805I24.4	0
RP11-805I24.3	0
LINC01082	0
RP11-514D23.3	0
LINC01081	0
Y_RNA	0
LINC02135	0
LINC00917	0
RP11-158I3.3	0
RP11-158I3.1	0
FENDRR	0.818229
FOXF1	2.77931
RP11-463O9.9	0.418449
RP11-463O9.1	0.339136
MTHFSD	2.11108
FLJ30679	0.0377176
FOXC2-AS1	0
FOXC2	0.472113
FOXL1	0.310426
RP11-463O9.2	0
RP11-463O9.6	0
RP11-58A18.1	0
RP11-58A18.2	0
LINC02189	0
LINC02188	0.0875651
RP11-107C10.1	0
LINC02181	0
RP11-134D3.2	0
C16orf95	1.12004
RP11-899L11.1	0
RP11-899L11.3	0
RP11-178L8.5	0
RP11-178L8.1	0
RP11-178L8.6	0
RP11-178L8.7	0.82682
RP11-178L8.9	0
RP11-178L8.3	0.0479469
RP11-106D4.3	0
RP11-106D4.2	0.11697
RP11-482M8.1	0.219734
RP11-278A23.4	0.189994
RP11-278A23.1	0.640272
RP11-278A23.2	0.0545201
RP4-536B24.4	0.0378964
RP4-536B24.3	0
MIR6775	0
RP4-536B24.2	0.229099
CA5A	0.0957724
GS1-21A4.1	0
GS1-21A4.2	0
CTD-3057O21.1	0
BANP	2.18239
RP11-863P13.5	1.09619
RP11-863P13.6	0.394526
RP11-863P13.4	1.07261
RP11-863P13.1	0
RP11-863P13.3	0.191695
RP11-863P13.2	0.185699
LINC02182	0.266309
LA16c-444G7.1	0
ZNF469	1.27564
ZFPM1	2.59449
MIR5189	0
RP11-21B21.4	0.281061
IL17C	0.0371513
SNAI3-AS1	4.28126
SNAI3	1.9293
RP5-1142A6.10	0.185076
MIR4722	0
RP5-1142A6.9	2.31446
RP5-1142A6.2	0.348215
RP5-1142A6.7	0
RP5-1142A6.8	0.138301
CDT1	0.825255
PABPN1L	0.0713052
CBFA2T3	3.17986
RP11-830F9.5	0.14763
RP11-830F9.7	0.100107
RP11-830F9.6	0.282383
CTD-2555A7.1	0
CTD-2555A7.2	1.21983
ACSF3	2.93056
CTD-2555A7.3	0.0392391
LINC00304	0.1594
LINC02138	0.0388419
CDH15	0.066643
SLC22A31	0.0608814
RP11-46C24.7	3.7904
ZNF778	1.68328
AC137932.4	0.81308
AC137932.5	0.432951
AC137932.6	0.0633844
RP1-168P16.2	0
RP1-168P16.1	0
RNU6-430P	0
RP1-168P16.3	0
RP11-104N10.1	0.305411
RP11-104N10.2	0.428888
SNORD68	0.4128
DPEP1	0.184471
SPATA33	2.55969
LINC02166	0.66456
