Name	Heart - Left Ventricle
LINC-ROR	0
CTD-2526M8.3	0
BOD1L2	0
CTD-2526M8.2	0
RNU6-737P	0
ST8SIA3	0.00432991
RP11-714M23.2	0
ONECUT2	0.00785209
RP11-706P11.2	1.80059
RP11-35G9.3	0.389392
RP11-35G9.5	0.297062
ATP8B1	2.10063
RNU6-742P	0
RSL24D1P11	0.0442803
LINC01897	0
HMGN1P30	0
NEDD4L	4.13338
RP11-718I15.1	0
RP11-845C23.2	0.0526899
RP11-1151B14.2	0
RP11-1151B14.3	0.102596
RP11-1151B14.1	0
RP11-1151B14.5	0.150205
RP11-1151B14.4	1.18038
RP11-126O1.2	0
SNORA108	0
RPL9P31	0
RP11-126O1.6	0
RP11-126O1.5	0.155776
MALT1	2.96881
RP11-126O1.4	0
MRPL37P1	0
RP11-108P20.2	0
RNU6-219P	0
LINC01926	0
U8	0
RNU2-69P	0
OACYLP	0.0092912
RP11-685A21.1	0
SEC11C	3.64302
GRP	0
RAX	0
CPLX4	0
RP11-27G24.1	0
CCBE1	0.343495
RP11-27G24.3	0
RP11-760L24.1	0
RP11-2N1.1	0
RP11-2N1.2	0.0279355
RP11-2N1.3	0
RPS26P54	0
GLUD1P4	0
RP11-824M15.3	0
PMAIP1	0.228736
RP11-866E20.1	0
NFE2L3P1	0
RN7SL342P	0
SDCCAG3P1	0
RP11-866E20.3	0
FAM60CP	0
RNU6-567P	0
RP11-795H16.3	0
RPS3AP49	0.0334414
RNU4-17P	0
RP11-795H16.2	0
RP11-396N11.1	0
MC4R	0
RP11-325K19.3	0
MRPS5P4	0
RP11-325K19.6	0
RP11-325K19.2	0
RP11-325K19.1	0
CTBP2P3	0
HMGN1P31	0
CDH20	0.0521451
RNU6-116P	0
RPL30P14	0
RP11-879F14.3	0.254474
RP11-879F14.2	2.92127
RP11-879F14.1	0.029692
RP11-1096D5.2	0
LINC01544	0.00966422
RNF152	2.30575
PIGN	1.28457
RPIAP1	0
KIAA1468	4.13926
RP11-173A16.2	0.0136187
RP11-173A16.1	0.179569
TNFRSF11A	0.193731
Y_RNA	0
RP11-640A1.3	0
RPL17P44	0
RP11-640A1.4	0
ACTBP9	0
ZCCHC2	2.94981
RP11-120K19.4	0.157363
RP11-120K19.3	0.0750867
RN7SL705P	0
PHLPP1	1.48296
RNU6-142P	0
BCL2	1.36133
RP11-299P2.1	0
RP11-299P2.2	0
RP11-635N19.2	0.0145374
SERPINB5	0.0366349
RP11-635N19.3	0
ATP5G1P6	0
SERPINB12	0
SERPINB13	0.00884851
SERPINB4	0
SERPINB11	0
SERPINB3	0.0169314
SERPINB7	0.0160476
SERPINB2	0.0239171
SERPINB10	0
HMSD	0.0408839
RP11-793J2.1	0.0382172
SERPINB8	0.891485
RPL12P39	0
LINC00305	0
LINC01924	0
AC100848.1	0
LINC01538	0
RP11-762J3.1	0
AC007948.1	0
AC007631.1	0
LINC01916	0
RP11-775G23.1	0
CDH7	0
RP11-389J22.1	0
RP11-389J22.3	0
PRPF19P1	0
RNU6-1037P	0
MIR5011	0
RPL31P9	0
RP11-563H6.1	0
CTD-2541J13.1	0.111943
DSEL	0.754081
RP11-29O13.1	0
RP11-28O3.2	0
RP11-28O3.1	0
RP11-638L3.4	0
LINC01903	0
RP11-638L3.2	0
RP11-638L3.1	0
RP11-659F24.1	0
RP11-526H11.1	0
LINC01912	0
RP11-421N8.1	0.419663
RP11-128D14.1	0
AKR1B10P2	0
RP11-585K6.2	0
CCDC102B	0.746116
RP11-734B5.2	0
RP11-106E15.1	0
RNU6-39P	0
SDHCP1	0
RP11-861L17.3	0
RP11-861L17.4	0.0291777
RP11-861L17.2	0
RP11-674P19.2	0.0496831
RP11-17E3.1	0
DOK6	0.450979
RP11-465I4.3	0
RP11-465I4.2	0
RP11-543H23.1	0
RP11-543H23.2	0
CD226	0.0726067
RTTN	1.32641
SOCS6	4.2813
LINC01909	0.270527
RP11-484N16.1	0.685986
LINC01910	0
LARP7P3	0
RPS2P6	0
RP11-644A7.2	0
RN7SL795P	0
GTSCR1	0
RP11-384E22.1	0
RP11-529J17.1	0
RP11-47G4.2	0
RP11-47G4.1	0
LINC01541	0
RP11-752P2.1	0
RP11-752P2.2	0
LINC01899	0
RP11-723G8.1	0
RP11-736G13.1	0
RP11-736G13.2	0
CBLN2	0
HNRNPA1P11	0
NETO1	0.0175933
RP11-713C5.1	0.0229933
RNA5SP460	0
MIR548AV	0
RP11-676J15.1	0
RP11-169F17.1	0.00705585
CTD-2354A18.1	0
RP11-126K15.1	0
RN7SL401P	0
RP11-25L3.3	0
RP11-25L3.1	0
FBXO15	0.0268358
RP11-669I1.1	0
RN7SL551P	0
C18orf63	0
FAUP1	0.873654
LINC01922	0
FAM69C	2.38774
RP11-231E4.5	0.0795455
CNDP1	0.0191243
RP11-231E4.3	0
LINC00909	3.24824
ZNF407	1.72065
RP11-405M12.3	0.155778
RP11-405M12.4	0.119318
Clostridiales-1	0
RP11-405M12.2	0
RP11-321M21.4	0
RP11-321M21.3	0
SMIM21	0
RP11-321M21.1	0
LINC01898	0
RP11-173L6.1	0
RP11-1O2.2	0
RP11-357H3.1	0
RP11-1O2.1	0
RP11-94B19.6	0
LINC01893	0
RP11-94B19.5	0
RP11-94B19.2	0
RP11-94B19.7	0
RP11-94B19.3	0
RP11-94B19.4	0
ZNF516	2.79942
RP11-504I13.3	0.0644817
RP11-504I13.2	0
RP11-17M16.2	0.455116
C18orf65	0.0795657
LINC00908	0.0335954
LINC00683	0
LINC01927	0
LINC01879	0
ARL2BPP1	0
CCND3P2	0
AC139085.2	0
RP11-162A12.2	0.826261
RNU6-346P	0
RP11-162A12.4	1.06906
ZNF236	1.41572
RPL26P35	0
Metazoa_SRP	0
RP11-162A12.3	0
RP11-862L9.3	0
MBP	2.49718
RP11-862L9.2	0.0150339
RP11-4B16.3	0.331197
RP11-4B16.1	0.030827
RP11-4B16.4	0.185041
RP11-751H17.1	0
GALR1	0.0162925
RP11-176N18.2	0
SNORA25	0
BDP1P	0
RP11-63N3.1	0
RP11-63N3.2	0
RNA5SP461	0
LINC01029	0
RP11-671C19.2	0
RNU6-655P	0
RP11-100K18.1	0
RP11-451L19.1	0
RP11-123I22.1	0
Y_RNA	0
RP11-715C4.1	0
CTD-2382H12.2	0
CTD-2382H12.1	0
LINC01896	0.0322763
SALL3	0.024329
ATP9B	1.73061
RP11-849I19.2	0
CTD-2286N8.2	0.460283
CTD-2286N8.1	0
RP11-800A18.4	0
RP11-800A18.3	0.0208104
NFATC1	3.0895
RP11-196B3.1	0.023703
RP11-196B3.3	0
RP11-196B3.2	0
RP11-196B3.4	0
RP11-567M16.1	0.169327
RP11-567M16.2	0
RP11-567M16.3	0
RP11-567M16.6	1.69707
CTDP1	2.85269
RP11-567M16.5	0
RP11-154H12.2	0
RP11-154H12.3	0
KCNG2	0.0480946
RP11-248M19.1	0.110686
RBFADN	0.251079
SLC25A6P4	0.0270694
RP11-795F19.5	0.190152
ADNP2	3.24017
PARD6G-AS1	0.149717
PARD6G	0.806744
AC139100.4	0.953567
AC139100.3	0.0723539
WASH5P	0.257491
AC008993.2	0
LLNLR-222A1.1	0
AC008993.3	0
FAM138F	0
OR4G3P	0
OR4G1P	0
OR4F17	0
WBP1LP11	0
OR4F8P	0
AC092192.1	0
SEPT14P19	0
CICP19	0
LLNLF-173C4.2	0
LLNLF-173C4.1	0
LINC01002	0.181229
RNU6-1076P	0
CTD-3113P16.11	0.0729712
PLPP2	0.487207
MIER2	4.45398
THEG	0
AC010641.1	0
C2CD4C	2.03615
RNA5SP462	0
ODF3L2	0.20317
MADCAM1	0.196562
AC005775.2	0.20664
GZMM	0.285435
AC009005.2	0.139177
AC005559.3	0
AC004449.6	0.0872425
FGF22	0.124922
AC004156.3	0.0217819
PRSS57	0.0308381
RPS2P52	0
MISP	0.0154258
AC006273.4	0.406565
LINC01836	0.311242
MIR4745	0
PLPPR3	0.0283465
AZU1	0.138452
PRTN3	0.136289
ELANE	1.27194
RNU6-9	0.245276
KISS1R	0
ARID3A	1.08063
AC005391.2	0
LLNLR-260G6.1	0
LLNLR-284B4.2	0
GRIN3B	0.168224
LLNLR-284B4.1	0
RNU6-2	0.404708
ABCA7	2.08649
ARHGAP45	2.07399
HMGB2P1	0
CBARP	0.438609
AC004221.2	0.0319292
CIRBP-AS1	0.667951
EFNA2	0
RPS15P9	0
AC005330.2	0.0732732
AC004623.3	1.63506
LLNLR-307A6.1	0.792592
AC005329.7	1.40733
CTB-25B13.5	0.14387
APC2	0.101173
CTB-25B13.12	3.57542
C19orf25	4.22834
PCSK4	0.46271
REEP6	2.15685
CTB-25B13.9	0.68819
PLK5	0.0198695
MEX3D	2.52407
RN7SL477P	0
RNU6-1223P	0
Metazoa_SRP	0
AC005256.1	0
ONECUT3	0.00715738
ATP8B3	0.181797
MIR1909	0
CTB-31O20.4	1.14943
CTB-31O20.6	0
KLF16	3.16967
CTB-31O20.8	0
CTB-31O20.2	2.08962
ADAT3	1.05785
CSNK1G2-AS1	0.0317476
AC005306.3	2.90944
LLNLR-304A6.1	0.132378
LLNLR-304A6.2	0.154456
AC007136.1	0
IZUMO4	1.73751
DOT1L	3.90795
AC004490.1	0.0156922
MIR1227	0
AMH	0.178079
MIR4321	0
JSRP1	0.0298158
C19orf35	0.217825
LINGO3	0.0960167
TMPRSS9	0.0957147
MIR7108	0
LINC01775	0
RNU6-993P	0
ELOCP28	0
RN7SL121P	0
CTC-265F19.2	0.0461819
MIR7850	0
CTC-265F19.3	0
CTC-265F19.1	0.0135398
AC006538.8	0.0873814
AC006538.1	0.724328
SLC39A3	4.49824
ZNF554	2.23682
ZNF555	0.999083
AC006130.3	0
ZNF556	0.0107679
AC006130.4	0
AC119403.1	0
ZNF57	1.54325
AC006277.2	0.213851
ZNF77	1.32631
AC006277.3	0.246686
TLE6	0.268688
AC005262.3	0.13145
AC005262.4	0
GNA15	0.834399
AC005264.2	0.0245207
S1PR4	0.668884
CELF5	0.0134423
AC010649.1	0
AC007792.1	0.121375
AC005514.2	0
SMIM24	0.0243166
SNORD38	0
MFSD12	4.77197
C19orf71	1.80141
AC005786.5	0
AC005786.6	0
AC005786.3	0
GIPC3	1.83373
TBXA2R	2.12833
CACTIN-AS1	0.388533
AC004637.1	0.0534989
TJP3	0.0309802
AC005954.3	0.323493
AC005954.4	0.344084
RAX2	0
AC005777.3	0
MATK	0.178992
ZFR2	0.0250889
FTLP5	0
ATCAY	0.0800797
RN7SL202P	0
MIR637	2.84833
SNORD37	0
CTD-2622I13.3	0.242067
Metazoa_SRP	0
CREB3L3	0.0082684
ANKRD24	0.168511
EBI3	0.580888
AC005578.3	0
SHD	0.0181464
TMIGD2	0.0391575
FSD1	0.0529149
STAP2	0.935442
AC007292.7	0
AC007292.4	0
EIF1P6	0
AC007292.3	0.153807
AC007292.6	0.674213
CHAF1A	1.9494
CTB-50L17.5	0
MIR4746	0
CTB-50L17.7	0.662757
CTB-50L17.8	1.16476
CTB-50L17.9	0.920476
CTB-50L17.16	0.0270121
LRG1	0.28006
CTB-50L17.2	0
TNFAIP8L1	2.1405
DPP9-AS1	0.523286
MIR7-3HG	0.0196621
MIR7-3	0
AC005523.3	0.190029
FEM1A	1.7488
CTC-518P12.6	0
ARRDC5	0.0311139
UHRF1	0.079301
MIR4747	0
KDM4B	4.6576
CTC-482H14.5	0
RPL32P34	0.0401555
LLNLR-304G9.1	0
ZNRF4	0
TINCR	0.0602063
SNRPEP4	0.788928
HSD11B1L	2.08342
CATSPERD	0
PRR22	1.14633
FUT6	0
FUT3	0.0128537
AC024592.9	0
FUT5	0
AC104532.3	0
VMAC	2.10655
AC104532.4	0.623426
CAPS	3.58468
CTC-232P5.1	0.0670405
RFX2	1.30122
CTC-232P5.3	0
CTC-232P5.4	0
CTB-66B24.1	0
ACSBG2	0.0178968
CTC-503J8.9	0
CTC-503J8.4	0
CTC-503J8.8	0
ACER1	0.0285755
CTB-180A7.3	0
PSPN	0.475826
CTB-180A7.6	0
MIR6885	0
MIR6790	0
CTB-180A7.8	0
MIR3940	0
SLC25A41	0.291181
CRB3	0.0498277
DENND1C	0.487924
CTD-2396E7.11	0.0428417
TUBB4A	0.615413
TNFSF9	0.166144
CTD-2396E7.7	0
CLIC4P2	0
Y_RNA	0
CD70	0.0209192
RPL7P50	0
TNFSF14	0.324133
CTD-3128G10.7	0.321243
MIR6791	0
CTD-3128G10.6	0.950594
SH2D3A	0.471973
VAV1	0.747197
ADGRE1	0.0449692
CTC-312O10.3	0
CTC-312O10.2	0
Metazoa_SRP	0
ADGRE4P	0.0935032
RP11-1137G4.3	0
RP11-1137G4.4	0
RP11-1137G4.5	0
CTB-25J19.1	0
MBD3L5	0
MBD3L4	0
MBD3L2	0
MBD3L3	0
ZNF557	0.596367
CTB-133G6.1	0.0370706
CTB-133G6.2	0.0613003
ARHGEF18	3.3897
PEX11G	0.925271
C19orf45	0
CAMSAP3	0.289522
MIR6792	0
PCP2	0.781203
CTD-3214H19.6	0.0480609
STXBP2	1.63238
RPS27AP19	0
RETN	0.365845
MCEMP1	0.402514
FCER2	0.160259
CLEC4G	0.342546
CD209	1.02819
RPL21P129	0
CLEC4M	0.00770187
CLEC4GP1	0.563791
EXOSC3P2	0
PRR36	0.0445698
LYPLA2P2	0
RNA5SP463	0
LRRC8E	0.0320872
CTD-3193O13.12	0
TGFBR3L	0.529417
CTD-3193O13.1	0.0768475
CTXN1	0.394514
CTD-3193O13.8	0
CTD-2325M2.1	0.212122
CCL25	0
FBN3	0.0162624
CTD-3020H12.3	0
CTD-3020H12.4	0.0504173
CTD-2550O8.7	0.0404188
ANGPTL4	4.83427
RAB11B-AS1	1.8376
MIR4999	0
RP11-886P16.6	0.0389257
RP11-886P16.10	0.0266731
PRAM1	0.348529
ZNF414	4.94501
MYO1F	1.85048
AC092316.1	0
AC130469.1	0.148462
ADAMTS10	3.78504
AC130469.2	0.139223
LINC01862	0
AC092566.1	0
AC093230.2	0
ACTL9	0
RPL23AP78	0
OR2Z1	0
CTD-2557P19.4	0
ZNF558	2.03919
CTD-2529P6.3	0.51814
MBD3L1	0
CTD-2529P6.4	0
MUC16	0.00181028
BOLA3P2	0
OR1M4P	0
OR1M1	0
OR7G2	0
OR7G1	0
OR7G15P	0
OR7G3	0
ELOCP29	0
OR7D2	0.0144617
OR7E16P	0
OR7E25P	0
OR7D4	0
OR7D1P	0
OR7E24	0
OR7E18P	0
OR7E19P	0
OR7H1P	0
CTC-325H20.4	1.14894
ZNF699	0.47432
ZNF559	2.77972
CTC-325H20.7	0.399773
ZNF177	0.885893
ZNF559-ZNF177	0.293618
CTC-325H20.8	0.387038
ZNF560	0.0132712
CTC-543D15.3	0
CTC-543D15.1	0
ZNF426	2.00453
CTC-543D15.8	0.978703
ZNF121	3.37827
ZNF561	3.27708
ZNF561-AS1	1.48299
ZNF562	1.74531
RPS4XP22	0.0924983
ZNF812P	0.0746241
CTD-3116E22.8	0.127995
CTD-3116E22.6	0
CTD-3116E22.7	0.115946
ZNF846	2.02
CTD-2623N2.3	0.901669
UBE2L4	0.0856781
CTD-2623N2.5	0
SNORA70	0
RPL10P15	0.381804
CTD-2623N2.11	0.0334239
OLFM2	1.43651
CTD-2553C6.1	0.443048
RDH8	0
C3P1	0
MIR5589	0
CTD-2240E14.4	0.0902451
ANGPTL6	0.0507971
SNORD105	0
SNORD105B	0
P2RY11	2.97994
S1PR2	2.78967
MIR4322	0
CTD-2369P2.5	0
CTD-2369P2.4	0
CTD-2369P2.8	0
ICAM5	0.164195
ZGLP1	0.722764
AC114271.2	0.483231
ICAM3	0.414427
CTC-429L19.3	0.310947
S1PR5	0.160375
RNU7-140P	0
MIR1238	0
AP1M2	0.0275356
CTC-539A10.7	0
MIR638	0
MIR4748	0
MIR199A1	0
MIR6793	0
C19orf38	0.340867
AC007229.3	0.105319
CTC-215O4.4	0.0625586
RN7SL192P	0.0744812
uc_338	0
LDLR	4.51271
MIR6886	0
SPC24	0.997011
CTC-510F12.2	4.97908
CTC-510F12.3	0.699827
CTC-510F12.7	2.00056
ANGPTL8	0.186772
TSPAN16	0
CTC-510F12.4	0.0725765
RAB3D	1.86021
CTD-2342J14.6	0.250229
SWSAP1	1.33763
Y_RNA	0
CCDC151	0.429788
ELAVL3	0.291627
ZNF653	1.30575
MIR7974	0
RN7SL833P	0.105217
CTC-398G3.1	0.213637
CTC-398G3.2	0.172915
ZNF627	1.82371
ACP5	0.500043
GAPDHP76	0
ZNF887P	0.0562396
HNRNPA1P10	0.196855
ZNF833P	0.385483
ZNF823	1.51535
CTC-499B15.6	0
CTC-499B15.1	0
ZNF441	2.04442
CTC-499B15.7	0.00755205
ZNF491	0.960656
ZNF440	1.52959
CTC-499B15.8	0
ZNF439	1.76053
AC020951.1	0.14028
ZNF69	0.954536
ZNF700	3.76984
CTD-2006C1.12	0.181989
ZNF763	1.26352
CTD-2006C1.2	1.36372
RNA5SP464	0
ZNF433	1.44608
RNA5SP465	0
ZNF878	0.159802
ZNF844	2.94148
RNA5SP466	0
Y_RNA	0
ZNF788	0.563875
ZNF20	0.594204
RSL24D1P8	0.0820168
RNA5SP467	0
CTC-359D24.3	0.448663
ZNF625	0.507469
ZNF136	1.4584
CTD-2666L21.1	0.244763
ZNF44	2.43008
CTD-2666L21.3	0.0629831
CTD-2666L21.2	0.161463
ZNF563	1.4331
ZNF442	0.350657
RPS29P23	0
CTD-3105H18.4	0.254994
ZNF799	0.884896
ZNF443	0.896521
CTD-3105H18.7	0
ZNF709	0.455249
MTND2P40	0.0209734
MTCO1P27	0
MTCO2P27	0
MTATP6P27	0
PPIAP20	0
ZNF564	2.75823
CTD-2192J16.21	0.104876
CTD-2192J16.11	0.110644
PGK1P2	0.139001
ZNF490	0.538202
ZNF791	3.71157
RPL10P16	4.76158
CTD-2192J16.26	0.066259
CTD-2659N19.11	0
FBXW9	1.60691
SNORD41	0
CTD-2659N19.4	0
BEST2	0.0229934
CTD-2659N19.9	0
MIR5684	0
RNASEH2A	4.23034
RTBDN	0
CTD-2265O21.3	0
MAST1	0.0470033
MIR6794	0
CTD-2265O21.7	0
KLF1	0.0269295
RPS6P25	0.428968
SYCE2	0.435744
MIR5695	0
FARSA-AS1	0
MIR6515	0
CTC-239J10.1	0
AC007787.2	0
AC007787.3	0.132541
LYL1	4.08768
AC005546.2	0.04596
CTC-250I14.3	0
RPL12P42	0.0909092
CACNA1A	0.190733
MRI1	4.66233
CTB-5E10.3	0
ZSWIM4	1.46916
CTD-3252C9.2	0
RN7SL619P	0
MIR24-2	0
MIR27A	0
MIR23A	0
NANOS3	0.278432
MIR181C	0
MIR181D	0
C19orf57	0.184514
PODNL1	0.446669
RFX1	4.34749
CTB-55O6.13	0
RLN3	0
CTB-55O6.4	0
IL27RA	4.09169
PALM3	0.0929491
EEF1DP1	0.444455
MISP3	4.31648
C19orf67	0.017102
CTB-55O6.10	0.202777
ASF1B	0.293159
CTB-55O6.12	1.03362
ADGRL1	4.57501
RN7SL231P	0
CTD-2189E23.1	0
CTD-2189E23.2	0
LINC01841	0
LINC01842	0
CTC-548K16.6	0.112457
PTGER1	0.037891
SNRPGP15	2.13885
CLEC17A	0
RN7SL337P	0
RN7SL842P	0
ADGRE3	0.0281243
ITGB1P1	0.461861
CTD-3093B17.2	0
ZNF333	1.77942
ADGRE2	0.219156
AC005255.3	0.122637
OR7A5	0
OR7C1	0
OR7A10	0
OR7A8P	0
OR7A2P	0
OR7A17	0
OR7A18P	0
OR7A1P	0
OR7A3P	0
OR7A11P	0
OR7A15P	0
OR7C2	0
SLC1A6	0.00523497
CCDC105	0
CASP14	0.064658
OR1I1	0
AC003956.1	0.20965
OR10B1P	0
RNU6-782P	0
MIR6795	0
AC004257.1	0
EPHX3	0.226177
AC005776.1	0
LLNLR-246C6.1	0.144904
AC005785.2	1.00465
AC005785.5	0.765578
RASAL3	0.652057
PGLYRP2	0
CYP4F22	0.0218289
CTB-187L3.1	0
CYP4F23P	0
AD000091.3	0
RPL23AP2	0.432515
AD000091.2	0
CYP4F8	0
CYP4F3	0.0918231
CYP4F10P	0
CYP4F12	1.59785
OR10H2	0
OR10H3	0
CYP4F24P	0.323484
LLNLR-249E10.1	0
OR10H5	0
OR10H1	0
ZNF861P	0
LINC01764	0
UCA1	0
LINC01835	0.03761
CYP4F36P	0
CYP4F2	0
AC005336.5	0
LLNLF-158E9.1	0
AC005336.4	0
CYP4F11	0.0563842
OR10H4	0
CYP4F9P	0
LINC00661	0
AC114273.3	0
LINC00905	0
SNX33P1	0
LLNLF-136C3.1	0
OR1AB1P	0
LINC01855	0
CTD-2231E14.2	0.145065
CTD-2231E14.5	0
RAB8A	3.18222
CTD-2231E14.8	0.0323586
HSH2D	0.167219
CIB3	0
CTD-2562J15.4	0
Metazoa_SRP	0
AP1M1	4.19257
CTD-2562J15.6	0
CTD-2013N17.7	0
CTD-2013N17.6	2.96459
CTD-2013N17.1	0.0347746
CTD-2013N17.4	0
CALR3	0
C19orf44	1.6267
RN7SL146P	0
CTD-3222D19.12	0.410505
CTD-3222D19.10	0
CTD-3222D19.8	0.53012
MED26	1.50252
CTD-3222D19.9	0.0802232
CTD-3222D19.4	0
CTC-429P9.1	0.236233
CTC-429P9.3	3.47514
CTC-429P9.2	1.76556
CTC-429P9.5	1.05768
CTD-2538G9.3	0
NWD1	0.0105752
CTD-2538G9.6	0
CTD-2538G9.5	0.177847
F2RL3	1.17019
RN7SL835P	0
RN7SL823P	0
CTD-2528A14.1	0
HAUS8	1.02094
CTD-2528A14.3	0
CTD-2528A14.5	0
CTD-3032J10.2	0
CTD-3032J10.4	0
CTD-3032J10.3	0
ANKLE1	0.229239
CTD-2278I10.4	0.308016
ANO8	4.78668
GTPBP3	4.36935
CTD-2278I10.1	0
CTD-2521M24.13	0.103599
BISPR	0.578359
CTD-2521M24.6	0.549333
CTD-2521M24.4	0.132947
TMEM221	0.145908
CTD-2521M24.11	0.045769
NXNL1	0.245124
CTD-3131K8.2	0.658547
CTD-3131K8.3	0.0922213
FAM129C	0.0346026
CTD-3131K8.1	0
UNC13A	0.0460974
CTD-3149D2.3	0
CTD-3149D2.2	0
MAP1S	4.9661
FCHO1	0.168881
B3GNT3	0
INSL3	0.0490059
JAK3	1.02368
SNORA68	0.20865
AC005796.2	0
SLC5A5	0.00684143
KCNN1	0.0221816
RNA5SP468	0
CTB-52I2.7	0.253668
CTB-52I2.4	0.316654
CTB-52I2.3	0
RPS18P13	0
IL12RB1	0.134627
MAST3	1.73439
AC068499.10	0.125887
PDE4C	1.09208
KIAA1683	0.258026
MIR3188	0
RPL39P38	0
RN7SL513P	0
GDF15	0.421679
MIR3189	0
LRRC25	1.08975
CTD-3137H5.1	0
ELL	4.40857
CTD-3137H5.4	0
AC005387.3	0.382351
AC005387.2	0.286392
AC005253.2	1.52848
TMEM59L	1.86569
RN7SL155P	0
KLHL26	2.43625
CRTC1	2.97665
COMP	0.662466
CERS1	0.321588
AC005197.2	0
AC005932.1	0.0703119
RN7SL70P	0
MEF2B	1.91114
NR2C2AP	3.71205
NCAN	0.0111089
RNU6-1028P	0
LLNLR-259H9.1	0
HAPLN4	0.073039
TM6SF2	0.398907
CTB-184G21.3	0
MIR640	0
TSSK6	0.346262
CILP2	0.0866017
PBX4	0.0646804
PHF5CP	0
AC002306.1	0
LPAR2	0.736685
GMIP	1.41589
ZNF101	0.795942
CTC-412M14.6	0
CTC-412M14.5	0.0316711
ZNF14	1.53857
CTC-559E9.12	0.0240986
CTC-559E9.9	0.0239916
LINC00663	0.938018
CTC-559E9.2	0
CTC-559E9.6	0.135473
ZNF506	1.91192
CTC-559E9.5	1.18492
BNIP3P9	0
ZNF253	1.89814
BNIP3P10	0.121637
CTC-559E9.8	0.69312
ZNF93	0.299323
CTC-559E9.13	0
AC007204.2	0
AC007204.3	0
ZNF682	1.92504
AC006539.3	0.0337788
AC006539.6	0
BNIP3P13	0
ZNF90	0.205772
AC006539.2	0
CTC-260E6.12	0
CTC-260E6.9	0
BNIP3P15	0
CTC-260E6.6	0.0698504
ZNF486	0.535247
BNIP3P16	0.0329792
CTC-260E6.7	0
CTC-260E6.3	0.0262833
CTC-260E6.4	0.338767
BNIP3P17	0.139549
AC078899.4	0
AC078899.1	0.0172604
BNIP3P18	0
AC078899.3	0
BNIP3P19	0
CTC-575C13.3	0
ZNF826P	0.19079
BNIP3P20	0
CTC-575C13.4	0
MIR1270	0
BNIP3P22	0
CTC-513N18.6	0
BNIP3P23	0
ZNF737	0.722521
VN1R78P	0
CTD-2332E11.2	0
ZNF626	0.79971
CTD-2542C24.14	0
CTD-2542C24.2	0
CTD-2626G11.2	0.00151478
VN1R79P	0
ZNF66	0.110036
BNIP3P24	0
CTD-2542C24.3	0
ZNF85	0.386773
CTD-2542C24.5	0
KRT18P40	0
CTD-2542C24.8	0
ZNF430	0.4426
CTD-2542C24.9	0
VN1R80P	0
ZNF714	0.482378
RNA5SP469	0
VN1R81P	0.472534
ZNF431	1.66956
RPL7AP10	0.479755
CTD-3233P19.8	0
CTD-3233P19.7	0
RPL36AP51	0
CTD-3030D20.1	0
VN1R83P	0.840933
ZNF708	1.32014
BNIP3P25	0
ZNF738	0.881646
CTD-2561J22.1	0
CTD-2561J22.2	0.146817
ZNF493	1.60959
CTD-2561J22.5	0.0987588
LINC00664	0.0286477
ZNF429	0.769184
BNIP3P26	0
RP11-678G14.2	0.159137
RP11-678G14.3	0.848561
RP11-678G14.4	0
RP11-678G14.5	0
RP11-420K14.1	0.0729502
MTDHP3	0.559548
MTDHP4	0.0715074
VN1R84P	0
ZNF100	0.824821
RP11-420K14.6	0.0313322
RP11-420K14.8	0
BRI3BPP1	0
ZNF43	1.07641
BNIP3P27	0.0683772
ZNF208	1.25794
MTDHP2	0.15685
AC003973.3	3.06651
BNIP3P28	0.0914647
AC003973.4	0
AC003973.5	0
ZNF257	0.207336
BNIP3P29	0
ZNF92P2	0
RP11-157B13.1	0
PCGF7P	0.0281049
MTDHP5	0
VN1R85P	0.613125
ZNF676	0.820471
BNIP3P30	0.414318
RP11-157B13.10	0
RP11-157B13.7	0
RP11-157B13.8	0
ZNF729	0
BNIP3P31	0
CTB-31C7.3	0
RPL34P34	0.166914
ZNF98	0.0681711
AC011516.1	0
BNIP3P32	0
AC025811.3	0
BNIP3P33	0
ZNF209P	0
AC004004.2	0
CTC-457E21.1	0
LINC01233	0
RNU6-1179P	0
CTC-457E21.10	0
GOLGA2P9	0
CTC-457E21.5	0
CTC-457E21.4	0
LINC01785	0
CTC-457E21.7	0
ZNF492	0.0202554
CTC-457E21.9	0
ZNF849P	0
RPL34P33	0.0822072
CTC-451A6.5	0
VN1R87P	0
ZNF99	0.0266622
CTB-159G17.4	0
CTB-159G17.3	0
BNIP3P34	0
ZNF723P	0
BNIP3P35	0
VN1R88P	0
CTD-2579N5.3	0
CTD-2579N5.4	0
ZNF728	0.588485
BNIP3P36	0
LINC01859	0
LINC01858	0
CTD-2291D10.3	0
CTD-2291D10.4	0
ZNF730	0.0152064
BNIP3P37	0
RP11-369G6.2	0
SNX6P1	0
RP11-15H20.2	0
ZNF724	0.0637157
BNIP3P38	0
IPO5P1	1.41689
RP11-15H20.6	0.472935
VN1R90P	0
VN1R91P	0
ZNF91	2.38522
CTB-176F20.3	0.503991
BNIP3P8	0
CDC42EP3P1	0
LINC01224	0.0385293
VN1R92P	0
LLNLF-18A12.1	0
ZNF725P	0
ZNF675	0.528361
RP11-359H18.2	0
RPS27P29	0
VN1R93P	0
ZNF681	0.178355
RP11-255H23.2	0.320241
BNIP3P39	0
RP11-255H23.4	0.0138204
RP11-255H23.5	0
ZNF726	0.0484748
CTB-92J24.3	0
CTB-92J24.2	0.0683869
