Name	Brain - Cerebellar Hemisphere
ASF1B	0.234012
RN7SL231P	0
CTD-2189E23.1	0
CTD-2189E23.2	0
LINC01841	0
LINC01842	0
ADGRE5	2.10179
CTC-548K16.6	0.618425
PTGER1	0.276208
SNRPGP15	2.89949
CLEC17A	0.0831183
RN7SL337P	0
RN7SL842P	0
ADGRE3	0.0142871
ITGB1P1	0.105379
CTD-3093B17.2	0
ADGRE2	0.142253
AC005255.3	0
OR7A5	0.0407794
OR7C1	0
OR7A10	0
OR7A8P	0
OR7A2P	0
OR7A17	0
OR7A18P	0
OR7A1P	0
OR7A3P	0
OR7A11P	0
OR7A15P	0
OR7C2	0
CCDC105	0
CASP14	0.0349871
OR1I1	0
SYDE1	1.64949
AC003956.1	0
OR10B1P	0
RNU6-782P	0
NOTCH3	4.8318
MIR6795	0
AC004257.1	0
EPHX3	0.113104
AC005776.1	0.339851
LLNLR-246C6.1	1.05556
RASAL3	0.553064
PGLYRP2	0
CYP4F22	0.0126497
CTB-187L3.1	0
CYP4F23P	0
AD000091.3	0
RPL23AP2	0.57233
AD000091.2	0
CYP4F8	0
CYP4F3	0.084771
CYP4F10P	0
CYP4F12	0.102053
OR10H2	0
OR10H3	0
CYP4F24P	0.488691
LLNLR-249E10.1	0.4533
OR10H5	0
OR10H1	0
ZNF861P	0
LINC01764	0
UCA1	0
LINC01835	0
CYP4F36P	0
CYP4F2	0.0776327
AC005336.5	0.0487311
LLNLF-158E9.1	0.0439396
AC005336.4	0.372988
CYP4F11	1.20267
OR10H4	0
CYP4F9P	0
LINC00661	0
AC114273.3	0
LINC00905	0
SNX33P1	0
LLNLF-136C3.1	0
OR1AB1P	0
LINC01855	0
CTD-2231E14.5	0.0832433
CTD-2231E14.8	0.292189
HSH2D	0.10658
CIB3	0
CTD-2562J15.4	0.247307
Metazoa_SRP	0
CTD-2562J15.6	0.0754586
CTD-2013N17.7	0.150747
CTD-2013N17.1	0.102293
CTD-2013N17.4	0
CALR3	0
RN7SL146P	0.162895
CTD-3222D19.10	0
CTD-3222D19.9	0.538515
CTD-3222D19.4	0.0450281
CTC-429P9.1	1.51477
CTC-429P9.5	4.52867
CTD-2538G9.3	0
NWD1	0.911395
CTD-2538G9.6	0
CTD-2538G9.5	1.29207
F2RL3	0.0703111
CPAMD8	0.307568
RN7SL835P	0
RN7SL823P	0
CTD-2528A14.1	0
HAUS8	2.36424
CTD-2528A14.3	0
CTD-2528A14.5	0
CTD-3032J10.2	0
CTD-3032J10.4	0
CTD-3032J10.3	0.0750289
USHBP1	2.18385
CTD-2278I10.4	4.98171
PLVAP	0.455695
CTD-2278I10.1	0
CTD-2521M24.13	0.0223412
BISPR	0.218864
CTD-2521M24.4	0.0528586
TMEM221	1.74758
CTD-2521M24.11	0.326809
NXNL1	0.347837
CTD-3131K8.2	4.46937
CTD-3131K8.3	0.269618
FAM129C	0.520649
CTD-3131K8.1	0.14776
CTD-3149D2.3	4.04047
CTD-3149D2.2	3.11211
B3GNT3	0.0181301
INSL3	1.67126
SNORA68	0.494019
AC005796.2	0.25934
SLC5A5	3.27048
RNA5SP468	0
CTB-52I2.7	0
CTB-52I2.4	0.296184
CTB-52I2.3	0
RPS18P13	0
IL12RB1	0.105197
MAST3	1.99268
IFI30	4.07648
AC068499.10	0.037272
PDE4C	0.288937
KIAA1683	4.83627
MIR3188	0
RPL39P38	0.643544
RN7SL513P	0
GDF15	0.345932
MIR3189	0
LRRC25	0.320211
CTD-3137H5.1	0.314102
CTD-3137H5.4	0
AC005387.3	2.39364
AC005387.2	2.47029
CRLF1	3.71413
RN7SL155P	0
AC005197.2	2.55384
AC005932.1	0.55203
RN7SL70P	0
MEF2B	3.27
RNU6-1028P	0
LLNLR-259H9.1	0
TM6SF2	1.26643
CTB-184G21.3	0
MIR640	0
TSSK6	1.69064
CILP2	0.225899
PBX4	1.28889
PHF5CP	0
AC002306.1	0
LPAR2	1.22864
GMIP	0.990235
ZNF101	4.14974
CTC-412M14.6	0.681566
CTC-412M14.5	0.434536
CTC-559E9.12	0.0222657
CTC-559E9.9	0.0348991
LINC00663	2.1596
CTC-559E9.2	0
CTC-559E9.6	0.758789
BNIP3P9	0
BNIP3P10	1.24695
ZNF93	1.22644
CTC-559E9.13	0
AC007204.2	0.120771
AC007204.3	0
AC006539.3	0
AC006539.6	0
BNIP3P13	0
ZNF90	1.44805
AC006539.2	0
CTC-260E6.12	0
CTC-260E6.9	0
BNIP3P15	2.94405
CTC-260E6.6	0.166362
ZNF486	2.80722
BNIP3P16	0.0965704
CTC-260E6.7	0
CTC-260E6.3	0.0548576
CTC-260E6.4	1.33103
BNIP3P17	0.448812
AC078899.4	0
AC078899.1	0.0922506
BNIP3P18	0
AC078899.3	0
BNIP3P19	0.0952824
CTC-575C13.3	0
ZNF826P	1.32817
BNIP3P20	0
CTC-575C13.4	0
MIR1270	0
BNIP3P22	0
CTC-513N18.6	0
BNIP3P23	0
ZNF737	4.82994
VN1R78P	0
CTD-2332E11.2	0
ZNF626	3.74671
CTD-2542C24.14	0
CTD-2542C24.2	0.081703
CTD-2626G11.2	0.00410189
VN1R79P	0
ZNF66	0.843796
BNIP3P24	0.612384
CTD-2542C24.3	1.40463
ZNF85	2.50204
CTD-2542C24.5	0.0451721
KRT18P40	0
CTD-2542C24.8	0
ZNF430	4.65553
CTD-2542C24.9	0
VN1R80P	0.344448
RNA5SP469	0
RPL7AP10	1.30097
CTD-3233P19.8	0.106933
CTD-3233P19.7	0
RPL36AP51	0
CTD-3030D20.1	0.113192
VN1R83P	2.48089
BNIP3P25	0.425655
CTD-2561J22.1	0.135764
CTD-2561J22.2	2.37687
CTD-2561J22.5	3.05771
LINC00664	0.235152
BNIP3P26	0.169059
RP11-678G14.2	0.93106
RP11-678G14.4	0.0585244
RP11-678G14.5	0.201371
RP11-420K14.1	1.45242
MTDHP4	0.277666
VN1R84P	0.32377
RP11-420K14.6	0.0701846
RP11-420K14.8	0
BRI3BPP1	0.0298146
BNIP3P27	0.241991
ZNF208	0.170797
MTDHP2	0
AC003973.3	0.436994
BNIP3P28	0.0277103
AC003973.4	0
AC003973.5	0
ZNF257	0.583871
BNIP3P29	0
ZNF92P2	0
RP11-157B13.1	0
PCGF7P	0.129335
MTDHP5	0.0849809
VN1R85P	0.0881743
ZNF676	0.0720826
BNIP3P30	0
RP11-157B13.10	0
RP11-157B13.7	0
RP11-157B13.8	0
ZNF729	0.00843631
BNIP3P31	0
CTB-31C7.3	0
RPL34P34	0.421985
ZNF98	0.0818171
AC011516.1	0
BNIP3P32	0
AC025811.3	0.0989246
BNIP3P33	0
ZNF209P	0
AC004004.2	0
CTC-457E21.1	0
LINC01233	0
RNU6-1179P	0
CTC-457E21.10	0
GOLGA2P9	0
CTC-457E21.5	0
CTC-457E21.4	0
LINC01785	0.0983066
CTC-457E21.7	0
ZNF492	0.126742
CTC-457E21.9	0
ZNF849P	0.0493952
RPL34P33	0.309327
CTC-451A6.5	0
VN1R87P	0.18715
ZNF99	0.0615874
CTB-159G17.4	0
CTB-159G17.3	0
BNIP3P34	0
ZNF723P	0.0362256
BNIP3P35	0
VN1R88P	0
CTD-2579N5.3	0
CTD-2579N5.4	0
ZNF728	0.063092
BNIP3P36	0
LINC01859	0
LINC01858	0
CTD-2291D10.3	0
CTD-2291D10.4	0.0250804
ZNF730	0.207256
BNIP3P37	0
RP11-369G6.2	0
SNX6P1	0
RP11-15H20.2	0.0537999
ZNF724	0.451023
BNIP3P38	0
RP11-15H20.6	3.6902
VN1R90P	0.0795208
VN1R91P	0
BNIP3P8	0
CDC42EP3P1	0.0496322
LINC01224	0.691996
VN1R92P	0
LLNLF-18A12.1	0
ZNF725P	0.0658742
RP11-359H18.2	0.181888
RPS27P29	0.14541
VN1R93P	0
ZNF681	4.21785
BNIP3P39	0.0965543
RP11-255H23.4	0.242754
RP11-255H23.5	0
ZNF726	1.30898
CTB-92J24.3	0.0479215
CTB-92J24.2	0.996677
ZNF92P3	0.320694
RNA5-8SP4	0
CTD-2017D11.1	4.34596
CTD-2017D11.2	1.62104
BNIP3P40	0.15637
CTD-2027I19.3	4.10291
CTD-2027I19.2	2.14097
ERVK-28	0
CTB-151G24.2	0
LINC00662	3.62028
CTC-459F4.1	2.37432
CTC-459F4.3	4.43205
SLC25A1P5	0.88084
CTC-459F4.5	0
CTC-459F4.7	0
AC022153.1	0.144556
CTC-459F4.8	0
AC005758.1	0
AC005357.1	0
CTD-2043I16.1	0
CTB-70G10.1	0
AC005780.1	0
AC093074.1	0
AC005307.1	0
AC005307.4	0
AC005616.1	0
AC005616.2	0
AC005394.1	0
AC079466.1	0.015511
AC005307.3	0
MAN1A2P1	0
AC007795.1	0
AC011524.1	0.254454
AC008991.1	0.168051
AC011524.2	0
AC011524.3	0
LINC00906	0.232992
RNA5SP470	0
CTB-32O4.2	0.673924
CTB-32O4.3	0.523904
CTB-32O4.4	0.165304
RN7SL340P	0
CTC-525D6.1	1.55935
CTC-525D6.5	0
CTC-525D6.2	3.0987
CTC-525D6.3	1.69596
PLEKHF1	3.23294
CTD-2057D4.2	0
CTC-448F2.7	0
CTC-448F2.3	0
RPL9P32	0.23739
CTC-448F2.4	0.119352
TAF9P3	3.81849
AC005597.1	0
CTC-565M22.1	0
CTC-400I9.2	0
LINC01834	0
CTC-400I9.3	0
LLNLR-263F3.1	0
LINC01791	0
TSHZ3	1.18562
AC007796.1	0
CTC-439O9.1	0.122038
AC008992.1	0
CTD-2050I18.2	0
CTD-2050I18.1	0
AC011525.2	0
AC011525.4	0
RNA5SP471	0
RNU6-967P	0
LINC01837	0
CTC-360P9.1	0
LINC01533	0
LINC01782	0
AC011518.2	0
RNA5SP472	0
AC007773.2	1.04675
SNORA68	0.753319
RPS12P31	0.284934
RN7SL789P	0
CTC-379B2.4	0
RGS9BP	0.119139
CTD-2538C1.2	3.69457
CTD-2538C1.3	0.592407
TDRD12	0.244863
CTD-2085J24.5	0
SLC7A9	2.02653
CTD-2085J24.3	0
RN7SKP22	0
RPL31P60	0
FAAP24	0.494335
CTC-461H2.2	0
CTC-461H2.3	0
WDR88	0.941729
CTD-2540B15.10	1.29018
SLC7A10	3.51105
CTD-2540B15.6	0.751019
CTD-2540B15.12	0
CEBPA	4.42227
CEBPA-AS1	3.36208
CTD-2540B15.9	0.902182
RPS3AP50	0
AKR1B1P7	0
CTD-2329C7.2	0
RPL21P131	0
CTC-526N19.1	0.291963
RN7SL150P	0
RPS4XP23	0
RPS4XP20	0
RPS4XP21	0
CHCHD2P3	0
RPL29P33	0.162326
AC010504.2	3.34823
RN7SL154P	0.0992081
CTD-2588C8.8	0
WTIP	3.22611
RPS26P55	0.107394
ZNF807	0.166155
SCGB2B2	0.789675
CTD-2553L13.7	0.210127
SNORD111	0
CTD-2553L13.4	0
CTD-2553L13.5	0.12224
CTD-2553L13.9	3.66372
ZNF599	4.03489
CTC-523E23.10	0
LINC01801	0
CTC-523E23.1	0.0201428
CTC-523E23.9	0
CTC-523E23.5	0.0150216
CTC-523E23.11	0.0474729
LOC401913	0
LINC00904	0
CTC-523E23.14	0
CTC-523E23.15	0
LINC01838	0.00888244
ZNF30-AS1	0.310886
ZNF792	2.26628
CTD-2527I21.7	0
CTD-2527I21.14	3.8356
HPN	4.49742
HPN-AS1	0.746269
CTD-2527I21.15	1.96813
FXYD3	0.953029
CTD-2527I21.5	0.553118
FXYD5	2.32053
FAM187B	0.0433234
FAM187B2P	0.252231
LSR	3.84071
AC002128.5	0.106318
AD000684.2	1.98491
HAMP	1.46712
CD22	2.73711
U62631.5	0.351861
MIR5196	0
FFAR1	0.11324
FFAR3	0
GPR42	0
EEF1A1P7	0.0656465
LINC01531	0
RN7SL491P	0
AC002511.2	0
AC002511.3	0
FFAR2	0.0650328
KRTDAP	0.404177
DMKN	1.67568
SBSN	0.467615
GAPDHS	0.0669225
LLNLF-96A1.1	0.581504
LLNLR-275H8.1	0
LINC01766	0.330645
AC002115.9	0
ETV2	1.13973
UPK1A	0.761261
UPK1A-AS1	0.122958
TYMSP2	0
ZBTB32	0.497702
AC002398.11	0.92523
AC002398.12	0
PROSER3	2.98433
PRODH2	0.0896475
NPHS1	0.635977
KIRREL2	0.23798
RN7SL402P	0
AD000864.6	0.273938
HCST	2.56431
AF038458.3	3.78707
AF038458.4	2.26552
AC002116.7	0.281705
WDR62	1.28333
LLNLR-276H7.1	0
OVOL3	0.542449
AD001527.7	1.11284
AC002984.2	0.521121
ZNF565	3.47966
Y_RNA	0
CTD-3162L10.1	3.72678
CTD-3162L10.3	0.0863046
CTD-3162L10.4	0
CTD-3162L10.5	0.641894
CTD-2630F21.1	3.08892
CTBP2P7	0.0999484
AC092295.4	0.434938
ZNF529-AS1	4.62593
CTD-3234P18.6	3.79383
LINC01534	4.43808
ZNF850	1.07164
CTD-2162K18.4	2.46045
CTD-2162K18.3	0.205216
ZNF790	4.81017
ZNF345	3.14006
Y_RNA	0
ZNF829	2.50789
RPL31P61	0.433598
CTD-2293H3.3	0
CTD-2293H3.2	0.237703
CTD-2293H3.1	0.350247
CTC-454I21.4	0.403007
LINC01535	2.65627
CTD-3220F14.1	2.74444
CTD-3220F14.3	0.715166
CTD-3220F14.2	0.764642
ZNF527	3.95191
CTD-2086O20.1	0.134
ZNF793-AS1	3.93906
CTD-3064H18.2	0.127984
CTD-3064H18.4	0.228134
ZNF571-AS1	4.26328
ZNF571	3.26032
CTD-2528L19.3	2.5017
ZNF573	1.07826
CTD-2554C21.1	0.691537
CTD-2554C21.2	2.73992
AC016582.2	0.24712
WDR87	0.0898338
CTC-244M17.1	0
CTC-450M9.1	0.0603306
CTB-102L5.7	0.0858841
CTB-102L5.8	0.237477
RN7SL663P	0.536791
Y_RNA	0
C19orf33	1.04199
KCNK6	0.79221
AC005625.1	0.228104
GGN	1.04648
SPRED3	3.14097
RASGRP4	0.572867
AC067969.1	0
AC067969.2	0.138436
MAP4K1	2.4206
CTB-186G2.1	0.0828823
CTB-186G2.4	0
CAPN12	0.0697232
CTD-2540F13.2	0.105181
LGALS7	0
LGALS7B	0.167837
RNU6-140P	0
LGALS4	1.83303
AC104534.2	0.80464
AC008982.2	0.927612
CTC-360G5.6	0
CTC-360G5.9	2.86937
CTB-189B5.3	0.311063
CTC-218B8.3	0
NCCRP1	0.454685
SYCN	0.105731
IFNL3P1	0
IFNL3	0.22063
IFNL4	0.0907113
MSRB1P1	0.117063
IFNL4P1	0
IFNL2	0
IFNL1	0
GMFG	1.95336
RN7SL566P	0.721423
MIR4530	0
PLEKHG2	3.44093
DLL3	2.88978
SELENOV	0.0870529
CTB-60E11.9	0
TDGF1P7	0.230629
CTB-60E11.11	0
CTB-60E11.12	0
RPS29P24	0
RPS29P25	0
RPS29P26	0
LGALS13	0.326025
AC005176.1	0
AC005176.2	0.174307
RPS29P30	0
LGALS16	0.798419
LGALS17A	0.0766227
AC093063.2	0.251647
RPS29P27	0
LGALS14	0
AC006133.7	0
CLC	0
LEUTX	0
MIR6719	0
FCGBP	0.433107
PRR13P5	0.521485
ZNF546	4.2631
CTC-471F3.5	3.25886
AC005614.3	0.0240059
VN1R96P	0
MIR641	1.3493
RNU6-945P	1.77085
Y_RNA	0
Y_RNA	0
CTC-425O23.5	2.9547
MIR6796	0
HIPK4	4.2218
PRX	2.1348
CTC-492K19.7	0.343644
CTC-492K19.4	0.476664
Metazoa_SRP	0
SHKBP1	4.95749
LTBP4	2.91121
RNU6-195P	0
C19orf54	3.8924
MIA	1.65802
CTC-490E21.14	1.73159
CYP2F2P	0.233241
CTC-490E21.10	1.19656
CTC-490E21.11	4.0283
CYP2A6	0.314864
CYP2A7	0.0992124
CYP2G1P	0.411761
CTC-490E21.13	0
CYP2B7P	0.862258
AC092071.1	0
CYP2B6	0
CYP2A7P1	0
CYP2G2P	0
CTD-2356P16.6	0
CYP2A13	0
CYP2F1	0
CYP2T3P	0
RPL36P16	0
RN7SL718P	0
CYP2S1	0.13384
CTD-2195B23.3	0
RN7SL34P	0
TGFB1	4.0366
B9D2	1.95783
CTC-435M10.12	3.8848
CTC-435M10.10	0
B3GNT8	1.1116
Metazoa_SRP	0
ERICH4	0.0752436
PCAT19	0.820567
AC005795.1	0.162205
PLEKHA3P1	0.0596417
AC006129.1	0.0418293
LINC01480	0.290714
AC006129.2	0.134077
CEACAM21	0.584
AC006129.3	0
CEACAMP3	0
CEACAM4	0.0609512
DNAJC19P3	0
AC005626.3	0
AC005794.1	0
CEACAM7	0
CEACAM5	0.0361688
CEACAM6	0.0531851
AC011513.4	0
CEACAM3	0.0255564
HNRNPA1P52	0
AC020956.3	0
LYPD4	0
DMRTC2	0
MIR6797	0
CD79A	0.290195
CTD-2575K13.6	3.3188
CTC-378H22.1	0.0581509
MIR4323	0
CTC-378H22.2	0.327685
AC006486.10	0.355396
PRR19	2.54042
MIR8077	0
CNFN	1.00959
LIPE-AS1	1.75284
CXCL17	0.06431
RNU4-60P	0
CEACAM1	0.197845
CEACAMP2	0
CEACAM8	0.0628361
CEACAMP1	0
CEACAMP5	0.324337
RPS10P28	0.0686653
PSG3	0
PSG8	0
CEACAMP6	0
PSG8-AS1	0.610919
PSG10P	0.0486279
PSG1	0.0140084
PSG6	0.0130144
PSG7	0.0114954
CEACAMP7	0
CTC-490G23.6	0.382727
PSG11	0.00863655
CEACAMP8	0
PSG2	0
CEACAMP9	0
AC005392.13	0.235328
PSG5	0.117664
PSG4	0.0205401
CEACAMP10	0
PSG9	0.0491677
CEACAMP11	0.126676
CEACAMP4	0
CTC-490G23.2	0
CD177	0.373831
CTC-490G23.4	0
CD177P1	0.0409922
TEX101	0.313266
LYPD3	0.533364
PHLDB3	2.05482
L34079.3	0.124225
L34079.4	0.117488
SRRM5	4.84278
PLAUR	1.30661
RN7SL368P	0
LLNLR-271C9.1	0.301203
IRGC	0.26034
KCNN4	0.534709
AC115522.3	0.764333
LYPD5	2.80074
ZNF283	4.80968
RP11-15A1.4	4.33104
RP11-15A1.2	1.46075
ZNF221	2.94699
RP11-15A1.9	3.46737
RP11-15A1.7	1.23213
AC067968.3	0
RNU6-902P	0
ZNF225	4.69607
ZNF234	4.51971
CTC-204F22.1	1.43185
CTC-512J12.7	0.664011
NDUFA3P1	0.328701
ZNF229	3.84802
ZNF285B	0.458081
CEACAM20	0.0198222
AC138472.6	0
CEACAM22P	0.0721346
AC138472.4	0
IGSF23	0
CTB-171A8.1	0.44745
MIR4531	0
CEACAM16	0
snoZ6	0
BCL3	1.80167
MIR8085	0
SNORA70	0
AC092066.6	0
CBLC	0.0242826
CTB-129P6.4	0
APOC1	3.26458
APOC1P1	0.0645882
APOC4	0.0721877
APOC2	2.98323
CTB-129P6.11	1.5462
RELB	1.25237
RNU6-611P	0
CTB-179K24.3	2.29003
EIF5AP3	0.269093
AC005757.6	0.148046
NKPD1	1.18759
AC006126.3	0
EXOC3L2	0.0695006
CKM	1.50675
RPS16P9	0
KLC3	0.043199
PPP1R13L	2.7164
MIR6088	0
FOSB	0.61061
PPM1N	0.591745
GPR4	2.02547
EML2-AS1	0.271782
RN7SL836P	0
GIPR	0.582442
MIR642A	0
AC007191.4	0.673376
BHMG1	0.0273849
SIX5	0.87146
AC074212.6	0.997055
RSPH6A	0.0285355
AC092301.3	0.955152
FOXA3	0.0237962
NANOS2	0.124268
MIR769	0
PGLYRP1	1.13189
IGFL4	3.90541
AC007193.6	0
CTC-344H19.6	0
IGFL3	0
TGIF1P1	0
IGFL2	0.0680917
AC006262.4	0
IGFL2-AS1	0.0247958
IGFL1P1	0.126586
AC006262.6	0.45948
RPL12P41	0
AC006262.10	0
IGFL1	0
AC006262.11	0
IGFL1P2	0
RNU6-924P	0
AC007193.10	1.45582
CCDC8	1.05363
PPP5D1	1.18506
CTB-158D10.3	0
LLNLR-276E7.1	0.073361
AC011551.3	0.0692508
GAPDHP38	0.103013
PTGIR	0.0844845
GNG8	1.42814
CTB-12A17.2	0.606595
DACT3-AS1	0.246154
PRKD2	2.41907
RN7SL364P	0
MIR320E	0
CTB-174O21.2	0.0822349
Y_RNA	0
SLC1A5	0.702502
CTB-147N14.6	0
CTB-147N14.7	0
CTB-147N14.4	0
CTD-2233K9.1	0.100715
NPAS1	0.883012
MIR3190	0
C5AR1	0.872697
C5AR2	0.140994
NAPA-AS1	4.42919
ZNF541	0.790354
RN7SL322P	0
CTD-2571L23.8	0
CTD-3001H11.2	4.76497
GLTSCR1-AS1	0.0693218
AC008985.1	0.102638
SNORD23	0.564539
GLTSCR2-AS1	0.748624
RPL23AP80	2.13791
CTD-2571L23.9	0
TPRX1	0.0162963
CRX	0.0115725
TPRX2P	0
LINC01595	0
SULT2A1	0.0358231
BSPH1	0.366033
ELSPBP1	0
CABP5	0
PLA2G4C-AS1	0.773609
CTC-453G23.5	0.238656
CTC-453G23.4	0.136068
CTC-453G23.7	0.225254
CTC-453G23.8	1.72528
CARD8-AS1	0.94237
CTC-241F20.4	0
ZNF114	0.422125
CCDC114	0.678697
GRIN2D	2.40025
KCNJ14	2.63468
CTC-273B12.5	0
SULT2B1	0.669467
FAM83E	0.666666
SPACA4	0.272486
AC022154.7	1.38186
SEC1P	0.367173
NTN5	3.62944
IZUMO1	2.29459
FGF21	0.120244
RNU6-317P	0
PLEKHA4	1.11515
TULP2	0.496397
NUCB1-AS1	0.525025
CTD-2639E6.4	1.16758
DHDH	4.73807
CTD-2639E6.9	0.793359
MIR6798	0
LHB	0.291445
CTB-60B18.10	0.106498
CGB3	0
NTF6A	0
NTF6G	0
CGB2	0
CGB1	0
NTF6B	0
CTB-60B18.17	0
CGB5	0
CGB8	0
CTB-60B18.15	0
CGB7	0
CTB-60B18.12	0
NTF4	0
CTB-60B18.18	0
KCNA7	0.0272119
RN7SL708P	0
HRC	1.06032
SLC6A21P	0
SUMO1P4	0
SLC6A16	0.504855
MIR4324	0
CTC-301O7.4	0.42383
CD37	1.23176
TEAD2	1.64189
AC010524.4	0
DKKL1	0.0827542
AC010524.2	0.522093
PTH2	2.40211
GFY	1.20768
FLT3LG	1.25406
SNORD33	0.490794
SNORD34	0
SNORD35A	1.05539
SNORD35B	4.03328
MIR150	0
COX6CP7	0
RCN3	4.90297
Y_RNA	0
PRRG2	0.562585
BCL2L12	1.42073
MIR5088	0
ADM5	4.39107
CTB-33G10.1	2.18082
TSKS	0.51433
RNU6-841P	0
MIR6799	0
MIR6800	0
AC018766.6	3.3097
MIR4749	0
IL4I1	0.370796
SIGLEC11	0.0831822
SIGLEC16	0.492223
Metazoa_SRP	0
CTD-2126E3.3	0.447964
CTD-2126E3.1	0.470629
CTD-2126E3.5	0.0489392
IZUMO2	0.0268872
Metazoa_SRP	0
NAPSB	1.35938
NAPSA	1.53646
CTB-191K22.6	0.83786
SPIB	0.0333638
MYBPC2	0.117698
CTD-2560K21.6	1.47873
GPR32P1	0
GPR32	0
CTD-2568A17.1	0.186265
ACPT	0.11887
CTD-2568A17.8	0
SNORD88A	0
LINC01869	1.03281
KLK1	0.0573043
KLK15	0
AC011523.2	0
KLK3	0.0546953
KLK2	0.0462781
KLKP1	0.019001
KLK4	0.342279
CTB-147C22.3	0
KLK5	0.101863
CTB-147C22.8	0
CTB-147C22.6	0
CTB-147C22.9	0
KLK7	2.569
KLK8	0.361619
KLK9	0
KLK10	2.2856
KLK11	0.0640005
KLK12	0
CTC-518B2.9	0
CTC-518B2.10	0
KLK13	0.0339975
KLK14	3.62464
SIGLEC18P	0.105505
SIGLEC9	0.412285
CTD-3187F8.15	0
SIGLEC7	0.0811944
SIGLEC19P	0
CTD-3187F8.14	0.854739
CTD-3187F8.6	0
SIGLEC17P	0.136681
SIGLEC20P	0
CTD-3187F8.7	0
SIGLEC21P	0
MIR8074	0
SIGLEC22P	0
CD33	0.279152
SIGLECL1	0
CTD-3187F8.2	0.204933
LINC01872	0
CTD-3187F8.12	0
CTD-2616J11.16	1.04112
CTD-2616J11.9	0
CTD-2616J11.10	0.380282
CLDND2	3.57326
NKG7	0.995166
LIM2	0
C19orf84	0.0309305
CTD-2616J11.14	0
NIFKP6	0
SIGLEC10	0.66424
CTD-2616J11.3	0
CTD-2616J11.2	0
CTD-2616J11.15	0
CTD-3073N11.5	0
SIGLEC8	0.497245
SIGLEC26P	0
CEACAM18	0
SIGLEC12	0
CTD-3073N11.7	0
SIGLEC27P	0
SIGLEC6	0
CTD-3073N11.9	0
SIGLEC28P	0
SIGLEC29P	0
AC018755.16	0.568554
AC018755.17	0.166028
SIGLEC5	0.206314
RPL9P33	0
LLNLR-470E3.1	0.213127
SIGLEC14	0.225589
RPL7P51	0
SPACA6P-AS	2.04799
MIR99B	0
HAS1	4.38681
FPR1	0.693218
FPR2	0.049541
FPR3	0.0990444
AC006272.2	0
ZNF649-AS1	0
CTC-429C10.7	0.0209064
ZNF613	3.43525
CTC-471J1.10	0.963193
ZNF616	4.72764
CTC-471J1.9	0.991126
RPL37P23	1.35086
CTD-2525I3.2	0.424081
MIR6801	0
CTD-2525I3.3	0.633832
CTD-2525I3.8	0.10117
Y_RNA	0
ZNF766	4.93359
MIR643	0
CTD-2525I3.5	0.541182
CTD-2525I3.6	0.0546598
ZNF610	4.05237
DPPA5P1	0.178527
ZNF534	2.1005
ZNF578	0.21717
CTD-3018O17.6	1.15171
CTD-3099C6.5	1.01772
ZNF808	2.85144
ZNF701	2.07305
CTD-3099C6.7	0
CTD-3099C6.11	4.11698
CTD-3099C6.9	1.90548
ZNF611	4.63617
CTD-2102P23.1	0.22012
CTD-2331H12.9	0
ZNF888	4.46475
CTD-2331H12.7	1.40762
ZNF321P	0.629941
CTD-2620I22.2	0.73399
CTD-2620I22.3	0.572026
ERVV-1	1.4449
ERVV-2	0.0188636
ZNF665	0.985283
CTD-2245F17.3	2.66696
NDUFV2P1	1.72589
ZNF677	2.10645
CTD-2245F17.6	2.62978
VN1R2	0.124713
VN1R4	0
CTD-2245F17.9	0
FAM90A27P	0
BIRC8	0
FAM90A28P	0
VN1R6P	0
ZNF845	3.41734
ZNF525	4.39801
ZNF765	1.53109
RPL39P36	0.382691
ZNF813	0.305212
TPM3P6	0.662401
CTD-2224J9.8	0.830222
CTB-167G5.7	0.79517
CTB-167G5.6	0.0168711
CTB-167G5.3	0
RN7SL317P	0
DPRX	0.11397
RNU6-698P	0
CTC-339O9.2	0
MIR512-1	0
MIR512-2	0
MIR1323	0
MIR498	0
MIR520E	0
MIR515-1	0
MIR519E	0
MIR520F	0
MIR515-2	0
MIR519C	0
MIR1283-1	0
MIR520A	0
MIR526B	0
MIR519B	0
MIR525	0
MIR523	0
MIR518F	0
MIR520B	0
MIR518B	0
MIR526A1	0
MIR520C	0
MIR518C	0
MIR524	0
MIR517A	0
MIR519D	0
MIR521-2	0
RNU6-803P	0
MIR520D	0
MIR517B	0
MIR520G	0
MIR516B2	0
MIR526A2	0
MIR518E	0
MIR518A1	0
RNU6-980P	0
MIR518D	0
MIR516B1	0
MIR518A2	0
MIR517C	0
MIR520H	0
RNU6-982P	0
MIR521-1	0
RNU6-751P	0
MIR522	0
MIR519A1	0
MIR527	0
MIR516A1	0
MIR1283-2	0
RNU6-1041P	0
MIR516A2	0
CTC-339O9.1	0.0171593
RNU6-165P	0
HMGN1P32	0
SEPT7P8	0
AC008753.3	0.161469
CTD-3022G6.1	0
MIR373	0
AC008753.4	0
NLRP12	0.0316227
AC008753.6	0.0786679
AC008440.10	0.0544612
CACNG8	2.92481
CACNG6	0.0397145
CTD-3093M3.1	0
VSTM1	0
TARM1	0
OSCAR	0.542341
AC012314.8	0.682212
TMC4	0.823511
AC012314.20	0
AC012314.19	0
LILRB3	0.321152
CTB-83J4.1	0
AC010492.2	0.0819685
LILRA6	0.250268
AC010492.4	0
LILRB5	0.181549
RNU6-1307P	0
