Name	Brain - Frontal Cortex (BA9)
U3	0.166518
LSM12	4.8927
RP11-546M21.6	0
RNU6-131P	0
C17orf53	0.411821
ASB16	0.630614
ASB16-AS1	3.03711
CTB-175E5.7	0
MIR6782	0
RP5-882C2.2	3.55789
SHC1P2	0
SLC4A1	0.0885105
RN7SL507P	0
RUNDC3A-AS1	2.06732
RNU6-453P	0
RP5-1067M6.3	0
RPL7L1P5	0.0432058
ITGA2B	2.33862
RN7SL258P	0
RP11-764D10.2	0.0961867
FZD2	0.839637
RP11-1072C15.7	0
SMCO4P1	0
LINC01180	0
MEIOC	0.517979
RP11-1072C15.4	0.873958
RP11-1072C15.6	0.284229
DBF4B	4.77673
RN7SL819P	0
RP11-1072C15.1	0.223936
CTC-296K1.3	0.262093
CTC-296K1.4	0.0342294
GJC1	1.92611
RN7SL405P	0.0968039
CCDC103	0
KIF18B	0.17366
MIR6783	0
CTD-2534I21.8	0.0800475
CTD-2534I21.9	0
Y_RNA	0
MIR6784	0
AC142472.6	1.51551
AC002117.1	0.268011
HEXIM2	2.30352
RP13-890H12.2	0.190733
CTD-2020K17.1	3.83547
CTD-2020K17.4	0.350958
MAP3K14-AS1	0.574264
SPATA32	0.0257329
MAP3K14	4.47136
RNA5SP443	0
CTB-39G8.2	0
ARHGAP27	4.21163
CTB-39G8.3	0.492195
AC091132.1	0.109266
LRRC37A4P	0.531971
Metazoa_SRP	0
RP11-798G7.8	0.068682
RP11-798G7.5	0
RP11-798G7.6	0.0517486
RP11-798G7.4	0
DND1P1	0.816297
RP11-707O23.1	0.873883
MAPK8IP1P2	0.272885
RPS26P8	0.088239
LINC02210	4.0361
RP11-293E1.2	0
RP11-293E1.1	0
MAPT-AS1	1.47674
SPPL2C	0.309473
MAPT-IT1	1.65236
RP11-669E14.4	0.0411564
Metazoa_SRP	0
STH	0.313301
RP11-669E14.6	0.526179
KANSL1-AS1	3.30403
Y_RNA	0
MAPK8IP1P1	0.161101
RP11-259G18.3	0.172992
RP11-259G18.1	0.389255
ARL17B	0.452088
LRRC37A	0.511789
RN7SL656P	0
NSFP1	0.219524
RP11-995C19.2	0
LRRC37A2	2.7838
ARL17A	0.380616
RN7SL199P	0
FAM215B	0.0357517
RPS7P11	0.490835
WNT9B	0.372572
LINC01974	0.100386
RP11-63A1.1	0.175726
RNU6ATAC3P	0
MIR5089	0
RP11-156P1.3	3.4789
LRRC37A17P	3.32097
RN7SL270P	0
RP5-867C24.1	0.0658579
RP5-867C24.4	0
RP5-867C24.5	0
MYL4	0.186866
ITGB3	0.202307
RNU7-186P	0
RP11-290H9.5	0.304285
THCAT158	0.144141
EFCAB13	0.322186
CTD-2026D20.2	0.190531
MRPL45P2	0.951722
Y_RNA	0
RP11-580I16.2	0.342152
TBX21	0.0795978
LRRC46	0.561267
SP6	0.115075
RP11-6N17.1	0
RP11-6N17.2	0.0221605
SP2-AS1	1.34736
RP11-6N17.3	0.303379
PRR15L	0.0889836
RP11-6N17.10	0.211101
MIR152	0
RP5-890E16.2	0.544304
RP5-890E16.5	2.88422
RNU6-1201P	0
SKAP1	0.165497
MIR1203	0
RP11-456D7.1	0
RNU6-1152P	0
THRA1/BTR	0
RP11-433M22.1	0
U3	0
RP11-433M22.2	0
Y_RNA	0
HOXB1	0
HOXB2	0.0726405
HOXB-AS1	0.0223032
HOXB3	0.0286347
HOXB-AS2	0
HOXB4	0.0149492
RP11-357H14.16	0
HOXB-AS3	0
HOXB5	0
HOXB6	0
HOXB7	0.0188889
HOXB8	0
HOXB9	0
HOXB-AS4	0
MIR196A1	0
RP11-357H14.17	0
LINC02086	0
CTD-2377D24.2	0
RPL9P28	0.0415056
COX6B1P2	0
PRAC1	0
PRAC2	0
HOXB13	0
CTD-2377D24.4	0
TTLL6	0.742434
RN7SL125P	0
SUMO2P17	0.506184
SNORA68	0
RP11-463M16.5	0
RP11-501C14.9	0.0779455
AC091133.1	4.69022
RNU1-42P	0
snoU13	0
GIP	0
RP11-501C14.5	0
IGF2BP1	0.00289478
RP11-501C14.6	0
Metazoa_SRP	0
RNU6-826P	0
RP11-501C14.7	0
B4GALNT2P1	0
B4GALNT2	0.0031928
RP11-708H21.1	0
GNGT2	0.92875
ABI3	1.37745
PHOSPHO1	4.32243
FLJ40194	0
MIR6129	0
RP11-1079K10.3	0.602021
RP11-81K2.1	0.469194
RP11-1079K10.2	0.477064
RP11-1079K10.1	0
Y_RNA	0
EIF4EP2	0.242424
LINC02075	0
RP11-81K2.2	0
NGFR	1.0225
RP5-1029K10.2	0.0309251
MIR6165	0
RP5-1029K10.4	0.234133
RP11-613C6.2	0
FAM117A	3.33613
RP11-613C6.4	0
RP11-304F15.7	0
TAC4	0.0519106
RP11-304F15.3	0.122461
RP11-304F15.4	0.0142583
RP11-304F15.6	0.213524
RP11-304F15.5	0.0811121
RNU6-1313P	0
DLX4	0.155109
DLX3	0.166546
RP11-1094H24.3	0
RP11-1094H24.4	0.250913
RP5-875H18.9	0.112817
RP5-875H18.10	0.20816
RP5-875H18.4	0.117877
AC002401.1	0.357324
RP11-893F2.13	1.13455
RP11-893F2.14	0.431414
SGCA	0.465756
HILS1	0.651142
COL1A1	0.726076
RP11-893F2.5	0
RP11-893F2.15	0
LINC01969	0
SUMO2P7	0
TMEM92	0.0454501
TMEM92-AS1	0.0884639
RP11-893F2.18	2.69924
EME1	0.25889
Y_RNA	0
RP1-117B12.4	0
MRPS21P9	0
RP11-94C24.13	0.059257
RP11-94C24.6	0.230288
MYCBPAP	0.622364
EPN3	2.60363
RP11-94C24.8	0.617525
CACNA1G-AS1	1.00476
RP11-94C24.11	0
CTB-22K21.2	0
ABCC3	0.338226
Y_RNA	0
RP11-294J22.7	0.0160112
LINC00483	0
MIR8059	0
RP11-294J22.5	0
WFIKKN2	0.288978
RPL5P33	0
TOB1-AS1	3.52598
RP11-700H6.4	1.0641
RP11-700H6.1	0.0277439
RP11-700H6.2	0
RP11-481C4.1	0
MBTD1	3.86578
RP11-481C4.2	0.930766
RP11-421E14.2	0
LINC02071	0
RP11-1018N14.3	0
RP11-1018N14.4	0
LINC02072	0.0749176
LINC02073	0.28326
RPL7P48	0
CTB-43I4.1	0
LINC01982	0
LINC02089	0
C17orf112	0
RP11-146P2.1	0
CTD-2535P7.1	0
CTD-2535P7.2	0
RP11-312B18.1	0
RPS2P48	0.038132
KIF2B	0
RP11-618P13.1	0
ISCA1P3	0
RP11-372K20.1	0
ARL2BPP8	0
RN7SKP14	0
TOM1L1	2.45116
RP11-257O5.4	0.140809
STXBP4	0.448184
RP11-515O17.2	0.0882916
RP11-515O17.3	0
RP11-515E23.1	0
CTD-2033D24.2	0
GARSP1	0
RNU6-1249P	0
TMEM100	2.54653
PCTP	3.80152
RP11-763E3.1	0.126597
ANKFN1	0.310715
RP11-502F1.2	0
RP11-502F1.1	0
RPL39P33	0
NOG	3.28965
C17orf67	1.49403
RP11-347L15.1	0.349461
RNU6-1158P	0
RP11-670E13.3	0
RP11-670E13.6	0.23352
RP5-1107A17.3	0
RP5-1107A17.2	0
RP5-1107A17.4	0.203093
RNF126P1	0.0196824
RP11-166P13.3	1.87583
RP11-166P13.4	0.052524
RP11-426D19.1	0.538316
RP11-226M10.3	0.0486747
RP11-118E18.2	0
RP11-118E18.1	0
RP11-118E18.4	0
RN7SL449P	0
RNU7-134P	0
CCDC182	0
RP11-60A24.3	0.469131
RN7SKP94	0
RP11-343K8.3	0
RP11-159D12.11	0.375781
RP11-159D12.3	0
RP11-159D12.6	1.23696
RP11-159D12.10	0
RP11-159D12.8	4.16567
OR4D1	0
MSX2P1	0.141565
OR4D2	0
EPX	0.470408
RP11-506H21.5	3.91055
MKS1	4.84909
LPO	0.118591
MPO	1.75039
TSPOAP1-AS1	1.74641
RP5-1171I10.5	0.208817
MIR4736	0
RNF43	1.59339
HSF5	0.0372603
SETP3	0.0258394
SEPT4-AS1	0.282494
C17orf47	0
TEX14	0.274185
U3	0
CTD-2200P10.1	0
RNU1-108P	0
CTD-2200P10.3	0
RNU1-52P	0
RNU1-85P	0
RP11-579A4.1	0.283415
Metazoa_SRP	0
RNU6-518P	0
RP11-579O24.1	0.10609
Metazoa_SRP	0
RP11-579O24.3	0.424104
RN7SL716P	0
AC099850.1	1.03294
RNU2-58P	0
MIR454	0
MIR301A	0
PRR11	0.635363
SPDYE22P	0
CTD-2510F5.4	0.439266
Y_RNA	0
SNRPGP17	0
RP11-567L7.3	0
MIR4729	0
RP11-567L7.5	0
LINC01476	2.96284
RNU4-13P	0
RP11-758H9.2	4.27395
RP11-619I22.1	0
MIR21	0
RNU6-450P	0
TUBD1	3.69071
NDUFB8P2	0.143968
RPS29P21	0
RNFT1	3.72855
RP11-178C3.2	0.199712
DHX40P1	0.0205443
TBC1D3P1	0
RP11-178C3.7	0
RP11-178C3.8	0
MIR4737	0
HEATR6	4.93098
RP11-178C3.6	0
CTD-2319I12.2	0.0862256
WFDC21P	0.0381456
CTD-2319I12.10	0.0923627
CTD-2319I12.3	0
CTD-2319I12.9	0.0779063
CTD-2319I12.4	2.4701
CTD-2319I12.5	0.0768408
FAM106DP	0
SCARNA20	0
RP11-3K24.1	0.0649765
RP11-3K24.3	0
RP11-3K24.2	0
C17orf64	0
RPL12P38	0.0947154
RP11-15E18.5	0
RP11-15E18.1	0.220985
RP11-15E18.3	0
LINC01999	0
RPSAP66	0
PPM1D	2.94835
RNU6-623P	0
RN7SL606P	0
AC111155.1	0
Y_RNA	0
KRT18P61	0
HMGN1P28	0
RN7SL448P	0
RP11-264B14.1	0.664284
RP11-264B14.2	0
RPL23AP74	0.188269
RP11-136H19.1	0.212568
RP11-332H18.7	0
RP11-332H18.5	0.0573994
RP11-332H18.3	0.0664681
TBX2-AS1	1.13994
TBX2	4.79446
C17orf82	0.113597
TBX4	0
RP11-15K2.2	0
NACA2	0.264306
BRIP1	0.178466
INTS2	4.08046
Y_RNA	0
RP11-342K2.1	0.264781
Y_RNA	0
Y_RNA	0
POLRMTP1	0.56181
RP11-51L5.3	0
RP11-51L5.4	0
TBC1D3P2	0
RP11-51L5.5	0
RP11-51L5.1	0
EFCAB3	0.0177146
RP11-51L5.2	0
RNU7-52P	0
RPS23P7	0
RP11-464D20.2	0.312043
RP11-464D20.6	0.0279751
CTD-3035K23.6	0.14974
CTD-3035K23.7	0.555837
MRC2	3.09101
Y_RNA	0
CTD-3035K23.3	0.13965
RNU6-446P	0
RP11-156L14.1	0.162905
MARCH10	0.416796
RP11-453A12.1	0
PRELID3BP3	0
RP11-180P8.1	1.59731
MIR633	0
TRMT112P3	0
RP11-180P8.3	0.134469
RP11-180P8.4	0
RP11-180P8.5	0
RP11-556O9.4	0
RP11-556O9.2	0
RP11-556O9.3	0
AC037445.1	0
RP11-269G24.2	0
RP11-269G24.8	0
AC015923.1	0
RP11-269G24.3	0
RP11-269G24.7	0
RP11-269G24.4	0.0873881
RP11-269G24.6	0.592924
CTD-2501B8.5	0.18079
ACE	2.72993
ACE3P	0
KCNH6	0.968016
RNU6-288P	0
RP11-51F16.9	1.04384
EEF1DP7	0
RP11-51F16.1	4.40873
TCAM1P	0.179841
CSH2	0
GH2	0
RP11-630H24.3	0
CSH1	0
RP11-630H24.4	0
CSHL1	0
GH1	0.106734
CD79B	0.372685
SCN4A	0.0644909
CTC-264K15.6	0
PRR29-AS1	0.206221
PRR29	2.18904
ERN1	1.07941
SNHG25	1.76295
SNORD104	0
RPL31P57	0
Y_RNA	0
MIR1273E	0
MILR1	0.679939
POLG2	2.60623
ATP5J2P4	0
MIR3064	0
MIR5047	0
RP11-87N3.6	0
MINOS1P2	0.12905
RP11-927P21.4	0.982708
PLEKHM1P1	2.8332
RNU7-115P	0
RP11-927P21.7	0
LRRC37A3	4.24005
RN7SL404P	0
RP11-927P21.8	0
RP11-927P21.1	0.3757
RP11-927P21.2	0.0842321
RP11-927P21.12	0
RP11-583F2.1	0.245648
RP11-927P21.6	0
RP11-927P21.11	0
RP11-583F2.2	0.0402271
RP11-583F2.6	0
SLC16A6P1	0.201253
RP11-583F2.5	0
RGS9	1.78849
RP11-169I9.2	0
CRAT40	0
CEP112	1.64663
GS1-531I17.3	0
GS1-531I17.2	0
PSMD7P1	0
APOH	0
RNA5SP444	0
RP11-4F22.3	0
RN7SL735P	0
PRKCA-AS1	0
RNU6-928P	0
RNA5SP445	0
AC006947.1	0
MIR634	0
CACNG5	0.657986
RNA5SP446	0
RP11-349A8.3	0.0775751
CACNG1	0.436565
RP11-401F2.4	0
RPL36AP48	0
RP11-401F2.3	0.464391
RNA5SP447	0
SNORA8	0
RP11-401F2.2	0
Y_RNA	0
RN7SL756P	0
CTD-2653B5.1	0
RP11-360N9.2	0.131875
RP11-360N9.3	0.0219258
SNORA38B	0
RPSAP67	0
RPL17P41	0
RP11-855A2.3	0.0361117
RP11-855A2.1	0.0416325
RP11-855A2.2	0.0993671
RN7SL622P	0
FBXO36P1	0
AC145343.2	0.430894
LINC00674	3.89526
LRRC37A16P	1.46507
RP11-147L13.7	0.0981115
RP11-147L13.14	1.11164
RP11-147L13.8	0.867068
LOC440461	0.182594
RP11-147L13.2	1.46985
ARSG	1.96481
SLC16A6	3.85872
RP11-120M18.2	0.822978
MIR635	0.512872
FAM20A	0.379711
RP11-120M18.5	0
LINC01482	0
RP11-118B18.3	0
RP11-118B18.2	0
ABCA8	3.56493
ABCA9-AS1	0
ABCA9	3.46343
ABCA6	0.335496
LOC100421166	0
MIR4524B	0
ABCA10	1.0773
PRO1804	0.0118623
SNRPGP4	0
SNORA40	0
MAP2K6	1.34342
CTD-3022L24.1	0
RP1-193H18.3	0.569934
LINC01483	0
RP1-200G19.1	0
LINC01497	0.159985
Y_RNA	0
AC002539.1	0
LINC01028	0
KCNJ16	4.01608
KCNJ2-AS1	0.769822
KCNJ2	1.64054
CALM2P1	0
CTD-2378E21.1	0
RP11-1058G23.1	0
RP11-238F2.1	0.609086
RP11-1003J3.1	0
CASC17	0.0149136
RNU7-155P	0
AC118653.2	0
MYL6P5	0
RP11-465C12.1	0
LINC02095	0.144297
LINC01152	1.02855
SOX9-AS1	0.759012
LINC02097	0.0571574
LINC00511	2.2475
LINC02003	0.103146
RP11-57A1.1	0.0317927
RPL32P33	0
CTD-3010D24.3	0
SLC39A11	4.37798
RN7SKP180	0
SCARNA24	0.170101
RP11-171G2.1	0
RP11-766H1.1	0.0607632
POLR3KP2	0
RP11-143K11.7	0.810721
RP11-661C3.2	0.126983
CPSF4L	0.0743428
SDK2	1.74459
RP11-449L23.2	0.232622
RP11-277J6.2	0
RP11-277J6.3	0
CTD-2532D12.4	0
LINC00469	0
LINC02092	0
CTD-2532D12.5	0
CTD-2582D11.1	0
LINC02074	0.130846
MGC16275	3.51036
CTD-2514K5.4	0
DNAI2	0.0407582
RP11-647F2.2	0
KIF19	3.00862
BTBD17	2.18536
GPR142	0.021068
RNA5SP448	0
GPRC5C	4.06025
CD300A	1.35929
CD300LB	0.0466256
CD300C	0.24409
AC079325.5	0
CD300LD	0
C17orf77	0
CTD-2006K23.1	0.0203891
CD300E	0.145951
CTD-2006K23.2	0
CD300LF	0.171773
RP11-452I5.2	0
FDXR	4.86678
USH1G	0.0188568
OTOP2	0
OTOP3	0
HID1-AS1	0.165099
RNU6-362P	0
RN7SL573P	1.56597
RP11-1112G13.3	0
TRIM80P	0.0240041
SLC16A5	0.223617
Y_RNA	0
RP11-649A18.3	0.0954824
RP11-649A18.5	0.117451
RP11-649A18.4	0.0706234
RP11-649A18.12	0.634123
SLC25A19	3.83383
AC011933.2	0
RP11-16C1.3	0
RP11-16C1.2	0
RP11-16C1.1	0.196111
MIR3678	0
RNU6-938P	0
Y_RNA	0
MIR6785	0.409555
LLGL2	1.75857
SMIM5	0.67923
SMIM6	0.615182
RP11-474I11.8	0
RP11-474I11.7	0
MIR4738	0
RP11-552F3.4	0.117513
UNC13D	2.19739
RP11-552F3.9	0.485222
RP11-552F3.10	1.41785
EVPL	0.748631
GALR2	0.135047
ZACN	0.125315
RP11-449J21.3	3.72871
MIR6868	0
FOXJ1	1.66383
RNF157-AS1	1.66938
ATP5LP6	0
ATF4P3	0.216929
QRICH2	3.5705
Y_RNA	0
RNU6-24P	0
RP11-794C22.2	0
SPHK1	1.34417
RPL7P49	0
AANAT	0.397514
RHBDF2	2.18727
PRCD	1.86706
RP11-666A8.7	1.18375
RP11-666A8.8	0.393975
RP11-666A8.12	0.678081
SNHG16	4.79925
SNORD1B	0
RP11-666A8.13	0.205784
RP11-666A8.9	0
ST6GALNAC2	0.203408
RP11-666A8.11	0
ST6GALNAC1	1.86406
RNU6-227P	0
RP11-318A15.2	0.323014
RNY4P36	0
RP11-318A15.8	0.154088
uc_338	0
RNU6-97P	0
LINC02080	0.200215
LINC00868	0
RP11-87G24.3	0.323505
RP11-87G24.6	0.185852
RP11-87G24.2	0.150152
Metazoa_SRP	0
RNU4-47P	0.323724
CYCSP40	0
RP11-285E9.6	0
RP11-285E9.5	0
RP11-936I5.1	0.0175546
MIR4316	0
Y_RNA	0
RP11-75C10.6	0.26491
RP11-75C10.7	0
RP11-75C10.9	0
RP11-13K12.2	1.07126
RP11-13K12.1	0.69073
RP11-13K12.5	4.01491
RP11-13K12.6	0.169849
LINC01987	0
LINC01973	0.0107136
RNU1-80P	0
RP11-637C24.5	0
UBE2V2P2	0
RNU6-625P	0
TNRC6C-AS1	4.94316
TMC8	1.15724
C17orf99	0
EIF5AP2	0.016841
TK1	1.28463
RP11-219G17.6	0
BIRC5	0.129446
RP11-219G17.9	0.056957
THA1P	0.165277
RP11-219G17.8	0
LINC01993	0.0118402
AC061992.2	0.151554
RP11-806H10.4	0.0516956
RN7SL236P	0
SNORA30	0
DNAH17	0.591136
DNAH17-AS1	0.166518
RP11-559N14.6	0
RN7SL454P	0
LINC02081	0.0187858
CTD-2357A8.2	0
RNU6-638P	0
RPL9P29	2.55699
CEP295NL	0.0523276
CTD-2373H9.3	0.0291942
CTD-2373H9.5	0
C1QTNF1-AS1	0
C1QTNF1	4.32406
RP11-398J5.1	0
CH17-351M24.1	0.0235922
MIR4739	0
LINC02078	0.0107566
ENPP7	0
CBX2	0.337064
CBX8	1.77988
RP11-353N14.1	0
LINC01977	0.182379
RP11-353N14.3	0
LINC01979	0.0795261
LINC01978	0.513164
RP11-353N14.7	0.155336
CTD-2529O21.1	0
CTD-2529O21.2	0.0585859
CCDC40	1.85369
MIR1268B	0
RP11-334C17.3	1.03045
RP11-334C17.6	1.75239
CARD14	0.328439
RP11-334C17.5	1.64183
RNF213	4.54181
CTD-2047H16.2	0.0556404
CTD-2047H16.5	2.24596
CTD-2047H16.3	0.331493
CTD-2047H16.4	1.40978
MIR4730	0
CTD-2526A2.2	0.339068
CTD-2526A2.4	0
CTD-2526A2.5	0
CTD-2526A2.6	0
RPL32P31	0
RPL31P7	0
RP11-28G8.1	0.0202942
CTD-2561B21.4	0
CTD-2561B21.3	0
CTD-2561B21.5	0.137256
RPL12P37	0
CTD-2561B21.8	1.26368
CTD-2561B21.11	1.06652
CTD-2561B21.10	0.315289
MIR657	0
MIR3065	0
MIR1250	0.425843
RP11-149I9.2	0.186694
AATK-AS1	0.286004
RP11-455O6.2	0.155947
AC027601.1	0.480587
RP11-455O6.8	1.42549
RP11-455O6.5	0.26473
LINC00482	0.243028
TMEM105	0.0174813
RP11-455O6.9	0.743115
RP11-1055B8.9	0.81987
RP11-1055B8.2	0.12189
RP11-1055B8.3	3.76467
RP11-1055B8.10	0.17035
RP11-1055B8.1	0.614972
MIR4740	0
MIR3186	0
LINC01971	1.16372
RP13-766D20.1	0
RP13-766D20.2	0.449092
FSCN2	0.898288
Y_RNA	0
TSPAN10	0.307782
PDE6G	0.121593
MIR6786	0
RP13-1032I1.11	1.77065
RP13-1032I1.7	3.95885
GCGR	0.0308169
PPP1R27	0.079675
RP11-498C9.4	1.10005
RP11-498C9.15	1.70421
RP11-498C9.12	0.152762
MAFG-AS1	2.33382
MYADML2	4.93883
AC137723.5	1.32315
NOTUM	1.10314
RP11-498C9.17	0
RP11-1182P23.5	1.21202
RP13-650J16.1	1.49774
RP11-1376P16.2	2.43177
RP11-1376P16.1	0
RP13-516M14.2	0.318078
SLC16A3	2.13133
MIR6787	0
RP13-516M14.10	3.86693
RP13-516M14.8	0.378676
LINC01970	0.0781982
CD7	0.214121
SECTM1	0.472373
TEX19	0
UTS2R	0.867228
RP13-20L14.1	2.8037
RP13-20L14.4	0.138422
Y_RNA	0
HEXDC-IT1	0.222608
RP13-20L14.6	0.276613
RP13-20L14.10	1.30884
RP13-991F5.2	0.0540127
NARF-IT1	0.564949
RP13-638C3.6	0.0854391
RP13-638C3.2	0.129309
RP13-638C3.3	0.325948
RP13-638C3.5	0.121284
MIR4525	0
RP11-388C12.1	0.957462
RP11-388C12.5	0.180764
RP11-388C12.8	3.73884
RP11-567O16.1	0
ZNF750	0.0902287
RP11-497H17.1	0.622944
B3GNTL1	2.70281
RP11-1197K16.2	0
AC144831.3	0.852503
AC144831.1	0.976243
AC139099.7	0
AC139099.4	0
AC139099.6	0
AC139099.5	0.0347389
RPL23AP87	0.0979364
AP005530.1	0
AP005530.2	0
FAM166AP6	0
TUBB8P12	0.100042
RP11-683L23.7	0
IL9RP4	0
RP11-683L23.6	0
ROCK1P1	1.85479
MIR8078	0
RP11-705O1.8	0.213178
RP11-720L2.4	0
RP11-720L2.2	0
LINC01925	0
CETN1	0
RN7SKP146	0
CLUL1	1.35456
TYMSOS	2.00483
RP11-806L2.2	1.24121
RP11-806L2.5	0
TYMS	1.41661
ENOSF1	3.20683
RP11-806L2.6	0
RP11-769O8.1	0.0216685
RP11-769O8.3	0
RNU1-109P	0
RP11-672L10.6	0.733467
BOLA2P1	0
RP11-672L10.5	0
RP11-672L10.3	0
RP11-672L10.2	1.55402
LINC01904	0
RP11-689C9.1	0
RP11-78F17.1	0.0290927
RP11-78F17.3	0
COX6CP3	0
LINC00470	0.02089
RN7SKP72	0
RP11-288C17.3	0
RP11-288C17.1	0.0622083
RP11-476K15.1	0
CTD-2015H3.2	0
CTD-2015H3.1	0
RP11-161I6.2	0.0171202
CTD-2533G20.1	0
METTL4	3.77168
snoU109	0
RP11-715F3.2	0.221371
RP11-715F3.1	0
NDC80	0.0418438
KATNBL1P3	0
Y_RNA	0
RNU6-340P	0
CBX3P2	0.810728
RP11-703M24.5	0
Y_RNA	0
EMILIN2	0.902335
RP11-737O24.5	0.0870435
RP11-737O24.3	0.0572653
RP11-737O24.2	0
RP11-737O24.1	0
SNRPCP4	0
RP11-193E15.4	0
SNORA70	0
MYOM1	3.93191
RNU7-25P	0
RP13-270P17.2	0.378765
RP13-270P17.1	0.226403
RP11-838N2.5	0.739601
LINC01895	0
RPL31P59	0
IGLJCOR18	0
RPL21P127	0
TGIF1	1.36468
BOD1P1	0
GAPLINC	0
RN7SL39P	0
RP11-710M11.1	0
DLGAP1-AS1	1.78373
DLGAP1-AS2	0.847834
RP11-874J12.4	0.127988
RP11-874J12.3	0.739982
DLGAP1-AS3	2.14646
MIR6718	0
RNU6-831P	0
GAPDHP66	0.0673459
DLGAP1-AS5	0.269909
RP11-138C24.2	0
RP11-183C12.1	0
RP11-172F10.1	0
PPIAP14	0.0618082
LINC01892	0
BOD1P2	0
AKAIN1	1.50383
RP11-190I17.2	0
RP11-835E18.5	0.0666758
CTD-3096M3.1	0
CTD-3096M3.2	0.495325
RP11-286N3.1	0
RP11-286N3.2	0
MIR3976HG	0.993585
MIR3976	0
TMEM200C	2.84235
RP11-945C19.4	0
L3MBTL4	1.4427
RP11-793A3.1	0.165073
RNU5F-3P	0
RP11-793A3.2	0.0486065
L3MBTL4-AS1	0.0917519
MIR4317	0
RP11-637N19.1	0
RNU6-349P	0
RPL6P27	3.4531
CTD-2124B20.2	0
LINC01387	0
CTD-2124B20.3	0
RN7SL282P	0
RP11-91I8.1	0
RP11-91I8.2	0.0946717
RP11-91I8.3	0.961328
ARHGAP28	0.325919
RP11-146G7.2	0.175791
LINC00668	0
SCML2P1	0
RNU6-916P	0
LAMA1	1.1453
RP11-781P6.1	0.109062
RP11-76K13.3	0
SLC25A51P2	0
LRRC30	0
SNORA48	0
RP11-678G15.2	0
RP11-678G15.1	0
U3	0
RP11-376P6.3	0
RP11-789C17.3	0.0619798
RP11-789C17.1	0.31331
RP11-789C17.5	0.495389
RFWD2P1	0
RN7SL50P	0
THEMIS3P	0
AKR1B1P6	0
RP11-661O13.1	0.285298
TOMM20P3	0
GACAT2	0.941315
Y_RNA	0
RP11-674N23.4	0.211694
RPS4XP19	0
RP11-143J12.3	0.140403
NDUFV2-AS1	3.00587
Y_RNA	0
Y_RNA	0
RP11-888D10.4	0.579441
RP11-888D10.3	0.814971
RP11-61L19.2	0.299453
RP11-61L19.1	0.0178595
RP11-881L2.1	0
PPP4R1-AS1	0.405108
RNU6-903P	0
KRT18P8	0
RP11-692N5.2	0
ZNF415P1	0
RN7SL862P	0
RNA5SP449	0
PIGPP4	0
TXNDC2	0.0485194
RP11-474N24.6	0.190042
RNA5SP450	0
RP11-419J16.1	0
RP11-138E9.2	0
RP11-243E13.2	0
LINC01254	0
RP11-883A18.3	0.110292
LINC01887	0
RP11-856M7.7	0
CCDC58P1	0
RP11-856M7.4	0
RP11-856M7.8	0
PMM2P1	0
RP11-856M7.1	0
PIEZO2	0.714061
RP11-856M7.2	0
RP11-21G15.1	0.268673
MIR6788	0
RP11-513M1.1	0
RP11-93H10.1	0
RP11-128P17.2	0
RP11-128P17.4	0
RP11-128P17.3	0
LINC01928	0
LINC01255	0
RP11-712C7.2	0
SLC35G4	0
RP11-677O4.5	0
NPIPB1P	0.0375425
RP11-677O4.6	0
RP11-677O4.4	0
MIR7153	0
RP11-677O4.2	0
ASNSP6	0
RP11-78A19.2	0
RP11-78A19.4	0
RP11-820I16.1	0.324212
RP11-820I16.2	0
IMPA2	2.93841
RP11-820I16.3	0.0620945
RP11-703I16.1	0.267325
RP11-703I16.3	0.810798
RP11-703I16.2	0
AP002414.1	0.0495262
RP11-815J4.7	0.264674
RP11-815J4.6	0.391724
RP11-815J4.1	0
RP11-815J4.5	0
ANKRD62	0.0270671
RNU6-324P	0
SDHDP1	0
RP11-64C12.7	0
RP11-64C12.5	0
RP11-64C12.4	0.0794937
RP11-64C12.3	0.52946
CCDC58P3	0
RP11-64C12.6	1.03798
RP11-64C12.9	0
CIDEA	4.01498
RP11-64C12.1	0.0313961
RP11-64C12.8	0
RNU6-170P	0
TUBB6	4.21974
RNU7-129P	0
RP11-861E21.1	0.882826
RP11-861E21.2	0.581111
RP11-861E21.3	0.141963
CEP76	1.59443
RP11-973H7.3	1.58895
RP11-973H7.5	0
LINC01882	0.0969562
Y_RNA	0
RP11-973H7.1	0.0731381
STK25P1	0.0428492
EIF4A2P1	0.238669
RP11-773H22.4	0.252402
CEP192	4.06541
RP11-807E13.3	0
RP11-807E13.2	0
RP11-794M8.2	0
RP11-794M8.1	0
RP11-756J15.3	0
C18orf15	0
RP11-756J15.2	0.203363
RP11-691H4.3	0
LDLRAD4-AS1	0.138062
MIR5190	0
RP11-691H4.4	0
RP11-53B2.1	0.0242488
RP11-53B2.2	0.0420242
RP11-53B2.5	0
RP11-53B2.3	0.0164867
RP11-53B2.6	0.21938
RP11-53B2.4	0
MIR4526	0
RP11-701H16.4	0.39927
FAM210A	4.57276
RP11-720L3.1	0
RN7SL362P	0
MC5R	0.0923547
MC2R	0
RP11-681N23.1	0
RP11-411B10.7	0.180463
RP11-411B10.8	0.323412
ZNF519	3.39857
RP11-411B10.2	0.311547
FRG2LP	0
RP11-411B10.5	0
NF1P5	0
ANKRD20A5P	1.11447
RNU6-316P	0
RHOT1P1	0.979331
RP11-757O6.6	0.197857
