Name	Skin - Sun Exposed (Lower leg)
ZNF396	0.820488
RP11-322E11.1	0
RP11-322E11.2	0.0453877
RP11-322E11.5	1.31785
RP11-322E11.3	0.893606
MIR3975	0
RP11-712P20.2	0.0280514
RP11-873E20.1	0.371934
NRBF2P1	0
MIR187	0
MIR3929	0
RP11-905K4.1	0
RP11-723J4.3	0.942762
RP11-49I11.1	1.05623
MOCOS	3.91959
RP11-49I11.4	1.45784
RP11-49I11.2	0
RP11-49I11.3	0
FHOD3	4.25775
KIAA1328	3.43883
RP11-58G13.1	0
RP11-95O2.1	0.406534
CELF4	0.367489
RP11-95O2.5	2.24706
RP11-797E24.3	0
RP11-797E24.1	0
RP11-1147P1.1	0
MIR4318	0
RPL12P40	0
RP11-687D19.1	0
RN7SKP182	0
RNU6-706P	0
RP11-244M2.1	0.495814
RP11-1I2.1	0.120168
RPL7AP66	1.61384
MIR924	0
MIR5583-2	0
MIR5583-1	0
RNU6-1242P	0
LINC01901	0
LINC01902	0.00433262
RP11-5A1.1	0
LINC01477	0
RPL17P45	0
KC6	0.0466714
RP11-188I24.1	0
AC011225.1	0
RP11-687E1.2	0.86419
RP11-115N12.1	0
LINC00907	0.0384977
RNA5SP454	0
RIT2	0
SYT4	0.0168653
RP11-789C7.1	0
AC083760.1	0
RNA5SP455	0
KRT8P5	0
LINC01478	0
MLECP1	0
RP11-456K23.1	1.04655
RP11-9H20.2	0
MIR4319	0
RP11-693M3.1	0.126819
RP11-846C15.2	0
SLC14A2	0.0999483
SLC14A2-AS1	0
RP11-749H17.1	0
RP11-749H17.2	0
RP11-116O18.1	0.333699
RP11-116O18.3	0.277277
SLC14A1	2.35268
RP11-618K16.4	0
SIGLEC15	0.153865
RN7SKP26	0.58274
RP11-8H2.1	0.109459
RNY4P37	0
RNU6-1278P	0
RNF165	1.0372
RP11-63I8.1	0
LOXHD1	0.186225
ST8SIA5	0.0388358
RP11-742D12.1	0
RP11-742D12.2	0
RP11-687F6.5	0.114455
PIAS2	4.36177
RP11-687F6.4	0
RP11-776B3.1	0
KATNAL2	2.20788
ELOA3D	0
ELOA3C	0
ELOA3B	0
ELOA3	0
ELOA2	0.0262143
RP11-49K24.3	4.38651
RP11-49K24.4	1.44888
RP11-49K24.8	1.26843
RP11-49K24.5	0.50213
SKOR2	0
RNU6-1131P	0
CTD-2130O13.1	0
MIR4527	0
RP11-157P23.1	0
RP11-157P23.2	0
TPMTP1	0
RP11-767C4.1	0
RP11-380M21.1	0.285756
RP11-380M21.4	0.119952
RP11-380M21.3	0
RP11-246E12.2	0.0186552
RNU6-708P	0
C18orf12	0
RNA5SP456	0
RP11-23B5.2	0
POLR3GP2	0
RP11-426J5.3	0.208465
RP11-426J5.1	0
MIR4743	0
RP11-426J5.2	0
RP11-46D1.2	0.105126
RP11-484L8.1	0.0828294
RP11-1058N17.1	0
RP11-15F12.6	0.18065
RP11-15F12.1	0.223326
MIR4744	0
RP11-15F12.3	0
RP11-30L3.2	0
RP11-110H1.9	0
PRR13P4	0
RP11-110H1.4	0.280137
MIR1539	0.0881694
SNORD58C	0
SNORD58A	0
SRP72P1	0
RP11-110H1.8	0
LIPG	0.594
SMUG1P1	0
RP11-813F20.2	0
SNHG22	1.29948
Y_RNA	0
RNA5SP457	0
RP11-813F20.4	0
ADAD1P2	0
RP11-689E3.2	0
MIR4320	0
RN7SL310P	0
CFAP53	1.31727
RP11-699C17.1	0.862681
RP11-1030E3.1	0
RP11-1030E3.2	0
RNA5SP458	0
SKA1	0.670804
RPLP0P11	0
MAPK4	1.34686
RP11-10I6.2	0
MRO	0.147829
HNRNPA3P16	0
RPL17P46	0
ME2	3.30008
Y_RNA	0
ELAC1	3.51057
SRSF10P1	0
RNU1-46P	0
LINC01630	0
SS18L2P2	0
RP11-267C16.2	0
RSL24D1P9	0
RP11-440L16.1	0
RPS8P3	0
RP11-25O3.1	0
DCC	0.0227963
RP11-7K9.2	0
VN1R76P	0
MIR4528	0
RP11-671P2.1	0.0955328
LINC01919	0
LINC01917	0
RPL29P32	0
RP11-116K4.1	0.521274
SNORA37	0
RP11-850A17.1	0.426917
STARD6	0.0262731
C18orf54	0.674881
RP11-61D1.3	0
RP11-61D1.2	0
RP11-289E15.1	0
DYNAP	0
RPSAP57	0
RP11-99A1.2	0.443198
RP11-839G9.1	0
CCDC68	0.985091
MAP1LC3P	0
LINC01929	0.026392
RNA5SP459	0
TCF4-AS1	0.145889
MIR4529	0
TCF4-AS2	0
RPL21P126	0
RP11-397A16.1	0
LINC01415	0.270274
RP11-397A16.3	0
LINC01416	0
CTD-2008L17.1	0.0681678
CTD-2008L17.2	0.114952
LINC01905	0
RP11-456O19.5	0
SNORA73	0
LINC01539	0
RP11-456O19.3	0
WDR7	3.25129
Y_RNA	0
RP11-383D22.1	0
U3	0
WDR7-OT1	0
LINC-ROR	0
CTD-2526M8.3	0
BOD1L2	0
CTD-2526M8.2	0
RNU6-737P	0
ST8SIA3	0.00513813
RP11-714M23.2	0
ONECUT2	0.0125385
RP11-706P11.2	0.628924
RP11-35G9.3	1.05593
RP11-35G9.5	1.45677
RNU6-742P	0
RSL24D1P11	0.165806
LINC01897	0
HMGN1P30	0
RP11-718I15.1	0
RP11-845C23.2	0.550022
RP11-1151B14.2	0
RP11-1151B14.3	0
RP11-1151B14.1	0
ALPK2	0.492927
RP11-1151B14.5	0
RP11-1151B14.4	0.109594
RP11-126O1.2	0
SNORA108	0
RPL9P31	0
RP11-126O1.6	0
RP11-126O1.5	0.237235
RP11-126O1.4	0
MRPL37P1	0.116143
RP11-108P20.2	0.0234011
RNU6-219P	0
LINC01926	0
U8	0
RNU2-69P	0
OACYLP	0.0236374
RP11-685A21.1	0
GRP	0.0851739
RAX	0.167294
CPLX4	0
RP11-27G24.1	0
CCBE1	4.65194
RP11-27G24.3	0
RP11-760L24.1	0
RP11-2N1.1	0
RP11-2N1.2	0.760693
RP11-2N1.3	0.317587
RPS26P54	0
GLUD1P4	0
RP11-824M15.3	1.6349
RP11-866E20.1	0
NFE2L3P1	0
RN7SL342P	0
SDCCAG3P1	0
RP11-866E20.3	0
FAM60CP	0.0700288
RNU6-567P	0
RP11-795H16.3	0
RPS3AP49	0.170219
RNU4-17P	0
RP11-795H16.2	0
RP11-396N11.1	0
MC4R	0
RP11-325K19.3	0
MRPS5P4	0
RP11-325K19.6	0
RP11-325K19.2	0
RP11-325K19.1	0
CTBP2P3	0
HMGN1P31	0
CDH20	0.616981
RNU6-116P	0
RPL30P14	0
RP11-879F14.3	0.202919
RP11-879F14.2	0.819225
RP11-879F14.1	0
RP11-1096D5.2	2.59153
LINC01544	0.0394479
RPIAP1	0
RP11-173A16.2	0.157992
RP11-173A16.1	2.41635
TNFRSF11A	2.8389
Y_RNA	0
RP11-640A1.3	0
RPL17P44	0
RP11-640A1.4	0
ACTBP9	0.0407138
RP11-120K19.4	0.616527
RP11-120K19.3	1.1986
RN7SL705P	0
RNU6-142P	0
RP11-299P2.1	0
RP11-299P2.2	0
RP11-635N19.1	3.54864
RP11-635N19.2	0.167428
RP11-635N19.3	3.1465
ATP5G1P6	3.12286
SERPINB4	0.255626
SERPINB11	0
SERPINB10	0.609182
HMSD	0.3488
RP11-793J2.1	0.583461
RPL12P39	0.0880101
LINC00305	0
LINC01924	0
AC100848.1	0.0840183
LINC01538	0
RP11-762J3.1	0
AC007948.1	0
AC007631.1	0
LINC01916	0
RP11-775G23.1	0
CDH7	0.00773286
RP11-389J22.1	0
RP11-389J22.3	0
PRPF19P1	0
CDH19	2.59872
RNU6-1037P	0
MIR5011	0
RPL31P9	0
RP11-563H6.1	0.322656
CTD-2541J13.1	0.279093
DSEL	2.07413
RP11-29O13.1	0
RP11-28O3.2	0
RP11-28O3.1	0
RP11-638L3.4	0
LINC01903	0
RP11-638L3.2	0
RP11-638L3.1	0
RP11-659F24.1	0
RP11-526H11.1	0
LINC01912	0
RP11-421N8.1	0.294476
RP11-128D14.1	0
AKR1B10P2	0
RP11-585K6.2	0
CCDC102B	0.790915
RP11-734B5.2	0
RP11-106E15.1	0
RNU6-39P	0
SDHCP1	0
RP11-861L17.3	0
RP11-861L17.4	0.0898199
RP11-861L17.2	0
RP11-674P19.2	0.0462569
RP11-17E3.1	0
DOK6	0.454128
RP11-465I4.3	0
RP11-465I4.2	0
RP11-543H23.1	0
RP11-543H23.2	0
CD226	0.140518
RTTN	2.98466
LINC01909	0.30559
RP11-484N16.1	0
LINC01910	0
LARP7P3	0
RPS2P6	0
RP11-644A7.2	0
RN7SL795P	0
GTSCR1	0
RP11-384E22.1	0
RP11-529J17.1	0
RP11-47G4.2	0
RP11-47G4.1	0
LINC01541	0
RP11-752P2.1	0
RP11-752P2.2	0
LINC01899	0
RP11-723G8.1	0
RP11-736G13.1	0
RP11-736G13.2	0
CBLN2	0.0298414
HNRNPA1P11	0
NETO1	0.153241
RP11-713C5.1	0.153752
RNA5SP460	0
MIR548AV	0
RP11-676J15.1	0
RP11-169F17.1	0.00553021
CTD-2354A18.1	0
RP11-126K15.1	0
RN7SL401P	0
RP11-25L3.3	0
RP11-25L3.1	0
FBXO15	0.129614
RP11-669I1.1	0
RN7SL551P	0
C18orf63	0
FAUP1	2.23635
LINC01922	0
FAM69C	1.94057
RP11-231E4.5	0.373696
CNDP1	0.146488
RP11-231E4.3	0
ZNF407	4.07102
RP11-405M12.3	0.20869
RP11-405M12.4	0.225039
Clostridiales-1	0
RP11-405M12.2	0
RP11-321M21.4	0
RP11-321M21.3	0
SMIM21	0
RP11-321M21.1	0
LINC01898	0
RP11-173L6.1	0
RP11-1O2.2	0
RP11-357H3.1	0
RP11-1O2.1	0
RP11-94B19.6	0
LINC01893	0
RP11-94B19.5	0
RP11-94B19.2	0
RP11-94B19.7	0
RP11-94B19.3	0
RP11-94B19.4	0
RP11-504I13.3	0.607226
RP11-504I13.2	0.040353
RP11-17M16.2	1.0393
C18orf65	0.175081
LINC00908	0.440292
LINC00683	0.0485401
LINC01927	0
LINC01879	0
ARL2BPP1	0
CCND3P2	0
AC139085.2	0
RP11-162A12.2	1.36228
RNU6-346P	0
RP11-162A12.4	1.59636
RPL26P35	0.0710423
Metazoa_SRP	0
RP11-162A12.3	0.0218321
RP11-862L9.3	0.0261001
RP11-862L9.2	0.0597772
RP11-4B16.3	0.291163
RP11-4B16.1	0.170252
RP11-4B16.4	1.08852
RP11-751H17.1	0
GALR1	0.0757802
RP11-176N18.2	0
SNORA25	0
BDP1P	0
RP11-63N3.1	0
RP11-63N3.2	0
RNA5SP461	0
LINC01029	0
RP11-671C19.2	0
RNU6-655P	0
RP11-100K18.1	0
RP11-451L19.1	0
RP11-123I22.1	0
Y_RNA	0
RP11-715C4.1	0
CTD-2382H12.2	0
CTD-2382H12.1	0
LINC01896	0.0998967
SALL3	0.030569
RP11-849I19.2	0
CTD-2286N8.2	0.834864
CTD-2286N8.1	0.042146
RP11-800A18.4	0.105241
RP11-800A18.3	0.27179
RP11-196B3.1	0.0512575
RP11-196B3.3	0.0969647
RP11-196B3.2	0.0547116
RP11-196B3.4	0
RP11-567M16.1	0.447419
RP11-567M16.2	0.641595
RP11-567M16.3	0.0420356
RP11-567M16.5	0
RP11-154H12.2	0
RP11-154H12.3	0
KCNG2	0.135856
RP11-248M19.1	0.637033
RBFADN	0.89261
SLC25A6P4	0.121507
RP11-795F19.5	0.260279
PARD6G-AS1	1.52759
AC139100.4	3.07412
AC139100.3	1.38666
WASH5P	1.70451
AC008993.2	0
LLNLR-222A1.1	0
AC008993.3	0
FAM138F	0
OR4G3P	0
OR4G1P	0
OR4F17	0
WBP1LP11	0
OR4F8P	0
AC092192.1	0
SEPT14P19	0
CICP19	0
LLNLF-173C4.2	0.062477
LLNLF-173C4.1	0.215734
LINC01002	0.96976
RNU6-1076P	0
CTD-3113P16.11	0.201379
THEG	0.736696
AC010641.1	0
C2CD4C	0.971266
RNA5SP462	0
ODF3L2	0.181746
MADCAM1	0.644393
AC005775.2	0.68835
GZMM	1.33302
AC009005.2	0.429163
HCN2	1.74733
AC005559.3	0
AC004449.6	0.695916
AC004156.3	0.174727
PRSS57	0.069123
RPS2P52	0
MISP	0.8708
AC006273.4	0.40901
LINC01836	1.98331
MIR4745	0
PLPPR3	0.0806779
AZU1	0.381616
PRTN3	0.0418573
ELANE	3.79818
RNU6-9	0
KISS1R	0.0610933
ARID3A	4.54991
AC005391.2	0
LLNLR-260G6.1	0.134371
LLNLR-284B4.2	0
GRIN3B	1.00587
LLNLR-284B4.1	0
RNU6-2	0.287599
HMGB2P1	0.0807392
AC004221.2	0.205983
CIRBP-AS1	3.25616
EFNA2	0.0479579
RPS15P9	0
AC005330.2	0.242838
LLNLR-307A6.1	2.0801
AC005329.7	2.92428
CTB-25B13.5	1.25344
APC2	0.238285
PCSK4	1.54932
ADAMTSL5	2.22769
CTB-25B13.9	0.327134
PLK5	0.409828
RN7SL477P	0
RNU6-1223P	0.391095
Metazoa_SRP	0
AC005256.1	0
ONECUT3	0.0177694
ATP8B3	0.610193
MIR1909	0
CTB-31O20.6	0
CTB-31O20.8	0.104648
CSNK1G2-AS1	0.12708
LLNLR-304A6.1	0.111754
LLNLR-304A6.2	0.181713
AC007136.1	0
AC004490.1	0.914435
MIR1227	0
AMH	0.892487
MIR4321	0
JSRP1	0.119659
C19orf35	0.533938
LINGO3	0.413725
TMPRSS9	0.611114
MIR7108	0
LINC01775	0
RNU6-993P	0
GNG7	4.30756
ELOCP28	0
RN7SL121P	0
CTC-265F19.2	0.0259167
MIR7850	0
CTC-265F19.3	0
CTC-265F19.1	0
AC006538.8	0
DIRAS1	3.09293
AC006538.1	0.480458
ZNF555	1.44547
AC006130.3	0
ZNF556	0.022594
AC006130.4	0
AC119403.1	0
AC006277.2	1.22703
ZNF77	4.84913
AC006277.3	0.43542
TLE6	1.07228
AC005262.3	4.51813
AC005262.4	0.234781
AC005264.2	0.117056
S1PR4	1.20159
CELF5	0.318918
AC010649.1	0
AC007792.1	0.456517
AC005514.2	0
SMIM24	0.697591
SNORD38	0
AC005786.5	0
AC005786.6	0
AC005786.3	0
GIPC3	1.81409
TBXA2R	1.34388
CACTIN-AS1	1.0445
AC004637.1	0.204799
AC005954.3	0.656728
AC005954.4	0.798182
RAX2	0.0089943
AC005777.3	0
MATK	0.880513
ZFR2	0.0920303
FTLP5	0
ATCAY	0.0338707
RN7SL202P	0
NMRK2	0.309477
MIR637	3.8196
SNORD37	0
CTD-2622I13.3	0.972242
Metazoa_SRP	0
CREB3L3	0.0141636
ANKRD24	0.787366
EBI3	0.824839
AC005578.3	0.0331607
SHD	0.021052
TMIGD2	0.0680178
FSD1	0.0859814
AC007292.7	0.15275
AC007292.4	0.32158
EIF1P6	0.184948
AC007292.3	1.02525
AC007292.6	2.46829
CTB-50L17.5	1.24842
MIR4746	0
CTB-50L17.16	0.123517
PLIN5	2.58344
LRG1	3.1473
CTB-50L17.2	0
DPP9-AS1	3.11314
MIR7-3HG	0.0557603
MIR7-3	0
AC005523.3	0.289417
FEM1A	1.94345
CTC-518P12.6	0
ARRDC5	0.125698
UHRF1	1.30197
MIR4747	0
CTC-482H14.5	0
RPL32P34	0.211826
LLNLR-304G9.1	0.207044
ZNRF4	0
SNRPEP4	2.11029
CATSPERD	0.0923973
FUT6	0.0477329
FUT3	1.69297
AC024592.9	0.0638657
FUT5	0.149999
AC104532.3	0
AC104532.4	2.87059
CTC-232P5.1	0.422065
CTC-232P5.3	0.0710971
CTC-232P5.4	0.177916
CTB-66B24.1	0.279661
ACSBG2	0.109695
CTC-503J8.9	0
CTC-503J8.4	0
CTC-503J8.8	0
CTB-180A7.3	0.106481
PSPN	1.20094
CTB-180A7.6	0
MIR6885	0
MIR6790	0
CTB-180A7.8	0
MIR3940	0
SLC25A41	0.794123
TUBB4A	1.49822
TNFSF9	1.88151
CTD-2396E7.7	0
CLIC4P2	0
Y_RNA	0
CD70	0.903645
RPL7P50	0.0641881
TNFSF14	0.327834
CTD-3128G10.7	0.190111
MIR6791	0
VAV1	1.92735
ADGRE1	0.034954
CTC-312O10.3	0
CTC-312O10.2	0
Metazoa_SRP	0
ADGRE4P	1.58483
RP11-1137G4.3	0
RP11-1137G4.4	0
RP11-1137G4.5	0
CTB-25J19.1	0
MBD3L5	0
MBD3L4	0
MBD3L2	0
MBD3L3	0
ZNF557	2.14868
CTB-133G6.1	0.112441
CTB-133G6.2	0.42708
C19orf45	0.172767
MIR6792	0
RPS27AP19	0
RETN	0.421609
MCEMP1	0.161519
FCER2	0.388302
CLEC4G	0.696035
CD209	1.72906
RPL21P129	0
CLEC4M	0
CLEC4GP1	0.721711
EXOSC3P2	0
PRR36	1.32391
LYPLA2P2	0.125971
RNA5SP463	0
LRRC8E	2.38318
CTD-3193O13.12	0.110879
TGFBR3L	0.653601
CTD-3193O13.1	0.159553
CTD-3193O13.8	0
CTD-2325M2.1	0.465677
CCL25	0.0451896
FBN3	0.129915
CTD-3020H12.3	0
CTD-3020H12.4	0.141468
CTD-2550O8.7	0.210042
RAB11B-AS1	4.52204
MIR4999	0
RP11-886P16.6	0
RP11-886P16.10	0.114276
PRAM1	2.0323
MYO1F	3.08777
AC092316.1	0
AC130469.1	0.222486
AC130469.2	0.763413
LINC01862	0
AC092566.1	0
AC093230.2	0
ACTL9	0
RPL23AP78	0
OR2Z1	0
CTD-2557P19.4	0
CTD-2529P6.3	2.18685
MBD3L1	0
CTD-2529P6.4	0
MUC16	0.0428792
BOLA3P2	0
OR1M4P	0
OR1M1	0
OR7G2	0
OR7G1	0
OR7G15P	0
OR7G3	0
ELOCP29	0
OR7D2	0.16003
OR7E16P	0
OR7E25P	0
OR7D4	0
OR7D1P	0
OR7E24	0
OR7E18P	0
OR7E19P	0
OR7H1P	0
CTC-325H20.4	4.02032
ZNF699	1.81661
ZNF559	3.95875
CTC-325H20.7	0.343204
ZNF177	1.04554
ZNF559-ZNF177	0.290671
CTC-325H20.8	0.166217
ZNF560	0.00945465
CTC-543D15.3	0
CTC-543D15.1	0
ZNF426	4.11192
CTC-543D15.8	1.15582
ZNF562	4.54061
RPS4XP22	0.721891
ZNF812P	0.213801
CTD-3116E22.8	0.193586
CTD-3116E22.6	0
CTD-3116E22.7	0.30278
CTD-2623N2.3	2.37808
UBE2L4	0.231364
CTD-2623N2.5	0
SNORA70	0
RPL10P15	0.91926
CTD-2623N2.11	0.0820917
CTD-2553C6.1	0.268449
RDH8	0
C3P1	0.00730823
MIR5589	0
CTD-2240E14.4	0.17586
ANGPTL6	0.393912
SNORD105	0
SNORD105B	0
MIR4322	0
CTD-2369P2.5	0.0876651
CTD-2369P2.4	0
CTD-2369P2.8	0
ICAM5	0.588201
ZGLP1	2.64163
AC114271.2	1.03663
ICAM3	0.958633
CTC-429L19.3	0.178893
RNU7-140P	0
MIR1238	0
CTC-539A10.7	0
MIR638	0
MIR4748	0
MIR199A1	0
MIR6793	0
C19orf38	0.482606
AC007229.3	0.163852
CTC-215O4.4	0.686363
RN7SL192P	0.648119
uc_338	0
MIR6886	0
SPC24	1.58036
CTC-510F12.3	2.29595
CTC-510F12.7	1.05622
ANGPTL8	0.648805
TSPAN16	0.0923921
CTC-510F12.4	0.281938
CTD-2342J14.6	1.15297
SWSAP1	3.61253
EPOR	3.86654
RGL3	3.12319
Y_RNA	0
CCDC151	0.767682
ELAVL3	0.0510903
MIR7974	0
RN7SL833P	0.121873
CTC-398G3.1	0.434286
CTC-398G3.2	0.457595
GAPDHP76	0
ZNF887P	0.756314
HNRNPA1P10	1.38116
ZNF833P	1.62297
CTC-499B15.6	0.126581
CTC-499B15.1	0
ZNF441	4.52544
CTC-499B15.7	0.0305513
ZNF491	1.15925
CTC-499B15.8	0.272801
AC020951.1	1.10767
ZNF69	1.20564
CTD-2006C1.12	0.722044
ZNF763	2.97045
CTD-2006C1.2	1.50303
RNA5SP464	0
RNA5SP465	0
ZNF878	0.366823
RNA5SP466	0
Y_RNA	0
ZNF788	2.3073
ZNF20	3.26795
RSL24D1P8	0.27889
RNA5SP467	0
CTC-359D24.3	1.23285
ZNF625	1.17844
CTD-2666L21.1	0.240367
CTD-2666L21.3	0.318919
CTD-2666L21.2	1.29608
ZNF563	4.75919
ZNF442	0.895282
RPS29P23	0
CTD-3105H18.4	0.856655
ZNF799	3.00567
ZNF443	2.86095
CTD-3105H18.7	0.0658728
ZNF709	1.32517
MTND2P40	0.0592722
MTCO1P27	0
MTCO2P27	0
MTATP6P27	0.0370592
PPIAP20	0
CTD-2192J16.21	0.285604
CTD-2192J16.11	0.183073
PGK1P2	0.243576
ZNF490	2.07164
CTD-2192J16.26	1.37252
CTD-2659N19.11	0
SNORD41	0
CTD-2659N19.4	0
CTD-2659N19.9	0.144301
MIR5684	0
RTBDN	0.0290272
CTD-2265O21.3	0
MAST1	4.3949
MIR6794	0
CTD-2265O21.7	0
KLF1	0.0523783
RPS6P25	1.32799
SYCE2	1.76961
MIR5695	0
FARSA-AS1	0
MIR6515	0
DAND5	0.104057
CTC-239J10.1	0.24655
AC007787.2	0.105205
AC007787.3	1.95038
LYL1	4.33128
AC005546.2	0.141734
CTC-250I14.3	0
RPL12P42	0.440089
CACNA1A	0.276279
CTB-5E10.3	0
CTD-3252C9.2	0.258114
RN7SL619P	0
MIR24-2	0
MIR27A	0
MIR23A	0
NANOS3	0.253123
MIR181C	0
MIR181D	0
C19orf57	3.77082
CTB-55O6.13	0.15729
RLN3	0
CTB-55O6.4	0
IL27RA	2.90967
PALM3	0.645249
EEF1DP1	2.6474
C19orf67	0.0539502
CTB-55O6.10	0
ASF1B	2.67891
CTB-55O6.12	3.23364
RN7SL231P	0
CTD-2189E23.1	0
CTD-2189E23.2	0
LINC01841	0
LINC01842	0
CTC-548K16.6	0.144762
PTGER1	0.202155
CLEC17A	0.0178411
RN7SL337P	0
RN7SL842P	0
ADGRE3	0
ITGB1P1	0.571651
CTD-3093B17.2	0
ADGRE2	2.34874
AC005255.3	0.251484
OR7A5	0.871149
OR7C1	1.09333
OR7A10	0
OR7A8P	0
OR7A2P	0
OR7A17	0
OR7A18P	0
OR7A1P	0
OR7A3P	0
OR7A11P	0
OR7A15P	0
OR7C2	0
CCDC105	0.0416273
OR1I1	0
AC003956.1	0
OR10B1P	0
RNU6-782P	0
MIR6795	0
AC004257.1	0.111094
AC005776.1	0
LLNLR-246C6.1	0.383467
AC005785.2	2.65527
AC005785.5	2.37868
RASAL3	1.90245
PGLYRP2	0.12834
CTB-187L3.1	0
CYP4F23P	0.414123
AD000091.3	0
RPL23AP2	1.98324
AD000091.2	0
CYP4F8	0.952095
CYP4F3	4.78406
CYP4F10P	0
OR10H2	0.0290961
OR10H3	0
CYP4F24P	0.429765
LLNLR-249E10.1	0
OR10H5	0
OR10H1	0
ZNF861P	0
LINC01764	0.165342
UCA1	0.447454
LINC01835	1.79748
CYP4F36P	0
CYP4F2	0.389395
AC005336.5	0.0445446
LLNLF-158E9.1	0.0326016
AC005336.4	0.113884
CYP4F11	0.772543
OR10H4	0
CYP4F9P	0
LINC00661	0.012383
AC114273.3	0
LINC00905	0
SNX33P1	0.0469604
LLNLF-136C3.1	0
OR1AB1P	0
LINC01855	0
CTD-2231E14.2	1.50608
CTD-2231E14.5	0
CTD-2231E14.8	0.211201
HSH2D	0.289234
CIB3	0
CTD-2562J15.4	0.141957
Metazoa_SRP	0
CTD-2562J15.6	0.0442719
CTD-2013N17.7	0
CTD-2013N17.1	0.182795
CTD-2013N17.4	0.0989232
CALR3	0
RN7SL146P	0
CTD-3222D19.12	0.905341
CTD-3222D19.10	0.248089
CTD-3222D19.8	1.76512
CTD-3222D19.9	0.544768
CTD-3222D19.4	0.0351541
CTC-429P9.1	1.8175
TMEM38A	2.98786
CTD-2538G9.3	0
NWD1	0.431741
CTD-2538G9.6	0
CTD-2538G9.5	1.88327
F2RL3	3.46879
CPAMD8	2.83151
RN7SL835P	0
RN7SL823P	0
CTD-2528A14.1	0
HAUS8	2.67876
CTD-2528A14.3	0
CTD-2528A14.5	0
CTD-3032J10.2	0
CTD-3032J10.4	0
CTD-3032J10.3	0.108896
USHBP1	2.90665
ANKLE1	1.12565
CTD-2278I10.4	1.32176
CTD-2278I10.1	0
CTD-2521M24.13	0.0722129
BISPR	0.747608
CTD-2521M24.6	3.7247
CTD-2521M24.4	0.0887988
TMEM221	0.701491
CTD-2521M24.11	0.133188
NXNL1	0.161235
CTD-3131K8.2	1.5682
CTD-3131K8.3	0.218558
FAM129C	0.128133
CTD-3131K8.1	0
UNC13A	0.137614
CTD-3149D2.3	0
CTD-3149D2.2	0
B3GNT3	3.47525
INSL3	0.264394
JAK3	2.6397
SNORA68	2.51471
AC005796.2	0
SLC5A5	0.059642
KCNN1	0.126971
RNA5SP468	0
CTB-52I2.7	0.307782
CTB-52I2.4	0.647911
CTB-52I2.3	0
RPS18P13	0.0931435
IL12RB1	0.267134
AC068499.10	0.0796629
PDE4C	0.314415
KIAA1683	4.48492
MIR3188	0
RPL39P38	0.328874
RN7SL513P	0
PGPEP1	4.04876
GDF15	2.31155
MIR3189	0
LRRC25	1.45943
CTD-3137H5.1	0
CTD-3137H5.4	0
AC005387.3	2.72595
AC005387.2	1.6676
TMEM59L	1.07635
RN7SL155P	0
CERS1	0.690708
AC005197.2	0
AC005932.1	0.242304
RN7SL70P	0
NCAN	0.0225684
RNU6-1028P	0
LLNLR-259H9.1	0
HAPLN4	0.0877952
TM6SF2	0.47254
CTB-184G21.3	0
MIR640	0
TSSK6	3.68339
CILP2	0.371214
PBX4	4.54107
PHF5CP	0
AC002306.1	0.0869417
ZNF101	3.81326
CTC-412M14.6	0
CTC-412M14.5	0.101505
ZNF14	4.9266
CTC-559E9.12	0.0232952
CTC-559E9.9	0.0426022
LINC00663	2.07217
CTC-559E9.2	0
CTC-559E9.6	0.508815
BNIP3P9	0
ZNF253	2.58584
BNIP3P10	0.211702
CTC-559E9.8	1.24927
ZNF93	0.859506
CTC-559E9.13	0
AC007204.2	0
AC007204.3	0
ZNF682	3.36633
AC006539.3	0.236549
AC006539.6	0
BNIP3P13	0
ZNF90	1.17238
AC006539.2	0
CTC-260E6.12	0
CTC-260E6.9	0
BNIP3P15	0
CTC-260E6.6	0.117865
ZNF486	1.68512
BNIP3P16	0.0669421
CTC-260E6.7	0
CTC-260E6.3	0.0369885
CTC-260E6.4	0.267293
BNIP3P17	0
AC078899.4	0
AC078899.1	0.113678
BNIP3P18	0
AC078899.3	0
BNIP3P19	0
CTC-575C13.3	0
ZNF826P	0.503556
BNIP3P20	0
CTC-575C13.4	0
MIR1270	0
BNIP3P22	0
CTC-513N18.6	0
BNIP3P23	0
ZNF737	1.80708
VN1R78P	0
CTD-2332E11.2	0
ZNF626	1.63364
CTD-2542C24.14	0
CTD-2542C24.2	0
CTD-2626G11.2	2.43773
VN1R79P	0
ZNF66	0.850036
BNIP3P24	0.15193
CTD-2542C24.3	0
ZNF85	1.23688
CTD-2542C24.5	0.0193064
KRT18P40	0
CTD-2542C24.8	0
ZNF430	4.16897
CTD-2542C24.9	0
VN1R80P	0
ZNF714	1.93801
RNA5SP469	0
VN1R81P	1.79421
RPL7AP10	2.42862
CTD-3233P19.8	0
CTD-3233P19.7	0
RPL36AP51	0
CTD-3030D20.1	0
VN1R83P	1.4535
ZNF708	2.05775
BNIP3P25	0
ZNF738	2.35987
CTD-2561J22.1	0
CTD-2561J22.2	0.147479
ZNF493	2.39397
CTD-2561J22.5	0.405913
LINC00664	0.140712
ZNF429	2.07627
BNIP3P26	0.207465
RP11-678G14.2	0.683658
RP11-678G14.3	0.234683
RP11-678G14.4	0
RP11-678G14.5	0
RP11-420K14.1	0
MTDHP3	0
MTDHP4	0
VN1R84P	0
ZNF100	1.95188
RP11-420K14.6	0.147448
