Name	Brain - Anterior cingulate cortex (BA24)
ZNF396	0.6752
RP11-322E11.1	0
RP11-322E11.2	0
RP11-322E11.5	0.0278237
INO80C	4.14148
RP11-322E11.3	0
MIR3975	0
RP11-712P20.2	0
RP11-873E20.1	0.258479
NRBF2P1	0
MIR187	0
MIR3929	0
RP11-905K4.1	0.0488397
RP11-723J4.3	0.208285
RP11-49I11.1	0.40055
MOCOS	0.186206
RP11-49I11.4	0.154411
RP11-49I11.2	0
RP11-49I11.3	0
KIAA1328	1.13983
RP11-58G13.1	0
RP11-95O2.1	1.43215
RP11-95O2.5	2.29666
RP11-797E24.3	0
RP11-797E24.1	0
RP11-1147P1.1	0.0459217
MIR4318	0
RPL12P40	0
RP11-687D19.1	0
RN7SKP182	0
RNU6-706P	0
RP11-244M2.1	0.0360208
RP11-1I2.1	0.249025
RPL7AP66	0.313346
MIR924	0
MIR5583-2	0
MIR5583-1	0
RNU6-1242P	0
LINC01901	0.0539663
LINC01902	0.32945
RP11-5A1.1	0
LINC01477	0
RPL17P45	0
KC6	0.0161843
RP11-188I24.1	0
AC011225.1	0
RP11-687E1.2	0.304703
RP11-115N12.1	0.308936
LINC00907	0.0269953
RNA5SP454	0
RP11-789C7.1	0
AC083760.1	0
RNA5SP455	0
KRT8P5	0
LINC01478	0
MLECP1	0
RP11-456K23.1	0.658691
SETBP1	2.37391
RP11-9H20.2	0
MIR4319	0
RP11-693M3.1	0.0729061
RP11-846C15.2	0
SLC14A2	0.0400254
SLC14A2-AS1	0
RP11-749H17.1	0
RP11-749H17.2	0
RP11-116O18.1	0.0737612
RP11-116O18.3	0.064395
RP11-618K16.4	0
SIGLEC15	0
EPG5	3.06016
PSTPIP2	0.530218
RN7SKP26	0
RP11-8H2.1	0
RNY4P37	0
HAUS1	4.09087
RNU6-1278P	0
RNF165	4.27235
RP11-63I8.1	0
LOXHD1	0.10955
RP11-742D12.1	0
RP11-742D12.2	0.862505
RP11-687F6.5	1.42745
PIAS2	3.86254
RP11-687F6.4	0
RP11-776B3.1	0
KATNAL2	2.81152
ELOA3D	0
ELOA3C	0
ELOA3B	0
ELOA3	0
ELOA2	0.0212319
RP11-49K24.3	0.404816
RP11-49K24.4	0
RP11-49K24.8	0.262331
RP11-49K24.5	0.137399
SKOR2	0
RNU6-1131P	0
CTD-2130O13.1	0
MIR4527	0
RP11-157P23.1	0
RP11-157P23.2	0
TPMTP1	0.0119439
RP11-767C4.1	0
SMAD2	2.56688
RP11-380M21.1	0
RP11-380M21.4	0
RP11-380M21.3	0
ZBTB7C	1.69238
RP11-246E12.2	0
RNU6-708P	0
C18orf12	0
RNA5SP456	0
RP11-23B5.2	0
POLR3GP2	0
RP11-426J5.3	0.232719
RP11-426J5.1	0
MIR4743	0
RP11-426J5.2	0
RP11-46D1.2	0
RP11-484L8.1	0.026903
RP11-1058N17.1	0.133819
RP11-15F12.6	0
RP11-15F12.1	0
MIR4744	0
RP11-15F12.3	0
RP11-30L3.2	0
RP11-110H1.9	0
PRR13P4	0
RP11-110H1.4	0.182918
MIR1539	0.0418124
SNORD58C	0
SNORD58A	0
SRP72P1	0
RP11-110H1.8	0
LIPG	0.122882
SMUG1P1	0
RP11-813F20.2	0
SNHG22	0.588044
MYO5B	0.996287
Y_RNA	0
RNA5SP457	0
RP11-813F20.4	0
ADAD1P2	0
RP11-689E3.2	0
MIR4320	0
RN7SL310P	0
CFAP53	1.33935
RP11-699C17.1	0.400042
RP11-1030E3.1	0
RP11-1030E3.2	0
RNA5SP458	0
SKA1	0.0814685
RPLP0P11	0
RP11-10I6.2	0
HNRNPA3P16	0
RPL17P46	0
Y_RNA	0
ELAC1	1.75261
SRSF10P1	0
MEX3C	4.06094
RNU1-46P	0
LINC01630	0.197946
SS18L2P2	0
RP11-267C16.2	0
RSL24D1P9	0
RP11-440L16.1	0
RPS8P3	0
RP11-25O3.1	0.0550853
DCC	0.951755
RP11-7K9.2	0
VN1R76P	0
MIR4528	0
RP11-671P2.1	0
LINC01919	0
LINC01917	0
RPL29P32	0
RP11-116K4.1	0
SNORA37	0
RP11-850A17.1	0.103063
POLI	4.40758
STARD6	0.180464
C18orf54	0.587913
SNRPGP2	2.65339
RP11-61D1.3	0
RP11-61D1.2	0
RP11-289E15.1	0
DYNAP	0
RPSAP57	0
RP11-99A1.2	0
RP11-839G9.1	0
CCDC68	1.32896
MAP1LC3P	0
LINC01929	0.0452449
RNA5SP459	0
TCF4-AS1	0
MIR4529	0
TCF4-AS2	0
RPL21P126	0
RP11-397A16.1	0
LINC01415	0.44327
RP11-397A16.3	0
LINC01416	0.026352
CTD-2008L17.1	0.025367
CTD-2008L17.2	0.0511804
LINC01905	0
RP11-456O19.5	0
SNORA73	0
LINC01539	0.0103348
RP11-456O19.3	0
Y_RNA	0
RP11-383D22.1	0
U3	0
WDR7-OT1	0
LINC-ROR	0
CTD-2526M8.3	0
BOD1L2	0
CTD-2526M8.2	0
RNU6-737P	0
RP11-714M23.2	0
ONECUT2	0.0535009
RP11-706P11.2	0.373413
RP11-35G9.3	0.226622
RP11-35G9.5	0.334734
ATP8B1	0.799056
RNU6-742P	0
RSL24D1P11	0.0920333
LINC01897	0
HMGN1P30	0
RP11-718I15.1	0
RP11-845C23.2	0
RP11-1151B14.2	0
RP11-1151B14.3	0
RP11-1151B14.1	0
ALPK2	0.046078
RP11-1151B14.5	0
RP11-1151B14.4	0
RP11-126O1.2	0
SNORA108	0
RPL9P31	0
RP11-126O1.6	0
RP11-126O1.5	0.593167
MALT1	2.43951
RP11-126O1.4	0
MRPL37P1	0
RP11-108P20.2	0.046555
RNU6-219P	0
LINC01926	0
U8	0
RNU2-69P	0
OACYLP	0.031425
RP11-685A21.1	0
GRP	3.7035
RAX	0
CPLX4	0
RP11-27G24.1	0
CCBE1	1.41928
RP11-27G24.3	0
RP11-760L24.1	0
RP11-2N1.1	0
RP11-2N1.2	0.0649298
RP11-2N1.3	0.0798659
RPS26P54	0
GLUD1P4	0
RP11-824M15.3	0
PMAIP1	1.35492
RP11-866E20.1	0
NFE2L3P1	0
RN7SL342P	0
SDCCAG3P1	0
RP11-866E20.3	0
FAM60CP	0
RNU6-567P	0
RP11-795H16.3	0
RPS3AP49	0.03267
RNU4-17P	0
RP11-795H16.2	0
RP11-396N11.1	0
MC4R	1.69558
RP11-325K19.3	0
MRPS5P4	0
RP11-325K19.6	0
RP11-325K19.2	0
RP11-325K19.1	0
CTBP2P3	0
HMGN1P31	0
RNU6-116P	0
RPL30P14	0
RP11-879F14.3	0
RP11-879F14.2	0.229996
RP11-879F14.1	0
RP11-1096D5.2	0
LINC01544	0
RNF152	1.32488
PIGN	0.986368
RPIAP1	0
RP11-173A16.2	0
RP11-173A16.1	0.104717
TNFRSF11A	0.835223
Y_RNA	0
RP11-640A1.3	0
RPL17P44	0
RP11-640A1.4	0
ACTBP9	0
ZCCHC2	2.93746
RP11-120K19.4	0.415316
RP11-120K19.3	0.0397189
RN7SL705P	0
RNU6-142P	0
BCL2	3.91936
RP11-299P2.1	0
RP11-299P2.2	0
RP11-635N19.2	0.0286911
SERPINB5	0.0336284
RP11-635N19.3	0
ATP5G1P6	0
SERPINB12	0
SERPINB13	0.0488835
SERPINB4	0
SERPINB11	0
SERPINB3	0
SERPINB7	0.0221701
SERPINB2	0.0518177
SERPINB10	0
HMSD	0.573578
RP11-793J2.1	0.57057
SERPINB8	1.0347
RPL12P39	0
LINC00305	0
LINC01924	0
AC100848.1	0
LINC01538	0
RP11-762J3.1	0
AC007948.1	0
AC007631.1	0
LINC01916	0
RP11-775G23.1	0
CDH7	0.360421
RP11-389J22.1	0
RP11-389J22.3	0
PRPF19P1	0
CDH19	0.568231
RNU6-1037P	0
MIR5011	0
RPL31P9	0
RP11-563H6.1	0
CTD-2541J13.1	0.757837
DSEL	3.13231
RP11-29O13.1	0
RP11-28O3.2	0
RP11-28O3.1	0
RP11-638L3.4	0
LINC01903	0.0419572
RP11-638L3.2	0
RP11-638L3.1	0.0256423
RP11-659F24.1	0
RP11-526H11.1	0
LINC01912	0
RP11-421N8.1	0.184341
RP11-128D14.1	0
AKR1B10P2	0
RP11-585K6.2	0
CCDC102B	1.16285
RP11-734B5.2	0.0584503
RP11-106E15.1	0
RNU6-39P	0
SDHCP1	0
RP11-861L17.3	0
RP11-861L17.4	0.0980309
RP11-861L17.2	0
RP11-674P19.2	0.0291603
RP11-17E3.1	2.88309
RP11-465I4.3	0
RP11-465I4.2	0.259056
RP11-543H23.1	0.010491
RP11-543H23.2	0
CD226	0.0976905
RTTN	0.975826
SOCS6	3.42091
LINC01909	0.270562
RP11-484N16.1	0
LINC01910	0
LARP7P3	0
RPS2P6	0
RP11-644A7.2	0.590709
RN7SL795P	0
GTSCR1	0
RP11-384E22.1	0
RP11-529J17.1	0
RP11-47G4.2	0
RP11-47G4.1	0
LINC01541	0
RP11-752P2.1	0
RP11-752P2.2	0
LINC01899	0
RP11-723G8.1	0
RP11-736G13.1	0
RP11-736G13.2	0
HNRNPA1P11	0.0653381
RNA5SP460	0
MIR548AV	0
RP11-169F17.1	0
CTD-2354A18.1	0
RP11-126K15.1	0.0748733
RN7SL401P	0
RP11-25L3.3	0.0439892
RP11-25L3.1	0
FBXO15	0.724403
RP11-669I1.1	0
RN7SL551P	0
C18orf63	0
FAUP1	0.874893
LINC01922	0
RP11-231E4.5	0.078025
RP11-231E4.3	0
ZNF407	1.47536
RP11-405M12.3	0.160475
RP11-405M12.4	0.271828
Clostridiales-1	0
RP11-405M12.2	0.393269
RP11-321M21.4	0.0698521
RP11-321M21.3	0
SMIM21	0
RP11-321M21.1	0
LINC01898	0
RP11-173L6.1	0
RP11-1O2.2	0
RP11-357H3.1	0
RP11-1O2.1	0
RP11-94B19.6	0.19169
LINC01893	0
RP11-94B19.5	0
RP11-94B19.2	0
RP11-94B19.7	0.0539556
RP11-94B19.3	0
RP11-94B19.4	0
ZNF516	4.02424
RP11-504I13.3	0.0861047
RP11-504I13.2	0.0151623
RP11-17M16.2	0.992547
C18orf65	0.480621
LINC00908	0.0200512
LINC00683	0.277624
LINC01927	0.185975
LINC01879	0.0891759
ARL2BPP1	0
CCND3P2	0
AC139085.2	0
RP11-162A12.2	1.13877
RNU6-346P	0.46318
RP11-162A12.4	3.24259
ZNF236	3.34876
RPL26P35	0
Metazoa_SRP	0
RP11-162A12.3	0.00825911
RP11-862L9.3	0.114906
RP11-862L9.2	0.259404
RP11-4B16.3	0.622847
RP11-4B16.1	0.0216782
RP11-4B16.4	0.0915691
RP11-751H17.1	0
GALR1	0.378206
RP11-176N18.2	0
SNORA25	0
BDP1P	0
RP11-63N3.1	0.0100364
RP11-63N3.2	0
RNA5SP461	0
LINC01029	0
RP11-671C19.2	0
RNU6-655P	0
RP11-100K18.1	0
RP11-451L19.1	0
RP11-123I22.1	0
Y_RNA	0
RP11-715C4.1	0
CTD-2382H12.2	0
CTD-2382H12.1	0
SALL3	3.21266
ATP9B	4.48188
RP11-849I19.2	0.0397243
CTD-2286N8.2	0.947968
CTD-2286N8.1	0.0491455
RP11-800A18.4	0
RP11-800A18.3	0.0325368
NFATC1	1.26225
RP11-196B3.1	0
RP11-196B3.3	0
RP11-196B3.2	0
RP11-196B3.4	0
RP11-567M16.1	0.207027
RP11-567M16.2	0
RP11-567M16.3	0
RP11-567M16.6	3.83882
CTDP1	3.02647
RP11-567M16.5	0
RP11-154H12.2	0.0475459
RP11-154H12.3	0
KCNG2	1.6576
RP11-248M19.1	1.03922
RBFADN	0.807525
SLC25A6P4	0.0927267
RP11-795F19.5	0.559692
ADNP2	4.33008
PARD6G-AS1	0.734956
PARD6G	1.65598
AC139100.4	3.67398
AC139100.3	1.85036
WASH5P	0.229948
AC008993.2	0
LLNLR-222A1.1	0
AC008993.3	0
FAM138F	0
OR4G3P	0
OR4G1P	0
OR4F17	0
WBP1LP11	0
OR4F8P	0
AC092192.1	0
SEPT14P19	0
CICP19	0
LLNLF-173C4.2	0
LLNLF-173C4.1	0
LINC01002	0.25446
RNU6-1076P	0
CTD-3113P16.11	0.11906
PLPP2	4.7381
MIER2	4.12117
THEG	0.10328
AC010641.1	0.0665263
RNA5SP462	0
ODF3L2	0.286055
MADCAM1	2.99277
AC005775.2	1.04823
GZMM	0.586571
AC009005.2	0.387191
AC005559.3	0.0427726
AC004449.6	0.774475
AC004156.3	0.278824
PRSS57	0.0194754
RPS2P52	0
MISP	0.225591
AC006273.4	0.0821316
LINC01836	0.0667131
MIR4745	0
AZU1	1.73248
PRTN3	1.6418
ELANE	0.445704
CFD	3.65661
RNU6-9	0.814084
KISS1R	1.02065
ARID3A	1.12719
AC005391.2	0
LLNLR-260G6.1	0
LLNLR-284B4.2	0
GRIN3B	0.108615
LLNLR-284B4.1	0
RNU6-2	1.55863
CNN2	1.70223
ABCA7	4.7388
ARHGAP45	4.3797
SBNO2	4.2745
HMGB2P1	0
AC004221.2	1.88927
CIRBP-AS1	0.961217
EFNA2	1.08945
RPS15P9	0
AC004623.3	3.16049
LLNLR-307A6.1	1.06503
AC005329.7	1.71572
CTB-25B13.5	1.09446
CTB-25B13.12	1.90513
PCSK4	4.46015
ADAMTSL5	1.05758
CTB-25B13.9	0.83334
PLK5	3.15976
RN7SL477P	0.106113
RNU6-1223P	0
Metazoa_SRP	0
AC005256.1	0
ONECUT3	0.00950743
ATP8B3	0.146364
MIR1909	0
CTB-31O20.4	0.860233
CTB-31O20.6	0
CTB-31O20.8	0.0546605
CTB-31O20.2	4.94807
ADAT3	0.927662
CSNK1G2-AS1	0.0282212
AC005306.3	3.61587
LLNLR-304A6.1	0.0489191
LLNLR-304A6.2	0.131422
AC007136.1	0
DOT1L	3.90291
AC004490.1	0.0304371
MIR1227	0
AMH	2.87794
MIR4321	0
JSRP1	0.436812
C19orf35	0.205783
LINGO3	3.78767
TMPRSS9	0.170315
MIR7108	0
LINC01775	0
RNU6-993P	0
ELOCP28	0.0702479
RN7SL121P	0
CTC-265F19.2	0.0293899
MIR7850	0
CTC-265F19.3	0
CTC-265F19.1	0.0244745
AC006538.8	0.0708759
ZNF555	0.888285
AC006130.3	0
ZNF556	0.0730664
AC006130.4	0
AC119403.1	0
ZNF57	1.98634
AC006277.2	0.661288
ZNF77	1.91539
AC006277.3	0.573983
TLE6	0.543984
AC005262.3	0
AC005262.4	0
GNA15	3.47068
AC005264.2	0.0253526
S1PR4	0.465706
AC010649.1	0
AC007792.1	0.0890805
AC005514.2	0
SMIM24	1.67333
SNORD38	0
C19orf71	4.2987
AC005786.5	0
AC005786.6	0.00957643
AC005786.3	0
GIPC3	0.441085
TBXA2R	0.753295
CACTIN-AS1	0.276314
AC004637.1	0
TJP3	0.348118
AC005954.3	0.330214
AC005954.4	0.355529
RAX2	0.0391178
AC005777.3	0
FTLP5	0
RN7SL202P	0
NMRK2	0.3975
MIR637	0.974594
SNORD37	0
CTD-2622I13.3	0.455754
Metazoa_SRP	0
CREB3L3	0.628384
EBI3	1.18261
AC005578.3	0.0377846
SHD	4.11697
TMIGD2	0.675073
STAP2	1.78144
AC007292.7	0.631777
AC007292.4	0
EIF1P6	0.0449945
AC007292.3	0.496218
AC007292.6	3.96718
CHAF1A	2.94257
CTB-50L17.5	0
MIR4746	0
CTB-50L17.7	0.843925
CTB-50L17.8	1.15926
CTB-50L17.9	1.26406
CTB-50L17.16	0.24498
PLIN4	3.27714
LRG1	0.146115
CTB-50L17.2	0
DPP9-AS1	0.262221
MIR7-3	0
AC005523.3	0.652988
FEM1A	1.36206
CTC-518P12.6	0
ARRDC5	0.0698418
UHRF1	0.488842
MIR4747	0
KDM4B	4.62185
CTC-482H14.5	0
RPL32P34	0.0551727
LLNLR-304G9.1	0.0935201
ZNRF4	0.16488
SNRPEP4	0.987377
CATSPERD	0.00542914
PRR22	2.55708
NRTN	0.0774377
FUT6	0
FUT3	0.0551633
AC024592.9	0
FUT5	0.0466703
AC104532.3	0
VMAC	1.87581
AC104532.4	0.706402
CTC-232P5.1	0.369293
RFX2	2.76533
CTC-232P5.3	0
CTC-232P5.4	0
CTB-66B24.1	0.617942
ACSBG2	0.0788569
CTC-503J8.9	0
CTC-503J8.4	0
CTC-503J8.8	0
ACER1	0.0655299
CTB-180A7.3	0
PSPN	2.21888
CTB-180A7.6	0
MIR6885	0
MIR6790	0
CTB-180A7.8	0
MIR3940	0
SLC25A41	4.3071
CRB3	0.194926
DENND1C	1.26983
CTD-2396E7.11	0.348173
TNFSF9	2.54108
CTD-2396E7.7	0
CLIC4P2	0
Y_RNA	0
CD70	0
RPL7P50	0
TNFSF14	0.0366898
CTD-3128G10.7	0.192167
MIR6791	0
CTD-3128G10.6	0.119237
SH2D3A	0.0834379
VAV1	1.38439
ADGRE1	0.032162
CTC-312O10.3	0
CTC-312O10.2	0
Metazoa_SRP	0
ADGRE4P	0.142149
RP11-1137G4.3	0
RP11-1137G4.4	0
RP11-1137G4.5	0
CTB-25J19.1	0
MBD3L5	0
MBD3L4	0
MBD3L2	0
MBD3L3	0
ZNF557	1.18253
CTB-133G6.1	0.0497175
CTB-133G6.2	0.379445
PEX11G	3.10537
C19orf45	0.430931
MIR6792	0
PCP2	0.11124
CTD-3214H19.6	0.0956073
STXBP2	1.78735
RPS27AP19	0
RETN	0.0987864
MCEMP1	0.135955
FCER2	0.0981729
CLEC4G	2.4631
CD209	0.0949168
RPL21P129	0
CLEC4M	0.0186602
CLEC4GP1	3.02341
EXOSC3P2	0
LYPLA2P2	0
RNA5SP463	0
LRRC8E	0
CTD-3193O13.12	0.0424734
TGFBR3L	4.23788
CTD-3193O13.1	0.826442
CTD-3193O13.8	2.08162
CTD-2325M2.1	1.31904
CCL25	0.145856
FBN3	0.445835
CTD-3020H12.3	0
CTD-3020H12.4	0.437807
KANK3	4.43939
CTD-2550O8.7	0.0875046
RAB11B-AS1	2.57914
MIR4999	0
RP11-886P16.6	0
RP11-886P16.10	0.0844436
PRAM1	1.24998
MYO1F	1.49701
AC092316.1	0
AC130469.1	0.275915
AC130469.2	0.382958
LINC01862	0
AC092566.1	0
AC093230.2	0
ACTL9	0
RPL23AP78	0
OR2Z1	0
CTD-2557P19.4	0
ZNF558	2.72364
CTD-2529P6.3	0.329733
MBD3L1	0
CTD-2529P6.4	0.0542579
MUC16	0.00175182
BOLA3P2	0
OR1M4P	0
OR1M1	0
OR7G2	0
OR7G1	0
OR7G15P	0
OR7G3	0
ELOCP29	0
OR7D2	0.11321
OR7E16P	0
OR7E25P	0
OR7D4	0
OR7D1P	0
OR7E24	0
OR7E18P	0
OR7E19P	0
OR7H1P	0
CTC-325H20.4	2.32713
ZNF699	0.310368
ZNF559	1.82563
CTC-325H20.7	0.271286
ZNF177	1.75123
ZNF559-ZNF177	0.551077
CTC-325H20.8	0.440067
ZNF560	0.0234124
CTC-543D15.3	0.0860944
CTC-543D15.1	0
ZNF426	1.95672
ZNF121	2.97353
ZNF561	2.86056
ZNF561-AS1	4.05178
ZNF562	2.27878
RPS4XP22	0.278925
ZNF812P	0.0963817
CTD-3116E22.8	0.332688
CTD-3116E22.6	0
CTD-3116E22.7	1.5465
ZNF846	2.70611
CTD-2623N2.3	1.21311
UBE2L4	0.284809
CTD-2623N2.5	0
SNORA70	0.300833
RPL10P15	0.838638
CTD-2623N2.11	0.325149
CTD-2553C6.1	0.258187
RDH8	0
C3P1	0.00468953
MIR5589	0
CTD-2240E14.4	0.229963
ANGPTL6	0.588712
SNORD105	0
SNORD105B	0
S1PR2	1.12586
MIR4322	0
CTD-2369P2.5	0
CTD-2369P2.4	0
ICAM1	1.52333
CTD-2369P2.8	0
AC114271.2	1.82979
ICAM3	0.347335
CTC-429L19.3	0.126006
S1PR5	3.08465
RNU7-140P	0
MIR1238	0
AP1M2	0.126665
CTC-539A10.7	0
MIR638	0
MIR4748	0
MIR199A1	0
MIR6793	0
C19orf38	0.644854
AC007229.3	0.0595045
CTC-215O4.4	0.0818166
RN7SL192P	0
uc_338	0
LDLR	4.46232
MIR6886	0
SPC24	0.44249
DOCK6	4.61993
CTC-510F12.2	1.91826
CTC-510F12.3	0.285655
CTC-510F12.7	3.6021
ANGPTL8	0.494389
TSPAN16	0.102857
CTC-510F12.4	0.242599
RAB3D	4.83139
CTD-2342J14.6	0.939071
SWSAP1	0.802982
EPOR	4.84492
RGL3	3.50267
Y_RNA	0
CCDC151	2.85273
MIR7974	0
RN7SL833P	0
CTC-398G3.1	0.139306
CTC-398G3.2	0.110503
CNN1	2.47831
ZNF627	3.30846
ACP5	0.27718
GAPDHP76	0
ZNF887P	0.0463244
HNRNPA1P10	0.331285
ZNF833P	1.30851
ZNF823	1.18448
CTC-499B15.6	0
CTC-499B15.1	0
ZNF441	3.87685
CTC-499B15.7	0
ZNF491	0.660793
ZNF440	1.80895
CTC-499B15.8	0.0855286
ZNF439	2.74356
AC020951.1	0.0638069
ZNF69	0.902456
ZNF700	3.40222
CTD-2006C1.12	0.302645
ZNF763	1.42092
CTD-2006C1.2	0.621236
RNA5SP464	0
ZNF433	1.75357
RNA5SP465	0
ZNF878	0.0769968
ZNF844	2.12075
RNA5SP466	0
Y_RNA	0
ZNF788	0.541352
ZNF20	1.06588
RSL24D1P8	0.0846321
RNA5SP467	0
CTC-359D24.3	0.961669
ZNF625	0.670354
ZNF136	2.50083
CTD-2666L21.1	0.678764
ZNF44	1.9593
CTD-2666L21.3	0.162868
CTD-2666L21.2	0.032986
ZNF563	0.745026
ZNF442	0.342081
RPS29P23	0
CTD-3105H18.4	0.590772
ZNF799	1.15989
ZNF443	2.04193
CTD-3105H18.7	0.0342169
ZNF709	1.20132
MTND2P40	0
MTCO1P27	0
MTCO2P27	0
MTATP6P27	0.0376556
PPIAP20	0
ZNF564	2.63203
CTD-2192J16.21	0.144015
CTD-2192J16.11	0.198175
PGK1P2	0.150911
ZNF490	0.901783
ZNF791	4.92744
RPL10P16	2.53445
CTD-2192J16.26	1.38642
CTD-2659N19.11	0
SNORD41	0
CTD-2659N19.4	0
BEST2	0.0323382
CTD-2659N19.9	0
MIR5684	0
RTBDN	3.31405
CTD-2265O21.3	0.137617
MIR6794	0
CTD-2265O21.7	0
KLF1	0.2257
RPS6P25	0.457922
SYCE2	0.888764
MIR5695	0
FARSA-AS1	0
MIR6515	0
DAND5	0.375203
CTC-239J10.1	0.224303
AC007787.2	0.0301849
AC007787.3	0.309756
LYL1	2.13148
AC005546.2	0
CTC-250I14.3	0
RPL12P42	0.0904582
CTB-5E10.3	0
ZSWIM4	2.49509
CTD-3252C9.2	0
RN7SL619P	0
CTD-3252C9.4	2.62223
MIR24-2	0
MIR27A	0
MIR23A	0
MIR181C	0
MIR181D	0
C19orf57	1.56047
PODNL1	0.865025
RFX1	3.65113
CTB-55O6.13	0.113655
RLN3	0
CTB-55O6.4	0
IL27RA	2.92457
PALM3	2.74782
EEF1DP1	0.284491
C19orf67	0.0991947
CTB-55O6.10	0.0838613
ASF1B	0.116424
CTB-55O6.12	1.5596
RN7SL231P	0
CTD-2189E23.1	0.219911
CTD-2189E23.2	0
LINC01841	0
LINC01842	0.16082
ADGRE5	2.60551
CTC-548K16.6	0.129871
PTGER1	0.31222
SNRPGP15	1.81872
CLEC17A	0.0813256
RN7SL337P	0
RN7SL842P	0
ADGRE3	0.0229756
ITGB1P1	0.124697
CTD-3093B17.2	0
ZNF333	2.40666
ADGRE2	0.212228
AC005255.3	0.173952
OR7A5	0.0754783
OR7C1	0.0980524
OR7A10	0
OR7A8P	0
OR7A2P	0
OR7A17	0
OR7A18P	0
OR7A1P	0
OR7A3P	0
OR7A11P	0
OR7A15P	0
OR7C2	0
CCDC105	0.0234598
CASP14	0.0280762
OR1I1	0
SYDE1	3.27379
AC003956.1	0
OR10B1P	0
RNU6-782P	0
MIR6795	0
AC004257.1	0
EPHX3	0.190062
AC005776.1	0.242862
LLNLR-246C6.1	0.725998
AC005785.2	2.18961
AC005785.5	1.04318
RASAL3	0.79778
PGLYRP2	0
CYP4F22	0.0101201
CTB-187L3.1	0
CYP4F23P	0
AD000091.3	0
RPL23AP2	0.382501
AD000091.2	0
CYP4F8	0
CYP4F3	0.32625
CYP4F10P	0
CYP4F12	0.240279
OR10H2	0
OR10H3	0
CYP4F24P	0.586658
LLNLR-249E10.1	0.211402
OR10H5	0
OR10H1	0
ZNF861P	0
LINC01764	0
UCA1	0
LINC01835	0
CYP4F36P	0
CYP4F2	0.093001
AC005336.5	0.0235918
LLNLF-158E9.1	0.0446763
AC005336.4	1.00859
CYP4F11	3.14539
OR10H4	0
CYP4F9P	0
LINC00661	0
AC114273.3	0
LINC00905	0
SNX33P1	0
LLNLF-136C3.1	0
OR1AB1P	0
LINC01855	0
CTD-2231E14.2	0.885034
CTD-2231E14.5	0
CTD-2231E14.8	0.0476511
HSH2D	0.0911636
CIB3	0
CTD-2562J15.4	0
Metazoa_SRP	0
CTD-2562J15.6	0.114251
CTD-2013N17.7	0.0308406
CTD-2013N17.6	3.27762
CTD-2013N17.1	0
CTD-2013N17.4	0
CALR3	0
C19orf44	2.34129
RN7SL146P	0
CTD-3222D19.12	1.7312
CTD-3222D19.10	0
CTD-3222D19.8	1.00205
MED26	2.0903
CTD-3222D19.9	0.116032
CTD-3222D19.4	0
CTC-429P9.1	0.650425
CTC-429P9.2	3.93328
CTC-429P9.5	1.94221
CTD-2538G9.3	0
CTD-2538G9.6	0
CTD-2538G9.5	0.367832
F2RL3	0.102202
CPAMD8	1.08925
RN7SL835P	0
RN7SL823P	0
CTD-2528A14.1	0
HAUS8	0.782261
CTD-2528A14.3	0
CTD-2528A14.5	0
CTD-3032J10.2	0
CTD-3032J10.4	0
CTD-3032J10.3	0
USHBP1	1.47038
ANKLE1	0.908141
CTD-2278I10.4	0.976423
PLVAP	0.939642
CTD-2278I10.1	0
CTD-2521M24.13	0.0565886
BISPR	0.863958
CTD-2521M24.6	1.14669
CTD-2521M24.4	0.0939261
CTD-2521M24.11	0.424521
NXNL1	0.500427
CTD-3131K8.2	1.29504
CTD-3131K8.3	0.123491
FAM129C	0.145977
CTD-3131K8.1	0
CTD-3149D2.3	0.485198
CTD-3149D2.2	0.372358
B3GNT3	0.0110891
INSL3	0.498083
JAK3	3.37245
SNORA68	0.171648
AC005796.2	0.054579
SLC5A5	0.0560468
RNA5SP468	0
CTB-52I2.7	0.115894
CTB-52I2.4	0.244721
CTB-52I2.3	0
RPS18P13	0
IL12RB1	0.330198
IFI30	3.76274
AC068499.10	0.133702
PDE4C	1.86066
KIAA1683	0.541584
MIR3188	0
RPL39P38	0.195105
RN7SL513P	0
GDF15	0.335215
MIR3189	0
LRRC25	0.371211
CTD-3137H5.1	0
ELL	4.90544
CTD-3137H5.4	0
AC005387.3	0.653113
AC005387.2	0.353359
AC005253.2	1.5972
RN7SL155P	0
COMP	0.0463958
AC005197.2	1.72997
AC005932.1	0.392721
RN7SL70P	0
MEF2B	2.67449
RNU6-1028P	0
LLNLR-259H9.1	0
TM6SF2	0.949611
CTB-184G21.3	0
MIR640	0
TSSK6	0.719674
CILP2	0.463246
PBX4	1.72108
PHF5CP	0
AC002306.1	0
LPAR2	2.88398
GMIP	3.12305
ZNF101	2.01207
CTC-412M14.6	0.152188
CTC-412M14.5	0.105702
ZNF14	3.15838
CTC-559E9.12	0.0682569
CTC-559E9.9	0.0791795
LINC00663	1.49045
CTC-559E9.2	0
CTC-559E9.6	0.342445
ZNF506	4.47805
CTC-559E9.5	1.93286
BNIP3P9	0
ZNF253	2.30399
BNIP3P10	0.0643939
CTC-559E9.8	1.66194
ZNF93	0.415316
CTC-559E9.13	0
AC007204.2	0.153819
AC007204.3	0
ZNF682	2.37321
AC006539.3	0
AC006539.6	0
BNIP3P13	0
ZNF90	0.140155
AC006539.2	0
CTC-260E6.12	0
