Name	Brain - Cerebellum
MTND6P21	0
MTND5P1	0.0845221
KB-68A7.1	0.2484
AP001065.15	0
KB-68A7.2	0
TSPEAR	0.0214519
TSPEAR-AS1	0.0585541
TSPEAR-AS2	0.0505746
KRTAP10-1	0
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-4	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP10-7	0
KRTAP10-8	0
KRTAP10-9	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP12-4	0
KRTAP12-3	0
KRTAP12-2	0
IMMTP1	0
KRTAP12-1	0
RP1-225L15.1	0
KRTAP10-12	0
KRTAP10-13P	0
LINC01424	1.55442
ITGB2	1.1518
ITGB2-AS1	0.612145
LL21NC02-1C16.1	1.62953
LINC01547	1.1694
LL21NC02-1C16.2	0.177685
LINC00163	0.0710645
LINC00165	0
PICSAR	0.0837702
SSR4P1	0.820849
RP5-1023B21.1	0.196269
LINC00334	2.16312
LINC00315	0.110112
BX322557.13	0
LINC00316	0.325168
MTCO1P3	0
BX322559.3	0
LL21NC02-21A1.1	3.04822
COL18A1-AS2	0
COL18A1-AS1	0.04662
MIR6815	0
LINC01694	0.630656
RP1-101D8.1	0.494784
AL592528.1	0.326939
AJ011931.1	1.29075
PCBP3-OT1	2.89975
AJ011932.1	0
AP001476.2	0
AP001476.4	0
AP001476.3	0
PSMA6P3	0
AP001471.1	0
FTCD	3.68168
FTCD-AS1	0.453547
AP001468.58	0
AP001469.5	0.611979
AP001469.7	1.9099
C21orf58	4.71343
RPL18AP2	0.324663
DIP2A-IT1	0.108894
RNU6-396P	0
DSTNP1	4.9508
RPL23AP4	0
U2	0
FRG1FP	0.0867176
SC22CB-56B3.1	0
ACTR3BP6	0
5_8S_rRNA	0
FRG1GP	0.0602154
U6	0
LA16c-60D12.1	0
LA16c-13E4.3	0
LA16c-60D12.2	0
ZNF72P	0
BNIP3P2	0
YME1L1P1	0
OR11H1	0
LA16c-60G3.6	0
ARHGAP42P3	0
LA16c-23H5.4	0
LA16c-60G3.8	0
LA16c-60G3.7	0
LA16c-60G3.5	0
LA16c-2F2.8	0
NEK2P2	0
LA16c-2F2.5	0
NF1P6	0
MED15P7	0
POTEH	0
POTEH-AS1	0
RNU6-816P	0
LA16c-3G11.7	0
LINC01297	0
GRAMD4P2	0
DUXAP8	0.0470651
LL22NC03-N64E9.1	0
BMS1P22	0
LL22NC03-N14H11.1	0.0941835
NBEAP3	0
LA16c-60H5.7	0
LA16c-4G1.4	0
LA16c-4G1.3	0
U6	0
ABCD1P4	0
LA16c-17H1.3	0
PABPC1P9	0
SLC9B1P4	0
ACTR3BP2	0
CHEK2P4	0
KB-67B5.17	0
KB-67B5.12	0
KCNMB3P1	0
CCT8L2	0
FABP5P11	0
TPTEP1	0.479858
AC005301.9	0.333799
KB-7G2.9	0
SLC25A15P5	0
PARP4P3	0
ANKRD62P1-PARP4P3	0
ANKRD62P1	0
VWFP1	0.054136
LINC01665	0
XKR3	0
HSFY1P1	0
GPM6BP3	0
AC007064.29	0
AC007064.22	0
ZNF402P	0
AC007064.24	0
MTND1P17	0
AC007064.25	0
AC006548.19	0
IGKV1OR22-5	0
IGKV2OR22-4	0
IGKV2OR22-3	0
IGKV3OR22-2	0
IGKV1OR22-1	0
AC006548.28	0.00287223
AC006946.12	0.137146
LINC01664	2.10217
CECR5-AS1	2.36011
AC005300.5	0.296628
FAM32BP	0
CECR3	0
CECR9	0
RN7SL843P	0
AC004019.10	0.757034
CLCP1	0.542316
DNAJA1P6	0
AC004019.13	1.20238
MIR3198-1	0
LINC00528	1.21043
MIR648	0
XXbac-B476C20.14	0.337823
XXbac-B476C20.13	0.283249
RHEBP3	0
LINC01634	0
XXbac-B476C20.9	0.872749
XXbac-B476C20.11	0.157082
AC008079.10	2.6056
USP18	1.15798
AC008079.9	0
GGTLC5P	0
LINC01660	0
AC011718.3	0
PPP1R26P3	0
FAM230A	0
XXbac-B33L19.6	0
XXbac-B33L19.12	0
GGTLC3	0.0622687
Metazoa_SRP	0
XXbac-B33L19.15	0
TMEM191B	1.87606
SCARNA17	0
RN7SKP131	0
RIMBP3	0.0153386
Metazoa_SRP	0
SUSD2P2	0
CA15P2	0
PPP1R26P2	0
PPP1R26P4	0
LINC01662	0
GGT3P	0.0907621
AC008132.14	0
E2F6P1	0
AC008132.13	0.0366968
BCRP7	0
LINC01663	0
AC008103.4	0
AC007326.11	0.0654049
AC007326.10	0.00953844
AC007326.12	0.343209
CA15P1	0.581961
Y_RNA	0.861617
DGCR11	2.12619
AC004461.4	0.342286
DGCR12	1.46197
AC004471.9	1.48547
AC004471.10	1.05503
TSSK1A	1.55883
GSC2	0.0397561
AC000081.2	0
SNORA15	0
KRT18P62	0.0269504
RN7SL168P	0
AC000068.5	2.92023
AC000068.10	1.88988
CDC45	0.163671
LINC00895	0
AC000077.2	0
AC000067.1	0
TBX1	0.452539
GNB1L	1.62374
AC000089.3	0.361271
MIR4761	0
MIR185	0
AC006547.13	3.70581
Metazoa_SRP	0.260277
MIR6816	0
XXbac-B444P24.8	1.299
LINC00896	0.221084
MIR1286	0
XXbac-B444P24.10	0.70313
XXbac-B444P24.14	0.920074
AC007731.1	0
XXbac-B33L19.4	0
USP41	0
RNU6-225P	0
SCARF2	3.32297
XXbac-B562F10.11	3.74787
RNY1P9	0.331614
Y_RNA	0
RN7SL812P	0.465602
KRT18P5	0.751751
AC007050.17	0
CCDC74BP1	0.474009
SMPD4P1	0.653693
IGLL4P	0
SLC9A3P2	0
ABHD17AP4	1.02792
POM121L4P	0
BCRP5	0
TMEM191A	3.36953
SERPIND1	0.254217
XXbac-B135H6.18	4.96244
THAP7-AS1	4.79983
AC002472.8	0
MIR649	0
P2RX6P	1.05367
AC002472.11	1.82251
LRRC74B	1.72867
TUBA3GP	0.323052
BCRP2	0.245572
KB-1592A4.15	0.0519006
POM121L7P	0.0172868
E2F6P2	0
FAM230B	0.0296869
KB-1592A4.14	0
KB-1592A4.17	0
GGT2	0.0856853
KB-1592A4.16	0
E2F6P3	0
POM121L8P	0
BCRP6	0
KB-1183D5.13	0
KB-1183D5.14	0
PPP1R26P5	0
LINC01651	0
KB-1183D5.16	0
Metazoa_SRP	0
RIMBP3B	0.00586952
RN7SKP63	0
SCARNA17	0
Metazoa_SRP	0
Metazoa_SRP	0
TMEM191C	1.41909
SCARNA17	0
RN7SKP221	0
RIMBP3C	0
Metazoa_SRP	0
CCDC116	0.678589
KB-1440D3.14	0.459903
MIR301B	0
MIR130B	0
KB-1440D3.13	0.339758
RN7SL280P	0.21714
RNA5SP493	0
KB-1027C11.4	0.474745
LL22NC03-86G7.1	1.38184
TOP3B	4.24779
PRAMENP	0
IGLVI-70	0
IGLV4-69	0
IGLVI-68	0
LL22NC03-23C6.13	0
LL22NC03-23C6.12	0
IGLV10-67	0
LL22NC03-23C6.15	0
IGLVIV-66-1	0
IGLVV-66	0
IGLVIV-65	0
IGLVIV-64	0
IGLVI-63	0
IGLV1-62	0
LL22NC03-88E1.18	0
IGLV8-61	0
LL22NC03-88E1.17	0
ABHD17AP5	0.175661
LL22NC03-30E12.10	0
LL22NC03-30E12.11	0
IGLV4-60	0
LL22NC03-30E12.13	0
SOCS2P2	0
IGLVIV-59	0
IGLVV-58	0
BMP6P1	0
IGLV6-57	0
IGLVI-56	0
IGLV11-55	0
IGLV10-54	0
IGLVIV-53	0
TOP3BP1	0.123575
LL22NC03-123E1.5	0
VPREB1	0
LL22NC03-2H8.4	4.60065
IGLV1-51	3.37559
IGLV1-50	0.61616
ASH2LP3	0.650286
IGLV9-49	0
LL22NC03-75A1.9	0
IGLV5-48	0
IGLV1-47	0.111892
ASH2LP2	0
IGLV7-46	0
LL22NC03-22A12.12	0
IGLV5-45	0
IGLV1-44	0.06728
IGLV7-43	0
IGLVI-42	0
IGLVVII-41-1	0
IGLV1-41	0
IGLV1-40	0.206517
ASH2LP1	0
IGLVI-38	0
IGLV5-37	0
IGLV1-36	0
KB-288A10.17	0
IGLV7-35	0
KB-288A10.19	0
ZNF280B	3.47357
ZNF280A	0
PRAME	0.135043
LL22NC03-63E9.3	0
IGLV2-34	0
IGLV2-33	0
IGLV3-32	0
IGLV3-31	0
IGLV3-30	0
BCRP4	0.0840867
POM121L1P	0
GGTLC2	0
IGLV3-29	0
IGLV2-28	0
IGLV3-27	0
IGLV3-26	0
IGLVVI-25-1	0
IGLV3-25	0
LL22NC03-102D1.16	0
LL22NC03-102D1.18	0
IGLV3-24	0
IGLV2-23	0.11403
IGLVVI-22-1	0
IGLV3-22	0
IGLV3-21	0.103012
IGLVI-20	0
IGLV3-19	0.0857035
LL22NC03-48A11.14	0
IGLV2-18	0
IGLV3-17	0
IGLV3-16	0
IGLV3-15	0
IGLV2-14	0.313629
IGLV3-13	0
IGLV3-12	0
LL22NC03-24A12.8	0
LL22NC03-24A12.9	0
IGLV2-11	0.110317
LL22NC03-84E4.13	0
IGLV3-10	0
LL22NC03-84E4.11	0
IGLV3-9	0
IGLV2-8	0.129281
MIR650	0
LL22NC03-84E4.8	0
IGLV3-7	0
IGLV3-6	0
IGLV2-5	0
IGLV3-4	0
IGLV4-3	0
IGLV3-2	0
IGLV3-1	0.139071
MIR5571	0
IGLJ1	0
IGLC1	1.0246
IGLJ2	0
IGLC2	1.02817
IGLJ3	0
IGLC3	0.579703
IGLJ4	0
IGLC4	0
IGLJ5	0
IGLC5	0
IGLJ6	0
IGLC6	0
IGLJ7	0
IGLC7	0
AP000361.2	0
AP000362.1	0
RSPH14	0.943199
Metazoa_SRP	0.622437
U7	0
RAB36	4.74308
BCRP8	0.574797
RN7SL263P	0.197898
FBXW4P1	0.521402
AP000343.1	0.146106
AP000343.2	0.803568
CES5AP1	2.66442
KB-1269D1.8	2.6427
LINC01659	0.0843493
AP000344.4	0.250215
LINC01658	0.0617219
AP000345.4	0
PCAT14	0.0122418
AP000345.2	0
IGLL1	0.283195
KB-1572G7.5	0.402429
DRICH1	4.13162
KB-1572G7.4	0.265806
ASLP1	4.78311
ZNF70	3.06945
VPREB3	1.71696
C22orf15	0.13739
MMP11	1.92566
KB-1125A3.12	0.133417
MIF-AS1	2.9226
AP000350.6	0.61315
AP000350.7	0
AP000350.8	0
GSTT2B	1.09733
KB-1125A3.10	0
DDTL	4.189
KB-226F1.2	2.63944
AP000351.3	1.78528
GSTT2	0.0328657
AP000351.4	2.36084
GSTTP1	0
AP000351.13	0
KB-318B8.7	2.69419
SUSD2	4.06333
GGTLC4P	0.0607681
POM121L9P	0.961705
BCRP1	0.127268
AP000354.2	0
ADORA2A-AS1	1.68568
UPB1	0.366641
AP000355.2	0.139491
AP000356.2	0
KB-1995A5.5	0.890286
POM121L10P	0
ARL5AP4	0
AP000357.4	0
LL22NC03-N95F10.1	0
AP000358.5	0
CRIP1P4	0
PIWIL3	0
SNORD56	0
TMEM211	0.469721
KIAA1671	3.60339
CTA-243E7.4	0
CTA-243E7.3	0
CTA-243E7.2	0.0233702
CTA-243E7.1	0.0253619
CTA-221G9.12	0.124192
CTA-221G9.10	0
CRYBB3	0.0924508
CTA-221G9.7	0
CRYBB2	0.221867
CTA-221G9.11	0
RP3-462D8.2	0
IGLL3P	0
CTA-246H3.8	0
CTA-246H3.11	0.190054
LRP5L	0.712395
CTA-246H3.12	0.782307
CTA-390C10.9	0.319194
IGLVIVOR22-1	0.201901
MIR6817	0
CTA-407F11.8	0.297228
CTA-407F11.7	0
YES1P1	0.500394
RNA5SP494	0
MYO18B	0.0649484
CTA-407F11.9	0
CTA-125H2.2	0
CTA-125H2.1	0
RN7SKP169	0
CTA-125H2.3	0
CTA-796E4.3	1.7665
CTA-796E4.4	2.68642
RP11-259P1.1	0
RNA5SP495	0
CTB-1048E9.7	0.149702
TPST2	3.55003
MIR548J	0
HMGB1P10	1.82199
CRYBB1	0.0915949
CRYBA4	0
ISCA2P1	0
CTA-373H7.7	0.141881
MIATNB	0.906455
LINC01422	0.456662
RP1-40G4P.1	0.169226
LINC01422	0.100665
CTA-992D9.11	0
RNU6-1066P	0
CTA-992D9.10	0
CTA-992D9.9	0
CTA-992D9.6	0
CTA-992D9.8	0
CTA-992D9.7	0
CTA-503F6.2	0
LINC01638	0
CTA-929C8.5	0
CTA-929C8.7	0
CTA-929C8.6	0
CTA-929C8.8	0
RP1-205F14P.1	0
RP11-46E17.6	0
RP1-231P7P.1	0
RP1-213J1P__B.1	0
RP1-213J1P__B.2	0
RP11-375H17.1	0
MN1	2.74257
TTC28	2.87538
RN7SL757P	0
SNORD42	0
Y_RNA	0
MIR5739	0
RN7SL162P	0
CHEK2	0.319585
CTA-292E10.6	0.600084
CTA-292E10.8	0.148516
CTA-292E10.7	0
ZNRF3-IT1	0.17705
ZNRF3-AS1	0.140623
C22orf31	0.751794
CTA-747E2.10	0
RNU6-810P	0
RNU6-1219P	0
CTA-984G1.5	3.96943
AC002059.10	2.56257
MIR3653	0
AC000041.8	0
RFPL4AP6	0
RFPL1S	4.23423
RFPL1	0.169825
AC000035.3	0
CTA-256D12.11	0
RPEP4	0.0906009
RP1-76B20.11	0.447297
Y_RNA	0
RNU6-331P	0
RP3-394A18.1	0.946057
HORMAD2-AS1	0.646297
CNN2P1	0.433121
HORMAD2	0.159441
CTA-85E5.7	0
CTA-85E5.6	0
RP3-438O4.4	0
RP1-102K2.6	0
LIF	0.0870562
RP1-102K2.8	0
OSM	0.469355
RP1-102K2.9	0.997757
CCDC157	3.09718
RP4-539M6.20	1.34508
RNU6-564P	0
RP4-539M6.21	0.963572
RP4-539M6.22	0.258305
RP4-539M6.18	0
SEC14L3	0
RP4-539M6.14	0
SDC4P	0
SEC14L4	0.279284
SEC14L6	2.78817
SIRPAP1	0.890335
GAL3ST1	2.52666
RP1-56J10.8	0
SLC35E4	4.38749
DUSP18	1.23737
CTA-963H5.5	3.40322
MIR3200	0
MORC2-AS1	1.82741
RP3-412A9.17	0.0106972
RP3-412A9.16	0.407865
RP3-412A9.12	0
PLA2G3	0.604967
RP3-412A9.15	0
MIR3928	0
RNU6-1128P	0
Y_RNA	0
PIK3IP1-AS1	2.29495
RNA5SP496	0
LINC01521	3.02141
RNU6-338P	0
RP11-247I13.11	1.44475
RNU6-28P	0
H2AFZP6	0
RP11-247I13.6	0
RP11-247I13.3	0.519524
MIR7109	0
RN7SL20P	0
CTA-440B3.1	0
RNU6-201P	0
RP1-180M12.1	0
C22orf24	0.65562
CTA-342B11.1	0
CTA-342B11.2	0
RN7SL305P	0
SC22CB-1E7.1	1.14834
SLC5A1	0.0804698
AP1B1P1	0
RP1-127L4.10	0
AP1B1P2	0
RP1-127L4.7	0
C22orf42	0.0680641
RP1-90G24.8	0
RFPL3-AS1_1	0
RFPL2	4.13014
IGLCOR22-1	0.507143
RP1-90G24.10	0.622491
SLC5A4	0.362782
CPSF1P1	1.40622
RP1-90G24.6	0.789433
RP1-90G24.11	2.99382
RP1-149A16.12	0.84092
RFPL3	0.308599
IGLCOR22-2	0.185065
RFPL3S	4.99092
IGLVIVOR22-2	0.148948
RP1-149A16.17	2.63182
RP1-149A16.16	1.58776
BPIFC	0
SYN3	1.47287
LL22NC03-104C7.1	0.086913
RNA5SP497	0
LL22NC01-116C6.1	0
CTA-415G2.2	0
RP1-302D9.1	0
LINC01640	0
RP1-302D9.5	0
SC22CB-1D7.1	0
MIR4764	0
SNORA50	0
LARGE-IT1	0
LARGE-AS1	0.0189238
LL22NC03-32F9.1	0
LINC01643	0
LL22NC03-13G6.2	0
RP1-101G11.2	0
RP1-101G11.3	0
RP1-288L1.5	0
RP1-288L1.4	0
ISX-AS1	0
ISX	0
LINC01399	0
CTA-714B7.7	0
RP3-323A16.1	0.00235594
RNU7-167P	0
RP3-510H16.3	0.703779
MIR3909	0
MIR6069	0
CTA-286B10.7	0
CTA-286B10.8	0
HMOX1	2.18687
RP4-569D19.5	0.267954
RP4-569D19.8	0.419952
MB	1.66755
CITF22-62D4.1	0
APOL6	0.981465
RP1-41P2.7	0
MRPS16P3	0
APOL5	0
NDUFA9P1	0.237801
RP1-78B3.1	0.0803167
CTA-212A2.4	0.105049
CTA-212A2.3	0.00851298
CTA-212A2.2	0
CTA-212A2.1	0.114854
APOL3	1.87211
MTCO1P20	0
MTCO2P20	0
MTATP6P20	0
MTCO3P20	0
MTCYBP34	0
MTND1P10	0
APOL4	0.210852
APOL1	2.39602
MIR6819	0
RP4-633O19__A.1	0.274441
RPS15AP38	0.915112
Y_RNA	0
RP5-1119A7.14	0.461808
RP5-1119A7.11	0
RP5-1119A7.10	0
CITF22-24E5.1	0.708686
NCF4-AS1	0
NCF4	0.959102
CSF2RB	0.188972
CSF2RBP1	0
LL22NC01-81G9.3	0
TEX33	0
Y_RNA	0
RN7SKP214	0
TMPRSS6	0.181145
RP5-1170K4.7	0
IL2RB	0.124428
RP1-151B14.6	0
C1QTNF6	1.14071
SSTR3	1.03057
RP1-151B14.9	0
RAC2	0.643128
CYTH4	0.873538
ELFN2	0.138652
RP1-63G5.7	0.0815826
ELFN2	1.60585
MFNG	1.84964
CARD10	1.22575
RP5-1177I5.3	0
LGALS2	0.0423928
Metazoa_SRP	0
Z83844.1	0.262559
RN7SL385P	0
TRIOBP	4.74304
GALR3	1.00901
MIR659	0
RP5-1014D13.2	0.464483
RP5-1039K5.12	3.76246
RP5-1039K5.19	0.875081
RP5-1039K5.16	1.52444
RP5-1039K5.18	0.734345
RP5-1039K5.13	0.495619
SLC16A8	2.0139
CTA-228A9.4	0.0406074
MAFF	3.3409
RP1-5O6.5	0.46283
RN7SL704P	0.51196
Metazoa_SRP	0
RP3-449O17.1	2.44466
RP1-5O6.4	0
RP3-434P1.6	0
KCNJ4	0.465988
KDELR3	1.60442
DMC1	0.654696
RPS29P31	0
FAM227A	0.856662
RP3-508I15.10	1.89823
PRDX3P1	2.42138
RP3-508I15.20	2.86388
RP3-508I15.19	4.42959
RP3-508I15.18	0
RP3-508I15.14	1.76855
RP3-508I15.22	1.04792
CTA-150C2.13	0.167137
APOBEC3A	0.140891
APOBEC3B	0.0269438
APOBEC3B-AS1	0
APOBEC3C	0.793553
APOBEC3D	0.300252
APOBEC3F	0.22769
CTA-150C2.20	0
APOBEC3G	1.10397
RP4-742C19.12	0.0583652
APOBEC3H	0.650476
FUNDC2P4	0
RP3-333H23.8	0
SNORD83B	1.3198
SNORD83A	0.524065
SNORD43	0
MGAT3-AS1	2.40222
ENTHD1	0
RP1-172B20.6	0
RN7SKP210	0
UQCRFS1P1	1.91989
GRAP2	0.0417005
RP3-370M22.8	0
FAM83F	0.084994
RP3-496C20.1	0.145059
RPL7P52	0.0620223
RP5-1042K10.10	0.141739
RP5-1042K10.13	2.29089
RP5-1042K10.12	0.185844
RP4-591N18.2	0.179401
COX6B1P3	0
RPL4P6	0.275074
GAPDHP37	0
MCHR1	1.27786
RP3-408N23.4	0.158428
JTBP1	0.233815
MIR4766	0
XPNPEP3	3.71002
DNAJB7	1.55309
Metazoa_SRP	0
RNU6-379P	0
Y_RNA	0
RP11-12M9.3	0.887482
Y_RNA	0
RP11-12M9.4	0.274973
RNU6-375P	0
RP1-85F18.6	0
EP300-AS1	1.19569
LRRC37A14P	0
RP4-756G23.5	2.70413
MIR6889	0
RNU6-495P	0
CTA-223H9.9	1.26665
Y_RNA	0
RNU6-476P	0.326535
MEI1	0.911174
HMGN2P10	0
RNU6ATAC22P	0
Y_RNA	0
MIR33A	0
TNFRSF13C	2.31729
CENPM	1.53484
CTA-250D10.19	1.31906
WBP2NL	1.25081
SLC25A5P1	2.03352
FAM109B	0.990289
SNORD13P1	0
RP1-257I20.14	4.59245
OLA1P1	0.387144
RP4-669P10.16	2.4959
CYP2D8P	3.10884
OGFRP1	0.0684989
Z83851.4	0.204842
CTA-989H11.1	0.270789
NFAM1	0.434718
CTA-126B4.7	0
SERHL	0.427066
SERHL2	3.79517
RN7SKP80	2.36003
RNU12	0.475178
ATP5L2	0.0915623
A4GALT	1.7128
Y_RNA	0
GOLGA2P4	0
RP1-47A17.1	0.110564
AL049758.2	0
AL022476.2	2.71181
AL022237.3	0
BIK	0.253302
SCUBE1	0.152002
Z82214.3	0
Z82214.2	0
Z99756.1	0
LINC01639	0
MPPED1	0.919076
EFCAB6-AS1	0.0256471
EFCAB6	0.77061
RP3-388M5.8	0
HMGN2P9	0
RP3-388M5.9	0.734187
PNPLA5	0.271111
PNPLA3	0.262866
RP4-796I17.5	0.114407
CTA-414D7.1	0.0169797
RP4-671O14.6	0.101734
PARVG	1.03142
RP4-671O14.5	0.26348
RP4-671O14.7	0.130469
RP1-32I10.10	0
RP1-32I10.11	0
LINC01656	0
MRPS18CP6	0.124104
RP5-1033E15.3	0.062763
KRT18P23	0
LINC00207	0
LINC00229	0
ANP32BP2	0
PRR5	2.36143
ARHGAP8	0.537292
PHF21B	3.11077
RP1-127B20.4	0
RP4-753M9.1	0
CTA-217C2.2	1.51679
CTA-268H5.12	0.388699
MIR1249	0
CTA-268H5.14	0.653098
CTA-268H5.9	0
UPK3A	0.121689
SMC1B	0.116642
RIBC2	0.0896173
RP1-102D24.5	0
LINC01589	0
RNU6-1161P	0
CTA-941F9.10	0.246132
MIR4762	0
RP1-37M3.8	0.0802694
WI2-85898F10.2	0.553493
WI2-85898F10.1	0
WNT7B	3.28368
CITF22-92A6.2	0.0965249
CITF22-92A6.1	0.815799
LINC00899	2.27194
PRR34	1.09462
RP6-109B7.5	1.1109
PRR34-AS1	3.32018
RP6-109B7.2	1.23936
RP6-109B7.4	1.94715
MIR3619	0
PPARA	3.56119
RP4-695O20.1	0.0419324
PKDREJ	0.321608
GTSE1-AS1	1.02397
GTSE1	0.446812
CELSR1	0.314973
RP5-996D20.3	0
RP3-439F8.1	0
TBC1D22A-AS1	0.0742403
RP3-477J10.1	0.0814469
RP1-111J24.1	0.063557
CITF22-49D8.1	0.0182031
LINC01644	0
LINC00898	0
RP11-191L9.4	0
RP11-191L9.5	0
RP13-455A7.1	0
CTA-280A3.2	0
CTA-280A3__B.2	0
LL22NC03-27C5.1	0
LL22NC03-121E8.4	0
LL22NC03-121E8.3	0
MIR3201	0
RP11-536P6.3	0
CTA-299D3.8	1.45391
MIR4535	0
LINC01310	0.569358
RPL35P8	0
RP1-34P24.3	0
C22orf34	0.171076
CTA-722E9.1	0
RP4-566L20.1	0
MIR3667	0
RP1-29C18.10	0
RP1-29C18.9	0.0343121
RP1-29C18.8	0.0939544
RP5-983L19.2	0.0219019
RN7SKP252	0
RPL5P35	0
RP3-522J7.7	2.73782
RP3-522J7.5	1.41863
RP3-522J7.6	2.32349
RP11-494O16.3	0.237591
Metazoa_SRP	0
RP11-494O16.4	0.120291
CITF22-1A6.3	1.56319
CITF22-49E9.3	0.0808883
MIR6821	0
IL17REL	0.0439949
TTLL8	0.0153687
MOV10L1	1.52323
RP5-898I4.1	0.0130654
XX-C283C717.1	0.823397
XX-C00717C00720L.1	4.58958
ADM2	0.130708
MIOX	0.0591765
CTA-384D8.35	0.350173
CTA-384D8.34	0
CTA-384D8.31	0
KLHDC7B	0.105174
SYCE3	0.638164
CTA-384D8.33	3.05681
Y_RNA	1.39864
RNU6-409P	0
AC000036.4	0.168651
ACR	0.611903
AC002056.5	0
AC002056.3	0.121474
RPL23AP82	3.8432
LL0YNC03-29C1.1	0
RP13-465B17.4	0.80052
Metazoa_SRP	0
RP13-465B17.5	0.366267
FABP5P13	0
KRT18P53	0
SHOX	0.0407048
RP11-309M23.1	0.384314
RPL14P5	0
CRLF2	0
CSF2RA	0.325341
MIR3690	0
RNA5SP498	0
P2RY8	0.0706683
ASMT	0.450382
RP13-297E16.4	0.0910541
RP13-297E16.5	0
DHRSX	3.72775
DHRSX-IT1	0.355916
MIR6089	0
CD99P1	0.34712
LINC00102	0
XG	0.043536
GYG2	4.25776
GYG2-AS1	0
ARSD	3.36934
ARSE	0.531552
ARSH	0
ARSF	0.140625
RN7SL578P	0
RP13-824C8.2	0
LINC01546	0.253978
MXRA5	0.138616
ASS1P4	0
SNORA48	0
RNU6-114P	0
PRKX	2.78283
Y_RNA	0
PRKX-AS1	0
RP11-558O12.1	0
RP11-706O15.1	0.999951
RP11-706O15.3	0.0110054
RP11-706O15.5	0
RP11-706O15.7	0
RP11-706O15.8	0
RP11-707P20.1	0
MTND6P12	0
MTCYBP12	0
RP11-555H23.1	0
SNORA20	0
RP11-733O18.1	0.108894
SNORA31	0
MIR4770	0
RP11-459A10.1	0
VCX3A	0.0475163
RP11-1M18.1	0.162325
RPS27AP17	0
PUDP	4.70204
RP11-483M24.2	0
MIR4767	0
RP11-791N19.1	0
VCX	0.0575072
GS1-214D18.3	0
RP11-692P14.1	0
MIR651	0
VCX2	0
VCX3B	0.0933936
ANOS1	0.902477
DRAXINP1	0
FAM9A	0
GS1-542M4.3	0
GS1-542M4.4	0
RP11-66N5.2	0
FAM9B	0
RNA5SP499	0
RP11-430A19.2	0
GS1-519E5.1	0
RP11-126O22.1	0
RP11-126O22.2	0
RP11-126O22.3	0
RP11-126O22.4	0
RP11-126O22.5	0
RP11-126O22.6	0
RP11-126O22.7	0
RP11-126O22.8	0
RP11-126O22.9	0
RP11-126O22.10	0
RP11-126O22.11	0
GPR143	1.75655
SHROOM2	1.82352
EIF5P1	0
HMGN1P33	0
Y_RNA	0
CLDN34	0
WWC3-AS1	0.182186
Y_RNA	0
RP6-1O2.1	0
RNU6-800P	0
RP11-120D5.1	0.0271896
Y_RNA	0
ARHGAP6	0.776813
uc_338	0
RP1-27C22.1	0
AMELX	0
MIR548AX	0
AC002366.3	0
GS1-590J6.3	0.108473
GS1-590J6.2	0
Y_RNA	0
FRMPD4	4.72383
Y_RNA	0
FRMPD4-AS1	0
RPL17P49	0
RP11-1J4.1	0
RN7SKP290	0
PSMA6P2	0
MRPL35P4	0
TLR7	0.0723455
TLR8-AS1	0
TLR8	0.0286635
FAM9C	0
RP11-791M20.1	0
LINC02154	0
GS1-600G8.3	0
ATXN3L	0
GS1-600G8.4	0
LINC01203	0
RP11-1L9.1	0
GPX1P1	3.69338
EGFL6	0.0462417
RPL30P15	0
MIR6086	0
RN7SKP20	0
TCEANC	3.53273
RP1-122K4.2	0
RP1-122K4.3	0.554008
GS1-257G1.1	0.302049
NPM1P9	0.358892
FANCB	0.624756
TPT1P14	0
RP11-699A7.1	0
ASB9	0.103617
ASB11	0.0131662
VEGFD	3.53362
BMX	0.0737391
ACE2	0.0850012
GS1-594A7.3	0
TMEM27	0.503718
GS1-594A7.5	0
CA5BP1	4.76024
AC112497.1	3.95449
SNORA7	0
CA5B	2.28453
RNU5F-7P	0
SETP15	0
GRPR	0.0767511
RP11-431J24.2	0.0472895
MAGEB17	0.147665
RPL6P30	0
RP11-759L5.2	0
RN7SL658P	0
MIR548AM	0
S100G	0
RNU7-56P	0
RPL12P49	0
RNU4-6P	0
RP11-716A19.3	0
Y_RNA	0
SNORA16	0
CBX1P2	0.513784
CBX1P4	0.140387
snoU13	0
NHS	2.41127
MIR4768	0
RP1-60N8.1	0
NHS-AS1	0
RP3-389A20.5	0
RP3-389A20.2	0
RP1-272E8.2	0
RP1-272E8.1	0
LINC01456	0
BEND2	0
SCML2	1.92383
TMSB10P2	0
Y_RNA	0
CDKL5	3.61454
GJA6P	0
RS1	0.561972
PPEF1	0.268793
PPEF1-AS1	0
RP3-499B10.3	0
HAUS1P2	0
PHKA2-AS1	2.05609
RN7SL48P	0
ADGRG2	0.0549787
MAP3K15	0.209795
Y_RNA	0
EIF5P2	0
SH3KBP1	4.09919
Y_RNA	0
MIR23C	0.6404
snoU2-30	0
snoU2_19	0
EIF1AX-AS1	0
RP11-1037J10.1	0
RP11-203E14.1	0
RN7SKP183	0
RP11-274G22.1	0.0638388
RP11-52E20.1	0
