Name	Brain - Putamen (basal ganglia)
RP5-872K7.8	0.088319
RPL24P2	2.05991
RNA5SP477	0
RP5-872K7.7	0
KIZ-AS1	0.0268246
RPS15AP1	0.417417
ZNF877P	0
RP1-198K11.5	0.875097
NKX2-4	0
RP11-227D2.3	0.0388361
RN7SKP140	0
RP5-984P4.1	0
RP5-984P4.6	4.4053
RP5-984P4.4	0
LINC01727	0.121699
LINC01726	0
AL121590.1	0
PAX1	0
SLC25A6P1	0
RPL41P1	0
RP5-1185K9.1	0
LINC01432	0
RP5-1097P24.1	0
LINC01427	0
RP5-828K20.1	0
RP5-1004I9.2	0
RP5-1004I9.1	0
LINC00261	0
FOXA2	0
LINC01384	0
LINC01747	0
RP11-359G22.4	0
KRT18P3	0
CYB5AP4	0
RP11-189G24.2	0
RP4-753D10.5	0
RP4-753D10.3	0.0856853
SSTR4	0.0435139
THBD	1.26268
RP4-737E23.6	0.0372339
CD93	0.910578
LINC00656	0
RP4-737E23.5	0
RNA5SP478	0
RP4-737E23.7	0
RP4-737E23.2	0.104891
RP5-851M4.1	0
RP3-322G13.7	0.0249735
LINC01431	1.16958
RNA5SP479	0
CSTL1	0
CST11	0
Y_RNA	0
RP3-333B15.5	0
CST12P	0
RP3-333B15.4	0
RP3-333B15.6	0
CST8	0
CST13P	0
CST9LP1	0
CST9L	0
CST9LP2	0
CST9	0
RP11-218C14.5	0.456533
CST4	0
CST2P1	0
CST1	0
CSTP2	0
XXyac-YX60D10.1	0
CST2	0
CST5	0
CSTP1	0
RP5-831C21.1	0
GGTLC1	0
POM121L3P	0
RP5-1100I6.1	0
LINC01721	0
RNU1-23P	0
RP4-564O4.1	0
GAPDHP53	0
RP11-526K17.2	0
RP5-860P4.2	0.0896745
RP4-568C11.4	0.034973
CST7	1.0053
RNU6-1257P	0
RP5-1025A1.3	0.628039
VSX1	0.818092
RP5-1025A1.2	0
RP4-738P15.1	0.379959
RP4-738P15.4	0
Y_RNA	0
RP4-738P15.6	0
RP5-965G21.3	4.13748
RP5-965G21.4	0.818811
RP5-965G21.5	0
RP5-965G21.6	0.646963
PPIAP2	0.0680757
GINS1	0.580626
NINL	4.64444
RNU6ATAC17P	0
NANP	1.01871
ZNF337-AS1	0.770548
RN7SL594P	0
MED28P7	0
RP4-694B14.8	1.77839
ZNF337	4.1312
VN1R108P	0.541555
RP13-401N8.1	1.18826
FAM182B	1.25799
BSNDP1	0
RP13-401N8.3	0.0881967
BSNDP2	0.0720912
CFTRP1	0
LINC01733	0
RP4-760C5.3	0.278238
CTD-2514C3.1	1.50748
FAM182A	0.387479
BSNDP3	0
NCOR1P1	0
RP13-329D4.3	0
MIR663AHG	0
RP3-410C9.2	0
MIR663A	0
FRG1DP	0.326141
5_8S_rRNA	0
DUX4L32	0
PCMTD1P7	0
DUX4L33	0
DUX4L34	0.0820695
FRG2EP	0
RARRES2P11	0
AGGF1P10	0
DUX4L35	0.0318073
FRG1EP	0.314568
Y_RNA	0
CFTRP2	0
5_8S_rRNA	0
CDC27P3	0
5S_rRNA	0
DUX4L37	0.602666
CFTRP3	0
LINC01597	0.812037
Y_RNA	0
LINC01598	0
MLLT10P1	0.76152
5_8S_rRNA	0
RP11-462H3.2	0.127448
ANKRD20A21P	0.0187501
U6	0
5S_rRNA	0
DEFB115	0
DKKL1P1	0
RP5-854E16.2	0.0498848
DEFB116	0
RPL31P3	0
HAUS6P2	0
RNA5SP480	0
DEFB117	0
DEFB118	0
SNORA40	0
DEFB119	0
DEFB121	0
DEFB122	0
DEFB123	0
DEFB124	0.0675076
REM1	1.18008
LINC00028	0
RP3-324O17.7	0
MCTS2P	0.783999
HM13-IT1	0.386197
HM13-AS1	0.114897
RP3-324O17.8	0
MIR3193	0
COX4I2	2.94413
RP11-243J16.7	0
ABALON	0.548635
TPX2	0.626001
RP11-243J16.8	0
MYLK2	0.911735
FOXS1	2.59629
DUSP15	4.02217
TTLL9	1.39817
RNU1-94P	0
XKR7	0.437785
RP1-310O13.13	0.262697
RNA5SP481	0
CCM2L	2.65141
RP1-310O13.7	0.454111
RNA5SP482	0
HCK	2.17622
RP5-836N17.4	0.0582019
RSL24D1P6	0.275088
TSPY26P	4.06351
PLAGL2	2.83773
POFUT1	4.95049
RP11-358N2.2	2.95733
NOL4L	4.24885
RP5-1184F4.5	0.178344
RP5-1184F4.7	0.0137307
RP11-410N8.3	0.181532
RP11-410N8.4	0
RP11-410N8.1	0
C20orf203	1.514
BAK1P1	0.194241
DNMT3B	0.371499
RP5-1085F17.4	0
EFCAB8	0.0245482
SUN5	0
BPIFB2	0.0231474
BPIFB6	0
PUDPP3	0
BPIFB3	0
BPIFB4	0
BPIFA2	0
SOCS2P1	0
BPIFA4P	0
RP11-49G10.3	0
BPIFA3	0
BPIFA1	0
RPL12P3	0
BPIFB1	0.0279952
BPIFB5P	0
BPIFB9P	0.372519
RP1-63M2.7	0.470168
C20orf144	0
ACTL10	0.233326
RP1-63M2.5	0
PXMP4	3.76309
RP4-553F4.2	0
ZNF341	3.77034
RPL31P2	0.0625018
ZNF341-AS1	0.158143
TPM3P2	0
PIGPP3	0
RALY-AS1	0.767285
RP5-1125A11.7	0.317437
RP5-1125A11.6	0.150195
RP5-1125A11.4	0
MIR4755	0
RPS2P1	0
ASIP	0.124766
XPOTP1	0.0160619
RP4-785G19.5	0.0862813
RP4-785G19.2	0.0500843
CTD-3216D2.5	0.107129
CTD-3216D2.4	0
Y_RNA	0
CDC42P1	0
ITCH-AS1	0
ITCH-IT1	0
MIR644A	0
FDX1P1	0.0829014
RP3-468O1.6	0.0570958
Y_RNA	0
RP11-346K17.3	0
HMGB3P1	0
MYH7B	4.58126
MIR499A	0
RNU6-407P	0
SNORD56	0
PROCR	2.27744
RP11-42O4.2	0
RNA5SP483	0
MT1P3	0
MMP24	3.5892
RP4-614O4.13	2.29594
FAM83C-AS1	0.124955
FAM83C	0.0102018
GDF5OS	0
GDF5	0.321337
MIR1289-1	0
CEP250	4.03695
RP3-477O4.14	0.0581025
RP3-477O4.5	0
C20orf173	0
RPL36P4	0.273716
FER1L4	2.09441
RPL37P1	0
SPAG4	0.970483
RN7SKP271	0
RNU6-759P	0
RPF2P1	0
U6	0
COX7BP2	0
Y_RNA	0
HIGD1AP16	0
RNU4-40P	0
RNU6-937P	0
CNBD2	0.0642122
RP4-550H1.7	0.425005
RP4-550H1.4	0.046656
HMGB3P2	0
RP4-550H1.5	0
RP11-234K24.3	2.46527
RP11-234K24.6	0.294351
DLGAP4-AS1	0.101549
Metazoa_SRP	0
TGIF2	1.98427
SLA2	0.239989
HNRNPA3P2	0
Y_RNA	0
DSN1	3.12809
RN7SL156P	0
TLDC2	0.334616
RBL1	0.971253
RPS3AP3	0
RPS27AP3	0
RP4-621N11.2	0
MROH8	1.60761
RP3-343K2.4	0
GHRH	0
RPL7AP14	0.135458
RP11-425M5.7	1.11588
PPIAP3	0.192975
LINC01746	0
GLRXP1	0
LINC00489	0
RP4-640H8.2	0
RN7SKP185	0
TTI1	4.71905
RN7SL237P	0
RP5-1057B20.3	0
RP5-1054A22.4	2.12751
BPI	0.0744363
CTD-2308N23.2	0
LBP	0.0221821
RP4-564F22.6	0
RP4-564F22.5	0.178793
RP4-564F22.7	0.1788
SNORA71	0.646933
SNORA71B	0.205273
SNORA71A	0
SNORA71C	0
SNORA71D	0
SNORA71	0
SNORA71E	0.148233
SNORA60	0.630775
MIR548O2	0
RPS3P2	0
ADIG	0.099548
ARHGAP40	0.167474
RP5-1100H13.3	0
Metazoa_SRP	0
RN7SKP173	0.140077
RN7SL116P	0
FAM83D	1.2774
RP4-616B8.5	0.201475
RP4-616B8.4	0.256543
DHX35	4.8079
RP4-616B8.6	0.0852278
NPM1P19	0
LINC01734	0
ATG3P1	0
RN7SL680P	0
RP5-1031J8.1	0
HSPE1P1	0
LINC01370	0
RP11-101E14.3	0
RP1-191L6.2	0
MAFB	2.48057
RP4-644L1.2	0.0304769
RNA5SP484	0
RNU2-52P	0
PLCG1-AS1	1.4429
MIR6871	0
RP3-511B24.5	0
RPL23AP81	0.112494
RN7SL615P	0
ADI1P1	0
LPIN3	2.03915
EMILIN3	1.24648
RP4-620E11.5	0
CHD6	4.21721
RP4-620E11.4	0
RP4-620E11.8	0.134149
RPL12P11	0
RNU6-1018P	0
SNORA26	0
RP5-1121H13.4	0
RP5-1121H13.1	0
RP5-1121H13.3	0
PTPRT	2.75336
RP4-730D4.1	0
RP1-232N11.2	0.00846142
RP4-753D4.2	0
RN7SKP100	0
RP1-269M15.3	3.02007
RN7SL666P	0
PPIAP21	1.38086
SCARNA15	0
RP5-862K6.4	0
RNU6-743P	0
EIF4EBP2P1	0
Y_RNA	0
RNU6-1251P	0
L3MBTL1	4.01638
RP1-138B7.4	0
SGK2	2.1749
RP1-138B7.7	0.308505
RPL27AP	0
MYBL2	0.0537503
GTSF1L	0
RNU6-639P	0
LINC01728	0
TOX2	2.43433
RN7SL443P	0
JPH2	0.382022
FITM2	4.23422
R3HDML	0
Y_RNA	0
RP5-881L22.5	0
HNF4A	0.00413535
HNF4A-AS1	0
RP5-881L22.6	0
MIR3646	0
LINC01620	0.0213107
RPL37AP1	0.418186
TTPAL	3.07745
ADA	4.14518
RP11-445H22.3	4.62055
KCNK15-AS1	1.73375
WISP2	0.370156
KCNK15	0.219225
RP4-781B1.5	0.655807
PGBD4P2	0
PABPC1L	3.8228
STK4-AS1	0.113008
STK4	4.19483
Y_RNA	0
KCNS1	0.371776
WFDC5	0
WFDC12	0
RP1-172H20.4	0
PI3	0.225684
SEMG1	0
SEMG2	0
RP1-300I2.3	0
RP1-300I2.2	0
SLPI	1.02036
MATN4	0.118309
RBPJL	0.0310428
RP3-453C12.14	0.178191
TP53TG5	2.1457
NDUFB4P10	0.28143
MIR6812	0
RP3-453C12.15	0.215423
RP3-461P17.9	0
RPL5P2	0
SPINT3	0
WFDC6	0
RP3-461P17.6	0
HSPD1P21	0
EPPIN	0.0320837
WFDC8	0
RNA5SP485	0
CCNB1IP1P2	0
WFDC9	0
WFDC10A	0
RPS2P7	0.951333
WFDC11	0
WFDC10B	0.0699631
WFDC13	0.0366474
MIR3617	0
SPINT4	0
HNRNPA1P3	0
WFDC3	0.510705
SPINT5P	0
RNU6ATAC38P	0
UBE2C	0.0989718
Metazoa_SRP	0.126221
ZSWIM3	1.61834
ZSWIM1	4.64249
SPATA25	1.20102
NEURL2	1.90992
RP3-337O18.9	0.241438
FTLP1	0
MMP9	0.326304
RP11-465L10.10	0.242869
RPL13P2	0
CD40	3.62281
RP5-998H6.2	0
CDH22	2.79441
RP11-394O2.3	0.0459137
ZNF663P	0.910579
MKRN7P	0.505304
ZNF840P	0.0741505
ZNF334	3.05761
OCSTAMP	0
SLC13A3	3.64732
RP1-101A2.1	2.2256
TP53RK	3.54224
RP1-28H20.3	0.3826
SLC2A10	1.62616
RN7SKP33	0
RP11-323C15.1	0
EYA2	4.60359
RP11-323C15.2	0
GAPDHP54	0
RP5-1050K3.3	0
RP5-890O15.3	0
MIR3616	0
RP4-569M23.5	0.037666
RP4-569M23.4	0.0645022
RP4-569M23.2	0.306665
LINC01754	0
RPL35AP	0
RNU6-497P	0
RNU6-563P	0
NCOA3	2.34286
RP5-1049G16.4	0
CTD-2653D5.1	0.0250563
RNU7-173P	0
SRMP1	0
RNA5SP486	0
RNU7-92P	0
RP11-347D21.1	0
RP11-347D21.2	0
LINC01522	0
LINC01523	0
RP11-321P16.1	0.208229
LINC00494	0
RP1-66N13.1	0
RP1-66N13.4	0
RP5-991B18.1	0
RP5-991B18.2	0
RNU7-144P	0
RP5-906C1.1	0.932122
SNAP23P1	0
CSE1L-AS1	0
ARPC3P1	0.134798
SNORD12C	0
SNORD12B	0
RP4-791K14.2	0.225137
PTGIS	1.09754
RN7SL197P	0
SNRPFP1	0
RNU6-919P	0
RP5-1041C10.3	0.0135474
Y_RNA	0
Metazoa_SRP	0
KRT18P4	0.219093
RNU6-147P	0
SNAI1	1.69948
TRERNA1	0
RP11-112L6.3	0.273518
RP11-112L6.2	0.0403855
LINC01273	0.587029
CEBPB-AS1	2.48506
SMIM25	0.100754
LINC01270	0.303576
LINC01271	0.0444225
RN7SL636P	0
COX6CP2	0
RN7SL672P	0
Y_RNA	0
RP4-530I15.9	0.0677544
MIR645	0
FAM65C	2.30155
MIR1302-5	0
RPL36P2	0
RP4-530I15.6	0
PARD6B	0.683232
BCAS4	3.72587
PSMD10P1	0.208956
ADNP-AS1	2.90945
MOCS3	1.2451
RP5-955M13.4	0
KCNG1	0.345492
RP4-811M8.1	0
RPSAP1	0
NFATC2	1.7305
MIR3194	0
RP5-827A12.2	0
SALL4	0.109358
LINC01429	0
RNU6-347P	0
RNU7-6P	0
ZFP64	1.59861
ERP29P1	0.166002
LINC01524	0
RP4-583K8.1	0
uc_338	0
RP5-1022J11.2	0
MRPS33P4	0
RP4-715N11.2	0
RP11-80K6.2	0
RPL36P1	0
TSHZ2	0.339645
RN7SKP184	0
RP11-15M15.1	0
RP11-15M15.2	0
RP4-678D15.1	0
RP4-669H2.1	0.0229872
PPIAP10	0
RP5-823G15.5	0
Y_RNA	0
RP4-724E16.2	0.060633
ZNF217	1.55744
AC005808.3	0
RNU7-14P	0
AC006076.1	0
SUMO1P1	0
AC005220.3	0.832145
MIR4756	0
CYP24A1	0.0639654
RNU4ATAC7P	0
RPL12P4	0.707184
LINC01440	0
LINC01441	0
RP5-837G17.1	0
CBLN4	0.657508
RNA5SP487	0
MC3R	0
RP11-380D15.2	0
RP11-380D15.3	0
AURKA	0.722796
CSTF1	4.19897
CASS4	0.506392
GCNT7	0.0383346
RP5-1153D9.5	0.0251111
FAM209A	0.0715124
FAM209B	0.38463
LINC01716	0
RPS4XP3	0.0844437
TFAP2C	0.296937
RNU6-1146P	0
RN7SL170P	0
PTMAP6	0
RP5-897D18.1	0
RNU6-929P	0
RP11-560A15.4	0
RP11-560A15.3	0
RP11-560A15.6	0.0515225
BMP7-AS1	0
RP4-813D12.3	2.52273
Y_RNA	0
MIR4325	0
RPL39P39	0
SPO11	0
MTND1P9	0
MTRNR2L3	0.0991982
RP4-800J21.3	0.0537866
HMGB1P1	0.309089
CTCFL	0.00346563
PCK1	0.601869
RP4-718J7.4	0
ZBP1	0.116201
NKILA	0.264771
MIR4532	0
RP13-379L11.2	0
LINC01742	0
RP13-379L11.1	0
RP13-379L11.3	0
C20orf85	0
ANKRD60	0
PPP4R1L	0.846871
APCDD1L	0.00656972
APCDD1L-AS1	0.0386323
RP5-907D15.3	0
LINC01711	0.126133
RP11-261P9.4	0.310357
PIEZO1P2	0
RP4-806M20.5	0
RP4-806M20.4	0.359552
MIR298	0
GNAS-AS1	0.0640397
RP4-806M20.3	0
RP1-309F20.3	0.145388
RP1-309F20.4	0.116827
TUBB1	0.121385
MRPS16P2	0
ZNF831	0.305433
EDN3	3.80605
RP4-614C15.2	0
RP4-614C15.3	0
PIEZO1P1	0
RP11-164D18.2	0
RP4-719C8.1	2.06833
RNU7-141P	0
SYCP2	1.21434
PPP1R3D	3.10892
CDH26	0.530073
C20orf197	0.135827
RP5-1017F8.2	0.482407
MIR646HG	0.0433826
MIR646	0
MTCO2P1	0
MIR4533	0
MIR548AG2	0
RP5-1016A21.1	0.0695384
RP11-151E14.1	0
RP5-827L5.2	0
LINC01718	0
WI2-8325B5.1	0
RP5-827E24.1	0.135894
RP11-429E11.3	0
RP11-429E11.2	0
TAF4	3.45368
RP11-11M20.2	0
RP11-11M20.4	2.04902
RP11-157P1.4	1.8734
MIR4758	0
LAMA5-AS1	0.277186
RP5-908M14.9	4.00249
CABLES2	3.65733
RP5-908M14.10	0.198017
RBBP8NL	0
RP5-908M14.5	0.0168076
GATA5	0
RP13-379O24.3	0
RP13-379O24.2	0
C20orf166-AS1	0.190593
MIR1-1HG	0.0211367
MIR1-1	0
MIR133A2	0
RPL7P3	0
WI2-87327B8.1	0
WI2-87327B8.2	0
RP13-30A9.1	0
RP13-30A9.2	0
RP11-93B14.6	0.0291895
SLCO4A1	4.86413
RP11-93B14.9	0.195348
RP11-93B14.10	0.0851047
SLCO4A1-AS1	0.215742
LINC00686	0
NTSR1	0.175578
RP11-93B14.4	0
LINC00659	0
OGFR-AS1	0.73032
ARF4P2	0.0590251
RP4-563E14.1	2.08778
SLC17A9	0.42567
BHLHE23	0
LINC01749	0
LINC00029	0
LINC01056	0
HAR1B	3.1896
RP5-963E22.5	0
RP5-963E22.4	0.14671
MIR124-3	0
RP5-963E22.6	0.3026
BIRC7	0.220496
MIR3196	0
MIR4326	0
COL20A1	1.46637
RNU6-994P	0
CHRNA4	1.43463
RP11-261N11.8	0.412167
RP11-358D14.3	0.169413
RP11-358D14.2	0.126002
RP4-697K14.3	0
PTK6	0.737945
SRMS	0.081493
RP4-697K14.15	0
FNDC11	0.0325009
HELZ2	1.16452
RP4-583P15.16	0.170656
ZBTB46	2.91431
ZBTB46-AS1	0
C20orf181	0
RP4-591C20.9	3.25868
RNU1-134P	0
MIR941-1	0
MIR941-2	0
MIR941-3	0
MIR941-4	0
MIR941-5	0
MIR647	0.789323
UCKL1-AS1	0.244301
LINC00176	0.665665
RP13-152O15.5	0
RGS19	3.6221
MIR6813	0
OPRL1	4.27094
LKAAEAR1	2.40896
NPBWR2	0
MYT1	3.11424
RP11-476I15.5	0
CICP4	0.0100066
LINC00266-1	0.137816
RP11-476I15.6	0.133554
CH507-9B2.2	0
CH507-9B2.1	0.714458
CH507-9B2.8	0
CH507-9B2.5	0.979617
CH507-9B2.9	2.01132
RP11-717F1.1	0
LINC01670	0
RP11-717F1.2	0.00386188
Y_RNA	0
CH507-39O4.3	0
CH507-39O4.1	0
CH507-39O4.2	0
CH507-42P11.1	0
CH507-42P11.2	0
CH507-42P11.3	0
LINC01669	0
CH507-42P11.7	0
CH507-42P11.6	0
CH507-42P11.8	1.14974
Y_RNA	0
CH507-24F1.2	0
CH507-145C22.2	0
CH507-254M2.4	0
CH507-145C22.1	0
Y_RNA	0
CBSL	0.089487
U2AF1L5	0.086029
CH507-152C13.4	0
CH507-152C13.5	0
CH507-152C13.6	0
CH507-152C13.3	0
CH507-154B10.1	0
CH507-145C22.3	0
CH507-154B10.3	0
CH507-236L23.5	0
CH507-254M2.3	0
CH507-210P18.1	0
CH507-210P18.4	0
MIR8069-1	0
CH507-210P18.3	0
CH507-210P18.5	0
CH507-154B10.2	0
CH507-236L23.4	0
CH507-236L23.1	0
CH507-254M2.1	0.0170877
Y_RNA	0
CH507-236L23.2	0
CH507-236L23.3	0
CH507-254M2.5	0
CH507-254M2.6	0
CH507-254M2.2	0.00603861
Y_RNA	0
CH507-338C24.2	0
Y_RNA	0
CH507-338C24.1	0
SMIM11B	0
CH507-396I9.7	0
CH507-396I9.3	0
KCNE1B	0
SNORA11	0
CH507-338C24.3	0
CH507-513H4.1	0
MIR6724-1	0
pRNA	0
MIR3648-1	0
MIR3687-1	0
CH507-513H4.6	0.112846
RNA5-8S5	0
MIR6724-2	0
pRNA	0
CH507-513H4.5	1.50384
RNA5-8S5	0
CH507-528H12.1	0
MIR6724-3	0
pRNA	0
CH507-513H4.4	0
RNA5-8S5	0
MIR6724-4	0
pRNA	0
CH507-513H4.3	0.949535
RNA5-8S5	0
RPSAP68	0
bP-2168N6.1	0
bP-2168N6.3	0
LINC01666	0
SNX18P10	0
MTCO1P1	0
bP-2189O9.2	0.0564941
MIR3648-2	0
MIR3687-2	0
bP-2171C21.3	0
bP-2171C21.4	0.713804
bP-2171C21.2	0
TEKT4P2	2.67376
bP-2171C21.6	0
bP-2171C21.5	0
bP-21264C1.2	0.0503412
SNX18P12	0
bP-21264C1.1	0.0940011
RP11-570J4.1	0
RP11-570J4.2	0
U1	0
LINC01667	0
RP11-555K2.1	0
RP11-555K2.2	0
RN7SL52P	0
SNORA70	0
RP11-555K2.4	0
bP-21201H5.1	0.0399235
bP-21201H5.2	0
CH507-216K13.2	0
CH507-216K13.1	0
AP003900.6	0
EIF3FP1	0
VN1R7P	0
RP11-589M2.1	0
BAGE2	0
TPTE	0
CYCSP41	0
SLC25A15P4	0
AF254982.2	0
IGHV1OR21-1	0
AP001464.4	0
ANKRD30BP2	0
RNU6-614P	0
ZNF355P	0
AJ239321.3	0
RP1-127M18.1	0
FGF7P2	0
ANKRD30BP1	0.0325608
MIR3156-3	0
GTF2IP2	0
VN1R8P	0
SNX19P1	0
OR4K11P	0
LINC01674	0
OR4K12P	0
POTED	0
RNU6-286P	0
MIR3118-1	0
AL050303.11	0
GRAMD4P1	0
CXADRP1	0
AL050303.10	0
AL050303.12	0
MIR8069-2	0
FEM1AP1	0
AL050303.7	0
TERF1P1	0
FAM207CP	0
GXYLT1P2	0
CNN2P7	0
ZNF114P1	0
SNX18P13	0.139891
ANKRD20A11P	0.285794
RHOT1P2	0.226376
RNU6-954P	0
NF1P3	0
PPP6R2P1	0
FRG2MP	0
AP001347.6	0.347621
ANKRD20A18P	0
RNA5SP488	0
pRNA	0
LIPI	0.0144131
RBM11	1.92236
ABCC13	0
SAMSN1	0.868536
SAMSN1-AS1	0
AF165138.7	0
AF127936.3	0.128301
POLR2CP1	0
AF127936.5	0.208902
GAPDHP16	0
AF127936.7	0.156878
RBMX2P1	0
AF127577.8	0
NRIP1	1.58761
AF127577.11	0
AF127577.13	0.0154518
AF127577.12	0
AF246928.1	0
AJ006998.2	0.0110887
CYCSP42	0
AJ009632.3	0
RNU6-1326P	0
RAD23BLP	0
RBPMSLP	0
MIR99AHG	2.14187
RNU6-426P	0
VDAC2P1	0
RPS26P5	0
SNORD74	0
AP001172.2	0.168778
AP001172.3	0
AP000962.1	0.0474607
MIR99A	0
MIRLET7C	0
AP000962.2	0.0346479
MIR125B2	0
AP000473.5	2.2077
AP000473.8	1.47044
RNU1-98P	0
AP000473.6	0
AF212831.2	0
NEK4P1	0
AP000457.2	0
RNU6-113P	0
LINC01549	0.778534
RPL39P40	0.779276
RN7SL163P	0
CXADR	3.34776
BTF3L4P1	0
Y_RNA	0
Y_RNA	0
AP000432.1	0.104383
AP000432.2	0
AP000432.3	0
C21orf91-OT1	0
C21orf91	4.70135
AL109761.5	0
CHODL-AS1	0
RPL37P3	0
CHODL	0.85453
AP000998.2	0
TMPRSS15	0.0109222
AL109763.1	0
MIR548XHG	0
AF240627.2	0.0231268
MIR548X	0
RP4-646P19.1	0
AL157359.4	0
AL157359.3	0
AP000431.1	0
AP000431.2	0
SLC6A6P1	0
AP000855.4	0
RNU1-139P	0
RPL37P4	0
AP000403.3	0
AP000568.2	0
C1QBPP1	0
LINC01683	0
AP001171.1	0
RNU6-772P	0
RN7SKP147	0
FDPSP6	0
KRT18P2	0
RPS3AP1	0
AP001506.1	0
PPIAP1	0
AP001136.2	0
AF241725.4	0
AF241725.6	0
LINC00317	0
LINC01425	0
AP000472.3	0
LINC01687	0
LINC00308	0
AP000705.8	0
AP000705.6	0
RNU4-45P	0
AP000705.7	0
MAPK6PS2	0
AP000959.2	0
AP000949.1	0
AP001255.2	0
MIR6130	0
ZNF299P	0
MSANTD2P1	0
RNU2-55P	0
D21S2088E	0.194334
EEF1A1P1	0
TUBAP	0
Y_RNA	0
AP000459.7	0
AP000474.1	0
AP000477.2	0
AP000477.3	0
AP000470.2	0
LINC01689	0
LINC01684	0.00730317
LINC01692	0
AP000402.3	0
AP000146.2	0
AP001342.1	0
AP000235.3	0
AP000233.2	0
RN7SKP236	0
AP000233.3	0
AP000233.4	0
RNA5SP489	0
RPL13AP7	0.635155
AP001340.3	0
LINC00158	0.513817
AP000221.1	0.0252778
MIR155HG	0.32483
AP000223.42	3.27302
RNGTTP1	0.0530859
FDX1P2	0
LLPHP2	0
AP001442.2	0.0196339
RNU6-123P	0
AP001439.2	0.56746
AP000230.1	2.41143
RNU6-926P	0
AP001595.1	0
AP001596.6	0.223546
CYYR1-AS1	0.0374026
KB-1466C5.1	0
CYYR1	4.17705
AP001601.2	0
ADAMTS5	0.158345
MIR4759	0
GPX1P2	0
AP001604.3	0
AP001605.4	0
EIF4A1P1	0
RPL10P1	0.0365549
NCSTNP1	0
LINC01673	0
LINC00113	0
AJ006995.3	0
LINC00314	0
LINC01697	0
LINC01695	0
AF131217.1	0.0479676
LINC00161	0.0243363
U6	0
N6AMT1	3.33385
HSPD1P7	0
THUMPD1P1	0
LTN1	3.144
RPL23P2	2.20883
RWDD2B	4.18196
RP1-100J12.1	0.180535
AF129075.5	0.36626
MAP3K7CL	0.692511
RPL12P9	0
Y_RNA	0
U3	0
AF124730.4	0
LINC00189	0
BACH1	2.29928
GAPDHP14	0
BACH1-IT1	0.0946325
AP000240.9	0.514937
BACH1-AS1	0.0266419
BACH1-IT2	0.0757389
BACH1-IT3	0
GRIK1	2.51794
RP11-313P22.1	0.231995
GRIK1-AS1	0.551184
AF096876.1	0
CLDN17	0
LINC00307	0
CLDN8	0
RPL8P2	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP23-1	0
KRTAP13-6P	0
KRTAP13-2	0
MIR4327	0
KRTAP13-1	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP13-5P	0
KRTAP15-1	0
KRTAP19-1	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-9P	0
KRTAP19-10P	0
AP000567.27	0
KRTAP19-11P	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP22-2	0
KRTAP6-3	0
KRTAP6-2	0
KRTAP22-1	0
KRTAP6-1	0
KRTAP20-1	0
KRTAP20-4	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP21-3	0
KRTAP21-4P	0
KRTAP21-2	0
KRTAP21-1	0
AP000244.11	0
KRTAP8-2P	0
KRTAP8-3P	0
KRTAP8-1	0
KRTAP7-1	0
KRTAP11-1	0
KRTAP19-8	0
UBE3AP2	0
AP000563.2	0
AP000251.3	0.201572
FBXW11P1	0.246829
AP000253.1	0.0925933
SNORA81	0.250336
AP000254.8	4.99258
HMGN1P2	0
AP000255.6	1.25891
TPT1P1	0
HUNK	0.47607
HUNK-AS1	0
LINC00159	0.153707
AP000265.1	0.0339321
MIS18A	3.48112
MIS18A-AS1	0.589731
MRAP	0
AP000266.7	0.0768651
URB1	3.11854
SNORA80A	0
EXOSC3P1	0.143397
SNORA33	0
RNA5SP490	0
LINC00846	0.386877
TCP10L	1.11943
OR7E23P	0
AP000275.64	0
PAXBP1-AS1	1.76607
C21orf62-AS1	0.308559
AP000280.66	0.208648
C21orf62	0.0756565
AP000281.1	0
SNORA70	0
AP000281.2	0
AP000282.2	0.315734
AP000282.3	0.035173
LINC00945	0.0619781
AP000289.6	0.0488469
AP000290.7	0
LINC01548	0
IL10RB-AS1	1.31295
IL10RB	4.21999
USF1P1	0
RPS5P3	0
AP000302.58	0.2607
DNAJC28	1.45455
BTF3P6	0
LINC00649	0.0693048
RN7SL740P	0
AP000569.9	0.068329
SLC5A3	1.97196
RPS5P2	0
LINC00310	0.110404
AP000318.2	0.137892
KCNE2	0.626537
AP000320.6	0.251559
SMIM11A	0.00749696
C21orf140	0
CMP21-97G8.1	0
AP000322.53	0
CMP21-97G8.2	0
KCNE1	0.0289891
SNORA11	0
CLIC6	0.0944304
LINC00160	0
LINC01426	0.0340454
RUNX1	0.446
AF015262.2	0
RPL34P3	0
EZH2P1	0
AF015720.3	0
MIR802	0
RPS20P1	0
PPP1R2P2	0
LINC01436	0
RPL23AP3	0.0772839
RIMKLBP1	0.0440882
AP000688.11	0
RNU6-992P	0
AP000688.14	0.102093
AP000688.15	0
AP000688.29	1.99881
MEMO1P1	0.302557
CBR3-AS1	0.627962
DOPEY2	3.50474
RPL3P1	0.0313012
SRSF9P1	0.0929671
