Name	Whole Blood
RP11-105C19.2	0
RP11-105C19.1	0
CTC-591M7.1	0
HS3ST2	0.0274587
RP11-20G6.2	0
USP31	0.496471
SCNN1G	0
CTC-391G2.1	0
SCNN1B	0.042196
COG7	3.30079
RN7SKP23	0.110826
SNORA75	0
CTD-2270L9.2	0
CTD-2270L9.4	0.27592
AC002400.1	0.0463203
EARS2	1.33065
SUB1P4	0
UBFD1	2.63165
CTD-2196E14.6	0.393305
PALB2	0.846274
CTD-2196E14.3	0
PLK1	2.38596
CTD-2196E14.5	0.0981768
ERN2	0
CTD-2196E14.8	0
CTD-2385L22.1	0
CTD-2385L22.2	0
CHP2	0.0274581
CTA-345G4.1	0.0643481
CTA-113A6.1	0.0826974
MIR1273H	0
CTA-113A6.2	0.526347
LINC2194	0
CACNG3	0.0117757
SNORA1	0
RNU7-24P	0
CTD-2313J23.1	0
RBBP6	4.13793
TNRC6A	2.72542
LINC01567	0
CTD-2515A14.1	0.0686411
SLC5A11	0.076851
RP11-266L9.1	0
RP11-266L9.4	0.816844
LINC02175	0.0931307
SCML2P2	0.067689
RP11-266L9.6	0.0846772
LCMT1-AS1	0.272236
RP11-266L9.3	0
RP11-266L9.8	0.872216
LCMT1-AS2	0.0238377
RN7SL557P	0
AQP8	0.0552334
ZKSCAN2	0.264125
CTD-2547G23.4	0.916852
LINC02191	0
CYCSP39	0
HS3ST4	0
RP11-185O21.1	0
MIR548W	0
RNA5SP405	0
HMGN2P3	1.43961
HSPE1P16	0
AC009158.1	0
AC130464.1	0
LINC02195	0
RP11-142A12.1	0
C16orf82	0
EEF1A1P38	0.0968424
LINC02129	0
KDM8	1.51459
CTD-3203P2.1	0.6098
FLJ21408	0.325019
CTD-3203P2.3	0.195825
IL21R	2.85543
IL21R-AS1	0.227216
AC002551.1	0
CTD-2049O4.1	0.0275038
CTD-2049O4.2	0
Y_RNA	0
GSG1L	0.0419366
RNU6-159P	0
RNU6-1241P	0
TPRKBP2	0.510424
SNORA25	0
RNY1P10	0
GAPDHP35	0.16701
RP11-57A19.7	0
RP11-57A19.2	0.0520291
SBK1	2.15511
RP11-57A19.6	0
NPIPB6	0.13754
RP11-435I10.5	0
EIF3CL	0.122771
MIR6862-1	0
CDC37P2	0.0343423
RP11-435I10.6	0
RP11-57A19.5	0
NPIPB7	0.118762
IL27	2.13655
NUPR1	0.376257
RP11-666O2.1	0
RP11-666O2.2	2.15988
SULT1A2	1.11348
RP11-666O2.4	0
RP11-666O2.5	0.0912776
NPIPB8	0
RP11-57A19.4	0
EIF3C	1.59877
CDC37P1	0.0346205
MIR6862-2	0
RP11-1348G14.6	0
NPIPB9	0
RP11-1348G14.7	0
RP11-1348G14.4	0.194711
RP11-1348G14.1	0.0857159
RP11-1348G14.5	0.0601621
RP11-1348G14.8	0.519385
RP11-24N18.1	0
MIR4721	0
RP11-22P6.2	0.110229
ATP2A1	0.812293
ATP2A1-AS1	0.277743
SNORA43	0
RP11-264B17.2	1.82204
RP11-264B17.4	0.62692
RP11-264B17.5	0
NPIPB10P	0.043908
CTB-134H23.3	0.0774666
RRN3P2	2.14274
RP11-426C22.5	0.316635
RP11-426C22.1	0.39146
RP11-426C22.4	0.198406
RP11-426C22.7	0
RP11-426C22.6	0.219303
RP11-426C22.8	1.12729
RP11-231C14.6	0.958987
SNX29P2	1.3045
RP11-231C14.8	0
NPIPB11	0.478087
SMG1P6	0.310218
RP11-345J4.6	1.71925
BOLA2	1.67656
SLX1B	0.150058
SULT1A4	0.276438
RP11-345J4.3	0.0174945
RP11-345J4.4	0
RP11-345J4.1	0
RP11-231C14.5	0
NPIPB12	0.343769
SMG1P2	0.534012
RP11-368N21.5	0.302579
MIR3680-2	0
SLC7A5P1	0.422203
CA5AP1	0
RP11-368N21.1	0
QPRT	1.47745
RN7SKP127	0.856113
AC009133.17	1.83686
ZG16	0.0217955
AC009133.21	4.39119
AC009133.15	0
AC009133.12	1.81339
PRRT2	0.545054
CTD-2574D22.7	0
CDIPT-AS1	0.0981737
SEZ6L2	0.0614424
ASPHD1	0.0621393
CTD-2574D22.3	0.813789
CTD-2574D22.4	0.994166
CTD-2574D22.2	0.0472132
HIRIP3	4.39635
DOC2A	0.0917385
C16orf92	0
FAM57B	0.0430606
CTD-2515O10.5	0
TBX6	0.598471
RP11-455F5.3	3.73245
RP11-455F5.4	0.347694
RP11-455F5.6	3.87996
BOLA2B	0.354303
SLX1A	1.37558
SULT1A3	0.498697
RP11-347C12.3	0.216581
RP11-347C12.4	0
RP11-347C12.9	0
RP11-347C12.8	0
NPIPB13	0.441316
SMG1P5	0.448424
RP11-347C12.12	0.725749
RP11-347C12.10	1.12981
RP11-347C12.11	4.06546
MYLPF	0.595743
ZNF48	1.6993
ZNF771	0.217116
SNORA42	0
Y_RNA	0
Y_RNA	0
RP11-297C4.2	0.33545
RP11-297C4.3	0.227358
RNU7-61P	0
RP11-297C4.1	0.332073
MIR4518	0
AC002310.14	0.421301
ZNF747	4.21526
AC002310.12	0.857145
AC002310.10	0.0402935
ZNF764	2.7618
ZNF785	1.44593
AC002310.7	0
RP11-146F11.5	0
AC002310.17	0
ZNF689	1.48694
RP11-146F11.4	0
RP11-146F11.3	0
RP11-146F11.2	0
RNU6-416P	0
RP11-146F11.1	0.72683
RNU6-1043P	0
SNORA30	0
CCDC189	2.00008
RP11-2C24.3	2.55358
ZNF629	0.770127
Metazoa_SRP	0
RP11-2C24.5	0.425336
RP11-2C24.7	0.683042
BCL7C	4.55751
MIR762HG	0.227161
CTF1	0.47905
CTF2P	0
FBXL19-AS1	0.324028
RP11-1072A3.4	0
SETD1A	3.73619
RP11-1072A3.3	0.26035
STX1B	0.284059
RP11-196G11.2	2.73281
RP11-196G11.6	0.200852
ZNF668	1.97926
AC135050.5	0
PRSS53	2.15942
RP11-196G11.3	0.238445
RP11-196G11.4	3.12444
PRSS8	0.246888
PRSS36	1.33729
RP11-388M20.7	0
NDUFA3P6	0
RP11-388M20.6	0.720359
RP11-388M20.1	0.535319
PYCARD-AS1	0.240674
TRIM72	0.0396883
PYDC1	0
RP11-120K18.3	2.05644
ITGAD	1.09867
RP11-120K18.2	0.0289807
COX6A2	0.586503
RP11-452L6.8	0
ZNF843	0.0332953
RP11-452L6.1	1.76836
RP11-452L6.5	1.11709
ARMC5	2.63054
RP11-452L6.6	0
TGFB1I1	1.49753
SLC5A2	0.141737
AC026471.6	0
RP11-452L6.7	0.282364
CTD-2014E2.2	0
VN1R64P	0
LINC02190	0
VN1R65P	0
FRG2KP	0
CTD-2014E2.7	0
CSDAP1	0.17534
ZNF720P1	0
VN1R66P	0
RBM22P12	0
CTD-2358C21.2	0
CTD-2358C21.3	0
CLUHP3	2.85566
CTD-2358C21.5	0.0958193
ZNF720	0.458299
AC002519.8	0
VN1R67P	0
AC002519.6	0
VN1R3	0
RBM22P13	0
RP11-170L3.2	0
RP11-170L3.4	0.286416
RP11-170L3.5	0
RP11-170L3.7	0.093923
RP11-170L3.6	0
RP11-1166P10.1	0
RP11-1166P10.6	0
IGHV1OR16-1	0
RP11-1166P10.8	0
IGHV1OR16-3	0
IGHV3OR16-9	0.1126
HERC2P4	0.00656643
RP11-1166P10.7	0
RP11-56L13.3	0
RP11-17M15.1	0
RP11-56L13.4	0
ABHD17AP8	0
RP11-56L13.6	0
RP11-56L13.7	0
TP53TG3D	0.0104739
RP11-56L13.1	0
RP11-1292F20.1	0
RP11-17M15.2	0
RP11-17M15.4	0
ACTR3BP3	0
RP11-626K17.5	0
PABPC1P13	0
RP11-626K17.3	0
RP11-626K17.2	0
ABCD1P3	0
RP11-652G5.1	0
RP11-652G5.2	0
RP11-96K14.1	0
RP11-586K12.11	0
RP11-586K12.13	0
RP11-586K12.10	0
TP53TG3	0
RP11-586K12.8	0
RP11-586K12.7	0
ABHD17AP7	0
RP11-586K12.4	0
RP11-586K12.5	0
HERC2P5	0
RP11-67H24.3	0
RP11-586K12.2	0
RP11-586K12.1	0
RP11-67H24.2	0
RP11-67H24.1	0
RP11-989E6.1	0
IGHV2OR16-5	0
BCAP31P2	0
SLC6A10P	0
RP11-989E6.3	0
IGHV3OR16-15	0
IGHV3OR16-6	0
RP11-989E6.13	0
RP11-989E6.11	0
RP11-19N8.2	0
IGHV1OR16-2	0
IGHV3OR16-10	0
RP11-989E6.8	0
IGHV1OR16-4	0
IGHV3OR16-8	0.0751298
RP11-19N8.4	0
RP11-19N8.3	0
HERC2P8	0
RP11-19N8.7	0
RP11-19N8.6	0
ABHD17AP9	0
RP11-1437A8.2	0
RP11-1437A8.3	0
TP53TG3C	0
RP11-1437A8.4	0
RP11-1437A8.6	0
TP53TG3E	0
RP11-1277H1.3	0
TP53TG3B	0
RP11-1437A8.5	0
RP11-1437A8.7	0
TP53TG3F	0
RP11-23E10.7	0
RP11-23E10.5	0
RP11-23E10.3	0
RP11-989E6.10	0
RP11-23E10.2	0
RP11-23E10.4	0
RP11-293B20.2	0
BMS1P8	0
RP11-104C4.6	0
ENPP7P13	0
RP11-104C4.4	0
IGHV3OR16-12	0
RP11-104C4.2	0
IGHV3OR16-13	0.167722
RP11-812E19.9	0
RP11-812E19.13	0
RP11-812E19.12	0
RP11-812E19.7	0
IGHV3OR16-11	0
RP11-812E19.10	0
ARHGAP23P1	0
IGHV3OR16-7	0
RP11-812E19.5	0
IGHV3OR16-16	0
RP11-812E19.14	0
RP11-812E19.3	0
RP11-598D12.4	0
BCAP31P1	0
RP11-598D12.1	0
RP11-598D12.5	0
RP11-598D12.2	0
CTD-2522B17.8	0
DUX4L45	0
PCMTD1P2	0
DUX4L46	0
DUX4L47	0
LINC00273	0
RNA5-8SP2	0
BCLAF1P2	0.0281603
CH17-342O10.1	0
CTD-2144E22.9	0
LINC02184	0
CTD-2144E22.5	0
CTD-2144E22.6	0
CCNYL3	0
CLUHP11	0
NAMPTP3	0
VPS35P1	0
VN1R68P	0
VN1R69P	0
RP11-244B22.11	0
RP11-244B22.10	0
UBE2MP1	0.526971
SLC25A1P4	0
RP11-488I20.9	0
RP11-244B22.6	0
TP53TG3GP	0
RARRES2P5	0
FGFR3P5	0
FRG2JP	0
RP11-488I20.8	0
RARRES2P6	0
AGGF1P8	0
FRG2HP	0
RARRES2P9	0
AGGF1P9	0
C2orf69P4	0
LINC01566	0
FRG2GP	0
AGGF1P4	0
FRG2IP	0
RARRES2P7	0
AGGF1P5	0
C2orf69P3	0
RP11-80F22.16	0
ZNF971P	0
FRG2DP	0
RARRES2P10	0
AGGF1P6	0
RP11-80F22.14	0
C2orf69P2	0
RP11-80F22.4	0
RP11-80F22.15	0
TP53TG3HP	0
RP11-80F22.8	0
RARRES2P8	0
AGGF1P7	0
C2orf69P1	0
C1QL1P1	0
KIF18BP1	0
RP11-14K3.7	0
RP11-352B15.5	0
RNA5SP406	0
RNA5SP407	0
RNA5SP408	0
RNA5SP409	0
LINC02167	0
RNA5SP410	0
RNA5SP411	0
RNA5SP412	0
RNA5SP413	0
RNA5SP414	0
RNA5SP415	0
RNA5SP416	0
RNA5SP417	0
RNA5SP418	0
RNA5SP419	0
RNA5SP420	0
RNA5SP421	0
RNA5SP422	0
RNA5SP423	0
RP11-352B15.2	0
HMGN2P41	0
VN1R70P	0
RP11-43P5.1	0
RP11-43P5.3	0
PPP1R1AP2	0
ANKRD26P1	0.00745763
RNU6-845P	0
RP11-46D6.5	0
RP11-46D6.4	0
SHCBP1	0.756866
RP11-46D6.1	4.46742
RAB43P1	3.09954
RP11-93O14.1	0
RP11-93O14.2	0.457395
RP11-93O14.3	0.0941296
ORC6	0.40206
MYLK3	0.077735
RP11-480G7.2	0
C16orf87	0.538028
CKBP1	0
RP11-480G7.3	0
GPT2	0.653827
RP11-169E6.1	0.170164
RP11-169E6.4	0
RP11-169E6.3	0
NETO2	0.964543
ITFG1-AS1	0
RPL23AP72	0
RP11-329J18.3	0
RP11-329J18.5	0
RP11-329J18.4	0.0587576
RP11-474B12.1	0
Y_RNA	0
RNA5SP424	0
PHKB	4.70747
RNA5SP425	0
RP11-177N22.3	0
RP11-177N22.2	0
EIF4BP5	0
NDUFA5P11	0
LINC02133	0
CTB-55P19.1	0
LINC02192	0
LINC02134	0
RP11-3M1.3	0
ABCC12	0
RP11-3M1.1	0
ABCC11	0.0281081
UBA52P8	0.258327
CTD-2600H12.2	1.06261
SIAH1	1.11348
Metazoa_SRP	0
RP11-44I10.5	0
MOCS1P1	0
RP11-44I10.3	0.212535
RPS2P44	0.124867
CTC-527H23.1	0
CTC-527H23.2	0
RP11-42I10.1	0.658844
CTC-527H23.3	0.469902
CTC-527H23.4	0
KLF8P1	0
RNU6-257P	0
RP11-42I10.3	0
MTND4LP25	0
RP11-22D3.1	0
RP11-22D3.2	0
CBLN1	0.0192984
RP11-491F9.1	0
RP11-491F9.8	0
RP11-491F9.2	0
RP11-491F9.6	0
RP11-491F9.5	0
RP11-491F9.3	0
C16orf78	0
RP11-189E14.5	0
RP11-189E14.3	0
LINC02179	0
ZNF423	0.0127029
ADAM3B	0
MRPS21P7	0
CTD-2595P9.2	0
MRPS21P8	0
CTD-2595P9.4	0
RP11-305A4.2	0
RP11-305A4.3	0
RPL34P29	0
RP11-305A4.5	0
RP11-429P3.3	0
RP11-429P3.2	0
Metazoa_SRP	0
ACTG1P16	0
RP11-429P3.8	0.0541047
RNY4P3	0
RP11-429P3.5	0
RPL10P14	0
SNORA70	0
PAPD5	1.77482
MIR6771	0
RP11-21B23.1	0
LINC02178	0
RP11-21B23.3	0
NKD1	0.284163
RP11-401P9.1	0
RP11-401P9.7	0
RP11-401P9.6	0
RP11-401P9.5	0.559832
RP11-327F22.6	1.43442
RP11-327F22.1	2.52149
MIR3181	0
RP11-327F22.4	0.0604134
LINC02168	0
CTD-2034I21.1	0
RNA5SP426	0
LINC02187	0
LINC02128	0
LINC02127	0
RP11-883G14.3	0
RP11-883G14.4	0
SOD1P2	0
SALL1	0.0105752
AC009166.5	0
AC009166.7	0
AC137527.2	0
UNGP1	0
RP11-437L7.1	0
HNRNPA1P48	2.01884
RN7SKP142	0
LINC01571	0
C16orf97	0
RP11-152O14.4	0
RP11-152O14.3	0
LINC00919	0
LINC02180	0
RP11-142G1.3	0
RP11-142G1.1	0
CASC22	0
RP11-132F7.2	0
TOX3	0
CASC16	0
RP11-297L17.2	0
RP11-297L17.3	0
RP11-297L17.4	0
RP11-297L17.6	0.370483
PHBP21	0
RP11-467J12.2	0
RP11-467J12.3	0
RP11-467J12.4	0
CHD9	0.923759
RP11-295M3.2	0
RP11-454F8.3	0
RP11-454F8.2	0.0446547
RP11-454F8.4	0
snoU13	0
RNA5SP427	0
RP11-44F14.4	0.24189
RP11-44F14.1	3.80667
RP11-44F14.2	0.817843
RP11-44F14.8	0.866383
RP11-44F14.9	0.374867
RP11-44F14.10	0.759261
RNU6-1153P	0
RP11-44F14.5	0.087081
RP11-44F14.7	0.336454
RP11-44F14.6	1.14465
RPGRIP1L	0.0496792
RP11-36I17.2	0
FTO	0.640792
RP11-357N13.3	0
RP11-357N13.6	0
RP11-357N13.2	0
RP11-357N13.1	0
RP11-324D17.2	0
LINC02169	0
IRX3	0.10986
RP11-434E6.5	0
RP11-434E6.4	0
LINC02140	0
LINC02183	0
AC007491.1	0
CRNDE	0.018905
IRX5	0
CTD-3032H12.2	0
CTD-3032H12.1	0
MTND5P34	0
RP11-26L20.3	0
RN7SL841P	0
RP11-26L20.5	0
IRX6	0
RP11-26L20.4	0
RPL31P56	0
MMP2	0.510803
RP11-212I21.5	0
RP11-212I21.2	0.0534724
RP11-212I21.3	0
RP11-212I21.4	0.805151
CAPNS2	0.289802
SLC6A2	0
RP11-481F24.3	0
CES1P2	0
CES1P1	0.0446947
CES5A	0
RP11-461O7.1	0
RP11-461O7.2	0
RP11-355E10.1	0
CTD-2050B12.1	0
GNAO1	0.260273
DKFZP434H168	0
MIR3935	0
RP11-441F2.2	0
RP11-441F2.4	0
RP11-441F2.5	0
RP11-413H22.2	0
OGFOD1	2.80718
RP11-413H22.3	0.0416886
BBS2	3.62189
MT4	0
MT3	0.326336
RP11-249C24.10	0
MT1L	1.13051
MT1E	1.84598
MT1M	0.28685
MT1JP	0
MT1A	0.252829
MT1DP	0
MT1CP	0
MT1B	0
MT1G	0.863944
MT1H	0.110502
RP11-249C24.12	0
DPPA2P4	0
RP11-343H19.1	0
NUP93	1.92612
MIR138-2	0
SLC12A3	0.031119
MIR6863	0
RPS24P17	0
RP11-325K4.3	0.987182
RP11-325K4.2	1.47549
CETP	1.23745
RP11-322D14.1	0.186175
RP11-322D14.2	0.243748
RP11-407G23.1	0
RP11-407G23.2	0.527699
RP11-407G23.5	0.49105
RSPRY1	4.75565
ARL2BP	2.80403
RP11-407G23.7	0.0747736
RP11-407G23.4	0.109618
PLLP	0.333684
RPL23AP91	0
CTC-661I16.2	0
CCL22	0.0550516
CX3CL1	0.0793808
CCL17	0
DOK4	1.16972
CCDC102A	1.64994
ADGRG5	3.47407
HMGB3P32	0.845654
RP11-405F3.5	0
RP11-405F3.4	3.05348
DRC7	0.379523
RP11-405F3.2	0
KIFC3	3.49946
CTD-2600O9.2	0.392592
MIR6772	0
CTD-2600O9.1	0
RNU6-20P	0
CNGB1	0.0309171
TEPP	0.107531
MMP15	0.170715
Y_RNA	0
RP11-332G1.1	0
CTB-134F13.1	0
RP11-459F6.3	0.134817
RP11-459F6.1	0
RN7SL645P	0
CCDC113	0.0168503
PRSS54	0
GINS3	0.449606
RNU6-269P	0
RP11-481J2.1	0
RNU6-1110P	0
RP11-481J2.3	0
LINC02137	0.0290315
NDRG4	0.188335
RNU6-103P	0
SETD6	1.51884
RP11-481J2.4	0.733643
SNORA46	0
SNORA50A	0
CTA-331F8.1	0
SLC38A7	2.27951
RP11-451N19.3	0
RP11-410D17.2	0
RNU6-1155P	0
RN7SL143P	0
GEMIN8P2	0
RPL12P36	0
RP11-700H13.1	0
Metazoa_SRP	0
RPS27P27	0
RP11-102D18.1	0
RNU4-58P	0
DUXAP11	0
APOOP5	0
LINC02141	0
RP11-430C1.2	0
RP11-457D20.1	0
RP11-457D20.2	0
RP11-354I13.2	0
RP11-354I13.1	0
GNPATP	0
RP11-90K18.1	0
RPS27AP16	3.61432
CDH8	0
RP11-109D24.1	0
RN7SKP76	0
CTC-420A11.2	0
RNU6-21P	0
RP11-75D3.1	0
AC009161.1	0
AC009110.1	0
RP11-50O21.1	0
RP11-96H17.1	0
RP11-96H17.3	0
UBE2FP2	0
RP11-368L12.1	0
RPS15AP34	0
RP11-2K6.2	0
RP11-2K6.1	0.852105
RP11-370P15.1	0
LINC02165	0
RP11-21L1.1	0
RP11-744D14.2	0
AC012322.1	0
RP11-744D14.1	0
RP11-467L24.1	0
RP11-439I14.2	0
RP11-439I14.1	0
RP11-439I14.3	0
CDH11	0.0184156
RP11-229O3.1	0
LINC02126	0
RP11-256I9.2	0
RP11-256I9.3	0
LINC00922	0
RP11-351A20.1	0
RP11-351A20.2	0
RP11-513N24.1	0
RP11-356O24.1	0
RNA5SP428	0
CDH5	0.116705
LINC00920	0.218216
BEAN1	0.219559
CTD-2258A20.3	0
BEAN1-AS1	1.1992
RP11-403P17.4	0.0606116
RP11-403P17.2	0.0580228
CMTM4	1.79299
RP11-63M22.2	2.70777
RP11-63M22.1	0.0392684
RP11-61A14.4	0
TERB1	0
NAE1	2.85733
RP11-61A14.1	0
CA7	0.0156129
PDP2	0.465192
CDH16	0.00728968
RRAD	0.400063
CES3	0.0695999
CES4A	1.35466
RP11-361L15.5	0.335832
RN7SL543P	0
B3GNT9	1.65745
FBXL8	3.46477
HSF4	3.48528
NOL3	2.27672
KIAA0895L	2.50846
EXOC3L1	0.179806
ELMO3	3.69605
MIR328	0
CTC-277H1.6	0.137299
LRRC29	2.24407
SLC9A5	0.216338
PLEKHG4	0.789983
KCTD19	0.0114492
RN7SKP118	0
LRRC36	0.0219736
TPPP3	1.49281
RNU1-123P	0
ZDHHC1	0.457861
HSD11B2	0.0938464
RP11-297D21.2	0
RP11-297D21.4	1.49713
AGRP	0.141947
CTD-2012K14.8	0.198968
CTD-2012K14.2	0.110211
CTD-2012K14.6	0.232279
CTD-2012K14.5	0.176468
CTD-2012K14.7	0.173922
AC009095.4	0.213318
PARD6A	4.10286
C16orf86	3.49948
RP11-167P11.2	0.13091
TSNAXIP1	0.150939
CTC-479C5.11	0
NRN1L	0.916583
LCAT	4.22465
SLC12A4	4.37146
DPEP3	3.29491
KARSP3	0.0485519
CTC-479C5.6	0
RNU6-359P	0
NFATC3	4.81753
Y_RNA	0
SNORA48	0
RP11-96D1.9	0
RPS12P27	0
RP11-96D1.5	0.238383
RP11-96D1.10	0.590836
ESRP2	0.102072
MIR6773	0
RP11-96D1.6	0
PLA2G15	4.4464
RP11-96D1.7	0
SLC7A6	3.35959
RNU6-1262P	0
SLC7A6OS	3.47444
RP11-96D1.8	0.667647
PRMT7	2.92662
RP11-96D1.3	0
RNU4-30P	0
SMPD3	1.19421
RP11-71L14.3	0.0563985
RP11-71L14.4	0
Y_RNA	0
RPL35AP33	0
ZFP90	3.07665
RNU4-36P	0
RP11-615I2.1	0
RP11-615I2.6	0.028315
snoU109	0
snoU109	0
CDH3	0.0241779
RP11-615I2.2	0
RP11-615I2.3	0
HSPE1P5	0
CDH1	0.214911
RNA5SP429	0
RP11-354M1.2	0
FTLP14	0.0666306
TANGO6	2.02526
Y_RNA	0
U7	0
RP11-521L9.1	0
RP11-521L9.2	0.0620018
RNU6-898P	0
RP11-123C5.5	0
RPS2P45	0.0169627
HAS3	0.198193
UTP4	2.9312
RNU6-22P	0
SNTB2	3.66748
Y_RNA	0
RP11-70O5.2	0
PDF	4.59757
NIP7	3.26115
TMED6	0.431105
TERF2	4.64809
RP11-343C2.10	0
NFAT5	2.65185
RP11-140H17.2	0.138916
NQO1	0.679817
CTD-2033A16.3	0
CTD-2033A16.2	0.159498
SNORA62	0
MIR140	0
CLEC18A	0.522258
RP11-419C5.3	0
NPIPB14P	4.09405
PDXDC2P	1.07033
MIR1972-2	0
RP11-106J23.1	0
PDPR	3.95861
RP11-296I10.3	0
CLEC18C	0.0335588
RP11-296I10.5	0
SMG1P7	0.872114
EXOSC6	2.27665
RN7SL279P	0
DDX19B	4.64199
RP11-529K1.2	0.0858542
DDX19A	4.929
RPS27P26	0
RNU6-23P	0
FUK	4.39386
SNORD111B	0
SNORD111	0
IL34	0.101557
MTSS1L	0.433554
RP11-394B2.1	0.0236008
RP11-394B2.5	0.125193
RP11-394B2.6	0
VAC14-AS1	0.0886887
RP11-394B2.7	0
RP11-424M24.3	0
RP11-424M24.5	0
HYDIN	0.00170821
RNU6ATAC25P	0
RP11-23E19.1	0
RP11-23E19.2	0
CMTR2	1.68315
CTD-2520I13.1	0
CALB2	0.0771692
LINC02136	0
RP11-510M2.7	0
RP11-510M2.4	0
RP11-510M2.8	0
ZNF23	1.13391
RP11-510M2.2	0.0300005
ZNF19	0.15299
RP11-510M2.6	0
CHST4	0
RP11-510M2.5	0
RNU6-1061P	0
TAT	0.0370782
TAT-AS1	0
RP11-432I5.2	0
MARVELD3	0.0117679
PHLPP2	0.411888
RP11-432I5.6	0
RNU6-208P	0
SNORA70D	0
RP11-432I5.8	0
RP11-432I5.4	0
SNORD71	0
RP11-417N10.5	0.420326
RP11-417N10.3	0
ATXN1L	4.67465
RP11-417N10.4	0
ZNF821	2.10157
RP11-498D10.3	0
PKD1L3	0.0444739
RPL39P31	0
RP11-498D10.8	0
ATP5A1P3	0.0383308
DHODH	0.900278
HPR	0.389248
RP11-384M15.3	0.23105
PMFBP1	0.0968902
RP11-328J14.1	0
RP11-328J14.2	0
LINC01572	0.0286399
U6	0
AC004158.3	0
RP5-991G20.1	0.180202
RNU7-90P	0
KRT18P18	0
RP5-991G20.6	0
ZFHX3	0.23841
RP5-991G20.2	0
RNU7-71P	0
CTD-2326C4.1	0
AC002044.3	0
AC002044.4	0
AC002044.1	0
RP11-346C20.4	0.141127
RP11-346C20.3	0.0728931
HCCAT5	0
C16orf47	0
AC140912.1	0
RP11-140I24.2	0
LINC01568	0
RP11-44L9.1	0
RP11-44L9.2	0
RP11-44L9.3	0
CTD-2009A10.1	0
RP11-53L24.2	0
RP11-53L24.1	0
RP11-42H13.1	0
AC009120.4	0
AC009120.9	0
AC009120.8	0
AC009120.10	0
AC009120.11	0
AC009120.6	1.66551
AC009120.3	0.295548
AC009120.5	0.308057
RP11-252A24.2	2.4356
RP11-252A24.3	0.154554
NPIPB15	2.4259
RP11-252A24.8	0
CLEC18B	0.17352
RP11-252A24.5	0
RNU6-237P	0
Y_RNA	0.312592
RP11-572F4.1	0
HSPE1P7	0
RFWD3	3.85171
TMPOP2	0
FA2H	0.0846592
RP11-787D11.1	0
WDR59	3.85072
ZNRF1	2.14681
LDHD	0.957412
RP11-252E2.2	0
ZFP1	0.748718
RP11-331F4.1	0
CTRB2	0.0481024
CTRB1	0.0452708
RP11-331F4.4	0
BCAR1	0.0955659
RP11-331F4.5	0
RNU6-758P	0
RP11-252K23.1	0
RP11-252K23.2	0.228818
SNORA76	0
RP11-77K12.9	0.0732607
TMEM170A	4.1996
RP11-77K12.3	0
CHST6	0.0115516
RP11-77K12.4	0
RP11-77K12.10	0
RP11-77K12.5	0
CHST5	0.0187604
TMEM231	0.209283
RP11-490B18.5	0
RP11-490B18.6	3.15474
ADAT1	2.98835
RP11-490B18.9	0.0284985
DUXB	0.0590975
RN7SL520P	0
ATP5F1P7	0
CPHXL	0
RP11-2C15.1	0
RNA5SP430	0
RP11-293N14.1	0
RP11-150D5.2	0
RPL18P13	0.0401715
CNTNAP4	0
RN7SKP233	0
SNORD33	0
RP11-58C22.2	0
LINC02125	0
CTD-2336H13.2	0
MIR4719	0
CTD-2336H13.1	0
CTD-2300H10.2	0
SYCE1L	0.785954
VN2R10P	0
RP11-538I12.3	0
ADAMTS18	0
RP11-538I12.2	0
RP11-449J10.1	0
LINC02131	0
RP11-571O6.2	0
NUDT7	0.566838
RP11-264M12.2	0
VAT1L	0.0395721
RP11-264M12.4	0
RP11-281J9.1	0
RP11-281J9.2	0
CLEC3A	0
KRT8P22	0
RP11-358L22.2	0
WWOX	0.709234
RP11-358L22.3	0.423257
RP11-190D6.1	0
RP11-190D6.2	0
LSM3P5	0
RP11-264L1.4	0
RP11-264L1.1	0
RP11-264L1.3	0
RP11-264L1.2	0
RPS3P7	0
RP11-133M8.3	0
RP11-319G9.1	0
RP11-319G9.3	0.0279437
RP11-319G9.4	0
RP11-319G9.5	0
RP11-556H2.1	0
RP11-556H2.4	0
RP11-556H2.3	0.180592
RP11-556H2.2	0
RP11-679B19.1	0.0208555
RP11-679B19.2	0
RNA5SP431	0
RP11-467I17.1	0
MAF	2.78212
RP11-70D24.3	0
RP11-70D24.2	0.381478
RP11-70D24.4	0
RP11-70D24.1	0
LINC01229	0
MAFTRR	0
LINC01228	0
RP11-148M9.1	0
RP11-525K10.1	0
RP11-525K10.3	0
RP11-525K10.2	0
DYNLRB2	0
RP11-109P11.1	0
LINC01227	0
CDYL2	1.12937
RP11-18F14.4	0
CTD-2055G21.1	0
LINC02170	0.0227546
CMC2	0.740419
RP11-303E16.9	0.0780492
CENPN	0.542472
RP11-303E16.3	0.0240726
RP11-303E16.2	1.09626
ATMIN	3.3365
C16orf46	0.13162
RP11-303E16.5	0
RP11-303E16.6	0
RP11-303E16.7	0
GCSH	0.166923
PKD1L2	0.003246
RNU6-1191P	0
BCO1	0
RP11-626G3.1	0
RP11-55K13.1	0.0624346
GAN	0.232196
RP11-391L3.4	0.123677
RP11-391L3.5	0.571686
RP11-391L3.3	0.0647739
MIR7854	0
MIR6504	0
RP11-274A11.5	0
RP11-274A11.3	0.0392069
