Name	Brain - Caudate (basal ganglia)
C16orf78	0
RP11-189E14.5	0
RP11-189E14.3	0
LINC02179	0
ZNF423	4.17377
ADAM3B	0
MRPS21P7	0
CTD-2595P9.2	0
MRPS21P8	0
CTD-2595P9.4	0.774011
RP11-305A4.2	0
RP11-305A4.3	0
RPL34P29	0
RP11-305A4.5	0
RP11-429P3.3	0
RP11-429P3.2	0
Metazoa_SRP	0
ACTG1P16	0
RP11-429P3.8	0.127481
RNY4P3	0
RP11-429P3.5	0.149289
RPL10P14	0
SNORA70	0
PAPD5	2.74373
ADCY7	0.808776
MIR6771	0
RP11-21B23.1	0
LINC02178	0
RP11-21B23.3	0
NKD1	2.66756
RP11-401P9.1	0
RP11-401P9.7	0.0435418
RP11-401P9.6	0.0200811
RP11-401P9.5	0.337
SNX20	0.355827
NOD2	0.183325
RP11-327F22.6	0
RP11-327F22.1	0.182411
MIR3181	0
RP11-327F22.4	0
LINC02168	0
CTD-2034I21.1	0
RNA5SP426	0
LINC02187	0.033418
LINC02128	0.0656872
LINC02127	0
RP11-883G14.3	0
RP11-883G14.4	0
SOD1P2	0
AC009166.5	0
AC009166.7	0.179326
AC137527.2	0
UNGP1	0.0407977
RP11-437L7.1	0
HNRNPA1P48	2.67426
RN7SKP142	0
LINC01571	0.0613694
C16orf97	0
RP11-152O14.4	0
RP11-152O14.3	0
LINC00919	0
LINC02180	0
RP11-142G1.3	0
RP11-142G1.1	0
CASC22	0
RP11-132F7.2	0.126701
TOX3	0.70891
CASC16	0
RP11-297L17.2	0
RP11-297L17.3	0
RP11-297L17.4	0
RP11-297L17.6	0.041513
PHBP21	0
RP11-467J12.2	0
RP11-467J12.3	0
RP11-467J12.4	0.219137
CHD9	3.91914
RP11-295M3.2	0
RP11-454F8.3	0
RP11-454F8.2	0.0462082
RP11-454F8.4	0.0185304
snoU13	0
RNA5SP427	0
RP11-44F14.4	0
RP11-44F14.1	0
RP11-44F14.2	0
RP11-44F14.8	0
RP11-44F14.9	0
RP11-44F14.10	0
RNU6-1153P	0
RP11-44F14.5	0
RP11-44F14.7	0.220398
RP11-44F14.6	2.80704
RPGRIP1L	2.00954
RP11-36I17.2	0.262131
RP11-357N13.3	0
RP11-357N13.6	0.0250296
RP11-357N13.2	0.027505
RP11-357N13.1	0
RP11-324D17.2	0
LINC02169	0
IRX3	0.328616
RP11-434E6.5	0
RP11-434E6.4	0.0379715
LINC02140	0
LINC02183	0
AC007491.1	0
CRNDE	0.879502
IRX5	0.0581847
CTD-3032H12.2	0
CTD-3032H12.1	0
MTND5P34	0
RP11-26L20.3	0
RN7SL841P	0
RP11-26L20.5	0
IRX6	0.33335
RP11-26L20.4	0
RPL31P56	0
MMP2	2.0632
RP11-212I21.5	0
RP11-212I21.2	0
RP11-212I21.3	0
LPCAT2	2.29214
RP11-212I21.4	0.103694
CAPNS2	0.0423367
SLC6A2	0.00773783
RP11-481F24.3	0
CES1P2	0
CES1P1	0.00979978
CES1	1.14193
CES5A	0.233985
RP11-461O7.1	0.674953
RP11-461O7.2	0
RP11-355E10.1	0
CTD-2050B12.1	0
DKFZP434H168	0.238207
MIR3935	0
RP11-441F2.2	0.089629
RP11-441F2.4	0.0901206
RP11-441F2.5	2.53238
RP11-413H22.2	0
MT4	0
RP11-249C24.10	0
MT1JP	0.438231
MT1A	4.85015
MT1DP	1.61747
MT1CP	0
MT1B	0
MT1H	4.28424
RP11-249C24.12	0.308911
DPPA2P4	0
RP11-343H19.1	0.386541
MIR138-2	0
SLC12A3	0.0511158
MIR6863	0
RPS24P17	0.0577571
RP11-325K4.3	0.740974
RP11-325K4.2	1.28279
CETP	0.507006
NLRC5	1.45387
RP11-322D14.1	0
RP11-322D14.2	0
RP11-407G23.1	0
RP11-407G23.2	0.996457
RP11-407G23.5	0.946647
RP11-407G23.7	2.76467
RP11-407G23.4	0.796071
RPL23AP91	0
CTC-661I16.2	0
CCL22	0.0387843
CCL17	0.070654
DOK4	4.40067
CCDC102A	1.54858
ADGRG5	0.120705
HMGB3P32	0
RP11-405F3.5	0.0357296
ADGRG3	0.283656
RP11-405F3.4	0
DRC7	0.872544
RP11-405F3.2	0
CTD-2600O9.2	2.08968
MIR6772	0
CTD-2600O9.1	0
RNU6-20P	0
CNGB1	0.0394036
TEPP	0.0493489
ZNF319	4.09522
MMP15	3.77914
Y_RNA	0
RP11-332G1.1	0
CTB-134F13.1	0.171262
RP11-459F6.3	0.543107
RP11-459F6.1	0
RN7SL645P	0
PRSS54	0.104753
RNU6-269P	0
RP11-481J2.1	0.227806
RNU6-1110P	0
RP11-481J2.3	0
RNU6-103P	0
RP11-481J2.4	4.78791
SNORA46	0
SNORA50A	0
CTA-331F8.1	0
RP11-451N19.3	0
RP11-410D17.2	0.0254127
RNU6-1155P	0
RN7SL143P	0
GEMIN8P2	0
RPL12P36	0
RP11-700H13.1	0
Metazoa_SRP	0
RPS27P27	0
RP11-102D18.1	0
RNU4-58P	0
DUXAP11	0
APOOP5	0
LINC02141	0
RP11-430C1.2	0
RP11-457D20.1	0
RP11-457D20.2	0
RP11-354I13.2	0
RP11-354I13.1	0
GNPATP	0
RP11-90K18.1	0
RPS27AP16	3.65018
CDH8	3.89864
RP11-109D24.1	0
RN7SKP76	0
CTC-420A11.2	0.121924
RNU6-21P	0
RP11-75D3.1	0
AC009161.1	0
AC009110.1	0
RP11-50O21.1	0.0369397
RP11-96H17.1	0.134968
RP11-96H17.3	1.17542
UBE2FP2	0
RP11-368L12.1	0.209429
RPS15AP34	0
RP11-2K6.2	0
RP11-2K6.1	1.02098
RP11-370P15.1	0
LINC02165	0
RP11-21L1.1	0
RP11-744D14.2	0
AC012322.1	0
RP11-744D14.1	0
RP11-467L24.1	0.0338347
RP11-439I14.2	0
RP11-439I14.1	0
RP11-439I14.3	0
RP11-229O3.1	0.110583
LINC02126	0
RP11-256I9.2	0
RP11-256I9.3	0
LINC00922	0
RP11-351A20.1	0
RP11-351A20.2	0
RP11-513N24.1	0
RP11-356O24.1	0
RNA5SP428	0
LINC00920	0.33098
BEAN1	0.183833
CTD-2258A20.3	0
BEAN1-AS1	0.34004
RP11-403P17.4	0.0291962
RP11-403P17.6	4.71735
CMTM1	1.29429
CMTM2	1.07064
RP11-403P17.2	0
CMTM3	3.82217
RP11-63M22.2	4.78433
RP11-63M22.1	0
RP11-61A14.4	0.12992
TERB1	0.0244315
RP11-61A14.1	1.33022
PDP2	2.40752
CDH16	0
RRAD	2.95884
CES3	1.46425
RN7SL543P	0
B3GNT9	3.08996
TRADD	4.00634
FBXL8	2.10235
EXOC3L1	0.904139
ELMO3	0.900954
MIR328	0
CTC-277H1.6	0.312262
LRRC29	2.93785
PLEKHG4	1.12562
KCTD19	0.543454
RN7SKP118	0
LRRC36	0.967984
RNU1-123P	0.480956
HSD11B2	3.45316
RP11-297D21.2	0.104501
RP11-297D21.4	1.32608
AGRP	0.35518
CTD-2012K14.2	0.058355
CTD-2012K14.6	1.79654
CTD-2012K14.5	0.948271
CTD-2012K14.7	0.476113
AC009095.4	0.127259
RP11-167P11.2	0.106578
CTC-479C5.11	0
NRN1L	4.85053
CTRL	3.10805
DPEP3	0.196346
DPEP2	0.634202
DUS2	3.54644
KARSP3	0
CTC-479C5.6	0
RNU6-359P	0
NFATC3	1.83178
Y_RNA	0
SNORA48	0
RP11-96D1.9	0
RPS12P27	0
RP11-96D1.5	0.209101
RP11-96D1.10	0.451191
ESRP2	0.126187
MIR6773	0
RP11-96D1.6	0.0474952
RP11-96D1.7	0.073718
SLC7A6	2.30424
RNU6-1262P	0
SLC7A6OS	3.77372
RP11-96D1.8	0.536399
RP11-96D1.3	0.119714
RNU4-30P	0
RP11-71L14.3	0.579139
RP11-71L14.4	0.664317
Y_RNA	0
RPL35AP33	0
RNU4-36P	0
RP11-615I2.1	0.337784
RP11-615I2.6	0.338814
snoU109	0
snoU109	0
CDH3	1.09121
RP11-615I2.2	0.487599
RP11-615I2.3	0
HSPE1P5	0
CDH1	1.08387
RNA5SP429	0
RP11-354M1.2	0
FTLP14	0.156847
TANGO6	3.21675
Y_RNA	0
U7	0
RP11-521L9.1	0
RP11-521L9.2	0
RNU6-898P	0
RP11-123C5.5	0
RPS2P45	0.0164331
HAS3	0.854996
RNU6-22P	0
SNTB2	2.86866
Y_RNA	0
RP11-70O5.2	0
NIP7	4.2077
TMED6	0.40761
RP11-343C2.10	0
NFAT5	3.19796
RP11-140H17.2	0.117055
CTD-2033A16.3	0.25062
CTD-2033A16.2	0.109559
SNORA62	0
MIR140	0
CLEC18A	0.252748
RP11-419C5.3	0
PDXDC2P	2.11346
MIR1972-2	0
RP11-106J23.1	0
RP11-296I10.3	0
CLEC18C	0.0924345
RP11-296I10.5	0
SMG1P7	3.76334
RN7SL279P	0
DDX19B	3.82004
RP11-529K1.2	0.620969
RPS27P26	0
RNU6-23P	0
SNORD111B	0
SNORD111	0
RP11-394B2.1	2.77653
RP11-394B2.5	0.0725523
RP11-394B2.6	0
VAC14-AS1	3.72413
RP11-394B2.7	0.313554
RP11-424M24.3	1.11302
RP11-424M24.5	3.05174
HYDIN	0.513538
RNU6ATAC25P	0
RP11-23E19.1	0
RP11-23E19.2	0
CMTR2	2.80892
CTD-2520I13.1	0
LINC02136	0
RP11-510M2.7	0
RP11-510M2.4	0
RP11-510M2.8	0
RP11-510M2.2	0.510043
ZNF19	0.667754
RP11-510M2.6	0
CHST4	0
RP11-510M2.5	0
RNU6-1061P	0
TAT	0.0486732
TAT-AS1	0.0612263
RP11-432I5.2	0.0831096
MARVELD3	0.0583558
PHLPP2	4.59887
RP11-432I5.6	0
RNU6-208P	0
SNORA70D	0
RP11-432I5.8	0.0445047
RP11-432I5.4	0
SNORD71	0
RP11-417N10.5	0.0276703
RP11-417N10.3	0.1128
RP11-417N10.4	0
ZNF821	3.08729
RP11-498D10.3	0
PKD1L3	0.0372493
RPL39P31	0
RP11-498D10.8	0.082867
ATP5A1P3	0.116022
DHODH	2.21959
HP	0.354512
RP11-384M15.3	0.326956
PMFBP1	0.18606
RP11-328J14.1	0
RP11-328J14.2	0
LINC01572	0.176621
U6	0
RP5-991G20.1	1.46555
RNU7-90P	0
KRT18P18	0
RP5-991G20.6	0.0577477
ZFHX3	1.97184
RP5-991G20.2	0.115671
RNU7-71P	0
CTD-2326C4.1	0
AC002044.3	0
AC002044.4	0.106947
AC002044.1	0.0563901
RP11-346C20.4	1.04558
RP11-346C20.3	0.97717
HCCAT5	0.0447137
C16orf47	0.0708286
AC140912.1	1.84825
RP11-140I24.2	0
LINC01568	0
RP11-44L9.1	0
RP11-44L9.2	0
RP11-44L9.3	0
CTD-2009A10.1	0.0943473
RP11-53L24.2	0
RP11-53L24.1	0
RP11-42H13.1	0
AC009120.4	0.0652484
AC009120.9	0
AC009120.8	0
AC009120.10	0
AC009120.11	0.113392
AC009120.3	2.21349
AC009120.5	1.545
RP11-252A24.2	1.90195
RP11-252A24.3	0.265241
RP11-252A24.8	0.136345
CLEC18B	0.858065
RP11-252A24.5	0
RNU6-237P	0
Y_RNA	0
RP11-572F4.1	0
HSPE1P7	0
RFWD3	2.84857
TMPOP2	0.0313683
MLKL	2.17417
RP11-787D11.1	0.0613384
RP11-252E2.2	0
RP11-331F4.1	0
CTRB2	0.17647
CTRB1	0.141601
RP11-331F4.4	0.0673413
RP11-331F4.5	0.466344
RNU6-758P	0
RP11-252K23.1	0
RP11-252K23.2	0.262996
SNORA76	0
RP11-77K12.9	1.51797
RP11-77K12.3	0.055973
CHST6	4.33867
RP11-77K12.4	0
RP11-77K12.10	0.476862
RP11-77K12.5	0.292865
CHST5	2.69306
RP11-490B18.5	1.3116
RP11-490B18.6	1.48615
ADAT1	2.79226
RP11-490B18.9	0.0476572
DUXB	0
RN7SL520P	0
ATP5F1P7	0
CPHXL	0
RP11-2C15.1	0
RNA5SP430	0
RP11-293N14.1	0
RP11-150D5.2	0
RPL18P13	0.0449248
RN7SKP233	0
SNORD33	0
RP11-58C22.2	0
LINC02125	0.0282496
CTD-2336H13.2	0
MIR4719	0
CTD-2336H13.1	0
CTD-2300H10.2	0
SYCE1L	1.69554
VN2R10P	0
RP11-538I12.3	0
ADAMTS18	0.35942
RP11-538I12.2	0
RP11-449J10.1	0
LINC02131	0
RP11-571O6.2	0
NUDT7	2.44154
RP11-264M12.2	0.427463
RP11-264M12.4	0
RP11-281J9.1	0.0403039
RP11-281J9.2	0
CLEC3A	0.0432296
KRT8P22	0
RP11-358L22.2	0
RP11-358L22.3	2.57532
RP11-190D6.1	0
RP11-190D6.2	0
LSM3P5	0
RP11-264L1.4	0
RP11-264L1.1	0
RP11-264L1.3	0
RP11-264L1.2	0.0346281
RPS3P7	0
RP11-133M8.3	0
RP11-319G9.1	0
RP11-319G9.3	0.363893
RP11-319G9.4	0
RP11-319G9.5	0
RP11-556H2.1	0.0664926
RP11-556H2.4	0
RP11-556H2.3	0.0419464
RP11-556H2.2	0
RP11-679B19.1	2.67456
RP11-679B19.2	0.0733784
RNA5SP431	0
RP11-467I17.1	0
RP11-70D24.3	0.11619
RP11-70D24.2	1.76591
RP11-70D24.4	0.0615762
RP11-70D24.1	0.0199095
LINC01229	0.0396926
MAFTRR	0.0886081
LINC01228	0
RP11-148M9.1	0
RP11-525K10.1	0
RP11-525K10.3	0.12183
RP11-525K10.2	0
DYNLRB2	2.85267
RP11-109P11.1	0.258816
LINC01227	0
CDYL2	4.51108
RP11-18F14.4	0
CTD-2055G21.1	0
LINC02170	0.25691
RP11-303E16.9	0.432872
CENPN	1.20975
RP11-303E16.3	1.0269
RP11-303E16.2	3.07492
C16orf46	4.46419
RP11-303E16.5	0.507265
RP11-303E16.6	0.0358558
RP11-303E16.7	0.109753
PKD1L2	0.601535
RNU6-1191P	0
BCO1	0.286076
RP11-626G3.1	0.0746233
RP11-55K13.1	0.551636
GAN	2.77782
RP11-391L3.4	0
RP11-391L3.5	0
RP11-391L3.3	0.0166431
MIR7854	0
MIR6504	0
RP11-274A11.5	0
RP11-274A11.3	0.0202512
RP11-274A11.4	0.0444154
RP11-960L18.1	0.0930526
PLCG2	1.51808
RP11-510J16.6	0
SDR42E1	0.0572778
HSD17B2	0.00345022
RP11-510J16.5	0
MTCYBP28	0
CTD-2588J6.2	0
RN7SKP190	0
RP11-481E4.1	0
RP11-481E4.2	0
RP11-2L4.1	0
CDH13	0.984885
MIR8058	0
RP11-22H5.1	0
RP11-22H5.2	0
RN7SL134P	0
CTD-3253I12.1	0
RP11-543N12.1	0
MIR3182	0
RP11-298D21.3	0.17237
RP11-298D21.1	2.63581
RP11-298D21.2	0.315375
RP11-483P21.2	0.087827
MLYCD	1.89034
RP11-483P21.6	0.0600162
RP11-505K9.4	0.244707
OSGIN1	3.40665
SLC38A8	0.243732
RNA5SP432	0
RP11-505K9.5	0.147065
RP11-505K9.3	0.0502655
DNAAF1	2.33051
ADAD2	0.663115
RP11-486L19.2	0.0855957
KCNG4	0.119275
RP11-558A11.1	0
RNA5SP433	0
RP11-558A11.2	0
RP11-558A11.3	0
ATP2C2	1.77117
RP11-517C16.2	0.525762
TLDC1	2.39225
RP11-517C16.4	0
RP11-61F12.1	0.0195107
KLHL36	3.60641
CRISPLD2	2.27183
RP11-254F19.2	0
RP11-254F19.4	0.0151749
LINC02176	0
FAM92B	0.241882
LINC02139	0.269446
RP11-442O1.3	0.104575
GSE1	3.44819
COX6CP16	0
LINC00311	0.0182912
MIR5093	0
LA16c-352F7.1	0
RP11-118F19.1	0.135774
CTD-2542L18.1	0.00497098
RN7SL381P	0.160258
GINS2	1.23578
C16orf74	1.87242
RP11-568J23.8	0.448104
MIR1910	0
RP11-568J23.4	0
RNU1-103P	0.388427
RP11-568J23.5	0.392225
RP11-568J23.6	0
RP11-568J23.7	0
RP11-568J23.1	0
RP11-568J23.2	0.0127299
IRF8	1.33526
MIR6774	0
LINC02132	0
RP11-542M13.2	0
RP11-542M13.1	0
RP11-805I24.1	0
RP11-805I24.4	0
RP11-805I24.3	0
LINC01082	0
RP11-514D23.3	0
LINC01081	0
Y_RNA	0
LINC02135	0
LINC00917	0
RP11-158I3.3	0
RP11-158I3.1	0
FENDRR	0.873931
FOXF1	2.70632
RP11-463O9.9	0.619198
RP11-463O9.1	0.415806
MTHFSD	2.46742
FLJ30679	0.0260613
FOXC2-AS1	0
FOXC2	0.50715
FOXL1	0.393578
RP11-463O9.2	0
RP11-463O9.6	0
RP11-58A18.1	0
RP11-58A18.2	0
LINC02189	0
LINC02188	0.183748
RP11-107C10.1	0
LINC02181	0
RP11-134D3.2	0
C16orf95	1.10466
RP11-899L11.1	0
RP11-899L11.3	0
RP11-178L8.5	0
RP11-178L8.1	0
RP11-178L8.6	0
RP11-178L8.7	1.10464
RP11-178L8.9	0
RP11-178L8.3	0.0616874
RP11-106D4.3	0
RP11-106D4.2	0.0971698
RP11-482M8.1	0.489129
RP11-278A23.4	0.128789
RP11-278A23.1	0.689283
RP11-278A23.2	0.0705789
RP4-536B24.4	0.0343812
RP4-536B24.3	0
MIR6775	0
RP4-536B24.2	0.187769
CA5A	0.0828083
GS1-21A4.1	0
GS1-21A4.2	0
CTD-3057O21.1	0
BANP	1.8179
RP11-863P13.5	0.161462
RP11-863P13.6	0
RP11-863P13.4	0.0842044
RP11-863P13.1	0
RP11-863P13.3	0.135218
RP11-863P13.2	0
LINC02182	0.205151
LA16c-444G7.1	0
ZNF469	1.31002
ZFPM1	1.88535
MIR5189	0
RP11-21B21.4	0.583244
IL17C	0.0878947
SNAI3-AS1	4.07936
SNAI3	1.8602
RP5-1142A6.10	0.223344
MIR4722	0
RP5-1142A6.9	2.78706
RP5-1142A6.2	0.755642
RP5-1142A6.7	0.0758919
RP5-1142A6.8	0.546477
CDT1	1.13014
PABPN1L	0.401617
RP11-830F9.5	0.239333
RP11-830F9.7	0.329234
RP11-830F9.6	0.483584
CTD-2555A7.1	0.0593832
CTD-2555A7.2	2.31885
ACSF3	3.88834
CTD-2555A7.3	0.0462134
LINC00304	0.407376
LINC02138	0.0275229
CDH15	0.15946
SLC22A31	0.617774
RP11-46C24.7	4.28221
ZNF778	2.07793
AC137932.4	0.920032
AC137932.5	0.591551
AC137932.6	0.0457678
RP1-168P16.2	0.0185838
RP1-168P16.1	0
RNU6-430P	0
RP1-168P16.3	0
RP11-104N10.1	0.315226
RP11-104N10.2	0.347004
SNORD68	0.328288
DPEP1	0.0774581
SPATA33	2.39896
LINC02166	0.570403
RP11-368I7.6	1.96525
VPS9D1-AS1	1.46565
FANCA	0.797773
MC1R	3.50307
RP11-566K11.4	0
RP11-566K11.5	0
GAS8-AS1	0.248153
URAHP	2.23758
PRDM7	0.00466616
TUBB8P7	0.0763382
FAM157C	0.0810964
RP11-356C4.3	0
RP11-356C4.5	0.0996329
RNU6-355P	0
LINC02193	0.152661
RP11-356C4.6	0
RP11-1228E12.1	0.0302555
RP11-1228E12.2	0
U6	0
SCGB1C2	0
LINC02091	0.0950285
RPH3AL	0.672759
RP11-1260E13.1	0
RP11-1260E13.4	0.5383
RP11-1260E13.3	0
RP11-1260E13.2	0
AC108004.3	0
RP5-1029F21.3	0.119269
RP5-1029F21.4	0
RP5-1029F21.2	0.19274
RP11-411G7.2	0
RPS4XP17	0.103818
FAM57A	4.50665
GEMIN4	2.24399
DBIL5P	0.690526
RP11-676J12.4	0.300392
RP11-676J12.8	0.140763
RP11-676J12.9	0.379846
NXN	4.8459
RP11-676J12.6	0.29029
RP11-676J12.7	0.0512993
RP11-356I18.1	0
MIR3183	0
Metazoa_SRP	0
RP11-216P6.2	0
AC016292.1	0.131079
AC144836.1	0
BHLHA9	0.091067
TUSC5	0.0345462
RP11-818O24.2	0
RP11-818O24.3	0.120058
RN7SL105P	0
SCARF1	4.05249
RP11-961A15.3	0.820451
TLCD2	0.511157
MIR22HG	4.19247
WDR81	4.09975
SERPINF2	1.12759
SERPINF1	2.59304
SMYD4	3.11644
AC016292.3	0.181271
RTN4RL1	2.68264
CTD-2545H1.2	0.0271019
AC099684.1	0.0676436
CTD-2545H1.1	0
RP11-667K14.3	3.05258
MIR132	0
MIR212	0
HIC1	1.82432
SMG6	4.9564
RP11-667K14.14	0
RP11-667K14.5	0
RP11-667K14.13	0
RP11-667K14.10	0
RP11-667K14.9	0
RP11-667K14.8	0
RN7SL624P	0
AC090617.1	0
AC130689.5	0
AL450226.2	0
SMG6-IT1	0
RP5-1037N22.2	0
SRR	4.1557
HNRNPA1P16	1.38939
SNORD91B	0
SNORD91A	0
RP1-59D14.10	0.199068
RP1-59D14.5	4.82297
METTL16	4.64627
RP1-59D14.9	0
RP1-59D14.8	0
RN7SL33P	0
EIF4A1P9	0
SAMD11P1	0
RP11-135N5.3	0.0638115
RN7SL608P	0.761138
RP11-74E22.6	0.23735
MIR6776	0
RP11-74E22.3	1.19166
CCDC92B	2.25415
CTD-3060P21.1	0
OR1D5	0
OR1D2	0
OR1E3	0
OR1G1	0
CTD-2309O5.3	0
OR1P1	0
OR1A2	0
OR1A1	0
OR1D4	0
OR1D3P	0
OR3A2	0.188564
RP11-64J4.2	0.139923
OR3A1	0.0240228
OR3A4P	0
OR3A5P	0
OR1AC1P	0
OR1R1P	0.0348906
OR1E1	0.0462892
OR3A3	0.0595673
OR1E2	0
RP11-147K16.3	0.109268
SPATA22	0.378612
TRPV3	3.36384
RP11-235E17.3	0.0449051
RP11-235E17.4	0.336979
SHPK	4.58643
RP11-235E17.5	0.0803463
RP11-235E17.6	2.64149
RP11-48B14.1	0.803361
CTD-3195I5.3	0.754194
GSG2	0.0933041
CTD-3195I5.4	0
P2RX1	0.467647
ATP2A3	1.66295
LINC01975	0
RNA5SP434	0
Y_RNA	0
RYKP1	0.0840582
RP11-104O19.4	1.7812
MFSD1P1	0.177696
RN7SL774P	0
SPNS3	0.551241
RP13-580F15.2	0.261452
AC118754.4	1.25337
GGT6	0.0150181
RP11-141J13.3	0
TXNP4	0
SMTNL2	0.419037
LINC01996	0.0300408
RNU6-955P	0
ALOX15	0.898566
AC091153.4	0.0848297
RP11-314A20.2	0.561311
RP11-314A20.1	0.864549
RP11-314A20.5	0
ZMYND15	1.08235
TM4SF5	0
VMO1	1.86073
GLTPD2	1.12042
RP11-81A22.5	2.45158
ATP6V0CP1	0.0645663
RN7SL784P	0.0525049
CHRNE	0.657562
C17orf107	0.907697
GP1BA	0.484904
ENO3	2.11363
RP5-1050D4.3	0
MIR6864	0
MIR6865	0
RP5-1050D4.2	0.0980546
RP5-1050D4.4	0
RP5-1050D4.5	0.776304
INCA1	2.39527
AC109333.10	0.332757
SLC52A1	0.0637194
RP11-46I8.1	0
RP11-46I8.3	0.106369
ZFP3	3.86933
ZNF232	3.04364
USP6	0.35444
RP11-46I8.4	0
ZNF594	2.92818
RP11-333E1.1	1.724
SCIMP	0.199907
RP11-333E1.2	2.05638
RP11-420A6.2	0.155972
CTC-524C5.5	0
RP11-807C20.2	0
CTB-162E12.1	0
RP11-960B9.2	0
RNU6-1264P	0
BTF3P14	0
AIPL1	0.0226426
RP11-636N17.1	0
FAM64A	0.0525593
Metazoa_SRP	0
RNA5SP435	0
CTC-281F24.5	0.614888
CTC-281F24.1	0.723561
MIR4520-1	0
CTC-281F24.3	1.93687
SLC13A5	4.20771
CTC-281F24.2	0
RPL23AP73	0
XAF1	3.6593
PRAL	0.37195
FBXO39	0.0548847
TEKT1	0.518821
ALOX12P2	0.571261
ALOX12-AS1	2.76252
RP11-530N7.2	0.277266
RP11-530N7.3	0.127941
RP11-589P10.5	3.33953
ALOX12	0.457196
MIR497HG	4.22433
BCL6B	1.52666
SLC16A13	0.511256
SLC16A11	2.52725
CTD-2545G14.2	0
CLEC10A	0.0768204
ASGR2	0.15714
RPL7AP64	0
ASGR1	2.09859
CTD-2545G14.4	2.01917
MIR324	0.361648
CTD-2545G14.6	0.348361
CLDN7	0.239906
Y_RNA	0
SLC2A4	1.99437
RP1-4G17.2	0
YBX2	0.397412
AC026954.6	0.0603399
ACAP1	2.52432
KCTD11	3.98653
TMEM95	0
TNK1	3.85085
SPEM1	0
C17orf74	0.0550187
RP11-104H15.12	0.0108563
TMEM102	0.763627
FGF11	4.38103
SLC35G6	0.0604419
Y_RNA	0
RP11-186B7.7	0.5962
SNORA48	1.08055
SNORD10	3.45677
SHBG	0.867045
TP53	4.02247
RP11-199F11.2	1.52964
WRAP53	2.63292
DNAH2	1.51732
RPL29P2	0
CYB5D1	2.82794
RP11-1099M24.6	0.477249
SCARNA21	0
AC025335.1	4.20168
KCNAB3	2.27538
RP11-1099M24.8	0
GUCY2D	0.0713516
RP11-1099M24.9	0.0212103
ALOX15B	0.135775
RP11-599B13.3	0
RP11-599B13.9	0.0466391
ALOX12B	0.712889
AC129492.6	0.499379
MIR4314	0
ALOXE3	0.466873
HES7	0.469027
MIR6883	0
RP11-599B13.7	0.125769
MIR4521	0
RP11-599B13.8	0
AURKB	0.0499234
LINC00324	0.695522
PFAS	3.54512
RP11-849F2.9	1.07915
SLC25A35	2.77258
RP11-849F2.10	0
ARHGEF15	1.72901
AC135178.7	0.0612443
SNORA69	0
RP11-849F2.4	0.095498
ODF4	0
RP11-849F2.5	0.122134
KRBA2	1.64881
RNF222	0.0308252
RNU7-43P	0
RP11-713H12.2	0
RP11-713H12.1	0
CCDC42	0
SPDYE4	0.0243206
MFSD6L	0.0653326
PIK3R6	1.4291
PIK3R5	0.661065
CTB-41I6.1	0
CTB-41I6.2	0.0457971
NTN1	3.27699
RP11-85B7.2	0.0518399
RP11-85B7.5	0
RP11-85B7.4	0
AC087501.1	0.041299
RP11-565F19.4	0
RP11-565F19.3	0
RP11-565F19.2	0.637409
CFAP52	0.78304
RPL19P18	0
RP11-55L4.2	0
USP43	1.13098
RP11-55L4.1	0
RP11-477N12.6	0
DHRS7C	0.0461555
GSG1L2	0
RP11-477N12.5	0
GLP2R	0.0814765
NPM1P45	0
RCVRN	0.436118
RPS27AP1	0.0516869
RP11-401O9.4	0
MYH13	0
RP11-401O9.3	0
RP11-799N11.1	0
MYH8	0
MYH4	0
MYH1	0.116685
MYH2	0.101547
CTC-297N7.7	0
MYH3	1.75404
CTC-297N7.1	0
SCO1	3.81819
CTC-297N7.10	0
TMEM220	3.80735
MAGOH2P	1.19823
TMEM220-AS1	1.00328
CTC-297N7.9	0.772709
RP11-963H4.2	0
RP11-963H4.5	0
LINC00675	0.1721
RP11-963H4.6	0
PIRT	0.733356
RP11-963H4.3	0.50117
RNU6-1065P	0
RPL15P21	0
RN7SL601P	0
SHISA6	1.68167
RP11-680C21.1	0.0583897
DNAH9	1.2003
RP11-628O18.1	0
RP11-1096G20.5	0.226683
RPL21P122	0.0226143
RNU11-2P	0
MIR744	0
RP11-471L13.3	0.055336
RP11-471L13.2	0
LINC00670	0
MYOCD	0.15253
AC005358.3	0
RP11-1090M7.1	0.033982
MIR1269B	0
RP11-1090M7.3	0.171009
RP11-597M12.2	0.162845
RP11-488L1.1	0
LINC02093	0
HS3ST3A1	0.0164833
MIR548H3	0
COX10-AS1	0.955366
RP11-131K5.2	0
AC005304.1	0
RP11-131K5.1	0
CDRT15P1	0.0747518
COX10	3.41909
SNORA74	0
AC005224.2	0.772334
CDRT15	0
RP11-214O1.1	0
HS3ST3B1	0.0527786
RP11-214O1.2	0
RP11-214O1.3	0
AC022816.2	0
RPS18P12	0.384796
AC013248.2	0
AC005863.1	0
LINC02096	0
RPL23AP76	0
AC005772.2	0
CDRT7	0
CDRT8	0
MIR4731	0
RP11-849N15.3	0.296803
RP11-849N15.1	0
AC005703.3	0
AC005703.2	0
TEKT3	0.907718
RNU6-799P	0
RP11-849N15.5	0
RP11-849N15.4	0.0409694
RN7SL792P	0
RPL9P2	0.0823511
TVP23C	1.02734
AC005517.3	1.08105
