Name	Heart - Atrial Appendage
RP4-673D20.5	0
RP4-673D20.4	0
RP4-673D20.6	0
RP4-673D20.3	0.079889
RP5-968J1.1	0.0857204
RP5-858L17.1	1.51531
RP4-684O24.5	0
PDYN	0
RPL7P2	0
RP11-128M1.1	0
TGM3	0.123014
TGM6	0
Y_RNA	0
ZNF343	4.26288
TMC2	0.0375958
SNORA51	0
SNORD56	0
RP4-686C3.7	0.0554271
RPL19P1	0
CPXM1	2.20515
C20orf141	0
TMEM239	0
GNRH2	0.247167
OXT	0.396706
AVP	0
RN7SL555P	0
UBOX5-AS1	0.107646
UBOX5	3.60821
SLC4A11	0.313294
RP4-794I6.4	0.0486886
RNU6-1019P	0
UBE2V1P1	0.210626
U3	0
RP11-137F15.1	0
SF3A3P1	0
GFRA4	0
SIGLEC1	3.46482
SPEF1	0.171891
LINC01730	0.145433
AP5S1	3.35361
RP11-119B16.2	0.641878
PANK2	3.37919
MIR103A2	0
RP4-681N20.5	1.70706
FTLP3	4.67697
RPL21P2	0
RP11-352D3.2	0
SMOX	4.75935
LINC01433	0.028144
ADRA1D	0.0684705
RP11-307O10.1	0
RP5-1164C1.2	0
RPL7AL2	0
RPS4XP2	0.0899816
PRND	0.0139602
PRNT	0
RP5-1068H6.1	0
RP5-1068H6.6	0
RASSF2	3.77747
SNORA31	0
RP5-1116H23.1	0
RP5-1116H23.6	0.087803
RP5-1116H23.5	0.142286
RP5-1116H23.4	0.413913
RP5-1116H23.3	0.258856
RNA5SP474	0
Y_RNA	0
SNORA26	0
UBE2D3P1	0.304036
PROKR2	0.0451741
RNA5-8SP7	0
RP5-828H9.4	0
LINC00658	0.0122377
RP5-828H9.1	0.0352385
LINC00654	1.90737
RP5-1022P6.7	0
LINC01729	0
RPS18P1	0
RP5-1022P6.5	0
EIF4EP1	0.583267
C20orf196	4.48445
RNU1-55P	0
KANK1P1	0
MCM8	2.06072
Y_RNA	0
RP5-967N21.7	0
MCM8-AS1	0
RP5-967N21.11	0.854896
RN7SL498P	0
LRRN4	0.151452
RP5-1056H1.2	0.108549
FERMT1	0.599496
TARDBPP1	0
RP4-775C13.1	0.0376759
RP4-775C13.2	0
RP4-775C13.3	0
CASC20	0
LINC01713	0
BMP2	3.07943
RP4-764O22.1	0
LINC01428	0
RP11-19D2.1	3.38292
LINC01751	0
LINC01706	0
MIR8062	0
RN7SL547P	0
RP5-836E8.1	0
RP1-209B9.2	0
HAO1	0
RP5-971N18.3	0.0250632
PLCB1	1.62084
PHKBP1	0
PLCB1-IT1	0
RNU105B	0
RP5-859I17.2	0
RP5-859I17.3	0
Metazoa_SRP	0
LAMP5-AS1	0
LAMP5	0.222981
PAK5	0.0224467
RP5-986I17.2	0
RP5-839B4.8	0
SNAP25-AS1	0.0535137
ANKEF1	0.614993
RP11-416N4.4	0.0862694
RP11-416N4.1	0.068722
SNAP25	2.39207
HIGD1AP15	0
RPL23AP6	0
SDAD1P2	0
SLX4IP	1.30753
RP5-1099D15.1	0.081081
MIR6870	0
RP11-103J8.1	0.0660465
LINC01752	0.150829
RP1-278O22.2	0.0278637
RP4-697P8.3	0
FAT1P1	0
RP11-103J8.2	0
C20orf187	0
RP4-734C18.1	0
RPS11P1	0
RP5-1128N12.3	0
RP5-1128N12.2	0
PGAM3P	0
RP11-268G13.1	0
LINC00687	0
RN7SKP111	0
RP5-1012F16.2	0
RP4-742J24.2	0.193159
RP4-796I8.1	0
RP11-102J14.1	0
PA2G4P2	0.0234199
LINC01722	0
RP5-1069C8.3	0
LINC01723	0
SPTLC3	1.71101
RP4-718P11.1	0.0614988
ISM1	1.78576
ISM1-AS1	0
RP5-1077I2.3	0.0441043
RP4-585I14.3	0
TASP1	4.13615
GAPDHP2	0.15435
SEL1L2	0.0290282
RNU6-278P	0
MACROD2	0.225338
RPS3P1	0
AIMP1P1	0
RN7SL864P	0
FLRT3	0.223734
RNU6-228P	0
RNF11P2	0
MACROD2-IT1	0
RPS10P2	0.0920973
MACROD2-AS1	0
RP5-974N19.1	0
RNU6-1159P	0
RNU6-115P	0
RNA5SP475	0
RP11-388K2.1	0
ENSAP1	0
PPIAP17	0
KIF16B	3.55495
RP4-777L9.2	0
RP4-777L9.3	0
RPLP0P1	0
Y_RNA	0
RPL7AL3	0
RP4-705D16.3	0
OTOR	0
RP5-1195D24.1	0
U3	0
RNU6-27P	0
RP1-298M8.1	0
RNU1-131P	0
PCSK2	1.56368
DYNLT3P1	0
BFSP1	0.430294
RPS27AP2	0.0902005
RP11-462D18.4	0.294044
RN7SKP69	0
RP11-462D18.2	0.238117
BANF2	0
RP5-905G11.3	0
RNU6-192P	0
SNORD17	0.359945
OVOL2	0
PTMAP3	0
RP4-726N1.2	0
RPL15P1	0
RNU7-137P	0
Y_RNA	0
PET117	3.47995
RP4-717M23.2	0
RN7SL14P	0
RNU2-56P	0
ZNF133	4.16143
RN7SKP74	0.166998
RP4-568F9.3	0
RP4-568F9.6	0
LINC00851	0
DZANK1	0.442968
GCNT1P1	0.0167898
RNA5SP476	0
POLR3F	4.60893
MIR3192	0
RPL21P3	0.0836071
RBBP9	3.61858
RPS19P1	0.141135
RN7SL638P	0
RNU6ATAC34P	0
DUXAP7	0
RP11-379J5.5	0
EEF1A1P34	0
LINC00652	0.046263
RP5-1068E13.7	1.54174
C20orf78	0
SCP2D1	0
RP11-97N19.3	0
SLC24A3	1.02094
RP11-97N19.2	0
RP5-1027G4.3	0
RP4-718D20.3	0
RP1-122P22.4	0.149014
RP1-122P22.2	1.68243
RPL12P12	0.395816
RP5-999L4.2	0.672405
CFAP61	0.0907015
RP5-1002M8.4	0
RP5-1178H5.2	0
RPL17P1	0
RP5-1096J16.1	0
RN7SL690P	0
RP11-470C13.4	0
INSM1	0
RALGAPA2	4.64434
EIF4E2P1	0
LLPHP1	0
RN7SL607P	0
MRPS11P1	0
RP5-1177M21.1	0
LINC00237	0
RP5-872K7.8	0
RPL24P2	2.42998
RNA5SP477	0
RP5-872K7.7	0
KIZ-AS1	0.0235659
RPS15AP1	0.984918
ZNF877P	0
RP1-198K11.5	0.922669
NKX2-4	0
RP11-227D2.3	0
RN7SKP140	0
RP5-984P4.1	0
RP5-984P4.6	0
NKX2-2	0
RP5-984P4.4	0
LINC01727	0
LINC01726	0
AL121590.1	0
PAX1	0
SLC25A6P1	0
RPL41P1	0
RP5-1185K9.1	0
LINC01432	0
RP5-1097P24.1	0
LINC01427	0
RP5-828K20.1	0
RP5-1004I9.2	0
RP5-1004I9.1	0
LINC00261	0
FOXA2	0
LINC01384	0
LINC01747	0
RP11-359G22.4	0
KRT18P3	0
CYB5AP4	0
RP11-189G24.2	0
RP4-753D10.5	0
RP4-753D10.3	0
SSTR4	0
RP4-737E23.6	0.599451
LINC00656	0.0195268
RP4-737E23.5	0.0394673
RNA5SP478	0
RP4-737E23.7	0
RP4-737E23.2	0.0841696
RP5-851M4.1	0
RP3-322G13.7	0.0460773
LINC01431	0.330482
RNA5SP479	0
CSTL1	0
CST11	0
Y_RNA	0
RP3-333B15.5	0
CST12P	0
RP3-333B15.4	0
RP3-333B15.6	0
CST8	0
CST13P	0
CST9LP1	0
CST9L	0
CST9LP2	0
CST9	0
RP11-218C14.8	0.580825
RP11-218C14.5	0.0859514
CST4	0
CST2P1	0
CST1	0
CSTP2	0
XXyac-YX60D10.1	0
CST2	0.0308898
CST5	0
CSTP1	0
RP5-831C21.1	0
GGTLC1	0
POM121L3P	0
RP5-1100I6.1	0
LINC01721	0
RNU1-23P	0
RP4-564O4.1	0
GAPDHP53	0
RP11-526K17.2	0.0362432
RP5-860P4.2	0
RP4-568C11.4	0.0757657
CST7	3.51061
RNU6-1257P	0
RP5-1025A1.3	0
VSX1	0.118146
RP5-1025A1.2	0
RP4-738P15.1	0
RP4-738P15.4	0
Y_RNA	0
RP4-738P15.6	0
RP5-965G21.3	1.01215
RP5-965G21.4	0.574614
RP5-965G21.5	0.123186
RP5-965G21.6	3.57764
PPIAP2	0
GINS1	0.23553
NINL	3.90955
RNU6ATAC17P	0
NANP	1.8344
ZNF337-AS1	1.09129
RN7SL594P	0
MED28P7	0
RP4-694B14.8	0.620041
ZNF337	4.42581
VN1R108P	1.23567
RP13-401N8.1	0.616274
FAM182B	0.251735
BSNDP1	0
RP13-401N8.3	0
BSNDP2	0.0770156
CFTRP1	0
LINC01733	0
RP4-760C5.3	0.276804
CTD-2514C3.1	1.26161
FAM182A	0.0584094
BSNDP3	0
NCOR1P1	0
RP13-329D4.3	0
MIR663AHG	0
RP3-410C9.2	0
MIR663A	0
FRG1DP	0.509461
5_8S_rRNA	0
DUX4L32	0
PCMTD1P7	0
DUX4L33	0
DUX4L34	0
FRG2EP	0
RARRES2P11	0
AGGF1P10	0
DUX4L35	0
FRG1EP	0.534015
Y_RNA	0
CFTRP2	0
5_8S_rRNA	0
CDC27P3	0
5S_rRNA	0
DUX4L37	0.0611334
CFTRP3	0
LINC01597	0.0827881
Y_RNA	0
LINC01598	0
MLLT10P1	0.186105
5_8S_rRNA	0
RP11-462H3.2	0.016964
ANKRD20A21P	0.0233262
U6	0
5S_rRNA	0
DEFB115	0
DKKL1P1	0
RP5-854E16.2	0.0462056
DEFB116	0
RPL31P3	0
HAUS6P2	0
RNA5SP480	0
DEFB117	0
DEFB118	0
SNORA40	0
DEFB119	0
DEFB121	0
DEFB122	0
DEFB123	0
DEFB124	0.620152
REM1	3.84026
LINC00028	0.153544
RP3-324O17.7	0.0845661
MCTS2P	1.51251
HM13-IT1	0.660619
HM13-AS1	0.306815
RP3-324O17.8	0
MIR3193	0
RP11-243J16.7	0
ABALON	0.363766
TPX2	0.572549
RP11-243J16.8	0
MYLK2	0.298984
DUSP15	2.3661
TTLL9	0.0725826
RNU1-94P	0
XKR7	0.00473758
RP1-310O13.13	0
RNA5SP481	0
RP1-310O13.7	0.772
RNA5SP482	0
HCK	3.63486
RP5-836N17.4	0.125903
RSL24D1P6	0.66941
TSPY26P	1.84512
PLAGL2	3.22129
RP11-358N2.2	0.302181
NOL4L	2.63405
RP5-1184F4.5	0.300476
RP5-1184F4.7	0
RP11-410N8.3	0
RP11-410N8.4	0
RP11-410N8.1	0
C20orf203	0.0984804
BAK1P1	0.246858
DNMT3B	0.606991
RP5-1085F17.4	0.0381032
EFCAB8	0.0485203
SUN5	0
BPIFB2	0
BPIFB6	0
PUDPP3	0
BPIFB3	0
BPIFB4	0.116542
BPIFA2	0
SOCS2P1	0
BPIFA4P	0
RP11-49G10.3	0
BPIFA3	0
BPIFA1	0
RPL12P3	0
BPIFB1	0.0122192
BPIFB5P	0
BPIFB9P	0.0808489
RP1-63M2.7	0.821045
C20orf144	0
ACTL10	0.39428
RP1-63M2.5	0.0545169
E2F1	0.875937
PXMP4	3.23745
RP4-553F4.2	0
ZNF341	2.00246
RPL31P2	0.0771716
ZNF341-AS1	0.210167
TPM3P2	0
PIGPP3	0
RALY-AS1	0.40287
RP5-1125A11.7	0.152025
RP5-1125A11.6	0.110579
RP5-1125A11.4	0
MIR4755	0
RPS2P1	0
ASIP	1.56779
XPOTP1	0.020687
RP4-785G19.5	0.0875782
RP4-785G19.2	0.121963
CTD-3216D2.5	0.297516
CTD-3216D2.4	0
Y_RNA	0
CDC42P1	0
ITCH-AS1	0
ITCH-IT1	0
MIR644A	0
FDX1P1	0.239224
RP3-468O1.6	0.216649
Y_RNA	0
RP11-346K17.3	0
HMGB3P1	0
MIR499A	0
RNU6-407P	0
SNORD56	0
RP11-42O4.2	0.0467601
RNA5SP483	0
MT1P3	0
MMP24	0.307757
RP4-614O4.13	1.9835
FAM83C-AS1	0
FAM83C	0.0159707
GDF5OS	0
GDF5	0.0881651
MIR1289-1	0
CEP250	2.11906
RP3-477O4.14	0.0911838
RP3-477O4.5	0
C20orf173	0
RPL36P4	0.564901
FER1L4	0.853163
RPL37P1	0
SPAG4	2.12949
RN7SKP271	0.0928757
RNU6-759P	0
RPF2P1	0
U6	0
COX7BP2	0
Y_RNA	0
HIGD1AP16	0
RNU4-40P	0
RNU6-937P	0
CNBD2	0.0412209
RP4-550H1.7	0
RP4-550H1.4	0
HMGB3P2	0
RP4-550H1.5	0
RP11-234K24.3	0.0806636
RP11-234K24.6	0.107736
DLGAP4-AS1	0.14765
Metazoa_SRP	0
SLA2	0.583063
HNRNPA3P2	0
Y_RNA	0
DSN1	4.73821
RN7SL156P	0
TLDC2	2.64603
RBL1	1.24951
RPS3AP3	0
RPS27AP3	0
RP4-621N11.2	0
MROH8	1.91697
RP3-343K2.4	0
RPL7AP14	0.0362765
NNAT	2.27242
RP11-425M5.7	0.790068
PPIAP3	0.0541772
LINC01746	0
GLRXP1	0
LINC00489	0
RP4-640H8.2	0
RN7SKP185	0
RN7SL237P	0
RP5-1057B20.3	0
RP5-1054A22.4	2.35833
BPI	0.143223
CTD-2308N23.2	0
LBP	1.26962
RP4-564F22.6	0
RP4-564F22.5	0.147347
RP4-564F22.7	0.0891621
SNORA71	1.36206
SNORA71B	0.887271
SNORA71A	0.349186
SNORA71C	0.408138
SNORA71D	0
SNORA71	0
SNORA71E	0.12472
SNORA60	0.365854
MIR548O2	0
RPS3P2	0.113593
ADIG	0
ARHGAP40	0.0151582
RP5-1100H13.3	0
Metazoa_SRP	0
SLC32A1	0
ACTR5	4.31737
RN7SKP173	0.389634
PPP1R16B	1.89672
RN7SL116P	0
FAM83D	0.56417
RP4-616B8.5	0
RP4-616B8.4	0
RP4-616B8.6	0.0538568
NPM1P19	0
LINC01734	0
ATG3P1	0
RN7SL680P	0
RP5-1031J8.1	0
HSPE1P1	0
LINC01370	0
RP11-101E14.3	0
RP1-191L6.2	0
RP4-644L1.2	0.020604
RNA5SP484	0
RNU2-52P	0
PLCG1-AS1	0.740084
MIR6871	0
RP3-511B24.5	0
RPL23AP81	0.327111
RN7SL615P	0
ADI1P1	0
EMILIN3	3.22568
RP4-620E11.5	0
RP4-620E11.4	0
RP4-620E11.8	0.288475
RPL12P11	0
RNU6-1018P	0
SNORA26	0
RP5-1121H13.4	0
RP5-1121H13.1	0
RP5-1121H13.3	0
PTPRT	0.0430796
RP4-730D4.1	0
RP1-232N11.2	0
RP4-753D4.2	0
RN7SKP100	0
RP1-269M15.3	0
RN7SL666P	0
PPIAP21	0
SCARNA15	0
RP5-862K6.4	0
RNU6-743P	0
EIF4EBP2P1	0
Y_RNA	0
RNU6-1251P	0
L3MBTL1	2.70007
RP1-138B7.4	0
SGK2	0.43695
RP1-138B7.7	0.0468731
RPL27AP	0
MYBL2	0.157796
GTSF1L	0
RNU6-639P	0
LINC01728	0
TOX2	1.58554
RN7SL443P	0
GDAP1L1	0.555177
R3HDML	0
Y_RNA	0
RP5-881L22.5	0
HNF4A	0.0122096
HNF4A-AS1	0
RP5-881L22.6	0
MIR3646	0
LINC01620	0
RPL37AP1	0.554865
TTPAL	2.75719
RP11-445H22.3	0.257755
KCNK15-AS1	0.407251
KCNK15	1.31272
RP4-781B1.5	0.472137
RIMS4	0.465694
PGBD4P2	0
PABPC1L	4.00193
STK4-AS1	0.0591718
STK4	3.28521
Y_RNA	0
KCNS1	0.119103
WFDC5	0.0556952
WFDC12	0
RP1-172H20.4	0
PI3	0.432649
SEMG1	0
SEMG2	0
RP1-300I2.3	0
RP1-300I2.2	0
MATN4	0.297711
RBPJL	0.0320009
RP3-453C12.14	1.27738
TP53TG5	0.514445
NDUFB4P10	0
MIR6812	0
RP3-453C12.15	0.0473085
WFDC2	1.42336
RP3-461P17.9	0
RPL5P2	0
SPINT3	0
WFDC6	0
RP3-461P17.6	0
HSPD1P21	0
EPPIN	0
WFDC8	0
RNA5SP485	0
CCNB1IP1P2	0
WFDC9	0
WFDC10A	0
RPS2P7	2.01109
WFDC11	0
WFDC10B	0
WFDC13	0
MIR3617	0
SPINT4	0
HNRNPA1P3	0
WFDC3	0.222929
SPINT5P	0
RNU6ATAC38P	0
UBE2C	0.378046
TNNC2	1.83546
Metazoa_SRP	0.319019
ZSWIM3	1.15743
SPATA25	1.83684
NEURL2	4.92432
RP3-337O18.9	1.07763
FTLP1	0
MMP9	0.818708
RP11-465L10.10	0.0157315
SLC12A5	0.118107
RPL13P2	0.0529097
RP5-998H6.2	0
CDH22	0.824318
RP11-394O2.3	0.0616708
ZNF663P	0.113487
MKRN7P	0.0712017
ZNF840P	0.0247555
ZNF334	1.05278
OCSTAMP	0
SLC13A3	0.552465
RP1-101A2.1	0.71282
TP53RK	4.14868
RP1-28H20.3	0.331248
SLC2A10	3.85769
RN7SKP33	0
RP11-323C15.1	0
EYA2	3.02804
RP11-323C15.2	0
GAPDHP54	0
RP5-1050K3.3	0
RP5-890O15.3	0
MIR3616	0
RP4-569M23.5	0.0451283
RP4-569M23.4	0.0334889
RP4-569M23.2	1.11216
LINC01754	0
RPL35AP	0
RNU6-497P	0
RNU6-563P	0
RP5-1049G16.4	0.0487995
CTD-2653D5.1	0.054272
RNU7-173P	0
SRMP1	0
RNA5SP486	0
RNU7-92P	0
RP11-347D21.1	0
RP11-347D21.2	0
LINC01522	0
LINC01523	0
RP11-321P16.1	0
LINC00494	0
RP1-66N13.1	0
RP1-66N13.4	0
RP5-991B18.1	0
RP5-991B18.2	0
RNU7-144P	0
RP5-906C1.1	0.325189
SNAP23P1	0
CSE1L-AS1	0
ARPC3P1	0.172983
SNORD12C	0
SNORD12B	0.275315
KCNB1	0.235032
RP4-791K14.2	0
RN7SL197P	0
SNRPFP1	0
RNU6-919P	0
SLC9A8	4.74186
RP5-1041C10.3	0.0332879
SPATA2	4.20681
Y_RNA	0
Metazoa_SRP	0
KRT18P4	0.282215
RNU6-147P	0
TRERNA1	0
RP11-112L6.3	0.553817
RP11-112L6.2	0
LINC01273	0.902057
CEBPB-AS1	1.87784
SMIM25	0.896295
LINC01270	0.535766
LINC01271	0.0844097
RN7SL636P	0
COX6CP2	0
RN7SL672P	0
Y_RNA	0
RP4-530I15.9	0.472949
MIR645	0
MIR1302-5	0
RPL36P2	0
RP4-530I15.6	0
PARD6B	0.518355
BCAS4	0.606045
PSMD10P1	0.173766
ADNP-AS1	2.01654
MOCS3	0.886374
RP5-955M13.4	0
KCNG1	0.327214
RP4-811M8.1	0
RPSAP1	0
NFATC2	2.75502
MIR3194	0
RP5-827A12.2	0
SALL4	0.0744717
LINC01429	0
RNU6-347P	0
RNU7-6P	0
ZFP64	1.6179
ERP29P1	0.121299
LINC01524	0
RP4-583K8.1	0
uc_338	0
RP5-1022J11.2	0
MRPS33P4	0
RP4-715N11.2	0
RP11-80K6.2	0
RPL36P1	0
TSHZ2	1.33683
RN7SKP184	0
RP11-15M15.1	0
RP11-15M15.2	0
RP4-678D15.1	0
RP4-669H2.1	0
PPIAP10	0
RP5-823G15.5	0
Y_RNA	0
RP4-724E16.2	0.343459
ZNF217	4.19608
AC005808.3	0
RNU7-14P	0
AC006076.1	0
SUMO1P1	0
BCAS1	0.0955491
AC005220.3	0
MIR4756	0
CYP24A1	0
RNU4ATAC7P	0
RPL12P4	1.55066
LINC01440	0
LINC01441	0
RP5-837G17.1	0
CBLN4	0
RNA5SP487	0
MC3R	0
RP11-380D15.2	0
RP11-380D15.3	0
AURKA	2.38857
CSTF1	4.76491
CASS4	0.285692
GCNT7	0.0938406
RP5-1153D9.5	0.103676
FAM209A	0.136811
FAM209B	0.316101
LINC01716	0
RPS4XP3	0.124583
TFAP2C	0.305174
RNU6-1146P	0
RN7SL170P	0
PTMAP6	0
RP5-897D18.1	0
RNU6-929P	0
RP11-560A15.4	0
RP11-560A15.3	0
RP11-560A15.6	1.46754
BMP7-AS1	0
RP4-813D12.3	0.169773
Y_RNA	0
MIR4325	0
RPL39P39	0
SPO11	0
MTND1P9	0
MTRNR2L3	0.0413812
HMGB1P1	0.329429
CTCFL	0
PCK1	0.512358
RP4-718J7.4	0
ZBP1	0.162942
NKILA	0.977709
MIR4532	0
RP13-379L11.2	0
LINC01742	0
RP13-379L11.1	0
RP13-379L11.3	0
C20orf85	0
ANKRD60	0
PPP4R1L	1.98104
RAB22A	3.89622
APCDD1L	0.487685
APCDD1L-AS1	0.0729821
RP5-907D15.3	0
LINC01711	0.0585799
RP11-261P9.4	0.809301
PIEZO1P2	0
RP4-806M20.5	0
RP4-806M20.4	0.447685
MIR298	0
GNAS-AS1	0.0608289
RP4-806M20.3	0
RP1-309F20.3	0.223524
RP1-309F20.4	0.127118
TUBB1	0.169857
MRPS16P2	0
ZNF831	0.0574459
EDN3	0.0214935
RP4-614C15.2	0
RP4-614C15.3	0
PIEZO1P1	0
RP11-164D18.2	0
PHACTR3	1.07306
RP4-719C8.1	0
RNU7-141P	0
SYCP2	0.846109
FAM217B	3.44172
PPP1R3D	2.71638
CDH26	0.34926
C20orf197	0.0619876
RP5-1017F8.2	0.0715073
MIR646HG	0.14064
MIR646	0
MTCO2P1	0
MIR4533	0
MIR548AG2	0
RP5-1016A21.1	0
RP11-151E14.1	0
RP5-827L5.2	0
LINC01718	0
CDH4	0.149919
WI2-8325B5.1	0
RP5-827E24.1	0.581102
RP11-429E11.3	0
RP11-429E11.2	0
TAF4	3.75284
RP11-11M20.2	0
RP11-11M20.4	0.450485
HRH3	0.0192635
RP11-157P1.4	4.75884
MIR4758	0
LAMA5-AS1	3.15275
RP5-908M14.9	1.56295
RP5-908M14.10	0.499463
RBBP8NL	0
RP5-908M14.5	0
GATA5	2.54314
RP13-379O24.3	0.0274918
RP13-379O24.2	0.0207935
MIR1-1	0
MIR133A2	0
WI2-87327B8.1	1.32557
WI2-87327B8.2	0.235664
RP13-30A9.1	0
RP13-30A9.2	0
RP11-93B14.6	0.065091
RP11-93B14.9	0.483434
RP11-93B14.10	0.218222
SLCO4A1-AS1	0.678849
LINC00686	0
NTSR1	0.0221082
RP11-93B14.4	0
LINC00659	0
OGFR-AS1	0.646748
TCFL5	4.46344
ARF4P2	0
RP4-563E14.1	1.63435
SLC17A9	2.0994
BHLHE23	0.0425171
LINC01749	0
LINC00029	0
LINC01056	0
HAR1B	0.128521
HAR1A	0.421117
RP5-963E22.5	0
RP5-963E22.4	0
MIR124-3	0
RP5-963E22.6	0
BIRC7	0.0632856
MIR3196	0
NKAIN4	0.0319231
FLJ16779	0.00925071
MIR4326	0
COL20A1	0.0106092
RNU6-994P	0
CHRNA4	0.0205849
RP11-261N11.8	0
KCNQ2	0.026662
RP11-358D14.3	0
RP11-358D14.2	0
RP4-697K14.3	0
PTK6	0.282942
SRMS	0.0231376
RP4-697K14.15	0
FNDC11	0.114254
HELZ2	3.35886
RP4-583P15.16	0.229852
ZBTB46	4.97017
ZBTB46-AS1	0
C20orf181	0
RP4-591C20.9	3.45281
RNU1-134P	0
MIR941-1	0
MIR941-2	0
MIR941-3	0
MIR941-4	0
MIR941-5	0
MIR647	2.49647
UCKL1-AS1	1.04632
SAMD10	2.66654
LINC00176	0.252923
RP13-152O15.5	0.69169
RGS19	4.12322
MIR6813	0
OPRL1	0.651689
LKAAEAR1	0.171285
NPBWR2	0
MYT1	0.102165
RP11-476I15.5	0
CICP4	0
LINC00266-1	0.0518842
RP11-476I15.6	0
CH507-9B2.2	0
CH507-9B2.1	0.322582
CH507-9B2.8	0
CH507-9B2.5	0.972607
CH507-9B2.9	0.69122
RP11-717F1.1	0
LINC01670	0
RP11-717F1.2	0.0081455
Y_RNA	0
CH507-39O4.3	0
CH507-39O4.1	0
CH507-39O4.2	0
CH507-42P11.1	0
CH507-42P11.2	0
CH507-42P11.3	0
LINC01669	0
CH507-42P11.7	0
CH507-42P11.6	0.0122203
Y_RNA	0
CH507-24F1.2	0.009551
CH507-145C22.2	0
CH507-254M2.4	0
CH507-145C22.1	0.00576105
Y_RNA	0
CBSL	0.138547
U2AF1L5	0.156045
CH507-152C13.4	0
CH507-152C13.5	0
CH507-152C13.6	0
CH507-152C13.3	0
CH507-154B10.1	0
CH507-145C22.3	0
CH507-154B10.3	0
CH507-236L23.5	0
CH507-254M2.3	0
CH507-210P18.1	0
CH507-210P18.4	0
MIR8069-1	0
CH507-210P18.3	0
CH507-210P18.5	0
CH507-154B10.2	0
CH507-236L23.4	0
CH507-236L23.1	0
CH507-254M2.1	0.0358689
Y_RNA	0
CH507-236L23.2	0
CH507-236L23.3	0
CH507-254M2.5	0
CH507-254M2.6	0
CH507-254M2.2	0.0072572
Y_RNA	0
CH507-338C24.2	0
Y_RNA	0
CH507-338C24.1	0
SMIM11B	0
CH507-396I9.7	0
CH507-396I9.3	0
KCNE1B	0.262277
SNORA11	0
CH507-338C24.3	0
CH507-513H4.1	0
MIR6724-1	0
pRNA	0
MIR3648-1	0
MIR3687-1	0
CH507-513H4.6	0
RNA5-8S5	0
MIR6724-2	0
pRNA	0
CH507-513H4.5	0.121834
RNA5-8S5	0
CH507-528H12.1	0
MIR6724-3	0
pRNA	0
CH507-513H4.4	0
RNA5-8S5	0
MIR6724-4	0
pRNA	0
CH507-513H4.3	0.0349152
RNA5-8S5	0
RPSAP68	0
bP-2168N6.1	0
bP-2168N6.3	0
LINC01666	0
SNX18P10	0
MTCO1P1	0
bP-2189O9.2	1.18994
MIR3648-2	0
MIR3687-2	0
bP-2171C21.3	0
bP-2171C21.4	0
bP-2171C21.2	0
TEKT4P2	1.83225
bP-2171C21.6	0.337608
bP-2171C21.5	0.167838
bP-21264C1.2	0.0878853
SNX18P12	0
bP-21264C1.1	0.946598
RP11-570J4.1	0
RP11-570J4.2	0
U1	0
LINC01667	0
RP11-555K2.1	0
RP11-555K2.2	0
RN7SL52P	0
SNORA70	0
RP11-555K2.4	0
bP-21201H5.1	0.0179749
bP-21201H5.2	0
CH507-216K13.2	0
CH507-216K13.1	0
AP003900.6	0
EIF3FP1	0
VN1R7P	0
RP11-589M2.1	0
BAGE2	0
TPTE	0
CYCSP41	0
SLC25A15P4	0
AF254982.2	0
IGHV1OR21-1	0
AP001464.4	0
ANKRD30BP2	0
RNU6-614P	0
ZNF355P	0
AJ239321.3	0
RP1-127M18.1	0
FGF7P2	0.0871663
ANKRD30BP1	0
MIR3156-3	0
GTF2IP2	0
VN1R8P	0
SNX19P1	0
OR4K11P	0
LINC01674	0
OR4K12P	0
POTED	0
RNU6-286P	0
MIR3118-1	0
AL050303.11	0
GRAMD4P1	0
CXADRP1	0
AL050303.10	0
AL050303.12	0
MIR8069-2	0
FEM1AP1	0
AL050303.7	0
TERF1P1	0
FAM207CP	0
GXYLT1P2	0
CNN2P7	0
ZNF114P1	0
CYP4F29P	0.486704
SNX18P13	0
ANKRD20A11P	0.0255774
RHOT1P2	0
RNU6-954P	0
NF1P3	0
PPP6R2P1	0
FRG2MP	0
AP001347.6	0.192821
ANKRD20A18P	0
RNA5SP488	0
pRNA	0
LIPI	0.0352009
RBM11	1.1917
ABCC13	0
SAMSN1	1.94913
SAMSN1-AS1	0
AF165138.7	0
AF127936.3	0.0302633
POLR2CP1	0
AF127936.5	0.0725017
GAPDHP16	0
AF127936.7	0.190283
RBMX2P1	0
AF127577.8	0
NRIP1	3.67448
AF127577.11	0
AF127577.13	0.0321016
AF127577.12	0
AF246928.1	0
AJ006998.2	0.00276469
CYCSP42	0
AJ009632.3	0
RNU6-1326P	0
RAD23BLP	0
RBPMSLP	0
MIR99AHG	3.09278
RNU6-426P	0
VDAC2P1	0
RPS26P5	0
SNORD74	0
AP001172.2	0.071556
AP001172.3	0
AP000962.1	0.068647
MIR99A	0
MIRLET7C	0
AP000962.2	0.0364217
MIR125B2	0
AP000473.5	3.3668
AP000473.8	1.86045
RNU1-98P	0
AP000473.6	0
AF212831.2	0
NEK4P1	0
AP000457.2	0
RNU6-113P	0
LINC01549	0
RPL39P40	1.19219
RN7SL163P	0
CXADR	3.10492
BTF3L4P1	0
Y_RNA	0
Y_RNA	0
AP000432.1	0.327914
AP000432.2	0
