Name	Cervix - Ectocervix
RP11-94C24.6	1.29822
MYCBPAP	1.69279
EPN3	1.29376
RP11-94C24.8	2.20438
CACNA1G-AS1	3.65511
RP11-94C24.11	0
CTB-22K21.2	0
Y_RNA	0
RP11-294J22.7	0.314802
LINC00483	0
MIR8059	0
RP11-294J22.5	0
WFIKKN2	0.516548
RPL5P33	0
TOB1-AS1	1.97385
RP11-700H6.4	0.562706
RP11-700H6.1	0.0269315
RP11-700H6.2	0
RP11-481C4.1	0
RP11-481C4.2	3.49056
RP11-421E14.2	0.0604464
LINC02071	0
RP11-1018N14.3	0
RP11-1018N14.4	0
LINC02072	0
LINC02073	0.0305117
RPL7P48	0
CA10	0.0930935
CTB-43I4.1	0
LINC01982	0
LINC02089	0
C17orf112	0
MTCO1P40	1.34925
RP11-146P2.1	0
CTD-2535P7.1	0
CTD-2535P7.2	0
RP11-312B18.1	0
RPS2P48	0.148717
KIF2B	0
RP11-618P13.1	0
ISCA1P3	0
RP11-372K20.1	0
ARL2BPP8	0
RN7SKP14	0
TOM1L1	3.3384
RP11-257O5.4	0
STXBP4	3.283
RP11-515O17.2	0.363483
RP11-515O17.3	0
RP11-515E23.1	0
CTD-2033D24.2	0
GARSP1	0
RNU6-1249P	0
RP11-763E3.1	0
ANKFN1	0.711156
RP11-502F1.2	0
RP11-502F1.1	0
RPL39P33	0
C17orf67	4.77052
RP11-347L15.1	1.47427
RNU6-1158P	0
RP11-670E13.3	0
RP11-670E13.6	3.10214
RP5-1107A17.3	0.768015
RP5-1107A17.2	0
RP5-1107A17.4	0.536971
RNF126P1	0.0993702
RP11-166P13.3	2.49183
RP11-166P13.4	0.145043
RP11-426D19.1	0.140334
RP11-226M10.3	0.0570693
RP11-118E18.2	0
RP11-118E18.1	0
RP11-118E18.4	0
RN7SL449P	0
RNU7-134P	0
CCDC182	0
RP11-60A24.3	0.483504
RN7SKP94	0
RP11-343K8.3	0
RP11-159D12.11	0.907897
RP11-159D12.3	0
RP11-159D12.6	2.30466
RP11-159D12.10	0.00886163
OR4D1	0
MSX2P1	0
OR4D2	0
EPX	0.339062
RP11-506H21.5	1.45152
LPO	0.0146672
MPO	0.0890789
TSPOAP1-AS1	0.750365
RP5-1171I10.5	0.255856
MIR4736	0
RNF43	0.450626
HSF5	0.0973325
SETP3	0
SEPT4-AS1	0.304628
C17orf47	0.0864851
TEX14	0.404944
U3	0
CTD-2200P10.1	0
RNU1-108P	0
CTD-2200P10.3	0
RNU1-52P	0
RNU1-85P	0
RP11-579A4.1	0
PPM1E	0.437945
Metazoa_SRP	0
RNU6-518P	0
RP11-579O24.1	0
Metazoa_SRP	0
RP11-579O24.3	0
RN7SL716P	0
AC099850.1	2.44103
RNU2-58P	0
MIR454	0
MIR301A	0
PRR11	0.621285
SPDYE22P	0
CTD-2510F5.4	0.842778
GDPD1	1.14712
Y_RNA	0
SNRPGP17	0
RP11-567L7.3	0.0773973
MIR4729	0
RP11-567L7.5	0
LINC01476	0
RNU4-13P	0
RP11-619I22.1	0
MIR21	0
RNU6-450P	0
NDUFB8P2	0.364834
RPS29P21	0
RP11-178C3.2	0.266791
DHX40P1	0.0832259
TBC1D3P1	0
RP11-178C3.7	0
RP11-178C3.8	0
MIR4737	0.605805
RP11-178C3.6	0.0748738
CTD-2319I12.2	0.514061
WFDC21P	0.469689
CTD-2319I12.10	0.181585
CTD-2319I12.3	0
CTD-2319I12.9	0
CTD-2319I12.4	2.61514
CTD-2319I12.5	0
CA4	4.46825
FAM106DP	0
SCARNA20	0
RP11-3K24.1	0.314637
RP11-3K24.3	0.0890041
RP11-3K24.2	0
C17orf64	0.0854712
RPL12P38	0.0700791
RP11-15E18.5	0.135929
RP11-15E18.1	0.182686
RP11-15E18.3	0
LINC01999	0
RPSAP66	0
RNU6-623P	0
RN7SL606P	0
AC111155.1	0
Y_RNA	0
KRT18P61	0
HMGN1P28	0
RN7SL448P	0
RP11-264B14.1	0.373826
RP11-264B14.2	0
RPL23AP74	0.555242
RP11-136H19.1	0.184283
RP11-332H18.7	0.536438
RP11-332H18.5	0.937253
RP11-332H18.3	0.285326
C17orf82	1.77043
TBX4	0.0951044
RP11-15K2.2	0
NACA2	1.06186
BRIP1	0.199616
Y_RNA	0
RP11-342K2.1	1.37762
Y_RNA	0.334128
Y_RNA	0
POLRMTP1	0.584835
RP11-51L5.3	0
RP11-51L5.4	0
TBC1D3P2	0
RP11-51L5.5	0
RP11-51L5.1	0
EFCAB3	0
RP11-51L5.2	0
RNU7-52P	0
RPS23P7	0
RP11-464D20.2	1.57545
RP11-464D20.6	0.0768416
CTD-3035K23.6	0.800559
Y_RNA	0
RNU6-446P	0.356193
RP11-156L14.1	0
MARCH10	0.164797
RP11-453A12.1	0
PRELID3BP3	0
RP11-180P8.1	0
MIR633	0
TRMT112P3	0
RP11-180P8.3	0
RP11-180P8.4	0
RP11-180P8.5	0
RP11-556O9.4	0
RP11-556O9.2	0
RP11-556O9.3	0
AC037445.1	0
RP11-269G24.2	0
RP11-269G24.8	0
AC015923.1	0
RP11-269G24.3	0.27498
RP11-269G24.7	0
RP11-269G24.4	0.180471
RP11-269G24.6	1.07092
CTD-2501B8.5	0.110553
ACE3P	0
KCNH6	0
RNU6-288P	0
RP11-51F16.9	1.659
EEF1DP7	0.662394
RP11-51F16.1	2.1938
TCAM1P	0.138419
CSH2	0
GH2	0
RP11-630H24.3	0
CSH1	0
RP11-630H24.4	0
CSHL1	0
GH1	2.11676
SCN4A	0.226877
CTC-264K15.6	0
PRR29-AS1	0.0559872
PRR29	2.04
SNORD104	0
RPL31P57	0
Y_RNA	0
MIR1273E	0
MILR1	2.48601
ATP5J2P4	0.245634
MIR3064	0.755129
MIR5047	0
RP11-87N3.6	0.434818
MINOS1P2	0
RP11-927P21.4	4.45518
RNU7-115P	0
RP11-927P21.7	0
LRRC37A3	3.24787
RN7SL404P	0
RP11-927P21.8	0
RP11-927P21.1	1.94291
RP11-927P21.2	0.351345
RP11-927P21.12	0
RP11-583F2.1	0.762263
RP11-927P21.6	0
RP11-927P21.11	0.483671
RP11-583F2.2	0.255643
RP11-583F2.6	0.337111
SLC16A6P1	0.995374
RP11-583F2.5	0.07031
RP11-169I9.2	0
CRAT40	0
GS1-531I17.3	0.211562
GS1-531I17.2	0
PSMD7P1	0
APOH	0.26658
RNA5SP444	0
RP11-4F22.3	0
RN7SL735P	0
PRKCA-AS1	0
RNU6-928P	0
RNA5SP445	0
AC006947.1	0
MIR634	0
CACNG5	0
RNA5SP446	0
CACNG4	0.663588
RP11-349A8.3	0
CACNG1	0
RP11-401F2.4	0
RPL36AP48	0.240487
RP11-401F2.3	0.324838
RNA5SP447	0
SNORA8	0
RP11-401F2.2	0
Y_RNA	0
RN7SL756P	0
CTD-2653B5.1	0
RP11-360N9.2	0.103808
RP11-360N9.3	0
SNORA38B	0
RPSAP67	0
RPL17P41	0
RP11-855A2.3	0.647518
RP11-855A2.1	0.239811
RP11-855A2.2	0.845356
RN7SL622P	0
FBXO36P1	0
AC145343.2	0.507734
LRRC37A16P	2.15292
RP11-147L13.7	0.516165
RP11-147L13.14	2.48809
RP11-147L13.8	2.49087
LOC440461	0.421793
RP11-147L13.15	4.64561
RP11-147L13.2	0.632507
ARSG	2.7679
SLC16A6	0.497871
RP11-120M18.2	1.29635
MIR635	0.484918
RP11-120M18.5	0
LINC01482	0.128688
RP11-118B18.3	0
RP11-118B18.2	0
ABCA9-AS1	0.0810743
LOC100421166	1.30947
MIR4524B	0
PRO1804	0.0514195
SNRPGP4	1.28568
SNORA40	0
MAP2K6	1.56963
CTD-3022L24.1	0.134705
RP1-193H18.3	3.06104
RP1-193H18.2	3.40494
LINC01483	0
RP1-200G19.1	0
LINC01497	0
Y_RNA	0
AC002539.1	0
LINC01028	0
KCNJ16	0.0223663
KCNJ2-AS1	0.434943
KCNJ2	0.921957
CALM2P1	0
CTD-2378E21.1	0
RP11-1058G23.1	0
RP11-238F2.1	0
RP11-1003J3.1	0
CASC17	0
RNU7-155P	0
AC118653.2	0
MYL6P5	0.229652
RP11-465C12.1	0
LINC02095	0
LINC01152	0.0253518
SOX9-AS1	0.0150281
LINC02097	0
SOX9	1.68763
LINC00511	0.359932
LINC02003	0
RP11-57A1.1	0
RPL32P33	0
CTD-3010D24.3	0
RN7SKP180	0
SCARNA24	0.431977
RP11-171G2.1	0
RP11-766H1.1	0
POLR3KP2	0
SSTR2	1.16594
RP11-143K11.7	3.24685
RP11-661C3.2	0.67503
CPSF4L	0.146403
SDK2	2.8562
RP11-449L23.2	0
RP11-277J6.2	0
RP11-277J6.3	0
CTD-2532D12.4	0
LINC00469	0
LINC02092	0
CTD-2532D12.5	0
CTD-2582D11.1	0
LINC02074	0
MGC16275	0.51267
CTD-2514K5.4	0
DNAI2	0.106902
RP11-647F2.2	0.284418
KIF19	4.22418
BTBD17	0.0815572
GPR142	1.06392
RNA5SP448	0
CD300A	2.36866
CD300LB	0.180405
CD300C	0.459683
AC079325.5	0
CD300LD	0
C17orf77	0
CTD-2006K23.1	0.0610822
CD300E	0.402521
RAB37	2.92621
CTD-2006K23.2	0
CD300LF	0.513751
RP11-452I5.2	0
GRIN2C	1.17256
FADS6	0.0201605
USH1G	0.118505
OTOP2	0.0442476
OTOP3	0.0377758
HID1-AS1	2.52577
RNU6-362P	0
RP11-1112G13.3	0
TRIM80P	0.0349789
Y_RNA	0
RP11-649A18.3	0.179881
RP11-649A18.5	0.24905
RP11-649A18.4	0.0605071
RP11-649A18.12	1.15583
AC011933.2	0.152867
RP11-16C1.3	0
RP11-16C1.2	0.020277
RP11-16C1.1	0
MIR3678	0
RNU6-938P	0
Y_RNA	0
MIR6785	0
SMIM5	3.59977
SMIM6	0.291188
RP11-474I11.8	0
RP11-474I11.7	0
MIR4738	0
RP11-552F3.4	1.66084
RP11-552F3.9	2.0372
RP11-552F3.10	4.39209
EVPL	2.83074
GALR2	0.110723
ZACN	0.0779688
MIR6868	0
FOXJ1	0.224851
RNF157-AS1	0.282583
RNF157	1.05941
ATP5LP6	0
ATF4P3	0.549011
QRICH2	4.76682
Y_RNA	0
RNU6-24P	0
RP11-794C22.2	0
RPL7P49	0
AANAT	0.241365
RP11-666A8.8	2.17902
RP11-666A8.12	3.3263
SNORD1B	0
RP11-666A8.13	2.08907
RP11-666A8.9	1.60098
RP11-666A8.11	0
ST6GALNAC1	1.38544
RNU6-227P	0
RP11-318A15.2	0.361278
RNY4P36	0
RP11-318A15.8	1.32016
uc_338	0
RNU6-97P	0
LINC02080	0.200255
LINC00868	0
MGAT5B	0.671714
RP11-87G24.3	0
RP11-87G24.6	0
RP11-87G24.2	0
Metazoa_SRP	0
RNU4-47P	0.575301
CYCSP40	0.834528
RP11-285E9.6	0
RP11-285E9.5	0
RP11-936I5.1	0.0584852
MIR4316	0
Y_RNA	0
RP11-75C10.6	0.464947
RP11-75C10.7	0
RP11-75C10.9	0
RP11-13K12.2	0
RP11-13K12.1	2.58832
RP11-13K12.5	4.95135
RP11-13K12.6	0
LINC01987	0.0436738
LINC01973	0
RNU1-80P	0
RP11-637C24.5	0.0867964
UBE2V2P2	0
RNU6-625P	0
C17orf99	0.0515982
EIF5AP2	0
TK1	2.4682
RP11-219G17.6	0
BIRC5	0.213566
TMEM235	0
RP11-219G17.9	0
THA1P	0.0772715
RP11-219G17.8	0
LINC01993	0.0128686
AC061992.2	0.384311
RP11-806H10.4	0.273592
RN7SL236P	0.175387
SNORA30	0
DNAH17	1.05314
DNAH17-AS1	0
RP11-559N14.6	0
RN7SL454P	0
LINC02081	0
CTD-2357A8.2	0.211521
RNU6-638P	0.52889
RPL9P29	3.44386
CEP295NL	0.792307
CTD-2373H9.3	0.164493
CTD-2373H9.5	0.28662
C1QTNF1-AS1	0.183791
RBFOX3	0.681467
RP11-398J5.1	0
CH17-351M24.1	0
MIR4739	0
LINC02078	0.0705357
ENPP7	0.0133902
CBX2	2.05894
CBX8	2.5014
RP11-353N14.1	0
LINC01977	0.146721
RP11-353N14.3	0
LINC01979	0.0680047
LINC01978	0.165976
RP11-353N14.7	0
CTD-2529O21.1	0.085229
CTD-2529O21.2	0.234786
CCDC40	3.73821
MIR1268B	0
RP11-334C17.3	1.51362
RP11-334C17.6	0.919274
CARD14	1.01533
CTD-2047H16.2	0.803483
CTD-2047H16.5	0.830165
CTD-2047H16.3	0.462404
CTD-2047H16.4	3.00511
MIR4730	0
CTD-2526A2.2	0.227677
CTD-2526A2.4	0
NPTX1	0.346098
CTD-2526A2.5	0
CTD-2526A2.6	0
RPL32P31	0
RPL31P7	0
RP11-28G8.1	0.0741604
CTD-2561B21.4	0.135425
CTD-2561B21.3	0.298255
CTD-2561B21.5	0.0581059
RPL12P37	0.119557
CTD-2561B21.8	1.62138
CTD-2561B21.11	0.420862
CTD-2561B21.10	0.747344
MIR657	0
MIR3065	0
MIR1250	0
RP11-149I9.2	0.275193
AATK-AS1	0
RP11-455O6.2	0.802986
AC027601.1	1.25293
RP11-455O6.8	2.73083
RP11-455O6.5	0.36509
LINC00482	1.08152
TMEM105	0.0467956
RP11-455O6.9	1.3461
RP11-1055B8.9	3.77466
RP11-1055B8.2	0
RP11-1055B8.3	1.12254
RP11-1055B8.10	0.270011
RP11-1055B8.1	1.13814
MIR4740	0
MIR3186	0
LINC01971	0
RP13-766D20.1	0
RP13-766D20.2	1.0965
FSCN2	1.3215
Y_RNA	0
TSPAN10	1.82854
PDE6G	0.210141
MIR6786	0
RP13-1032I1.11	3.53723
GCGR	0.520253
PPP1R27	0.417564
RP11-498C9.4	2.45218
RP11-498C9.15	1.80657
RP11-498C9.12	0.193464
MAFG-AS1	3.65729
MYADML2	0.0303803
AC137723.5	0
NOTUM	0.0432425
RP11-498C9.17	0
RAC3	4.83671
RP11-1182P23.5	0.264849
RP13-650J16.1	0.45843
RP11-1376P16.1	0.171539
RP13-516M14.2	0.664706
MIR6787	0
RP13-516M14.8	3.92121
LINC01970	0.130786
CD7	2.39719
TEX19	0
UTS2R	0.0723216
RP13-20L14.1	2.55808
RP13-20L14.4	0.585999
Y_RNA	0
HEXDC-IT1	1.25817
RP13-20L14.6	0.638137
RP13-20L14.10	4.55324
RP13-991F5.2	0.314469
NARF-IT1	3.92312
RP13-638C3.6	0.937934
RP13-638C3.2	1.76007
RP13-638C3.3	1.6942
RP13-638C3.5	0.446586
MIR4525	0
RP11-388C12.1	0.218576
RP11-388C12.5	1.69107
RP11-567O16.1	0
ZNF750	0.51101
RP11-497H17.1	2.61926
B3GNTL1	4.88472
RP11-1197K16.2	0
AC144831.1	4.96974
AC139099.7	0.033779
AC139099.4	0.471219
AC139099.6	0
AC139099.5	0.0236866
RPL23AP87	0.331183
AP005530.1	0
AP005530.2	0
FAM166AP6	0
TUBB8P12	0
RP11-683L23.7	0
IL9RP4	0
RP11-683L23.6	0
ROCK1P1	0.409612
MIR8078	0
RP11-705O1.8	0.23374
RP11-720L2.4	0
RP11-720L2.2	0
LINC01925	0
CETN1	0.0299801
RN7SKP146	0
CLUL1	0.141238
TYMSOS	0.526173
RP11-806L2.2	0.165014
RP11-806L2.5	0
RP11-806L2.6	1.58407
RP11-769O8.1	0.52889
RP11-769O8.3	0.6172
RNU1-109P	0
RP11-672L10.6	2.65651
BOLA2P1	0
RP11-672L10.5	0
RP11-672L10.3	0
RP11-672L10.2	0.201757
ADCYAP1	1.04989
LINC01904	0
RP11-689C9.1	0
RP11-78F17.1	0
RP11-78F17.3	0
COX6CP3	0
LINC00470	0.0291316
RN7SKP72	0
RP11-288C17.3	0
RP11-288C17.1	0
RP11-476K15.1	0
CTD-2015H3.2	0
CTD-2015H3.1	0
RP11-161I6.2	0
CTD-2533G20.1	0
snoU109	0.352015
RP11-715F3.2	1.35906
RP11-715F3.1	0
NDC80	2.72986
KATNBL1P3	0
Y_RNA	0
RNU6-340P	0
CBX3P2	2.61424
RP11-703M24.5	0.0550045
Y_RNA	0.45047
RP11-737O24.5	1.88517
RP11-737O24.3	0.32933
RP11-737O24.2	0.314715
RP11-737O24.1	0
SNRPCP4	0
RP11-193E15.4	0.16522
SNORA70	0
RNU7-25P	0
RP13-270P17.2	0.709384
RP13-270P17.1	0.428126
RP11-838N2.5	0
LINC01895	0
RPL31P59	0
IGLJCOR18	0
RPL21P127	0
BOD1P1	0
GAPLINC	0.271296
DLGAP1	0.154521
RN7SL39P	0
RP11-710M11.1	0
RP11-874J12.4	0
RP11-874J12.3	0
DLGAP1-AS3	0
MIR6718	0
RNU6-831P	0
DLGAP1-AS4	0
GAPDHP66	0
DLGAP1-AS5	0
RP11-138C24.2	0
RP11-183C12.1	0
RP11-172F10.1	0
PPIAP14	0
LINC01892	0
BOD1P2	0
AKAIN1	0
RP11-190I17.2	0
RP11-835E18.5	0
CTD-3096M3.1	0
CTD-3096M3.2	0
RP11-286N3.1	0
RP11-286N3.2	0
MIR3976HG	0
MIR3976	0
TMEM200C	0.617716
RP11-945C19.4	0
L3MBTL4	4.15099
RP11-793A3.1	1.24228
RNU5F-3P	0
RP11-793A3.2	0.404445
L3MBTL4-AS1	0.0480139
MIR4317	0
RP11-637N19.1	0.0309201
RNU6-349P	0
CTD-2124B20.2	0
LINC01387	0.179672
CTD-2124B20.3	0.14915
RN7SL282P	0
RP11-91I8.1	0
RP11-91I8.2	0
RP11-91I8.3	0.579371
RP11-146G7.2	0
LINC00668	0.0128816
SCML2P1	0
RNU6-916P	0
LAMA1	1.17558
RP11-781P6.1	0.197927
RP11-76K13.3	0
SLC25A51P2	0
LRRC30	0
SNORA48	0
RP11-678G15.2	0
RP11-678G15.1	0.0468152
U3	0
RP11-376P6.3	0.588794
RP11-789C17.3	0
RP11-789C17.1	2.05921
RP11-789C17.5	0
RFWD2P1	0
RN7SL50P	0
THEMIS3P	0
AKR1B1P6	0
RP11-661O13.1	2.91341
TOMM20P3	0
GACAT2	0.571943
Y_RNA	0
RP11-674N23.4	0.324339
RPS4XP19	0.0666715
RP11-143J12.3	2.56799
NDUFV2-AS1	2.9495
Y_RNA	0
Y_RNA	0
RP11-888D10.3	1.06232
RP11-61L19.2	0.17
RP11-61L19.1	0.10834
RP11-881L2.1	0.110826
PPP4R1-AS1	0.877714
RNU6-903P	0
KRT18P8	0
RP11-692N5.2	0.307797
ZNF415P1	0.0971435
RN7SL862P	0.181782
RNA5SP449	0.423112
PIGPP4	0
TXNDC2	0.11601
RP11-474N24.6	0.177985
RNA5SP450	0
RP11-419J16.1	0
RP11-138E9.2	0
RP11-243E13.2	0
LINC01254	0
RP11-883A18.3	0
LINC01887	0
RP11-856M7.7	0
CCDC58P1	0
RP11-856M7.4	0
RP11-856M7.8	0
PMM2P1	0
RP11-856M7.1	0
PIEZO2	0.705833
RP11-856M7.2	0
RP11-21G15.1	0.0330305
MIR6788	0
RP11-513M1.1	0
RP11-93H10.1	0
RP11-128P17.2	0
RP11-128P17.4	0
RP11-128P17.3	0
LINC01928	0
LINC01255	0
RP11-712C7.2	0
SLC35G4	0
RP11-677O4.5	0
NPIPB1P	0.199946
RP11-677O4.6	0
RP11-677O4.4	0
MIR7153	0
RP11-677O4.2	0
ASNSP6	0.0466705
RP11-78A19.2	0
RP11-78A19.4	0
RP11-820I16.1	0.580523
RP11-820I16.2	0.151398
RP11-820I16.3	0.20835
RP11-703I16.1	4.27929
RP11-703I16.3	0.275023
RP11-703I16.2	0
AP002414.1	0.0472286
RP11-815J4.7	0.413954
RP11-815J4.6	0.677482
RP11-815J4.1	0
RP11-815J4.5	0
ANKRD62	0.022515
RNU6-324P	0
SDHDP1	0
RP11-64C12.7	0
RP11-64C12.5	0
RP11-64C12.4	0
RP11-64C12.3	0.0245229
CCDC58P3	0
RP11-64C12.6	0
RP11-64C12.9	0
CIDEA	0.0594001
RP11-64C12.1	0.282245
RP11-64C12.8	0.463585
RNU6-170P	0
RNU7-129P	0
RP11-861E21.1	4.29421
RP11-861E21.2	3.58897
RP11-861E21.3	1.23499
CEP76	2.61209
RP11-973H7.3	2.46466
RP11-973H7.5	0
LINC01882	0
Y_RNA	0
RP11-973H7.1	0.223984
STK25P1	0
EIF4A2P1	0.103489
RP11-773H22.4	0.873728
RP11-807E13.3	0.133865
RP11-807E13.2	0.0932008
RP11-794M8.2	0
RP11-794M8.1	0.0180999
LDLRAD4	4.50084
RP11-756J15.3	0
C18orf15	0.0187537
RP11-756J15.2	0
RP11-691H4.3	0
LDLRAD4-AS1	0.395771
MIR5190	0
RP11-691H4.4	0
RP11-53B2.1	0.0586689
RP11-53B2.2	0.308448
RP11-53B2.5	0.216448
RP11-53B2.3	0.0629841
RP11-53B2.6	0.193718
RP11-53B2.4	0.0792557
MIR4526	0
RP11-701H16.4	2.25713
RP11-720L3.1	0
RN7SL362P	0
MC5R	0
MC2R	0
RP11-681N23.1	0.117621
RP11-411B10.7	0.0873992
RP11-411B10.8	0.404342
ZNF519	4.47241
RP11-411B10.2	1.11725
FRG2LP	0
RP11-411B10.5	0
NF1P5	0
ANKRD20A5P	0.122193
RNU6-316P	0
RHOT1P1	0.16267
RP11-757O6.6	0
CYP4F35P	0.297425
RP11-757O6.7	0
RP11-757O6.4	0
TERF1P2	0
FEM1AP2	0
LONRF2P1	0
CXADRP3	0
GRAMD4P7	0
POTEC	0
RNU6-1021P	0
OR4K7P	0
OR4K8P	0
SNX19P3	0
VN1R74P	0
GTF2IP8	0
ANKRD30B	0.0219921
RNU6-1210P	0
RP11-1157N2__B.2	0
MIR3156-2	0
LINC01906	0
FGF7P1	0
RP11-527H14.4	0
LINC01443	0
LINC01444	0
RP11-527H14.1	0
RP11-805F19.3	0
RP11-805F19.4	0.0321331
RP11-805F19.5	0
RP11-805F19.2	0
RP11-805F19.1	0
RP11-454P7.3	0
BNIP3P3	0
RP11-454P7.1	0
AP005901.1	0
RNU6-721P	0
RP11-254G11.1	0.157319
RNU6-120P	0
EXOGP1	0
RP11-699A5.2	0
GREB1L	1.51994
RP11-296E23.2	0
RP11-296E23.1	0
SNORD23	0
RP11-13N13.5	0.470581
RP11-13N13.6	0.318939
MIR320C1	0
SNORA81	0
Y_RNA	0
RN7SL233P	0.198572
SNORA73	0.257098
MIR133A1HG	0.44096
RP11-268I9.1	0.158059
RP11-268I9.3	0
RNU6-1038P	0
RP11-268I9.4	0
RNA5SP451	0
LINC01900	0
RP11-595B24.2	0
RNU6ATAC20P	0
RP11-627G18.2	0.182686
RNU6-702P	0
RP11-627G18.1	0.16818
RP11-627G18.4	0
RP11-535A5.1	3.30434
CTAGE1	0.0175001
RP11-863N1.4	0
RPS4XP18	0
RNU6-1032P	0
RP11-739L10.1	0.475186
RP11-370A5.1	0.171538
RP11-370A5.2	0.197767
UBE2CP2	1.44681
RN7SL745P	0
Y_RNA	0.461203
TMEM241	3.79535
RP11-17J14.2	0
Y_RNA	0
RP11-639E23.1	0
Y_RNA	0
RPS10P27	0
RPL23AP77	0
RP11-403A21.1	0.676129
TTC39C-AS1	0.407165
RP11-403A21.3	0.0883155
RP11-799B12.2	1.42179
RNU5A-6P	0
CABYR	2.48857
RP11-799B12.4	3.50906
RNA5SP452	1.25571
Metazoa_SRP	0.736775
RNU6-435P	0
MIR320C2	0
RP11-621L6.2	0.0929542
RP11-621L6.3	0.845587
Y_RNA	0
RP11-178F10.1	0.174627
HRH4	0.162955
RP11-178F10.2	0
RP11-178F10.3	0
EIF4A3P1	0
LINC01915	0.191601
RP11-449D8.2	0
RAC1P1	0
RP11-449D8.3	0
RP11-449D8.5	0
LINC01894	0.195051
WBP2P1	0
RP11-958F21.3	0
CTD-2576N18.1	0.113222
CTD-2006O16.2	0
RN7SL97P	0
RP11-737G21.1	0
RPS24P18	0
PSMA8	0
DHFRP1	0.135086
NPM1P2	0
TAF4B	3.63792
FAM60BP	0.167187
RP11-25D3.1	0
RP11-107K17.2	0
RNU6-1289P	0
LINC01543	0.117122
RP11-9E17.1	1.1778
RP11-349H17.2	0.0781696
MIR8057	0
CIAPIN1P	0.116372
AQP4-AS1	0.00854839
PCAT18	0.0729611
RP11-552O4.1	0
RP11-552O4.2	0
AQP4	0.08503
CHST9	0.468186
RP11-526I8.2	0
LINC01908	0
RP11-739N10.1	0
RP11-26N15.2	0
UBA52P9	0
RP11-612A1.1	0
RBM22P1	0
PA2G4P3	0
AC015933.2	0
RP11-430E17.1	0
ARIH2P1	0
RP11-510D21.1	0
RP11-510D21.2	0
RNU6-408P	0
CTD-2515C13.1	0
CTD-2515C13.2	0
RP11-784B15.1	0
MIR302F	0
RP11-675P14.1	0
RP11-675P14.2	0
RP11-25I11.1	0
RNU6-857P	0
DSC3	0.269399
DSC2	0.228901
DSCAS	0
DSC1	0
RP11-408H20.3	0
DSG1	0.0484128
DSG1-AS1	0
RNU6-167P	0
DSG4	0.0224468
Y_RNA	0
DSG3	0.368356
RP11-650P15.1	0
DSG2	0.438647
DSG2-AS1	0
TTR	0.527533
B4GALT6	2.29551
RP11-549B18.1	0.557258
RN7SKP44	0
LRRC37A7P	0.204174
SLC25A52	0
RP11-210K20.2	0.325487
RP11-210K20.6	0
RP11-210K20.5	0.19695
RNU6-1050P	0
RP11-326K13.4	0.416241
PGDP1	0.0691324
RP11-326K13.2	0
RP11-326K13.3	0
RNF125	3.38674
RP11-326K13.5	0
RP11-53I6.1	0
RP11-53I6.3	0.506779
RP11-53I6.4	1.77896
RNA5SP453	0
MEP1B	0.0981859
CLUHP6	0
RP11-344B2.3	0.104851
Y_RNA	0
RP11-344B2.2	0
AC021224.1	0
HNRNPA1P7	0.572067
WBP11P1	0
RP11-386P4.1	0
KLHL14	1.65151
AC012123.1	0.10714
RP11-57G22.1	0
RP11-746B8.1	0.066997
CCDC178	1.94913
RP11-680N20.1	0
RP11-258B16.1	0
ASXL3	2.08337
NOL4	0.362288
Y_RNA	0
RP11-379L18.2	0
RP11-379L18.1	0
RP11-379L18.3	0
RP11-115P21.1	0
RP11-138H11.1	0
RP11-96A15.1	0
RP11-294N21.2	0
RP11-294N21.3	0
RP11-158H5.8	1.15258
RP11-158H5.7	2.14575
RP11-54G14.1	1.04905
ZNF396	1.21325
RP11-322E11.1	0
RP11-322E11.2	0.0393288
RP11-322E11.5	2.01072
RP11-322E11.3	0.621142
MIR3975	0
RP11-712P20.2	0.0577637
RP11-873E20.1	0.13467
NRBF2P1	0
MIR187	0
MIR3929	0
RP11-905K4.1	0
RP11-723J4.3	0.555242
RP11-49I11.1	4.9257
MOCOS	1.0867
RP11-49I11.4	0.672721
RP11-49I11.2	0
RP11-49I11.3	0
FHOD3	3.31431
KIAA1328	4.00245
RP11-58G13.1	0
RP11-95O2.1	0.35706
CELF4	0.279058
RP11-95O2.5	2.97209
RP11-797E24.3	0
RP11-797E24.1	0
RP11-1147P1.1	0
MIR4318	0
RPL12P40	0
RP11-687D19.1	0
RN7SKP182	0
RNU6-706P	0
RP11-244M2.1	0
RP11-1I2.1	0
RPL7AP66	1.32991
MIR924	0
MIR5583-2	0
MIR5583-1	0
RNU6-1242P	0
LINC01901	0
LINC01902	0.00508864
RP11-5A1.1	0
LINC01477	0
RPL17P45	0
KC6	0.382271
RP11-188I24.1	0
AC011225.1	0
RP11-687E1.2	2.44466
RP11-115N12.1	0.124727
LINC00907	0.0307808
RNA5SP454	0
RIT2	0
SYT4	0.0247936
RP11-789C7.1	0
AC083760.1	0
RNA5SP455	0
KRT8P5	0
LINC01478	0
MLECP1	0
RP11-456K23.1	4.52822
RP11-9H20.2	0.0711269
MIR4319	0
RP11-693M3.1	0.444301
RP11-846C15.2	0
SLC14A2	0.0715198
SLC14A2-AS1	0.0942981
RP11-749H17.1	0
RP11-749H17.2	0
RP11-116O18.1	0.118107
RP11-116O18.3	0
SLC14A1	0.448366
RP11-618K16.4	0
SIGLEC15	0.0349224
