Name	Skin - Not Sun Exposed (Suprapubic)
LA16c-431H6.7	0.556931
LA16c-329F2.2	0.420961
LA16c-329F2.1	0
MIR3177	0
LA16c-361A3.3	3.47683
IGFALS	1.05876
MEIOB	0.467602
LA16c-429E7.1	0.200672
LINC00254	0
LINC02124	0.238877
RPL3L	0.373016
RNF151	0.0811391
AC005363.11	0.0459654
NOXO1	0
SYNGR3	0.535209
AC005606.14	0
NPW	2.0545
RN7SL219P	0
MIR1225	0
RP11-304L19.1	1.82032
RP11-304L19.3	3.43171
MIR6511B1	0
RP11-304L19.4	0
RP11-304L19.2	0.219905
Y_RNA	0
MIR4516	0
MIR3180-5	0
RAB26	2.41754
SNORD60	0
CASKIN1	1.38938
RP11-304L19.12	0
RP11-304L19.13	2.10409
MIR3677	0
MIR4717	0
RP11-715J22.1	0.580555
ABCA17P	0.129502
MIR6767	0
RP11-715J22.3	1.13555
RP11-715J22.4	0.223106
C16orf59	1.07292
MIR6768	0
RP11-715J22.2	0.0269612
NTN3	0.0459129
TBC1D24	3.03133
RP11-715J22.6	0.106927
MIR3178	0
RP11-20I23.13	0.225244
RP11-20I23.11	0
RP11-20I23.8	0.166127
RP11-20I23.6	0.157709
RP11-20I23.7	0
RP11-20I23.5	0.721534
RP11-20I23.10	0.233763
CTD-3126B10.2	0.883823
AC141586.5	1.38379
PDPK2P	0.265194
CTD-3126B10.5	0.159339
CTD-3126B10.4	0.166708
ERVK13-1	4.73953
CTD-2270P14.2	0.177496
PRSS27	3.49708
SRRM2-AS1	0.355357
CTD-2270P14.5	0.623054
PRSS33	0.0182957
SNORA3	0
PRSS41	0.0361547
PRSS21	1.18602
EIF1P4	0
PRSS30P	0.203667
LA16c-325D7.1	0.118043
LA16c-325D7.2	0.150262
RPL23AP86	0.0829186
LA16c-321D4.2	2.77293
PKMYT1	2.93526
LA16c-380H5.6	0
LA16c-380H5.3	0.432776
LINC00514	0
LA16c-380H5.2	0.0535727
LA16c-380H5.5	0.56061
CLDN9	0.345246
CLDN6	0.0438408
MMP25	1.10001
MMP25-AS1	4.68013
RP11-473M20.9	3.17819
RNU1-22P	0.0528273
ZSCAN10	0.0484635
RP11-473M20.11	0.266143
ZNF213-AS1	4.33713
CASP16P	0.0693016
RP11-473M20.16	0.746891
AJ003147.8	0
AJ003147.9	0
OR1F1	0
OR1F2P	0
ZNF200	2.75052
MEFV	0.229072
LINC00921	2.74033
AJ003147.11	0.603861
LA16c-360H6.1	1.4592
TIGD7	1.19523
LA16c-360H6.3	0.072468
RP11-433P17.1	0
OR2C1	0.0564025
LA16c-306E5.2	0
MTCO1P28	0.0625759
MTND1P8	0.0717
MTRNR2L4	0.10929
ZSCAN32	2.05458
ZNF597	1.7608
C16orf90	0
LA16c-306E5.1	0
CLUAP1	4.27543
NLRC3	0.959057
LA16c-390H2.4	0.180017
SLX4	3.08537
DNASE1	3.39954
RP11-461A8.4	1.47797
RP11-461A8.5	0.241441
RP11-95J11.1	0
RP11-462G12.2	0.0830223
RP11-462G12.1	0.219856
RP11-462G12.4	0
RP11-95P2.4	0
RP11-95P2.3	0.934347
SRL	0.601041
LINC01569	1.74053
GLIS2-AS1	0.754091
RP11-295D4.1	1.19773
RP11-295D4.3	2.03805
RP11-295D4.4	0.815114
RP11-295D4.5	0.505471
RP11-295D4.7	0.188577
RP11-709D24.8	0.274774
C16orf96	0.407371
RP11-709D24.5	0
SUB1P3	0
RN7SL850P	0
RP11-709D24.6	0.0930559
Metazoa_SRP	0.154843
MIR6769A	0
C16orf71	0.348448
Metazoa_SRP	0.155856
SEPT12	0.0508553
SMIM22	2.02878
RP11-127I20.5	0.0985145
RP11-127I20.8	1.48126
SEC14L5	1.57876
NAGPA-AS1	0.0701658
C16orf89	0.429309
RP11-10K17.3	0
RP11-10K17.6	0
ENPP7P14	0
RP11-382N13.6	0
LINC02164	0
RP11-420N3.2	0
RP11-382N13.4	0
RP11-382N13.1	0
SNRPCP20	0
RP11-382N13.3	0
LINC01570	0
MIR8065	0
RP11-19H6.1	0
RBFOX1	0.0808989
RP11-509E10.3	0
RP11-509E10.1	0
RP11-468I15.1	0
RP11-185J20.1	0
RP11-185J20.2	0
RNU7-99P	0
RNU6-457P	0
RNU6-328P	0
RP11-545E8.1	0
snoMe28S-Am2634	0
RP11-26O3.1	0
SNORA40	0
CTD-2535I10.1	0
RP11-279O17.2	0
LINC02152	0
RP11-279O17.3	0
RP11-568A19.1	0
RP11-483K5.2	0
RP11-483K5.3	0
TMEM114	0
METTL22	4.78485
RP11-475D10.4	0.966645
ABAT	3.20684
RN7SL743P	0
RNU7-63P	0
RP11-475D10.5	0
RP11-152P23.2	0
RP11-77H9.2	2.60777
RP11-77H9.6	0
RP11-77H9.1	0
RP11-77H9.8	0.3292
RP11-473I1.6	0
RPL21P119	0.555474
LINC02177	0
LINC01177	0
LINC01195	0
RP11-418I22.2	0
RP11-418I22.3	0
RNA5SP403	0
RNA5SP404	0
RP11-297M9.1	0
GRIN2A	0.286557
RP11-297M9.2	0
RP11-895K13.2	0
IMPDH1P11	0
RN7SL493P	0
ATF7IP2	2.93329
RP11-609N14.1	0
RNU6-633P	0
LINC01290	1.38904
RP11-27M24.2	0.45907
TEKT5	0.236033
RP11-109M19.1	0
MTCYBP33	0
MTND6P33	0
MTND5P33	0
MTND4P34	0
MTND4LP24	0
MTND3P13	0
MTCO3P24	0
MTATP6P24	0
TVP23A	0.624408
RP11-876N24.1	0
RP11-876N24.2	0
CIITA	4.06524
DEXI	0.985884
RP11-876N24.5	1.40055
RP11-876N24.4	2.14344
RPL7P46	0.11686
RP11-66H6.4	1.03678
RP11-66H6.3	0
RP11-396B14.2	0.755871
HNRNPCP4	0.106319
TNP2	0
PRM3	0
SNORA48	0
PRM2	0.247256
PRM1	0.265711
MIR548H2	0
Y_RNA	0
RP11-485G7.5	0.0880529
RP11-485G7.6	0.293394
CTD-3088G3.8	1.18111
CTD-3088G3.4	0.715915
CTD-3088G3.6	0.0167649
RP11-490O6.2	0.097224
Metazoa_SRP	0.352593
RP11-486I11.2	0.576913
BCAR4	0
RP11-166B2.8	1.0915
RP11-166B2.3	0.955348
COX6CP1	0.972162
RP11-166B2.5	0.674732
RP11-166B2.9	0
NPIPB2	1.1662
TNFRSF17	0.0764027
UBL5P4	0
RP11-166B2.7	0.116471
RPS23P6	0.218808
RP11-276H1.3	0.0428606
RP11-276H1.2	0
ACA64	0
RP11-165M1.3	0.0682485
RP11-165M1.2	0.0749275
RP11-165M1.1	0.0527993
RP11-552C15.1	0.0715994
CTD-3037G24.4	0.212826
CTD-3037G24.3	0.226733
CTD-3037G24.5	0
MIR4718	0
CTD-2583P5.1	0
CTD-2583P5.3	0.10659
SNORA27	0
RP11-14K2.1	0
SHISA9	0.147122
AC009134.1	0
U91319.1	0
AC003009.1	0
TMF1P1	0
U95743.1	0
ERCC4	2.37653
RPS26P52	0
CTD-2135D7.2	0.0982403
CTD-2135D7.3	0
LINC02185	0.69343
LINC02186	0
CTA-276F8.1	2.54579
CTA-276F8.2	0
TVP23CP2	0.178283
Y_RNA	0
MIR193BHG	2.76426
MIR193B	0
MIR365A	0
LINC02130	0
RP11-65J21.4	0
RN7SL274P	0
RNU7-125P	0
PLA2G10	0.0843021
RP11-82O18.2	0
NPIPA3	0.179073
RP11-719K4.3	0
RP11-719K4.6	0
NPIPA2	1.23474
RP11-680G24.1	0
ABCC6P2	0.0591689
RP11-719K4.7	0
MIR3179-1	0.0418633
MIR3670-1	0
MIR3180-1	0.0790379
Y_RNA	1.04046
MIR6511A1	0
MIR6770-1	0
RP11-680G24.7	0
RP11-680G24.4	0.916489
MIR1972-1	0
RP11-680G24.6	1.05119
RP11-72I8.1	1.07071
MIR6511B2	0
Y_RNA	0
MIR3180-4	0
MIR3180-4	0
RP11-72I8.2	0
MPV17L	1.63555
CTB-193M12.1	0.256278
CTB-193M12.3	0.825331
AF001548.6	1.14413
AF001548.3	0.102061
RNU6-213P	0
CTA-972D3.2	0.213512
RPL15P20	0.0834882
RPL17P40	0
ABCC6	0.32023
RP11-517A5.7	0
NOMO3	1.39057
RP11-517A5.6	0
RP11-517A5.5	0
MIR3179-2	0
MIR3670-2	0
MIR3180-2	0
PKD1P1	0.0575413
Y_RNA	0
AC138969.4	2.65836
MIR6511A2	0
MIR6770-2	0
RP11-958N24.4	0
RP11-958N24.2	0.476554
MIR6511A3	0
NPIPA7	0.388121
RP11-467M13.2	0
RP11-467M13.3	0
RP11-14N9.2	0
RP11-14N9.1	0
RP11-419L9.1	0
CTD-2576D5.1	0
CTD-2576D5.3	0
CTD-2576D5.2	0
CTD-2576D5.4	0.122642
RP11-1102P22.3	0.0421347
RP11-1102P22.1	1.05745
RP11-1102P22.2	0.106132
RP11-567P19.1	0.65172
RP11-916L7.1	0
CTD-3229J4.1	0.0450331
RPL7P47	0.307654
CTA-481E9.2	0
CTA-481E9.4	0
CTA-481E9.3	0
RP11-164A6.1	0
CTD-2036A2.1	0
RP11-1212A22.7	0
NPIPA8	0.0656365
RP11-1212A22.1	3.53861
MIR6511A4	0
RP11-1212A22.8	0
RP11-1212A22.4	0.270556
PKD1P5	1.2773
MIR6770-3	0
Y_RNA	0
MIR3180-3	0
MIR3670-3	0
MIR3179-3	0
MIR3179-3	0
NOMO2	2.92954
MIR3670-4	0
MIR3179-4	0
RP11-457I16.4	0
RP11-457I16.2	0
ABCC6P1	0.0545473
RP11-1035H13.2	0
CTD-2288F12.1	0.570784
TMC7	0.826147
RNU6-1340P	0
RP11-626G11.5	0
RP11-626G11.1	0.0964034
RP11-626G11.4	0.262383
RP11-626G11.6	2.8263
SYT17	3.79882
CLEC19A	0
CTA-363E6.1	0
CTA-363E6.2	0
CTA-363E6.3	0
TMC5	1.07169
CTA-363E6.5	0
CTA-363E6.6	0.094836
AC002550.6	1.71384
AC002550.5	0
IQCK	3.9675
CTD-2380F24.1	0.138124
LARP7P2	0
GPR139	0
RP11-204E4.4	0
RP11-204E4.3	0
SNRPEP3	0
GP2	0.263329
UMOD	0
PDILT	0
RP11-429K17.1	0
ACSM5	1.67898
CTD-2194A8.2	0
ACSM2A	0.0254425
CTD-3076M17.1	0
ACSM2B	0.0244733
RP11-143N13.2	0
ACSM5P1	0
ACSM3	1.32434
RP11-143N13.4	0
RP11-143N13.3	0
ACSM1	1.16009
AC004381.8	0.089853
AC004381.7	0.318565
ERI2	4.34956
RNU6-944P	0
AC004381.6	2.80775
U4atac	0
DNAH3	0.378609
CTC-508F8.1	0
AF001550.7	0
ZP2	0.0194774
ANKS4B	0.0401049
CRYM	1.42508
AF001550.9	0
CRYM-AS1	0.488863
CTD-2547E10.6	0.201687
CTD-2547E10.3	0.961582
SNX29P1	0.837224
CTD-2547E10.5	0
NPIPB3	4.01976
SMG1P3	1.62062
MIR3680-1	0
CTB-31N19.5	0
CTB-31N19.2	0
CTB-31N19.4	0
SCARNA6	0
CTB-31N19.3	1.1843
IGSF6	1.106
RNU6-1005P	0
RNU6-196P	0
OTOA	0.0229629
RP11-645C24.5	0.684386
RRN3P1	2.71449
RP11-645C24.6	0
NPIPB4	4.68319
SMG1P4	0.0273949
RP11-645C24.4	0
CTD-2649C14.2	0.969636
PDZD9	0.161475
CTD-2649C14.1	0
CTD-2649C14.3	0.29338
RP11-101E7.2	0.197093
VWA3A	0.590918
SDR42E2	0.104583
RP11-141O15.1	0
RP11-21M24.3	0.26886
RP11-21M24.2	0.169929
MFSD13B	0.400849
RRN3P3	4.41033
SMG1P1	0.556721
RP11-368J21.4	0
RP11-368J21.3	0.0918222
RP11-105C19.2	0
RP11-105C19.1	0
CTC-591M7.1	0.227133
HS3ST2	2.64018
RP11-20G6.2	0
CTC-391G2.1	0.0864145
RN7SKP23	2.34476
SNORA75	0
CTD-2270L9.2	0.0781069
CTD-2270L9.4	0.438074
AC002400.1	0.473102
SUB1P4	0
CTD-2196E14.6	3.63794
CTD-2196E14.3	0.176087
CTD-2196E14.5	0.348912
ERN2	0.22608
CTD-2196E14.8	0
CTD-2385L22.1	0
CTD-2385L22.2	1.08358
PRKCB	4.08317
CTA-345G4.1	0
CTA-113A6.1	0
MIR1273H	0
CTA-113A6.2	0.229827
LINC2194	0
CACNG3	0
SNORA1	0
RNU7-24P	0
CTD-2313J23.1	0
LINC01567	0
CTD-2515A14.1	1.7576
SLC5A11	0.106704
RP11-266L9.1	0
RP11-266L9.4	2.35699
LINC02175	0.701894
SCML2P2	0.782117
RP11-266L9.6	0.983486
LCMT1-AS1	0.341685
RP11-266L9.3	0.211469
LCMT1-AS2	0.284296
RN7SL557P	0
AQP8	0.414198
ZKSCAN2	0.932038
CTD-2547G23.4	1.85415
LINC02191	0
CYCSP39	0
HS3ST4	0.578006
RP11-185O21.1	0
MIR548W	0
RNA5SP405	0
HMGN2P3	1.42373
HSPE1P16	0
AC009158.1	0
AC130464.1	0
LINC02195	0.154179
RP11-142A12.1	0
C16orf82	0.0213017
EEF1A1P38	0.201575
LINC02129	0
KDM8	2.27285
CTD-3203P2.1	0.400616
FLJ21408	0.100283
CTD-3203P2.3	0
IL21R	0.218826
IL21R-AS1	0.238757
AC002551.1	0
CTD-2049O4.1	0.295465
CTD-2049O4.2	0
Y_RNA	0
GSG1L	0.128288
RNU6-159P	0
RNU6-1241P	0
TPRKBP2	0.0921723
SNORA25	0
RNY1P10	0
GAPDHP35	0.087035
RP11-57A19.7	0.0166402
RP11-57A19.2	0.0607254
SBK1	1.66548
RP11-57A19.6	0
NPIPB6	1.05065
RP11-435I10.5	0.108269
EIF3CL	0.382675
MIR6862-1	0
CDC37P2	0.0333392
RP11-435I10.6	0
RP11-57A19.5	0
NPIPB7	0.377149
APOBR	3.68696
IL27	0.0496343
RP11-666O2.1	0
RP11-666O2.2	0.642953
SULT1A2	0.262888
RP11-666O2.4	0
RP11-666O2.5	0
SULT1A1	2.69619
NPIPB8	0.0402378
RP11-57A19.4	0
CDC37P1	0
MIR6862-2	0
RP11-1348G14.6	0.251696
NPIPB9	0.0987582
RP11-1348G14.7	0
RP11-1348G14.4	0.403298
RP11-1348G14.1	0.192071
RP11-1348G14.5	0.131036
RP11-1348G14.8	1.36877
RP11-24N18.1	0
MIR4721	0
RP11-22P6.2	1.02077
ATP2A1	1.44157
ATP2A1-AS1	0.830101
SNORA43	0
CD19	0.097332
RP11-264B17.4	1.71264
RP11-264B17.5	0
NPIPB10P	0.205811
CTB-134H23.3	0.0679903
RRN3P2	0.960704
RP11-426C22.5	0.43042
RP11-426C22.1	0.0751361
RP11-426C22.4	0.328422
RP11-426C22.7	0
RP11-426C22.6	0.0737511
RP11-426C22.8	0.206295
RP11-231C14.6	0.649853
SNX29P2	0.590176
RP11-231C14.8	0
NPIPB11	2.2676
SMG1P6	0.867318
RP11-345J4.6	0
BOLA2	4.38237
SLX1B	0.106288
SULT1A4	0.273811
RP11-345J4.3	0
RP11-345J4.4	0
RP11-345J4.1	0
RP11-231C14.5	0
NPIPB12	1.90686
SMG1P2	1.45056
RP11-368N21.5	0.873352
MIR3680-2	0
SLC7A5P1	1.19721
CA5AP1	0
RP11-368N21.1	0
SPN	0.978986
QPRT	4.40425
RN7SKP127	0
C16orf54	0.337139
AC009133.17	0.0256561
ZG16	0.0198035
AC009133.15	0
AC009133.12	2.16235
PRRT2	4.91187
CTD-2574D22.7	0
CDIPT-AS1	0.392056
SEZ6L2	1.80766
ASPHD1	0.409646
CTD-2574D22.3	2.54548
CTD-2574D22.4	3.27094
CTD-2574D22.2	0.535942
DOC2A	0.322872
C16orf92	0
FAM57B	0.133722
CTD-2515O10.5	0
TBX6	3.37448
RP11-455F5.3	1.28326
RP11-455F5.4	0.373375
RP11-455F5.6	1.62111
RP11-455F5.5	1.62764
BOLA2B	0.73668
SLX1A	1.1954
SULT1A3	0.507418
RP11-347C12.3	0.14322
RP11-347C12.4	0
RP11-347C12.9	0
RP11-347C12.8	0
NPIPB13	1.70591
SMG1P5	1.28412
RP11-347C12.12	0.411726
RP11-347C12.10	1.42256
RP11-347C12.11	3.1879
MYLPF	0.867777
RP11-297C4.6	0.505791
ZNF771	1.93401
SNORA42	0
Y_RNA	0
Y_RNA	0
ITGAL	1.15946
RP11-297C4.2	0
RP11-297C4.3	0
RNU7-61P	0
RP11-297C4.1	0
MIR4518	0
AC002310.14	3.10474
AC002310.12	2.3618
AC002310.10	0.0607465
AC002310.7	0
RP11-146F11.5	0.167265
AC002310.17	0.355869
ZNF689	3.56778
RP11-146F11.4	0
RP11-146F11.3	0
RP11-146F11.2	0
RNU6-416P	0
RP11-146F11.1	1.81775
RNU6-1043P	0
SNORA30	0
CCDC189	2.62261
RP11-2C24.3	3.21556
Metazoa_SRP	0
RP11-2C24.5	0.682206
RP11-2C24.7	1.08209
MIR762HG	0.877861
CTF1	4.33796
CTF2P	0
FBXL19-AS1	0.590907
RP11-1072A3.4	0.35427
RP11-1072A3.3	1.16338
STX1B	3.33137
RP11-196G11.2	2.82132
RP11-196G11.6	0.409448
ZNF668	4.17022
AC135050.5	0.0923698
RP11-196G11.3	0.249215
PRSS36	2.79109
RP11-388M20.7	0
NDUFA3P6	0
RP11-388M20.1	0.950979
PYCARD-AS1	0
TRIM72	0.145606
ITGAM	1.98977
ITGAX	1.7795
RP11-120K18.3	0
ITGAD	0.0520629
RP11-120K18.2	0
COX6A2	0.846441
RP11-452L6.8	0
ZNF843	0.812691
RP11-452L6.6	0.317293
SLC5A2	0.226475
AC026471.6	0.190372
RP11-452L6.7	0.967422
AHSP	0.158201
CTD-2014E2.2	0
VN1R64P	0
LINC02190	0
VN1R65P	0
FRG2KP	0
CTD-2014E2.7	0
CSDAP1	0.309517
ZNF720P1	0
VN1R66P	0
RBM22P12	0
CTD-2358C21.2	0
CTD-2358C21.3	0
CTD-2358C21.5	0.174272
ZNF720	3.6841
AC002519.8	0.107652
VN1R67P	0
AC002519.6	0.0162209
VN1R3	0
RBM22P13	0
RP11-170L3.2	0
ZNF267	4.33268
RP11-170L3.4	0.116443
RP11-170L3.5	0
RP11-170L3.7	0
RP11-170L3.6	0
RP11-1166P10.1	1.1034
RP11-1166P10.6	0
IGHV1OR16-1	0
RP11-1166P10.8	0
IGHV1OR16-3	0
IGHV3OR16-9	0
HERC2P4	0.141008
RP11-1166P10.7	0
RP11-56L13.3	0
RP11-17M15.1	0
RP11-56L13.4	0
ABHD17AP8	0
RP11-56L13.6	0
RP11-56L13.7	0
TP53TG3D	0.0653344
RP11-56L13.1	0
RP11-1292F20.1	0
RP11-17M15.2	0
RP11-17M15.4	0
ACTR3BP3	0
RP11-626K17.5	0
PABPC1P13	0
RP11-626K17.3	0
RP11-626K17.2	0
ABCD1P3	0
RP11-652G5.1	0
RP11-652G5.2	0
RP11-96K14.1	0
RP11-586K12.11	0
RP11-586K12.13	0
RP11-586K12.10	0
TP53TG3	0
RP11-586K12.8	0
RP11-586K12.7	0
ABHD17AP7	0
RP11-586K12.4	0
RP11-586K12.5	0
HERC2P5	0.0181901
RP11-67H24.3	0
RP11-586K12.2	0
RP11-586K12.1	0
RP11-67H24.2	0
RP11-67H24.1	0
RP11-989E6.1	0
IGHV2OR16-5	0
BCAP31P2	0.508014
SLC6A10P	0.0223234
RP11-989E6.3	0
IGHV3OR16-15	0
IGHV3OR16-6	0
RP11-989E6.13	0.179537
RP11-989E6.11	0
RP11-19N8.2	0
IGHV1OR16-2	0
IGHV3OR16-10	0
RP11-989E6.8	0
IGHV1OR16-4	0
IGHV3OR16-8	0
RP11-19N8.4	0
RP11-19N8.3	0
HERC2P8	0.00401325
RP11-19N8.7	0
RP11-19N8.6	0
ABHD17AP9	0
RP11-1437A8.2	0
RP11-1437A8.3	0
TP53TG3C	0
RP11-1437A8.4	0
RP11-1437A8.6	0
TP53TG3E	0
RP11-1277H1.3	0
TP53TG3B	0
RP11-1437A8.5	0
RP11-1437A8.7	0
TP53TG3F	0
RP11-23E10.7	0
RP11-23E10.5	0
RP11-23E10.3	0
RP11-989E6.10	0
RP11-23E10.2	0
RP11-23E10.4	0
RP11-293B20.2	0.0375411
BMS1P8	0
RP11-104C4.6	0
ENPP7P13	0
RP11-104C4.4	0
IGHV3OR16-12	0
RP11-104C4.2	0
IGHV3OR16-13	0
RP11-812E19.9	0
RP11-812E19.13	0
RP11-812E19.12	0
RP11-812E19.7	0
IGHV3OR16-11	0
RP11-812E19.10	0
ARHGAP23P1	0.148427
IGHV3OR16-7	0
RP11-812E19.5	0
IGHV3OR16-16	0
RP11-812E19.14	0
RP11-812E19.3	0
RP11-598D12.4	0
BCAP31P1	0.551117
RP11-598D12.1	0
RP11-598D12.5	0
RP11-598D12.2	0
CTD-2522B17.8	0
DUX4L45	0
PCMTD1P2	0
DUX4L46	0
DUX4L47	0
LINC00273	0
RNA5-8SP2	0
BCLAF1P2	0.0799623
CH17-342O10.1	0
CTD-2144E22.9	0
LINC02184	0
CTD-2144E22.5	0
CTD-2144E22.6	0
CCNYL3	0
CLUHP11	0
NAMPTP3	0
VPS35P1	0
VN1R68P	0
VN1R69P	0
RP11-244B22.11	0
RP11-244B22.10	0
UBE2MP1	0.479755
SLC25A1P4	0
RP11-488I20.9	0
RP11-244B22.6	0
TP53TG3GP	0
RARRES2P5	0
FGFR3P5	0
FRG2JP	0.0492262
RP11-488I20.8	0
RARRES2P6	0
AGGF1P8	0
RARRES2P9	0
AGGF1P9	0
C2orf69P4	0
LINC01566	0
FRG2GP	0
AGGF1P4	0
FRG2IP	0
RARRES2P7	0
AGGF1P5	0
C2orf69P3	0
RP11-80F22.16	0
ZNF971P	0
FRG2DP	0
RARRES2P10	0
AGGF1P6	0
RP11-80F22.14	0
C2orf69P2	0
RP11-80F22.4	0
RP11-80F22.15	0
TP53TG3HP	0
RP11-80F22.8	0
RARRES2P8	0
AGGF1P7	0
C2orf69P1	0
C1QL1P1	0
KIF18BP1	0.0134308
RP11-14K3.7	0
RP11-352B15.5	0
RNA5SP406	0
RNA5SP407	0
RNA5SP408	0
RNA5SP409	0
LINC02167	0
RNA5SP410	0
RNA5SP411	0
RNA5SP412	0
RNA5SP413	0
RNA5SP414	0
RNA5SP415	0
RNA5SP416	0
RNA5SP417	0
RNA5SP418	0
RNA5SP419	0
RNA5SP420	0
RNA5SP421	0
RNA5SP422	0
RNA5SP423	0
RP11-352B15.2	0
HMGN2P41	0
VN1R70P	0
RP11-43P5.1	0
RP11-43P5.3	0
PPP1R1AP2	0
ANKRD26P1	0.0112707
RNU6-845P	0
RP11-46D6.5	0
RP11-46D6.4	0
SHCBP1	3.31835
RP11-46D6.1	1.71788
RAB43P1	0.810921
RP11-93O14.1	0
RP11-93O14.2	1.23638
RP11-93O14.3	0.146892
ORC6	1.69548
MYLK3	0.0535887
RP11-480G7.2	0
C16orf87	1.86851
CKBP1	0
RP11-480G7.3	0
RP11-169E6.1	0.268389
RP11-169E6.4	0
RP11-169E6.3	0
NETO2	0.807215
ITFG1-AS1	0
RPL23AP72	0
RP11-329J18.3	0.110331
RP11-329J18.5	0.119806
RP11-329J18.4	0.489282
RP11-474B12.1	0.118156
Y_RNA	0
RNA5SP424	0
RNA5SP425	0
RP11-177N22.3	0
RP11-177N22.2	0
EIF4BP5	0
NDUFA5P11	0.0854528
LINC02133	0
CTB-55P19.1	0
LINC02192	0
LINC02134	0
RP11-3M1.3	0
ABCC12	0.0198185
RP11-3M1.1	0
ABCC11	0.209211
UBA52P8	0.813501
CTD-2600H12.2	2.65355
Metazoa_SRP	0
RP11-44I10.5	0
MOCS1P1	0
RP11-44I10.3	0.223088
RPS2P44	0.138611
CTC-527H23.1	0
CTC-527H23.2	0
RP11-42I10.1	0.161144
CTC-527H23.3	0.0622774
CTC-527H23.4	0
KLF8P1	0
RNU6-257P	0
RP11-42I10.3	0
MTND4LP25	0
RP11-22D3.1	0
RP11-22D3.2	0
CBLN1	0.443154
RP11-491F9.1	0.149092
RP11-491F9.8	0
RP11-491F9.2	0
RP11-491F9.6	0
RP11-491F9.5	0
RP11-491F9.3	0
C16orf78	0
RP11-189E14.5	0
RP11-189E14.3	0
LINC02179	0
ZNF423	1.48273
ADAM3B	0
MRPS21P7	0
CTD-2595P9.2	0
MRPS21P8	0
CTD-2595P9.4	0.692729
RP11-305A4.2	0
RP11-305A4.3	0
RPL34P29	0
RP11-305A4.5	0
RP11-429P3.3	0
RP11-429P3.2	0
Metazoa_SRP	0
ACTG1P16	0
RP11-429P3.8	0.357603
RNY4P3	0
RP11-429P3.5	0.118958
RPL10P14	0
SNORA70	0
MIR6771	0
RP11-21B23.1	0.205552
LINC02178	1.75002
RP11-21B23.3	0
NKD1	2.53203
RP11-401P9.1	0
RP11-401P9.7	0.0723278
RP11-401P9.6	0.109189
RP11-401P9.5	0.465008
SNX20	0.980865
RP11-327F22.6	1.83084
RP11-327F22.1	0.815636
MIR3181	0
RP11-327F22.4	0.375135
LINC02168	0
CTD-2034I21.1	0
RNA5SP426	0
LINC02187	0
LINC02128	0
LINC02127	0
RP11-883G14.3	0
RP11-883G14.4	0
SOD1P2	0
SALL1	0.0911368
AC009166.5	0
AC009166.7	0
AC137527.2	0
UNGP1	0
RP11-437L7.1	0
RN7SKP142	0
LINC01571	0
C16orf97	0
RP11-152O14.4	0
RP11-152O14.3	0
LINC00919	0
LINC02180	0
RP11-142G1.3	0
RP11-142G1.1	0
CASC22	0
RP11-132F7.2	0.184931
TOX3	0.726431
CASC16	0
RP11-297L17.2	0
RP11-297L17.3	0
RP11-297L17.4	0
RP11-297L17.6	0.123571
PHBP21	0.0625511
RP11-467J12.2	0.0467709
RP11-467J12.3	0
RP11-295M3.2	0.265228
RP11-454F8.3	0
RP11-454F8.2	0.268812
RP11-454F8.4	0.239068
snoU13	0
RNA5SP427	0
RP11-44F14.4	0
RP11-44F14.1	0
RP11-44F14.2	0.176741
RP11-44F14.8	0.205535
RP11-44F14.9	0.146012
RP11-44F14.10	0.319769
RNU6-1153P	0
RP11-44F14.5	0.192483
RP11-44F14.7	1.01527
RP11-44F14.6	1.89329
RPGRIP1L	1.22538
RP11-36I17.2	0.612186
RP11-357N13.3	0.0640068
RP11-357N13.6	0.103696
RP11-357N13.2	0.102234
RP11-357N13.1	0
RP11-324D17.2	0.109734
LINC02169	0.329807
RP11-434E6.5	1.07305
RP11-434E6.4	3.65025
LINC02140	0
LINC02183	0.0460787
AC007491.1	0
CTD-3032H12.2	1.53524
CTD-3032H12.1	0.406497
MTND5P34	0
RP11-26L20.3	0.111908
RN7SL841P	0
RP11-26L20.5	0.212629
RP11-26L20.4	0.675525
RPL31P56	0
RP11-212I21.5	0.136518
RP11-212I21.2	0.258458
RP11-212I21.3	0.212878
RP11-212I21.4	1.43372
SLC6A2	1.53683
RP11-481F24.3	1.6426
CES1P2	0.0240654
CES1P1	0.112794
CES5A	0.595529
RP11-461O7.1	0.0742619
RP11-461O7.2	0
RP11-355E10.1	0
CTD-2050B12.1	0
GNAO1	1.22463
DKFZP434H168	0
MIR3935	0
RP11-441F2.2	0
RP11-441F2.4	0
RP11-441F2.5	0.0663607
RP11-413H22.2	0
RP11-413H22.3	1.17452
MT3	1.53375
RP11-249C24.10	0
MT1JP	0.472925
MT1DP	0.193794
MT1CP	0
MT1B	0
MT1H	3.41962
RP11-249C24.12	0
DPPA2P4	0.0504333
RP11-343H19.1	0.391087
MIR138-2	0
SLC12A3	0.017714
MIR6863	0
RPS24P17	0.133347
RP11-325K4.3	3.39277
RP11-325K4.2	4.73832
CETP	0.384117
RP11-322D14.1	0.0318565
RP11-322D14.2	0.171181
RP11-407G23.1	0
RP11-407G23.2	1.12779
RP11-407G23.5	0.994757
RP11-407G23.4	1.51746
RPL23AP91	0
CTC-661I16.2	0
CCL22	4.59604
CCL17	1.14148
ADGRG5	0.303742
HMGB3P32	0.230676
