Name	Cervix - Endocervix
CTC-448F2.4	0.122073
TAF9P3	1.41705
CTC-448F2.6	3.87202
AC005597.1	0
ZNF536	2.04842
CTD-2001J20.1	0.562541
CTC-565M22.1	0
CTC-400I9.2	0
LINC01834	0
CTC-400I9.3	0
LLNLR-263F3.1	0.0882079
LINC01791	0.0298882
AC007796.1	2.60377
CTC-439O9.1	4.2787
AC008992.1	3.53938
CTD-2050I18.2	0
CTD-2050I18.1	0
AC011525.2	0.0147371
AC011525.4	0
RNA5SP471	0
RNU6-967P	0
LINC01837	0
CTC-360P9.1	0
LINC01533	0
LINC01782	0.0706559
AC011518.2	0
RNA5SP472	0
AC007773.2	1.04617
SNORA68	0.378512
RPS12P31	0.37831
RN7SL789P	0
CTC-379B2.4	0
RGS9BP	0.0833841
CTD-2538C1.2	1.87491
CTD-2538C1.3	0
TDRD12	1.09192
CTD-2085J24.5	0.16542
SLC7A9	1.94721
CTD-2085J24.3	0
RN7SKP22	0
RPL31P60	0
FAAP24	1.57048
RHPN2	3.80121
CTC-461H2.2	0
CTC-461H2.3	0
WDR88	0.512181
CTD-2540B15.10	0.18778
SLC7A10	0.0573143
CTD-2540B15.6	0
CTD-2540B15.12	0
CTD-2540B15.9	1.20022
RPS3AP50	0
AKR1B1P7	0
CTD-2329C7.2	0
RPL21P131	0.0416934
CHST8	1.51925
CTC-526N19.1	2.63754
RN7SL150P	0
RPS4XP23	0
RPS4XP20	0.104591
RPS4XP21	0
CHCHD2P3	0
RPL29P33	0.473486
AC010504.2	1.38151
RN7SL154P	0.140281
CTD-2588C8.8	0
RPS26P55	0.251531
ZNF807	0.106766
SCGB1B2P	3.17336
SCGB2B2	0.374556
CTD-2553L13.7	0.357242
SNORD111	0
CTD-2553L13.4	0.0487601
CTD-2553L13.5	0.11794
CTD-2553L13.9	2.09706
CTC-523E23.10	0.033171
LINC01801	0.47213
CTC-523E23.1	0.498762
CTC-523E23.9	0
CTC-523E23.5	0.350375
CTC-523E23.11	1.93348
LOC401913	0.0709082
LINC00904	0
CTC-523E23.14	0
CTC-523E23.15	0
LINC01838	0
ZNF30-AS1	0.289397
CTC-523E23.3	2.50567
CTD-2527I21.7	0
HPN	2.48782
HPN-AS1	0.21215
CTD-2527I21.15	0.441037
CTD-2527I21.5	1.14057
FXYD7	3.2146
FAM187B	0.277115
FAM187B2P	0.390297
AC002128.5	0.229398
AD000684.2	3.13398
HAMP	0.765914
MAG	0.740002
CD22	1.95239
U62631.5	0.440603
MIR5196	0
FFAR1	0.0474093
FFAR3	0
GPR42	0
EEF1A1P7	0.195204
LINC01531	0
RN7SL491P	0
AC002511.2	0.133964
AC002511.3	0
FFAR2	0.125182
KRTDAP	1.45267
SBSN	0.649639
GAPDHS	0.0338452
ATP4A	0.0326197
LLNLF-96A1.1	0.163498
LLNLR-275H8.1	0
LINC01766	0
AC002115.9	0
ETV2	1.96931
UPK1A	0.246646
UPK1A-AS1	0.0837829
TYMSP2	0
ZBTB32	0.583419
AC002398.11	1.25856
AC002398.12	0
LINC01529	0.911364
PRODH2	0.0147509
NPHS1	0.0269865
KIRREL2	0.0369821
APLP1	4.76591
RN7SL402P	0
AD000864.6	0.271753
AF038458.3	0.276218
AF038458.4	0
AF038458.5	0.520972
SYNE4	3.78892
AC002116.7	0.333139
WDR62	0.854111
LLNLR-276H7.1	0.0242042
OVOL3	0.16182
AD001527.7	1.62994
AC002984.2	0.171858
ZNF565	3.71775
Y_RNA	0
CTD-3162L10.1	1.30924
CTD-3162L10.3	0
CTD-3162L10.4	0
CTD-3162L10.5	0.134255
CTD-2630F21.1	1.71012
CTBP2P7	0.135466
AC092295.4	0.416672
ZNF529-AS1	4.68542
ZNF382	1.80809
ZNF461	4.61197
CTD-3234P18.6	1.56204
LINC01534	3.14546
ZNF567	4.60319
ZNF850	1.55367
CTD-2162K18.4	0.135552
CTD-2162K18.3	0
ZNF790	4.72535
Y_RNA	0
ZNF829	2.41
RPL31P61	0.270982
ZNF568	4.44021
CTD-2293H3.3	0
CTD-2293H3.2	0.284536
CTD-2293H3.1	0.0996071
ZNF585A	3.8637
CTC-454I21.4	0
LINC01535	0.647466
CTD-3220F14.1	1.60271
CTD-3220F14.3	3.17813
CTD-3220F14.2	0.896624
ZNF527	4.29558
CTD-2086O20.1	0.0985884
ZNF569	4.44144
ZNF570	3.83088
ZNF793-AS1	2.30797
CTD-3064H18.2	0.109315
ZNF793	4.09535
CTD-3064H18.4	0.169408
ZNF571-AS1	1.44976
ZNF571	3.5339
ZFP30	4.74807
ZNF781	4.24869
CTD-2528L19.3	0.424514
ZNF573	1.54277
CTD-2554C21.1	0.491095
CTD-2554C21.2	4.02401
AC016582.2	1.13836
WDR87	0.0239501
CTC-244M17.1	0
CTC-450M9.1	0.292525
CTB-102L5.7	0.144001
CTB-102L5.8	1.01447
RN7SL663P	1.35255
DPF1	0.353609
Y_RNA	0
CATSPERG	2.06891
AC005625.1	0
GGN	0.837019
SPRED3	1.12102
RASGRP4	1.83518
RYR1	0.874465
AC067969.1	0
AC067969.2	0
MAP4K1	3.54532
CTB-186G2.1	0
CTB-186G2.4	0
CAPN12	2.1628
CTD-2540F13.2	1.35653
LGALS7	0.179678
LGALS7B	0.459086
RNU6-140P	0
LGALS4	2.5351
AC104534.2	1.31727
AC008982.2	0.913579
RINL	3.55404
CTC-360G5.6	0.0895862
CCER2	1.50392
CTC-360G5.9	1.42375
CTB-189B5.3	0
ACP7	0.45791
CTC-218B8.3	0
NCCRP1	0.376538
SYCN	0.558515
IFNL3P1	0
IFNL3	0
IFNL4	0.0301656
MSRB1P1	0
IFNL4P1	0
IFNL2	0
IFNL1	0
LRFN1	4.39537
CTC-246B18.8	0.766646
CTC-246B18.10	1.98438
RN7SL566P	2.20683
MIR4530	0
DLL3	0.091556
SELENOV	0.130352
CTB-60E11.9	0
TDGF1P7	0.0720498
CTB-60E11.11	0
CTB-60E11.12	0
RPS29P24	0
RPS29P25	0
RPS29P26	0
LGALS13	0
AC005176.1	0
AC005176.2	0
RPS29P30	0
LGALS16	0
LGALS17A	0.0920776
AC093063.2	0.0664404
RPS29P27	0
LGALS14	0.0186635
AC006133.7	0
CLC	0.234156
LEUTX	0
LLNLR-268E12.1	3.72895
MIR6719	0
FCGBP	4.56362
PRR13P5	0.833232
ZNF546	3.19456
CTC-471F3.5	2.28812
AC005614.3	0
VN1R96P	0
TTC9B	0.144625
CNTD2	1.23023
CTC-425O23.2	3.44354
MIR641	1.20425
RNU6-945P	0.658109
Y_RNA	0
Y_RNA	0
CTC-425O23.5	2.40324
MIR6796	0
HIPK4	0.781306
CTC-492K19.7	0.0684963
CTC-492K19.4	0.993906
Metazoa_SRP	0
SPTBN4	2.96018
RNU6-195P	0
CTC-490E21.14	1.79701
CYP2F2P	0.43402
CTC-490E21.10	2.84895
CYP2A6	1.15106
CYP2A7	0.459572
CYP2G1P	0.285027
CTC-490E21.13	0.0865514
CYP2B7P	1.58423
AC092071.1	0
CYP2B6	0
CYP2A7P1	0
CYP2G2P	0
CTD-2356P16.6	0
CYP2A13	0.0568498
CYP2F1	0
CYP2T3P	0.0614553
RPL36P16	0
RN7SL718P	0
CYP2S1	1.0996
CTD-2195B23.3	0.944781
RN7SL34P	0.23968
CTC-435M10.10	0
Metazoa_SRP	0
ERICH4	0.976711
AC005795.1	0.0984588
PLEKHA3P1	0.168486
AC006129.1	0.354194
LINC01480	1.15135
AC006129.2	1.32837
CEACAM21	1.14378
AC006129.3	0.0859899
CEACAMP3	0
CEACAM4	0.766079
DNAJC19P3	0
AC005626.3	0
AC005794.1	0
CEACAM7	0.0113518
CEACAM5	0.102964
CEACAM6	0.123915
AC011513.4	0
CEACAM3	0.129247
HNRNPA1P52	0
AC020956.3	0
LYPD4	0
DMRTC2	0.00762211
MIR6797	0
CD79A	1.25317
CTD-2575K13.6	1.48876
ATP1A3	0.184129
POU2F2	1.58813
CTC-378H22.1	0.13291
MIR4323	0
CTC-378H22.2	0.0728548
AC006486.10	0.162998
PRR19	1.10022
TMEM145	0.608342
MIR8077	0
CNFN	2.48862
LIPE-AS1	0.926138
LIPE	4.26385
CXCL17	0.148042
RNU4-60P	0
CEACAMP2	0
CEACAM8	0
CEACAMP1	0
CEACAMP5	0
RPS10P28	0.0903442
PSG3	0
PSG8	0
CEACAMP6	0
PSG8-AS1	0
PSG10P	0
PSG1	0
PSG6	0
PSG7	0
CEACAMP7	0
CTC-490G23.6	0
PSG11	0
CEACAMP8	0
PSG2	0
CEACAMP9	0
AC005392.13	0
PSG5	0.00609961
PSG4	0
CEACAMP10	0
PSG9	0
CEACAMP11	0
CEACAMP4	0
CTC-490G23.2	0.396082
CD177	0.659542
CTC-490G23.4	0
CD177P1	0
TEX101	0.0866931
ZNF575	4.17649
L34079.3	0
L34079.4	0
SRRM5	1.70698
RN7SL368P	0.0870681
LLNLR-271C9.1	0.177383
IRGC	0.0881638
KCNN4	3.73534
AC115522.3	0.299217
LYPD5	0.791923
ZNF283	2.46407
RP11-15A1.4	1.26053
RP11-15A1.3	2.64665
RP11-15A1.2	0.379011
ZNF221	1.45784
ZNF155	4.8459
RP11-15A1.8	2.38381
RP11-15A1.9	0.806599
RP11-15A1.7	0.426293
ZNF230	4.22792
AC067968.3	0
ZNF222	4.65291
ZNF284	4.61361
RNU6-902P	0
AC084219.4	1.30084
ZNF225	4.89363
ZNF235	3.60397
CTC-204F22.1	0.38295
ZNF233	0.623073
CTC-512J12.7	0.509829
NDUFA3P1	0
ZNF112	4.82823
ZNF285	1.68344
ZNF229	2.72694
ZNF285B	0.25462
CEACAM20	0.0254998
AC138472.6	0
CEACAM22P	0.0927511
AC138472.4	0
IGSF23	0.0218771
CTB-171A8.1	0.627137
MIR4531	0
CEACAM16	0.0546787
snoZ6	0
MIR8085	0
SNORA70	0
AC092066.6	0
CBLC	0.247909
CTB-129P6.4	1.78672
APOC1P1	0.128095
APOC4	0.138862
APOC2	1.43465
CTB-129P6.11	1.31065
RNU6-611P	0.955823
ZNF296	1.93721
CTB-179K24.3	1.0135
EIF5AP3	0
AC005757.6	0.0637098
NKPD1	0.305209
AC006126.3	0.229328
CKM	0.398039
RPS16P9	0
KLC3	0.0901432
CD3EAP	3.03461
MIR6088	0
FOSB	1.52548
PPM1N	1.24492
EML2-AS1	0.383279
RN7SL836P	0
GIPR	0.415152
MIR642A	0
AC007191.4	2.29022
BHMG1	0.020147
RSPH6A	0.0362674
AC092301.3	1.99393
FOXA3	0.138785
NANOS2	0
NOVA2	4.46531
MIR769	0
PGLYRP1	0.343239
CTC-344H19.4	0.288528
IGFL4	0.231891
AC007193.6	0.373003
CTC-344H19.6	0
IGFL3	0
TGIF1P1	0
IGFL2	0.0668027
AC006262.4	0
IGFL2-AS1	0.122413
IGFL1P1	0.21992
AC006262.6	0.512296
RPL12P41	0.0508293
AC006262.10	0
IGFL1	0
AC006262.11	0
IGFL1P2	0
RNU6-924P	0
LLNLF-187D8.1	0.168347
PPP5D1	1.12632
PNMAL2	3.90454
CTB-158D10.3	0
LLNLR-276E7.1	0.110572
AC011551.3	0.242485
GAPDHP38	0.110688
GNG8	4.09328
CTB-12A17.2	3.16507
DACT3-AS1	0.635107
RN7SL364P	0.595242
MIR320E	0
CTB-174O21.2	0.395263
Y_RNA	0
CTB-147N14.6	1.6056
CTB-147N14.7	0
CTB-147N14.4	0
CTD-2233K9.1	0.382185
NPAS1	0.371161
MIR3190	0
C5AR2	0.889429
SLC8A2	1.22469
NAPA-AS1	3.16087
ZNF541	0.237643
RN7SL322P	0
CTD-2571L23.8	0.431083
CTD-3001H11.2	4.73979
GLTSCR1-AS1	0
AC008985.1	0.054291
SNORD23	3.48119
GLTSCR2-AS1	1.83086
RPL23AP80	0.456179
CTD-2571L23.9	0
TPRX1	0
CRX	0.0115544
TPRX2P	0
LINC01595	0
SULT2A1	0.0101348
BSPH1	0
ELSPBP1	0
CABP5	0
PLA2G4C-AS1	0.10138
CTC-453G23.5	0.430683
CTC-453G23.4	0
CTC-453G23.7	0.20316
CTC-453G23.8	1.11968
CARD8-AS1	3.58051
CTC-241F20.4	0.18704
ZNF114	1.17415
CCDC114	2.5491
SYNGR4	0
GRIN2D	0.388404
KCNJ14	1.79369
CTC-273B12.5	0
LMTK3	0.559396
CTC-273B12.10	0.233658
SULT2B1	0.422551
FAM83E	0.268612
SPACA4	0.219603
AC022154.7	0.713367
SEC1P	0.985267
NTN5	4.42462
FUT2	1.19645
IZUMO1	0.470409
FUT1	1.70982
FGF21	0
RNU6-317P	0
TULP2	0.568496
NUCB1-AS1	0.400713
CTD-2639E6.4	0.332462
DHDH	0.671587
CTD-2639E6.9	0.685799
MIR6798	0
LHB	0.830952
CTB-60B18.10	0.344272
CGB3	0
NTF6A	0
NTF6G	0
CGB2	0
CGB1	0
NTF6B	0
CTB-60B18.17	0
CGB5	0
CGB8	0
CTB-60B18.15	0
CGB7	0.442748
CTB-60B18.12	0.240483
NTF4	0.309296
CTB-60B18.18	0
KCNA7	0.0276069
RN7SL708P	0
C19orf73	1.02958
PPFIA3	3.72984
SLC6A21P	0.161354
SUMO1P4	0
MIR4324	0
AC010524.4	0.275754
DKKL1	0.98357
AC010524.2	0.32074
CCDC155	0.0310081
PTH2	0
GFY	0
SLC17A7	3.45951
SNORD33	2.12516
SNORD34	0
MIR150	0
COX6CP7	0
Y_RNA	0
PRRG2	1.47026
MIR5088	0
CTB-33G10.1	4.10645
TSKS	1.75822
RNU6-841P	0
MIR6799	0
AC006942.4	3.6415
MIR6800	0
AC018766.6	3.71382
MIR4749	0
IL4I1	1.08348
SIGLEC11	0.857563
SIGLEC16	1.19802
Metazoa_SRP	0
CTD-2126E3.3	1.28444
CTD-2126E3.1	0.587853
CTD-2126E3.5	0.0579621
CTD-2126E3.4	0
IZUMO2	0.0305669
MYH14	2.39449
Metazoa_SRP	0
KCNC3	0.81663
NAPSB	3.359
NAPSA	2.88481
CTB-191K22.6	1.9937
SPIB	0.0814208
MYBPC2	0.178643
FAM71E1	1.96496
ASPDH	0.231362
CTD-2560K21.6	0.736146
SYT3	0.239644
C19orf81	0.741138
SHANK1	1.74584
GPR32P1	0
GPR32	0
CTD-2568A17.1	0.0242042
ACPT	0.0984686
CTD-2568A17.8	0
SNORD88A	0
LINC01869	0.546938
KLK1	0.310158
KLK15	0.0623722
AC011523.2	0
KLK3	0.471533
KLK2	0.340549
KLKP1	0.5826
CTB-147C22.3	0
KLK5	0.132585
CTB-147C22.8	0
KLK6	0.153765
CTB-147C22.6	0
CTB-147C22.9	0
KLK7	0.308161
KLK8	0.260636
KLK9	0
KLK10	4.46341
KLK11	1.52908
KLK12	0.13216
CTC-518B2.9	0.0906722
CTC-518B2.10	0
KLK13	0.316857
KLK14	1.78951
SIGLEC18P	0
SIGLEC9	2.44441
CTD-3187F8.15	0
SIGLEC7	1.38228
SIGLEC19P	0.176054
CTD-3187F8.14	0.0310795
CTD-3187F8.6	0
SIGLEC17P	1.27723
SIGLEC20P	0
CTD-3187F8.7	0
SIGLEC21P	0
MIR8074	0
SIGLEC22P	0.447002
CD33	2.81816
SIGLECL1	0
CTD-3187F8.2	0
LINC01872	0
CTD-3187F8.12	0
IGLON5	0.183011
VSIG10L	4.92461
CTD-2616J11.16	0
CTD-2616J11.9	0
CTD-2616J11.10	0.329413
CLDND2	3.38032
LIM2	0
C19orf84	0.0757173
CTD-2616J11.14	0
NIFKP6	0
SIGLEC10	2.98377
CTD-2616J11.3	0.374797
CTD-2616J11.2	0.13038
CTD-2616J11.15	0
CTD-3073N11.5	0
SIGLEC8	0.656888
SIGLEC26P	0
CEACAM18	0
SIGLEC12	0.160398
CTD-3073N11.7	0
SIGLEC27P	0
SIGLEC6	0.454602
CTD-3073N11.9	0
SIGLEC28P	0
SIGLEC29P	0
AC018755.16	0.581594
AC018755.17	0.0340743
SIGLEC5	0.694646
RPL9P33	0
LLNLR-470E3.1	1.34582
SIGLEC14	1.40651
RPL7P51	0
SPACA6P-AS	1.22862
MIR99B	0
HAS1	0.351201
FPR1	4.32821
FPR2	0.256124
FPR3	2.44887
AC006272.2	0.218398
AC074141.3	3.84799
ZNF649-AS1	0
CTC-429C10.7	0
ZNF613	4.19059
ZNF350-AS1	1.05099
CTC-471J1.11	3.22955
CTC-471J1.10	0.270827
CTC-471J1.9	0.289
RPL37P23	1.02355
CTD-2525I3.2	0.309396
MIR6801	0
CTD-2525I3.3	0.187329
CTD-2525I3.8	0
Y_RNA	0
MIR643	0
CTD-2525I3.5	0.982747
CTD-2525I3.6	0.118406
ZNF610	2.8874
CTD-3018O17.5	4.71574
DPPA5P1	0
ZNF534	0.219352
ZNF578	0.501758
CTD-3018O17.6	0.0472599
CTD-3099C6.5	0.361185
CTD-3099C6.7	0
CTD-3099C6.9	3.10622
ZNF28	4.84158
CTD-2102P23.1	0.209316
ZNF468	4.5445
CTD-2331H12.9	0
ZNF888	4.65874
CTD-2331H12.7	0.958715
ZNF702P	2.84558
CTD-2620I22.2	0.036914
CTD-2620I22.3	0.0223523
ERVV-1	0.064133
ERVV-2	0
ZNF665	2.71108
NDUFV2P1	0.832408
ZNF677	3.36304
CTD-2245F17.6	4.07064
VN1R2	0.0517267
VN1R4	0
CTD-2245F17.9	0
FAM90A27P	0
BIRC8	0
FAM90A28P	0
VN1R6P	0
ZNF845	4.87664
ZNF525	3.76239
ZNF765	3.64397
RPL39P36	0.82488
ZNF813	2.10538
TPM3P6	1.29925
CTD-2224J9.8	0.665565
CTB-167G5.7	1.11166
CTB-167G5.6	0
CTB-167G5.3	0
RN7SL317P	0
DPRX	0.0929211
RNU6-698P	0
CTC-339O9.2	0
MIR512-1	0
MIR512-2	0
MIR1323	0
MIR498	0
MIR520E	0
MIR515-1	0
MIR519E	0
MIR520F	0
MIR515-2	0
MIR519C	0
MIR1283-1	0
MIR520A	0
MIR526B	0
MIR519B	0
MIR525	0
MIR523	0
MIR518F	0
MIR520B	0
MIR518B	0
MIR526A1	0
MIR520C	0
MIR518C	0
MIR524	0
MIR517A	0
MIR519D	0
MIR521-2	0
RNU6-803P	0
MIR520D	0
MIR517B	0
MIR520G	0
MIR516B2	0
MIR526A2	0
MIR518E	0
MIR518A1	0
RNU6-980P	0
MIR518D	0
MIR516B1	0
MIR518A2	0
MIR517C	0
MIR520H	0
RNU6-982P	0
MIR521-1	0
RNU6-751P	0
MIR522	0
MIR519A1	0
MIR527	0
MIR516A1	0
MIR1283-2	0
RNU6-1041P	0
MIR516A2	0
CTC-339O9.1	0.0276671
RNU6-165P	0
HMGN1P32	0
SEPT7P8	0
AC008753.3	0.522157
CTD-3022G6.1	0
MIR373	0
AC008753.4	0
NLRP12	0.200822
AC008753.6	0.732387
AC008440.10	0.426143
PRKCG	0.116037
CACNG7	0.0288373
CACNG8	0.121288
CACNG6	0.034751
CTD-3093M3.1	0
VSTM1	0.0889845
TARM1	0
OSCAR	4.78904
AC012314.8	1.87678
AC012314.20	0
AC012314.19	0
LILRB3	2.53416
CTB-83J4.1	0
AC010492.2	0.158904
LILRA6	2.18022
AC010492.4	0
LILRB5	2.12
RNU6-1307P	0
AC010492.5	0
LILRB2	4.06009
MIR4752	0
AC010518.3	0
AC010518.2	0
AC008984.5	0
AC008984.7	0
LILRA5	1.3441
VN1R104P	0
AC008984.6	0
LILRA4	0.0491116
LAIR1	4.98715
AC008746.10	0
TTYH1	2.4665
AC008746.3	0
CTD-2587H19.2	0.749018
CTD-2587H19.3	0.735819
LAIR2	0
AC008746.9	0
KIR3DX1	0.0277213
AC009892.2	0
LILRA2	0.694029
LILRA1	0.570581
AC009892.5	0
LILRB1	1.76875
AC009892.10	0
LILRB4	0.877424
MIR8061	0
VN1R105P	0
AC009892.9	0
AC011515.2	0.132975
LILRP1	0
AC098784.1	0
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0.0338027
KIR2DL1	0.0703024
KIR3DP1	0
KIR2DL4	0.139705
KIR3DL1	0.0948202
KIR2DS4	0.110329
KIR3DL2	0.0377006
RNU6-222P	0
FCAR	0.328135
CTB-61M7.2	0.30384
NCR1	0.163518
NLRP7	0.0183491
CTC-550B14.10	0
NLRP2	0.299594
CTC-550B14.1	0
CTC-550B14.7	2.34337
GP6	0.603946
EPS8L1	3.10284
CTD-2587H24.1	0.502763
MIR7975	0
TNNT1	0.332612
TNNI3	0.645278
DNAAF3	0.696038
CTD-2587H24.5	0
snoU13	0
SYT5	0.051482
PTPRH	1.95078
CTD-2587H24.10	0.29701
MIR6804	0
MIR6802	0
MIR6803	0
TMEM150B	0.792604
CTD-2105E13.16	0
COX6B2	0.449021
FAM71E2	0.0274841
IL11	0.376044
TMEM190	0
CTD-2105E13.15	0
TMEM238	1.23831
SHISA7	0.0926774
CTD-2537I9.19	0
CTD-2537I9.15	0
CTD-2537I9.16	0
SBK2	0.0812311
SBK3	0.324606
CTD-2537I9.18	4.20071
CTD-2537I9.13	1.45541
AC010525.4	0.698343
NLRP9	0.0604952
RN7SKP109	0
RFPL4A	0
RFPL4AL1	0
RFPL4AP1	0
NLRP11	0.0225907
NLRP4	0
NLRP13	0
NLRP8	0.0117404
NLRP5	0
LINC01864	0
Y_RNA	0
CTD-2621I17.8	0
CTD-2621I17.3	3.05138
GALP	0
ZSCAN5B	0.0742619
ZSCAN5C	0
CTD-2086L14.1	0
ZSCAN5A	2.06687
ZSCAN5DP	0.101406
AC006116.20	0.489807
AC006116.19	0.220615
AC006116.17	0.202504
VN2R17P	0.167655
AC006116.22	0.364819
AC006116.14	0
AC006116.13	0.173054
AC006116.15	0.110026
AC006116.21	0.101261
ZNF582	4.57919
AC006116.24	1.92726
SLC25A36P1	0.469655
AC006116.12	0.26703
ZNF583	2.1502
AC098795.1	0
LLNLR-285B5.1	0.401275
AC005498.4	0.833374
AC005498.3	0.383907
AC007228.11	2.14756
ZNF470	3.90615
SIGLEC31P	0
AC007228.8	0
SMIM17	1.2728
ZNF835	3.67187
AC007228.5	0.405606
AC007228.9	3.03043
ZIM2-AS1	0.563992
OR5AH1P	0
ZIM2	0.475991
AC006115.6	0
MIMT1	0.0607221
CTC-258N23.3	0
RPL7AP69	0
CTC-360J11.7	0
USP29	0
ZIM3	0
CTC-360J11.5	0
CTC-360J11.6	0
DUXA	0
CTC-360J11.4	0.323053
AURKC	1.24911
ZNF805	2.32274
CTC-444N24.6	4.07645
ZNF460	1.76673
CTC-444N24.7	1.79946
CTC-444N24.9	0
ZNF543	2.75991
CTC-444N24.13	0.19746
ZNF547	1.94983
TRAPPC2B	4.56451
ZNF749	2.54164
AC004076.5	0.964429
VN1R1	1.64611
VN1R107P	0.2881
ZNF772	1.90431
AC003005.2	0.0758163
ZNF773	1.89672
ZNF549	3.51295
ZIK1	2.60198
ZNF530	2.65817
AC003682.16	0.26572
TPRG1LP1	0.161887
ZSCAN4	0.121256
ZNF551	3.73656
ZNF154	1.86068
ZNF671	3.26567
ZNF587B	3.7925
FKBP1AP1	0.0633268
ZNF814	3.55908
CTD-2583A14.1	0.310107
VN2R19P	0.301994
ZSCAN1	0.792065
LETM1P2	0.238796
HNRNPDLP4	0
RN7SL526P	1.58894
CTD-2623H2.7	0
CTD-2619J13.1	0
RPS15AP36	0.318062
AC020915.2	0
CTD-3138B18.6	2.26564
ZNF8	4.60532
AC010642.2	0.215835
ZSCAN22	4.80756
MIR6806	0
CTD-2619J13.5	3.34449
CTD-2619J13.3	3.34937
RNA5SP473	0
MIR4754	0
RNF225	0.0712522
CTD-2619J13.13	0.507167
CTD-2619J13.16	1.15183
CTD-2619J13.17	2.53164
CTD-2619J13.19	0.498408
ZNF324B	4.3789
RNU6-1337P	0
RN7SL693P	0.215817
CTD-2619J13.27	0.392106
RN7SL525P	0
MIR6807	1.22423
MZF1-AS1	3.55067
AC016629.3	0.164857
DEFB125	0
DEFB126	0
DEFB127	0
DEFB128	0
DEFB129	0
DEFB132	0
RP5-1103G7.10	0
TRIB3	4.5599
Y_RNA	0
TCF15	0.46881
SCRT2	0.0070766
SLC52A3	1.17843
RPS10P5	0.339271
RSPO4	0.596989
RP4-545L17.11	0.474702
ACTG1P3	4.07111
TMEM74B	3.33892
C20orf202	0.337903
RAD21L1	0.0240498
RP11-314N13.9	0.173126
SDCBP2-AS1	3.13108
RP11-314N13.3	4.08701
SIRPB2	2.03672
RNU6-917P	0
SIRPD	0.0510234
SIRPB1	0.513318
RP4-576H24.5	0
SIRPG	0.490827
SIRPG-AS1	0
SIRPB3P	0
RN7SL561P	0
RP4-673D20.5	0
RP4-673D20.4	0
RP4-673D20.6	0
RP4-673D20.3	0.425598
RP5-968J1.1	0.205825
RP5-858L17.1	1.52799
RP4-684O24.5	0
PDYN	0
RPL7P2	0
RP11-128M1.1	0.610109
TGM3	0.702782
TGM6	0
Y_RNA	0
TMC2	0.195633
SNORA51	0
SNORD56	0
RP4-686C3.7	0.482902
RPL19P1	0
C20orf141	0.35059
TMEM239	0.108333
GNRH2	1.03021
OXT	1.56672
AVP	0
RN7SL555P	0
UBOX5-AS1	0.274316
SLC4A11	1.25198
RP4-794I6.4	0.245145
RNU6-1019P	0
UBE2V1P1	0.270912
U3	0
RP11-137F15.1	0
SF3A3P1	0
GFRA4	0.067165
SIGLEC1	2.58244
SPEF1	0.939806
LINC01730	1.20722
RP11-119B16.2	2.75571
MIR103A2	0
RPL21P2	0.113775
RP11-352D3.2	0
LINC01433	0.421838
RP11-307O10.1	0
RP5-1164C1.2	0.124247
RPL7AL2	0
RPS4XP2	0.304107
PRND	0.168136
PRNT	0
RP5-1068H6.1	0
RP5-1068H6.6	0
SNORA31	0
RP5-1116H23.1	0
RP5-1116H23.6	0.664196
RP5-1116H23.5	1.2963
RP5-1116H23.4	1.67096
RP5-1116H23.3	0.861226
RNA5SP474	0
Y_RNA	0
SNORA26	0
UBE2D3P1	0.300833
PROKR2	0
RNA5-8SP7	0
RP5-828H9.4	0
LINC00658	0.0195361
RP5-828H9.1	0.122766
LINC00654	2.3754
RP5-1022P6.7	0
LINC01729	0
RPS18P1	0
RP5-1022P6.5	0
EIF4EP1	1.93732
RNU1-55P	0
CHGB	0.936713
KANK1P1	0
Y_RNA	0
RP5-967N21.7	0
MCM8-AS1	0
RP5-967N21.11	1.94206
RN7SL498P	0
LRRN4	0.141939
RP5-1056H1.2	1.16394
FERMT1	2.92187
TARDBPP1	0
RP4-775C13.1	0.0534658
RP4-775C13.2	0
RP4-775C13.3	0
CASC20	0
LINC01713	0
RP4-764O22.1	0
LINC01428	0
RP11-19D2.1	0
LINC01751	0
LINC01706	0
MIR8062	0
RN7SL547P	0
RP5-836E8.1	0
RP1-209B9.2	0
HAO1	0
RP5-971N18.3	0.036849
PLCB1	3.11366
PHKBP1	0
PLCB1-IT1	0
RNU105B	0
RP5-859I17.2	0
RP5-859I17.3	0
Metazoa_SRP	0
LAMP5-AS1	0
LAMP5	2.64754
PAK5	0.0556044
RP5-986I17.2	0
RP5-839B4.8	0
SNAP25-AS1	0.0237798
ANKEF1	1.12565
RP11-416N4.4	0
RP11-416N4.1	0
SNAP25	1.88235
HIGD1AP15	0
RPL23AP6	0
SDAD1P2	0
SLX4IP	4.29825
RP5-1099D15.1	0.139858
MIR6870	0
RP11-103J8.1	0.428096
LINC01752	0.824197
RP1-278O22.2	0.105352
RP4-697P8.3	0
FAT1P1	0
RP11-103J8.2	0.364703
C20orf187	0
RP4-734C18.1	0
RPS11P1	0
RP5-1128N12.3	0
RP5-1128N12.2	0
PGAM3P	0
RP11-268G13.1	0
LINC00687	0
RN7SKP111	0
RP5-1012F16.2	0
RP4-742J24.2	0.711688
RP4-796I8.1	0
RP11-102J14.1	0
PA2G4P2	0.0245571
LINC01722	0
RP5-1069C8.3	0
LINC01723	0
SPTLC3	2.85736
